FECHA,HORA,VAL,SUR,TAC,FAC,LLA,LPR,LVI,SAG,AZC,TLA,XAL,MER,PED,CES,HAN,ARA,TLI,ATI,VIF,TAH,LAG,PLA,UIZ,TAX
01/01/2006,17,5,7,3,-99,7,7,8,-99,8,4,13,-99,5,2,10,6,9,6,13,3,6,6,-99,-99
01/01/2006,18,8,7,1,-99,10,7,9,-99,7,5,10,-99,5,3,11,5,17,6,43,2,6,6,-99,-99
01/01/2006,19,18,6,3,-99,15,18,8,-99,18,29,10,-99,5,2,11,3,36,27,34,2,6,6,-99,-99
01/01/2006,20,7,7,4,-99,7,4,10,-99,9,6,8,-99,5,2,12,3,15,17,16,2,8,7,-99,-99
01/01/2006,21,9,6,6,-99,7,6,12,-99,15,8,8,-99,4,2,10,8,15,10,11,3,9,9,-99,-99
01/01/2006,22,10,6,8,-99,8,6,13,-99,20,10,12,2,5,2,11,8,14,6,11,3,9,7,-99,-99
01/01/2006,23,14,6,7,-99,12,6,13,6,12,6,16,5,7,2,11,7,14,6,12,4,11,6,-99,-99
01/01/2006,24,12,7,6,-99,13,4,13,6,9,5,17,10,7,1,11,8,11,6,14,4,9,6,-99,-99
02/01/2006,1,10,8,6,-99,12,4,12,5,8,5,15,12,9,1,11,7,11,4,11,5,7,6,-99,-99
02/01/2006,2,10,6,7,-99,12,5,11,4,8,4,16,11,12,1,11,5,11,5,10,4,5,6,-99,-99
02/01/2006,3,10,6,11,-99,11,5,9,3,8,5,15,10,9,1,9,4,10,6,9,5,6,8,-99,-99
02/01/2006,4,10,5,12,-99,9,5,8,3,11,6,17,9,6,0,8,3,12,7,9,4,7,6,-99,-99
02/01/2006,5,9,4,7,-99,9,5,8,3,10,6,17,7,4,0,8,2,11,6,8,3,7,5,-99,-99
02/01/2006,6,12,5,4,-99,9,6,9,3,8,9,17,5,4,0,8,2,10,5,8,3,7,4,-99,-99
02/01/2006,7,15,5,5,-99,10,7,14,4,8,9,19,7,4,0,7,3,11,7,8,3,11,4,-99,-99
02/01/2006,8,18,6,8,-99,11,9,15,5,12,10,27,11,7,2,11,6,13,9,9,4,12,6,-99,-99
02/01/2006,9,18,9,9,-99,15,15,21,13,16,13,32,18,7,4,19,10,16,14,12,5,16,8,-99,-99
02/01/2006,10,19,9,17,-99,19,19,21,13,19,14,29,24,9,6,20,15,17,16,14,7,15,12,-99,-99
02/01/2006,11,21,10,16,-99,18,22,17,11,18,13,29,24,12,6,-99,13,-99,13,14,8,15,14,-99,-99
02/01/2006,12,18,11,14,-99,16,18,16,12,19,16,30,19,12,6,-99,11,-99,10,25,9,13,13,-99,-99
02/01/2006,13,20,11,16,-99,17,18,16,-99,18,13,26,15,12,8,-99,12,-99,10,27,10,13,14,-99,-99
02/01/2006,14,17,10,-99,-99,13,12,13,-99,18,12,19,7,11,8,-99,9,13,9,16,8,11,12,-99,-99
02/01/2006,15,14,9,-99,13,9,9,12,-99,15,10,16,3,10,6,-99,8,10,9,11,7,10,10,-99,-99
02/01/2006,16,9,9,9,14,8,7,9,-99,12,7,12,2,8,5,-99,6,8,8,9,5,9,9,-99,4
02/01/2006,17,9,9,6,12,7,7,8,-99,10,7,11,2,8,4,11,4,7,7,13,5,8,10,6,3
02/01/2006,18,12,9,6,10,8,11,11,-99,12,10,13,7,8,3,12,6,12,11,12,4,10,9,5,4
02/01/2006,19,5,9,4,8,3,2,6,-99,7,4,7,4,9,2,9,2,3,11,5,4,8,10,2,4
02/01/2006,20,4,5,0,1,5,0,4,-99,5,4,8,-99,4,1,9,3,3,4,6,3,4,5,1,0
02/01/2006,21,6,5,2,0,5,0,4,-99,7,7,7,-99,6,0,8,4,5,3,6,2,4,6,2,1
02/01/2006,22,8,6,2,1,4,0,5,-99,5,3,6,-99,5,0,8,6,5,5,6,2,6,5,3,-99
02/01/2006,23,6,6,3,0,5,2,7,-99,5,4,6,-99,5,1,11,7,5,5,6,3,6,5,5,-99
02/01/2006,24,7,5,3,2,6,1,6,4,6,-99,8,-99,4,1,10,6,5,6,5,3,7,4,6,0
03/01/2006,1,9,6,8,6,5,0,6,3,14,18,7,-99,4,2,11,5,7,18,9,3,8,6,8,1
03/01/2006,2,12,6,15,7,5,1,8,3,33,34,9,10,5,3,11,5,17,20,10,3,22,7,8,2
03/01/2006,3,13,6,4,7,4,0,9,3,30,52,9,16,3,4,10,3,32,22,12,3,29,6,7,0
03/01/2006,4,15,6,0,4,6,0,9,3,14,35,12,14,3,0,7,2,30,13,14,4,26,4,5,0
03/01/2006,5,31,5,0,2,7,1,3,3,5,13,8,-99,2,0,8,2,29,7,21,4,8,3,5,0
03/01/2006,6,21,5,0,3,14,2,4,3,5,8,10,-99,2,0,7,3,16,5,12,5,6,3,6,0
03/01/2006,7,12,6,0,4,13,3,9,6,7,8,15,-99,2,0,8,4,17,5,12,3,8,4,9,4
03/01/2006,8,17,8,2,9,26,5,18,7,8,9,21,3,4,2,8,8,12,5,8,3,10,6,8,3
03/01/2006,9,17,11,5,9,28,13,16,14,10,11,30,10,5,4,16,15,15,8,13,6,15,8,11,2
03/01/2006,10,15,9,15,14,29,17,17,-99,16,13,29,17,7,9,29,28,22,23,23,7,18,10,18,6
03/01/2006,11,14,11,25,22,56,16,15,21,28,25,33,14,8,14,31,31,43,23,47,8,-99,16,23,-99
03/01/2006,12,16,9,15,14,47,13,10,34,16,18,31,8,8,11,26,20,34,13,30,8,-99,14,17,-99
03/01/2006,13,17,9,11,12,18,13,11,-99,17,17,25,4,10,-99,13,14,14,14,13,7,9,11,17,6
03/01/2006,14,15,7,11,14,8,4,12,-99,16,14,12,1,8,-99,15,11,7,8,6,7,9,8,10,5
03/01/2006,15,9,6,11,9,4,3,5,-99,14,8,7,-99,6,6,10,4,4,4,5,4,7,6,9,4
03/01/2006,16,5,5,11,5,3,5,6,-99,9,4,5,-99,4,5,6,2,4,3,3,4,7,6,7,3
03/01/2006,17,4,6,4,2,3,1,4,-99,6,3,5,-99,6,2,7,3,2,3,4,4,5,7,4,2
03/01/2006,18,4,7,2,0,14,1,3,-99,5,3,4,-99,6,2,10,3,33,28,35,2,5,6,6,5
03/01/2006,19,41,7,30,20,19,26,32,-99,40,48,23,22,5,2,24,20,28,114,6,2,28,6,10,7
03/01/2006,20,3,15,78,77,5,0,4,-99,23,18,4,5,15,5,11,6,3,76,4,4,10,50,16,15
03/01/2006,21,9,47,72,84,5,0,5,-99,46,19,4,5,65,1,8,5,3,75,4,6,9,77,5,17
03/01/2006,22,28,49,63,71,4,0,23,-99,72,65,4,31,46,19,20,9,16,85,6,31,37,58,25,41
03/01/2006,23,37,24,40,50,4,1,59,4,73,83,11,59,16,33,51,17,42,83,8,31,68,37,42,35
03/01/2006,24,82,14,36,62,8,0,86,3,60,148,14,65,6,27,76,36,76,83,26,24,72,23,45,15
04/01/2006,1,101,10,22,67,17,8,105,13,50,76,16,74,4,16,122,52,90,40,46,21,61,24,32,9
04/01/2006,2,79,13,8,21,22,13,47,11,19,43,17,45,3,9,24,9,66,15,43,16,28,20,21,8
04/01/2006,3,44,15,6,10,27,9,11,4,14,17,19,10,3,11,16,9,67,9,20,10,15,8,16,8
04/01/2006,4,23,11,8,6,18,10,12,3,8,8,14,7,2,8,12,6,37,14,10,10,15,6,17,8
04/01/2006,5,14,10,7,5,10,14,10,2,8,7,16,5,3,6,13,4,29,9,13,7,13,6,17,7
04/01/2006,6,17,8,3,5,11,16,13,5,5,8,16,5,2,5,12,7,25,7,22,10,13,6,16,6
04/01/2006,7,19,9,3,6,11,10,11,8,5,7,17,6,2,7,8,11,26,8,15,11,10,7,16,7
04/01/2006,8,21,15,5,9,15,10,10,10,7,8,21,7,4,9,10,15,26,9,12,10,8,10,17,10
04/01/2006,9,21,16,10,12,21,17,19,-99,12,12,45,16,12,14,17,15,29,11,30,10,12,12,18,13
04/01/2006,10,22,17,20,22,26,27,23,-99,18,14,34,22,11,14,19,17,27,15,23,11,19,15,21,13
04/01/2006,11,32,18,32,35,35,37,25,-99,27,27,45,-99,12,16,25,18,38,32,37,14,24,18,23,13
04/01/2006,12,27,17,27,34,35,31,22,-99,-99,33,28,-99,-99,12,26,16,69,26,41,11,21,16,19,11
04/01/2006,13,20,10,19,22,31,23,16,-99,-99,21,23,-99,-99,11,14,13,39,16,28,5,16,14,17,9
04/01/2006,14,12,11,14,15,23,20,14,-99,18,20,25,8,10,9,13,13,23,20,22,2,13,-99,12,8
04/01/2006,15,8,9,14,20,15,17,13,-99,16,15,23,5,9,6,11,10,20,19,12,1,9,-99,9,5
04/01/2006,16,11,7,11,14,8,12,15,-99,13,11,13,3,8,5,10,12,10,10,15,2,13,-99,7,5
04/01/2006,17,11,7,9,8,69,8,10,-99,10,13,13,3,7,6,13,8,80,48,126,2,12,-99,9,5
04/01/2006,18,56,11,51,76,94,84,41,-99,67,75,91,7,11,7,28,61,42,67,34,1,31,9,10,6
04/01/2006,19,25,8,37,66,25,19,28,-99,34,23,22,36,48,5,70,48,18,33,16,1,32,61,9,6
04/01/2006,20,14,6,55,97,13,8,18,-99,24,13,12,14,43,6,25,15,12,77,10,1,18,81,18,8
04/01/2006,21,8,44,53,74,9,2,7,-99,20,11,10,7,68,13,14,11,6,82,7,4,9,66,16,5
04/01/2006,22,7,51,26,64,9,2,9,-99,26,22,10,8,63,7,12,11,28,49,7,12,9,24,12,9
04/01/2006,23,9,35,51,57,8,3,11,-99,33,29,13,17,32,9,13,14,18,29,7,26,20,31,16,14
04/01/2006,24,13,19,52,55,7,2,12,-99,31,26,12,30,12,15,22,13,16,62,14,17,31,24,27,23
05/01/2006,1,19,11,38,70,8,0,22,-99,57,47,10,43,5,21,31,13,39,78,23,14,47,13,36,13
05/01/2006,2,28,12,28,50,7,2,39,-99,53,53,15,55,5,14,15,8,52,34,36,12,52,12,47,3
05/01/2006,3,26,9,15,24,9,3,45,-99,29,33,14,41,5,6,9,4,47,27,30,12,31,6,17,2
05/01/2006,4,33,9,11,16,18,4,24,-99,14,19,17,20,4,5,10,5,40,58,30,11,17,1,13,5
05/01/2006,5,27,9,10,16,20,8,11,-99,13,23,19,8,5,4,10,4,35,73,25,9,13,-99,12,8
05/01/2006,6,19,9,7,19,20,7,7,-99,14,38,22,6,3,3,9,6,43,58,19,7,8,-99,11,8
05/01/2006,7,32,10,5,21,22,8,12,-99,16,47,21,7,3,4,9,9,31,44,13,5,9,-99,14,7
05/01/2006,8,51,12,6,26,15,11,14,-99,18,45,22,15,3,6,9,16,36,72,17,7,11,-99,15,5
05/01/2006,9,50,15,7,33,19,23,16,-99,22,45,40,28,7,10,17,19,43,88,25,10,19,-99,21,7
05/01/2006,10,40,19,15,27,40,28,23,-99,31,53,41,29,10,16,24,19,82,91,40,11,25,-99,26,16
05/01/2006,11,69,27,52,87,112,37,38,-99,82,98,41,45,18,41,35,23,165,142,96,23,41,-99,50,27
05/01/2006,12,85,25,57,66,41,39,40,-99,65,59,50,37,26,33,27,-99,60,86,45,22,41,-99,37,25
05/01/2006,13,50,23,58,42,22,36,46,-99,59,42,34,37,20,21,29,-99,32,41,19,19,48,-99,25,15
05/01/2006,14,18,25,27,12,7,15,23,-99,26,13,12,26,32,17,19,-99,9,5,-99,14,37,-99,21,17
05/01/2006,15,5,24,16,5,3,3,13,-99,15,5,8,9,26,7,7,2,4,3,4,12,16,-99,9,7
05/01/2006,16,3,15,5,0,2,2,4,-99,5,4,7,5,14,3,8,2,4,3,4,5,7,-99,8,5
05/01/2006,17,2,7,1,0,1,1,2,-99,5,5,6,0,4,3,5,2,3,4,4,4,3,4,5,0
05/01/2006,18,3,4,0,1,3,1,1,-99,4,3,6,0,2,1,5,2,6,5,5,2,2,3,5,0
05/01/2006,19,4,4,0,1,4,1,2,-99,5,4,7,0,1,1,6,3,6,6,5,2,4,3,6,-99
05/01/2006,20,4,5,0,1,4,0,2,-99,5,11,6,0,1,1,6,3,5,4,5,1,5,3,6,-99
05/01/2006,21,4,4,0,0,4,0,2,-99,5,4,6,0,1,0,6,3,3,3,5,1,5,3,6,-99
05/01/2006,22,4,4,0,1,5,0,2,-99,5,3,5,0,1,0,6,3,3,3,4,1,4,4,5,-99
05/01/2006,23,3,4,-99,-99,4,0,2,-99,3,2,4,-99,1,0,6,3,3,10,4,2,4,4,4,-99
05/01/2006,24,3,4,-99,-99,4,0,2,-99,4,-99,3,-99,6,0,6,2,3,30,3,2,4,6,4,-99
06/01/2006,1,3,7,-99,-99,3,0,2,-99,4,6,2,-99,8,0,5,2,6,24,3,2,4,8,3,-99
06/01/2006,2,3,7,-99,-99,3,0,1,-99,10,12,1,-99,7,0,5,2,3,20,3,2,3,6,3,-99
06/01/2006,3,2,5,-99,-99,2,0,0,-99,5,11,0,-99,6,0,4,1,2,7,3,1,3,6,3,-99
06/01/2006,4,1,3,-99,-99,2,0,0,-99,3,5,0,-99,2,0,4,1,1,3,2,1,2,4,2,-99
06/01/2006,5,1,2,-99,-99,1,0,0,-99,3,5,0,-99,0,0,6,1,1,2,2,0,2,2,2,-99
06/01/2006,6,2,2,-99,-99,1,0,0,-99,3,4,0,-99,0,0,5,1,1,2,2,0,2,3,2,-99
06/01/2006,7,1,2,-99,-99,1,0,0,-99,2,5,0,-99,0,0,4,1,1,2,2,0,2,3,1,-99
06/01/2006,8,1,2,-99,-99,2,-99,0,-99,2,3,0,-99,0,0,5,1,1,3,2,0,2,3,1,-99
06/01/2006,9,2,3,-99,-99,1,-99,0,-99,3,3,0,-99,0,0,5,2,1,4,1,0,1,2,2,-99
06/01/2006,10,2,-99,-99,-99,1,-99,1,-99,4,9,0,-99,1,0,4,2,2,4,1,0,1,3,2,-99
06/01/2006,11,1,5,-99,-99,1,-99,0,-99,4,5,0,-99,1,0,5,1,1,3,1,0,0,3,2,-99
06/01/2006,12,0,4,-99,-99,1,-99,0,-99,3,2,0,-99,1,0,6,1,0,-99,1,1,0,2,2,-99
06/01/2006,13,0,4,-99,-99,1,-99,0,-99,3,2,0,-99,0,0,5,1,2,-99,2,1,0,2,2,-99
06/01/2006,14,2,4,-99,-99,1,-99,0,-99,4,5,0,-99,0,0,5,1,5,-99,4,1,0,2,1,-99
06/01/2006,15,5,4,-99,-99,3,-99,1,-99,9,10,0,7,1,0,4,2,5,15,3,1,2,4,0,-99
06/01/2006,16,2,6,-99,13,1,-99,2,-99,7,5,0,8,3,0,5,2,1,15,1,1,3,5,1,-99
06/01/2006,17,1,6,-99,12,1,-99,0,-99,5,4,0,6,4,0,5,1,1,12,1,1,1,4,0,-99
06/01/2006,18,1,5,-99,18,1,-99,0,-99,3,3,0,6,2,0,4,1,1,3,1,0,1,4,0,-99
06/01/2006,19,2,5,-99,72,2,-99,1,-99,38,34,0,7,13,0,6,2,1,67,1,0,1,17,2,-99
06/01/2006,20,2,59,-99,102,2,-99,1,-99,24,9,0,9,62,0,5,2,1,30,2,1,1,51,2,-99
06/01/2006,21,5,52,-99,104,3,-99,1,-99,68,61,0,9,71,0,5,2,2,93,6,1,1,49,2,-99
06/01/2006,22,11,60,-99,116,4,-99,22,-99,90,90,0,43,50,11,9,2,17,94,1,11,50,45,7,-99
06/01/2006,23,28,49,-99,80,4,-99,44,-99,102,83,0,75,16,30,43,3,4,68,2,39,73,30,34,-99
06/01/2006,24,30,28,-99,58,4,-99,20,-99,60,-99,1,55,6,20,22,3,6,44,5,30,42,17,26,-99
07/01/2006,1,126,34,53,47,8,47,62,-99,46,41,8,51,6,1,7,3,16,41,3,6,43,27,5,-99
07/01/2006,2,39,23,28,46,5,56,81,-99,57,60,13,114,6,6,60,7,12,49,2,7,84,18,12,-99
07/01/2006,3,44,14,16,44,3,50,45,-99,47,81,28,100,7,47,63,37,13,49,3,39,90,18,40,-99
07/01/2006,4,32,19,18,34,2,30,62,-99,35,98,9,64,4,4,7,5,12,32,6,31,85,20,7,-99
07/01/2006,5,19,18,21,40,2,17,4,-99,73,61,4,7,5,0,4,1,45,70,4,15,44,29,6,-99
07/01/2006,6,52,8,28,62,4,5,2,-99,84,89,2,8,12,0,4,1,70,83,4,10,40,27,4,-99
07/01/2006,7,96,12,31,73,3,6,8,-99,69,96,3,8,17,0,5,2,99,78,9,8,31,27,4,-99
07/01/2006,8,100,24,30,49,5,9,8,-99,42,70,5,12,20,0,5,4,73,55,12,18,15,19,5,-99
07/01/2006,9,97,36,42,64,8,39,26,-99,46,75,13,20,29,8,7,6,77,95,17,13,29,30,11,-99
07/01/2006,10,117,57,147,80,26,46,68,-99,139,106,23,31,51,30,25,25,93,127,66,38,57,51,38,-99
07/01/2006,11,100,38,103,53,65,45,68,-99,102,82,28,34,32,33,41,30,95,73,96,35,50,22,33,-99
07/01/2006,12,39,19,42,42,36,29,37,-99,50,51,28,45,24,24,26,22,49,25,42,16,46,22,30,-99
07/01/2006,13,34,22,30,29,20,27,26,-99,34,27,22,38,30,17,23,21,26,14,21,17,28,23,19,-99
07/01/2006,14,20,22,12,13,12,25,26,-99,22,15,15,31,20,14,22,19,18,10,10,12,25,16,15,-99
07/01/2006,15,15,22,10,9,7,20,19,-99,13,13,10,27,15,12,20,12,13,6,8,9,19,7,16,-99
07/01/2006,16,12,14,6,6,4,12,15,-99,10,7,7,21,6,12,15,8,7,3,5,8,13,4,14,-99
07/01/2006,17,5,10,3,4,4,5,12,-99,8,5,4,18,4,8,10,6,3,4,10,6,11,4,8,-99
07/01/2006,18,22,11,1,10,11,4,6,-99,7,33,6,12,5,4,8,4,68,94,41,5,6,4,5,-99
07/01/2006,19,49,10,65,109,33,35,38,-99,72,50,27,39,5,2,20,23,33,33,9,3,46,25,4,-99
07/01/2006,20,8,54,140,205,9,2,9,-99,89,66,7,29,21,22,35,15,5,153,5,4,19,92,35,-99
07/01/2006,21,4,58,144,168,5,0,5,-99,132,126,3,66,25,23,22,5,4,147,3,6,92,70,30,-99
07/01/2006,22,74,64,101,150,3,2,64,-99,140,119,6,101,44,77,76,17,37,139,3,65,110,60,95,-99
07/01/2006,23,88,70,79,154,4,16,112,-99,134,112,22,127,80,51,111,75,65,150,6,40,109,62,92,-99
07/01/2006,24,91,67,101,149,11,19,110,-99,122,130,9,116,67,53,84,19,62,202,31,38,105,53,67,-99
08/01/2006,1,47,40,81,126,14,17,24,-99,101,161,10,76,39,42,12,8,81,150,56,47,111,38,62,-99
08/01/2006,2,78,31,58,101,19,14,11,-99,62,119,10,23,29,13,13,7,97,121,35,16,17,29,38,-99
08/01/2006,3,72,33,32,86,8,23,11,-99,58,81,11,20,29,14,12,5,111,94,7,21,11,24,29,-99
08/01/2006,4,19,33,17,93,7,23,8,-99,61,64,12,19,23,17,10,6,79,85,9,42,10,18,33,-99
08/01/2006,5,51,28,13,88,6,14,10,-99,56,49,10,21,13,10,9,5,47,66,14,35,13,17,28,-99
08/01/2006,6,46,21,12,64,6,11,8,-99,52,41,12,17,13,8,6,3,38,48,11,30,9,13,20,-99
08/01/2006,7,44,18,10,52,8,14,6,-99,40,39,11,18,10,9,6,3,39,39,12,25,7,11,19,-99
08/01/2006,8,44,22,11,48,8,12,8,-99,34,27,11,22,8,10,5,5,32,30,13,21,11,9,23,-99
08/01/2006,9,42,23,14,40,14,16,9,-99,24,24,15,28,13,13,10,10,40,32,32,13,16,10,24,-99
08/01/2006,10,36,28,20,30,41,31,14,-99,25,27,22,34,27,19,17,14,39,26,41,18,19,15,25,-99
08/01/2006,11,45,34,34,40,43,42,29,-99,34,36,37,43,31,28,31,28,57,31,44,24,27,18,33,-99
08/01/2006,12,40,32,27,42,35,46,39,-99,35,35,44,47,28,28,41,40,59,37,37,23,32,20,31,-99
08/01/2006,13,28,19,19,28,24,40,30,-99,26,26,30,33,17,16,25,28,22,29,23,15,23,13,19,-99
08/01/2006,14,20,15,14,24,16,26,21,-99,22,12,20,24,14,12,19,14,16,16,14,11,19,10,16,-99
08/01/2006,15,15,15,14,21,15,20,18,-99,18,13,15,20,13,11,17,12,13,15,10,11,16,10,16,-99
08/01/2006,16,13,15,12,18,10,16,16,-99,16,13,13,16,12,11,16,13,12,13,12,10,14,9,13,-99
08/01/2006,17,12,13,9,16,10,13,14,-99,15,12,9,15,10,8,14,11,12,12,14,8,13,8,9,-99
08/01/2006,18,12,11,8,16,11,9,13,-99,14,10,7,14,10,6,13,11,20,11,56,5,12,8,8,-99
08/01/2006,19,44,10,11,18,16,28,10,-99,23,48,6,11,8,3,12,7,62,63,48,4,12,7,5,-99
08/01/2006,20,22,9,14,33,6,6,8,-99,49,48,2,13,8,3,16,6,26,43,30,4,11,5,7,-99
08/01/2006,21,18,8,15,36,9,8,11,-99,42,42,8,17,10,4,14,10,33,35,17,4,11,8,9,-99
08/01/2006,22,30,9,4,26,14,11,18,-99,26,37,12,19,25,5,12,10,37,14,17,6,16,7,9,-99
08/01/2006,23,25,12,7,32,17,9,20,-99,15,20,18,22,39,5,15,11,29,20,23,6,12,10,11,-99
08/01/2006,24,21,21,16,62,17,9,16,-99,26,-99,15,24,39,4,19,13,25,32,17,6,12,13,11,-99
09/01/2006,1,26,21,22,69,16,12,19,-99,41,35,17,25,36,3,15,12,20,33,15,6,14,24,10,-99
09/01/2006,2,28,19,33,62,16,7,26,-99,32,31,16,25,23,2,11,8,20,23,14,8,16,22,10,-99
09/01/2006,3,30,13,35,55,15,6,34,-99,32,24,13,24,19,4,9,6,17,18,16,7,30,14,10,-99
09/01/2006,4,25,10,22,37,15,10,28,-99,24,18,14,23,14,4,8,4,21,13,14,7,33,12,11,-99
09/01/2006,5,20,9,13,23,12,8,10,-99,18,12,15,20,10,3,8,3,22,11,13,10,11,11,12,-99
09/01/2006,6,20,11,10,21,9,11,12,-99,12,9,18,18,7,3,8,3,20,10,11,10,14,10,12,-99
09/01/2006,7,23,11,10,22,14,15,22,-99,12,12,18,20,9,4,9,7,17,11,11,10,26,6,14,-99
09/01/2006,8,32,15,12,33,15,21,22,-99,16,14,18,33,14,9,8,15,20,13,20,9,19,9,17,-99
09/01/2006,9,32,19,20,34,19,24,0,-99,23,18,35,34,18,12,12,14,23,16,18,9,13,12,21,-99
09/01/2006,10,27,19,25,41,18,27,18,-99,26,20,40,34,19,15,19,13,28,22,17,11,19,12,21,-99
09/01/2006,11,26,20,30,40,18,33,20,-99,24,16,39,36,21,18,24,15,25,14,17,13,20,14,23,-99
09/01/2006,12,22,21,24,32,18,27,23,-99,-99,-99,40,37,21,18,30,18,22,15,20,17,21,12,-99,-99
09/01/2006,13,18,12,16,22,14,21,14,-99,-99,-99,27,27,11,8,16,11,13,7,14,10,10,5,-99,-99
09/01/2006,14,16,9,13,21,10,14,10,-99,-99,-99,15,17,8,6,10,5,11,7,11,7,6,5,-99,-99
09/01/2006,15,12,9,12,19,8,11,9,-99,-99,-99,13,14,8,5,9,4,11,7,10,6,6,5,-99,-99
09/01/2006,16,9,9,10,17,8,9,8,-99,7,5,12,12,7,5,9,5,9,7,9,5,7,5,6,-99
09/01/2006,17,9,9,9,13,7,7,8,-99,6,5,10,10,7,6,9,5,9,7,11,4,7,4,5,-99
09/01/2006,18,12,8,6,12,8,8,8,-99,6,10,10,10,6,5,9,6,21,15,15,4,7,4,5,-99
09/01/2006,19,37,8,12,31,11,11,11,-99,21,49,11,10,5,4,11,6,69,95,42,4,10,5,4,-99
09/01/2006,20,18,9,48,50,7,6,12,-99,70,87,9,10,8,6,17,7,50,50,24,5,8,5,6,-99
09/01/2006,21,11,10,40,53,8,5,9,-99,49,62,8,13,9,8,12,7,18,28,9,5,10,6,8,-99
09/01/2006,22,16,12,13,60,7,4,8,-99,24,28,8,12,12,9,11,6,13,18,9,5,8,11,7,-99
09/01/2006,23,24,15,12,44,8,3,16,-99,20,18,9,15,15,7,11,7,12,13,7,10,20,7,6,-99
09/01/2006,24,21,16,11,30,7,12,21,-99,10,11,12,26,13,5,19,19,11,10,8,10,17,7,6,-99
10/01/2006,1,12,15,11,27,7,11,11,-99,6,8,18,21,9,6,20,14,10,9,10,9,26,5,9,-99
10/01/2006,2,9,12,9,25,7,8,9,-99,6,5,14,21,6,7,18,8,9,8,8,6,19,4,10,-99
10/01/2006,3,10,10,6,21,6,5,11,-99,6,4,12,18,6,5,11,4,8,6,8,7,13,4,10,-99
10/01/2006,4,10,10,4,17,5,4,12,-99,5,3,11,17,5,6,9,4,7,5,13,6,10,3,9,-99
10/01/2006,5,10,9,2,14,5,4,10,-99,3,2,12,15,5,4,7,4,7,4,11,6,8,3,7,-99
10/01/2006,6,12,9,1,12,6,5,9,-99,14,3,15,16,4,3,9,4,7,3,11,6,8,3,7,-99
10/01/2006,7,14,10,0,15,9,5,15,-99,2,4,14,18,4,6,12,7,7,4,9,6,11,3,9,-99
10/01/2006,8,17,12,1,25,11,17,17,-99,7,9,16,27,7,8,10,11,14,6,13,6,14,4,12,-99
10/01/2006,9,22,13,11,27,9,23,14,-99,13,12,26,32,15,14,11,10,14,10,12,9,14,7,20,-99
10/01/2006,10,17,12,20,33,11,17,14,-99,16,9,28,31,13,-99,18,11,15,7,11,9,14,7,18,-99
10/01/2006,11,14,12,20,35,15,15,13,-99,13,11,27,29,13,-99,21,9,15,7,12,8,14,6,14,-99
10/01/2006,12,9,10,11,21,11,13,9,-99,5,9,-99,25,10,-99,13,7,-99,6,9,7,-99,4,11,-99
10/01/2006,13,8,10,8,19,8,6,7,-99,5,6,-99,19,11,8,9,5,-99,6,7,-99,-99,5,10,-99
10/01/2006,14,8,12,9,18,6,7,7,-99,6,5,-99,17,12,8,10,4,7,5,7,-99,-99,5,10,-99
10/01/2006,15,9,11,10,18,7,8,7,-99,6,5,-99,15,12,7,10,5,7,5,8,6,8,6,9,-99
