FECHA,HORA,ACO,AJM,ATI,BJU,CAM,CHO,CUA,CUT,FAC,HGM,INN,IZT,MER,MGH,MPA,PED,SAG,SFE,TAH,TLA,TLI,UIZ,VIF,XAL,,,,
06/01/2016,12,20,16,7,17,24,-99,24,8,1,17,12,7,6,14,-99,-99,34,-99,29,12,1,15,1,22,,,,
06/01/2016,13,5,39,15,24,14,-99,26,13,14,17,11,3,24,13,-99,-99,34,-99,22,19,2,16,1,-99,,,,
06/01/2016,14,11,30,17,21,32,-99,20,14,20,10,16,8,46,17,-99,-99,35,-99,19,38,24,31,19,-99,,,,
06/01/2016,15,29,21,38,29,30,41,30,27,26,30,17,18,30,17,-99,-99,40,-99,23,35,26,52,42,-99,,,,
06/01/2016,16,38,24,41,35,31,68,30,40,9,17,20,32,48,22,-99,-99,41,-99,31,40,30,48,45,-99,,,,
06/01/2016,17,50,15,46,44,32,50,23,49,35,25,18,24,86,17,-99,-99,40,-99,38,44,36,49,28,52,,,,
06/01/2016,18,62,14,56,34,31,31,22,43,22,16,15,31,68,24,-99,-99,53,-99,15,36,33,31,81,46,,,,
06/01/2016,19,46,16,30,25,19,25,22,61,34,15,10,24,26,14,-99,-99,19,-99,42,28,29,25,44,42,,,,
06/01/2016,20,38,9,25,12,23,38,19,58,27,8,9,16,32,11,-99,-99,31,-99,1,24,35,11,27,35,,,,
06/01/2016,21,32,9,43,7,31,72,12,57,29,12,8,12,15,17,-99,-99,27,-99,1,35,35,14,23,28,,,,
06/01/2016,22,28,12,38,17,48,42,1,83,21,15,5,7,22,12,-99,-99,36,-99,40,32,31,19,47,27,,,,
06/01/2016,23,33,6,32,9,36,58,16,118,52,17,5,10,27,16,-99,-99,42,-99,7,26,21,25,21,13,,,,
