FECHA,HORA,LVI,TLA,XAL,MER,PED,CES,TLI,VIF,TAH,SUR,FAC,PLA,SAG,TAX,IZT
24/09/2007,21,65,76,97,70,43,55,61,100,63,75,61,49,74,80,78
24/09/2007,22,43,60,64,36,42,35,56,97,75,55,46,46,56,59,74
24/09/2007,23,30,41,35,20,40,20,42,88,37,38,38,41,35,51,59
24/09/2007,24,27,41,29,32,28,19,42,55,27,40,29,44,32,42,46
25/09/2007,1,23,40,71,34,19,18,27,40,23,31,-99,33,27,33,30
25/09/2007,2,20,24,111,33,8,15,39,25,17,30,16,18,28,-99,36
25/09/2007,3,28,18,24,42,4,21,20,38,17,-99,12,7,31,2,45
25/09/2007,4,25,16,49,34,5,22,27,40,16,19,-99,6,24,26,48
25/09/2007,5,29,16,95,32,8,24,54,31,20,18,13,14,32,-99,49
25/09/2007,6,43,58,146,48,14,35,104,58,36,26,29,26,62,34,57
25/09/2007,7,68,83,183,59,26,42,72,88,43,53,84,36,46,76,69
25/09/2007,8,55,44,164,78,36,65,105,129,74,60,83,49,78,48,63
25/09/2007,9,77,89,166,74,43,77,153,151,77,65,81,56,102,59,75
25/09/2007,10,62,85,164,83,47,80,131,105,72,56,35,47,93,64,78
25/09/2007,11,70,69,-99,74,31,56,79,-99,-99,24,43,38,49,62,94
25/09/2007,12,-99,88,-99,49,33,46,85,-99,-99,22,36,56,38,40,87
25/09/2007,13,-99,99,137,71,59,72,75,-99,-99,49,64,44,84,-99,82
25/09/2007,14,-99,102,107,74,69,56,37,70,-99,61,69,39,53,40,80
25/09/2007,15,55,51,93,40,82,-99,33,70,97,69,80,76,53,77,93
25/09/2007,16,42,47,103,38,47,-99,34,99,68,45,45,50,48,63,74
25/09/2007,17,50,60,127,49,54,58,60,92,76,41,54,38,65,41,47
25/09/2007,18,63,70,121,62,71,62,54,83,142,57,72,47,53,59,39
25/09/2007,19,51,56,118,53,76,64,72,104,91,75,61,63,66,64,65
25/09/2007,20,49,88,104,60,51,57,73,85,94,53,45,49,64,52,87
25/09/2007,21,50,69,87,53,47,51,59,67,93,58,62,59,41,63,84
25/09/2007,22,35,50,69,30,45,39,50,55,44,41,47,49,31,54,71
25/09/2007,23,21,25,40,13,37,32,30,34,22,26,20,37,27,31,60
25/09/2007,24,26,26,35,21,25,26,21,16,14,33,34,30,22,22,41
26/09/2007,1,20,26,18,12,21,20,33,47,17,16,20,22,12,22,15
26/09/2007,2,26,22,18,19,18,20,48,23,12,-99,27,22,16,12,25
26/09/2007,3,23,22,21,35,16,22,31,24,10,-99,22,20,15,24,33
26/09/2007,4,22,27,29,41,21,21,18,19,16,-99,27,27,15,26,34
26/09/2007,5,23,36,65,36,27,41,34,31,16,27,30,30,19,23,47
26/09/2007,6,40,38,66,44,31,34,52,44,26,34,38,34,51,38,37
26/09/2007,7,50,61,105,57,39,49,74,87,49,38,57,47,66,50,43
26/09/2007,8,70,65,154,62,52,60,113,83,58,44,73,54,67,59,64
26/09/2007,9,71,61,120,50,52,56,168,100,59,43,54,53,64,55,75
26/09/2007,10,63,77,125,47,48,64,89,72,33,45,76,42,61,43,70
26/09/2007,11,76,71,86,49,75,65,49,53,64,55,58,85,44,61,41
26/09/2007,12,78,52,98,52,86,41,52,45,-99,66,67,95,45,66,91
26/09/2007,13,59,60,101,63,82,49,41,21,-99,50,67,82,45,-99,71
26/09/2007,14,41,56,105,55,94,55,19,16,-99,72,54,63,25,-99,66
26/09/2007,15,27,25,64,36,73,51,12,27,-99,55,42,44,34,32,86
26/09/2007,16,23,22,49,21,52,35,-99,25,36,47,34,33,31,44,73
26/09/2007,17,37,47,88,28,53,48,31,49,19,38,50,26,33,44,43
26/09/2007,18,45,68,115,47,69,78,67,106,43,59,53,33,102,49,41
26/09/2007,19,101,94,219,86,89,124,63,92,108,98,78,78,163,96,58
26/09/2007,20,71,54,57,58,43,44,65,75,75,37,60,56,33,76,135
26/09/2007,21,53,58,55,26,15,25,51,57,26,45,51,28,20,39,74
26/09/2007,22,25,33,50,20,-99,25,39,32,51,-99,34,22,22,27,39
26/09/2007,23,18,26,25,10,16,19,19,24,18,13,37,13,16,20,24
26/09/2007,24,12,30,18,10,16,13,15,11,12,18,21,19,12,16,31
27/09/2007,1,13,23,15,18,18,12,40,8,4,20,-99,26,6,16,17
27/09/2007,2,11,19,12,17,11,4,14,5,7,13,-99,10,2,18,27
27/09/2007,3,6,10,11,9,11,4,32,3,-99,11,-99,12,16,13,24
27/09/2007,4,9,6,13,10,14,10,10,-99,-99,16,-99,15,3,13,26
27/09/2007,5,8,9,31,5,16,9,20,12,5,11,-99,14,14,26,21
27/09/2007,6,9,11,57,12,12,-99,56,25,7,12,-99,11,44,17,21
27/09/2007,7,23,25,60,27,17,-99,26,41,-99,19,-99,15,24,24,15
27/09/2007,8,27,27,59,37,16,-99,35,59,18,20,-99,18,27,31,25
27/09/2007,9,29,21,103,25,27,22,46,40,27,23,-99,16,27,43,32
27/09/2007,10,21,23,55,20,61,33,29,-99,20,14,-99,16,19,30,45
27/09/2007,11,16,28,61,13,49,23,21,38,-99,20,-99,15,20,30,32
27/09/2007,12,19,28,59,21,32,18,19,22,19,26,-99,-99,-99,18,22
27/09/2007,13,24,31,55,18,29,30,23,26,21,26,27,28,-99,30,18
27/09/2007,14,20,25,59,21,51,29,11,-99,30,24,17,-99,-99,27,28
27/09/2007,15,9,24,69,12,46,32,15,30,33,28,23,39,47,25,31
27/09/2007,16,22,38,80,26,49,28,28,55,21,20,31,-99,40,23,23
27/09/2007,17,27,41,58,37,53,26,34,44,30,39,42,37,33,33,29
27/09/2007,18,27,36,76,33,51,25,22,48,34,38,29,29,43,35,36
27/09/2007,19,21,35,67,27,29,36,22,37,36,29,30,25,38,36,43
27/09/2007,20,21,35,67,22,25,30,31,44,31,26,28,29,37,26,52
27/09/2007,21,33,43,54,32,25,37,58,72,51,26,17,29,28,27,47
27/09/2007,22,26,32,29,22,21,35,66,37,36,23,29,21,26,34,36
27/09/2007,23,16,19,16,18,13,20,25,25,15,25,16,16,26,26,29
27/09/2007,24,10,13,12,9,12,12,45,18,9,15,24,17,19,25,30
28/09/2007,1,16,7,12,25,10,7,16,12,4,14,-99,15,13,13,21
28/09/2007,2,10,5,5,10,5,11,10,5,15,10,-99,7,8,18,16
28/09/2007,3,11,5,7,8,4,6,11,14,9,7,-99,7,10,8,23
28/09/2007,4,14,6,19,17,7,8,9,10,5,7,-99,9,12,11,18
28/09/2007,5,12,11,23,12,10,7,23,13,4,9,-99,10,11,11,14
28/09/2007,6,17,15,28,25,11,13,17,-99,7,12,-99,13,17,16,5
28/09/2007,7,11,8,51,17,15,17,11,-99,10,17,-99,16,11,23,19
28/09/2007,8,14,18,19,-99,19,14,9,-99,16,15,-99,-99,9,33,-99
28/09/2007,9,16,11,23,28,20,15,16,23,-99,10,-99,-99,9,21,-99
28/09/2007,10,16,14,38,25,22,14,17,14,16,10,-99,-99,13,24,-99
28/09/2007,11,19,-99,69,19,23,14,14,16,17,13,-99,17,-99,16,20
28/09/2007,12,10,-99,37,15,18,26,29,17,9,24,-99,-99,-99,15,13
28/09/2007,13,22,-99,23,10,19,13,11,25,8,16,-99,17,-99,24,16
28/09/2007,14,53,-99,54,19,17,26,17,25,-99,16,19,13,-99,24,25
28/09/2007,15,91,40,51,35,21,39,27,18,31,24,26,22,13,37,17
28/09/2007,16,79,51,56,38,33,53,23,8,20,40,47,32,22,52,39
28/09/2007,17,82,46,73,24,46,51,-99,23,21,31,56,45,30,72,62
28/09/2007,18,69,38,76,21,40,58,15,25,-99,39,44,34,20,57,50
28/09/2007,19,88,44,80,28,37,48,20,-99,-99,32,29,28,24,50,60
28/09/2007,20,66,48,79,27,32,51,12,5,23,26,40,32,27,50,40
28/09/2007,21,72,44,70,27,36,41,14,15,44,36,23,32,47,53,45
28/09/2007,22,44,34,89,36,39,54,24,18,45,51,14,33,44,57,45
28/09/2007,23,39,28,49,47,27,38,19,14,39,41,11,19,39,61,65
28/09/2007,24,50,21,43,42,14,29,23,14,36,21,8,10,29,27,55
29/09/2007,1,36,31,59,43,11,28,23,16,41,15,8,11,29,21,44
29/09/2007,2,41,20,32,32,16,31,17,10,40,17,12,12,26,24,43
29/09/2007,3,40,32,36,38,15,17,11,7,30,17,10,12,27,27,58
29/09/2007,4,30,19,49,18,11,18,13,14,31,19,9,13,28,23,47
29/09/2007,5,28,23,58,18,13,17,16,12,25,19,9,13,36,24,30
29/09/2007,6,30,32,66,28,15,24,18,20,20,18,10,14,26,28,29
29/09/2007,7,37,46,112,32,21,28,25,33,31,24,14,21,27,35,39
29/09/2007,8,45,53,75,40,29,41,34,25,41,20,19,32,41,43,32
29/09/2007,9,46,51,70,34,34,37,35,29,58,30,23,34,45,43,48
29/09/2007,10,54,54,77,46,25,54,49,42,44,26,21,18,30,44,49
29/09/2007,11,40,30,61,38,19,41,33,-99,27,41,26,32,38,42,42
29/09/2007,12,39,37,72,43,27,43,30,22,28,20,36,49,36,41,56
29/09/2007,13,45,42,64,43,22,41,42,18,20,22,34,26,67,47,68
29/09/2007,14,44,53,50,32,30,46,29,12,87,38,28,29,-99,41,70
29/09/2007,15,45,52,81,67,40,69,30,47,39,52,63,48,-99,62,60
29/09/2007,16,21,33,57,-99,16,24,143,89,34,20,26,11,55,10,90
29/09/2007,17,38,28,65,27,33,29,27,53,-99,32,18,32,22,21,51
29/09/2007,18,35,20,74,33,29,24,17,18,28,21,15,19,34,33,25
29/09/2007,19,47,29,86,27,31,16,30,24,21,31,23,28,40,41,33
29/09/2007,20,45,40,60,46,42,35,37,26,13,43,21,50,-99,38,30
29/09/2007,21,47,63,54,42,45,40,49,-99,22,41,42,44,43,59,60
29/09/2007,22,35,47,47,39,41,35,38,52,29,55,23,34,34,61,65
29/09/2007,23,49,28,30,44,35,51,33,42,25,53,17,14,59,66,67
29/09/2007,24,31,17,17,28,23,26,20,22,50,23,7,9,20,29,61
30/09/2007,1,15,8,14,17,12,18,10,1,52,11,-99,13,10,17,30
30/09/2007,2,14,18,26,12,11,15,7,-99,28,11,-99,11,11,11,43
30/09/2007,3,6,17,17,5,6,8,-99,-99,21,9,-99,-99,8,10,32
30/09/2007,4,7,32,23,7,5,9,9,1,35,-99,7,-99,12,4,29
30/09/2007,5,12,29,36,11,4,9,-99,-99,30,9,13,7,13,10,28
30/09/2007,6,18,32,41,18,11,10,8,6,-99,12,12,7,20,19,25
30/09/2007,7,29,32,31,31,13,23,11,17,13,18,16,12,25,27,22
30/09/2007,8,35,41,38,30,18,30,15,32,22,17,25,20,24,38,39
30/09/2007,9,42,32,45,37,14,28,22,25,16,21,26,23,28,30,34
30/09/2007,10,45,30,42,42,22,39,22,13,27,26,20,30,34,30,39
30/09/2007,11,43,40,42,52,19,30,34,29,23,21,30,21,43,36,44
30/09/2007,12,48,43,49,33,25,34,20,10,23,18,34,34,30,33,55
30/09/2007,13,49,30,42,37,34,34,15,-99,34,35,40,59,37,42,64
30/09/2007,14,30,13,19,35,41,31,-99,-99,25,35,25,-99,11,44,59
30/09/2007,15,9,10,28,-99,37,17,-99,41,22,32,12,37,11,39,53
30/09/2007,16,24,23,49,14,18,8,21,33,-99,16,15,-99,22,19,41
30/09/2007,17,21,23,57,22,17,15,17,37,11,18,24,27,33,14,21
30/09/2007,18,29,24,55,21,16,19,20,38,48,16,17,-99,32,26,22
30/09/2007,19,18,27,44,16,-99,22,19,11,29,26,24,-99,21,19,33
30/09/2007,20,14,22,34,5,13,16,17,15,27,9,13,8,23,18,44
30/09/2007,21,19,29,31,7,14,14,30,20,15,10,12,9,26,13,38
30/09/2007,22,12,30,24,-99,15,15,33,37,18,19,14,13,19,15,25
30/09/2007,23,23,25,17,26,12,11,26,54,19,12,14,10,19,22,135
30/09/2007,24,32,25,17,25,10,18,26,25,13,15,15,9,15,19,45
01/10/2007,1,28,13,13,18,7,10,29,3,12,15,7,5,14,14,38
01/10/2007,2,12,10,8,17,7,12,3,-99,17,9,3,3,7,13,32
01/10/2007,3,7,17,-99,6,2,12,-99,-99,12,2,1,-99,2,11,34
01/10/2007,4,11,16,14,13,4,7,10,10,8,3,7,4,7,4,25
01/10/2007,5,22,39,49,28,8,9,19,26,3,8,12,7,15,13,25
01/10/2007,6,24,58,85,26,14,13,44,58,5,15,23,13,27,28,24
01/10/2007,7,40,63,111,42,19,22,76,85,6,29,37,17,29,37,33
01/10/2007,8,55,116,120,47,21,36,100,108,32,27,33,23,35,42,43
01/10/2007,9,46,50,80,48,26,20,105,64,20,13,8,35,34,29,44
01/10/2007,10,39,49,111,42,29,41,42,29,25,22,27,17,31,31,48
01/10/2007,11,26,35,81,21,41,53,21,31,45,31,42,37,33,52,47
01/10/2007,12,28,25,65,14,48,38,14,20,52,39,27,-99,25,45,48
01/10/2007,13,16,26,67,7,29,17,-99,7,25,12,21,-99,17,27,25
01/10/2007,14,21,18,93,23,34,19,17,20,18,8,22,20,23,12,29
01/10/2007,15,32,23,104,-99,31,31,22,56,31,16,23,17,22,24,22
01/10/2007,16,36,32,127,22,24,34,20,67,31,13,25,18,29,22,20
01/10/2007,17,38,31,111,21,26,30,22,47,15,12,29,24,29,26,27
01/10/2007,18,30,22,84,17,28,27,13,-99,15,14,22,-99,25,33,39
01/10/2007,19,34,17,58,18,13,24,25,34,34,17,22,7,24,22,43
01/10/2007,20,38,32,67,28,18,21,44,52,30,13,34,14,38,22,43
01/10/2007,21,21,38,35,15,18,18,29,25,32,17,24,16,19,20,31
01/10/2007,22,16,37,34,20,21,10,31,35,15,16,20,20,18,15,38
01/10/2007,23,29,30,24,37,15,14,39,49,22,22,12,8,25,29,35
01/10/2007,24,19,25,19,30,12,22,27,11,38,20,10,11,20,26,34
02/10/2007,1,9,19,9,18,6,25,23,27,25,9,4,4,15,19,35
02/10/2007,2,21,16,9,27,3,8,20,37,9,4,3,2,14,8,44
02/10/2007,3,23,19,10,26,5,12,17,35,6,9,2,4,19,-99,30
02/10/2007,4,21,34,19,21,5,17,22,43,15,5,6,3,30,-99,27
02/10/2007,5,20,25,39,29,4,12,28,30,22,8,14,5,18,-99,26
02/10/2007,6,18,33,65,32,8,18,42,35,24,20,21,23,30,25,21
02/10/2007,7,20,45,86,39,25,31,91,58,33,29,27,29,41,41,34
02/10/2007,8,22,60,83,39,42,61,75,71,63,37,35,37,66,40,49
02/10/2007,9,14,65,67,22,46,54,76,56,43,42,28,38,52,55,60
02/10/2007,10,17,33,31,23,37,25,45,10,26,36,8,32,19,41,59
02/10/2007,11,23,42,61,25,31,37,45,33,47,45,17,30,32,41,34
02/10/2007,12,52,50,82,34,36,40,44,36,32,37,29,61,30,43,47
02/10/2007,13,53,49,82,39,30,35,18,-99,19,34,26,32,31,48,40
02/10/2007,14,33,20,81,35,51,24,-99,10,-99,39,28,25,23,41,53
02/10/2007,15,23,18,82,11,46,20,-99,28,-99,27,22,-99,18,35,53
02/10/2007,16,11,24,64,14,30,24,-99,13,42,7,32,-99,30,20,55
02/10/2007,17,27,28,65,33,44,23,13,24,27,16,36,11,28,26,33
02/10/2007,18,22,37,70,29,40,27,21,42,39,36,38,26,26,39,31
02/10/2007,19,29,45,95,35,38,33,39,70,58,34,30,50,35,35,47
02/10/2007,20,45,68,-99,50,31,51,60,98,72,42,41,-99,44,41,57
02/10/2007,21,41,60,60,28,37,37,50,43,27,34,46,32,35,45,68
02/10/2007,22,38,41,51,21,20,23,51,47,40,21,33,27,27,31,44
02/10/2007,23,39,32,28,23,26,11,53,58,33,17,24,23,24,34,42
02/10/2007,24,34,33,67,40,19,15,36,41,14,26,18,17,38,30,41
03/10/2007,1,41,27,52,23,10,19,29,25,25,20,12,8,39,45,39
03/10/2007,2,35,39,47,28,15,19,31,13,28,16,11,7,21,26,35
03/10/2007,3,24,29,30,26,12,24,31,24,6,20,11,11,38,26,39
03/10/2007,4,22,18,60,30,10,13,35,-99,18,17,7,9,23,30,45
03/10/2007,5,33,31,46,37,12,22,45,57,21,13,11,12,21,27,39
03/10/2007,6,44,40,75,33,16,22,65,85,30,21,35,18,53,32,42
