FECHA,HORA,ACO,AJM,ATI,BJU,CAM,CCA,CHO,CUA,CUT,FAC,HGM,INN,IZT,LLA,LPR,MER,MGH,MON,MPA,NEZ,PED,SAG,SFE,SJA,TAH,TLA,TLI,UAX,UIZ,VIF,XAL
01/01/2017,1,-99,1,2,-99,3,1,4,2,2,2,-99,1,9,4,4,5,2,-99,-99,5,1,4,1,2,3,4,5,1,4,-99,4
01/01/2017,2,-99,1,2,-99,4,1,3,2,1,2,1,1,12,6,5,6,3,-99,-99,7,1,6,1,3,4,3,7,2,5,-99,8
01/01/2017,3,-99,1,2,-99,3,1,3,2,1,3,2,1,15,6,5,5,4,-99,-99,8,2,5,1,3,5,2,7,2,8,-99,10
01/01/2017,4,2,1,2,-99,3,1,2,2,1,2,2,1,13,7,12,5,3,2,1,8,2,6,1,3,3,3,7,2,5,-99,9
01/01/2017,5,2,1,2,-99,4,1,4,1,1,2,2,1,5,6,5,5,3,4,1,5,1,6,1,3,1,3,6,2,4,-99,7
01/01/2017,6,1,1,1,-99,3,1,3,1,1,2,2,1,4,7,5,5,2,2,1,4,1,7,1,2,1,3,5,1,3,-99,6
01/01/2017,7,1,1,1,-99,2,1,2,1,2,2,2,1,3,6,4,5,2,2,1,3,1,8,1,2,1,4,5,1,3,-99,5
01/01/2017,8,1,1,1,-99,1,1,2,1,1,1,2,1,3,6,4,4,2,2,1,3,1,9,1,2,1,2,4,1,3,-99,5
01/01/2017,9,1,1,2,-99,2,1,2,1,3,3,2,1,4,6,4,5,3,3,1,4,1,10,1,4,2,4,4,1,3,-99,6
01/01/2017,10,2,1,5,-99,2,1,2,1,6,3,3,1,4,7,5,7,3,4,2,4,1,8,1,4,2,4,5,2,3,-99,6
01/01/2017,11,3,1,4,-99,2,2,2,1,5,2,3,1,3,7,4,6,3,3,2,4,1,7,1,5,2,3,6,2,3,-99,5
01/01/2017,12,2,1,3,-99,2,1,2,1,4,2,2,1,3,4,4,4,3,4,2,3,1,7,1,3,1,3,5,1,2,-99,4
01/01/2017,13,2,1,2,-99,2,1,1,1,2,2,2,2,3,3,2,3,2,2,2,2,1,6,1,2,0,3,3,1,3,-99,3
01/01/2017,14,1,1,2,-99,2,1,1,1,2,2,1,1,2,3,2,3,2,2,1,1,1,6,1,2,0,2,3,1,2,-99,2
01/01/2017,15,1,1,1,-99,1,1,1,1,2,1,1,1,2,2,2,3,2,2,1,1,1,6,1,1,0,1,3,0,2,-99,2
01/01/2017,16,1,1,1,-99,1,1,1,1,2,1,1,1,2,2,2,3,1,2,1,0,1,6,1,1,0,1,3,0,1,-99,2
01/01/2017,17,1,1,1,-99,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,0,1,5,1,1,-99,1,3,0,1,-99,1
01/01/2017,18,1,1,1,-99,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,0,0,4,1,1,0,1,3,0,1,-99,1
01/01/2017,19,1,1,1,-99,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,0,0,4,0,1,0,1,3,0,2,-99,1
01/01/2017,20,1,1,1,-99,1,1,2,1,4,2,1,1,3,2,2,2,2,2,1,1,0,2,1,2,0,2,3,0,1,-99,1
01/01/2017,21,1,1,1,-99,1,1,2,1,9,2,1,1,3,2,2,2,1,2,1,1,0,2,1,2,0,2,5,1,2,-99,1
01/01/2017,22,1,1,1,-99,1,1,1,1,3,2,1,1,3,2,2,3,2,2,1,1,1,2,0,2,0,1,4,1,2,-99,2
01/01/2017,23,1,1,1,-99,1,1,1,1,2,2,1,1,2,2,2,4,1,1,1,1,0,2,0,3,0,2,3,1,2,-99,2
01/01/2017,24,1,1,1,-99,1,0,1,1,2,1,1,1,2,3,2,4,2,1,1,1,0,2,0,3,0,2,3,0,2,-99,4
02/01/2017,1,1,1,1,-99,1,1,1,1,1,1,1,1,2,3,2,3,2,1,1,1,0,3,0,2,0,2,3,0,1,-99,3
02/01/2017,2,0,1,1,-99,1,1,1,1,1,1,0,1,2,3,2,2,1,1,1,1,0,3,0,2,0,2,2,0,1,-99,3
02/01/2017,3,0,1,1,-99,1,0,1,1,1,1,0,1,2,2,2,2,1,1,1,1,0,2,1,1,0,1,3,0,1,-99,4
02/01/2017,4,1,1,1,-99,1,0,1,1,1,1,0,1,2,2,2,3,1,1,1,0,0,2,1,1,0,2,3,0,1,-99,3
02/01/2017,5,0,5,1,-99,1,0,1,1,1,1,0,1,1,2,2,3,1,1,1,0,0,1,0,1,0,1,3,0,1,-99,5
02/01/2017,6,0,18,1,-99,1,0,2,1,1,1,0,1,1,2,2,4,1,2,1,1,0,1,1,2,0,2,4,0,1,-99,4
02/01/2017,7,0,39,1,-99,4,1,2,2,2,2,0,1,2,2,3,3,2,2,1,1,1,1,1,1,0,3,4,0,2,-99,3
02/01/2017,8,1,24,1,-99,6,1,2,4,2,3,1,1,2,2,4,4,3,2,1,1,2,2,3,1,0,4,4,0,-99,-99,5
02/01/2017,9,1,14,2,-99,4,2,2,10,3,3,1,1,3,4,3,4,3,2,2,2,2,3,3,3,0,5,4,1,4,-99,8
02/01/2017,10,1,10,2,-99,4,3,2,10,4,3,2,1,3,4,4,4,3,2,2,3,4,4,8,2,0,10,5,1,3,-99,5
02/01/2017,11,1,7,3,-99,3,2,1,9,4,6,2,1,3,4,4,5,3,2,2,3,3,5,8,2,0,9,6,1,4,-99,5
02/01/2017,12,1,5,3,-99,2,3,1,6,5,7,2,3,3,3,2,5,3,2,2,2,4,4,4,2,0,6,6,1,3,-99,3
02/01/2017,13,0,3,3,-99,2,2,1,3,3,3,2,4,3,2,2,4,2,2,2,1,2,-99,-99,1,0,3,5,1,2,-99,3
02/01/2017,14,0,2,2,-99,1,1,1,2,2,3,1,2,2,1,2,3,2,1,2,1,1,-99,-99,1,1,4,3,1,2,-99,2
02/01/2017,15,0,1,1,-99,1,1,1,1,1,3,1,2,2,1,2,2,2,1,2,1,1,-99,-99,1,1,3,2,1,2,-99,1
02/01/2017,16,1,1,1,-99,2,1,2,1,1,2,0,1,1,1,3,2,1,1,2,1,0,-99,-99,1,0,3,2,1,1,-99,1
02/01/2017,17,1,1,1,-99,2,1,1,1,1,2,1,1,2,1,3,2,1,1,2,1,0,-99,-99,1,1,3,2,1,1,-99,1
02/01/2017,18,1,1,1,-99,2,1,2,1,1,2,1,1,2,2,2,3,2,2,2,1,1,-99,-99,1,1,3,2,1,1,-99,2
02/01/2017,19,2,1,1,-99,2,1,2,2,16,2,2,1,2,5,2,4,2,2,2,1,1,-99,-99,2,1,3,3,1,2,-99,2
02/01/2017,20,9,1,1,-99,3,1,2,3,37,3,1,1,4,47,66,6,2,2,2,2,0,-99,-99,2,1,3,40,1,4,-99,61
02/01/2017,21,3,2,5,-99,3,1,3,3,15,3,1,1,4,16,34,10,4,2,2,29,1,-99,-99,7,1,3,32,1,5,-99,28
02/01/2017,22,1,21,9,-99,3,2,8,7,9,6,2,3,4,4,7,9,7,2,7,9,4,3,-99,7,5,7,16,1,4,-99,4
02/01/2017,23,1,32,14,-99,6,12,3,12,5,13,6,12,7,4,7,13,12,2,9,8,11,1,-99,6,6,9,9,3,5,-99,10
02/01/2017,24,1,25,24,-99,10,18,2,11,4,21,10,13,9,4,6,14,15,2,5,9,17,2,-99,8,2,13,10,7,8,-99,12
03/01/2017,1,1,13,30,-99,9,11,2,8,3,14,12,10,10,5,5,19,12,2,9,8,9,2,-99,10,3,25,15,8,9,-99,10
03/01/2017,2,1,7,24,-99,6,8,2,6,2,12,7,6,9,5,6,21,9,2,9,4,6,1,-99,4,2,26,35,4,10,-99,7
03/01/2017,3,1,7,16,-99,5,6,1,6,2,10,7,5,9,8,5,16,5,2,7,4,5,1,-99,2,4,28,52,1,8,-99,6
03/01/2017,4,0,8,7,-99,4,3,2,4,2,7,4,5,5,14,5,10,5,2,6,3,3,1,-99,2,4,13,23,1,3,-99,6
03/01/2017,5,0,8,10,-99,5,2,2,6,2,7,3,4,4,16,4,6,4,2,7,2,2,8,-99,1,2,12,14,2,6,-99,7
03/01/2017,6,0,7,18,-99,5,1,2,11,2,6,3,5,4,12,8,7,5,2,10,4,2,9,-99,2,4,11,16,2,5,-99,11
03/01/2017,7,1,10,12,-99,4,1,3,10,2,6,3,6,5,11,10,7,4,3,18,3,3,8,-99,3,4,14,23,2,3,-99,17
03/01/2017,8,2,10,9,-99,6,2,3,8,2,6,3,5,8,10,11,10,6,3,14,4,2,5,-99,3,2,13,35,2,6,-99,16
03/01/2017,9,1,23,19,-99,8,5,12,17,15,10,4,6,10,6,11,13,8,4,21,6,4,4,-99,6,4,17,38,3,8,-99,14
03/01/2017,10,2,25,40,-99,24,9,12,18,68,16,12,6,15,14,26,18,25,11,25,13,10,9,-99,13,7,24,55,6,15,-99,17
03/01/2017,11,5,15,34,-99,36,29,21,12,76,17,20,7,26,53,61,-99,32,33,22,51,23,39,-99,41,18,44,69,42,42,-99,29
03/01/2017,12,5,12,12,-99,17,19,43,6,25,13,18,9,16,35,50,-99,13,42,12,31,15,25,-99,33,27,26,26,23,24,-99,29
03/01/2017,13,2,11,10,-99,13,10,36,8,13,10,9,8,10,15,38,-99,7,25,6,15,9,13,-99,12,9,18,15,8,11,-99,22
03/01/2017,14,3,9,11,-99,18,8,20,7,9,12,12,7,11,12,29,-99,9,8,8,8,7,9,-99,8,8,16,13,8,11,-99,16
03/01/2017,15,5,8,13,14,15,10,10,9,24,11,16,6,15,11,17,17,14,5,9,12,9,8,-99,15,9,15,13,10,13,-99,15
03/01/2017,16,5,10,16,12,12,12,5,10,89,13,11,7,16,11,19,14,13,8,10,11,11,7,-99,14,10,14,39,13,16,-99,18
03/01/2017,17,10,11,49,13,38,11,6,12,63,37,15,8,15,22,46,23,16,7,13,11,11,14,-99,20,11,56,67,13,14,-99,29
03/01/2017,18,25,12,37,38,41,19,7,25,63,50,40,10,34,46,45,36,51,11,11,18,23,30,-99,26,11,46,55,20,19,-99,40
03/01/2017,19,17,13,44,33,33,35,9,49,22,49,30,9,27,32,38,33,43,30,10,21,25,33,-99,31,15,38,39,25,23,-99,44
03/01/2017,20,2,30,35,32,25,15,16,36,9,36,32,23,30,12,9,32,35,12,15,27,19,12,-99,22,17,31,19,19,34,-99,11
03/01/2017,21,1,32,27,32,26,18,9,33,6,30,27,28,9,2,2,8,35,3,21,3,22,2,-99,5,16,11,6,14,8,-99,3
03/01/2017,22,1,21,20,26,21,18,6,20,4,18,23,19,16,2,2,7,23,2,12,2,16,1,-99,2,13,6,4,14,6,-99,3
03/01/2017,23,1,12,14,16,15,11,5,12,4,14,15,11,18,3,3,13,16,2,7,2,9,2,-99,7,19,7,5,13,20,-99,3
03/01/2017,24,1,6,12,10,9,6,4,9,5,11,9,5,11,2,5,9,11,3,8,4,5,2,-99,7,12,7,4,9,16,-99,2
04/01/2017,1,1,5,6,7,9,4,3,4,3,8,7,4,9,3,5,8,7,2,6,7,4,2,4,5,8,6,6,7,9,-99,7
04/01/2017,2,0,4,4,5,6,3,4,3,3,5,5,3,6,3,4,6,4,2,3,5,3,2,3,5,5,4,5,5,7,-99,8
04/01/2017,3,0,3,2,3,3,2,3,2,2,4,3,3,5,2,3,4,3,2,2,2,2,1,2,4,5,3,4,3,6,-99,7
04/01/2017,4,0,2,2,2,2,2,4,2,2,2,3,2,5,2,3,4,3,2,2,1,2,1,2,2,3,2,4,3,5,-99,6
04/01/2017,5,0,1,1,2,2,1,4,2,2,2,3,2,3,2,4,5,3,2,2,1,1,1,1,1,2,2,4,2,4,-99,5
04/01/2017,6,0,1,1,3,5,1,3,1,2,2,2,1,3,3,4,4,4,2,2,1,1,1,1,1,1,2,4,2,3,-99,9
04/01/2017,7,0,1,1,4,6,1,4,1,2,2,2,2,6,3,4,5,3,3,2,1,1,2,1,4,2,3,5,2,4,-99,10
04/01/2017,8,1,1,1,5,5,2,3,2,2,6,4,2,8,4,5,10,4,3,2,1,1,2,1,2,2,5,4,2,4,-99,9
04/01/2017,9,1,1,3,8,6,3,4,3,4,7,6,2,7,5,6,6,4,3,2,2,3,4,2,3,3,5,5,2,4,-99,11
