FECHA,HORA,ACO,AJM,ATI,BJU,CAM,CCA,CHO,CUA,CUT,FAC,HGM,INN,IZT,LLA,LPR,MER,MGH,MON,MPA,NEZ,PED,SAG,SFE,SJA,TAH,TLA,TLI,UAX,UIZ,VIF,XAL
01/01/2018,22,1,12,51,3,-99,10,-99,12,14,42,3,7,-99,2,1,2,11,1,9,3,14,2,12,-99,2,5,3,-99,3,2,1
01/01/2018,23,1,10,27,13,-99,22,-99,15,8,24,4,4,-99,2,1,3,18,1,7,3,18,2,14,-99,3,11,4,-99,4,2,1
01/01/2018,24,1,9,23,7,-99,14,-99,15,5,14,6,2,-99,2,2,4,10,1,5,3,15,2,11,-99,8,17,6,-99,4,6,1
02/01/2018,1,1,7,16,8,-99,10,-99,8,3,13,9,1,-99,5,3,11,9,1,3,4,12,3,9,-99,10,10,7,-99,5,3,1
02/01/2018,2,1,6,11,10,-99,6,-99,4,3,5,8,1,-99,5,2,7,8,1,2,3,7,4,4,-99,7,9,6,-99,7,2,1
02/01/2018,3,1,7,8,8,-99,3,-99,3,2,3,6,0,-99,3,1,7,5,1,2,3,5,3,2,-99,5,6,4,-99,6,2,1
02/01/2018,4,1,6,7,6,-99,2,-99,3,2,2,5,1,-99,2,2,4,5,1,2,2,5,2,2,-99,3,6,4,-99,4,1,0
02/01/2018,5,1,5,5,4,-99,2,-99,2,1,2,3,1,-99,2,1,3,5,1,2,2,4,2,1,-99,3,6,4,-99,3,2,1
02/01/2018,6,1,3,4,4,-99,2,-99,2,1,2,2,1,-99,2,1,3,4,1,2,2,4,2,1,-99,3,6,4,-99,3,2,2
02/01/2018,7,1,2,4,3,-99,1,-99,2,2,1,3,1,-99,3,2,3,4,1,2,1,4,3,1,-99,3,6,4,-99,4,3,4
02/01/2018,8,1,3,4,4,-99,2,-99,4,2,3,4,1,-99,3,3,5,5,1,2,1,4,4,2,-99,3,6,4,-99,3,2,4
02/01/2018,9,1,7,6,9,-99,3,-99,4,3,7,9,1,-99,4,4,8,10,2,7,2,7,6,6,-99,4,6,5,-99,4,4,5
02/01/2018,10,1,6,9,7,-99,4,-99,4,8,10,9,1,-99,5,5,7,8,2,7,3,8,7,4,-99,4,10,7,-99,5,5,4
02/01/2018,11,2,5,8,6,-99,4,-99,3,12,9,6,1,-99,5,5,7,5,3,5,5,7,8,4,-99,6,12,10,-99,5,5,5
02/01/2018,12,2,4,11,5,-99,4,-99,4,8,9,4,1,-99,5,4,6,5,3,4,6,-99,7,4,-99,5,6,8,-99,5,5,4
02/01/2018,13,2,3,7,3,-99,3,-99,3,6,5,4,2,-99,3,3,6,4,2,3,5,4,4,3,-99,3,4,6,-99,4,4,3
02/01/2018,14,1,2,4,2,-99,2,-99,2,4,3,3,2,-99,3,2,3,3,2,2,4,3,3,3,-99,3,3,4,-99,3,2,2
02/01/2018,15,1,2,4,2,-99,2,-99,2,4,3,2,2,-99,2,2,2,2,2,2,3,2,2,2,-99,2,3,3,-99,2,2,1
02/01/2018,16,1,2,3,2,-99,1,-99,2,3,3,2,2,-99,2,1,2,1,1,2,2,2,2,2,-99,2,3,3,-99,2,2,1
02/01/2018,17,1,2,3,1,-99,1,-99,2,3,2,2,2,-99,1,1,2,1,1,2,2,2,2,2,-99,2,3,3,-99,2,1,1
02/01/2018,18,1,2,3,2,-99,1,-99,2,3,3,2,1,-99,1,1,2,1,1,2,2,2,2,2,-99,2,3,3,-99,2,2,1
02/01/2018,19,1,1,3,2,-99,1,-99,2,9,4,2,1,-99,2,1,2,2,2,2,3,2,2,2,-99,2,5,3,-99,2,3,1
02/01/2018,20,1,1,4,2,-99,1,-99,2,66,4,2,1,-99,2,2,2,2,1,2,3,2,3,2,-99,3,5,9,-99,2,8,1
02/01/2018,21,1,1,15,2,-99,1,-99,1,17,9,3,1,-99,2,2,3,2,2,2,2,2,3,2,-99,3,18,14,-99,3,3,3
02/01/2018,22,1,4,12,5,-99,1,-99,3,9,13,4,1,-99,2,2,3,4,1,1,3,2,3,4,-99,3,18,6,-99,2,2,2
02/01/2018,23,1,15,10,9,-99,3,-99,2,6,9,8,0,-99,2,2,3,7,1,1,3,4,3,4,-99,2,8,4,-99,3,2,2
02/01/2018,24,1,7,22,8,-99,3,-99,3,6,9,9,1,-99,3,2,4,7,1,3,2,3,4,3,-99,3,10,4,-99,2,3,2
03/01/2018,1,2,7,50,7,-99,3,-99,14,4,8,8,1,-99,3,1,4,10,1,4,3,3,4,7,-99,3,18,4,-99,2,3,2
03/01/2018,2,1,15,51,4,-99,2,-99,31,3,19,11,2,-99,3,1,3,38,1,4,2,4,4,17,-99,3,24,5,-99,2,2,2
03/01/2018,3,1,10,41,4,-99,2,-99,28,4,26,23,4,-99,3,1,3,34,1,3,2,4,5,17,-99,2,16,5,-99,3,3,3
03/01/2018,4,1,11,30,4,-99,2,-99,19,4,19,10,3,-99,3,1,3,20,1,5,2,4,4,9,-99,2,25,5,-99,3,2,2
03/01/2018,5,1,11,29,3,-99,2,-99,12,3,13,3,2,-99,2,2,3,11,1,12,2,2,3,6,-99,3,21,5,-99,2,2,1
03/01/2018,6,1,9,24,3,-99,1,-99,9,3,8,2,2,-99,3,2,3,5,1,16,2,3,4,4,-99,2,18,6,-99,2,2,3
03/01/2018,7,1,10,24,3,-99,1,-99,8,3,6,2,1,-99,3,2,4,4,1,10,2,2,4,4,-99,2,17,10,-99,4,3,5
03/01/2018,8,2,9,16,4,-99,1,-99,10,3,7,4,1,-99,5,2,6,4,3,7,2,2,6,5,-99,3,16,11,-99,5,-99,8
03/01/2018,9,2,14,21,7,-99,5,-99,10,6,18,7,2,-99,5,4,7,7,3,23,3,6,6,6,-99,5,18,18,-99,6,5,7
03/01/2018,10,1,11,20,6,-99,6,-99,9,12,15,7,3,-99,5,8,6,7,4,57,5,8,7,12,-99,6,18,18,-99,6,9,7
03/01/2018,11,2,8,25,17,-99,13,-99,5,28,19,17,3,-99,7,14,-99,11,7,31,10,11,8,6,-99,22,17,23,-99,19,10,13
03/01/2018,12,2,5,11,11,-99,8,-99,3,18,10,14,2,-99,7,11,-99,7,5,10,10,6,9,4,-99,13,12,14,-99,13,8,25
03/01/2018,13,2,3,5,6,-99,3,-99,3,9,6,6,2,-99,5,8,-99,3,3,5,6,4,5,3,-99,5,7,7,-99,6,6,6
03/01/2018,14,3,3,6,4,-99,3,-99,3,13,5,4,2,-99,4,3,-99,4,2,4,3,3,4,3,-99,4,5,6,-99,4,4,3
03/01/2018,15,2,3,6,4,-99,3,-99,3,33,5,4,2,-99,4,3,4,3,3,3,4,4,5,3,-99,3,7,6,-99,4,7,3
03/01/2018,16,4,3,15,4,-99,3,-99,4,25,5,3,2,-99,6,4,3,3,3,3,3,4,5,4,-99,3,6,15,-99,4,19,3
03/01/2018,17,7,3,28,3,-99,3,-99,4,22,11,3,3,-99,14,13,3,4,4,2,4,3,11,4,-99,3,23,25,-99,3,15,9
03/01/2018,18,5,4,22,5,-99,3,-99,12,17,25,10,3,-99,9,13,11,17,5,3,7,5,12,10,-99,3,23,14,-99,4,8,11
03/01/2018,19,1,14,11,13,-99,11,-99,33,9,14,11,6,-99,6,7,11,14,1,3,4,17,7,24,-99,3,14,9,-99,5,4,6
03/01/2018,20,1,13,8,6,-99,10,-99,48,8,16,6,28,-99,3,3,5,8,1,2,2,11,4,32,-99,3,9,5,-99,2,3,2
03/01/2018,21,1,21,30,7,-99,10,-99,64,42,50,6,36,-99,3,2,3,17,1,3,3,15,4,42,-99,3,7,5,-99,2,4,2
03/01/2018,22,2,22,67,25,-99,26,-99,64,79,71,17,34,-99,6,5,6,55,1,3,4,27,5,51,-99,4,33,34,-99,4,28,3
03/01/2018,23,11,14,44,52,-99,40,-99,38,97,39,38,17,-99,35,25,39,55,5,5,4,30,18,25,-99,13,46,105,-99,11,73,4
03/01/2018,24,11,4,32,38,-99,9,-99,21,40,22,27,5,-99,61,26,50,32,14,6,13,9,54,17,-99,27,46,174,-99,26,41,9
04/01/2018,1,4,3,16,26,-99,3,-99,10,21,12,37,3,-99,59,21,61,21,8,5,36,4,46,6,-99,21,50,132,-99,31,97,23
04/01/2018,2,3,14,8,27,-99,3,-99,5,15,10,44,2,-99,96,27,45,15,2,9,32,3,88,4,-99,12,43,80,-99,26,63,27
04/01/2018,3,3,14,6,23,-99,3,-99,4,7,6,32,2,-99,54,20,83,17,1,7,34,3,70,3,-99,12,54,61,-99,60,19,39
04/01/2018,4,4,11,5,54,-99,23,-99,3,4,4,70,1,-99,26,23,80,15,1,5,39,5,47,3,-99,11,50,41,-99,50,17,42
04/01/2018,5,3,11,4,56,-99,17,-99,3,2,3,77,1,-99,20,36,85,20,2,4,69,7,33,3,-99,9,40,45,-99,63,20,33
04/01/2018,6,2,10,4,63,-99,12,-99,3,3,3,75,1,-99,17,27,66,39,2,4,67,6,24,2,-99,9,28,42,-99,84,14,31
04/01/2018,7,2,7,5,59,-99,9,-99,3,3,4,78,1,-99,23,27,53,33,2,4,47,3,22,2,-99,6,20,24,-99,65,19,19
04/01/2018,8,3,9,8,65,-99,5,-99,5,3,5,57,1,-99,27,21,37,34,2,4,50,3,22,3,-99,5,12,24,-99,44,10,15
04/01/2018,9,2,17,14,66,-99,13,-99,6,5,12,-99,1,-99,30,20,43,56,2,14,41,-99,32,6,-99,8,14,32,-99,61,28,23
04/01/2018,10,2,19,21,48,-99,39,-99,6,26,24,-99,2,-99,38,25,48,51,14,12,44,-99,43,8,-99,13,34,29,-99,54,40,31
04/01/2018,11,6,-99,25,42,-99,25,-99,9,35,34,46,2,-99,35,28,47,35,21,11,45,-99,45,15,-99,16,36,30,-99,42,68,37
04/01/2018,12,6,-99,24,29,-99,14,-99,12,29,31,31,1,-99,23,23,27,26,17,8,27,-99,34,16,-99,12,28,33,-99,22,36,26
04/01/2018,13,4,-99,17,16,-99,10,-99,13,15,15,14,1,-99,14,17,13,15,12,7,13,-99,17,13,-99,9,18,17,-99,14,15,16
04/01/2018,14,3,-99,11,10,-99,8,-99,11,9,12,10,2,-99,7,14,9,11,9,6,8,-99,10,12,-99,8,12,11,-99,8,5,13
04/01/2018,15,4,7,9,9,-99,8,-99,10,10,12,9,2,-99,5,11,10,9,5,5,8,6,8,10,-99,6,11,10,-99,8,6,9
04/01/2018,16,3,7,8,9,-99,7,-99,9,11,10,10,4,-99,6,9,9,10,5,5,7,6,7,9,-99,6,11,8,-99,8,7,6
04/01/2018,17,3,7,7,9,-99,7,-99,9,57,8,9,5,-99,6,6,9,9,5,4,7,5,8,9,-99,5,9,9,-99,7,9,5
04/01/2018,18,3,6,27,8,-99,7,-99,9,56,8,8,1,-99,6,7,7,8,4,3,6,5,7,9,-99,4,17,36,-99,7,33,6
04/01/2018,19,8,5,56,6,-99,4,-99,7,35,44,6,1,-99,41,36,5,21,2,2,5,3,14,8,-99,3,59,51,-99,5,48,25
04/01/2018,20,4,4,57,6,-99,3,-99,45,11,63,6,1,-99,36,22,3,52,2,2,5,1,12,55,-99,4,49,23,-99,5,22,26
04/01/2018,21,1,41,58,6,-99,7,-99,16,7,75,7,1,-99,4,12,6,58,2,2,4,40,6,69,-99,3,45,8,-99,5,8,10
04/01/2018,22,1,62,62,7,-99,2,-99,4,6,68,7,1,-99,4,6,4,65,2,2,4,37,6,60,-99,3,36,6,-99,5,6,4
04/01/2018,23,1,40,54,5,-99,2,-99,16,6,60,5,1,-99,3,3,4,63,2,7,4,2,5,13,-99,3,-99,6,-99,5,5,4
04/01/2018,24,1,33,36,4,-99,2,-99,11,6,42,5,1,-99,3,2,4,29,1,9,3,2,5,13,-99,3,-99,5,-99,4,4,2
05/01/2018,1,1,26,22,4,-99,2,-99,10,4,31,5,2,-99,2,2,4,25,1,11,3,11,5,17,-99,2,-99,7,-99,4,3,3
05/01/2018,2,1,17,15,4,-99,2,-99,20,4,24,5,2,-99,3,2,5,21,1,13,3,8,5,14,-99,2,-99,7,-99,4,3,2
05/01/2018,3,1,18,13,4,-99,3,-99,18,6,18,4,2,-99,2,2,4,14,1,9,3,8,5,17,-99,2,-99,8,-99,4,3,2
05/01/2018,4,1,17,13,5,-99,7,-99,6,6,18,5,2,-99,3,2,5,13,1,8,7,10,5,13,-99,4,-99,9,-99,7,3,2
05/01/2018,5,1,11,11,6,-99,3,-99,3,7,15,6,2,-99,3,2,6,11,1,9,8,7,5,10,-99,6,-99,8,-99,6,3,2
05/01/2018,6,1,9,11,7,-99,5,-99,3,6,14,7,2,-99,3,2,9,10,1,11,6,3,5,7,-99,3,-99,7,-99,6,4,4
05/01/2018,7,1,5,11,8,-99,4,-99,2,6,11,7,1,-99,3,3,9,7,1,10,6,2,6,5,-99,4,-99,9,-99,6,4,6
05/01/2018,8,1,3,10,7,-99,3,-99,2,7,10,9,1,-99,4,3,10,6,2,6,4,1,6,3,-99,6,-99,8,-99,6,4,7
05/01/2018,9,2,4,12,9,-99,3,-99,2,10,16,10,1,-99,4,5,10,12,2,11,8,2,-99,4,-99,7,-99,9,-99,9,5,6
05/01/2018,10,2,5,14,9,-99,6,-99,1,11,8,10,1,-99,4,8,12,9,5,11,12,4,-99,4,-99,8,-99,11,-99,11,6,6
05/01/2018,11,3,3,6,7,-99,4,-99,1,10,8,8,1,-99,10,8,11,6,9,7,12,2,-99,2,-99,9,-99,11,-99,12,9,9
05/01/2018,12,3,3,2,4,-99,2,-99,1,7,3,4,1,-99,5,3,5,4,8,4,6,1,-99,3,-99,5,-99,5,-99,4,3,7
05/01/2018,13,3,2,2,4,-99,3,-99,2,5,2,3,1,-99,3,2,4,3,4,4,6,1,-99,3,-99,4,-99,3,-99,5,3,6
05/01/2018,14,2,3,2,3,-99,3,-99,2,4,1,2,1,-99,3,2,2,2,3,4,5,1,-99,3,-99,4,-99,3,-99,5,3,4
05/01/2018,15,2,3,2,3,-99,2,-99,2,6,2,2,1,-99,2,3,2,1,3,4,5,1,-99,2,-99,5,-99,3,-99,4,3,2
05/01/2018,16,2,3,2,3,-99,2,-99,1,7,2,3,1,-99,2,3,3,2,2,4,4,0,-99,2,-99,5,-99,3,-99,4,9,2
05/01/2018,17,5,2,3,3,-99,3,-99,2,32,2,3,1,-99,6,3,3,2,2,4,3,1,-99,2,-99,4,-99,6,-99,3,13,2
05/01/2018,18,9,3,26,3,-99,2,-99,2,27,9,2,1,-99,18,11,3,2,2,4,3,1,-99,3,-99,4,-99,32,-99,2,27,11
05/01/2018,19,-99,3,24,3,-99,2,-99,4,8,28,16,1,-99,16,24,13,18,3,3,4,0,-99,9,-99,3,-99,17,-99,4,8,22
05/01/2018,20,-99,6,6,4,-99,2,-99,17,4,16,9,1,-99,3,6,4,21,3,2,4,1,-99,22,-99,3,-99,4,-99,4,2,4
05/01/2018,21,-99,4,3,3,-99,2,-99,13,4,3,4,1,-99,3,3,4,4,3,2,4,1,-99,13,-99,3,-99,3,-99,4,2,3
05/01/2018,22,-99,3,5,4,-99,4,-99,4,3,4,4,-99,-99,3,2,4,3,2,3,3,1,-99,3,-99,3,-99,3,-99,4,2,3
05/01/2018,23,-99,3,-99,4,-99,2,-99,5,3,-99,5,-99,-99,3,2,4,3,2,3,3,1,-99,4,-99,3,-99,-99,-99,3,2,2
05/01/2018,24,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
06/01/2018,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
06/01/2018,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
06/01/2018,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
06/01/2018,4,-99,-99,7,6,-99,1,-99,1,3,3,9,1,-99,6,4,-99,3,1,2,-99,1,8,2,-99,2,13,-99,-99,4,-99,4
06/01/2018,5,-99,8,7,4,-99,1,-99,1,2,2,8,1,-99,6,3,-99,3,1,2,-99,1,7,1,-99,2,10,15,-99,5,-99,5
06/01/2018,6,-99,7,8,4,-99,1,-99,1,2,2,4,1,-99,5,4,6,3,1,2,3,1,7,2,-99,2,10,14,-99,3,-99,5
06/01/2018,7,-99,14,13,4,-99,1,-99,2,2,2,4,1,-99,4,3,8,3,1,3,2,1,7,2,-99,2,12,12,-99,3,-99,8
06/01/2018,8,-99,13,13,4,-99,1,-99,3,3,2,4,1,-99,6,5,9,4,2,3,3,1,8,2,-99,2,12,10,-99,3,-99,9
06/01/2018,9,-99,7,14,7,-99,2,-99,3,4,8,8,1,-99,7,10,12,7,2,8,4,3,11,3,-99,3,16,17,-99,6,-99,11
06/01/2018,10,-99,6,23,7,-99,5,-99,3,20,12,10,1,-99,10,10,12,8,2,7,8,6,12,6,-99,4,25,31,-99,8,-99,9
06/01/2018,11,-99,6,33,9,-99,5,-99,7,41,17,13,1,-99,16,8,13,12,4,11,13,5,14,8,-99,8,21,41,-99,11,-99,9
06/01/2018,12,-99,4,15,10,-99,6,-99,4,18,12,11,2,-99,10,7,11,10,4,7,10,6,12,6,-99,9,15,17,-99,11,-99,7
06/01/2018,13,-99,3,5,5,-99,4,-99,4,9,6,5,2,-99,2,5,4,5,2,4,4,4,4,4,-99,4,4,5,-99,3,-99,2
06/01/2018,14,-99,4,7,5,-99,4,-99,5,16,3,5,4,-99,1,2,4,5,1,4,2,5,3,6,-99,3,4,4,-99,3,-99,1
06/01/2018,15,-99,5,21,4,-99,4,-99,3,35,11,3,4,-99,2,3,4,3,1,3,2,5,2,3,-99,2,8,7,-99,2,-99,1
06/01/2018,16,-99,3,36,3,-99,3,-99,8,11,21,3,3,-99,12,6,3,4,1,4,2,3,7,7,-99,2,16,23,-99,2,-99,3
06/01/2018,17,-99,3,24,4,-99,4,-99,17,4,30,7,6,-99,6,13,10,14,3,2,4,6,9,16,-99,2,23,7,-99,3,2,8
06/01/2018,18,-99,11,8,17,-99,17,-99,35,3,15,17,16,-99,2,3,13,22,1,2,7,21,2,32,-99,3,5,2,-99,13,1,1
06/01/2018,19,-99,18,3,8,-99,14,-99,20,3,5,4,25,-99,1,2,3,5,1,4,2,15,2,19,-99,10,3,2,-99,4,1,1
06/01/2018,20,-99,16,13,2,-99,9,-99,22,3,17,2,18,-99,1,2,2,7,1,6,2,11,2,14,-99,4,4,2,-99,2,1,-99
06/01/2018,21,-99,17,2,1,-99,5,-99,20,3,6,1,15,-99,1,1,1,8,1,3,2,14,2,20,-99,2,6,2,-99,1,1,-99
06/01/2018,22,-99,11,12,1,-99,1,-99,10,2,8,1,14,-99,1,1,1,3,1,1,1,6,3,8,-99,1,4,2,-99,1,1,-99
06/01/2018,23,-99,5,24,3,-99,3,-99,5,2,12,3,5,-99,1,1,2,6,1,1,1,5,3,5,-99,1,18,2,-99,1,1,-99
06/01/2018,24,-99,3,59,12,-99,3,-99,4,2,18,13,2,-99,1,1,12,13,1,1,2,2,4,3,-99,2,31,8,-99,3,2,1
07/01/2018,1,-99,2,64,26,-99,1,-99,3,2,18,36,1,-99,1,1,35,7,1,1,8,2,4,2,-99,2,45,22,-99,15,3,2
07/01/2018,2,-99,6,33,10,-99,1,-99,4,2,11,12,2,-99,2,3,41,5,1,1,4,2,4,3,-99,2,51,56,-99,11,16,2
07/01/2018,3,-99,6,12,3,-99,1,-99,5,2,7,8,2,-99,2,2,19,4,1,2,2,3,4,4,-99,3,27,39,-99,4,27,1
07/01/2018,4,-99,7,11,3,-99,1,-99,6,1,4,8,1,-99,2,1,4,3,1,2,3,3,3,5,-99,4,13,21,-99,2,14,1
07/01/2018,5,-99,8,8,2,-99,1,-99,6,1,4,3,1,-99,2,2,4,2,1,3,2,3,3,5,-99,2,9,19,-99,2,7,1
07/01/2018,6,-99,12,7,2,-99,1,-99,4,0,2,3,1,-99,2,2,5,2,1,2,2,3,3,4,-99,2,9,13,-99,2,4,1
07/01/2018,7,-99,12,7,2,-99,1,-99,3,0,2,3,2,-99,2,3,7,2,1,5,1,3,4,5,-99,2,7,11,-99,3,4,1
07/01/2018,8,-99,9,6,3,-99,2,-99,4,1,2,3,5,-99,2,2,8,3,1,4,1,3,5,7,-99,3,7,9,-99,2,4,3
07/01/2018,9,-99,10,7,4,-99,2,-99,8,3,8,5,6,-99,4,3,6,4,2,7,2,4,6,7,-99,3,8,9,-99,3,6,4
07/01/2018,10,-99,6,7,4,-99,3,-99,7,8,5,5,8,-99,10,7,8,3,2,10,4,3,8,7,-99,3,8,10,-99,4,8,5
07/01/2018,11,-99,5,8,6,-99,7,-99,6,10,8,7,7,-99,8,9,8,5,5,8,7,5,9,6,-99,6,8,12,-99,6,10,7
07/01/2018,12,-99,7,11,7,-99,7,-99,6,13,9,8,5,-99,9,7,10,7,7,10,8,6,12,6,-99,9,12,12,-99,9,9,8
07/01/2018,13,-99,6,9,8,-99,7,-99,5,10,8,9,5,-99,8,8,10,7,7,8,9,6,9,5,-99,8,12,8,-99,9,7,8
07/01/2018,14,-99,5,7,5,-99,5,-99,4,7,5,6,5,-99,5,7,6,6,6,6,7,4,5,4,-99,6,14,6,-99,6,5,7
07/01/2018,15,-99,4,4,3,-99,4,-99,4,5,5,3,6,-99,4,6,4,4,5,6,6,3,5,4,-99,5,10,5,-99,6,4,6
07/01/2018,16,-99,4,3,3,-99,3,-99,4,4,7,3,7,-99,4,6,4,3,5,5,6,3,4,4,-99,6,9,4,-99,5,3,4
07/01/2018,17,-99,4,3,3,-99,3,-99,4,4,6,3,3,-99,4,5,4,3,5,5,5,4,4,4,-99,5,7,5,-99,4,3,3
07/01/2018,18,-99,4,3,4,-99,3,-99,4,3,5,4,2,-99,3,4,5,3,3,3,4,4,4,3,-99,3,6,4,-99,4,3,3
07/01/2018,19,-99,3,4,3,-99,2,-99,3,3,5,3,2,-99,3,3,4,3,3,3,4,2,4,3,-99,3,4,4,-99,3,3,2
07/01/2018,20,-99,3,3,3,-99,2,-99,3,19,5,3,1,-99,3,3,4,2,3,3,4,2,4,3,-99,3,4,4,-99,3,3,2
07/01/2018,21,-99,3,4,3,-99,2,-99,2,9,5,3,1,-99,3,3,4,3,2,3,4,2,4,3,-99,3,4,6,-99,3,3,3
07/01/2018,22,-99,4,16,3,-99,2,-99,12,4,5,3,1,-99,3,3,5,3,2,3,4,2,5,9,-99,3,5,10,-99,3,3,4
07/01/2018,23,-99,16,18,3,-99,1,-99,36,4,14,3,1,-99,3,3,5,6,1,2,4,3,5,33,-99,3,10,10,-99,3,3,6
07/01/2018,24,-99,16,12,2,-99,2,-99,34,3,20,3,5,-99,4,3,5,4,1,3,3,5,5,32,-99,2,16,9,-99,3,3,4
08/01/2018,1,-99,13,9,2,-99,2,-99,18,3,17,3,8,-99,4,2,4,5,2,15,3,5,5,18,-99,1,16,9,-99,3,3,6
08/01/2018,2,-99,9,7,3,-99,4,-99,12,2,13,2,8,-99,4,2,5,6,1,17,2,3,4,11,-99,2,12,8,-99,2,4,5
08/01/2018,3,-99,6,5,4,-99,3,-99,8,2,9,3,5,-99,3,4,7,7,1,8,3,2,5,7,-99,2,8,8,-99,2,4,5
08/01/2018,4,-99,6,5,4,-99,2,-99,5,1,5,2,4,-99,3,5,7,6,1,5,2,2,5,5,-99,2,6,7,-99,2,4,7
08/01/2018,5,-99,5,4,3,-99,2,-99,4,1,4,3,3,-99,3,4,4,5,1,5,2,2,4,4,-99,3,5,6,-99,3,3,4
08/01/2018,6,-99,4,4,3,-99,1,-99,4,1,3,3,3,-99,4,5,5,5,1,4,2,2,5,3,-99,3,7,4,-99,3,3,6
08/01/2018,7,-99,4,3,3,-99,1,-99,4,2,4,4,2,-99,4,4,7,5,2,5,3,2,5,4,-99,4,8,5,-99,3,3,9
08/01/2018,8,-99,2,4,5,-99,2,-99,3,3,6,4,2,-99,4,5,9,6,2,4,4,2,6,3,-99,4,8,6,-99,5,4,13
08/01/2018,9,-99,2,7,7,-99,4,-99,3,5,8,6,2,-99,7,8,10,6,-99,4,5,5,9,3,-99,6,10,7,-99,8,5,12
