FECHA,HORA,ACO,AJM,ATI,BJU,CAM,CCA,CHO,CUA,CUT,FAC,HGM,INN,IZT,LLA,LPR,MER,MGH,MON,NEZ,PED,SAG,SFE,SJA,SUR,TAH,TLA,TLI,TPN,UAX,UIZ,VIF,XAL
01/01/2015,1,4,20,16,-99,67,4,3,16,2,13,50,-99,11,-99,-99,63,13,-99,15,10,27,11,6,11,8,44,31,2,4,5,86,21
01/01/2015,2,5,9,12,-99,41,5,3,15,2,6,44,-99,18,87,-99,31,15,-99,34,10,73,10,9,11,7,24,38,2,6,12,80,22
01/01/2015,3,9,6,9,-99,30,4,2,15,1,5,33,-99,32,101,-99,19,13,-99,67,9,82,10,27,10,8,29,71,2,19,33,133,24
01/01/2015,4,9,9,8,-99,41,4,1,3,1,4,24,-99,56,152,-99,-99,11,-99,58,7,120,7,27,30,8,41,113,1,48,52,116,32
01/01/2015,5,5,16,6,-99,34,3,2,6,1,3,42,-99,55,88,-99,47,16,-99,67,6,60,5,37,47,8,17,61,1,34,42,79,34
01/01/2015,6,3,13,4,-99,39,5,2,5,2,3,39,-99,57,19,-99,59,13,-99,35,5,21,3,36,27,7,11,29,1,7,27,19,40
01/01/2015,7,2,10,3,-99,36,7,1,2,2,2,33,-99,52,19,-99,46,9,-99,27,6,13,3,23,12,6,8,32,1,6,24,11,27
01/01/2015,8,2,10,3,-99,28,3,1,3,2,3,39,-99,43,9,-99,41,7,-99,11,4,19,4,14,9,6,7,15,1,4,20,10,18
01/01/2015,9,2,13,6,-99,18,8,2,8,2,4,50,-99,40,10,-99,28,18,-99,13,18,26,11,18,13,6,11,17,4,5,34,8,29
01/01/2015,10,5,17,18,-99,31,14,2,9,2,19,36,-99,28,18,-99,28,22,-99,23,22,21,9,32,17,9,19,13,15,11,32,9,31
01/01/2015,11,11,15,18,-99,29,11,2,8,12,21,24,-99,20,20,-99,30,21,-99,14,13,23,10,26,15,8,27,24,15,9,18,18,21
01/01/2015,12,6,11,16,-99,21,10,1,8,20,18,17,-99,10,12,-99,17,14,-99,3,11,13,9,13,10,5,21,28,11,3,6,19,12
01/01/2015,13,2,7,10,-99,10,5,1,9,14,12,6,-99,3,-99,-99,4,9,-99,1,8,6,10,4,4,4,8,18,-99,2,3,11,6
01/01/2015,14,2,1,4,-99,3,1,1,8,6,9,3,-99,2,4,-99,2,4,-99,1,3,2,7,2,2,4,6,10,0,2,2,6,3
01/01/2015,15,1,1,5,-99,2,0,0,4,7,5,2,-99,2,2,-99,2,2,-99,1,2,2,2,2,2,3,3,6,0,1,1,4,2
01/01/2015,16,1,1,3,-99,2,0,0,2,6,3,2,-99,1,2,-99,1,1,-99,1,1,2,1,2,1,4,3,3,0,0,1,2,2
01/01/2015,17,1,1,1,-99,2,0,1,1,3,2,2,-99,1,2,-99,1,0,-99,1,1,1,1,2,1,3,3,2,0,0,1,2,2
01/01/2015,18,1,1,1,-99,1,0,1,1,2,2,2,-99,1,2,-99,1,1,-99,1,1,2,1,2,1,3,2,2,0,1,1,2,2
01/01/2015,19,1,1,1,-99,2,0,1,1,3,3,2,-99,2,2,-99,2,1,-99,1,2,2,1,3,2,-99,2,2,1,1,2,2,2
01/01/2015,20,1,1,1,-99,3,1,1,1,2,3,3,-99,3,2,-99,3,3,-99,1,2,2,1,3,2,2,3,2,1,1,3,2,2
01/01/2015,21,2,1,2,-99,2,1,1,2,2,4,2,-99,4,2,-99,3,4,-99,2,2,2,1,4,2,2,4,3,1,1,3,3,3
01/01/2015,22,3,1,1,-99,3,1,3,1,3,3,2,-99,3,3,-99,3,2,-99,1,2,3,1,6,2,1,4,3,0,1,3,3,5
01/01/2015,23,5,1,2,-99,4,1,1,1,2,3,3,-99,5,3,-99,4,2,-99,2,2,4,2,7,2,1,4,4,0,1,3,6,7
01/01/2015,24,2,1,2,-99,4,1,1,1,1,3,2,-99,3,3,-99,3,3,-99,1,2,3,1,9,2,1,4,5,0,1,2,4,7
02/01/2015,1,2,1,1,-99,5,1,1,1,1,2,2,-99,3,3,-99,4,3,-99,1,2,4,1,7,2,1,3,5,0,1,2,3,9
02/01/2015,2,2,1,1,-99,4,1,1,1,1,2,2,-99,3,3,-99,4,2,-99,1,2,4,1,6,2,1,2,3,0,1,2,3,5
02/01/2015,3,1,1,1,-99,3,1,1,0,0,2,2,-99,3,3,-99,5,1,-99,1,2,4,1,5,2,1,2,3,0,1,2,3,3
02/01/2015,4,1,1,1,-99,3,1,1,1,1,2,2,-99,3,3,-99,5,1,-99,1,2,4,1,5,2,1,2,3,0,1,2,3,2
02/01/2015,5,1,1,1,-99,4,1,1,1,1,1,2,-99,2,2,-99,5,1,-99,1,2,3,1,4,2,1,2,2,0,0,2,2,2
02/01/2015,6,1,1,1,-99,4,1,1,1,1,2,2,-99,3,3,-99,4,2,-99,1,1,3,1,4,2,1,2,3,0,1,2,2,6
02/01/2015,7,1,1,1,-99,5,1,2,1,1,2,2,-99,4,3,-99,5,2,-99,2,2,5,1,5,2,1,3,3,0,1,3,3,11
02/01/2015,8,2,1,2,-99,7,2,2,1,2,3,4,-99,5,4,-99,6,3,-99,2,2,7,1,8,3,1,6,4,-99,1,5,3,12
02/01/2015,9,2,1,2,-99,6,3,2,1,2,5,3,-99,5,5,-99,6,3,-99,3,2,10,1,9,4,1,5,4,1,1,6,4,10
02/01/2015,10,2,1,6,-99,5,2,2,1,3,20,2,-99,4,4,-99,5,3,-99,3,2,7,1,5,2,1,7,4,2,2,5,4,7
02/01/2015,11,1,2,5,-99,5,1,1,1,2,3,3,-99,4,3,-99,5,1,-99,2,2,5,-99,4,2,1,5,4,1,1,4,3,4
02/01/2015,12,1,1,2,-99,3,0,1,1,1,4,3,-99,2,2,-99,2,1,-99,1,2,3,1,2,1,1,3,2,1,0,1,3,3
02/01/2015,13,1,1,1,-99,1,0,1,1,1,2,1,-99,1,1,-99,1,0,-99,0,1,2,1,1,1,1,2,2,1,0,-99,2,2
02/01/2015,14,1,1,1,-99,1,0,1,1,1,2,1,-99,1,1,-99,1,0,-99,0,1,1,1,1,1,1,1,1,1,0,-99,1,1
02/01/2015,15,2,1,1,-99,1,0,1,1,1,1,1,-99,1,1,-99,1,0,-99,0,2,1,0,1,1,1,2,1,0,0,-99,1,1
02/01/2015,16,3,1,0,-99,1,0,0,1,1,2,1,-99,1,1,-99,1,0,-99,0,1,1,1,1,1,1,1,1,1,0,1,1,1
02/01/2015,17,1,1,0,-99,1,0,0,1,4,2,1,-99,1,1,-99,1,0,-99,0,1,1,0,2,1,1,1,0,1,0,1,1,1
02/01/2015,18,1,1,1,-99,1,0,1,1,2,1,1,-99,1,1,-99,1,0,-99,0,1,1,0,2,1,1,2,0,1,0,1,1,1
02/01/2015,19,1,1,1,-99,1,0,2,1,1,2,1,-99,1,1,-99,1,0,-99,1,1,1,1,2,1,1,2,1,0,0,1,1,2
02/01/2015,20,1,1,1,-99,2,0,4,1,1,2,2,-99,2,1,-99,2,1,-99,1,1,1,1,2,1,1,2,1,0,0,1,1,2
02/01/2015,21,1,1,1,-99,2,0,1,0,1,3,2,-99,2,2,-99,2,1,-99,1,1,2,1,3,1,1,3,2,0,0,2,2,2
02/01/2015,22,1,1,1,-99,2,0,1,0,2,3,2,-99,2,2,-99,2,1,-99,1,1,2,1,3,1,1,4,2,0,0,2,2,3
02/01/2015,23,2,1,1,-99,3,0,4,1,1,2,2,-99,2,2,-99,2,2,-99,1,1,2,1,4,1,1,4,2,0,0,2,2,4
02/01/2015,24,2,1,1,-99,4,0,5,1,2,2,2,-99,1,3,-99,2,2,-99,1,2,3,1,4,1,1,4,1,0,0,2,2,5
03/01/2015,1,2,1,1,-99,3,1,4,1,2,3,1,-99,1,2,-99,2,2,-99,1,2,2,1,4,1,1,4,2,0,0,2,2,4
03/01/2015,2,1,1,1,-99,5,1,2,1,1,3,2,-99,1,2,-99,2,2,-99,1,2,1,1,3,1,1,4,1,0,0,2,1,4
03/01/2015,3,1,1,1,-99,5,1,3,1,1,3,2,-99,1,2,-99,2,1,-99,1,2,1,1,3,1,1,3,2,0,0,2,2,3
03/01/2015,4,1,1,1,-99,4,0,1,0,1,3,2,-99,1,2,-99,2,1,-99,1,2,1,1,2,1,1,3,1,0,0,1,2,2
03/01/2015,5,1,1,1,-99,3,0,1,1,1,3,2,-99,1,1,-99,1,1,-99,1,2,1,1,2,1,1,3,1,0,0,1,2,2
03/01/2015,6,1,1,2,-99,4,0,1,1,2,3,2,-99,1,1,-99,2,1,-99,1,2,1,1,3,1,1,3,1,0,0,1,2,3
03/01/2015,7,1,1,1,-99,6,0,1,1,2,3,3,-99,2,2,-99,4,1,-99,1,2,0,1,3,2,1,5,1,0,0,1,2,3
03/01/2015,8,1,1,3,-99,8,1,1,1,3,4,3,-99,2,2,-99,6,1,-99,1,2,1,1,3,2,1,6,2,0,0,1,2,3
03/01/2015,9,2,1,3,-99,6,2,2,2,3,4,3,-99,3,2,-99,4,2,-99,1,2,3,1,5,2,1,7,3,1,1,2,3,6
03/01/2015,10,1,1,3,-99,3,1,1,1,3,3,2,-99,1,2,-99,2,1,-99,1,3,2,1,3,2,1,5,3,1,1,1,3,3
03/01/2015,11,1,2,2,-99,1,0,1,1,1,2,1,-99,1,2,-99,1,1,-99,0,2,1,1,2,1,1,2,2,1,1,1,2,2
03/01/2015,12,1,1,1,-99,1,0,1,1,1,2,1,-99,1,1,-99,1,0,-99,0,1,1,1,2,1,1,2,1,1,0,1,2,2
03/01/2015,13,1,1,1,-99,1,0,1,1,1,1,1,-99,1,1,-99,1,0,-99,0,1,0,1,1,1,1,1,1,1,0,1,1,1
03/01/2015,14,1,1,0,-99,1,1,1,1,0,1,1,-99,1,1,-99,1,0,-99,0,1,0,1,1,1,1,1,1,1,0,1,1,1
03/01/2015,15,1,1,0,-99,1,1,0,1,-99,2,1,-99,1,1,-99,-99,0,-99,0,1,0,1,1,1,1,1,1,1,0,1,1,1
03/01/2015,16,1,1,0,-99,1,0,1,1,0,2,1,-99,1,1,-99,1,0,-99,0,1,0,1,1,1,1,1,1,3,0,1,1,1
03/01/2015,17,1,1,0,-99,1,0,1,1,0,2,1,-99,1,1,-99,1,0,-99,0,1,0,0,2,1,1,1,0,2,0,1,1,2
03/01/2015,18,1,1,0,-99,1,0,1,1,0,2,1,-99,1,1,-99,1,0,-99,0,1,0,1,2,1,1,2,1,1,0,1,1,2
03/01/2015,19,1,1,0,-99,1,0,2,1,1,2,1,-99,2,1,-99,2,1,-99,1,2,1,1,2,1,2,2,1,1,0,1,1,1
03/01/2015,20,1,1,0,-99,2,1,1,1,1,2,1,-99,2,1,-99,2,1,-99,1,2,1,1,2,1,2,2,2,1,0,1,1,2
03/01/2015,21,1,1,1,-99,1,1,1,1,1,1,2,-99,1,1,-99,2,1,-99,1,2,1,1,3,1,1,2,2,0,0,2,2,2
03/01/2015,22,1,1,1,-99,1,1,1,1,-99,2,1,-99,2,2,-99,2,1,-99,1,2,1,1,4,2,2,3,2,0,0,2,2,2
03/01/2015,23,2,1,1,-99,2,1,1,1,-99,3,2,-99,3,2,-99,2,1,-99,1,1,2,1,5,2,2,4,1,0,1,2,2,4
03/01/2015,24,2,1,1,-99,3,0,1,3,-99,3,2,-99,3,-99,-99,3,2,-99,1,1,2,1,4,2,2,4,2,0,1,2,2,4
04/01/2015,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99
04/01/2015,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99
04/01/2015,3,1,0,1,-99,2,0,1,1,1,1,2,-99,1,2,-99,2,1,-99,1,1,3,1,3,2,1,2,3,0,1,1,2,3
04/01/2015,4,1,0,1,-99,1,0,1,1,1,1,2,-99,2,2,-99,2,1,-99,1,1,3,1,3,2,1,2,2,0,1,1,2,4
04/01/2015,5,1,0,1,-99,2,0,1,1,1,1,2,-99,3,2,-99,3,1,-99,1,1,3,1,4,2,1,2,2,0,1,1,2,3
04/01/2015,6,1,0,1,-99,2,1,1,1,1,1,2,-99,3,2,-99,2,1,-99,1,1,3,1,2,1,1,3,2,0,1,1,2,4
04/01/2015,7,1,0,1,-99,2,1,1,1,1,1,2,-99,2,2,-99,3,1,-99,1,1,4,1,2,1,1,4,2,0,1,2,2,4
04/01/2015,8,1,0,1,-99,3,1,2,1,1,2,2,-99,3,2,-99,3,1,-99,2,1,5,1,3,2,1,4,3,0,2,2,2,5
04/01/2015,9,1,0,2,-99,4,1,2,2,2,2,2,-99,5,2,-99,5,1,-99,2,2,5,1,5,3,2,5,3,0,2,3,2,5
04/01/2015,10,1,1,2,-99,3,2,2,3,3,4,4,-99,5,3,-99,5,3,-99,2,2,6,1,3,2,1,7,3,1,2,4,2,6
04/01/2015,11,1,1,1,-99,4,2,2,2,2,3,4,-99,5,3,-99,6,2,-99,3,3,6,2,5,2,1,9,3,2,2,3,2,6
04/01/2015,12,1,1,1,-99,4,2,2,2,2,2,4,-99,5,2,-99,4,2,-99,3,3,5,1,4,3,2,5,2,2,3,3,2,5
04/01/2015,13,1,1,1,-99,4,1,2,2,2,2,3,-99,3,2,-99,2,2,-99,2,2,5,1,3,2,2,4,2,1,3,3,3,3
04/01/2015,14,1,1,1,-99,2,1,2,2,2,2,3,-99,2,2,-99,2,2,-99,2,3,4,1,2,2,2,4,2,1,3,2,2,2
04/01/2015,15,1,1,1,-99,3,2,2,2,2,2,2,-99,1,2,-99,2,1,-99,2,2,3,2,2,2,2,4,2,1,3,2,1,2
04/01/2015,16,1,1,1,-99,2,1,1,2,1,2,2,-99,2,1,-99,2,1,-99,1,2,3,1,2,2,2,4,1,1,2,2,1,2
04/01/2015,17,1,1,1,-99,1,1,1,1,0,2,1,-99,1,1,-99,1,1,-99,1,2,3,1,2,2,2,2,1,1,2,1,1,1
04/01/2015,18,0,1,1,-99,1,1,1,1,0,1,1,-99,1,1,-99,1,1,-99,1,3,3,1,2,1,1,3,1,1,2,1,1,1
04/01/2015,19,0,0,0,-99,1,1,1,1,0,1,1,-99,1,1,-99,1,1,-99,1,2,3,1,2,1,1,3,1,1,1,1,1,1
04/01/2015,20,0,0,0,-99,2,0,1,3,0,1,2,-99,1,1,-99,1,0,-99,1,1,3,3,2,2,1,2,1,0,2,1,1,1
04/01/2015,21,0,3,1,-99,2,1,1,5,12,1,2,-99,1,1,-99,1,0,-99,0,2,2,4,1,1,1,2,1,2,2,1,2,1
04/01/2015,22,0,3,2,-99,1,1,1,6,2,2,2,-99,1,1,-99,1,1,-99,1,2,2,5,1,2,1,4,1,2,2,1,1,1
04/01/2015,23,0,1,0,-99,1,0,0,4,1,1,1,-99,1,1,-99,1,0,-99,0,1,2,1,1,1,1,3,1,1,2,1,1,1
04/01/2015,24,0,1,1,-99,1,0,1,8,1,2,2,-99,1,1,-99,1,0,-99,0,3,2,7,1,1,1,2,1,1,2,1,1,1
05/01/2015,1,0,5,15,-99,1,1,0,4,3,3,1,-99,1,0,-99,1,0,-99,0,4,1,4,1,1,1,2,2,3,2,1,1,1
05/01/2015,2,0,3,13,-99,2,2,0,4,4,7,2,-99,1,1,-99,1,2,-99,0,4,1,4,1,2,1,2,3,2,2,1,1,0
05/01/2015,3,0,4,10,-99,2,2,0,4,5,6,3,-99,2,1,-99,1,1,-99,0,5,1,5,1,1,-99,4,3,3,2,1,1,0
05/01/2015,4,0,3,2,-99,2,2,1,4,4,4,4,-99,2,0,-99,1,1,-99,0,4,1,3,1,2,1,5,2,2,3,1,1,0
05/01/2015,5,0,3,1,-99,1,2,0,5,11,1,3,-99,2,0,-99,1,0,-99,0,4,1,4,1,2,1,7,2,2,3,1,1,1
05/01/2015,6,0,4,10,-99,4,0,0,4,13,3,6,-99,3,0,-99,1,0,-99,0,2,1,4,1,1,1,3,3,2,2,1,8,1
05/01/2015,7,0,3,16,-99,7,2,0,3,24,10,3,-99,3,4,-99,4,4,-99,0,4,2,3,1,2,2,4,7,2,2,2,15,1
05/01/2015,8,0,3,5,-99,5,6,1,4,48,8,4,-99,4,8,-99,3,6,-99,1,6,5,4,1,5,2,9,13,2,3,4,30,1
05/01/2015,9,1,2,6,-99,8,8,1,7,56,8,7,-99,5,10,-99,4,4,-99,1,8,8,7,1,7,2,9,21,3,6,3,41,1
05/01/2015,10,1,2,6,-99,13,4,2,4,50,8,6,-99,5,17,-99,7,5,-99,2,6,9,5,3,4,3,10,16,3,5,3,39,2
05/01/2015,11,1,1,11,-99,8,3,2,2,37,4,4,-99,4,13,-99,8,4,-99,4,4,12,2,6,4,2,8,15,2,4,4,39,3
05/01/2015,12,6,1,10,-99,8,1,2,2,43,5,4,-99,2,20,-99,6,2,-99,5,2,15,2,7,2,2,10,18,2,3,4,32,6
05/01/2015,13,1,1,9,-99,12,1,3,2,60,8,7,-99,5,24,-99,9,5,-99,6,2,18,2,10,2,2,11,24,2,3,5,39,13
05/01/2015,14,0,1,20,-99,20,4,4,4,75,11,12,-99,10,31,-99,14,8,-99,10,4,22,4,15,5,3,23,40,2,5,9,64,11
05/01/2015,15,0,4,31,-99,27,8,7,7,29,21,23,-99,19,26,-99,26,17,-99,12,8,22,8,23,8,5,27,27,3,10,15,68,9
05/01/2015,16,0,6,18,-99,19,16,8,12,26,24,22,-99,21,28,-99,23,22,-99,22,15,26,14,23,16,8,26,25,5,19,21,62,15
05/01/2015,17,0,12,9,-99,24,20,13,16,43,14,20,-99,19,30,-99,22,19,-99,15,19,19,17,15,20,15,18,32,9,21,20,42,18
05/01/2015,18,0,15,8,-99,26,14,16,13,28,12,21,-99,22,6,-99,25,12,-99,1,15,4,13,14,15,17,19,29,12,19,22,15,10
05/01/2015,19,0,10,10,-99,16,10,15,7,34,10,14,-99,17,2,-99,20,10,-99,14,11,3,8,19,11,13,15,24,-99,14,21,2,5
05/01/2015,20,0,7,15,-99,18,9,15,6,24,14,16,-99,15,1,-99,15,11,-99,5,9,3,7,8,10,11,17,15,-99,13,15,2,2
05/01/2015,21,0,6,11,-99,8,10,10,7,21,10,10,-99,11,2,-99,8,10,-99,1,10,3,8,2,11,10,11,3,-99,13,12,2,1
05/01/2015,22,0,6,10,-99,5,6,6,6,9,9,7,-99,5,2,-99,3,6,-99,1,9,3,6,2,7,9,9,3,-99,8,6,2,1
05/01/2015,23,0,5,6,-99,4,7,1,6,4,8,6,-99,6,1,-99,3,6,-99,0,8,3,6,2,7,5,5,4,-99,8,4,2,1
05/01/2015,24,0,4,4,-99,5,5,1,6,3,3,3,-99,4,1,-99,4,3,-99,1,6,3,4,2,6,5,5,5,-99,7,4,2,2
06/01/2015,1,0,2,4,-99,7,3,1,4,2,3,4,-99,4,1,-99,4,2,-99,2,4,3,3,2,4,5,8,7,1,5,3,2,4
06/01/2015,2,1,1,5,-99,8,2,1,2,2,4,6,-99,6,3,-99,7,2,-99,4,3,3,1,2,3,3,11,5,0,3,4,9,3
06/01/2015,3,1,1,3,-99,11,1,1,2,1,2,8,-99,7,10,-99,7,2,-99,3,2,4,1,2,3,3,14,7,0,3,4,10,4
06/01/2015,4,2,1,2,-99,16,1,1,2,1,3,12,-99,12,10,-99,9,1,-99,3,2,6,1,3,2,2,13,6,0,2,4,8,4
06/01/2015,5,3,1,2,-99,17,1,1,2,1,2,14,-99,6,14,-99,6,1,-99,7,2,8,1,2,2,2,12,7,0,2,3,28,4
06/01/2015,6,11,1,2,-99,12,1,2,1,1,1,8,-99,6,9,-99,8,1,-99,6,2,7,1,2,2,2,16,7,0,2,3,24,6
06/01/2015,7,9,1,2,-99,14,1,2,2,1,2,6,-99,7,10,-99,6,2,-99,3,2,7,1,2,2,2,16,6,0,2,4,13,8
06/01/2015,8,9,1,2,-99,5,3,3,2,1,3,2,-99,4,8,-99,2,3,-99,3,3,8,2,2,3,2,12,4,0,4,3,8,6
06/01/2015,9,9,1,3,-99,6,5,4,2,1,8,5,-99,4,7,-99,5,4,-99,2,5,10,3,2,5,-99,16,5,2,4,2,9,6
06/01/2015,10,12,2,3,-99,7,5,7,1,6,6,8,-99,7,11,-99,7,5,-99,4,6,16,1,4,5,5,15,11,4,4,5,14,7
06/01/2015,11,15,2,3,-99,8,5,5,2,15,3,8,-99,7,11,-99,7,4,-99,5,5,15,2,7,5,4,8,9,3,6,6,21,8
06/01/2015,12,9,1,1,-99,5,3,3,2,12,2,5,-99,5,11,-99,5,3,-99,4,3,11,1,5,4,4,5,6,2,5,4,22,7
06/01/2015,13,3,1,2,-99,4,2,3,1,8,2,4,-99,4,8,-99,5,2,-99,3,2,10,1,5,3,3,-99,8,1,3,4,13,7
06/01/2015,14,-99,1,5,-99,4,1,2,1,3,3,3,-99,3,4,-99,4,2,-99,4,2,7,1,5,3,3,-99,9,1,3,4,4,5
06/01/2015,15,1,1,3,-99,6,2,2,2,22,5,4,-99,3,2,-99,4,3,-99,3,3,4,2,5,3,3,-99,4,2,3,4,2,3
06/01/2015,16,1,1,7,-99,4,3,2,3,17,5,6,-99,4,1,-99,3,4,-99,2,4,3,3,3,3,3,3,2,2,3,4,2,2
06/01/2015,17,1,2,11,-99,2,4,2,6,2,12,2,-99,2,1,-99,2,2,-99,1,5,4,6,2,4,3,2,1,4,4,2,1,2
06/01/2015,18,1,7,1,-99,2,1,2,11,1,11,2,-99,2,1,-99,2,8,-99,1,9,3,11,2,2,3,2,1,5,2,2,1,2
06/01/2015,19,1,8,1,-99,2,2,2,13,1,3,2,-99,1,1,-99,2,1,-99,1,4,3,7,2,1,2,2,1,6,2,2,1,2
06/01/2015,20,1,1,1,-99,2,2,2,5,1,2,1,-99,1,2,-99,2,2,-99,1,2,3,3,2,1,1,5,2,2,2,2,2,2
06/01/2015,21,1,1,1,-99,2,1,2,1,1,1,2,-99,2,2,-99,2,1,-99,1,2,3,1,-99,2,1,6,1,2,2,2,1,1
06/01/2015,22,0,0,8,-99,2,0,1,1,1,2,4,-99,4,2,-99,2,1,-99,1,1,4,1,2,1,2,4,2,1,2,3,1,2
06/01/2015,23,0,3,18,-99,2,2,2,5,2,12,2,-99,2,1,-99,1,4,-99,1,5,3,5,2,2,1,3,2,2,2,2,1,1
06/01/2015,24,1,6,20,-99,4,7,1,6,2,11,4,-99,2,1,-99,1,5,-99,1,8,3,7,2,5,2,6,2,4,3,2,2,1
07/01/2015,1,0,5,11,-99,8,5,1,5,3,12,9,-99,5,1,-99,2,5,-99,1,7,3,5,2,4,2,9,2,4,5,2,2,1
07/01/2015,2,1,4,7,-99,2,5,1,5,6,6,5,-99,4,1,-99,1,4,-99,1,5,3,4,1,6,3,8,3,4,9,2,2,1
07/01/2015,3,0,3,2,-99,2,4,1,3,20,4,3,-99,2,1,-99,1,3,-99,1,5,2,3,1,7,6,5,3,3,8,2,2,1
07/01/2015,4,0,3,8,-99,2,3,1,2,12,2,3,-99,2,1,-99,1,2,-99,1,4,3,3,1,6,4,6,9,2,7,1,6,1
07/01/2015,5,0,2,22,-99,5,3,1,2,5,6,3,-99,1,2,-99,1,4,-99,1,3,3,1,2,3,2,10,4,2,5,1,2,1
07/01/2015,6,1,1,3,-99,4,4,1,3,5,12,6,-99,3,2,-99,2,5,-99,1,3,3,2,2,6,1,4,2,2,4,1,2,2
07/01/2015,7,0,1,2,-99,3,7,1,5,6,4,4,-99,4,1,-99,3,6,-99,1,6,3,4,2,7,2,3,4,1,8,2,2,2
07/01/2015,8,1,3,2,-99,4,5,1,4,6,3,3,-99,4,2,-99,3,2,-99,1,7,4,4,2,6,3,5,5,2,8,3,2,4
07/01/2015,9,1,4,3,-99,4,2,3,4,6,3,5,-99,5,2,-99,4,2,-99,1,4,4,3,3,4,2,7,4,4,3,2,2,2
07/01/2015,10,1,3,2,-99,3,3,2,3,2,3,4,-99,-99,2,-99,3,2,-99,1,4,3,4,2,4,2,5,2,3,3,2,1,2
07/01/2015,11,1,2,1,-99,2,2,1,3,1,2,2,-99,-99,2,-99,2,2,-99,1,3,4,2,2,3,2,-99,2,2,2,2,2,2
07/01/2015,12,0,1,0,-99,2,1,1,2,1,1,1,-99,-99,2,-99,2,1,-99,1,2,3,1,2,2,1,-99,2,2,2,-99,1,1
07/01/2015,13,-99,-99,0,-99,1,0,1,1,1,1,1,-99,1,1,-99,1,1,-99,1,1,3,1,2,2,1,-99,2,1,2,-99,1,2
07/01/2015,14,1,-99,0,-99,1,0,1,1,1,1,1,-99,1,1,-99,1,1,-99,1,2,2,1,1,1,1,-99,2,1,2,-99,1,2
07/01/2015,15,1,-99,1,-99,1,1,1,1,0,2,1,-99,1,1,-99,1,1,-99,1,2,2,1,1,1,1,5,2,1,2,1,1,-99
07/01/2015,16,1,1,1,-99,1,1,1,1,0,1,1,-99,1,1,-99,1,1,-99,1,2,2,1,-99,1,2,5,2,1,2,1,1,-99
07/01/2015,17,1,0,1,-99,2,1,1,1,0,1,1,-99,1,1,-99,1,1,-99,1,2,2,1,-99,1,2,4,2,1,2,1,1,-99
07/01/2015,18,1,1,1,-99,1,1,1,1,0,1,1,-99,1,1,-99,2,1,-99,2,2,2,1,-99,2,2,6,2,1,2,1,1,-99
07/01/2015,19,0,1,1,-99,1,0,1,1,1,1,1,-99,1,1,-99,1,1,-99,1,2,2,1,1,1,2,6,2,1,2,1,1,-99
07/01/2015,20,0,1,0,-99,2,1,1,1,1,1,1,-99,1,1,-99,1,1,-99,1,2,2,1,1,1,1,7,1,1,1,1,1,-99
07/01/2015,21,0,0,0,-99,1,0,0,1,1,1,1,-99,1,1,-99,1,1,-99,0,1,2,1,1,1,1,4,2,1,1,1,1,-99
07/01/2015,22,0,0,0,-99,1,0,0,1,1,1,1,-99,0,1,-99,1,0,-99,0,1,2,1,1,1,-99,3,2,1,2,1,1,-99
07/01/2015,23,0,0,0,-99,1,0,1,1,1,1,1,-99,0,1,-99,1,0,-99,0,1,2,1,1,1,1,5,2,0,1,1,1,-99
07/01/2015,24,0,0,0,-99,1,0,1,1,1,1,1,-99,0,1,-99,1,0,-99,0,1,2,1,1,1,1,5,2,0,2,1,1,-99
08/01/2015,1,0,0,0,-99,1,0,1,1,1,1,1,-99,0,1,-99,1,1,-99,0,1,2,1,1,1,1,2,2,-99,1,1,1,-99
08/01/2015,2,0,0,0,-99,1,0,1,1,1,1,1,-99,0,0,-99,1,1,-99,0,1,2,1,1,1,0,2,2,-99,1,1,1,-99
08/01/2015,3,0,0,0,-99,1,0,0,1,0,1,1,-99,0,0,-99,1,0,-99,0,1,2,1,1,1,1,3,2,-99,1,1,1,-99
08/01/2015,4,0,0,0,-99,1,0,0,1,0,1,1,-99,0,1,-99,0,0,-99,1,1,1,1,1,1,0,2,2,-99,1,1,1,-99
08/01/2015,5,0,0,0,-99,1,0,0,1,0,1,1,-99,0,1,-99,0,0,-99,0,1,2,1,1,1,1,4,2,-99,1,1,1,-99
08/01/2015,6,0,0,0,-99,1,1,0,1,0,0,1,-99,0,1,-99,1,1,-99,1,1,1,1,1,1,0,4,2,-99,1,1,1,-99
08/01/2015,7,0,0,0,-99,2,0,0,1,0,1,2,-99,1,1,-99,1,0,-99,0,1,2,0,1,1,1,3,2,-99,1,1,1,-99
08/01/2015,8,0,0,0,-99,1,0,1,1,0,1,1,-99,1,1,-99,1,0,-99,0,1,2,0,1,2,1,2,2,-99,2,1,1,-99
08/01/2015,9,0,0,0,-99,1,1,1,0,0,1,1,-99,1,1,-99,1,1,-99,1,1,3,1,1,1,0,4,2,-99,1,1,1,-99
08/01/2015,10,0,0,1,-99,1,1,0,1,0,1,1,-99,1,1,-99,1,1,-99,0,1,2,1,1,1,0,4,2,-99,1,1,1,-99
