FECHA,HORA,ACO,AJM,ATI,BJU,CAM,CCA,CHO,COY,CUA,CUT,FAC,HGM,INN,IZT,LLA,LPR,MER,MGH,MON,NEZ,PED,SAG,SFE,SJA,SUR,TAH,TLA,TLI,TPN,UAX,UIZ,VIF,XAL
07/07/2015,4,-99,37,16,-99,36,19,-99,23,38,16,18,37,-99,37,-99,-99,38,38,17,40,13,24,-99,37,-99,34,31,28,-99,25,37,23,36
07/07/2015,5,-99,32,18,-99,31,20,-99,29,42,15,20,34,-99,36,-99,-99,36,43,17,40,16,25,-99,36,-99,29,26,31,-99,23,34,27,36
07/07/2015,6,-99,21,21,-99,32,23,-99,29,42,12,21,32,-99,35,-99,-99,36,43,19,38,25,24,-99,35,-99,30,29,30,-99,26,32,29,39
07/07/2015,7,-99,20,24,-99,34,24,-99,28,43,15,26,34,-99,36,-99,-99,36,43,16,30,26,21,-99,35,-99,29,33,29,-99,25,37,27,44
07/07/2015,8,-99,30,32,-99,40,29,-99,36,35,24,35,44,-99,44,-99,-99,45,48,25,37,28,24,-99,44,-99,33,42,33,-99,29,49,33,49
07/07/2015,9,-99,34,36,-99,50,45,-99,51,21,25,46,58,-99,55,-99,-99,51,58,27,58,38,35,-99,56,-99,31,55,38,-99,40,62,22,67
07/07/2015,10,-99,33,38,-99,49,43,-99,50,32,19,53,52,-99,53,-99,-99,65,58,16,76,40,40,-99,65,-99,35,61,36,-99,38,67,16,71
07/07/2015,11,-99,27,47,-99,47,34,-99,42,31,13,32,70,-99,56,-99,-99,75,44,13,54,27,37,-99,52,-99,27,60,30,-99,31,68,19,64
07/07/2015,12,-99,19,37,-99,50,33,-99,52,30,11,38,63,-99,64,-99,-99,55,42,13,30,21,22,-99,41,-99,18,56,20,-99,26,53,16,44
07/07/2015,13,-99,24,26,-99,41,34,-99,50,22,8,44,45,-99,44,-99,-99,31,37,15,12,22,18,-99,18,-99,20,50,11,-99,28,26,10,39
07/07/2015,14,-99,29,23,-99,44,34,-99,42,28,15,41,36,-99,23,-99,-99,24,38,17,13,30,27,-99,17,-99,16,45,17,-99,19,15,13,44
07/07/2015,15,-99,22,21,-99,40,30,-99,31,36,16,29,39,-99,30,-99,-99,37,41,20,25,26,22,-99,21,-99,16,31,17,-99,18,20,12,28
07/07/2015,16,-99,18,18,-99,27,30,-99,33,30,15,30,29,-99,29,-99,-99,25,31,22,21,22,16,-99,19,-99,12,40,11,-99,15,24,17,25
07/07/2015,17,-99,14,20,-99,35,30,-99,28,26,12,35,39,-99,31,-99,-99,38,42,16,25,26,23,-99,30,-99,9,34,12,-99,13,19,20,35
07/07/2015,18,-99,8,20,-99,33,18,-99,26,19,18,33,31,-99,27,-99,-99,36,25,13,20,18,18,-99,30,-99,10,31,35,-99,15,18,17,41
07/07/2015,19,-99,24,27,-99,40,33,-99,39,19,15,38,24,-99,23,-99,-99,39,34,14,40,40,34,-99,31,-99,16,38,37,-99,14,34,17,57
07/07/2015,20,-99,27,60,-99,72,40,-99,55,35,35,71,49,-99,54,-99,-99,63,52,45,54,49,53,-99,62,-99,30,70,34,-99,34,46,26,58
07/07/2015,21,-99,28,56,-99,77,34,-99,50,55,42,72,76,-99,79,-99,-99,70,66,37,68,32,55,-99,76,-99,27,73,-99,-99,51,61,34,42
07/07/2015,22,-99,19,36,-99,67,36,-99,41,60,19,56,66,-99,55,-99,-99,62,63,34,41,31,48,-99,65,-99,17,61,48,-99,41,59,28,50
07/07/2015,23,-99,14,27,-99,56,33,-99,39,56,21,46,57,-99,51,-99,-99,57,50,31,58,26,37,-99,61,-99,19,46,43,-99,43,51,25,49
07/07/2015,24,-99,4,22,-99,49,20,-99,36,49,11,35,49,-99,47,-99,-99,49,38,28,57,16,28,-99,37,-99,25,38,28,-99,40,48,21,44
08/07/2015,1,-99,7,17,-99,36,24,-99,35,39,11,24,37,-99,-99,-99,-99,41,22,21,45,24,38,-99,39,-99,27,26,28,-99,38,46,20,42
08/07/2015,2,-99,15,14,-99,25,21,-99,22,34,15,18,21,-99,-99,-99,-99,29,17,19,20,20,25,-99,40,-99,28,27,24,-99,34,38,19,43
08/07/2015,3,-99,11,9,-99,28,16,-99,20,34,20,15,21,-99,-99,-99,-99,31,23,16,22,11,25,-99,33,-99,25,25,25,-99,23,35,21,33
08/07/2015,4,-99,8,12,-99,33,16,-99,18,25,18,14,33,-99,-99,-99,-99,33,32,18,27,11,23,-99,34,-99,19,31,22,-99,25,32,15,36
08/07/2015,5,-99,9,19,-99,31,16,-99,20,35,17,21,37,-99,-99,-99,-99,35,35,20,29,13,20,-99,30,-99,22,31,28,-99,26,31,24,30
08/07/2015,6,-99,14,21,-99,32,16,-99,22,37,22,23,34,-99,-99,-99,-99,43,31,15,32,22,22,-99,26,-99,21,31,29,-99,25,31,28,33
08/07/2015,7,-99,19,22,-99,33,16,-99,22,35,18,24,34,-99,-99,-99,-99,48,28,15,32,24,22,-99,28,-99,22,33,29,-99,24,30,28,35
08/07/2015,8,-99,27,24,-99,44,25,-99,31,30,25,29,42,-99,-99,-99,-99,49,29,23,28,28,27,-99,30,-99,15,39,30,-99,28,32,27,43
08/07/2015,9,-99,24,15,-99,45,28,-99,38,25,27,23,43,-99,-99,-99,-99,46,21,20,35,27,36,-99,51,-99,21,31,31,-99,36,44,24,49
08/07/2015,10,-99,27,13,-99,39,19,-99,32,18,20,17,41,-99,-99,-99,-99,51,17,18,45,18,46,-99,45,-99,24,34,31,-99,33,40,19,58
08/07/2015,11,-99,26,14,-99,35,25,-99,32,17,20,20,34,-99,-99,-99,-99,50,25,15,38,19,43,-99,48,-99,23,35,27,-99,26,35,15,64
08/07/2015,12,-99,28,20,-99,43,26,-99,34,24,13,26,48,-99,-99,-99,-99,44,33,12,19,21,22,-99,37,-99,12,38,22,-99,23,25,12,47
08/07/2015,13,-99,26,26,-99,40,25,-99,31,30,8,40,42,-99,-99,-99,-99,31,42,14,13,26,15,-99,19,-99,6,40,14,-99,19,13,8,35
08/07/2015,14,-99,21,17,-99,28,19,-99,22,37,6,39,22,-99,-99,-99,-99,19,25,13,11,23,15,-99,13,-99,6,30,12,-99,11,10,8,27
08/07/2015,15,-99,16,13,-99,27,13,-99,18,25,8,25,20,-99,-99,-99,-99,18,18,12,11,12,13,-99,14,-99,5,24,10,-99,10,10,8,24
08/07/2015,16,-99,15,14,-99,22,16,-99,21,21,6,24,25,-99,-99,-99,-99,19,22,13,24,13,11,-99,16,-99,5,21,10,-99,11,21,7,23
08/07/2015,17,-99,16,16,-99,31,18,-99,36,25,9,32,40,-99,-99,-99,-99,35,44,18,33,21,16,-99,20,-99,6,22,13,-99,10,19,14,36
08/07/2015,18,-99,28,18,-99,23,26,-99,29,23,14,28,21,-99,-99,-99,-99,25,30,-99,22,33,19,-99,14,-99,7,25,14,-99,14,23,15,35
08/07/2015,19,-99,20,17,-99,28,23,-99,31,30,15,24,26,-99,-99,-99,-99,25,32,16,29,25,20,-99,14,-99,9,25,15,-99,13,30,15,39
08/07/2015,20,-99,12,21,-99,29,17,-99,25,37,14,38,32,-99,-99,-99,-99,38,39,19,50,21,19,-99,24,-99,7,-99,17,-99,-99,48,15,34
08/07/2015,21,-99,7,26,-99,32,19,-99,22,24,19,35,28,-99,-99,-99,-99,35,30,20,36,19,27,-99,43,-99,6,37,23,-99,18,32,20,40
08/07/2015,22,-99,6,28,-99,37,9,-99,19,27,16,45,33,-99,-99,-99,-99,37,22,20,44,11,31,-99,39,-99,21,34,33,-99,15,30,18,43
08/07/2015,23,-99,6,18,-99,38,15,-99,31,20,11,18,42,-99,-99,-99,-99,40,24,31,54,11,34,-99,42,-99,25,31,37,-99,28,43,19,48
08/07/2015,24,-99,10,18,-99,44,24,-99,43,29,17,19,39,-99,-99,-99,-99,51,28,26,48,18,33,-99,55,-99,15,23,29,-99,25,48,32,51
09/07/2015,1,11,7,12,-99,49,33,-99,39,30,22,24,47,-99,-99,-99,-99,48,28,26,50,19,32,-99,47,-99,13,-99,32,-99,23,35,36,41
09/07/2015,2,11,4,8,-99,35,17,-99,31,34,27,20,34,-99,-99,-99,-99,45,22,24,46,7,34,-99,42,-99,13,-99,41,-99,28,32,21,47
09/07/2015,3,8,5,7,-99,29,8,-99,28,32,23,16,22,-99,-99,-99,-99,26,22,23,39,6,34,-99,38,-99,16,-99,34,-99,24,35,19,46
09/07/2015,4,10,5,9,-99,32,10,-99,21,30,24,13,26,-99,-99,-99,-99,26,26,20,38,6,29,-99,37,-99,18,-99,26,-99,19,33,19,38
09/07/2015,5,15,9,16,-99,37,16,-99,15,37,26,21,31,-99,-99,-99,-99,34,32,18,33,9,26,-99,34,-99,18,-99,28,-99,22,30,26,39
09/07/2015,6,15,16,19,-99,37,19,-99,24,35,22,26,35,-99,-99,-99,-99,37,34,19,31,20,25,-99,33,-99,19,-99,29,-99,22,32,21,34
09/07/2015,7,19,18,26,-99,35,21,-99,28,34,21,31,34,-99,-99,-99,-99,34,30,19,34,25,25,-99,36,-99,23,-99,30,-99,22,32,29,40
09/07/2015,8,17,21,25,-99,35,22,-99,26,24,28,20,38,-99,-99,-99,-99,35,23,23,28,22,33,-99,38,-99,22,-99,28,-99,28,41,29,42
09/07/2015,9,16,20,11,-99,29,19,-99,27,19,19,18,33,-99,-99,-99,-99,35,21,23,35,18,31,-99,39,-99,24,-99,25,-99,36,43,24,52
09/07/2015,10,11,16,10,-99,29,20,-99,31,20,15,16,27,-99,-99,-99,-99,33,17,29,48,16,43,-99,35,-99,29,-99,30,-99,27,38,16,47
09/07/2015,11,13,18,14,-99,30,24,-99,28,17,9,19,32,-99,-99,-99,-99,34,24,22,54,21,29,-99,36,-99,35,-99,21,-99,32,39,13,56
09/07/2015,12,9,21,17,-99,35,25,-99,29,16,6,18,28,-99,-99,-99,-99,35,22,16,46,24,15,-99,33,-99,37,-99,13,-99,29,41,10,42
09/07/2015,13,5,24,13,-99,31,22,-99,27,17,8,23,33,-99,-99,-99,-99,35,25,16,29,21,12,-99,24,-99,24,-99,12,-99,28,35,11,32
09/07/2015,14,5,23,16,-99,33,21,-99,29,25,7,32,35,-99,-99,-99,-99,34,28,15,23,20,10,-99,17,-99,16,-99,12,-99,22,24,10,27
09/07/2015,15,6,17,18,-99,26,22,-99,29,29,7,35,33,-99,-99,-99,-99,21,32,14,17,21,10,-99,12,-99,13,-99,11,-99,15,24,11,25
09/07/2015,16,7,19,14,-99,19,23,-99,28,34,7,27,24,-99,-99,-99,-99,21,32,12,16,29,14,-99,16,-99,-99,-99,11,-99,11,15,9,28
09/07/2015,17,8,10,20,-99,33,23,-99,22,35,10,32,30,-99,-99,-99,-99,28,32,15,18,19,24,-99,16,-99,7,-99,14,-99,14,18,9,27
09/07/2015,18,9,7,20,-99,36,15,-99,20,27,9,19,39,-99,-99,-99,-99,40,27,17,23,17,18,-99,19,-99,8,-99,15,-99,15,16,11,17
09/07/2015,19,8,13,16,-99,33,19,-99,29,17,11,19,32,-99,-99,-99,-99,39,20,10,26,18,19,-99,34,-99,8,-99,16,-99,19,30,12,30
09/07/2015,20,7,10,23,-99,44,23,-99,31,21,10,33,40,-99,-99,-99,-99,39,30,12,49,22,34,-99,33,-99,17,-99,30,-99,23,40,15,38
09/07/2015,21,6,10,21,-99,42,19,-99,38,22,13,19,34,-99,-99,-99,-99,43,20,12,56,23,33,-99,48,-99,19,-99,48,-99,27,37,16,36
09/07/2015,22,7,21,16,-99,40,30,-99,31,26,13,18,29,-99,-99,-99,-99,39,29,36,53,30,22,-99,51,-99,30,-99,34,-99,37,36,14,30
09/07/2015,23,4,25,16,-99,44,32,-99,38,15,13,16,31,-99,-99,-99,-99,47,26,43,29,29,15,-99,40,-99,25,-99,45,-99,31,47,13,32
09/07/2015,24,6,12,10,-99,33,31,-99,37,16,16,15,33,-99,-99,-99,-99,41,27,14,37,20,14,-99,37,-99,18,-99,30,-99,41,45,14,26
10/07/2015,1,10,9,9,-99,27,20,-99,33,31,9,15,20,-99,-99,-99,-99,25,23,21,47,14,16,-99,43,-99,14,22,30,-99,39,39,11,28
10/07/2015,2,16,12,11,-99,36,18,-99,23,38,7,14,-99,-99,-99,-99,-99,35,21,31,40,13,13,-99,24,-99,16,26,14,-99,35,37,10,16
10/07/2015,3,11,14,6,-99,26,17,-99,26,23,13,11,29,-99,-99,-99,-99,31,22,29,32,12,18,-99,29,-99,18,20,17,-99,30,36,11,34
10/07/2015,4,11,9,6,-99,23,12,-99,23,26,22,12,21,-99,-99,-99,-99,19,18,26,38,10,17,-99,25,-99,17,20,20,-99,28,31,11,28
10/07/2015,5,17,14,11,-99,29,18,-99,18,27,18,18,27,-99,-99,-99,-99,31,17,23,36,20,25,-99,33,-99,25,25,30,-99,23,32,16,29
10/07/2015,6,13,18,16,-99,33,19,-99,25,20,23,17,36,-99,-99,-99,-99,34,24,18,37,24,26,-99,34,-99,24,32,30,-99,27,34,24,35
10/07/2015,7,19,26,24,-99,36,25,-99,32,25,22,30,40,-99,-99,-99,-99,36,27,15,39,27,27,-99,35,-99,22,34,29,-99,30,35,31,40
10/07/2015,8,17,21,22,-99,34,23,-99,31,27,29,24,40,-99,-99,-99,-99,36,25,17,39,21,29,-99,35,-99,22,31,32,-99,28,36,29,40
10/07/2015,9,14,17,14,-99,31,19,-99,29,19,21,16,27,-99,-99,-99,-99,30,22,17,39,15,19,-99,34,-99,23,28,30,-99,27,31,22,41
10/07/2015,10,13,15,12,-99,36,18,-99,-99,17,12,17,26,-99,-99,-99,-99,31,22,17,44,15,17,-99,32,-99,18,29,27,-99,26,36,14,39
10/07/2015,11,11,15,24,-99,34,19,-99,-99,17,10,21,30,-99,-99,-99,-99,28,22,18,47,14,16,-99,35,-99,16,37,18,-99,19,35,12,33
10/07/2015,12,6,19,19,-99,31,18,-99,-99,18,9,25,36,-99,-99,-99,-99,47,25,19,38,19,18,-99,34,-99,14,35,16,-99,22,30,-99,35
10/07/2015,13,5,20,21,-99,37,29,-99,-99,29,8,34,35,-99,-99,-99,-99,37,31,17,29,19,18,-99,28,-99,15,31,14,-99,24,28,-99,26
10/07/2015,14,5,17,22,-99,33,28,-99,34,35,7,52,40,-99,-99,-99,-99,30,35,14,25,23,13,-99,19,-99,17,30,15,-99,18,24,-99,26
10/07/2015,15,4,18,19,-99,30,30,-99,34,30,9,34,27,-99,-99,-99,-99,22,37,11,23,26,9,-99,16,-99,13,27,14,-99,16,14,-99,23
10/07/2015,16,7,16,15,-99,32,25,-99,23,35,9,33,29,-99,-99,-99,-99,22,27,14,21,29,16,-99,15,-99,9,33,15,-99,13,21,9,30
10/07/2015,17,5,21,18,-99,35,20,-99,24,24,10,25,29,-99,-99,-99,-99,31,30,21,20,20,20,-99,21,-99,9,37,17,-99,12,20,11,26
10/07/2015,18,4,25,18,-99,28,24,-99,28,21,10,20,28,-99,-99,-99,-99,34,27,16,18,31,16,-99,21,-99,8,31,13,-99,14,27,11,18
10/07/2015,19,7,32,21,-99,26,27,-99,30,21,10,19,26,-99,-99,-99,-99,30,29,18,23,31,14,-99,17,-99,10,20,12,-99,14,22,12,21
10/07/2015,20,12,31,23,-99,26,24,-99,24,24,9,26,31,-99,-99,-99,-99,35,28,15,22,28,16,-99,29,-99,13,25,17,-99,11,14,12,21
10/07/2015,21,12,13,18,-99,28,22,-99,22,20,9,24,25,-99,-99,-99,-99,31,28,11,21,15,15,-99,22,-99,10,25,19,-99,11,13,14,24
10/07/2015,22,13,19,18,-99,25,21,-99,25,19,10,21,22,-99,-99,-99,-99,22,23,11,23,16,17,-99,17,-99,14,28,20,-99,11,24,13,26
10/07/2015,23,9,25,15,-99,27,26,-99,25,17,9,18,27,-99,-99,-99,-99,24,20,9,22,22,20,-99,20,-99,11,27,19,-99,20,28,17,24
10/07/2015,24,4,23,11,-99,29,20,-99,23,13,7,13,28,-99,-99,-99,-99,26,15,9,23,17,16,-99,24,-99,7,24,14,-99,25,28,11,16
11/07/2015,1,5,18,7,-99,27,13,-99,16,8,6,8,22,-99,-99,-99,-99,26,8,15,29,11,11,-99,26,-99,11,17,17,-99,18,26,9,9
11/07/2015,2,4,12,14,-99,19,9,-99,12,7,4,9,18,-99,-99,-99,-99,23,7,12,27,7,8,-99,18,-99,15,13,20,-99,11,23,8,9
11/07/2015,3,5,8,13,-99,16,9,-99,10,7,5,8,15,-99,-99,-99,-99,21,7,14,23,8,8,-99,18,-99,10,14,11,-99,10,22,6,11
11/07/2015,4,10,8,15,-99,16,8,-99,10,7,6,8,15,-99,-99,-99,-99,19,8,15,24,7,8,-99,19,-99,11,16,9,-99,11,20,8,18
11/07/2015,5,10,10,20,-99,21,10,-99,12,9,17,12,22,-99,-99,-99,-99,21,10,11,24,9,11,-99,16,-99,11,21,12,-99,12,21,7,13
11/07/2015,6,10,12,21,-99,24,14,-99,18,13,14,19,25,-99,-99,-99,-99,20,15,9,23,14,12,-99,20,-99,16,24,17,-99,18,22,11,18
11/07/2015,7,11,14,21,-99,23,18,-99,20,13,14,17,26,-99,-99,-99,-99,21,17,9,24,18,15,-99,20,-99,20,26,21,-99,19,23,16,24
11/07/2015,8,9,13,16,-99,22,17,-99,18,14,11,15,21,-99,-99,-99,-99,24,15,9,24,17,14,-99,20,-99,17,22,22,-99,18,24,15,-99
11/07/2015,9,6,9,14,-99,18,13,-99,15,13,8,10,17,-99,-99,-99,-99,20,11,10,19,11,12,-99,21,-99,14,17,14,-99,12,19,12,-99
11/07/2015,10,3,9,10,-99,19,11,-99,16,9,7,14,21,-99,-99,-99,-99,23,12,11,21,9,13,-99,21,-99,14,18,11,-99,13,21,9,-99
11/07/2015,11,2,11,10,-99,17,19,-99,17,13,6,17,22,-99,-99,-99,-99,21,16,12,26,12,9,-99,19,-99,16,23,8,-99,15,23,5,-99
11/07/2015,12,3,10,11,-99,15,-99,-99,17,14,4,15,18,-99,-99,-99,-99,20,13,13,22,13,8,-99,17,-99,14,19,6,-99,13,20,5,-99
11/07/2015,13,2,11,12,-99,16,15,-99,13,13,5,15,14,-99,-99,-99,-99,18,14,10,16,13,8,-99,14,-99,10,20,6,-99,12,16,5,-99
11/07/2015,14,2,10,9,-99,11,15,-99,14,14,5,13,19,-99,-99,-99,-99,16,11,10,18,12,7,-99,8,-99,12,16,6,-99,12,13,5,10
11/07/2015,15,2,12,8,-99,13,12,-99,15,13,5,14,17,-99,-99,-99,-99,12,10,11,14,12,8,-99,8,-99,11,14,6,-99,9,15,5,11
11/07/2015,16,2,15,9,-99,13,10,-99,13,12,4,14,14,-99,-99,-99,-99,11,12,14,14,11,8,-99,11,-99,8,14,6,-99,12,13,5,13
11/07/2015,17,3,17,10,-99,14,19,-99,16,12,4,19,18,-99,-99,-99,-99,15,14,15,18,13,8,-99,15,-99,10,14,7,-99,13,13,6,12
11/07/2015,18,4,12,14,-99,19,17,-99,21,17,5,28,28,-99,-99,-99,-99,36,18,11,30,16,10,-99,22,-99,16,19,7,-99,15,26,7,12
11/07/2015,19,5,10,12,-99,15,19,-99,30,18,5,25,23,-99,-99,-99,-99,25,19,8,28,22,12,-99,11,-99,15,13,9,-99,28,51,7,12
11/07/2015,20,7,20,12,-99,16,17,-99,15,18,7,16,11,-99,-99,-99,-99,16,12,7,18,18,13,-99,8,-99,17,12,10,-99,35,25,8,12
11/07/2015,21,5,14,14,-99,15,14,-99,14,14,9,17,11,-99,-99,-99,-99,14,13,6,16,13,12,-99,11,-99,13,23,14,-99,16,15,11,18
11/07/2015,22,6,14,14,-99,15,12,-99,14,13,8,17,15,-99,-99,-99,-99,16,13,7,15,13,12,-99,11,-99,12,19,13,-99,14,15,12,21
11/07/2015,23,7,17,11,-99,13,11,-99,13,11,7,16,14,-99,-99,-99,-99,15,13,5,15,15,9,-99,11,-99,17,19,12,-99,14,12,10,16
11/07/2015,24,8,14,11,-99,19,13,-99,12,9,7,11,12,-99,-99,-99,-99,13,16,11,12,15,8,-99,9,-99,12,20,10,-99,12,12,8,16
12/07/2015,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
12/07/2015,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
12/07/2015,3,-99,9,7,-99,23,-99,-99,-99,6,-99,-99,14,-99,-99,-99,-99,-99,4,6,24,-99,7,-99,-99,-99,9,-99,10,-99,8,20,-99,-99
12/07/2015,4,8,5,11,-99,22,8,-99,9,4,7,7,19,-99,-99,-99,-99,20,5,11,22,6,8,-99,16,-99,7,9,16,-99,8,23,6,8
12/07/2015,5,7,5,12,-99,15,7,-99,8,6,7,7,17,-99,-99,-99,-99,21,6,16,24,5,8,-99,18,-99,8,10,16,-99,8,21,7,11
12/07/2015,6,10,8,11,-99,18,8,-99,11,6,8,7,19,-99,-99,-99,-99,22,9,14,25,7,14,-99,21,-99,9,12,16,-99,10,21,14,16
12/07/2015,7,12,13,12,-99,19,12,-99,15,8,12,10,19,-99,-99,-99,-99,21,13,14,24,12,14,-99,21,-99,12,17,18,-99,14,21,16,20
12/07/2015,8,7,10,11,-99,15,11,-99,14,8,9,9,16,-99,-99,-99,-99,18,10,11,22,10,13,-99,18,-99,11,17,13,-99,12,15,10,19
12/07/2015,9,8,15,7,-99,16,10,-99,11,9,6,8,16,-99,-99,-99,-99,16,9,9,19,10,10,-99,20,-99,9,14,11,-99,10,14,6,22
12/07/2015,10,6,11,11,-99,17,9,-99,10,7,5,11,13,-99,-99,-99,-99,16,9,12,20,7,7,-99,20,-99,10,14,10,-99,10,14,6,18
12/07/2015,11,5,9,7,-99,17,12,-99,11,8,3,9,15,-99,-99,-99,-99,17,9,14,21,8,10,-99,17,-99,11,13,7,-99,10,14,5,18
12/07/2015,12,5,13,7,-99,13,12,-99,13,8,3,12,16,-99,-99,-99,-99,17,12,13,18,11,11,-99,16,-99,9,15,7,-99,12,15,6,20
12/07/2015,13,4,12,10,-99,15,12,-99,12,13,5,17,19,-99,-99,-99,-99,21,14,11,15,12,7,-99,13,-99,8,17,16,-99,8,12,8,26
12/07/2015,14,3,14,14,-99,16,10,-99,9,18,5,20,16,-99,-99,-99,-99,17,14,11,14,11,8,-99,11,-99,6,18,13,-99,5,10,8,14
12/07/2015,15,3,8,15,-99,18,8,-99,9,12,6,27,16,-99,-99,-99,-99,17,15,12,15,7,11,-99,16,-99,3,23,9,-99,7,9,6,13
12/07/2015,16,4,3,24,-99,14,6,-99,7,8,8,19,13,-99,-99,-99,-99,20,13,10,10,4,18,-99,18,-99,3,16,16,-99,5,8,8,23
12/07/2015,17,7,3,18,-99,11,4,-99,6,8,10,15,10,-99,-99,-99,-99,13,10,7,8,4,13,-99,11,-99,4,13,24,-99,5,5,15,15
12/07/2015,18,7,3,15,-99,10,5,-99,7,8,19,14,10,-99,-99,-99,-99,16,12,9,8,4,13,-99,13,-99,4,16,18,-99,4,6,21,16
12/07/2015,19,14,4,14,-99,18,7,-99,11,12,14,12,18,-99,-99,-99,-99,18,16,10,14,6,18,-99,17,-99,4,20,19,-99,9,6,23,29
12/07/2015,20,18,4,17,-99,29,7,-99,14,17,17,17,22,-99,-99,-99,-99,16,24,10,17,7,21,-99,26,-99,4,20,20,-99,14,12,27,31
12/07/2015,21,12,3,20,-99,25,7,-99,12,19,7,15,23,-99,-99,-99,-99,25,20,10,16,7,19,-99,28,-99,5,22,26,-99,19,15,33,21
12/07/2015,22,11,3,18,-99,24,13,-99,24,27,8,15,25,-99,-99,-99,-99,28,26,9,22,10,24,-99,37,-99,9,20,27,-99,14,20,29,35
12/07/2015,23,12,4,18,-99,22,15,-99,27,30,9,15,21,-99,-99,-99,-99,24,22,16,31,14,28,-99,30,-99,12,18,19,-99,21,26,25,34
12/07/2015,24,17,4,15,-99,19,18,-99,23,26,6,15,18,-99,-99,-99,-99,24,24,21,29,22,18,-99,24,-99,19,17,20,-99,24,28,20,25
13/07/2015,1,10,3,11,-99,15,-99,-99,23,24,4,12,18,-99,-99,-99,-99,20,19,14,30,21,17,-99,24,-99,12,11,23,-99,21,23,12,26
13/07/2015,2,11,7,12,-99,16,-99,-99,17,19,3,10,15,-99,-99,-99,-99,18,15,14,25,21,18,-99,24,-99,8,14,16,-99,18,23,11,24
13/07/2015,3,12,12,6,-99,19,-99,-99,17,17,6,11,16,-99,-99,-99,-99,23,16,13,26,12,18,-99,20,-99,6,13,16,-99,17,22,11,24
13/07/2015,4,11,13,8,-99,18,-99,-99,16,23,11,15,20,-99,-99,-99,-99,23,19,14,24,7,15,-99,21,-99,10,15,19,-99,15,23,13,22
13/07/2015,5,13,13,12,-99,25,-99,-99,15,27,10,15,19,-99,-99,-99,-99,21,24,13,24,13,17,-99,22,-99,15,18,18,-99,14,21,19,-99
13/07/2015,6,13,15,13,-99,26,-99,-99,18,27,14,19,23,-99,-99,-99,-99,22,28,13,22,20,18,-99,21,-99,14,18,18,-99,17,22,19,22
13/07/2015,7,14,14,14,-99,28,-99,-99,20,31,13,19,24,-99,-99,-99,-99,25,32,15,21,22,17,-99,24,-99,13,23,20,-99,18,23,17,25
13/07/2015,8,14,13,17,-99,31,-99,-99,25,24,15,23,31,-99,-99,-99,-99,30,29,20,23,18,21,-99,29,-99,19,24,20,-99,19,27,17,31
13/07/2015,9,11,16,16,-99,33,-99,-99,28,25,18,24,41,-99,-99,-99,-99,37,23,16,29,-99,31,-99,34,-99,14,25,25,-99,24,36,15,43
13/07/2015,10,12,33,21,-99,-99,-99,-99,38,28,18,24,41,-99,-99,-99,-99,42,28,17,34,-99,42,-99,36,-99,18,32,19,-99,25,38,13,52
13/07/2015,11,10,29,23,-99,-99,-99,-99,43,31,13,36,42,-99,-99,-99,-99,44,31,17,28,40,41,-99,42,-99,10,40,19,-99,33,42,11,51
13/07/2015,12,6,30,20,-99,-99,-99,-99,41,32,9,36,43,-99,-99,-99,-99,47,34,16,18,40,19,-99,34,-99,-99,31,18,-99,28,38,10,32
13/07/2015,13,9,30,17,-99,-99,-99,-99,50,30,6,35,39,-99,-99,-99,-99,39,38,13,18,38,13,-99,30,-99,-99,31,15,-99,27,24,8,25
13/07/2015,14,7,23,16,-99,42,-99,-99,45,29,7,32,37,-99,-99,-99,-99,32,41,12,17,35,16,-99,17,-99,-99,34,12,-99,17,23,8,26
13/07/2015,15,5,14,15,-99,26,-99,-99,27,30,6,29,25,-99,-99,-99,-99,21,30,13,12,27,10,-99,13,-99,-99,32,10,-99,17,15,8,21
13/07/2015,16,5,18,15,-99,20,-99,-99,21,32,5,29,21,-99,-99,-99,-99,12,20,12,12,19,11,-99,12,-99,6,24,10,-99,11,12,5,24
13/07/2015,17,4,18,14,-99,22,-99,-99,21,23,4,28,15,-99,-99,-99,-99,15,17,12,15,16,13,-99,13,-99,6,22,9,-99,11,12,5,25
13/07/2015,18,6,14,16,-99,26,-99,-99,19,22,9,29,21,-99,-99,-99,-99,22,26,13,17,15,14,-99,25,-99,6,29,9,-99,13,10,7,24
13/07/2015,19,9,12,20,-99,37,-99,-99,18,18,13,33,27,-99,-99,-99,-99,25,31,13,18,14,21,-99,32,-99,7,30,15,-99,13,12,9,26
13/07/2015,20,9,12,21,-99,30,-99,-99,24,19,14,23,26,-99,-99,-99,-99,29,30,13,28,22,25,-99,36,-99,9,17,11,-99,16,16,10,31
13/07/2015,21,12,19,22,-99,39,-99,-99,25,21,15,24,33,-99,-99,-99,-99,31,29,14,36,37,26,-99,47,-99,12,28,17,-99,15,28,13,32
13/07/2015,22,12,19,18,-99,32,-99,-99,33,19,13,17,33,-99,-99,-99,-99,39,23,13,41,26,26,-99,38,-99,19,33,21,-99,25,27,13,29
