"mes","mean.TLA","mean.MER","mean.UIZ","mean.PED","mean.SAG","mean.XAL","cont"
"08/2018",25.3905930470348,30.521800281294,24.9305949008499,18.9451659451659,19.0530726256983,25.4261744966443,744
"08/2019",25.9582664526485,27.5961002785515,22.2612359550562,16.6881258941345,NA,24.2437325905292,744
"08/2020",21.1219858156028,22.4207573632539,19.041782729805,13.558533145275,14.3108298171589,NA,744
"09/2005",26.0676470588235,36.2972972972973,27.3450381679389,32.3090128755365,18.3076923076923,27.8499298737728,720
"09/2006",29.0299572039943,32.8292682926829,22.5591549295775,20.7441130298273,17.7279305354559,28.4554455445545,720
"09/2007",23.2283653846154,31.441091954023,24.7421652421652,22.7503805175038,18.2357247437775,22.8299418604651,720
"09/2008",26.8360655737705,28.1416430594901,24.8934659090909,22.9587482219061,16.3267326732673,25.8512518409426,720
"09/2009",29.0258992805755,30.9368575624082,26.1900709219858,24.8604651162791,21.6160130718954,29.5563480741797,720
"09/2010",23.9966887417219,24.3841463414634,20.0087591240876,18.3511235955056,13.9176300578035,24.4778254649499,720
"09/2011",27.4501510574018,29.8330975954738,23.9521126760563,20.7848101265823,21.610071942446,25.0209895052474,720
"09/2012",27.8931698774081,29.9387755102041,25.5601131541726,22.1304985337243,22.2689075630252,25.0547730829421,720
"09/2013",29.0817518248175,28.5050946142649,26.0805084745763,22.0513950073421,19.9713876967096,25.3927536231884,720
"09/2014",24.4005722460658,NA,22.5021276595745,19.3828238719068,18.1420454545455,21.0426742532006,720
"09/2015",30.9889937106918,33.5629742033384,29.40329218107,23.0633333333333,20.4649499284692,29.562776957164,720
"09/2016",25.081001472754,27.7923664122137,23.3591954022989,19.9313868613139,15.8213058419244,20.2567567567568,720
"09/2017",30.6279069767442,27.471615720524,23.1517450682853,18.7279411764706,18.4425465838509,23.2422360248447,720
"09/2018",27.0755555555556,31.1026011560694,25.4061135371179,20.8302277432712,19.9908952959029,26.7728813559322,720
"09/2019",22.2619808306709,26.3505747126437,21.8,17.4300144300144,NA,23.3024602026049,720
"09/2020",22.5828488372093,23.5839285714286,20.7984962406015,15.1885964912281,14.656462585034,NA,720
"10/2005",26.9619565217391,32.0746268656716,28.2489626556017,29.5077160493827,19.1370967741935,27.4611186903138,744
"10/2006",29.6485225505443,33.5271966527197,24.5994550408719,24.1056910569106,18.8932968536252,30.8914835164835,744
"10/2007",27.9662447257384,37.0448979591837,28.2226890756303,25.1712328767123,20.5962441314554,25.4094707520891,744
"10/2008",27.2205206738132,29.9547325102881,26.6318681318681,24.5047879616963,19.9055118110236,27.1390449438202,744
"10/2009",30.6575144508671,29.4035947712418,24.1279554937413,24.6421636615811,19.8384401114206,27.42194092827,744
"10/2010",31.4138418079096,35.8642857142857,27.2560975609756,25.9362880886427,21.6550151975684,39.2523874488404,744
"10/2011",33.1098265895954,34.9192886456908,25.3135359116022,24.0945017182131,22.4388489208633,28.7994186046512,744
