FECHA,HORA,LVI,TLA,XAL,MER,PED,CES,TLI,VIF,TAH,SUR,FAC,SAG,TAX,IZT
04/06/2010,20,177,143,216,84,90,60,135,93,56,57,219,-99,51,70
04/06/2010,21,81,121,51,122,94,116,57,44,82,155,50,-99,100,80
04/06/2010,22,113,84,85,95,72,191,112,86,120,83,90,-99,144,91
04/06/2010,23,56,50,102,66,38,64,64,109,115,57,28,-99,92,79
04/06/2010,24,37,51,35,41,45,39,56,25,45,40,28,-99,58,50
05/06/2010,1,52,30,52,44,51,36,34,56,38,36,30,-99,43,49
05/06/2010,2,48,63,186,35,41,59,34,39,39,43,46,-99,50,48
05/06/2010,3,100,65,73,76,41,46,48,59,34,38,41,-99,45,44
05/06/2010,4,35,59,62,44,40,32,64,68,43,36,37,-99,51,54
05/06/2010,5,48,63,93,54,50,41,88,53,72,40,41,-99,51,55
05/06/2010,6,104,116,135,65,40,96,77,49,62,73,50,-99,82,59
05/06/2010,7,97,122,134,100,59,107,101,95,103,78,94,-99,108,78
05/06/2010,8,96,93,149,87,62,132,103,157,114,76,89,-99,78,80
05/06/2010,9,102,96,129,89,98,129,103,135,68,102,68,-99,101,82
05/06/2010,10,83,105,111,71,71,81,102,106,82,80,71,-99,88,81
05/06/2010,11,41,114,84,51,90,79,67,55,44,65,70,-99,72,79
05/06/2010,12,55,68,54,41,84,26,55,59,73,33,61,-99,34,61
05/06/2010,13,42,53,59,49,59,56,20,30,45,44,46,-99,53,56
05/06/2010,14,30,58,44,28,50,50,22,29,54,54,28,-99,53,50
05/06/2010,15,33,66,107,29,46,21,51,116,39,21,59,-99,37,41
05/06/2010,16,136,99,242,106,58,67,172,158,58,99,119,-99,125,53
05/06/2010,17,91,68,276,67,61,96,89,168,185,70,42,-99,92,104
05/06/2010,18,147,43,150,141,42,120,48,66,245,65,35,-99,-99,83
05/06/2010,19,90,50,119,98,39,81,60,79,87,82,40,-99,-99,89
05/06/2010,20,102,64,108,104,59,182,114,71,125,187,104,-99,-99,-99
05/06/2010,21,33,50,33,26,34,39,40,24,141,37,51,-99,-99,83
05/06/2010,22,26,31,37,25,30,52,45,20,90,37,24,-99,-99,42
05/06/2010,23,30,57,38,31,25,33,50,59,98,16,36,-99,38,34
05/06/2010,24,40,46,59,33,31,20,34,68,48,42,18,-99,37,32
06/06/2010,1,43,65,65,27,20,44,50,53,38,51,11,-99,50,34
06/06/2010,2,47,55,69,48,32,52,70,53,57,53,20,-99,81,46
06/06/2010,3,78,40,57,65,36,30,66,36,44,62,22,-99,47,63
06/06/2010,4,68,49,46,36,27,27,55,40,34,37,26,-99,30,43
06/06/2010,5,54,42,86,30,23,32,58,55,33,31,28,-99,33,45
06/06/2010,6,49,46,101,48,28,38,70,68,34,38,30,-99,39,41
06/06/2010,7,61,74,70,59,29,44,76,103,44,46,55,-99,43,46
06/06/2010,8,76,121,57,36,42,75,92,95,74,34,73,-99,45,42
06/06/2010,9,61,119,80,44,44,56,96,85,41,33,75,-99,43,42
06/06/2010,10,57,106,49,39,41,66,62,89,30,27,64,-99,41,47
06/06/2010,11,13,70,61,26,40,32,36,48,-99,19,49,-99,11,43
06/06/2010,12,38,37,41,26,45,19,8,64,31,11,15,-99,20,38
06/06/2010,13,44,40,20,39,33,29,15,25,-99,21,17,-99,23,37
06/06/2010,14,19,47,37,24,39,25,18,31,-99,31,35,-99,35,39
06/06/2010,15,34,42,36,29,36,-99,20,39,15,12,20,-99,21,36
06/06/2010,16,50,35,32,36,36,11,57,29,42,18,55,-99,27,33
06/06/2010,17,72,69,89,64,35,67,122,38,108,78,65,-99,79,49
06/06/2010,18,54,39,74,50,46,44,42,56,89,103,54,-99,65,51
06/06/2010,19,58,41,153,42,35,148,72,155,82,-99,46,-99,47,40
06/06/2010,20,184,51,279,147,28,60,141,110,88,68,57,-99,107,51
06/06/2010,21,54,50,54,78,29,73,67,76,133,119,40,-99,112,75
06/06/2010,22,5,60,-99,19,31,60,57,-99,117,66,103,-99,69,46
06/06/2010,23,38,53,37,24,29,8,25,24,66,26,6,-99,15,21
06/06/2010,24,10,10,13,17,23,44,25,9,9,27,18,-99,37,16
07/06/2010,1,17,46,17,9,17,14,20,-99,2,-99,21,-99,3,20
07/06/2010,2,14,5,25,11,18,-99,20,31,-99,18,13,-99,13,20
07/06/2010,3,-99,17,-99,-99,15,-99,11,17,-99,-99,1,-99,-99,17
07/06/2010,4,6,36,75,3,12,16,7,28,23,8,-99,-99,13,14
07/06/2010,5,45,19,58,45,30,28,25,39,26,25,29,-99,40,23
07/06/2010,6,55,49,87,44,30,32,44,46,2,13,47,-99,36,33
07/06/2010,7,55,76,228,42,42,36,75,70,41,37,84,-99,18,59
07/06/2010,8,48,67,67,42,40,51,94,93,25,35,95,-99,40,41
07/06/2010,9,58,58,99,25,45,45,92,81,44,40,42,-99,36,42
07/06/2010,10,45,85,59,22,47,44,103,94,24,31,42,-99,32,36
07/06/2010,11,24,-99,65,26,-99,41,129,77,24,9,36,-99,22,33
07/06/2010,12,23,70,46,24,33,25,49,41,6,-99,19,-99,18,37
07/06/2010,13,66,54,4,12,45,4,-99,12,-99,4,24,-99,31,37
07/06/2010,14,15,47,37,19,55,23,16,14,-99,27,42,-99,16,23
07/06/2010,15,37,47,79,8,36,28,13,6,7,3,26,-99,20,21
07/06/2010,16,23,45,48,18,45,39,8,28,37,36,70,-99,36,25
07/06/2010,17,27,41,54,37,44,50,11,2,36,49,53,-99,55,37
07/06/2010,18,64,39,100,59,53,62,31,18,33,139,46,-99,99,38
07/06/2010,19,72,56,136,81,40,88,155,120,31,73,54,-99,77,44
07/06/2010,20,37,100,68,39,42,27,92,66,11,34,134,-99,24,60
07/06/2010,21,-99,62,51,48,35,27,73,22,12,26,94,-99,33,38
07/06/2010,22,-99,38,104,90,61,15,56,36,27,39,36,-99,45,45
07/06/2010,23,-99,44,119,43,36,44,36,24,46,66,89,-99,43,54
07/06/2010,24,-99,49,102,10,16,30,48,22,-99,66,-99,-99,4,23
08/06/2010,1,-99,62,33,11,23,40,28,27,-99,66,-99,-99,37,13
08/06/2010,2,-99,30,17,33,12,12,73,43,-99,66,-99,-99,-99,30
08/06/2010,3,-99,23,36,27,5,11,38,61,-99,9,-99,-99,-99,17
08/06/2010,4,-99,17,8,-99,4,6,13,44,-99,10,-99,-99,19,16
08/06/2010,5,-99,25,26,8,7,25,49,9,60,9,13,-99,28,17
08/06/2010,6,-99,59,135,10,17,24,54,42,23,27,32,-99,41,27
08/06/2010,7,-99,43,84,34,26,62,17,67,35,43,17,-99,29,30
08/06/2010,8,-99,38,165,33,26,57,77,19,46,33,35,-99,50,5
08/06/2010,9,-99,43,58,26,28,38,26,29,10,19,43,-99,59,22
08/06/2010,10,-99,-99,65,57,49,35,37,23,25,14,28,-99,18,42
08/06/2010,11,-99,-99,45,42,48,48,39,50,-99,-99,32,-99,24,52
08/06/2010,12,-99,-99,29,35,36,36,35,41,-99,17,14,-99,30,48
08/06/2010,13,-99,-99,60,24,37,67,18,21,36,8,32,-99,34,48
08/06/2010,14,-99,-99,64,34,34,71,14,36,34,56,28,-99,53,51
08/06/2010,15,-99,-99,85,45,62,67,32,36,60,61,44,-99,94,52
08/06/2010,16,-99,59,123,199,47,63,31,30,37,26,151,-99,35,79
08/06/2010,17,-99,47,200,8,45,89,144,131,12,70,52,-99,81,57
08/06/2010,18,-99,29,108,64,38,187,94,119,75,51,-99,-99,129,41
08/06/2010,19,-99,42,39,38,36,17,24,6,134,173,-99,-99,95,-99
08/06/2010,20,-99,35,57,17,23,4,40,38,43,12,28,-99,62,-99
08/06/2010,21,-99,24,35,16,22,27,21,31,5,-99,9,-99,-99,-99
08/06/2010,22,-99,30,16,11,19,-99,26,52,12,34,20,-99,27,-99
08/06/2010,23,-99,37,37,21,14,48,38,27,-99,-99,8,-99,35,-99
08/06/2010,24,-99,39,17,17,21,15,31,2,24,-99,19,-99,-99,-99
09/06/2010,1,-99,38,29,23,14,10,29,12,-99,42,18,-99,31,33
09/06/2010,2,-99,43,25,23,17,6,35,-99,-99,17,34,-99,6,36
09/06/2010,3,-99,48,41,34,25,-99,45,7,24,-99,20,-99,8,34
09/06/2010,4,-99,55,50,22,23,10,30,12,5,8,7,-99,25,30
09/06/2010,5,-99,79,95,18,19,13,23,28,7,11,18,-99,22,31
09/06/2010,6,-99,96,120,20,20,25,51,32,8,33,42,-99,38,33
09/06/2010,7,-99,89,162,65,40,85,104,63,37,50,63,-99,48,54
09/06/2010,8,-99,129,125,51,39,138,74,55,56,33,72,-99,55,48
09/06/2010,9,-99,82,112,-99,58,1,76,61,55,25,46,-99,65,51
09/06/2010,10,-99,106,158,-99,64,64,68,45,4,72,32,-99,76,76
09/06/2010,11,-99,64,63,77,72,95,13,48,75,49,48,-99,75,94
09/06/2010,12,-99,65,-99,70,66,51,33,13,29,48,8,-99,82,93
09/06/2010,13,-99,54,-99,33,83,13,-99,31,2,60,26,-99,35,65
09/06/2010,14,25,57,72,15,77,-99,-99,28,38,22,40,-99,25,25
09/06/2010,15,30,35,72,10,40,17,8,13,15,4,39,-99,5,15
09/06/2010,16,24,44,61,15,42,36,-99,22,36,14,19,42,27,-99
09/06/2010,17,31,31,73,14,36,3,13,42,44,34,17,34,75,28
09/06/2010,18,78,41,147,32,37,61,58,66,59,74,18,50,39,40
09/06/2010,19,50,32,93,55,45,90,26,57,85,104,99,37,147,55
09/06/2010,20,44,35,67,22,36,71,121,86,20,67,35,44,69,48
09/06/2010,21,122,60,87,55,44,111,78,43,55,100,89,59,76,45
09/06/2010,22,15,57,86,26,45,110,69,46,23,110,44,57,89,43
09/06/2010,23,34,60,60,28,31,13,63,49,41,66,8,55,72,28
09/06/2010,24,43,31,52,25,18,-99,41,5,19,22,41,45,4,24
10/06/2010,1,15,29,39,13,19,18,24,47,42,1,9,49,34,14
10/06/2010,2,14,13,34,11,18,11,43,81,33,42,10,38,19,16
10/06/2010,3,26,25,77,22,15,33,20,51,14,3,10,44,30,22
10/06/2010,4,35,32,58,20,22,30,27,9,23,27,17,53,27,29
10/06/2010,5,29,28,69,24,27,24,58,30,36,15,17,66,2,26
10/06/2010,6,36,57,82,38,37,46,51,38,50,43,32,77,20,34
10/06/2010,7,61,78,143,59,40,64,54,99,74,40,65,103,42,48
10/06/2010,8,82,77,100,71,48,82,107,109,70,50,64,104,69,50
10/06/2010,9,89,82,145,63,57,102,45,93,56,90,93,99,87,65
10/06/2010,10,-99,88,134,82,79,78,71,47,50,80,67,75,-99,59
10/06/2010,11,-99,90,157,79,96,73,60,103,71,43,71,86,62,72
10/06/2010,12,55,100,102,75,76,42,32,63,54,34,19,76,52,83
10/06/2010,13,50,91,115,55,66,56,19,22,79,24,51,64,34,53
10/06/2010,14,19,77,87,37,79,75,22,38,58,39,49,60,41,39
10/06/2010,15,35,50,97,34,63,68,5,45,56,128,33,60,32,45
10/06/2010,16,78,55,143,34,64,76,43,74,55,1,60,95,74,50
10/06/2010,17,110,94,152,64,60,130,163,173,62,39,135,108,94,47
10/06/2010,18,54,-99,92,64,60,75,8,-99,66,58,148,67,51,63
10/06/2010,19,58,-99,133,54,47,-99,52,64,39,56,24,72,44,57
10/06/2010,20,37,32,85,39,35,47,18,43,9,61,8,55,87,43
10/06/2010,21,7,48,54,31,35,22,28,-99,62,28,61,53,64,30
10/06/2010,22,36,51,69,30,43,17,38,30,9,3,60,44,29,27
10/06/2010,23,57,50,57,31,47,19,74,50,120,25,63,44,30,38
10/06/2010,24,62,43,52,37,52,124,70,49,31,75,-99,50,67,43
11/06/2010,1,46,48,45,35,38,38,51,34,13,66,36,50,82,50
11/06/2010,2,73,38,42,45,40,13,30,19,35,39,19,44,21,44
11/06/2010,3,21,26,45,42,32,26,48,30,12,14,10,41,23,47
11/06/2010,4,33,32,54,37,29,62,46,31,19,37,9,44,29,40
11/06/2010,5,46,39,58,46,29,50,35,45,8,30,38,53,41,40
11/06/2010,6,52,-99,92,49,40,73,52,48,30,24,89,56,47,53
11/06/2010,7,61,103,146,60,43,57,87,71,74,47,87,85,73,61
11/06/2010,8,72,101,139,53,50,87,52,58,43,61,54,92,64,61
11/06/2010,9,61,98,88,52,60,102,69,80,45,56,60,77,55,66
11/06/2010,10,-99,113,104,73,70,73,64,64,60,51,61,87,57,72
11/06/2010,11,-99,98,122,76,80,52,54,62,23,59,78,88,65,66
11/06/2010,12,147,93,110,56,-99,63,22,27,-99,43,71,69,69,68
11/06/2010,13,121,79,79,54,82,9,23,22,10,18,48,71,45,49
11/06/2010,14,92,67,41,76,88,102,-99,-99,106,68,10,49,76,51
11/06/2010,15,69,17,117,53,-99,13,58,-99,37,-99,52,68,59,82
11/06/2010,16,51,66,101,12,42,9,56,-99,-99,-99,-99,69,-99,26
11/06/2010,17,99,76,222,87,53,61,24,82,60,22,74,113,20,25
11/06/2010,18,58,60,73,62,53,156,122,71,94,114,96,45,151,72
11/06/2010,19,80,65,112,17,45,36,39,60,65,115,66,47,117,39
11/06/2010,20,61,41,-99,62,43,35,85,61,-99,-99,53,79,18,43
11/06/2010,21,46,63,-99,32,24,-99,47,46,65,-99,77,37,11,54
11/06/2010,22,57,51,49,32,36,49,51,-99,40,55,8,47,18,25
11/06/2010,23,73,43,48,38,45,39,42,60,53,8,19,-99,29,26
11/06/2010,24,43,48,65,42,33,23,49,60,34,33,54,-99,14,36
12/06/2010,1,48,57,51,17,28,21,62,64,11,24,24,33,29,20
12/06/2010,2,42,51,37,36,41,20,74,38,43,45,25,30,29,33
12/06/2010,3,28,44,17,17,17,28,70,19,23,28,29,21,28,27
12/06/2010,4,27,70,64,21,28,29,75,68,13,25,39,20,29,26
12/06/2010,5,25,83,28,18,16,9,84,75,5,16,53,31,20,25
12/06/2010,6,37,97,112,33,17,10,87,18,12,21,37,28,14,30
12/06/2010,7,58,89,156,37,28,42,102,52,29,10,75,32,27,32
12/06/2010,8,49,-99,69,31,27,62,112,79,42,37,62,49,49,36
12/06/2010,9,60,-99,54,38,30,17,98,105,-99,-99,76,47,3,39
12/06/2010,10,38,94,37,26,24,21,96,100,22,7,42,45,26,32
12/06/2010,11,36,84,65,23,26,18,76,80,20,-99,17,48,17,19
12/06/2010,12,25,68,57,27,28,-99,41,54,-99,17,29,37,11,26
12/06/2010,13,25,54,68,21,24,38,31,33,31,6,16,35,18,22
12/06/2010,14,29,62,45,5,30,31,14,25,15,16,6,28,33,34
12/06/2010,15,19,43,41,15,32,27,10,17,-99,45,21,32,29,32
12/06/2010,16,37,48,117,29,29,22,70,106,20,-99,32,38,3,33
12/06/2010,17,88,78,168,62,33,80,75,55,54,66,102,-99,78,37
12/06/2010,18,83,54,91,60,61,71,39,22,36,81,42,-99,134,87
12/06/2010,19,37,67,61,36,36,36,36,16,88,28,34,-99,44,46
12/06/2010,20,34,55,62,26,30,12,39,29,-99,52,47,-99,30,34
12/06/2010,21,50,32,75,40,30,49,37,35,54,104,21,-99,-99,35
12/06/2010,22,59,45,69,43,31,56,84,70,22,26,47,44,2,58
12/06/2010,23,61,37,47,38,33,40,78,47,67,50,92,44,38,22
12/06/2010,24,37,33,40,21,12,4,35,25,36,2,56,32,-99,21
13/06/2010,1,19,30,18,13,15,37,17,32,17,20,15,19,16,28
13/06/2010,2,-99,27,26,22,18,95,21,23,10,18,6,24,30,18
13/06/2010,3,-99,24,6,2,3,-99,16,7,11,-99,-99,13,8,15
13/06/2010,4,-99,10,4,-99,4,11,-99,17,-99,-99,23,14,-99,4
13/06/2010,5,-99,28,39,5,5,-99,-99,17,-99,22,-99,14,2,9
13/06/2010,6,-99,29,40,16,10,-99,2,20,-99,-99,-99,6,11,17
13/06/2010,7,-99,24,48,26,24,44,21,20,34,34,33,18,44,21
13/06/2010,8,-99,36,16,15,17,-99,44,44,10,-99,4,17,9,29
13/06/2010,9,-99,40,29,9,23,9,30,31,8,-99,-99,20,19,25
13/06/2010,10,36,48,21,-99,55,1,25,20,-99,8,6,32,-99,22
13/06/2010,11,53,37,17,-99,36,-99,5,10,13,10,-99,32,20,26
13/06/2010,12,35,41,12,36,30,2,5,1,19,2,13,31,11,31
13/06/2010,13,25,39,21,26,34,-99,-99,3,7,11,23,21,16,31
13/06/2010,14,15,16,10,11,27,4,-99,5,18,8,14,22,9,27
13/06/2010,15,15,26,34,10,34,18,23,36,45,6,-99,22,-99,17
13/06/2010,16,-99,23,31,17,29,152,5,54,45,18,26,30,95,20
13/06/2010,17,-99,29,67,68,19,8,39,17,101,-99,25,40,18,-99
13/06/2010,18,-99,14,50,8,17,87,1,14,52,-99,52,31,115,-99
13/06/2010,19,83,45,39,32,9,-99,62,61,52,55,-99,32,23,-99
13/06/2010,20,16,29,61,21,29,10,56,4,12,-99,68,27,-99,24
13/06/2010,21,31,27,38,20,15,20,47,10,17,36,10,28,27,28
13/06/2010,22,34,25,48,29,11,6,17,27,23,18,-99,49,-99,22
13/06/2010,23,30,23,33,22,2,18,51,5,66,13,4,21,45,28
13/06/2010,24,40,21,21,25,13,11,5,6,-99,12,19,28,7,22
14/06/2010,1,38,16,18,22,14,8,-99,-99,43,13,4,17,20,20
14/06/2010,2,18,14,6,10,16,13,-99,-99,15,3,-99,6,5,28
14/06/2010,3,3,11,21,4,12,-99,-99,-99,12,-99,4,32,-99,16
14/06/2010,4,9,23,39,5,14,-99,-99,-99,33,-99,4,15,-99,12
14/06/2010,5,10,37,83,13,10,-99,4,4,-99,-99,7,13,2,12
14/06/2010,6,23,34,74,32,9,-99,30,26,-99,1,19,31,14,21
14/06/2010,7,38,57,89,45,26,27,59,51,91,17,9,53,26,25
14/06/2010,8,49,43,77,53,34,34,26,9,67,31,20,57,61,25
14/06/2010,9,62,69,95,33,32,60,36,59,36,42,27,63,57,35
14/06/2010,10,54,54,114,35,39,39,40,43,70,30,30,45,-99,35
14/06/2010,11,45,61,118,37,47,43,37,49,90,27,25,61,-99,34
14/06/2010,12,51,57,68,39,37,-99,1,25,52,33,19,55,-99,41
14/06/2010,13,45,44,38,54,54,72,6,21,56,29,4,42,58,50
14/06/2010,14,16,43,54,17,47,31,-99,15,48,45,26,44,57,42
14/06/2010,15,12,29,43,13,53,23,1,47,31,2,-99,39,32,15
14/06/2010,16,19,23,90,18,44,13,45,91,63,5,28,80,30,24
14/06/2010,17,82,64,114,51,39,28,37,34,62,57,86,35,66,29
14/06/2010,18,52,43,47,54,22,36,55,52,-99,77,24,16,55,38
14/06/2010,19,42,32,11,32,11,13,12,-99,-99,21,67,17,38,29
14/06/2010,20,25,10,34,12,14,16,43,14,-99,4,2,22,81,22
14/06/2010,21,23,22,55,26,14,19,37,28,-99,19,30,29,47,16
14/06/2010,22,26,41,-99,15,23,19,42,22,-99,35,34,28,42,21
14/06/2010,23,27,35,32,19,19,16,24,16,-99,5,22,41,26,17
14/06/2010,24,23,32,20,27,21,10,22,19,-99,32,16,30,28,25
15/06/2010,1,23,20,29,19,18,17,8,-99,-99,10,2,31,23,31
15/06/2010,2,27,26,33,19,-99,13,16,21,-99,7,1,20,15,25
15/06/2010,3,17,30,19,17,8,9,23,42,-99,1,10,17,11,20
15/06/2010,4,17,33,31,24,13,15,49,35,-99,12,18,20,24,23
15/06/2010,5,22,50,104,19,31,15,42,34,-99,27,16,55,30,25
15/06/2010,6,67,45,69,38,45,23,62,46,-99,35,14,73,53,29
15/06/2010,7,62,52,93,51,40,60,72,60,-99,41,24,68,79,38
15/06/2010,8,54,54,108,52,33,69,67,77,-99,34,27,90,56,41
15/06/2010,9,51,60,111,48,30,52,58,-99,-99,30,23,87,59,47
15/06/2010,10,52,68,100,48,42,54,59,-99,-99,20,22,71,49,35
15/06/2010,11,66,75,118,60,46,61,70,81,-99,42,36,76,58,51
15/06/2010,12,71,81,82,63,61,67,48,62,-99,43,42,76,65,55
15/06/2010,13,60,87,87,65,63,74,25,54,-99,67,68,53,81,64
15/06/2010,14,32,49,47,31,70,-99,-99,37,-99,52,34,47,70,56
15/06/2010,15,24,39,31,15,43,28,-99,39,-99,23,24,39,42,26
15/06/2010,16,31,42,89,26,38,39,33,48,-99,36,14,39,46,23
15/06/2010,17,33,66,113,26,36,32,75,68,-99,30,92,-99,40,49
15/06/2010,18,99,67,173,71,20,50,98,51,-99,35,48,-99,46,35
15/06/2010,19,21,39,17,23,22,41,97,22,-99,160,98,16,72,58
15/06/2010,20,33,21,40,13,23,23,4,19,-99,69,50,11,26,14
15/06/2010,21,34,16,15,12,16,16,16,16,-99,29,5,33,21,20
15/06/2010,22,19,29,40,30,20,18,21,19,-99,32,17,24,30,20
15/06/2010,23,7,33,33,9,26,19,26,17,-99,-99,-99,22,29,9
15/06/2010,24,27,27,34,16,14,17,10,7,-99,11,11,24,20,13
16/06/2010,1,18,22,16,30,20,7,16,5,-99,7,5,18,17,9
16/06/2010,2,4,21,10,-99,10,11,29,9,-99,-99,9,15,9,24
16/06/2010,3,11,30,13,11,-99,8,20,21,-99,21,14,9,7,16
16/06/2010,4,21,28,34,20,8,12,26,20,-99,17,12,18,20,20
16/06/2010,5,12,35,56,19,3,13,33,23,-99,-99,4,23,27,22
16/06/2010,6,18,47,97,10,26,16,44,31,-99,-99,19,34,37,20
16/06/2010,7,32,36,90,38,28,28,36,38,-99,52,25,48,38,18
16/06/2010,8,39,38,90,36,24,23,16,35,-99,43,60,29,28,23
16/06/2010,9,22,40,57,-99,26,33,21,22,-99,-99,-99,37,40,18
16/06/2010,10,40,46,86,-99,20,20,17,22,-99,14,-99,29,18,26
16/06/2010,11,38,35,67,-99,11,28,8,25,-99,-99,36,18,18,25
16/06/2010,12,33,35,62,24,22,30,-99,11,-99,7,7,2,25,31
16/06/2010,13,31,28,60,32,46,44,2,16,-99,78,12,21,62,35
16/06/2010,14,44,29,52,46,20,16,20,13,-99,5,49,37,40,48
16/06/2010,15,18,46,103,24,-99,-99,63,21,-99,-99,-99,59,24,15
16/06/2010,16,42,61,73,35,-99,8,46,34,-99,-99,27,68,7,15
16/06/2010,17,46,51,52,58,19,22,58,33,-99,-99,19,46,-99,10
16/06/2010,18,60,42,115,75,8,20,33,37,-99,-99,98,53,3,16
16/06/2010,19,43,40,49,60,8,43,35,36,-99,36,34,54,73,32
16/06/2010,20,-99,32,52,42,39,47,61,18,-99,101,-99,34,119,46
16/06/2010,21,24,29,38,42,26,39,49,19,-99,41,23,25,69,38
16/06/2010,22,51,26,54,41,20,23,23,27,-99,21,5,22,37,25
16/06/2010,23,35,20,41,34,18,20,11,24,-99,-99,18,28,36,23
16/06/2010,24,14,20,29,23,14,13,2,11,-99,17,6,20,23,19
17/06/2010,1,17,18,26,21,12,14,13,9,-99,2,2,22,14,14
17/06/2010,2,15,20,18,30,17,7,8,3,-99,1,4,19,12,21
17/06/2010,3,17,17,17,28,13,13,14,-99,-99,5,2,4,10,18
17/06/2010,4,19,40,36,23,15,14,26,10,-99,4,9,10,13,22
17/06/2010,5,30,47,64,41,14,17,2,10,-99,12,-99,3,27,24
17/06/2010,6,35,41,68,38,14,25,23,17,-99,1,12,31,36,33
17/06/2010,7,37,53,122,38,17,33,30,29,-99,20,15,50,41,36
17/06/2010,8,50,42,90,42,12,36,10,32,-99,22,10,39,56,30
17/06/2010,9,40,54,-99,53,34,31,12,31,-99,37,20,37,42,26
17/06/2010,10,51,44,-99,52,27,41,15,30,-99,20,10,44,40,34
17/06/2010,11,26,32,-99,45,32,54,11,44,-99,31,28,33,61,45
17/06/2010,12,30,24,84,17,50,39,-99,26,-99,39,26,17,61,49
17/06/2010,13,21,32,70,18,46,48,1,30,-99,58,30,27,58,22
17/06/2010,14,68,35,62,39,11,28,21,32,-99,17,44,44,20,41
17/06/2010,15,15,32,50,18,7,7,60,45,-99,-99,26,61,7,20
17/06/2010,16,5,30,55,12,12,2,30,41,6,-99,5,49,16,-99
17/06/2010,17,9,20,39,11,8,22,6,38,13,2,7,47,7,7
17/06/2010,18,35,23,48,24,17,44,25,46,23,22,17,42,28,21
17/06/2010,19,46,36,63,34,15,55,19,32,33,30,38,55,28,34
17/06/2010,20,24,43,60,29,21,31,51,28,20,-99,50,46,15,28
17/06/2010,21,31,31,34,27,10,24,57,58,27,18,33,41,17,17
17/06/2010,22,18,19,37,26,11,35,62,54,24,21,21,42,29,24
17/06/2010,23,24,27,28,19,-99,19,26,44,12,56,31,27,19,22
17/06/2010,24,22,13,24,17,11,14,15,30,-99,26,29,23,14,10
18/06/2010,1,8,9,24,5,4,5,23,15,-99,-99,-99,19,7,12
18/06/2010,2,-99,10,18,-99,3,-99,12,14,3,-99,1,12,-99,8
18/06/2010,3,4,15,2,4,5,6,6,18,1,23,7,11,11,6
18/06/2010,4,28,15,25,14,5,13,2,9,4,8,16,6,13,9
18/06/2010,5,5,5,11,4,7,6,13,5,7,7,5,-99,10,9
18/06/2010,6,6,21,2,10,7,15,3,9,9,-99,15,10,6,10
18/06/2010,7,16,27,18,9,8,29,8,15,9,1,22,11,18,13
18/06/2010,8,23,23,42,20,17,46,27,-99,13,7,12,18,29,17
18/06/2010,9,31,32,50,31,23,57,26,-99,23,-99,11,29,23,22
18/06/2010,10,32,50,81,28,9,49,26,-99,7,-99,38,30,20,23
18/06/2010,11,22,36,50,19,11,67,-99,43,17,-99,10,31,21,15
18/06/2010,12,8,36,43,12,16,48,-99,67,2,-99,15,28,14,15
18/06/2010,13,10,19,49,3,10,16,59,43,13,-99,11,24,-99,13
18/06/2010,14,11,21,13,6,1,40,55,44,31,-99,9,12,10,15
18/06/2010,15,-99,20,13,9,6,10,16,14,7,-99,-99,23,-99,13
18/06/2010,16,9,19,38,3,3,18,18,7,-99,-99,-99,18,6,6
18/06/2010,17,31,15,103,20,12,22,70,-99,4,17,14,35,14,18
18/06/2010,18,45,32,129,22,6,24,51,41,22,19,31,39,17,28
18/06/2010,19,57,67,150,45,16,34,64,29,40,16,88,43,26,26
18/06/2010,20,59,67,141,46,29,24,64,44,37,23,58,55,51,42
18/06/2010,21,49,39,85,50,37,41,75,45,46,42,24,49,66,44
18/06/2010,22,61,42,75,55,21,47,57,33,49,35,30,51,47,38
18/06/2010,23,45,50,58,49,27,35,60,42,49,36,26,42,48,42
18/06/2010,24,39,65,36,44,26,29,63,41,42,32,28,31,38,30
19/06/2010,1,30,68,52,45,26,24,57,32,30,31,31,38,30,36
19/06/2010,2,29,56,46,42,32,26,51,27,29,34,-99,25,39,37
19/06/2010,3,31,54,71,36,27,37,37,19,25,36,24,42,33,33
19/06/2010,4,30,63,60,31,31,28,41,36,39,40,29,33,47,31
19/06/2010,5,20,65,61,34,37,30,59,44,34,41,34,51,42,31
19/06/2010,6,38,91,72,48,37,36,57,34,39,39,40,39,44,31
19/06/2010,7,48,83,81,57,46,66,57,41,50,49,63,57,52,48
19/06/2010,8,78,70,90,55,55,66,31,25,47,44,31,45,63,51
19/06/2010,9,50,44,63,68,57,58,21,36,55,64,10,51,60,54
19/06/2010,10,47,46,89,65,49,52,22,31,61,63,59,43,64,58
19/06/2010,11,48,50,51,37,52,46,7,26,43,48,-99,43,55,44
19/06/2010,12,9,36,48,31,55,23,8,18,37,41,20,40,41,37
19/06/2010,13,5,38,47,-99,52,11,-99,24,30,25,-99,36,7,18
19/06/2010,14,-99,25,42,9,56,12,-99,20,25,22,-99,24,12,17
19/06/2010,15,-99,25,-99,2,32,27,11,45,37,16,8,16,25,18
19/06/2010,16,-99,39,80,17,24,51,18,27,40,22,59,27,29,22
19/06/2010,17,-99,34,-99,74,23,38,54,54,20,34,35,56,34,29
19/06/2010,18,-99,28,-99,73,43,133,55,33,54,80,125,29,111,84
19/06/2010,19,-99,36,-99,23,22,39,54,35,75,27,46,27,44,33
19/06/2010,20,-99,24,-99,34,19,35,32,37,31,24,31,50,36,21
19/06/2010,21,-99,24,-99,25,5,13,46,38,16,12,30,24,19,18
