"Fecha","Noroeste.Ozono","Noreste.Ozono","Centro.Ozono","Suroeste.Ozono","Sureste.Ozono"
2005-01-01,36.6451612903226,34.5483870967742,31.1115591397849,45.635752688172,41.6209677419355
2005-02-01,34.2916666666667,33.3407738095238,27.8854166666667,40.6949404761905,37.3616071428571
2005-03-01,31.7258064516129,35.6868279569892,24.9005376344086,36.6438172043011,37.4717741935484
2005-04-01,45.4916666666667,48.0625,41.1944444444444,53.5958333333333,49.9847222222222
2005-05-01,46.3212365591398,52.8548387096774,42.1438172043011,56.2513440860215,52.8373655913978
2005-06-01,35.3902777777778,37.9555555555556,29.6305555555556,40.3555555555556,39.4097222222222
2005-07-01,31.5336021505376,31.0134408602151,24.8844086021505,36.864247311828,33.9354838709677
2005-08-01,28.6384408602151,25.760752688172,25.5255376344086,38.0631720430108,32.4206989247312
2005-09-01,29.3527777777778,27.65,28.2055555555556,38.4777777777778,34.5472222222222
2005-10-01,23.5766129032258,23.1881720430108,22.6397849462366,34.002688172043,30.0282258064516
2005-11-01,28.0972222222222,28.1486111111111,22.4097222222222,38.0458333333333,30.7972222222222
2005-12-01,30.5698924731183,33.002688172043,29.5241935483871,42.7365591397849,35.8387096774194
2006-01-01,32.4986559139785,32.5389784946237,32.2594086021505,44.3319892473118,33.9771505376344
2006-02-01,32.6711309523809,36.2842261904762,31.4479166666667,47.8273809523809,37.3973214285714
2006-03-01,33.1935483870968,35.1680107526882,28.630376344086,45.0725806451613,34.4381720430108
2006-04-01,42.5944444444444,40.5069444444444,34.6569444444444,54.3958333333333,42.5097222222222
2006-05-01,40.997311827957,39.497311827957,33.9341397849462,50.8091397849462,43.0403225806452
2006-06-01,33.2805555555556,30.6138888888889,24.8847222222222,41.3680555555556,35.2916666666667
2006-07-01,26.0685483870968,24.1612903225806,18.1370967741935,34.2083333333333,28.6586021505376
2006-08-01,26.9556451612903,26.5215053763441,20.5322580645161,34.4650537634409,28.8172043010753
2006-09-01,27.6055555555556,24.1236111111111,20.9625,35.2666666666667,28.5069444444444
2006-10-01,24.9879032258065,24.3185483870968,17.3897849462366,30.7137096774194,25.7862903225806
2006-11-01,27.6097222222222,27.1291666666667,19.0208333333333,34.8847222222222,27.6027777777778
2006-12-01,26.255376344086,26.2298387096774,16.3319892473118,33.4690860215054,26.3897849462366
2007-01-01,26.2365591397849,26.1263440860215,18.6075268817204,35.2069892473118,26.9650537634409
2007-02-01,31.9985119047619,33.2142857142857,23.1354166666667,40.5148809523809,30.9479166666667
2007-03-01,38.3333333333333,35.741935483871,28.4414535666218,50.1317204301075,37.1572580645161
2007-04-01,34.8791666666667,36.3680555555556,27.3263888888889,45.9347222222222,34.8347222222222
2007-05-01,36.0067204301075,41.0268817204301,31.4690860215054,54.9865591397849,40.7903225806452
2007-06-01,36.1722222222222,35.2125,27.5583333333333,50.3083333333333,39.7680555555556
2007-07-01,32.3400537634409,31.1612903225806,25.2822580645161,46.7190860215054,37.5846774193548
2007-08-01,24.9086021505376,26.6621803499327,21.6706989247312,35.0967741935484,31.1478494623656
2007-09-01,22.4277777777778,23.2736111111111,19.4194444444444,30.0986111111111,26.2097222222222
2007-10-01,26.5698924731183,28.4717741935484,22.7432795698925,34.1518817204301,27.9798387096774
2007-11-01,23.6138888888889,27.6847222222222,21.3694444444444,33.6430555555556,30.5847222222222
2007-12-01,27.7284946236559,31.6948924731183,25.5309139784946,42.3763440860215,34.4811827956989
2008-01-01,26.2715053763441,29.3333333333333,22.7755376344086,36.3172043010753,31.3225806451613
2008-02-01,30.7812949640288,34.5,25.7959770114943,40.5560344827586,33.6637931034483
2008-03-01,35.8694481830417,39.8615591397849,31.6572580645161,44.9529569892473,38.4798387096774
2008-04-01,42.6333333333333,43.9583333333333,33.6175243393602,52.6263888888889,45.8
2008-05-01,46.2311827956989,43.1129032258064,37.8293010752688,52.9408602150538,47.7836021505376
2008-06-01,29.4708333333333,29.2805555555556,24.1833333333333,36.2861111111111,32.7166666666667
2008-07-01,27.0309139784946,26.2231182795699,21.614247311828,31.9704301075269,29.0766129032258
2008-08-01,29.255376344086,27.7822580645161,25.0618279569892,36.1827956989247,31.7822580645161
2008-09-01,24.0388888888889,24.2097222222222,19.95,27.1222222222222,24.5722222222222
2008-10-01,26.6384408602151,25.9045698924731,21.3575268817204,29.0228494623656,26.1948924731183
2008-11-01,25.025,28.7027777777778,22.3138888888889,31.65,28.6583333333333
2008-12-01,28.4637096774194,31.8629032258065,22.6491935483871,36.9314516129032,31.7741935483871
2009-01-01,26.505376344086,30.1411290322581,21.3198924731183,32.5940860215054,31.1532258064516
2009-02-01,32.8273809523809,34.5714285714286,29.2232142857143,40.0788690476191,38.78125
2009-03-01,33.8870967741936,31.8010752688172,30.8844086021505,40.3400537634409,38.3817204301075
2009-04-01,37.3041666666667,35.9347222222222,35.8319444444444,46.5402777777778,45.4958333333333
2009-05-01,38.8575268817204,36.6706989247312,37.8897849462366,47.122311827957,47.619623655914
2009-06-01,33.8791666666667,34.1083333333333,30.3222222222222,40.4361111111111,40.1888888888889
2009-07-01,31.4879032258065,31.241935483871,26.7217741935484,34.2298387096774,35.880376344086
2009-08-01,29.4717741935484,27.1948924731183,24.0228494623656,30.4193548387097,33.1088709677419
2009-09-01,25.2819444444444,25.6791666666667,20.7805555555556,25.3083333333333,28.0208333333333
2009-10-01,25.5510752688172,26.9422043010753,22.6827956989247,27.1088709677419,29.2002688172043
2009-11-01,28.2763888888889,29.0334728033473,25.9694444444444,30.7763888888889,30.8694444444444
