"Fecha","Noroeste.dioxido.de.azufre","Noreste.dioxido.de.azufre","Centro.dioxido.de.azufre","Suroeste.dioxido.de.azufre","Sureste.dioxido.de.azufre"
2009-11-01,11.2388888888889,5.67916666666667,7.79444444444444,5.86527777777778,5.62222222222222
2009-12-01,6.76478494623656,4.75,6.1760752688172,3.13709677419355,6.01344086021505
2010-01-01,11.3145161290323,8.51478494623656,8.43548387096774,5.03763440860215,6.51075268817204
2010-02-01,7.68601190476191,7.52529761904762,4.66369047619048,4.56994047619048,5.26488095238095
2010-03-01,13.4206989247312,11.8037634408602,8.10887096774194,5.61827956989247,5.35618279569892
2010-04-01,6.19861111111111,5.78333333333333,5.55694444444444,3.82777777777778,2.96666666666667
2010-05-01,8.99462365591398,7.52822580645161,5.71639784946237,6.68413978494624,5.31182795698925
2010-06-01,7.30833333333333,5.91944444444444,4.71527777777778,5.42916666666667,3.97777777777778
2010-07-01,4.38575268817204,2.89650537634409,3.70967741935484,3.40725806451613,2.71102150537634
2010-08-01,4.63844086021505,2.49462365591398,4.65188172043011,4.64516129032258,2.20430107526882
2010-09-01,4.175,2.22916666666667,5.02083333333333,3.21805555555556,2.02638888888889
2010-10-01,7.49193548387097,5.05779569892473,6.8239247311828,4.91129032258065,3.79301075268817
2010-11-01,12.9541666666667,7.00694444444444,9.11666666666667,7.07638888888889,7
2010-12-01,16.4663978494624,10.1236559139785,10.7137096774194,10.0524193548387,7.52016129032258
2011-01-01,9.46370967741935,8.82930107526882,6.63978494623656,4.95564516129032,3.80510752688172
2011-02-01,10.9880952380952,10.0535714285714,7.58482142857143,4.19940476190476,4.71279761904762
2011-03-01,6.53225806451613,6.65591397849462,5.21505376344086,3.87634408602151,3.74731182795699
2011-04-01,5.24166666666667,5.84861111111111,4.04722222222222,3.5875,4.10972222222222
2011-05-01,8.08333333333333,7.81182795698925,5.75414364640884,5.65188172043011,4.14784946236559
2011-06-01,6.97916666666667,4.88055555555556,3.03611111111111,4.90277777777778,2.54305555555556
2011-07-01,4.31989247311828,5.39112903225806,2.40860215053763,4.67069892473118,3.7755376344086
2011-08-01,5.62096774193548,5.25672043010753,2.70698924731183,5.45833333333333,4.0241935483871
2011-09-01,7.00555555555556,6.475,3.80416666666667,3.5625,3.66527777777778
2011-10-01,8.74731182795699,7.86290322580645,6.18145161290323,5.39516129032258,4.77150537634409
2011-11-01,10.5263888888889,7.79861111111111,6.46805555555556,5.59166666666667,4.24444444444444
2011-12-01,14.5779569892473,11.758064516129,8.88844086021505,6.2997311827957,5.84408602150538
2012-01-01,10.1061827956989,8.20967741935484,5.87634408602151,5.19489247311828,4.01881720430108
2012-02-01,8.08764367816092,7.33045977011494,5.91522988505747,3.52298850574713,4.47988505747126
2012-03-01,9.33736559139785,7.86021505376344,5.05779569892473,4.33198924731183,4.82661290322581
2012-04-01,7.15138888888889,5.16666666666667,4.37083333333333,4.29722222222222,4.28055555555556
2012-05-01,9.54704301075269,6.43951612903226,5.17741935483871,6.32795698924731,5.60752688172043
2012-06-01,4.87916666666667,4.15972222222222,3.70694444444444,3.77361111111111,3.08611111111111
2012-07-01,5.72311827956989,5.07258064516129,4.04032258064516,3.26747311827957,2.99327956989247
2012-08-01,5.57930107526882,3.95161290322581,3.42204301075269,3.7997311827957,2.47715053763441
2012-09-01,5.97638888888889,5.06111111111111,4.33194444444444,4.55,3.96944444444444
2012-10-01,10.6344086021505,7.78091397849462,6.87096774193548,5.46505376344086,5.18951612903226
2012-11-01,10.7069444444444,8.50694444444444,8.16666666666667,6.78333333333333,5.66527777777778
2012-12-01,10.5510752688172,8.99059139784946,7.11424731182796,6.9260752688172,4.53360215053763
2013-01-01,16.9879032258065,14.7137096774194,11.0456989247312,9.56317204301075,8.0497311827957
2013-02-01,9.95089285714286,9.50148809523809,7.05505952380952,5.54910714285714,5.00446428571429
2013-03-01,11.5403225806452,10.3145161290323,7.38440860215054,5.44489247311828,5.6989247311828
2013-04-01,7.74444444444444,7.17916666666667,4.675,4.29166666666667,3.65007776049767
2013-05-01,9.00134408602151,7.11559139784946,4.08602150537634,3.8010752688172,3.0510752688172
2013-06-01,8.05694444444444,5.29722222222222,4.55555555555556,3.88055555555556,3.34305555555556
2013-07-01,5.1989247311828,4.0752688172043,3.37634408602151,2.90725806451613,2.90456989247312
2013-08-01,4.42876344086022,2.71908602150538,2.70430107526882,2.69489247311828,1.73790322580645
2013-09-01,3.81527777777778,2.675,2.80277777777778,2.46805555555556,1.94861111111111
2013-10-01,7.55913978494624,6.61155913978495,4.99865591397849,3.99462365591398,3.43010752688172
2013-11-01,10.2430555555556,8.83333333333333,6.30277777777778,5.28333333333333,4.05277777777778
2013-12-01,13.864247311828,10.9086021505376,8.50672043010753,7.0752688172043,5.99731182795699
2014-01-01,10.1948924731183,8.39381720430108,6.19086021505376,5.76881720430108,5.51881720430108
2014-02-01,7.58482142857143,7.22470238095238,4.16666666666667,3.33333333333333,4.78273809523809
2014-03-01,6.20698924731183,4.88037634408602,3.76478494623656,3.09005376344086,2.71236559139785
2014-04-01,7.00694444444444,6.00694444444444,3.43472222222222,3.25,2.50694444444444
2014-05-01,9.38037634408602,7.05779569892473,5.4744623655914,4.10483870967742,3.87365591397849
2014-06-01,5.07222222222222,3.91944444444444,3.57777777777778,2.875,2.99861111111111
2014-07-01,4.76075268817204,3.10349462365591,2.92204301075269,2.6505376344086,2.63575268817204
2014-08-01,5.10618279569892,3.46505376344086,3.08736559139785,2.8010752688172,2.43817204301075
2014-09-01,4.13888888888889,2.33472222222222,1.90555555555556,2.2625,1.99861111111111
2014-10-01,7.16263440860215,5.23387096774194,4.17876344086022,4.28360215053763,3.52016129032258
2014-11-01,9.11111111111111,7.44305555555556,5.49027777777778,4.95555555555556,4.44444444444444
2014-12-01,8.27822580645161,6.6747311827957,4.94220430107527,4.74462365591398,3.49193548387097
2015-01-01,7.68682795698925,6.16935483870968,5.4247311827957,3.81451612903226,4.34274193548387
2015-02-01,6.84077380952381,6.00297619047619,4.44196428571429,3.84821428571429,3.63541666666667
2015-03-01,4.63575268817204,4.57795698924731,3.14112903225806,2.0739247311828,2.40860215053763
2015-04-01,6.97083333333333,6.00277777777778,4.21111111111111,2.68194444444444,3.0125
2015-05-01,4.14650537634409,3.375,2.56451612903226,2.20430107526882,2.15860215053763
2015-06-01,7.32777777777778,5.55,4.73055555555556,3.17638888888889,3.19861111111111
2015-07-01,5.01478494623656,3.60349462365591,3.06317204301075,2.09005376344086,2.33333333333333
2015-08-01,5.17204301075269,3.16129032258065,3.24059139784946,2.40591397849462,2.54166666666667
2015-09-01,4.7625,3.2875,3.2625,3.18194444444444,2.97222222222222
2015-10-01,5.71102150537634,3.9502688172043,3.80241935483871,3.19220430107527,2.38844086021505
2015-11-01,13.4319444444444,8.5375,9.50694444444444,6.73333333333333,4.89027777777778
2015-12-01,13.0739247311828,9,8.90188172043011,7.00672043010753,5.58602150537634
2016-01-01,7.98118279569892,6.83333333333333,6.35349462365591,3.90188172043011,4.17876344086022
2016-02-01,17.8864942528736,14.1609195402299,13.610632183908,9.14655172413793,9.35919540229885
2016-03-01,6.05510752688172,4.4247311827957,3.81182795698925,2.67741935483871,2.20408163265306
2016-04-01,6.4625,6.47361111111111,5.28888888888889,3.00138888888889,2.65833333333333
2016-05-01,5.13037634408602,4.45430107526882,3.42741935483871,2.58333333333333,2.67741935483871
2016-06-01,5.28888888888889,3.86388888888889,2.96388888888889,2.30416666666667,2.44444444444444
2016-07-01,4.76881720430108,4.21774193548387,3.36559139784946,2.34139784946237,2.64112903225806
2016-08-01,4.33198924731183,3.91801075268817,3.60618279569892,2.29569892473118,2.45564516129032
2016-09-01,4.425,2.92638888888889,3.02916666666667,2.68194444444444,2.2375
2016-10-01,7.14112903225806,5.06182795698925,3.95564516129032,3.40860215053763,2.56989247311828
2016-11-01,8.09583333333333,6.67638888888889,6.175,4.25833333333333,3.725
2016-12-01,7.56989247311828,6.40456989247312,5.70698924731183,3.56182795698925,3.92876344086022
2017-01-01,13.0295698924731,9.72983870967742,9.53494623655914,7.22715053763441,5.70430107526882
2017-02-01,7.27232142857143,5.77232142857143,5.93303571428571,3.7172619047619,3.67261904761905
2017-03-01,7.98252688172043,5.69220430107527,4.69354838709677,3.89247311827957,2.93413978494624
2017-04-01,3.83055555555556,3.725,3.14583333333333,2.2375,1.96527777777778
2017-05-01,6.95967741935484,5.67338709677419,4.64516129032258,2.96370967741935,3.53091397849462
2017-06-01,5.60277777777778,4.25138888888889,3.33611111111111,2.54861111111111,2.20138888888889
2017-07-01,6.57123655913978,5.06854838709677,3.64112903225806,2.96370967741935,2.69354838709677
2017-08-01,7.52956989247312,4.08736559139785,3.54166666666667,2.88575268817204,2.26881720430108
2017-09-01,5.18611111111111,3.22777777777778,3.30416666666667,3.34583333333333,2.14166666666667
2017-10-01,4.78763440860215,3.52284946236559,2.9260752688172,2.20430107526882,2.16532258064516
2017-11-01,11.8166666666667,7.60277777777778,8.60833333333333,7.00277777777778,5.03194444444444
2017-12-01,13.8145161290323,9.94086021505376,10.1666666666667,7.49193548387097,6.39650537634409
2018-01-01,14.0376344086022,7.78494623655914,9.25268817204301,6.89516129032258,5.33870967741935
2018-02-01,8.83630952380952,6.55654761904762,5.85267857142857,3.99255952380952,3.54166666666667
2018-03-01,8.11559139784946,5.37903225806452,4.28091397849462,2.97715053763441,2.59408602150538
2018-04-01,5.21527777777778,4.45694444444444,3.59722222222222,2.44166666666667,2.26527777777778
2018-05-01,9.59543010752688,5.59408602150538,5.92876344086022,4.29435483870968,2.77284946236559
2018-06-01,5.83055555555556,3.57916666666667,4.39027777777778,3.29166666666667,2.875
2018-07-01,6.21370967741935,4.68010752688172,4.2997311827957,2.46370967741935,2.36424731182796
2018-08-01,4.92204301075269,3.11424731182796,3.29166666666667,2.38037634408602,1.71908602150538
2018-09-01,5.56805555555556,3.95972222222222,3.59444444444444,2.33888888888889,2.55416666666667
2018-10-01,3.67741935483871,2.58467741935484,1.98252688172043,1.76881720430108,1.38709677419355
2018-11-01,5.18472222222222,4.45,3.40277777777778,2.85714285714286,2.0375
2018-12-01,12.4717741935484,10.4018817204301,8.76344086021505,7.31854838709677,5.54301075268817
2019-01-01,7.75806451612903,8.30376344086022,6.24731182795699,4.61155913978495,3.50940860215054
2019-02-01,4.78869047619048,4.11458333333333,3.21875,3.01339285714286,2.36904761904762
2019-03-01,8.84677419354839,8.44086021505376,5.38172043010753,3.39516129032258,4.25134408602151
2019-04-01,5.44583333333333,4.55416666666667,3.64444444444444,2.29305555555556,2.32222222222222
2019-05-01,10.1827956989247,8.22311827956989,7.87231182795699,3.93817204301075,4.28494623655914
2019-06-01,9.52222222222222,5.70833333333333,5.83055555555556,4.65277777777778,3.73888888888889
2019-07-01,10.9758064516129,8.89247311827957,4.95430107526882,3.63172043010753,3.49193548387097
2019-08-01,11.9059139784946,5.88709677419355,7.14784946236559,3.9247311827957,3.38978494623656
2019-09-01,12.6916666666667,6.59444444444444,7.975,5.24166666666667,4.65531914893617
2019-10-01,11.4059139784946,6.75,6.85752688172043,4.87096774193548,4.94623655913978
2019-11-01,23.3888888888889,18.2486111111111,14.9861111111111,9.59722222222222,7.84444444444444
2019-12-01,22.4650537634409,15.991935483871,14.1478494623656,10.1344086021505,7.39784946236559
2020-01-01,20.752688172043,16.5618279569892,16.635752688172,9.20967741935484,9.30645161290323
2020-02-01,19.1867816091954,20.2112068965517,14.7126436781609,8.48275862068965,8.6264367816092
2020-03-01,18.005376344086,13.7809139784946,13.4462365591398,9.97311827956989,10.1801075268817
2020-04-01,9.33888888888889,7.96666666666667,6.7,3.49722222222222,5.79722222222222
2020-05-01,8.11559139784946,5.13978494623656,4.02150537634409,3.1505376344086,2.88709677419355
2020-06-01,15.9430555555556,9.21805555555556,7.10277777777778,7.28611111111111,4.09722222222222
2020-07-01,6.3257065948856,4.17741935483871,3.13324360699865,2.80484522207268,2.09421265141319
2020-08-01,5.79569892473118,4.70698924731183,3.38172043010753,3.72849462365591,3.61290322580645
2020-09-01,10.8208333333333,5.51944444444444,5.54722222222222,6.225,3.97777777777778
2020-10-01,19.1720430107527,15.877688172043,14.5161290322581,10.3387096774194,11.0510752688172
2020-11-01,14.975,10.6388888888889,12.9194444444444,10.2027777777778,7.59166666666667
2020-12-01,17.2715053763441,16.4005376344086,14.6155913978495,9.0510752688172,8.02150537634409
