"Fecha","Noroeste.PM10","Noreste.PM10","Centro.PM10","Suroeste.PM10","Sureste.PM10"
2005-01-01,59.8252688172043,81.114247311828,65.0645161290323,60.7836021505376,62.3266129032258
2005-02-01,54.5104166666667,72.1369047619048,57.7663690476191,55.7038690476191,57.8035714285714
2005-03-01,47.0551075268817,65.9731182795699,52.2943548387097,47.1586021505376,53.8118279569892
2005-04-01,64.4555555555555,78.6888888888889,63.775,59.8333333333333,63.9541666666667
2005-05-01,61.9381720430108,73.0483870967742,61.1747311827957,58.4220430107527,61.2674731182796
2005-06-01,54.1222222222222,62.5541666666667,50.6305555555556,44.5361111111111,47.8361111111111
2005-07-01,45.1733870967742,51.1572580645161,38.5900537634409,30.7379032258065,36.244623655914
2005-08-01,37.4435483870968,51.5483870967742,36.4346590909091,27.3400537634409,34.1316146540027
2005-09-01,36.8763888888889,51.4041666666667,35.1896551724138,28.7430555555556,38.9166666666667
2005-10-01,38.0215053763441,53.8077956989247,35.6985915492958,33.244623655914,40.7218453188602
2005-11-01,48.1611111111111,64.2166666666667,50.8125,43.65,53.3680555555556
2005-12-01,54.3978494623656,81.3965053763441,64.3024193548387,56.4193548387097,64.0403225806452
2006-01-01,59.510752688172,84.8588709677419,67.4596774193548,57.1680107526882,66.4032258064516
2006-02-01,59.4226190476191,81.6086309523809,70.4166666666667,50.6532738095238,66.0520833333333
2006-03-01,60.1155913978495,86.2365591397849,71.6774193548387,53.4654939106901,67.8790322580645
2006-04-01,54.4277777777778,69.7055555555555,64.6208333333333,50.6944837340877,57.561797752809
2006-05-01,44.6549865229111,59.7352150537634,48.931129476584,38.3548387096774,42.5430107526882
2006-06-01,40.7347222222222,58.2559440559441,39.5969230769231,33.2704678362573,36.4513888888889
2006-07-01,32.3413978494624,51.8615591397849,31.9045138888889,26.2789757412399,28.8524137931034
2006-08-01,37.9341397849462,50.4220430107527,29.0228494623656,29.4937931034483,30.7997311827957
2006-09-01,33.2875,43.7291666666667,24.0886981402003,23.6930555555556,25.0055555555556
2006-10-01,35.9676113360324,47.1868279569892,29.7161383285303,25.1378378378378,30.8103683492497
2006-11-01,43.9791666666667,63.2777777777778,40.0731707317073,33.3416666666667,39.2446657183499
2006-12-01,44.4117647058824,78.2271505376344,41.5402777777778,39.1094182825485,43.7056451612903
2007-01-01,46.3951612903226,70.7688172043011,39.7682926829268,37.7822580645161,44.1599462365591
2007-02-01,42.5654761904762,75.2544642857143,42.1875,33.9508928571429,39.2017937219731
2007-03-01,51.0631720430108,69.5443548387097,52.2341597796143,42.7690217391304,47.739247311828
2007-04-01,43.4666666666667,58.4111111111111,43.4106628242075,37.65,40.4458333333333
2007-05-01,43.8306451612903,63.3252688172043,45.2405913978495,38.3278911564626,42.0698924731183
2007-06-01,41.0652777777778,62.1958333333333,41.4895104895105,33.5916666666667,41.1661931818182
2007-07-01,31.9032258064516,54.0655737704918,35.8652291105121,27.7190860215054,31.0674763832659
2007-08-01,31.0161290322581,41.6720430107527,33.5013440860215,24.4489247311828,28.3037634408602
2007-09-01,33.1180555555556,49.7055555555556,38.1111111111111,26.2277777777778,30.7583333333333
2007-10-01,38.991935483871,53.968622100955,46.8467741935484,28.614247311828,37.3467741935484
2007-11-01,50.3638888888889,62.2972222222222,61.6694444444444,36.7958333333333,47.1986111111111
2007-12-01,53.3373655913978,81.4851351351351,79.0887096774194,49.9220430107527,60.5322580645161
2008-01-01,52.75,83.7432795698925,73.1209677419355,47.7634408602151,59.0819892473118
2008-02-01,56.6968390804598,80.9583333333333,70.2040229885057,48.5560344827586,57.4008620689655
2008-03-01,56.510752688172,73.2096774193548,71.2123655913979,50.366935483871,58.4139784946237
2008-04-01,56.8333333333333,76.8403361344538,71.6861111111111,47.3541666666667,59.8027777777778
2008-05-01,49.4731182795699,67.7069892473118,62.6572580645161,42.2701612903226,51.1209677419355
2008-06-01,34.0925925925926,47.0791666666667,32.2125,25.7929078014184,30.2694444444444
2008-07-01,31.9811827956989,48.7110215053763,30.9852150537634,23.491935483871,27.2346368715084
2008-08-01,31.9538670284939,51.2096774193548,29.3790322580645,23.4206989247312,25.8266129032258
