FECHA,HORA,LAG,TAC,FAC,TLA,XAL,MER,PED,PLA,UIZ,IMP,TAX,MIN,TLI,VIF,SAG,VAL,SUR,IZT,CHO
07/04/2007,14,0.9,1.1,0.4,1.0,0.1,0.8,-99,0.4,0.0,0.6,0.4,-99,0.6,0.6,0.8,-99,0.5,-99,-99
07/04/2007,15,0.7,0.9,0.2,0.7,0.7,0.9,-99,0.3,0.0,0.5,0.2,-99,0.7,0.7,1.0,-99,0.4,-99,-99
07/04/2007,16,0.6,0.9,0.1,0.5,0.2,0.8,-99,0.3,0.0,0.4,0.3,-99,0.4,0.9,1.1,-99,0.4,-99,-99
07/04/2007,17,0.5,0.8,0.1,0.4,0.5,0.8,-99,0.3,0.0,0.4,0.2,-99,0.2,0.8,1.0,-99,0.4,-99,-99
07/04/2007,18,0.6,0.8,0.2,0.4,0.4,0.9,-99,0.2,0.0,0.4,0.2,-99,0.4,0.8,1.0,-99,0.4,-99,-99
07/04/2007,19,0.7,0.8,0.2,0.4,0.3,0.9,-99,0.3,0.0,0.4,0.2,-99,0.4,1.0,0.8,-99,0.5,-99,-99
07/04/2007,20,0.8,0.9,0.3,0.5,0.3,0.8,-99,0.4,0.0,0.4,0.2,-99,0.3,0.8,0.6,-99,0.5,-99,-99
07/04/2007,21,0.7,0.9,0.2,0.5,0.2,0.9,-99,0.4,0.0,0.5,0.5,-99,0.4,0.7,0.9,-99,0.4,-99,-99
07/04/2007,22,0.7,1.1,0.5,0.7,0.2,1.0,-99,0.3,0.1,0.5,0.7,-99,0.7,0.9,0.9,-99,0.6,-99,-99
07/04/2007,23,1.1,0.9,0.8,1.0,0.1,0.9,-99,0.4,0.0,0.9,1.0,-99,0.8,1.0,0.7,-99,0.6,-99,-99
07/04/2007,24,0.9,0.8,0.9,0.8,0.0,0.8,-99,0.6,0.0,0.8,0.8,-99,0.5,0.8,0.6,-99,0.8,-99,-99
08/04/2007,1,0.6,0.8,0.5,0.9,0.0,0.7,-99,0.1,0.0,0.7,0.9,-99,0.5,0.7,0.5,-99,0.6,-99,-99
08/04/2007,2,0.5,0.7,0.3,0.9,0.2,0.6,-99,0.1,0.0,0.4,0.8,-99,0.4,0.7,0.4,-99,0.9,-99,-99
08/04/2007,3,0.5,0.7,0.6,0.8,0.1,0.6,-99,0.1,0.0,0.5,0.4,-99,0.4,1.0,0.4,-99,0.7,-99,-99
08/04/2007,4,0.5,0.7,0.4,0.5,0.5,0.8,-99,0.1,0.2,0.7,0.6,-99,0.4,0.8,0.4,-99,0.8,-99,-99
08/04/2007,5,0.5,0.9,0.4,0.6,0.8,0.8,-99,0.1,0.1,1.0,0.8,-99,0.5,0.7,0.6,-99,0.5,-99,-99
08/04/2007,6,0.6,0.8,0.6,1.3,1.5,1.3,-99,0.2,0.2,1.0,0.9,-99,0.8,1.0,1.0,-99,0.8,-99,-99
08/04/2007,7,1.1,0.9,1.0,1.5,2.4,1.6,-99,0.3,0.6,1.7,1.4,-99,1.4,1.2,1.3,-99,1.6,-99,-99
08/04/2007,8,1.1,1.5,1.0,1.6,2.0,1.5,-99,0.5,1.2,1.5,1.2,-99,1.2,1.6,1.7,-99,1.0,-99,-99
08/04/2007,9,0.8,1.1,0.5,1.9,0.6,0.8,-99,0.4,0.8,0.9,1.3,-99,1.0,1.0,1.2,-99,0.8,-99,-99
08/04/2007,10,0.7,1.0,0.4,0.9,0.3,0.8,-99,0.4,0.2,0.6,1.2,-99,0.8,0.7,1.0,-99,0.9,-99,-99
08/04/2007,11,0.7,1.0,0.4,0.7,0.2,0.8,-99,0.6,0.1,0.6,0.8,-99,0.5,0.8,0.6,-99,0.8,-99,-99
08/04/2007,12,0.8,1.0,0.3,0.7,0.1,0.7,-99,0.9,0.0,0.6,0.5,-99,0.4,0.7,0.6,-99,0.4,-99,-99
08/04/2007,13,0.6,1.0,0.4,0.5,0.1,0.7,-99,0.4,0.0,0.5,0.3,-99,0.5,0.7,0.4,-99,0.3,-99,-99
08/04/2007,14,0.6,1.0,0.3,0.6,0.0,0.7,-99,0.4,0.0,0.5,0.3,-99,0.4,0.6,0.5,-99,0.3,-99,-99
08/04/2007,15,0.7,0.9,0.3,0.4,0.0,0.6,-99,0.3,0.0,0.5,0.3,-99,0.3,0.6,0.6,-99,0.4,-99,-99
08/04/2007,16,0.7,0.8,0.2,0.3,0.0,0.5,-99,0.2,0.0,0.5,0.2,-99,0.2,0.6,0.6,-99,0.4,-99,-99
08/04/2007,17,0.6,0.8,0.4,0.3,0.0,0.7,-99,0.2,0.0,0.4,0.2,-99,0.3,0.6,0.6,-99,0.4,-99,-99
08/04/2007,18,0.7,0.8,0.4,0.4,0.0,0.7,0.8,0.2,0.0,0.5,0.2,-99,0.2,0.6,0.7,-99,0.4,-99,-99
08/04/2007,19,0.7,1.0,0.4,0.4,0.0,0.8,0.9,0.2,0.0,0.5,0.2,-99,0.3,0.5,0.8,-99,0.4,-99,-99
08/04/2007,20,0.7,1.2,0.5,0.5,0.0,0.9,0.9,0.3,0.0,0.6,0.2,-99,0.4,0.6,0.8,-99,0.4,-99,-99
08/04/2007,21,0.8,0.9,0.6,0.5,0.0,0.7,0.8,0.5,0.1,0.6,0.3,-99,0.4,0.7,0.9,-99,0.4,-99,-99
08/04/2007,22,1.0,0.8,0.4,0.4,0.2,0.9,0.8,0.6,0.0,0.5,0.2,-99,0.5,0.7,1.0,-99,0.3,-99,-99
08/04/2007,23,0.9,0.8,0.5,0.4,0.2,0.8,0.6,0.6,0.0,0.4,0.2,-99,0.4,0.8,0.7,-99,0.2,-99,-99
08/04/2007,24,0.8,0.8,0.4,0.3,0.0,0.6,0.6,0.3,0.0,0.8,0.2,-99,0.3,0.8,0.4,-99,0.2,-99,-99
09/04/2007,1,0.6,0.7,0.3,0.3,0.0,0.5,0.6,0.3,0.0,0.6,0.2,-99,0.3,0.5,0.3,-99,0.2,-99,-99
09/04/2007,2,0.4,1.0,0.3,0.3,0.0,0.5,0.9,0.4,0.0,0.5,0.1,-99,0.3,0.4,0.3,-99,0.2,-99,-99
09/04/2007,3,0.4,1.1,0.4,0.3,0.0,0.5,1.0,0.4,0.0,0.5,0.1,-99,0.2,0.4,0.3,-99,0.2,-99,-99
09/04/2007,4,0.5,1.0,0.4,0.3,0.1,0.6,0.9,0.4,0.0,0.9,0.2,-99,0.2,0.5,0.3,-99,0.3,-99,-99
09/04/2007,5,0.9,1.3,0.5,0.5,0.0,0.8,1.1,0.6,0.0,1.0,0.2,-99,0.4,1.0,0.5,-99,0.4,-99,-99
09/04/2007,6,1.3,2.5,1.6,1.0,1.0,1.4,1.5,1.3,0.2,1.7,0.6,-99,1.0,1.6,0.8,-99,0.9,-99,-99
09/04/2007,7,2.0,3.7,2.3,1.9,1.9,2.4,2.3,2.6,0.4,2.4,1.3,-99,1.3,1.8,1.7,-99,2.2,-99,-99
09/04/2007,8,1.9,3.8,2.7,3.5,2.8,1.8,2.7,3.9,0.4,1.7,0.8,-99,2.0,2.3,1.8,-99,2.4,-99,-99
09/04/2007,9,1.5,2.0,1.2,1.8,0.8,1.2,2.2,2.6,0.1,1.2,0.5,-99,2.1,1.6,1.4,-99,1.9,-99,-99
09/04/2007,10,-99,1.8,0.4,1.2,-99,1.1,1.5,1.1,0.0,1.0,0.7,-99,1.1,1.9,0.8,-99,1.2,-99,-99
09/04/2007,11,-99,1.6,0.5,1.4,-99,0.9,1.4,0.9,0.0,0.8,0.6,-99,0.7,1.2,0.6,-99,0.8,-99,-99
09/04/2007,12,0.8,1.2,0.3,1.1,-99,0.9,1.2,0.7,0.0,0.8,1.3,-99,0.6,0.7,0.7,-99,-99,-99,-99
09/04/2007,13,0.8,1.1,0.4,0.6,-99,1.0,1.0,0.5,0.0,0.6,1.4,-99,0.3,0.6,0.7,-99,-99,-99,-99
09/04/2007,14,0.8,1.1,0.4,0.6,-99,1.3,0.7,0.4,0.1,0.6,0.8,-99,0.4,0.5,0.6,-99,-99,-99,-99
09/04/2007,15,0.7,1.2,0.4,0.5,-99,1.4,0.6,0.2,0.1,0.6,0.4,-99,0.4,0.5,0.5,-99,-99,-99,-99
09/04/2007,16,0.8,1.0,0.4,0.6,-99,1.2,0.5,0.3,0.0,0.5,0.3,-99,0.3,0.5,0.5,-99,-99,-99,-99
09/04/2007,17,0.8,1.0,0.3,0.5,-99,1.1,0.5,0.3,0.0,0.6,0.3,-99,0.3,0.4,0.6,-99,-99,-99,-99
09/04/2007,18,0.9,1.0,0.4,0.6,-99,0.9,0.5,0.4,0.0,0.6,0.3,-99,0.3,0.4,0.7,-99,0.4,-99,-99
09/04/2007,19,1.1,1.1,0.5,0.5,-99,1.2,0.6,0.4,0.1,0.6,0.3,-99,0.4,0.5,0.9,-99,0.4,-99,-99
09/04/2007,20,1.1,1.3,0.7,0.7,-99,1.2,0.8,0.5,0.1,0.6,0.3,-99,0.4,0.9,1.0,-99,0.6,-99,-99
09/04/2007,21,1.1,1.4,1.3,0.7,-99,1.2,0.6,0.4,0.3,0.7,0.5,-99,0.6,1.2,1.3,-99,0.8,-99,-99
09/04/2007,22,1.0,1.2,1.4,0.9,-99,1.0,0.6,0.4,0.4,0.8,1.5,-99,0.8,1.1,1.2,-99,1.0,-99,-99
09/04/2007,23,0.7,1.1,0.9,0.8,-99,1.3,1.0,0.4,0.4,0.6,1.2,-99,0.8,1.6,0.9,-99,0.8,-99,-99
09/04/2007,24,1.0,0.9,0.6,0.6,-99,1.0,1.0,0.7,0.2,0.5,0.7,-99,0.5,1.3,0.5,-99,0.5,-99,-99
10/04/2007,1,1.0,0.9,0.5,0.3,-99,0.9,0.8,0.7,0.0,0.6,0.3,-99,0.3,1.2,0.4,-99,0.4,-99,-99
10/04/2007,2,0.7,0.9,0.5,0.2,-99,0.8,0.6,0.5,0.0,0.9,0.3,-99,0.4,1.0,0.3,-99,0.5,-99,-99
10/04/2007,3,0.7,0.9,0.6,0.3,-99,0.8,0.5,0.3,0.0,0.8,0.2,-99,0.4,1.0,0.4,-99,0.4,-99,-99
10/04/2007,4,0.8,1.0,0.5,0.5,-99,0.8,0.5,0.3,0.0,0.8,0.3,-99,0.5,1.0,0.5,-99,0.4,-99,-99
10/04/2007,5,1.1,1.0,0.7,0.8,-99,1.2,0.5,0.3,0.3,1.3,0.4,-99,0.8,1.4,1.2,-99,0.5,-99,-99
10/04/2007,6,1.9,1.5,1.7,2.2,-99,3.2,0.9,0.8,1.5,2.2,0.8,-99,2.2,1.7,1.8,-99,0.9,-99,-99
10/04/2007,7,2.8,3.5,3.5,3.3,-99,4.1,1.4,1.7,2.9,4.1,1.8,-99,2.0,2.2,2.8,-99,1.5,-99,-99
10/04/2007,8,4.5,4.4,2.6,4.9,-99,4.9,1.9,2.8,2.8,4.5,1.9,-99,2.5,2.7,3.2,-99,1.9,-99,-99
10/04/2007,9,3.2,3.1,2.3,3.5,-99,2.9,1.2,2.8,1.4,2.5,1.3,-99,1.7,1.3,1.6,-99,1.3,-99,-99
10/04/2007,10,1.9,2.6,1.0,1.3,-99,1.5,1.0,1.2,0.5,1.4,1.0,-99,1.3,0.7,1.7,-99,0.8,-99,-99
10/04/2007,11,1.6,2.1,1.0,1.5,-99,1.2,0.8,0.8,0.2,1.1,1.3,-99,1.1,0.6,1.6,-99,0.5,-99,-99
10/04/2007,12,0.9,1.3,0.4,1.0,-99,1.2,0.7,0.6,0.1,0.9,1.0,-99,1.1,0.9,1.0,-99,0.5,-99,-99
10/04/2007,13,0.8,1.2,0.3,0.7,-99,1.5,0.6,-99,0.1,0.6,0.7,-99,0.7,0.9,0.7,-99,0.5,-99,-99
10/04/2007,14,0.9,1.2,0.4,0.6,-99,1.3,0.4,0.3,0.1,0.6,0.7,-99,0.4,0.6,0.5,-99,0.4,-99,-99
10/04/2007,15,0.7,-99,0.4,0.6,-99,1.3,0.4,0.2,0.0,0.5,0.8,-99,0.4,0.5,0.5,-99,0.4,-99,-99
10/04/2007,16,0.8,-99,0.3,0.5,-99,1.1,0.4,0.2,0.0,0.5,0.4,-99,0.4,0.4,0.6,-99,0.4,-99,-99
10/04/2007,17,0.7,-99,0.3,0.6,-99,1.2,0.4,0.2,0.0,0.6,0.3,-99,0.4,0.4,0.6,-99,0.4,-99,-99
10/04/2007,18,0.9,-99,0.3,0.6,0.6,1.4,0.5,0.2,0.0,0.6,0.3,-99,0.5,0.4,0.5,-99,0.5,-99,-99
10/04/2007,19,1.0,-99,0.3,0.6,0.6,1.3,0.5,0.2,0.1,0.6,0.6,-99,0.5,0.6,0.6,-99,0.5,-99,-99
10/04/2007,20,1.1,-99,0.3,0.6,0.6,1.3,0.7,0.3,0.0,0.8,0.4,-99,0.5,0.8,0.7,-99,0.6,-99,-99
10/04/2007,21,1.3,-99,0.4,0.6,0.7,1.2,0.9,0.5,0.3,0.9,0.6,-99,0.5,0.9,0.9,-99,0.6,-99,-99
10/04/2007,22,1.1,-99,0.5,0.9,0.9,1.2,0.7,0.4,0.5,0.7,1.1,-99,0.7,0.9,0.8,-99,0.7,-99,-99
10/04/2007,23,1.1,-99,0.4,0.8,0.7,1.1,0.6,0.4,0.2,0.7,1.7,-99,0.6,1.2,1.2,-99,0.9,-99,-99
10/04/2007,24,1.0,-99,0.6,0.6,0.4,1.2,0.6,0.6,0.1,1.1,0.6,-99,0.6,0.9,0.7,-99,0.4,-99,-99
11/04/2007,1,1.2,-99,0.6,0.8,0.9,1.1,1.0,0.6,0.0,1.4,0.6,-99,0.7,0.9,0.6,-99,0.9,-99,-99
11/04/2007,2,0.7,-99,0.4,0.8,1.0,1.1,0.5,0.5,0.0,1.4,0.5,-99,0.9,1.1,0.7,-99,1.0,-99,-99
11/04/2007,3,1.0,-99,0.3,0.8,1.1,0.9,0.4,0.4,0.0,1.1,0.5,-99,0.7,0.9,0.7,-99,0.7,-99,-99
11/04/2007,4,1.1,-99,0.4,0.5,1.0,1.2,0.5,0.3,0.0,1.4,0.5,-99,0.6,0.8,0.5,-99,0.3,-99,-99
11/04/2007,5,1.3,-99,0.5,0.8,2.5,1.6,0.5,0.3,0.4,1.3,1.0,-99,1.1,1.2,1.0,-99,0.4,-99,-99
11/04/2007,6,2.2,-99,1.6,1.6,4.6,2.9,0.8,0.7,1.0,3.2,1.2,-99,1.9,2.2,2.7,-99,1.4,-99,-99
11/04/2007,7,5.0,-99,2.8,2.7,5.2,2.9,1.3,1.8,1.7,4.0,2.5,-99,2.4,2.5,4.6,-99,3.6,-99,-99
11/04/2007,8,3.9,-99,2.4,3.8,3.4,4.5,1.6,1.7,1.8,3.1,2.2,-99,3.3,2.6,3.6,-99,3.3,-99,-99
11/04/2007,9,2.6,-99,2.2,3.5,2.2,3.1,2.0,2.5,1.2,2.2,2.0,-99,2.2,2.2,2.0,-99,1.9,-99,-99
11/04/2007,10,2.7,-99,1.7,2.4,1.5,2.5,1.6,1.7,0.7,1.3,1.5,-99,1.5,1.3,1.0,-99,1.0,-99,-99
11/04/2007,11,2.5,-99,1.1,1.5,1.1,-99,0.9,1.3,0.5,1.5,1.6,-99,1.0,0.7,1.2,-99,0.6,-99,-99
11/04/2007,12,2.2,-99,0.9,1.1,1.1,-99,0.7,-99,0.0,1.9,1.3,-99,0.8,0.7,1.3,-99,0.5,-99,-99
11/04/2007,13,1.4,-99,1.1,1.5,1.0,-99,0.6,-99,0.0,1.7,1.1,-99,0.7,0.7,1.2,-99,0.5,-99,-99
11/04/2007,14,1.4,-99,0.8,1.5,0.8,-99,0.6,-99,0.0,1.3,1.0,-99,0.7,0.6,0.9,-99,0.5,-99,-99
11/04/2007,15,1.1,-99,0.5,1.4,0.6,-99,0.4,-99,0.1,0.8,1.1,-99,0.7,0.6,0.9,-99,0.4,-99,-99
11/04/2007,16,0.8,-99,0.2,1.2,0.5,-99,0.5,0.2,0.0,0.7,0.8,-99,0.7,0.6,0.7,-99,0.4,-99,-99
11/04/2007,17,0.9,-99,0.1,0.9,0.4,-99,0.4,0.3,0.0,0.6,0.6,-99,0.6,0.7,0.9,-99,0.4,-99,-99
11/04/2007,18,1.3,-99,0.1,1.2,0.4,-99,0.5,0.3,0.1,0.7,0.5,-99,0.6,0.6,1.0,-99,0.4,-99,-99
11/04/2007,19,1.4,-99,0.2,1.1,0.5,-99,0.4,0.3,0.1,0.8,0.5,-99,0.7,0.8,1.1,-99,0.4,-99,-99
11/04/2007,20,1.4,-99,0.6,0.8,0.5,-99,0.5,0.4,0.2,0.9,0.6,-99,0.8,1.1,1.3,-99,0.4,-99,-99
11/04/2007,21,1.3,-99,1.3,0.9,0.5,-99,0.8,0.5,0.3,0.9,0.6,-99,0.8,1.0,1.3,-99,0.6,-99,-99
11/04/2007,22,1.2,-99,1.0,1.3,0.8,-99,1.2,0.5,0.3,0.9,0.6,-99,0.7,0.8,1.3,-99,0.7,-99,-99
11/04/2007,23,1.0,-99,0.7,0.5,0.8,-99,0.8,0.3,0.6,1.0,2.9,-99,0.6,0.8,1.1,-99,1.4,-99,-99
11/04/2007,24,0.7,-99,0.3,0.4,0.6,-99,0.6,0.2,0.3,0.6,1.7,-99,0.6,0.6,0.9,-99,1.3,-99,-99
12/04/2007,1,0.6,-99,0.4,0.4,0.6,-99,0.8,0.3,0.1,0.5,1.3,-99,0.4,0.4,0.8,-99,1.2,-99,-99
12/04/2007,2,0.5,-99,0.3,0.3,0.5,-99,0.7,0.3,0.0,0.6,1.1,-99,0.4,0.6,0.7,-99,0.8,-99,-99
12/04/2007,3,0.6,-99,0.3,0.3,0.4,-99,0.6,0.5,0.0,0.6,0.6,-99,0.4,0.7,0.7,-99,0.7,-99,-99
12/04/2007,4,0.7,-99,0.4,0.5,0.9,-99,0.8,0.3,0.1,0.6,0.7,-99,0.4,0.7,0.9,-99,0.3,-99,-99
12/04/2007,5,1.0,-99,0.6,0.7,1.7,-99,0.7,0.6,0.5,1.3,0.7,-99,0.8,1.1,1.5,-99,0.6,-99,-99
12/04/2007,6,2.4,-99,1.6,1.4,3.2,-99,1.2,1.4,2.3,2.5,1.2,-99,1.4,1.4,3.3,-99,1.7,-99,-99
12/04/2007,7,4.1,-99,3.2,2.2,2.9,-99,1.7,3.7,2.1,4.7,2.9,-99,1.9,1.7,3.4,-99,3.3,-99,-99
12/04/2007,8,5.7,-99,3.0,3.4,3.3,-99,2.1,3.5,1.7,4.6,2.7,-99,2.3,1.9,3.4,-99,3.8,-99,-99
12/04/2007,9,5.0,-99,3.3,2.2,1.8,-99,2.4,2.6,1.7,3.6,1.1,-99,2.2,2.0,2.7,-99,1.4,-99,-99
12/04/2007,10,3.1,-99,2.4,2.2,1.3,-99,1.5,1.4,-99,-99,1.1,-99,-99,1.4,2.0,-99,0.9,-99,-99
12/04/2007,11,1.3,-99,1.1,1.1,0.7,-99,0.7,0.5,-99,1.3,0.9,-99,-99,1.3,0.9,-99,0.4,-99,-99
12/04/2007,12,1.0,-99,0.8,0.8,0.3,-99,0.4,0.3,0.0,0.5,0.6,-99,-99,0.9,0.6,-99,0.2,-99,-99
12/04/2007,13,0.9,-99,0.6,0.7,0.3,-99,0.5,0.4,0.0,0.5,0.6,-99,0.6,0.7,0.6,-99,0.3,-99,-99
12/04/2007,14,1.0,-99,0.6,0.6,0.3,-99,0.4,0.3,0.0,0.5,0.4,-99,0.5,0.7,0.6,-99,0.3,-99,-99
12/04/2007,15,1.1,-99,0.6,0.8,0.3,-99,0.5,0.3,0.0,0.5,0.8,-99,0.5,-99,0.7,-99,0.3,-99,-99
12/04/2007,16,1.0,-99,0.5,0.6,0.4,-99,0.5,0.3,0.0,0.6,0.8,-99,0.6,-99,0.7,-99,0.3,-99,-99
12/04/2007,17,1.2,-99,0.4,0.7,0.4,-99,0.4,0.3,0.0,0.7,0.5,-99,0.7,0.8,0.7,-99,0.3,-99,-99
12/04/2007,18,1.2,-99,0.5,0.6,0.4,-99,0.3,0.3,0.1,0.7,0.5,-99,0.6,0.9,0.8,-99,0.4,-99,-99
12/04/2007,19,1.8,-99,0.4,0.6,0.4,-99,0.4,0.2,0.1,0.8,0.4,-99,0.6,0.8,0.9,-99,0.4,-99,-99
12/04/2007,20,1.2,-99,0.6,0.6,0.4,-99,0.5,0.3,0.1,0.9,0.5,-99,0.5,1.0,1.1,-99,0.5,-99,-99
12/04/2007,21,1.5,-99,0.8,0.7,0.6,-99,0.5,0.6,0.3,0.6,0.4,-99,0.5,0.7,1.2,-99,0.5,-99,-99
12/04/2007,22,1.2,-99,0.6,0.7,0.9,-99,0.6,0.6,0.1,0.6,0.8,-99,0.6,0.6,1.4,-99,0.9,-99,-99
12/04/2007,23,1.3,-99,0.7,0.6,1.1,-99,0.6,1.5,0.2,0.9,0.4,-99,0.6,1.2,1.4,-99,0.5,-99,-99
12/04/2007,24,2.1,-99,0.6,0.4,1.0,-99,0.4,1.0,0.0,1.4,0.8,-99,0.4,1.2,1.3,-99,0.2,-99,-99
13/04/2007,1,1.2,-99,0.4,0.3,0.8,-99,0.4,0.9,0.0,1.5,0.6,-99,0.3,1.1,1.3,-99,0.2,-99,-99
13/04/2007,2,1.0,-99,0.3,0.4,1.1,-99,1.0,0.8,0.0,1.6,0.6,-99,1.0,1.0,-99,-99,0.2,-99,-99
13/04/2007,3,1.6,-99,0.3,0.4,0.8,-99,0.9,0.5,0.0,1.4,0.7,-99,0.7,0.8,0.5,-99,0.4,-99,-99
13/04/2007,4,1.8,-99,0.3,0.7,1.1,-99,0.5,0.3,0.0,1.7,0.5,-99,0.8,0.8,0.8,-99,0.4,-99,-99
13/04/2007,5,1.5,-99,0.5,0.7,2.9,-99,0.5,0.6,0.2,2.5,0.6,-99,1.3,1.2,1.7,-99,0.6,-99,-99
13/04/2007,6,1.7,-99,1.7,1.9,4.4,-99,0.8,1.2,1.0,3.9,1.5,-99,1.9,1.8,3.1,-99,1.2,-99,-99
13/04/2007,7,3.2,-99,3.8,4.0,5.2,-99,2.3,2.5,2.0,6.6,1.9,-99,2.6,2.4,3.5,-99,2.2,-99,-99
13/04/2007,8,4.7,-99,3.0,5.2,3.8,-99,2.5,4.3,2.0,6.7,1.7,-99,3.3,2.3,3.1,-99,3.7,-99,-99
13/04/2007,9,4.1,-99,2.8,3.2,2.2,-99,3.0,3.1,-99,4.0,1.6,-99,3.1,2.5,2.2,-99,1.5,-99,-99
13/04/2007,10,2.4,-99,1.9,2.3,1.1,-99,2.1,1.6,-99,2.7,0.9,-99,2.3,2.7,0.9,-99,0.8,-99,-99
13/04/2007,11,1.2,-99,1.4,-99,0.6,-99,0.8,0.6,-99,1.0,0.5,-99,1.2,1.6,-99,-99,0.3,-99,-99
13/04/2007,12,1.1,-99,0.4,-99,0.3,-99,0.6,0.4,0.3,0.6,0.5,-99,0.9,0.8,-99,-99,0.3,-99,-99
13/04/2007,13,1.1,-99,0.4,-99,0.3,-99,0.5,0.3,0.3,0.6,0.5,-99,0.6,0.7,0.8,-99,0.3,-99,-99
13/04/2007,14,1.1,-99,0.4,0.5,0.3,-99,0.4,0.2,0.3,0.7,0.5,-99,0.4,0.6,0.8,-99,0.3,-99,-99
13/04/2007,15,-99,-99,0.4,0.5,0.4,-99,0.4,0.2,0.4,0.6,0.5,-99,0.4,0.6,0.9,-99,0.4,-99,-99
13/04/2007,16,0.9,-99,0.4,0.5,0.4,-99,-99,0.2,0.4,0.6,0.5,-99,0.5,0.6,0.9,-99,0.4,-99,-99
13/04/2007,17,0.9,-99,0.3,0.6,0.5,-99,-99,0.2,0.4,0.7,0.4,-99,0.6,0.6,0.9,-99,0.4,-99,-99
13/04/2007,18,1.1,-99,0.6,0.7,0.5,-99,-99,0.2,0.4,0.9,0.4,-99,0.5,0.7,1.0,-99,0.5,-99,-99
13/04/2007,19,1.6,-99,0.5,0.8,0.5,-99,-99,0.7,0.5,0.9,0.5,-99,0.5,0.9,1.2,-99,0.4,-99,-99
13/04/2007,20,1.4,-99,0.8,0.7,0.6,-99,-99,0.6,0.5,1.0,0.6,-99,0.7,0.9,1.3,-99,0.5,-99,-99
13/04/2007,21,1.3,-99,0.7,1.0,0.8,-99,-99,0.6,1.0,0.6,0.9,-99,0.6,1.0,1.4,-99,0.7,-99,-99
13/04/2007,22,1.4,-99,0.6,0.9,1.0,-99,1.3,0.7,0.9,0.7,1.5,-99,1.0,1.0,1.5,-99,1.1,-99,-99
13/04/2007,23,1.7,-99,0.5,0.8,1.3,-99,1.5,0.8,0.7,0.7,1.4,-99,0.7,1.1,1.4,-99,1.1,-99,-99
13/04/2007,24,1.8,-99,0.7,0.8,0.9,-99,1.4,0.5,0.5,1.5,0.9,-99,0.6,1.5,1.2,-99,0.9,-99,-99
14/04/2007,1,1.4,-99,0.8,1.1,1.0,-99,1.1,0.4,0.6,1.9,1.4,-99,1.0,1.3,1.1,-99,0.7,-99,-99
14/04/2007,2,1.3,-99,1.0,1.1,1.5,-99,1.1,0.3,0.6,1.6,1.6,-99,1.1,1.4,0.9,-99,1.1,-99,-99
14/04/2007,3,1.3,-99,0.7,1.0,1.3,-99,0.8,0.5,0.8,1.4,1.4,-99,0.9,1.2,1.2,-99,1.7,-99,-99
14/04/2007,4,0.7,-99,0.7,0.9,1.8,-99,0.7,0.6,0.8,1.1,1.6,-99,1.0,1.2,1.3,-99,1.4,-99,-99
14/04/2007,5,1.0,-99,0.8,1.2,1.8,-99,0.8,0.6,1.0,1.7,2.2,-99,1.7,1.1,2.4,-99,1.5,-99,-99
14/04/2007,6,1.7,-99,1.6,1.7,2.3,-99,0.8,0.8,1.3,2.8,3.2,-99,1.8,1.1,2.0,-99,1.6,-99,-99
14/04/2007,7,1.8,-99,2.2,2.6,3.8,-99,1.3,1.3,2.8,2.7,4.3,-99,1.9,1.4,2.9,-99,2.7,-99,-99
14/04/2007,8,3.4,-99,2.7,3.0,4.7,-99,1.2,2.6,2.8,3.4,4.8,-99,2.4,2.3,3.4,-99,3.5,-99,-99
14/04/2007,9,2.8,-99,1.4,3.3,2.1,-99,1.9,1.6,1.9,2.9,3.7,-99,2.8,2.1,2.6,-99,2.7,-99,-99
14/04/2007,10,2.6,-99,1.4,2.6,1.2,-99,2.7,1.9,1.8,2.4,2.9,-99,2.3,1.6,1.5,-99,2.0,-99,-99
14/04/2007,11,2.1,-99,0.9,1.5,0.7,-99,2.1,1.5,1.7,1.4,3.0,-99,1.2,1.0,1.3,-99,2.0,-99,-99
14/04/2007,12,1.1,-99,0.9,1.7,0.4,-99,1.7,1.4,1.2,0.9,2.4,-99,0.7,0.5,0.9,-99,1.4,-99,-99
14/04/2007,13,1.2,-99,1.2,1.7,0.3,-99,1.7,1.6,0.9,0.8,1.9,-99,0.7,0.6,0.8,-99,1.3,-99,-99
14/04/2007,14,1.4,-99,1.0,1.3,0.4,-99,1.7,0.9,0.9,0.9,1.7,-99,0.6,0.6,0.9,-99,1.3,-99,-99
14/04/2007,15,1.7,-99,1.1,1.4,0.5,-99,1.7,1.0,0.6,1.0,1.4,-99,0.7,0.6,1.1,-99,0.8,-99,-99
14/04/2007,16,1.5,-99,1.1,1.4,0.7,-99,1.2,0.9,0.4,1.3,1.2,-99,0.9,0.6,1.1,-99,-99,-99,-99
14/04/2007,17,1.5,-99,1.1,1.5,0.5,-99,1.0,0.7,0.4,1.2,1.0,-99,0.9,0.7,1.2,-99,-99,-99,-99
14/04/2007,18,1.3,-99,0.7,0.9,0.3,-99,0.8,0.6,0.5,0.9,0.7,-99,0.8,0.6,1.3,-99,0.6,-99,-99
14/04/2007,19,1.9,-99,0.7,0.8,0.4,-99,0.8,0.6,0.5,1.2,0.7,-99,0.8,0.6,1.3,-99,0.6,-99,-99
14/04/2007,20,1.7,-99,0.6,1.0,0.9,-99,1.0,0.6,0.6,1.1,0.8,-99,0.8,0.9,1.6,-99,0.9,-99,-99
