FECHA,HORA,ACO,ATI,CAM,CHO,CCA,CUA,CUT,FAC,HGM,IZT,LLA,LPR,MER,MON,NEZ,PED,SAG,SFE,SJA,SUR,TAH,TLA,TLI,TPN,UAX,UIZ,VIF,XAL
11/08/2014,24,-99,0,1,2,1,-99,1,1,-99,-99,1,-99,2,-99,0,2,2,1,-99,1,-99,3,1,0,1,1,2,1
12/08/2014,1,1,1,1,2,1,-99,1,1,-99,-99,1,-99,3,-99,0,2,2,1,-99,1,-99,2,2,0,1,1,2,1
12/08/2014,2,1,1,1,2,0,-99,1,1,-99,-99,1,-99,2,-99,0,2,2,1,-99,1,-99,2,1,1,1,1,1,1
12/08/2014,3,1,3,0,1,0,0,0,2,1,-99,1,-99,2,-99,0,2,1,1,-99,1,1,2,1,1,1,1,2,1
12/08/2014,4,1,2,0,1,0,0,1,3,1,-99,1,-99,1,-99,0,2,1,1,-99,1,2,3,1,1,1,2,2,2
12/08/2014,5,1,1,0,1,0,1,1,2,1,-99,1,-99,1,-99,0,2,1,1,-99,1,2,3,1,1,1,1,2,1
12/08/2014,6,1,1,1,1,1,1,0,2,1,-99,1,-99,2,-99,0,2,1,1,-99,1,2,7,1,1,1,1,2,2
12/08/2014,7,1,0,1,1,1,1,0,2,1,-99,1,-99,2,-99,0,2,1,1,-99,1,2,6,1,1,1,2,2,2
12/08/2014,8,1,1,1,3,0,1,0,2,1,-99,1,-99,2,-99,0,2,1,1,-99,1,2,3,1,1,1,2,2,2
12/08/2014,9,1,1,1,2,1,1,0,2,2,-99,3,-99,3,-99,0,2,2,1,-99,2,2,7,1,1,1,2,1,2
12/08/2014,10,1,1,2,2,2,1,2,2,4,-99,1,-99,3,-99,0,3,2,2,-99,2,2,4,1,1,1,2,2,2
12/08/2014,11,1,1,3,2,2,1,1,2,3,-99,0,-99,4,-99,1,3,-99,2,-99,3,2,3,1,2,2,2,1,2
12/08/2014,12,1,1,2,2,2,2,2,3,-99,-99,1,-99,3,-99,1,3,-99,3,-99,3,-99,3,1,2,2,3,2,2
12/08/2014,13,1,1,2,2,3,4,2,3,3,-99,1,-99,3,-99,2,4,-99,4,-99,5,-99,3,1,5,4,4,2,2
12/08/2014,14,1,1,1,2,3,4,2,2,3,-99,0,-99,3,-99,1,5,-99,4,-99,4,2,3,1,5,3,3,2,2
12/08/2014,15,1,2,2,2,3,2,2,3,3,-99,1,-99,3,-99,1,4,-99,3,-99,3,1,3,2,-99,3,3,1,3
12/08/2014,16,1,1,1,2,3,5,1,4,2,-99,1,-99,2,-99,1,-99,-99,5,-99,4,2,3,1,-99,3,3,2,1
12/08/2014,17,2,0,2,1,5,2,2,3,2,-99,1,-99,3,-99,1,-99,-99,2,-99,7,3,5,2,7,8,7,2,2
12/08/2014,18,2,0,2,3,2,2,1,3,3,-99,1,-99,3,-99,1,-99,-99,2,-99,4,9,4,2,4,4,5,2,2
12/08/2014,19,1,0,1,1,2,1,1,3,3,-99,1,-99,3,-99,2,-99,-99,2,-99,3,5,3,1,1,3,4,1,2
12/08/2014,20,1,0,2,2,2,1,1,3,2,-99,1,-99,3,-99,1,-99,-99,2,-99,3,3,3,1,1,3,4,1,2
12/08/2014,21,1,0,2,1,2,1,1,2,2,-99,1,-99,3,-99,0,-99,-99,2,-99,2,2,3,2,1,2,3,1,2
12/08/2014,22,2,0,1,2,1,0,1,2,2,-99,1,-99,3,-99,0,-99,-99,1,-99,2,1,3,1,1,2,3,2,2
12/08/2014,23,1,0,1,2,0,0,1,2,1,-99,1,-99,2,-99,0,-99,-99,1,-99,2,1,4,1,1,2,2,2,1
12/08/2014,24,1,2,1,1,1,0,2,2,1,-99,1,-99,2,-99,0,-99,-99,1,-99,1,1,5,2,0,2,2,4,1
13/08/2014,1,1,8,2,2,1,4,3,8,1,-99,1,-99,1,-99,0,-99,-99,4,-99,1,1,9,3,1,1,2,4,1
13/08/2014,2,1,4,2,1,1,7,3,6,3,-99,1,-99,2,-99,0,-99,-99,6,-99,1,1,8,2,1,1,2,2,1
13/08/2014,3,1,2,1,1,2,2,2,3,2,-99,0,-99,1,-99,0,-99,-99,3,-99,3,1,8,1,2,2,2,2,1
13/08/2014,4,1,1,2,2,1,1,2,2,5,-99,1,-99,2,-99,0,-99,-99,1,-99,2,2,5,1,1,2,2,2,1
13/08/2014,5,1,1,1,1,1,0,2,2,4,-99,1,-99,3,-99,0,-99,-99,1,-99,1,1,4,1,1,2,2,2,2
13/08/2014,6,2,2,2,2,1,1,1,2,3,-99,1,-99,3,-99,0,-99,-99,1,-99,1,1,4,1,1,3,3,2,4
13/08/2014,7,2,4,2,2,1,1,1,4,3,-99,1,-99,4,-99,0,-99,-99,1,-99,2,2,7,1,1,3,4,2,4
13/08/2014,8,2,4,5,2,2,1,2,6,5,-99,1,-99,4,-99,0,-99,-99,2,-99,3,2,7,2,2,4,3,10,4
13/08/2014,9,2,6,5,2,2,2,15,4,5,-99,9,-99,4,-99,1,-99,-99,2,-99,4,2,7,5,2,4,4,23,-99
13/08/2014,10,1,11,5,2,2,1,17,5,4,-99,8,-99,3,-99,-99,-99,-99,2,-99,3,2,11,4,-99,3,3,14,2
13/08/2014,11,2,7,-99,2,1,1,9,8,4,-99,6,-99,3,-99,-99,-99,-99,2,-99,2,1,7,5,-99,2,2,3,3
13/08/2014,12,1,3,-99,1,2,2,5,4,5,-99,1,-99,2,-99,2,-99,-99,3,-99,2,1,4,2,-99,2,2,2,3
13/08/2014,13,1,1,1,2,2,2,2,3,2,-99,0,-99,2,-99,2,-99,-99,2,-99,3,1,3,2,1,2,2,2,2
13/08/2014,14,1,1,1,2,1,1,2,2,1,-99,0,-99,2,-99,1,-99,-99,2,-99,2,1,3,1,1,2,2,1,1
13/08/2014,15,2,1,1,1,1,1,1,3,1,-99,0,-99,2,-99,1,-99,-99,2,-99,2,1,2,1,1,1,2,1,1
13/08/2014,16,2,1,1,2,0,1,1,2,1,-99,0,-99,2,-99,1,-99,-99,1,-99,1,1,3,1,1,1,2,1,1
13/08/2014,17,1,1,1,1,0,1,1,2,1,-99,0,-99,1,-99,1,-99,-99,1,-99,1,1,2,1,1,1,2,1,1
13/08/2014,18,1,0,1,2,1,1,1,2,1,-99,0,-99,1,-99,1,-99,-99,1,-99,1,-99,2,1,1,2,2,1,1
13/08/2014,19,1,0,2,2,3,0,1,2,4,-99,0,-99,3,-99,3,-99,-99,1,-99,4,-99,6,1,2,5,4,2,2
13/08/2014,20,1,0,4,1,2,1,2,4,4,-99,0,-99,6,-99,1,-99,-99,1,-99,5,-99,3,1,2,4,3,1,2
13/08/2014,21,1,1,1,1,2,1,1,2,2,-99,1,-99,4,-99,2,-99,-99,2,-99,4,2,4,3,2,6,4,1,5
13/08/2014,22,1,1,1,2,1,1,1,2,1,-99,0,-99,2,-99,2,-99,-99,2,-99,3,3,2,3,1,4,3,1,2
13/08/2014,23,1,1,0,3,0,1,1,2,1,-99,0,-99,2,-99,1,-99,-99,2,-99,2,2,2,2,1,2,2,1,2
13/08/2014,24,1,0,1,2,0,0,1,1,1,-99,-99,-99,2,-99,1,-99,-99,1,-99,1,1,2,1,0,2,2,1,1
14/08/2014,1,1,0,0,2,0,0,1,1,2,-99,-99,-99,2,-99,1,1,-99,1,-99,1,1,2,1,0,2,2,1,1
14/08/2014,2,2,0,0,2,0,0,1,1,2,-99,-99,-99,2,-99,1,2,-99,1,-99,1,1,2,1,0,1,2,1,1
14/08/2014,3,2,0,0,2,0,0,1,1,2,-99,-99,-99,2,-99,1,1,-99,1,-99,1,1,2,1,0,1,2,1,1
14/08/2014,4,1,0,0,1,0,0,1,1,1,-99,1,-99,2,-99,1,1,-99,1,-99,1,1,1,0,0,1,2,1,1
14/08/2014,5,1,2,1,1,0,0,1,1,1,-99,1,-99,2,-99,1,1,-99,1,-99,1,1,2,1,0,1,2,1,2
14/08/2014,6,1,25,2,2,1,1,3,2,1,-99,2,-99,3,-99,1,2,-99,1,-99,1,1,7,6,1,1,3,2,4
14/08/2014,7,2,26,6,2,2,1,3,12,4,-99,6,-99,3,-99,1,2,-99,2,-99,1,1,19,27,1,2,3,2,5
14/08/2014,8,2,11,26,3,8,1,6,21,19,-99,3,-99,21,-99,2,5,-99,2,-99,5,2,36,18,1,2,3,17,5
14/08/2014,9,2,23,18,4,10,2,29,22,29,-99,2,-99,24,-99,3,9,-99,7,-99,11,-99,21,19,2,3,4,22,8
14/08/2014,10,2,19,11,2,5,2,31,17,14,-99,3,-99,17,-99,2,7,-99,4,-99,6,1,16,10,4,2,3,14,9
14/08/2014,11,2,12,7,2,2,5,20,12,8,-99,4,-99,9,-99,1,6,-99,7,-99,3,1,11,7,3,2,2,9,7
14/08/2014,12,1,9,4,2,1,4,13,7,6,-99,2,-99,6,-99,1,3,-99,4,-99,2,1,7,7,1,2,3,4,3
14/08/2014,13,1,7,3,2,1,2,7,5,4,-99,1,-99,4,-99,2,3,-99,2,-99,2,1,6,5,1,2,3,4,3
14/08/2014,14,1,5,2,3,2,2,4,4,3,-99,1,-99,3,-99,1,3,-99,3,-99,3,2,6,3,2,2,3,2,2
14/08/2014,15,1,5,5,4,1,1,2,6,7,-99,1,-99,6,-99,1,2,-99,2,-99,3,4,11,1,1,5,8,2,2
14/08/2014,16,1,5,11,3,1,0,2,8,10,-99,1,-99,8,-99,2,2,-99,1,-99,2,3,7,1,1,13,7,2,3
14/08/2014,17,1,2,9,4,3,2,2,11,5,-99,1,-99,6,-99,17,3,-99,3,-99,3,7,9,1,1,4,5,2,2
14/08/2014,18,2,1,7,3,6,4,2,10,9,-99,0,-99,9,-99,6,6,-99,8,-99,7,2,3,1,2,13,8,1,1
14/08/2014,19,1,1,2,3,6,8,2,4,3,-99,1,-99,4,-99,2,8,-99,9,-99,5,5,3,2,10,4,4,2,2
14/08/2014,20,1,2,3,9,2,6,1,5,6,-99,1,-99,4,-99,1,5,-99,7,-99,3,3,5,3,5,3,4,2,2
14/08/2014,21,2,2,3,3,4,6,2,5,6,-99,1,-99,5,-99,3,7,-99,6,-99,5,3,5,5,3,7,5,2,3
14/08/2014,22,1,4,4,3,4,6,2,6,6,-99,1,-99,7,-99,5,5,-99,7,-99,7,6,7,5,2,9,5,3,4
14/08/2014,23,2,3,5,4,2,6,1,6,6,-99,8,-99,7,-99,4,4,-99,8,-99,5,6,7,5,1,5,6,4,4
14/08/2014,24,3,2,4,3,2,6,2,5,5,-99,15,-99,6,-99,4,3,-99,6,-99,4,4,5,5,1,4,5,4,6
15/08/2014,1,3,1,3,2,2,4,1,3,5,-99,4,-99,6,-99,4,3,-99,5,-99,4,4,4,10,1,3,4,3,9
15/08/2014,2,2,2,2,2,1,4,1,2,4,-99,4,-99,5,-99,4,3,-99,4,-99,3,4,3,4,1,3,4,3,5
15/08/2014,3,1,2,2,2,1,9,2,2,5,-99,4,-99,5,-99,5,2,-99,5,-99,3,3,4,4,1,3,5,2,6
15/08/2014,4,1,12,2,4,1,21,1,3,9,-99,2,-99,8,-99,5,2,-99,8,-99,2,3,5,3,1,4,5,2,6
15/08/2014,5,2,11,3,3,1,27,2,3,9,-99,3,-99,6,-99,5,3,-99,10,-99,2,3,8,3,1,3,5,2,8
15/08/2014,6,2,6,7,3,1,32,2,7,15,-99,2,-99,10,-99,5,3,-99,9,-99,2,3,7,2,1,3,4,3,7
15/08/2014,7,2,4,6,3,2,22,2,7,12,-99,3,-99,10,-99,3,4,-99,12,-99,4,3,6,2,1,3,5,3,7
15/08/2014,8,3,6,6,3,8,22,2,10,7,-99,5,-99,8,-99,3,10,-99,17,-99,11,4,7,3,6,5,7,4,9
15/08/2014,9,4,9,7,6,10,18,2,14,8,-99,5,-99,6,-99,5,14,-99,20,-99,11,5,9,2,11,8,8,2,7
15/08/2014,10,6,5,16,11,12,15,2,16,5,-99,3,-99,6,-99,7,14,-99,18,-99,11,8,9,2,13,10,9,3,5
15/08/2014,11,8,6,9,12,7,-99,2,14,9,-99,2,-99,7,-99,5,10,-99,10,-99,7,9,8,3,9,7,6,2,4
15/08/2014,12,4,3,4,7,5,8,2,6,7,-99,2,-99,-99,-99,4,7,-99,8,-99,5,6,4,2,7,5,6,2,3
15/08/2014,13,2,1,2,4,6,6,2,3,4,-99,2,-99,-99,-99,3,6,-99,6,-99,7,4,3,2,4,4,4,3,2
15/08/2014,14,2,1,1,3,3,2,3,4,3,-99,1,-99,2,-99,2,4,-99,3,-99,3,3,3,2,4,3,3,2,2
15/08/2014,15,1,1,1,3,2,2,3,3,2,-99,1,-99,2,-99,1,3,-99,3,-99,2,2,2,1,2,2,2,2,2
15/08/2014,16,2,2,1,3,1,1,6,2,2,-99,1,-99,2,-99,1,3,-99,2,-99,2,2,3,2,2,2,2,2,1
15/08/2014,17,2,5,3,3,1,1,3,6,2,-99,1,-99,2,-99,1,2,-99,2,-99,2,1,10,4,1,1,2,1,2
15/08/2014,18,2,1,1,2,1,2,2,3,3,-99,1,-99,3,-99,1,3,-99,3,-99,1,1,5,1,1,1,2,1,1
15/08/2014,19,2,1,1,2,0,-99,2,3,2,-99,1,-99,2,-99,1,2,-99,2,-99,2,1,3,1,1,1,2,1,2
15/08/2014,20,2,1,1,1,0,1,2,2,2,-99,0,-99,3,-99,1,2,-99,2,-99,2,1,4,1,1,2,2,1,2
15/08/2014,21,2,1,1,2,0,1,1,2,2,-99,1,-99,3,-99,1,2,-99,2,-99,2,1,4,1,1,2,2,2,1
15/08/2014,22,2,1,1,1,1,1,1,2,2,-99,1,-99,-99,-99,2,2,-99,2,-99,2,1,4,1,1,2,2,1,2
15/08/2014,23,2,1,1,3,1,1,1,2,2,-99,2,-99,2,-99,1,1,-99,1,-99,1,1,3,2,1,2,2,2,3
15/08/2014,24,2,1,1,2,0,1,2,2,2,-99,1,-99,2,-99,1,2,-99,1,-99,1,-99,3,2,1,1,2,3,2
16/08/2014,1,2,1,1,2,0,1,1,2,1,-99,1,-99,4,-99,1,2,-99,1,-99,1,1,3,3,1,1,2,3,2
16/08/2014,2,2,1,1,2,0,1,2,2,2,-99,1,-99,3,-99,1,1,-99,1,-99,1,1,3,2,1,1,3,2,3
16/08/2014,3,2,1,1,2,0,0,2,1,2,-99,2,-99,3,-99,1,2,-99,1,-99,1,1,3,2,1,1,2,2,3
16/08/2014,4,2,2,0,1,0,1,2,2,1,-99,1,-99,3,-99,1,1,-99,1,-99,1,0,2,2,1,1,2,2,4
16/08/2014,5,2,2,1,2,0,0,1,2,1,-99,2,-99,3,-99,2,2,-99,1,-99,1,1,3,2,1,1,3,2,3
16/08/2014,6,2,1,1,1,1,1,1,2,1,-99,1,-99,3,-99,2,2,-99,1,-99,1,1,3,2,1,1,2,2,3
16/08/2014,7,2,1,2,2,1,1,2,3,2,-99,3,-99,4,-99,2,2,-99,1,-99,1,1,4,1,1,2,3,2,3
16/08/2014,8,3,2,3,3,1,1,2,3,3,-99,3,-99,4,-99,2,2,-99,2,-99,2,1,5,2,1,1,3,4,4
16/08/2014,9,2,2,3,2,2,1,2,4,3,-99,2,-99,4,-99,2,2,-99,2,-99,2,1,-99,3,2,2,3,4,3
16/08/2014,10,2,2,2,2,1,1,2,3,2,-99,2,-99,3,-99,2,2,-99,2,-99,2,1,8,3,2,2,2,3,3
16/08/2014,11,2,2,1,2,1,1,2,3,2,-99,2,-99,2,-99,1,2,-99,2,-99,1,1,3,2,1,1,2,3,2
16/08/2014,12,2,1,1,1,0,1,2,2,1,-99,1,-99,2,-99,1,1,-99,1,-99,1,1,2,2,1,1,2,2,2
16/08/2014,13,2,1,1,1,0,0,2,2,1,-99,1,-99,2,-99,1,2,-99,1,-99,1,1,2,1,1,1,2,2,2
16/08/2014,14,2,1,1,1,0,0,2,2,1,-99,1,-99,1,-99,1,2,-99,1,-99,1,1,2,1,1,1,1,2,1
16/08/2014,15,2,2,0,1,1,1,2,2,1,-99,0,-99,1,-99,1,2,-99,1,-99,1,1,2,1,1,1,1,1,1
16/08/2014,16,2,1,0,2,1,2,2,2,1,-99,1,-99,1,-99,1,2,-99,2,-99,2,1,2,1,2,1,2,1,1
16/08/2014,17,2,1,0,1,1,2,2,2,1,-99,1,-99,1,-99,1,2,-99,3,-99,1,1,2,1,2,1,1,1,1
16/08/2014,18,2,1,1,1,0,1,2,2,1,-99,1,-99,2,-99,1,2,-99,1,-99,-99,1,2,1,1,1,2,1,1
16/08/2014,19,2,0,1,2,1,1,2,1,1,-99,1,-99,2,-99,1,2,-99,1,-99,1,1,3,1,1,1,2,1,1
16/08/2014,20,1,3,1,2,0,1,20,2,2,-99,0,-99,2,-99,1,2,-99,1,-99,2,1,5,8,1,1,2,2,1
16/08/2014,21,1,3,8,1,2,1,24,5,7,-99,1,-99,13,-99,1,3,-99,2,-99,3,1,13,26,1,3,6,7,2
16/08/2014,22,2,2,10,1,8,4,11,6,11,-99,1,-99,16,-99,5,7,-99,5,-99,9,3,10,10,4,11,14,2,2
16/08/2014,23,1,3,6,1,5,2,5,6,9,-99,1,-99,8,-99,8,5,-99,-99,-99,6,7,9,6,3,7,10,3,1
16/08/2014,24,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
17/08/2014,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
17/08/2014,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99
17/08/2014,3,1,3,-99,1,0,1,4,7,7,-99,1,-99,5,-99,3,1,-99,2,-99,1,1,9,5,1,2,5,4,2
17/08/2014,4,2,10,-99,1,0,1,3,15,8,-99,2,-99,5,-99,2,1,-99,1,-99,1,1,20,8,1,1,3,4,3
17/08/2014,5,2,17,-99,2,0,4,2,17,9,-99,4,-99,4,-99,2,2,-99,1,-99,1,1,37,5,1,1,2,3,2
17/08/2014,6,2,25,-99,2,0,4,2,17,19,-99,3,-99,3,-99,2,1,-99,1,-99,1,1,27,5,-99,1,2,2,3
17/08/2014,7,2,8,-99,2,1,2,2,11,7,-99,2,-99,3,-99,2,2,-99,1,-99,1,1,10,5,1,1,3,5,4
17/08/2014,8,2,8,-99,2,1,2,2,13,6,-99,3,-99,3,-99,2,2,-99,2,-99,1,2,8,14,2,2,3,23,3
17/08/2014,9,3,15,-99,3,7,3,12,18,9,-99,8,-99,6,-99,2,11,-99,8,-99,6,1,27,20,5,4,4,17,3
17/08/2014,10,2,10,-99,2,6,5,17,12,5,-99,6,-99,5,-99,3,7,-99,7,-99,7,2,21,13,5,5,4,7,4
17/08/2014,11,3,9,-99,2,4,4,11,8,4,-99,2,-99,4,-99,2,5,-99,5,-99,3,1,13,6,3,3,3,5,3
17/08/2014,12,2,8,-99,1,1,3,9,4,3,-99,2,-99,3,-99,1,3,-99,4,-99,2,1,6,4,2,2,2,4,2
17/08/2014,13,2,3,-99,1,1,2,6,3,2,-99,1,-99,2,-99,1,2,-99,2,-99,1,0,3,4,1,1,2,3,2
17/08/2014,14,2,2,-99,1,0,1,5,2,1,-99,1,-99,2,-99,1,2,-99,1,-99,1,1,3,2,1,1,1,2,1
17/08/2014,15,2,2,-99,1,0,0,3,2,1,-99,1,-99,2,-99,1,2,-99,1,-99,1,1,3,2,1,1,1,2,1
17/08/2014,16,2,2,-99,1,1,1,2,2,1,-99,1,-99,2,-99,1,2,-99,1,-99,2,1,2,2,2,1,2,1,1
17/08/2014,17,2,1,-99,2,0,1,2,3,1,-99,1,-99,2,-99,1,2,-99,1,-99,1,1,2,1,2,1,2,1,1
17/08/2014,18,1,1,-99,2,1,1,2,2,2,-99,1,-99,2,-99,2,2,-99,2,-99,2,1,5,1,1,2,3,1,1
17/08/2014,19,2,1,-99,2,5,3,3,4,4,-99,1,-99,2,-99,2,4,-99,7,-99,8,1,2,1,-99,11,6,2,1
17/08/2014,20,1,1,-99,1,4,6,2,-99,2,-99,0,-99,3,-99,1,6,-99,5,-99,6,7,2,2,5,8,3,1,1
17/08/2014,21,1,1,-99,3,3,3,2,-99,3,-99,0,-99,4,-99,-99,4,-99,3,-99,3,4,2,12,4,4,3,1,2
17/08/2014,22,2,1,-99,3,2,3,2,-99,2,-99,2,-99,3,-99,2,3,-99,3,-99,2,5,4,2,2,4,3,2,2
17/08/2014,23,3,3,-99,2,4,3,1,-99,3,-99,8,-99,5,-99,5,4,-99,4,-99,4,3,8,3,3,5,4,3,7
17/08/2014,24,3,3,-99,5,3,3,1,-99,3,-99,7,-99,5,-99,4,5,-99,4,-99,4,5,5,5,4,5,4,3,13
18/08/2014,1,4,2,-99,8,2,2,2,-99,3,-99,10,-99,4,-99,6,3,-99,3,-99,4,5,4,4,1,4,4,5,7
18/08/2014,2,4,2,-99,8,2,2,1,-99,3,-99,5,-99,4,-99,7,2,-99,3,-99,3,9,4,5,2,4,6,4,6
18/08/2014,3,3,2,-99,7,5,1,1,-99,3,-99,5,-99,5,-99,14,2,-99,2,-99,11,9,4,4,2,14,12,5,8
18/08/2014,4,3,1,-99,4,8,1,1,-99,4,-99,6,-99,5,-99,9,6,-99,2,-99,11,9,3,4,2,9,11,6,8
18/08/2014,5,3,1,-99,4,3,1,0,-99,3,-99,5,-99,5,-99,10,3,-99,2,-99,7,6,3,3,1,9,10,4,5
18/08/2014,6,3,1,-99,4,4,3,1,-99,3,-99,5,-99,4,-99,11,2,-99,2,-99,9,6,5,3,1,6,8,3,6
18/08/2014,7,3,2,-99,4,4,4,1,-99,3,-99,3,-99,5,-99,9,3,-99,3,-99,5,7,6,3,1,4,6,3,7
18/08/2014,8,3,3,-99,4,5,3,2,-99,5,-99,4,-99,7,-99,6,4,-99,4,-99,9,6,6,4,4,7,12,3,7
18/08/2014,9,4,5,-99,3,7,3,3,4,5,-99,5,-99,7,-99,6,6,-99,4,-99,11,5,7,4,4,11,10,3,8
18/08/2014,10,5,6,-99,3,7,4,5,6,5,-99,5,-99,7,-99,5,6,-99,4,-99,10,4,8,5,4,11,7,5,8
18/08/2014,11,4,5,-99,3,6,3,4,5,6,-99,5,-99,7,-99,4,6,-99,4,-99,-99,-99,5,4,-99,8,5,5,6
18/08/2014,12,3,4,-99,2,5,3,4,4,4,-99,3,-99,4,-99,2,6,-99,4,-99,5,3,5,4,-99,4,3,5,5
18/08/2014,13,2,3,-99,1,2,3,4,4,2,-99,2,-99,2,-99,1,4,-99,3,-99,3,1,5,3,-99,2,2,3,3
18/08/2014,14,2,2,-99,1,1,3,3,2,2,-99,1,-99,2,-99,1,3,-99,3,-99,2,1,4,3,1,1,2,2,3
18/08/2014,15,2,1,-99,1,1,2,-99,3,2,-99,1,-99,2,-99,1,2,-99,2,-99,1,1,3,2,1,1,2,2,2
18/08/2014,16,2,1,-99,1,1,2,2,2,2,-99,1,-99,2,-99,1,3,-99,2,-99,2,1,3,3,1,1,2,2,2
18/08/2014,17,2,1,-99,1,1,1,2,2,1,-99,1,-99,2,-99,1,2,-99,2,-99,1,1,2,4,1,1,2,2,2
18/08/2014,18,2,1,-99,1,1,1,3,2,2,-99,0,-99,2,-99,1,2,-99,1,-99,1,1,3,3,1,1,2,2,1
18/08/2014,19,2,1,-99,1,0,0,3,3,1,-99,1,-99,-99,-99,1,2,-99,1,-99,1,1,10,2,1,1,2,1,3
18/08/2014,20,2,1,-99,1,0,1,3,2,1,-99,1,-99,2,-99,0,2,-99,1,-99,1,1,2,1,1,1,2,1,2
18/08/2014,21,2,1,-99,1,0,0,1,3,1,-99,0,-99,2,-99,1,2,-99,1,-99,0,1,3,2,1,1,2,1,1
18/08/2014,22,1,1,-99,1,0,1,1,2,1,-99,0,-99,2,-99,1,2,-99,1,-99,1,1,3,3,1,1,2,2,2
18/08/2014,23,2,1,-99,2,1,1,2,2,1,-99,1,-99,2,-99,1,2,-99,1,-99,1,1,3,4,1,1,2,3,2
18/08/2014,24,2,1,-99,4,1,-99,2,2,2,-99,1,-99,2,-99,1,2,-99,1,-99,1,1,3,3,1,1,2,3,2
19/08/2014,1,2,1,2,2,1,-99,2,2,2,-99,1,-99,3,-99,1,2,-99,1,-99,1,1,2,2,1,2,2,3,2
19/08/2014,2,2,1,2,2,1,-99,2,2,2,-99,2,-99,2,-99,1,2,-99,1,-99,1,1,2,2,0,1,2,3,2
19/08/2014,3,2,1,3,2,1,0,2,2,3,-99,3,-99,2,-99,1,2,-99,1,-99,2,1,2,1,0,1,2,3,2
19/08/2014,4,2,1,2,2,1,0,2,1,3,-99,1,-99,2,-99,1,1,-99,1,-99,2,1,3,1,0,1,2,2,2
19/08/2014,5,2,1,2,2,1,1,2,2,2,-99,1,-99,2,-99,1,1,-99,1,-99,1,1,3,1,1,1,2,2,2
19/08/2014,6,-99,1,2,2,1,1,2,3,2,-99,1,-99,3,-99,1,2,-99,1,-99,1,1,5,1,1,2,2,2,3
19/08/2014,7,-99,1,3,11,2,2,1,3,2,-99,1,-99,4,-99,2,2,-99,2,-99,2,1,5,1,1,2,3,2,3
19/08/2014,8,-99,2,4,6,1,2,1,3,3,-99,1,-99,4,-99,2,2,-99,2,-99,3,3,5,2,1,2,3,2,5
19/08/2014,9,-99,2,3,4,1,1,3,3,3,-99,2,-99,4,-99,2,2,-99,1,-99,2,2,4,2,1,2,3,2,4
19/08/2014,10,-99,4,2,3,1,1,5,3,2,-99,2,-99,-99,-99,1,2,-99,1,-99,2,1,6,2,1,1,2,2,3
19/08/2014,11,-99,2,2,-99,1,1,2,3,2,-99,-99,-99,-99,-99,1,2,-99,1,-99,1,0,4,2,1,1,2,2,2
19/08/2014,12,-99,1,2,-99,0,1,2,2,1,-99,1,-99,-99,-99,1,2,-99,1,-99,1,1,2,1,1,1,2,2,2
19/08/2014,13,-99,1,2,-99,0,1,2,2,1,-99,1,-99,2,-99,1,2,-99,1,-99,1,1,3,2,1,1,2,1,2
19/08/2014,14,-99,1,1,-99,0,1,1,2,1,-99,1,-99,3,-99,1,2,-99,1,-99,2,1,2,2,1,1,2,2,2
19/08/2014,15,-99,1,1,1,0,0,1,2,2,-99,1,-99,3,-99,1,2,-99,1,-99,1,1,2,2,0,1,2,2,2
