FECHA,HORA,LAG,TAC,FAC,TLA,XAL,MER,PED,PLA,UIZ,IMP,TAX,TLI,VIF,SAG,VAL,SUR,IZT,CHO
10/03/2008,5,0.7,-99,1.0,0.7,0.9,0.5,0.0,0.3,-99,-99,0.3,-99,-99,1.0,0.2,0.4,0.1,0.6
10/03/2008,6,0.9,-99,1.3,0.8,1.4,1.0,0.0,0.5,-99,-99,0.5,-99,-99,2.2,1.0,0.8,0.5,0.7
10/03/2008,7,1.8,-99,2.9,2.4,5.1,2.9,0.2,1.4,-99,-99,1.2,-99,-99,4.4,2.6,2.1,1.8,1.3
10/03/2008,8,4.4,-99,5.2,3.6,5.5,4.2,1.6,4.4,-99,-99,2.9,-99,-99,4.9,5.3,2.2,3.5,2.6
10/03/2008,9,4.4,-99,3.8,2.9,2.9,4.1,1.5,2.3,-99,-99,2.0,-99,-99,3.3,2.7,1.5,2.3,2.4
10/03/2008,10,3.0,-99,2.3,2.0,0.9,3.0,0.7,1.4,-99,-99,1.3,-99,-99,1.2,1.2,0.8,1.7,0.5
10/03/2008,11,2.3,-99,1.7,1.1,0.5,-99,0.3,1.0,-99,-99,1.4,-99,-99,1.1,0.4,0.5,1.1,0.2
10/03/2008,12,2.3,-99,0.8,1.1,0.6,-99,0.4,0.9,-99,-99,0.8,-99,-99,1.2,0.5,0.7,0.9,0.3
10/03/2008,13,1.6,-99,1.1,0.5,0.6,-99,-99,0.9,-99,-99,0.6,-99,-99,1.2,0.7,-99,0.4,0.4
10/03/2008,14,1.2,-99,0.8,-99,0.7,-99,0.2,0.5,-99,-99,0.5,-99,-99,1.2,0.6,-99,0.3,-99
10/03/2008,15,1.0,-99,-99,0.5,0.6,-99,0.2,0.4,-99,-99,1.4,-99,-99,-99,0.4,-99,0.2,0.4
10/03/2008,16,1.1,-99,-99,0.8,0.6,-99,0.1,0.4,-99,-99,1.5,-99,-99,1.1,0.4,0.6,0.1,0.4
10/03/2008,17,1.0,-99,-99,0.8,1.2,0.8,0.1,0.4,-99,-99,0.7,-99,-99,1.1,0.4,0.6,0.3,0.4
10/03/2008,18,1.3,-99,1.0,0.9,0.9,1.6,0.0,0.5,-99,-99,0.3,-99,-99,-99,0.3,0.6,0.3,0.4
10/03/2008,19,1.1,-99,0.9,0.7,1.2,1.9,0.1,0.5,-99,-99,0.6,-99,-99,-99,0.5,0.7,0.4,0.5
10/03/2008,20,1.6,-99,1.4,0.7,0.5,2.0,0.2,0.6,-99,-99,0.4,-99,-99,-99,0.9,0.9,0.3,0.4
10/03/2008,21,1.9,-99,1.1,0.7,0.8,1.6,0.3,0.6,-99,-99,1.2,-99,-99,-99,0.6,1.0,0.4,0.5
10/03/2008,22,1.4,-99,1.1,0.7,0.6,1.1,0.2,0.6,-99,-99,0.9,-99,-99,-99,0.4,0.8,0.8,0.6
10/03/2008,23,1.0,-99,0.9,0.6,0.6,1.0,0.1,0.5,-99,-99,1.1,-99,-99,-99,0.4,0.7,0.4,0.5
10/03/2008,24,0.8,-99,0.7,0.4,0.3,0.8,0.0,0.3,-99,-99,0.6,-99,-99,-99,0.2,0.5,0.2,0.6
11/03/2008,1,0.7,-99,0.7,0.4,0.1,0.6,0.0,0.2,-99,-99,0.4,-99,-99,-99,0.0,0.3,0.1,0.4
11/03/2008,2,0.6,-99,0.7,0.4,0.0,0.4,0.0,0.2,-99,-99,0.3,-99,-99,-99,0.0,0.3,0.0,0.3
11/03/2008,3,0.6,-99,0.8,0.4,0.0,0.5,0.0,0.3,-99,-99,0.2,-99,-99,-99,0.0,0.3,0.0,0.3
11/03/2008,4,0.6,-99,0.9,0.3,0.1,0.5,0.0,0.2,-99,-99,0.3,-99,-99,-99,0.0,0.3,0.0,0.7
11/03/2008,5,0.7,-99,0.9,0.3,0.2,0.6,0.0,0.2,-99,-99,0.3,-99,-99,-99,0.0,0.3,0.0,1.0
11/03/2008,6,0.8,-99,1.0,0.4,1.3,1.0,0.0,0.4,-99,-99,0.8,-99,-99,-99,0.4,0.6,0.1,1.3
11/03/2008,7,1.2,-99,2.4,1.2,1.5,1.6,0.3,1.2,-99,-99,2.1,-99,-99,-99,1.6,1.6,0.5,2.2
11/03/2008,8,1.8,-99,4.1,1.5,1.5,1.9,1.0,1.9,-99,-99,2.6,-99,-99,-99,1.9,1.9,1.5,2.6
11/03/2008,9,2.1,-99,1.9,1.5,1.7,2.1,0.7,0.9,-99,-99,2.4,-99,-99,-99,1.3,2.1,2.5,1.8
11/03/2008,10,2.7,-99,1.6,1.3,1.0,2.4,0.5,0.9,-99,-99,2.0,-99,-99,-99,1.5,1.6,2.0,1.0
11/03/2008,11,-99,-99,1.4,1.4,1.3,2.3,0.6,1.0,-99,-99,2.1,-99,-99,1.7,1.4,1.4,1.5,1.1
11/03/2008,12,-99,-99,1.8,1.6,1.0,1.9,0.7,1.3,-99,-99,2.0,-99,-99,1.4,1.0,1.3,1.2,0.9
11/03/2008,13,-99,-99,1.9,1.0,0.7,1.2,0.7,1.5,-99,-99,1.2,-99,-99,0.8,0.8,1.0,0.7,0.4
11/03/2008,14,-99,-99,2.0,0.9,0.3,0.9,-99,0.9,-99,-99,0.7,0.9,-99,0.7,0.4,0.6,0.3,0.6
11/03/2008,15,-99,-99,1.9,0.9,0.4,1.0,-99,0.6,-99,-99,0.8,0.6,-99,0.8,0.5,0.4,0.2,0.6
11/03/2008,16,-99,-99,1.8,1.0,0.6,0.9,0.2,0.6,-99,-99,0.4,0.6,-99,0.9,0.9,0.4,0.2,0.5
11/03/2008,17,1.4,-99,1.6,1.1,-99,1.7,0.1,0.7,-99,-99,0.9,0.7,-99,1.1,0.7,0.5,0.3,0.4
11/03/2008,18,1.5,0.6,1.6,1.4,-99,1.9,0.1,0.6,-99,-99,0.8,0.7,-99,1.2,0.7,0.6,0.3,0.5
11/03/2008,19,-99,0.6,1.5,1.0,0.8,1.3,0.4,1.1,-99,-99,2.8,0.3,-99,1.3,0.6,0.9,0.5,0.5
11/03/2008,20,1.8,0.5,1.5,0.8,1.0,1.8,0.7,1.7,-99,-99,0.6,0.3,-99,1.2,0.3,0.7,1.2,0.5
11/03/2008,21,1.3,1.3,1.3,0.8,0.7,1.7,0.6,1.3,-99,-99,1.5,0.5,-99,1.3,0.5,1.1,1.0,0.6
11/03/2008,22,1.3,0.5,1.1,0.9,0.8,1.5,0.5,-99,-99,-99,1.6,0.6,-99,1.2,0.6,1.1,0.5,0.7
11/03/2008,23,1.3,0.5,1.2,0.9,0.5,1.4,0.4,0.8,-99,-99,1.6,0.8,-99,1.1,0.5,1.1,0.6,0.7
11/03/2008,24,1.3,0.4,1.7,0.9,0.6,1.2,0.5,1.0,-99,-99,1.4,0.5,-99,1.1,0.3,0.8,0.8,1.0
12/03/2008,1,1.3,0.4,1.5,0.7,0.9,1.1,0.3,0.6,-99,-99,1.1,0.3,-99,1.2,0.6,0.9,0.6,1.2
12/03/2008,2,1.0,0.4,1.2,0.6,0.6,0.8,0.0,0.4,-99,-99,1.0,0.3,-99,0.9,0.6,0.8,0.4,0.7
12/03/2008,3,1.0,0.2,1.0,0.5,0.5,0.8,0.0,0.5,-99,-99,1.0,0.4,-99,0.7,0.3,0.9,0.2,0.7
12/03/2008,4,1.0,0.1,1.0,0.4,0.2,0.7,0.0,0.5,-99,-99,1.3,0.5,-99,0.8,0.4,0.9,0.2,0.9
12/03/2008,5,1.0,0.1,1.0,0.5,0.8,0.9,0.0,0.6,-99,-99,0.6,0.4,-99,0.9,0.7,1.1,0.4,0.8
12/03/2008,6,1.7,0.7,1.4,0.9,1.0,1.8,0.1,1.2,-99,-99,0.7,0.8,-99,1.5,1.2,1.1,1.3,1.4
12/03/2008,7,1.9,2.0,3.2,1.8,1.4,2.0,0.4,1.9,-99,-99,1.1,2.2,-99,2.5,1.9,1.3,1.8,2.1
12/03/2008,8,3.3,2.9,6.3,3.4,3.5,3.5,1.2,3.7,-99,-99,2.2,2.7,-99,3.0,4.1,2.9,2.6,2.8
12/03/2008,9,4.0,2.3,4.3,3.4,2.8,3.5,1.5,2.2,-99,-99,2.2,3.2,-99,2.4,3.4,2.9,2.5,1.4
12/03/2008,10,3.9,2.0,3.5,2.4,1.4,2.8,1.0,3.8,-99,-99,2.1,2.3,-99,1.4,2.5,1.5,2.2,0.8
12/03/2008,11,2.4,1.5,2.6,1.8,0.5,2.8,0.9,1.6,-99,-99,1.8,1.2,-99,-99,1.2,1.0,-99,0.5
12/03/2008,12,1.7,0.6,1.8,1.1,0.4,1.3,0.6,1.3,-99,-99,-99,0.5,-99,-99,0.4,0.7,0.8,0.4
12/03/2008,13,1.5,0.6,1.6,1.0,0.3,1.2,0.5,1.1,-99,-99,-99,0.5,-99,-99,0.4,0.6,0.3,0.5
12/03/2008,14,1.5,0.6,1.7,0.9,0.4,1.3,0.4,0.9,-99,-99,-99,0.6,-99,-99,0.4,0.5,0.3,0.5
12/03/2008,15,1.5,0.6,1.9,0.9,0.7,0.9,0.1,0.8,-99,-99,-99,0.5,-99,-99,0.7,0.5,0.3,0.6
12/03/2008,16,1.4,0.4,1.5,0.9,0.5,1.0,0.0,0.5,-99,-99,0.4,0.5,-99,-99,1.1,0.4,0.2,0.5
12/03/2008,17,1.6,0.3,1.7,0.7,-99,0.9,-99,0.6,-99,-99,0.3,0.6,-99,1.1,1.4,0.4,0.3,0.5
12/03/2008,18,1.8,0.1,1.2,0.8,0.4,0.8,0.0,0.4,-99,-99,-99,0.6,-99,1.0,0.6,0.5,0.4,0.5
12/03/2008,19,1.4,0.1,1.2,0.8,0.4,1.0,0.1,0.4,-99,-99,0.3,0.5,-99,1.4,1.2,0.7,0.5,0.8
12/03/2008,20,1.7,0.4,1.3,1.2,0.5,1.1,0.2,0.6,-99,-99,0.3,0.4,-99,1.5,1.0,0.8,0.4,0.6
12/03/2008,21,2.0,0.5,1.7,0.8,0.6,1.7,0.2,0.7,-99,-99,0.5,0.3,-99,1.8,1.0,0.8,0.6,0.6
12/03/2008,22,1.4,0.3,3.3,1.1,0.8,1.7,0.4,0.5,-99,-99,0.5,0.6,-99,2.1,0.9,0.7,0.7,0.6
12/03/2008,23,1.2,0.1,2.0,1.1,0.7,1.3,0.3,0.4,-99,-99,2.0,0.4,-99,2.0,1.2,1.3,0.3,0.6
12/03/2008,24,1.1,0.0,1.6,1.1,0.9,1.0,0.2,0.5,-99,-99,1.9,0.6,-99,1.7,1.4,1.3,0.5,0.4
13/03/2008,1,1.0,0.0,1.4,0.8,1.7,1.2,0.5,0.4,-99,-99,0.9,0.8,-99,1.6,1.6,1.4,0.7,0.2
13/03/2008,2,1.4,0.0,1.3,0.9,1.5,1.8,0.3,0.5,-99,-99,1.1,0.6,-99,0.8,0.8,1.1,0.3,0.2
13/03/2008,3,1.2,0.0,1.6,0.7,0.8,1.3,0.2,0.4,-99,-99,1.1,0.3,-99,0.7,0.6,1.0,0.7,0.2
13/03/2008,4,1.2,0.0,1.3,0.7,1.4,1.8,0.2,0.5,-99,-99,0.5,0.4,-99,0.6,0.3,1.1,0.4,0.3
13/03/2008,5,1.0,0.4,1.2,0.6,1.1,1.3,0.1,0.6,-99,-99,0.5,0.8,-99,0.7,0.5,1.0,0.3,0.2
13/03/2008,6,1.6,1.1,1.6,1.0,2.6,1.6,0.0,0.8,-99,-99,0.7,1.5,-99,1.5,1.3,1.0,0.3,0.3
13/03/2008,7,2.9,2.5,2.7,2.7,5.5,3.7,0.3,1.4,-99,-99,1.0,2.9,-99,3.3,3.5,2.2,3.0,0.7
13/03/2008,8,5.4,5.0,5.5,4.2,6.2,6.2,0.9,2.8,-99,-99,2.6,3.2,-99,4.9,4.9,4.6,3.2,0.9
13/03/2008,9,3.7,2.6,3.9,3.9,-99,4.1,0.7,0.9,-99,-99,3.0,2.4,-99,2.4,5.0,3.6,2.6,1.7
13/03/2008,10,2.9,1.5,3.9,1.7,1.9,2.7,0.5,0.6,-99,-99,0.8,1.5,-99,2.1,1.3,1.0,1.7,0.4
13/03/2008,11,1.7,0.6,2.1,1.1,1.1,2.3,0.2,0.3,-99,-99,1.3,0.5,-99,1.5,0.4,0.7,0.7,0.3
13/03/2008,12,2.3,0.1,1.1,1.0,0.7,1.6,0.0,0.4,-99,-99,1.2,0.3,-99,1.3,0.4,0.5,0.3,0.2
13/03/2008,13,1.1,0.0,1.0,1.0,0.7,1.3,0.0,0.4,-99,-99,0.8,0.3,-99,1.2,0.5,0.4,0.0,-99
13/03/2008,14,0.7,0.0,0.8,0.8,0.4,1.2,0.1,0.4,-99,-99,0.8,0.2,-99,1.1,0.3,0.5,0.0,-99
13/03/2008,15,0.9,0.0,0.8,0.3,0.3,1.5,0.0,0.6,-99,-99,0.4,0.1,-99,0.7,0.4,0.6,0.0,-99
13/03/2008,16,1.0,0.0,0.9,0.4,0.2,1.4,0.0,0.5,-99,-99,0.5,0.0,-99,0.6,0.6,0.5,0.0,0.6
13/03/2008,17,1.0,0.0,0.9,0.4,0.2,1.4,0.0,0.5,-99,-99,0.3,0.1,-99,0.6,0.7,0.6,0.0,0.8
13/03/2008,18,1.2,0.0,0.8,0.4,0.3,1.3,0.0,0.6,-99,-99,0.2,0.1,-99,0.7,0.5,0.6,0.2,0.6
13/03/2008,19,1.3,0.1,1.0,0.7,0.3,1.7,0.0,0.5,-99,-99,0.2,0.2,-99,1.0,1.0,0.6,0.3,0.6
13/03/2008,20,1.6,0.3,1.5,0.6,0.4,1.7,0.1,0.6,-99,-99,0.4,0.3,-99,1.2,1.2,1.0,0.5,0.5
13/03/2008,21,1.5,0.5,2.7,0.7,1.0,1.9,0.2,0.6,-99,-99,0.9,0.3,-99,1.5,0.9,1.6,0.3,0.4
13/03/2008,22,2.0,0.4,3.7,0.7,0.7,1.8,0.1,0.6,-99,-99,0.5,0.3,-99,2.2,1.3,1.4,0.5,0.5
13/03/2008,23,2.0,0.5,3.3,1.0,1.2,1.9,0.1,0.5,-99,-99,0.9,0.6,-99,2.4,1.9,3.0,0.5,0.4
13/03/2008,24,1.5,0.3,2.4,1.4,2.0,1.7,0.4,0.4,-99,-99,1.0,0.9,-99,2.5,1.5,1.8,0.6,0.7
14/03/2008,1,1.1,0.3,1.8,1.2,1.4,1.0,0.4,0.7,-99,-99,1.8,0.9,-99,2.7,1.3,1.3,0.9,0.9
14/03/2008,2,1.4,0.1,1.3,0.9,0.5,1.8,0.0,0.4,-99,-99,0.6,1.1,-99,2.9,1.3,1.0,0.6,0.5
14/03/2008,3,1.6,0.3,1.0,0.7,0.8,1.2,0.1,0.8,-99,-99,0.4,0.9,-99,1.8,0.6,0.8,0.3,0.5
14/03/2008,4,1.4,0.4,1.2,0.6,1.3,1.3,0.4,0.7,-99,-99,0.5,0.7,-99,1.1,0.6,0.9,0.2,0.7
14/03/2008,5,1.1,0.4,1.1,0.5,1.3,1.1,0.0,0.7,-99,-99,0.3,0.8,-99,1.2,1.1,0.8,0.2,0.8
14/03/2008,6,1.4,0.7,1.6,0.9,1.2,1.6,0.1,0.7,-99,-99,1.2,1.4,-99,2.0,1.5,0.7,0.8,1.8
14/03/2008,7,2.8,2.0,2.1,2.2,2.5,3.6,0.4,1.5,-99,-99,1.1,1.6,-99,2.9,3.7,2.2,2.8,2.4
14/03/2008,8,4.0,2.4,4.9,3.2,4.1,4.4,1.8,3.4,-99,-99,2.4,2.3,-99,3.8,4.1,3.6,3.2,4.1
14/03/2008,9,4.2,2.4,3.6,3.1,3.5,3.2,1.3,2.3,-99,-99,2.8,2.1,-99,2.6,3.1,3.2,2.9,2.5
14/03/2008,10,2.6,1.5,2.3,1.9,-99,2.5,1.0,1.9,-99,-99,2.3,1.2,-99,1.7,2.7,2.0,2.3,1.1
14/03/2008,11,2.4,0.8,-99,1.3,-99,1.8,0.4,1.0,-99,-99,1.3,0.5,-99,1.6,0.8,1.1,1.0,1.1
14/03/2008,12,1.8,0.7,-99,0.9,-99,1.6,0.4,1.2,-99,-99,1.6,0.2,-99,1.3,0.2,0.9,0.6,0.5
14/03/2008,13,1.4,0.5,-99,0.7,-99,1.1,0.4,0.9,-99,-99,0.7,0.2,-99,1.0,0.1,0.6,0.5,0.4
14/03/2008,14,1.2,0.6,-99,0.9,-99,1.3,0.2,0.7,-99,-99,0.7,0.3,-99,0.9,0.4,0.5,0.3,0.3
14/03/2008,15,1.3,0.5,1.3,0.9,-99,1.3,0.1,0.6,-99,-99,0.5,0.3,-99,1.0,0.4,0.4,0.2,0.6
14/03/2008,16,1.3,0.4,1.4,0.8,-99,1.5,0.0,0.6,-99,-99,0.3,0.3,-99,1.0,0.7,0.4,0.2,0.5
14/03/2008,17,1.3,0.4,1.3,1.1,-99,1.6,0.0,0.6,-99,-99,0.2,0.5,-99,1.1,0.6,0.5,0.2,0.4
14/03/2008,18,1.4,0.5,1.4,1.0,1.1,1.6,0.0,0.6,-99,-99,0.3,0.4,-99,1.2,1.2,0.6,0.4,0.5
14/03/2008,19,1.8,0.7,2.0,1.2,0.6,1.5,0.1,0.6,-99,-99,0.3,0.8,-99,1.5,2.0,0.7,0.5,0.6
14/03/2008,20,2.0,0.7,2.0,1.4,0.6,1.0,0.2,1.1,-99,-99,0.4,1.1,-99,1.7,1.4,0.9,0.6,0.6
14/03/2008,21,2.3,0.6,2.0,1.0,0.8,1.7,0.3,1.3,-99,-99,0.5,0.8,-99,2.0,1.8,0.8,0.8,0.7
14/03/2008,22,1.8,0.3,2.1,1.0,0.8,1.9,0.5,1.0,-99,-99,1.2,0.6,-99,1.9,2.0,1.3,1.0,0.9
14/03/2008,23,1.5,0.2,2.3,1.3,1.6,1.4,0.4,0.6,-99,-99,1.8,0.7,-99,1.9,1.5,1.6,0.3,1.2
14/03/2008,24,1.5,0.3,2.0,1.6,2.4,1.4,0.4,0.5,-99,-99,1.4,0.7,-99,3.0,1.8,2.0,0.4,1.1
15/03/2008,1,1.5,0.3,1.9,1.2,2.1,1.6,0.2,0.5,-99,-99,1.0,0.8,-99,3.1,2.6,1.6,0.8,0.6
15/03/2008,2,1.9,0.1,1.1,0.9,1.7,2.5,0.1,0.5,-99,-99,1.1,0.8,-99,2.4,2.2,1.2,0.9,0.8
15/03/2008,3,1.2,0.1,0.8,1.1,1.0,1.9,0.0,0.5,-99,-99,1.4,0.8,-99,1.7,1.6,1.6,1.0,1.1
15/03/2008,4,1.3,0.2,0.7,0.8,0.9,2.1,0.0,0.8,-99,-99,1.0,0.7,-99,1.4,1.5,1.6,0.6,0.9
15/03/2008,5,1.8,0.3,0.8,0.9,0.9,2.3,0.0,0.9,-99,-99,0.7,0.8,-99,1.4,1.3,1.2,0.6,0.8
15/03/2008,6,2.1,0.5,1.1,0.6,2.0,2.5,0.0,1.1,-99,-99,1.0,0.9,-99,1.5,1.3,1.3,0.7,0.9
15/03/2008,7,3.3,1.1,1.8,1.3,4.1,2.9,0.1,1.4,-99,-99,1.0,1.0,-99,2.8,2.9,2.3,1.6,1.9
15/03/2008,8,3.7,2.1,3.4,2.3,5.8,4.8,0.2,2.6,-99,-99,1.8,1.4,-99,4.1,4.6,3.7,2.4,3.1
15/03/2008,9,3.7,1.1,3.3,2.6,3.1,3.1,0.4,2.7,-99,-99,2.3,2.4,-99,3.1,4.4,3.3,2.1,2.1
15/03/2008,10,3.4,1.3,2.4,2.0,2.4,2.0,1.0,2.3,-99,-99,1.9,1.6,-99,3.1,2.4,1.7,1.5,1.4
15/03/2008,11,2.1,0.8,1.3,1.5,1.9,2.2,0.6,1.3,-99,-99,1.3,0.7,-99,2.3,0.9,0.8,0.8,1.1
15/03/2008,12,2.1,0.6,1.2,1.2,1.1,1.9,0.4,1.3,-99,-99,1.4,0.5,-99,1.0,0.7,0.9,0.9,1.2
15/03/2008,13,1.3,0.4,0.8,0.8,0.3,1.4,0.2,0.9,-99,-99,0.9,0.3,-99,0.7,0.4,0.8,0.5,0.5
15/03/2008,14,1.3,0.5,1.1,0.9,0.2,0.8,0.1,0.7,-99,-99,1.5,0.3,-99,0.7,0.2,0.5,0.4,0.5
15/03/2008,15,1.2,0.4,0.9,0.8,0.4,1.4,0.2,0.8,-99,-99,1.4,0.2,-99,0.6,0.4,0.5,0.3,0.5
15/03/2008,16,1.2,0.3,0.8,0.6,0.3,0.9,0.2,0.8,-99,-99,1.4,0.3,-99,0.6,0.4,0.6,0.3,0.5
15/03/2008,17,1.6,0.3,0.9,0.7,0.4,0.6,0.2,0.7,-99,-99,0.9,0.3,-99,0.8,0.7,0.7,0.3,0.4
15/03/2008,18,1.9,0.3,1.0,0.7,0.4,0.7,0.2,0.9,-99,-99,0.4,0.4,-99,1.3,0.6,0.6,0.5,0.4
15/03/2008,19,1.5,0.5,0.9,0.9,0.4,0.8,0.1,0.7,-99,-99,0.3,0.6,-99,1.2,0.8,0.6,0.4,0.4
15/03/2008,20,2.1,0.4,0.9,0.6,0.5,0.8,0.1,0.8,-99,-99,0.3,0.6,-99,1.5,0.7,0.7,0.3,0.5
15/03/2008,21,1.8,0.3,0.7,0.7,0.6,1.1,0.4,1.0,-99,-99,0.6,0.3,-99,1.6,0.6,0.9,0.7,0.5
15/03/2008,22,1.5,0.4,0.6,0.7,0.3,1.5,0.5,0.9,-99,-99,1.2,0.5,-99,1.4,0.8,0.9,1.0,0.4
15/03/2008,23,1.5,0.4,1.4,0.8,1.0,1.0,0.3,0.7,-99,-99,1.3,0.5,-99,1.4,1.4,0.8,0.8,0.6
15/03/2008,24,1.5,0.7,1.8,0.9,1.6,1.3,0.6,1.2,-99,-99,1.2,0.8,-99,1.4,1.3,0.9,1.1,0.8
16/03/2008,1,1.4,0.8,1.3,0.9,1.2,1.1,0.4,1.5,-99,-99,1.6,0.6,-99,1.8,0.7,1.2,0.8,0.4
16/03/2008,2,1.5,0.3,1.4,0.8,1.3,1.2,0.2,1.1,-99,-99,1.0,0.7,-99,1.4,0.8,1.2,1.2,0.4
16/03/2008,3,1.6,0.3,1.2,0.9,2.3,1.6,0.1,1.0,-99,-99,0.9,0.8,-99,1.4,0.9,1.2,1.1,0.5
16/03/2008,4,1.6,0.2,1.0,0.9,1.4,1.6,0.0,0.9,-99,-99,0.7,0.5,-99,1.6,1.1,1.3,0.6,0.6
16/03/2008,5,1.1,0.1,0.8,0.6,1.1,1.8,0.0,0.8,-99,-99,0.7,0.6,-99,1.8,0.9,1.1,0.5,0.9
16/03/2008,6,1.4,0.2,1.1,0.9,1.4,1.9,0.0,0.8,-99,-99,0.9,1.4,-99,1.9,1.2,1.2,0.8,1.0
16/03/2008,7,2.2,0.6,1.2,1.0,2.7,2.4,0.1,1.1,-99,-99,1.3,1.6,-99,2.0,1.2,1.9,1.1,1.5
16/03/2008,8,3.1,0.9,1.8,1.6,3.6,3.3,0.3,2.0,-99,-99,1.4,2.6,-99,2.4,2.0,2.0,1.2,1.8
16/03/2008,9,2.9,1.1,2.0,1.7,2.0,2.1,0.4,1.7,-99,-99,1.1,2.3,-99,1.7,1.7,1.3,1.6,1.5
16/03/2008,10,2.5,1.9,1.7,1.2,1.0,2.9,0.5,1.4,-99,-99,1.0,2.1,-99,1.7,1.4,0.8,2.1,0.8
16/03/2008,11,2.4,1.2,1.7,1.2,0.6,1.8,0.3,1.2,-99,-99,1.3,1.3,-99,1.0,0.9,0.9,0.9,0.4
16/03/2008,12,1.2,0.5,1.1,0.7,0.1,0.7,0.2,0.8,-99,-99,0.7,0.6,-99,0.7,0.2,0.3,0.2,0.3
16/03/2008,13,0.8,0.2,0.8,0.7,0.0,0.5,0.0,0.5,-99,-99,0.6,0.3,-99,0.6,0.2,0.3,0.1,0.3
16/03/2008,14,0.8,-99,0.7,0.5,0.0,0.5,0.0,0.5,-99,-99,0.2,0.3,-99,0.6,0.2,0.3,0.1,0.3
16/03/2008,15,0.8,-99,0.7,0.4,0.0,0.5,0.0,0.7,-99,-99,0.3,0.2,-99,0.7,-99,0.3,0.1,0.2
16/03/2008,16,0.9,-99,0.6,0.6,0.0,0.6,0.0,0.6,-99,-99,0.3,0.3,-99,0.7,0.4,0.2,0.0,0.2
16/03/2008,17,0.9,-99,0.7,0.5,0.0,0.5,0.0,0.6,-99,-99,0.2,0.3,-99,0.9,-99,0.3,0.1,0.2
16/03/2008,18,1.1,0.1,0.7,0.5,0.1,0.5,0.0,0.4,-99,-99,0.2,0.3,-99,0.9,0.6,0.3,0.1,0.2
16/03/2008,19,1.0,0.1,0.6,0.5,0.1,0.5,0.0,0.5,-99,-99,0.2,0.4,-99,1.1,0.6,0.3,0.1,0.2
16/03/2008,20,1.0,0.3,1.0,0.6,0.2,0.7,0.0,0.6,-99,-99,0.3,0.5,-99,1.2,0.8,0.4,0.3,0.3
16/03/2008,21,1.0,0.5,1.1,0.5,0.3,0.7,0.0,0.6,-99,-99,0.2,0.5,-99,1.6,1.2,0.5,0.3,0.5
16/03/2008,22,1.3,0.1,0.7,0.5,0.3,0.8,0.0,1.2,-99,-99,0.2,0.4,-99,1.6,1.3,0.6,0.3,0.5
16/03/2008,23,1.4,0.2,1.0,1.0,0.6,1.1,0.4,1.7,-99,-99,0.6,0.6,-99,1.7,1.0,1.0,0.8,0.4
16/03/2008,24,1.2,0.0,1.4,1.0,1.0,0.9,1.1,1.3,-99,-99,-99,0.9,-99,1.5,1.3,1.6,0.7,0.4
17/03/2008,1,1.0,0.0,1.0,0.7,0.6,1.2,0.3,1.0,-99,-99,0.7,1.0,-99,1.0,1.6,1.4,0.6,0.3
17/03/2008,2,1.2,0.2,0.8,0.7,0.3,1.3,0.2,0.7,-99,-99,0.4,0.8,-99,0.8,1.4,1.5,0.1,0.3
17/03/2008,3,0.9,0.3,0.6,0.6,0.1,0.8,0.2,0.6,-99,-99,0.4,0.6,-99,0.7,0.5,1.1,0.1,0.3
17/03/2008,4,0.9,0.3,0.9,0.5,0.4,0.9,0.0,0.5,-99,-99,0.3,0.2,-99,0.7,0.2,1.3,0.1,0.2
17/03/2008,5,0.9,0.3,0.7,0.4,0.7,0.7,0.0,0.6,-99,-99,0.2,0.2,-99,0.8,0.3,0.6,0.1,0.2
17/03/2008,6,1.0,0.6,0.8,0.6,1.3,1.2,0.0,0.7,-99,-99,0.4,0.5,-99,0.9,0.5,0.5,0.3,0.3
17/03/2008,7,2.0,1.3,1.9,1.0,2.0,2.6,0.1,1.0,-99,-99,1.8,0.8,-99,1.6,1.3,1.1,0.7,0.3
17/03/2008,8,2.9,2.2,3.0,1.5,2.2,3.6,1.0,1.8,-99,-99,1.1,1.4,-99,1.7,1.7,1.5,1.2,0.5
17/03/2008,9,2.8,1.0,2.5,1.4,0.5,2.4,0.7,1.5,-99,-99,1.1,1.8,-99,1.7,0.9,1.3,0.9,0.6
17/03/2008,10,1.3,0.7,1.4,1.3,0.3,0.6,0.3,1.1,-99,-99,-99,1.1,-99,1.0,0.9,0.5,0.4,0.3
17/03/2008,11,1.1,0.3,1.1,0.5,0.1,0.5,0.0,0.6,-99,-99,-99,0.5,-99,0.8,0.5,0.3,0.1,0.3
17/03/2008,12,1.0,0.1,0.7,0.3,0.0,0.4,0.0,0.4,-99,-99,0.2,0.3,-99,0.9,0.2,0.3,0.1,0.2
17/03/2008,13,1.1,0.1,0.6,0.3,0.0,0.5,0.0,0.5,-99,-99,0.2,0.3,-99,0.8,0.4,0.3,0.1,0.2
17/03/2008,14,1.5,0.1,0.4,0.4,0.0,0.5,-99,0.4,-99,-99,0.2,0.3,-99,0.8,0.4,0.3,0.0,0.2
17/03/2008,15,1.6,0.1,0.4,0.3,0.0,0.6,-99,0.5,-99,-99,0.3,0.3,-99,0.8,0.3,0.3,0.1,0.2
17/03/2008,16,1.2,0.1,0.4,0.3,0.1,0.5,0.0,0.5,-99,-99,0.2,0.2,-99,0.8,0.4,0.2,0.0,0.2
