FECHA,HORA,TAC,FAC,SAG,TLA,XAL,MER,PED,CES,TLI,ATI,VIF,LAG,AZC,UIZ,TAX,SUR,IZT
01/01/2010,1,47,44,36,47,56,54,45,44,45,24,37,50,42,47,53,55,57
01/01/2010,2,43,39,44,46,55,44,36,45,45,29,36,43,40,49,48,48,51
01/01/2010,3,41,32,25,-99,24,43,33,42,50,37,34,42,43,45,42,43,45
01/01/2010,4,41,22,22,-99,17,18,27,30,41,20,33,18,45,24,29,35,24
01/01/2010,5,27,19,19,-99,16,15,21,15,39,19,22,21,32,16,27,34,18
01/01/2010,6,22,17,9,23,9,20,21,12,-99,15,11,24,26,9,22,25,20
01/01/2010,7,12,10,9,12,10,15,13,9,16,13,10,14,12,8,20,17,16
01/01/2010,8,12,11,9,13,14,20,11,13,16,12,13,19,12,16,20,11,18
01/01/2010,9,11,16,7,15,11,15,9,12,13,16,10,16,11,14,19,11,14
01/01/2010,10,9,7,5,6,10,10,8,8,7,6,6,8,4,9,10,7,10
01/01/2010,11,6,7,6,10,10,9,6,8,7,7,3,8,3,7,15,5,9
01/01/2010,12,8,9,6,9,10,10,8,10,6,7,3,12,7,9,16,9,10
01/01/2010,13,9,10,6,10,13,14,10,12,7,9,4,13,7,9,18,10,12
01/01/2010,14,9,12,6,10,9,15,10,13,7,8,3,13,7,10,17,10,12
01/01/2010,15,11,14,6,10,12,13,10,19,8,10,5,15,8,10,19,11,14
01/01/2010,16,15,15,10,13,11,14,11,21,8,12,5,18,10,10,16,12,16
01/01/2010,17,20,17,12,18,16,17,12,26,9,13,7,18,15,10,12,9,19
01/01/2010,18,21,23,17,20,25,25,14,22,14,16,9,28,20,13,13,13,24
01/01/2010,19,28,24,26,30,49,35,16,16,21,29,11,33,29,14,11,18,20
01/01/2010,20,31,26,24,43,39,37,33,23,31,33,11,36,39,21,28,29,37
01/01/2010,21,29,23,24,29,41,40,37,37,32,20,11,37,30,41,41,36,43
01/01/2010,22,23,24,25,38,41,37,40,35,32,20,30,35,26,36,35,39,34
01/01/2010,23,24,30,35,38,39,38,40,32,35,21,21,34,31,27,35,36,39
01/01/2010,24,25,22,32,37,37,34,37,30,30,16,22,33,30,30,33,36,34
02/01/2010,1,29,23,29,32,35,33,36,29,31,16,27,32,32,29,31,35,32
02/01/2010,2,30,28,29,33,32,30,34,27,31,19,29,30,30,27,30,34,31
02/01/2010,3,30,25,30,33,30,29,34,22,32,16,30,28,29,22,25,30,28
02/01/2010,4,27,27,28,32,29,27,32,22,31,15,26,27,28,26,24,27,30
02/01/2010,5,30,27,23,27,28,27,31,25,29,18,25,27,27,24,27,29,29
02/01/2010,6,29,25,25,25,27,29,30,24,30,17,23,27,26,26,27,29,28
02/01/2010,7,30,25,25,31,26,30,29,24,30,18,25,29,28,26,26,29,30
02/01/2010,8,30,27,22,32,28,34,28,30,29,23,24,31,29,23,23,25,29
02/01/2010,9,32,33,24,34,34,35,29,28,30,31,24,34,34,26,24,23,30
02/01/2010,10,42,44,26,41,41,47,34,38,35,40,26,43,40,32,29,28,34
02/01/2010,11,53,60,31,47,50,63,40,50,47,47,37,59,47,44,39,33,52
02/01/2010,12,64,78,35,59,45,80,42,58,55,54,50,75,64,45,44,37,73
02/01/2010,13,46,60,34,68,43,84,32,50,46,44,59,78,68,51,47,36,56
02/01/2010,14,29,33,19,35,25,46,18,29,23,22,32,49,30,23,36,19,24
02/01/2010,15,24,26,18,25,22,33,16,25,24,26,16,38,25,15,22,16,23
02/01/2010,16,30,36,16,30,18,32,15,17,22,34,11,40,28,14,14,12,22
02/01/2010,17,24,37,29,35,27,38,11,27,20,35,10,38,31,12,14,15,18
02/01/2010,18,27,47,25,43,25,30,14,19,31,30,20,40,33,16,20,24,26
02/01/2010,19,24,22,29,34,33,39,30,22,-99,24,28,38,30,18,30,28,30
02/01/2010,20,30,26,27,27,37,41,15,37,-99,16,12,40,32,36,40,34,35
02/01/2010,21,22,23,24,20,32,42,36,38,-99,13,13,40,20,36,43,42,44
02/01/2010,22,24,14,23,31,26,38,22,29,-99,13,15,26,28,25,38,27,41
02/01/2010,23,28,13,28,30,26,27,21,29,-99,14,15,25,30,26,32,28,23
02/01/2010,24,29,16,23,26,25,23,21,29,-99,25,15,24,27,27,30,25,22
03/01/2010,1,24,27,16,26,24,25,24,24,-99,25,12,26,27,25,29,25,23
03/01/2010,2,28,24,16,30,19,27,28,21,-99,23,13,24,25,22,26,28,26
03/01/2010,3,24,30,22,28,21,22,28,19,-99,23,16,23,27,21,23,30,20
03/01/2010,4,22,27,28,27,18,21,28,21,-99,24,16,24,18,19,22,26,24
03/01/2010,5,28,31,16,24,14,27,25,17,22,25,17,24,22,15,18,19,25
03/01/2010,6,26,29,19,26,22,30,25,13,31,24,16,27,26,14,20,19,26
03/01/2010,7,29,24,21,32,29,30,30,26,25,23,16,29,30,29,32,29,31
03/01/2010,8,28,24,19,33,28,33,30,28,26,23,18,31,29,26,29,31,31
03/01/2010,9,25,23,22,30,28,33,25,23,22,25,16,30,27,21,30,29,31
03/01/2010,10,25,20,20,27,31,35,24,26,19,20,13,29,24,23,33,31,32
03/01/2010,11,25,25,21,26,40,39,27,37,17,21,12,35,24,36,44,37,40
03/01/2010,12,26,24,18,28,34,49,32,38,16,22,11,44,25,32,51,43,48
03/01/2010,13,29,27,18,28,21,44,34,34,20,23,16,37,27,25,50,-99,39
03/01/2010,14,32,31,21,27,27,47,34,32,19,19,11,41,29,19,47,51,37
03/01/2010,15,19,18,15,19,24,33,34,37,18,12,11,26,18,28,44,39,35
03/01/2010,16,24,22,19,20,22,31,27,33,14,17,9,25,22,34,35,30,33
03/01/2010,17,26,25,23,25,24,27,22,30,15,18,15,24,22,27,30,25,26
03/01/2010,18,24,31,21,24,23,30,33,28,20,23,17,22,23,22,27,33,31
03/01/2010,19,27,34,25,30,30,34,35,29,23,30,16,31,25,23,29,31,32
03/01/2010,20,27,27,31,27,23,32,32,29,22,30,17,31,27,23,28,30,34
03/01/2010,21,30,28,26,30,25,27,35,28,24,26,15,28,27,26,29,31,32
03/01/2010,22,28,27,21,30,27,24,22,27,20,29,21,24,29,27,32,29,24
03/01/2010,23,28,28,28,33,28,30,21,23,26,26,13,30,29,26,32,25,28
03/01/2010,24,28,27,23,24,27,33,23,28,19,22,8,31,25,29,30,24,33
04/01/2010,1,21,23,17,-99,21,29,21,27,20,18,10,30,19,29,31,27,33
04/01/2010,2,25,12,13,-99,16,20,22,27,18,12,8,24,20,21,32,29,21
04/01/2010,3,13,11,18,-99,16,26,20,17,15,8,10,24,11,12,25,26,25
04/01/2010,4,11,10,10,14,21,23,12,14,21,7,16,23,11,16,21,17,23
04/01/2010,5,14,13,15,16,25,24,10,23,23,10,13,25,11,25,17,13,19
04/01/2010,6,20,15,23,23,27,27,11,23,23,13,13,25,18,27,22,13,21
04/01/2010,7,26,23,24,25,36,27,18,31,25,16,18,25,26,24,25,22,26
04/01/2010,8,27,25,25,28,40,29,23,26,25,19,23,26,24,23,24,29,28
04/01/2010,9,26,24,23,28,34,32,26,26,24,21,18,29,27,28,27,30,29
04/01/2010,10,29,22,18,29,26,31,24,37,23,16,13,33,-99,32,33,31,33
04/01/2010,11,23,18,16,30,-99,36,24,33,14,15,7,32,-99,25,36,-99,38
04/01/2010,12,-99,15,13,21,-99,34,20,38,11,11,6,25,15,34,40,-99,34
04/01/2010,13,-99,13,10,19,-99,32,25,35,11,10,4,25,15,29,45,-99,29
04/01/2010,14,-99,17,11,19,26,36,27,34,10,11,5,24,19,26,43,37,28
04/01/2010,15,22,20,9,22,21,37,24,35,9,13,5,28,16,31,33,31,27
04/01/2010,16,23,20,10,23,26,32,28,36,9,13,4,28,17,35,47,33,35
04/01/2010,17,25,24,14,21,34,43,32,41,9,13,5,33,19,42,46,38,37
04/01/2010,18,32,24,19,28,47,37,38,45,19,18,8,34,25,37,61,43,41
04/01/2010,19,34,26,24,35,35,36,46,42,21,21,12,34,31,38,49,52,35
04/01/2010,20,27,23,22,27,28,29,33,29,16,21,13,31,25,25,34,37,31
04/01/2010,21,20,21,26,31,28,32,27,30,18,16,14,28,25,26,29,33,32
04/01/2010,22,20,19,21,30,27,30,22,30,15,16,11,27,25,31,29,30,31
04/01/2010,23,22,16,21,25,23,28,20,31,15,15,8,26,24,29,27,26,30
04/01/2010,24,17,14,16,20,21,24,16,26,18,10,9,24,17,30,27,20,29
05/01/2010,1,14,13,13,17,19,29,14,21,18,9,8,28,12,29,26,17,24
05/01/2010,2,11,10,10,-99,14,27,13,18,16,7,6,26,9,25,18,15,18
05/01/2010,3,10,8,9,-99,24,24,14,12,9,7,5,25,8,20,15,14,15
05/01/2010,4,10,8,9,-99,26,26,10,13,10,8,5,26,9,24,14,11,19
05/01/2010,5,12,9,16,-99,27,26,8,11,14,9,6,26,12,19,15,9,16
05/01/2010,6,19,11,27,32,32,32,13,14,20,18,13,31,24,27,25,13,21
05/01/2010,7,25,18,28,30,31,33,25,29,27,22,18,32,27,32,30,24,29
05/01/2010,8,32,27,28,34,34,35,31,29,30,23,24,33,30,33,29,30,33
05/01/2010,9,32,26,30,33,38,35,31,30,30,24,23,33,30,35,30,34,32
05/01/2010,10,31,-99,31,28,46,42,31,37,30,19,19,37,26,37,32,33,38
05/01/2010,11,30,-99,30,30,60,47,31,41,32,15,18,36,-99,46,38,34,40
05/01/2010,12,37,29,27,38,59,59,31,60,40,15,19,42,-99,61,49,44,55
05/01/2010,13,44,40,-99,54,43,80,43,72,45,24,22,67,-99,67,73,57,76
05/01/2010,14,63,57,-99,54,29,73,49,74,53,45,27,82,-99,67,83,58,79
05/01/2010,15,65,52,23,71,33,74,60,77,48,56,31,72,-99,69,97,-99,79
05/01/2010,16,43,43,19,64,24,59,63,66,33,52,21,-99,-99,57,93,82,61
05/01/2010,17,47,52,15,71,38,63,79,52,27,52,15,-99,54,59,63,69,65
05/01/2010,18,79,63,28,-99,23,75,75,35,33,49,16,-99,57,37,48,46,83
05/01/2010,19,81,73,37,-99,62,106,70,34,47,50,25,-99,70,30,31,38,86
05/01/2010,20,77,51,33,57,38,55,37,39,36,47,21,-99,68,31,20,27,37
05/01/2010,21,54,43,36,51,47,37,36,36,32,43,24,-99,49,32,23,25,27
05/01/2010,22,48,41,41,50,42,50,52,40,33,40,21,49,44,30,38,51,49
05/01/2010,23,46,35,31,44,47,47,49,41,31,36,22,42,45,44,43,48,47
05/01/2010,24,45,39,-99,40,41,44,45,43,29,36,20,40,41,42,40,45,44
06/01/2010,1,42,37,-99,41,38,42,43,36,33,31,25,39,39,34,36,47,43
06/01/2010,2,40,35,33,40,37,41,38,30,33,26,30,38,39,30,32,41,39
06/01/2010,3,38,30,31,39,34,34,37,28,33,26,28,37,32,29,31,39,34
06/01/2010,4,36,29,27,40,29,33,33,28,32,23,27,36,31,31,30,38,34
06/01/2010,5,35,30,28,42,29,32,31,28,32,22,27,33,35,29,30,37,32
06/01/2010,6,36,31,26,39,34,32,33,28,32,21,26,30,31,28,29,35,30
06/01/2010,7,34,28,25,39,39,36,32,31,31,21,23,30,29,28,29,35,30
06/01/2010,8,33,28,30,40,36,36,29,32,29,24,22,32,29,30,30,36,32
06/01/2010,9,42,34,27,39,45,40,30,40,37,33,24,40,36,36,35,44,38
06/01/2010,10,61,50,35,55,56,52,35,52,47,-99,31,51,54,48,43,49,52
06/01/2010,11,83,72,48,64,64,64,60,60,53,41,38,67,-99,56,61,55,63
06/01/2010,12,77,60,33,61,57,56,62,65,34,-99,30,55,-99,53,63,67,62
06/01/2010,13,62,50,34,49,54,41,61,52,24,30,17,41,-99,30,61,63,41
06/01/2010,14,51,53,29,37,50,40,54,35,16,22,11,37,-99,25,46,45,36
06/01/2010,15,53,41,23,-99,39,45,49,41,17,25,9,45,-99,27,51,40,39
06/01/2010,16,46,30,19,-99,48,60,57,40,16,15,7,57,-99,37,77,43,45
06/01/2010,17,33,20,21,-99,50,55,61,46,17,12,9,47,21,38,84,61,-99
06/01/2010,18,36,22,28,-99,46,57,51,58,28,20,20,43,29,35,69,53,-99
06/01/2010,19,47,23,41,-99,45,48,53,50,34,30,29,40,49,40,48,43,-99
06/01/2010,20,53,47,37,-99,35,60,55,45,36,43,25,49,50,59,51,68,-99
06/01/2010,21,51,46,41,-99,44,53,42,54,34,37,28,40,51,57,48,70,65
06/01/2010,22,47,47,39,-99,43,64,45,51,31,41,28,58,39,55,50,61,60
06/01/2010,23,46,43,40,41,41,49,37,51,35,40,37,43,40,53,49,52,58
06/01/2010,24,47,39,40,43,41,44,32,45,43,30,34,41,39,51,48,47,47
07/01/2010,1,41,35,37,39,33,43,32,43,37,25,32,42,35,42,39,37,44
07/01/2010,2,38,32,35,34,38,43,29,36,34,19,33,41,31,36,33,36,41
07/01/2010,3,35,26,31,30,37,39,28,33,31,19,31,36,27,35,32,38,41
07/01/2010,4,34,23,30,29,33,37,30,35,31,20,30,38,24,35,32,37,39
07/01/2010,5,32,26,28,26,34,36,30,33,29,19,26,36,26,35,34,39,38
07/01/2010,6,30,25,29,27,38,37,31,38,29,23,25,34,25,35,31,38,38
07/01/2010,7,30,27,31,33,38,36,31,31,27,27,25,33,26,35,30,34,37
07/01/2010,8,34,28,27,34,41,41,29,46,31,26,26,32,28,35,32,34,38
07/01/2010,9,41,35,29,46,42,45,40,37,39,32,28,38,41,41,33,37,48
07/01/2010,10,61,60,37,72,55,63,45,40,53,54,32,-99,72,47,35,44,55
07/01/2010,11,-99,82,53,96,62,-99,36,-99,56,58,32,-99,81,33,40,49,46
07/01/2010,12,71,76,49,97,78,76,30,-99,36,76,26,-99,76,30,39,31,45
07/01/2010,13,59,100,28,-99,51,72,36,-99,28,54,17,-99,61,39,54,34,67
07/01/2010,14,68,71,27,-99,45,-99,41,59,21,32,12,63,47,-99,35,38,66
07/01/2010,15,67,57,27,56,60,-99,43,48,24,32,12,71,48,45,39,45,64
07/01/2010,16,63,67,29,56,59,69,47,47,24,29,13,69,52,52,45,52,71
07/01/2010,17,77,68,32,54,71,64,53,52,27,33,17,83,59,25,47,55,65
07/01/2010,18,64,43,35,49,47,42,55,48,44,38,30,58,52,20,33,36,45
07/01/2010,19,59,37,30,53,55,57,82,41,41,34,29,56,41,46,56,73,54
07/01/2010,20,54,37,40,53,48,54,71,54,38,31,18,52,51,56,60,78,57
07/01/2010,21,48,32,30,49,37,49,45,49,39,34,16,49,46,49,47,54,51
07/01/2010,22,37,27,31,42,35,48,33,49,36,25,21,46,39,49,44,45,47
07/01/2010,23,34,18,25,44,44,44,30,43,38,25,19,43,41,44,39,40,43
07/01/2010,24,29,17,20,-99,42,42,22,38,28,20,14,41,34,41,36,29,42
08/01/2010,1,22,15,16,-99,35,38,19,37,14,15,7,37,24,39,33,26,36
08/01/2010,2,23,15,15,-99,21,30,16,31,10,15,5,30,26,35,29,22,-99
08/01/2010,3,20,13,16,-99,22,26,12,25,10,11,6,30,23,28,23,15,-99
08/01/2010,4,12,10,18,-99,21,26,12,17,10,10,8,33,18,25,23,17,-99
08/01/2010,5,13,10,21,-99,16,27,17,19,19,10,9,27,11,29,26,18,-99
08/01/2010,6,20,17,20,-99,25,27,19,21,27,15,11,28,15,32,28,21,-99
08/01/2010,7,35,35,26,34,32,33,24,30,33,27,15,33,24,35,30,-99,-99
08/01/2010,8,39,35,28,38,34,34,32,-99,32,32,22,35,32,32,31,-99,-99
08/01/2010,9,42,36,32,41,61,36,33,29,34,32,23,35,34,30,34,-99,-99
08/01/2010,10,42,38,30,43,33,34,28,28,32,35,25,37,41,23,27,29,-99
08/01/2010,11,46,45,23,36,27,31,-99,20,-99,38,25,33,37,20,18,19,-99
08/01/2010,12,48,41,29,42,28,20,-99,19,-99,32,26,24,45,10,16,11,-99
08/01/2010,13,36,33,25,30,29,20,-99,24,-99,28,30,27,32,7,20,13,-99
08/01/2010,14,42,40,18,41,23,27,24,27,-99,32,31,31,39,10,24,18,-99
08/01/2010,15,41,47,25,43,41,37,33,24,44,43,33,35,39,14,23,20,-99
08/01/2010,16,32,20,26,32,42,40,38,26,44,19,32,38,31,18,28,16,43
08/01/2010,17,29,22,30,25,38,34,34,31,40,12,30,31,22,31,33,42,38
08/01/2010,18,32,30,32,34,33,31,30,33,30,24,26,28,28,31,29,34,35
08/01/2010,19,33,32,36,33,40,30,28,34,32,26,20,30,31,31,31,35,34
08/01/2010,20,32,28,34,31,34,31,28,32,30,28,24,30,31,31,31,36,34
08/01/2010,21,32,25,32,36,31,28,28,31,28,24,26,31,31,31,31,38,34
08/01/2010,22,33,25,29,31,33,33,30,32,26,27,20,29,33,31,29,36,34
08/01/2010,23,33,25,25,30,29,30,30,30,23,18,20,29,28,28,29,37,34
08/01/2010,24,28,25,24,27,28,27,30,28,19,19,20,25,24,25,27,34,28
09/01/2010,1,24,22,24,25,23,24,27,23,19,25,21,24,24,21,22,29,24
09/01/2010,2,26,21,23,24,24,23,25,22,21,25,21,23,23,21,22,27,24
09/01/2010,3,26,24,20,24,22,23,24,20,22,24,19,23,23,20,22,27,23
09/01/2010,4,26,27,17,25,22,21,24,20,22,23,19,22,23,20,20,26,23
09/01/2010,5,25,27,21,23,25,21,24,21,23,22,19,22,23,21,22,26,24
09/01/2010,6,26,24,21,24,26,22,24,20,25,21,17,23,23,23,21,26,24
09/01/2010,7,26,23,23,25,26,23,24,20,22,20,15,24,22,23,21,26,25
09/01/2010,8,25,22,20,26,33,26,23,35,20,21,15,24,25,24,21,26,24
09/01/2010,9,25,23,19,21,32,26,25,22,20,22,16,23,22,24,23,29,26
09/01/2010,10,24,25,20,24,25,25,23,26,19,20,16,23,21,22,22,26,25
09/01/2010,11,24,21,20,26,26,25,24,23,13,17,16,23,23,22,23,26,26
09/01/2010,12,28,21,19,32,26,25,21,24,21,26,16,26,30,21,27,28,30
09/01/2010,13,35,32,17,32,27,27,26,25,19,25,11,29,31,21,27,33,29
09/01/2010,14,33,33,23,29,32,26,34,26,19,27,12,30,29,20,33,39,31
09/01/2010,15,35,34,22,33,30,31,34,30,20,26,12,31,30,25,32,36,35
09/01/2010,16,38,31,27,31,29,27,31,29,21,28,15,28,31,27,34,35,30
09/01/2010,17,38,32,31,35,33,36,32,28,21,31,17,37,33,31,27,38,33
09/01/2010,18,43,35,33,29,34,39,35,34,26,29,13,36,39,33,28,40,40
09/01/2010,19,42,31,28,31,30,36,35,33,27,26,14,36,35,33,31,40,43
09/01/2010,20,33,28,26,33,30,33,36,32,23,27,13,31,32,31,30,41,35
09/01/2010,21,31,30,25,27,32,30,31,30,22,24,13,29,27,28,31,36,33
09/01/2010,22,27,25,24,25,27,28,28,29,20,22,14,27,29,26,29,33,33
09/01/2010,23,29,22,24,28,27,25,25,32,22,28,11,26,29,29,26,31,29
09/01/2010,24,29,19,22,31,21,28,19,26,20,26,9,29,29,24,30,26,31
10/01/2010,1,20,12,14,29,17,24,17,29,22,21,12,28,24,28,27,25,32
10/01/2010,2,16,14,12,21,17,29,15,28,28,14,21,29,19,29,22,18,29
10/01/2010,3,19,17,23,16,22,29,15,26,25,9,25,30,20,27,21,16,24
10/01/2010,4,18,13,26,20,27,29,14,18,27,9,25,28,17,29,21,17,26
10/01/2010,5,18,17,27,27,26,26,17,21,26,12,25,27,23,30,22,17,25
10/01/2010,6,28,16,26,31,29,27,17,26,26,12,24,28,29,27,24,20,30
10/01/2010,7,31,16,26,31,28,26,22,26,25,16,22,28,31,25,26,27,29
10/01/2010,8,33,27,23,26,26,28,25,33,25,26,22,27,28,23,25,30,27
10/01/2010,9,31,31,24,28,28,25,24,25,22,26,19,27,28,21,25,32,26
10/01/2010,10,32,27,24,25,21,25,24,27,20,21,14,27,28,22,28,30,25
10/01/2010,11,31,26,21,24,23,32,31,29,18,19,13,28,26,24,31,32,26
10/01/2010,12,32,25,18,26,25,33,35,29,20,19,14,33,28,21,29,33,33
10/01/2010,13,32,27,23,33,29,36,34,30,21,18,14,-99,27,18,33,31,37
10/01/2010,14,31,30,22,31,27,29,28,26,21,25,16,-99,25,14,26,23,27
10/01/2010,15,35,40,18,28,26,30,27,29,19,24,13,-99,33,17,23,23,24
10/01/2010,16,40,41,20,27,36,29,28,21,18,24,12,-99,33,18,45,21,24
10/01/2010,17,36,30,22,27,39,38,26,27,18,22,10,-99,32,22,46,23,35
10/01/2010,18,33,30,22,31,42,36,43,50,21,27,10,-99,34,34,52,47,40
10/01/2010,19,34,33,23,34,35,40,42,43,27,28,12,-99,37,40,40,47,43
10/01/2010,20,34,29,-99,30,35,36,38,40,29,25,13,-99,34,39,37,43,40
10/01/2010,21,32,24,18,32,31,31,31,36,28,24,11,-99,32,35,34,40,36
10/01/2010,22,32,27,18,28,26,28,31,33,23,26,10,27,28,31,30,37,27
10/01/2010,23,26,30,18,31,22,26,30,30,23,29,9,26,29,27,29,36,27
10/01/2010,24,26,26,15,28,22,25,29,27,20,28,7,24,26,23,27,34,30
11/01/2010,1,26,27,13,-99,22,23,27,23,15,27,7,22,24,19,26,32,27
11/01/2010,2,25,27,10,-99,22,22,25,19,11,26,7,22,24,16,24,31,27
11/01/2010,3,20,27,11,-99,23,25,26,17,14,22,10,25,23,16,25,29,25
11/01/2010,4,20,27,12,21,22,23,26,15,17,20,10,23,24,15,24,29,23
11/01/2010,5,26,23,15,21,23,24,26,20,14,21,10,26,26,18,21,28,24
11/01/2010,6,30,29,23,25,27,25,28,24,19,24,13,26,27,21,23,27,25
11/01/2010,7,32,31,24,27,32,27,28,26,23,25,13,26,28,-99,26,29,26
11/01/2010,8,32,33,28,28,33,30,27,25,25,25,20,26,29,27,25,31,28
11/01/2010,9,35,36,25,32,34,30,28,31,23,26,19,27,31,27,32,34,32
11/01/2010,10,39,41,-99,36,38,31,34,35,23,28,20,-99,35,31,34,37,36
11/01/2010,11,46,50,-99,-99,34,37,-99,39,-99,32,20,33,40,34,48,40,40
11/01/2010,12,60,64,-99,-99,-99,-99,55,55,-99,37,21,45,51,46,56,57,51
11/01/2010,13,59,69,-99,-99,-99,-99,63,61,-99,37,25,55,66,45,64,58,52
11/01/2010,14,60,60,-99,68,-99,-99,48,37,-99,40,19,42,61,20,48,39,33
11/01/2010,15,59,49,26,50,-99,-99,44,34,-99,24,12,42,58,14,49,34,31
11/01/2010,16,50,30,16,28,-99,32,56,31,14,21,8,43,30,21,57,42,35
11/01/2010,17,36,28,18,27,-99,58,56,46,15,20,9,45,24,34,61,47,45
11/01/2010,18,40,39,27,38,44,59,66,61,16,25,10,43,34,45,68,56,58
11/01/2010,19,60,51,46,52,53,65,77,52,40,45,26,52,54,61,74,76,69
11/01/2010,20,64,63,56,66,64,66,76,62,49,49,47,58,61,66,65,80,67
11/01/2010,21,58,56,54,58,66,65,71,65,49,45,45,60,58,68,63,83,71
11/01/2010,22,54,54,48,53,56,66,60,57,50,27,41,60,55,62,58,78,81
11/01/2010,23,54,53,48,49,52,71,51,55,49,28,30,55,50,57,48,63,69
11/01/2010,24,53,50,47,44,60,59,44,49,43,27,33,53,46,53,43,58,55
12/01/2010,1,52,48,43,38,53,52,40,41,40,22,36,48,44,51,43,54,53
12/01/2010,2,48,43,39,35,44,47,37,41,38,21,33,45,40,46,40,50,49
12/01/2010,3,43,36,35,31,43,44,35,41,36,18,28,41,33,38,37,48,47
12/01/2010,4,38,34,32,36,35,40,34,34,33,18,26,38,28,35,37,42,41
12/01/2010,5,31,33,31,36,36,37,32,31,31,18,24,36,30,31,32,39,38
12/01/2010,6,33,31,27,29,31,33,33,29,28,22,26,35,29,30,32,40,33
12/01/2010,7,34,32,28,37,30,28,33,27,28,23,22,29,28,28,31,39,30
12/01/2010,8,38,34,28,44,34,31,31,30,27,23,23,31,30,28,29,40,30
12/01/2010,9,41,36,31,39,55,43,36,38,31,25,21,39,40,28,38,45,39
12/01/2010,10,58,50,31,56,-99,54,54,39,32,26,20,51,51,32,42,55,47
12/01/2010,11,71,72,38,51,-99,75,76,50,32,34,24,74,62,48,51,69,68
12/01/2010,12,85,78,62,50,-99,99,66,48,51,33,30,95,59,65,68,73,84
12/01/2010,13,82,80,65,58,-99,83,48,-99,67,39,23,80,-99,61,40,45,68
12/01/2010,14,66,65,36,77,77,72,33,37,-99,46,18,71,-99,-99,45,34,52
12/01/2010,15,61,61,34,80,57,45,40,50,-99,55,17,60,-99,-99,60,41,63
12/01/2010,16,71,81,31,58,50,52,49,58,-99,24,16,41,-99,-99,71,57,37
12/01/2010,17,70,51,30,49,51,44,45,60,28,27,23,47,-99,34,54,65,44
12/01/2010,18,63,54,39,49,68,51,48,76,32,33,19,57,-99,37,54,68,56
12/01/2010,19,45,36,34,40,47,56,60,78,37,34,15,52,-99,56,64,74,63
12/01/2010,20,40,37,-99,40,35,46,43,49,36,31,16,44,38,52,44,53,45
12/01/2010,21,43,34,26,41,39,44,44,43,29,35,17,41,40,49,45,48,46
12/01/2010,22,41,32,21,34,43,42,52,43,28,30,16,37,37,46,45,50,44
12/01/2010,23,37,24,25,34,42,37,47,42,31,30,22,35,35,43,39,49,39
12/01/2010,24,36,24,27,35,36,38,41,37,31,22,20,35,34,40,34,43,38
13/01/2010,1,36,21,22,35,28,37,33,29,29,24,19,35,36,31,33,41,36
13/01/2010,2,37,30,21,35,30,31,37,25,28,32,18,32,35,24,26,37,30
13/01/2010,3,37,28,17,35,28,19,34,27,26,30,16,25,33,24,22,29,21
13/01/2010,4,35,30,19,34,28,23,31,23,25,30,17,23,32,24,23,28,25
13/01/2010,5,35,31,22,30,29,24,30,25,22,26,18,24,33,26,25,29,27
13/01/2010,6,33,33,23,30,33,-99,29,25,22,29,17,25,30,27,29,32,30
13/01/2010,7,34,33,24,30,32,-99,30,28,24,30,17,28,31,27,26,36,29
13/01/2010,8,35,35,28,32,35,-99,33,29,24,29,19,30,31,28,23,35,30
13/01/2010,9,35,34,26,29,38,37,33,29,23,28,16,35,32,26,29,36,28
13/01/2010,10,36,34,29,31,41,39,39,30,22,30,15,42,32,25,30,36,33
13/01/2010,11,35,37,37,40,54,58,50,35,20,28,-99,47,31,29,40,46,48
13/01/2010,12,44,46,41,57,69,69,55,43,34,29,-99,68,37,32,-99,51,55
13/01/2010,13,71,52,39,67,63,65,55,47,-99,33,-99,69,53,40,48,45,55
13/01/2010,14,83,74,32,90,56,61,45,48,-99,42,-99,63,71,38,48,38,56
13/01/2010,15,79,85,29,76,43,58,41,44,-99,54,31,66,73,34,36,34,58
13/01/2010,16,71,85,38,69,58,59,-99,43,-99,71,39,64,72,21,46,29,43
13/01/2010,17,58,66,41,59,39,53,30,47,45,66,28,52,53,18,29,29,36
13/01/2010,18,64,46,45,61,42,53,33,49,49,46,27,56,59,17,-99,30,50
13/01/2010,19,76,72,47,66,69,62,31,59,50,61,36,64,67,31,40,52,67
13/01/2010,20,73,66,50,70,61,72,37,56,54,57,36,67,66,57,51,50,77
13/01/2010,21,72,64,50,60,67,72,35,60,54,49,40,57,67,64,51,42,69
13/01/2010,22,64,59,54,57,65,68,34,50,49,45,37,62,55,55,48,59,58
13/01/2010,23,57,54,47,45,53,67,36,46,42,42,34,63,50,52,45,55,56
13/01/2010,24,48,54,38,47,45,63,34,44,42,43,30,54,46,47,40,55,53
14/01/2010,1,36,41,34,51,40,55,31,40,38,38,27,48,42,43,36,50,46
14/01/2010,2,35,36,31,48,38,49,29,28,39,34,25,47,37,35,36,45,41
14/01/2010,3,33,33,28,40,34,43,33,21,35,33,24,44,33,37,33,36,38
14/01/2010,4,33,33,28,38,34,43,37,25,33,31,24,45,31,48,30,32,36
14/01/2010,5,29,33,26,36,33,44,36,31,36,29,21,40,29,45,26,34,32
14/01/2010,6,29,31,24,34,45,40,33,34,38,29,21,38,25,41,26,35,32
14/01/2010,7,34,34,26,37,54,45,31,36,38,30,20,36,27,41,25,35,34
