FECHA,HORA,TAC,FAC,SAG,TLA,XAL,MER,PED,CES,TLI,ATI,VIF,LAG,AZC,UIZ,TAX,SUR,IZT
17/09/2010,10,13,10,14,12,21,29,14,22,20,9,-99,25,14,24,27,16,16
17/09/2010,11,15,12,13,20,18,26,14,26,14,7,-99,26,18,27,32,18,23
17/09/2010,12,15,10,10,14,18,24,15,27,13,5,-99,18,17,23,34,16,16
17/09/2010,13,14,10,10,16,23,21,17,30,12,5,-99,19,17,17,37,17,17
17/09/2010,14,14,10,10,14,21,21,12,16,12,6,-99,18,13,16,31,12,14
17/09/2010,15,18,10,8,14,18,24,10,27,9,5,-99,22,16,18,28,16,14
17/09/2010,16,17,9,9,13,20,18,14,21,10,5,-99,19,17,14,25,13,11
17/09/2010,17,15,17,9,16,26,20,14,20,11,13,-99,23,17,14,22,14,14
17/09/2010,18,20,17,13,23,19,23,18,18,14,10,-99,20,24,20,24,16,22
17/09/2010,19,18,18,15,24,20,22,18,21,18,11,-99,21,23,22,24,18,19
17/09/2010,20,19,17,16,23,21,22,18,20,16,10,-99,20,22,23,19,19,20
17/09/2010,21,21,16,15,21,21,20,19,20,17,13,-99,21,23,21,23,18,18
17/09/2010,22,19,17,14,20,15,20,19,20,19,12,-99,21,21,22,21,18,19
17/09/2010,23,16,13,11,18,16,19,17,20,19,6,-99,21,17,17,22,18,16
17/09/2010,24,15,13,9,17,13,15,17,16,15,7,-99,17,17,16,16,13,15
18/09/2010,1,12,19,7,15,11,14,12,13,8,5,-99,17,20,18,17,13,12
18/09/2010,2,16,15,7,13,12,17,9,12,8,5,-99,18,16,19,16,12,15
18/09/2010,3,15,8,6,15,11,13,12,14,10,4,-99,12,17,18,16,11,14
18/09/2010,4,9,6,4,13,7,11,9,13,19,4,-99,11,15,18,14,16,13
18/09/2010,5,10,6,7,12,19,20,8,13,20,8,-99,20,13,19,18,11,17
18/09/2010,6,16,13,13,22,21,22,10,19,20,12,-99,22,20,21,20,12,19
18/09/2010,7,18,15,15,24,25,21,16,27,20,11,-99,22,22,21,20,17,20
18/09/2010,8,20,18,15,26,24,23,17,21,20,13,-99,23,22,20,20,17,21
18/09/2010,9,20,15,15,19,23,22,19,20,14,10,-99,21,22,17,21,19,22
18/09/2010,10,19,19,13,21,21,19,17,22,12,12,-99,20,19,18,24,19,20
18/09/2010,11,22,20,12,20,20,22,16,26,12,12,-99,24,19,23,26,19,21
18/09/2010,12,22,15,9,22,17,27,17,33,11,11,-99,31,22,28,30,21,32
18/09/2010,13,24,23,11,30,17,36,19,33,12,11,-99,39,25,28,28,21,34
18/09/2010,14,23,25,11,31,20,45,13,28,15,11,-99,38,24,23,31,15,25
18/09/2010,15,33,34,17,45,29,52,14,38,17,20,-99,54,36,27,19,17,44
18/09/2010,16,32,38,15,46,35,41,10,31,28,32,-99,51,37,17,38,15,33
18/09/2010,17,31,30,11,36,22,36,23,17,25,23,-99,48,36,10,24,10,20
18/09/2010,18,31,21,13,31,40,54,29,27,22,18,-99,50,35,16,21,6,29
18/09/2010,19,30,16,25,29,39,58,45,25,22,21,-99,53,31,17,67,37,51
18/09/2010,20,24,17,23,24,32,37,41,25,23,20,-99,35,28,44,61,50,39
18/09/2010,21,21,16,21,26,32,30,42,36,26,20,-99,29,25,35,40,43,30
18/09/2010,22,23,13,28,22,34,28,36,28,21,15,-99,27,23,31,32,29,27
18/09/2010,23,19,13,17,21,30,23,29,24,15,11,-99,22,22,27,29,25,22
18/09/2010,24,18,15,16,21,24,21,19,20,13,11,-99,20,20,24,21,21,20
19/09/2010,1,15,13,15,17,20,20,17,19,13,10,-99,19,19,20,18,16,18
19/09/2010,2,14,10,11,15,18,17,15,18,14,8,-99,17,17,19,16,15,15
19/09/2010,3,12,9,10,13,14,16,15,18,12,7,-99,15,13,21,14,16,14
19/09/2010,4,11,9,11,14,18,16,14,17,14,8,-99,15,16,20,14,17,14
19/09/2010,5,14,12,12,15,18,17,13,17,15,6,-99,17,16,19,15,16,13
19/09/2010,6,16,14,13,20,19,20,10,18,15,10,-99,19,19,19,15,16,16
19/09/2010,7,18,16,12,22,12,22,13,15,16,13,-99,20,20,18,14,13,19
19/09/2010,8,21,21,14,24,-99,22,13,16,15,15,-99,21,21,18,17,12,19
19/09/2010,9,21,21,8,23,-99,21,11,12,15,18,-99,25,20,13,16,13,23
19/09/2010,10,22,24,7,19,-99,13,16,10,15,16,-99,20,19,4,12,6,13
19/09/2010,11,15,26,7,13,-99,8,11,11,11,19,-99,17,14,5,9,4,6
19/09/2010,12,10,17,8,10,9,9,3,12,11,13,-99,14,12,4,3,1,7
19/09/2010,13,6,8,8,9,5,7,2,15,11,10,-99,11,8,4,1,0,3
19/09/2010,14,7,7,8,7,7,10,3,15,11,6,-99,14,9,6,4,1,7
19/09/2010,15,9,13,8,11,4,8,3,4,13,9,-99,16,12,4,1,1,3
19/09/2010,16,9,13,9,8,6,8,5,6,11,12,-99,16,10,5,3,3,5
19/09/2010,17,9,14,9,8,6,7,4,13,12,10,-99,14,10,4,1,1,3
19/09/2010,18,9,13,8,9,6,12,4,10,11,12,-99,13,11,7,3,5,8
19/09/2010,19,15,18,11,14,10,15,8,13,10,19,-99,18,16,12,6,5,12
19/09/2010,20,16,21,12,18,15,18,12,17,14,19,-99,19,20,13,8,3,14
19/09/2010,21,16,21,13,22,18,18,15,16,18,21,-99,19,20,15,12,8,16
19/09/2010,22,18,20,11,22,17,19,15,15,18,20,-99,19,21,15,17,8,17
19/09/2010,23,19,18,8,21,12,16,13,12,17,14,-99,18,22,13,6,10,11
19/09/2010,24,18,15,7,18,9,14,13,10,17,11,-99,15,20,8,11,8,11
20/09/2010,1,17,15,8,-99,10,12,13,7,17,11,-99,14,20,6,5,5,13
20/09/2010,2,17,14,5,-99,7,10,10,4,15,9,-99,11,18,4,4,5,8
20/09/2010,3,14,12,6,-99,7,13,9,3,15,10,-99,10,17,4,5,7,7
20/09/2010,4,11,11,8,17,9,14,9,7,9,8,-99,14,18,8,2,3,10
20/09/2010,5,10,11,10,19,16,16,9,15,14,9,-99,15,16,13,7,6,12
20/09/2010,6,11,9,13,22,21,18,12,14,15,11,-99,16,16,16,13,11,13
20/09/2010,7,13,12,12,23,26,24,12,14,13,11,-99,17,16,19,13,10,18
20/09/2010,8,18,16,13,30,28,25,13,42,15,15,-99,23,21,18,16,11,22
20/09/2010,9,23,28,12,27,24,24,13,53,18,14,-99,26,27,33,26,16,33
20/09/2010,10,40,44,13,-99,24,32,13,15,23,-99,-99,30,42,24,-99,21,33
20/09/2010,11,45,48,13,41,29,38,17,16,29,-99,-99,41,41,10,-99,15,23
20/09/2010,12,40,-99,8,38,28,25,13,18,23,30,-99,41,36,4,-99,4,11
20/09/2010,13,23,-99,7,47,11,9,6,19,21,37,-99,18,27,3,17,2,6
20/09/2010,14,13,-99,7,24,9,8,4,16,13,26,-99,15,17,3,13,2,6
20/09/2010,15,11,21,8,-99,6,9,4,17,13,15,-99,15,14,2,11,1,5
20/09/2010,16,14,21,9,26,8,12,5,17,11,15,-99,18,17,4,22,4,9
20/09/2010,17,14,26,10,24,10,10,6,22,13,20,-99,18,17,4,15,3,10
20/09/2010,18,14,22,12,17,-99,14,6,16,14,20,-99,23,17,9,9,6,10
20/09/2010,19,20,29,13,28,-99,21,12,25,18,28,-99,27,26,11,19,12,20
20/09/2010,20,28,35,16,35,21,28,17,24,20,33,-99,30,33,19,25,14,25
20/09/2010,21,28,31,16,34,23,27,23,23,22,32,-99,29,33,21,25,17,27
20/09/2010,22,28,25,14,34,24,26,26,22,24,25,-99,29,32,19,23,20,24
20/09/2010,23,25,14,11,25,18,26,23,16,26,18,-99,27,29,16,25,16,22
20/09/2010,24,19,14,8,20,21,25,21,14,24,12,-99,27,22,14,20,18,21
21/09/2010,1,16,12,13,18,10,25,17,13,19,14,-99,27,20,13,23,19,19
21/09/2010,2,15,12,12,19,19,24,14,8,17,13,-99,24,20,9,17,17,22
21/09/2010,3,15,12,10,17,14,23,13,12,20,11,-99,24,17,13,14,15,20
21/09/2010,4,15,12,11,18,18,21,12,15,18,12,-99,24,17,18,15,15,19
21/09/2010,5,17,15,14,21,21,20,14,18,18,10,-99,23,22,19,15,13,17
21/09/2010,6,19,15,17,23,26,23,16,16,19,10,-99,24,21,20,17,14,18
21/09/2010,7,19,14,16,22,26,25,16,44,18,13,-99,25,19,21,19,15,19
21/09/2010,8,20,17,17,25,30,28,19,26,18,15,-99,28,21,23,21,16,23
21/09/2010,9,27,21,15,25,33,40,21,25,18,19,-99,36,27,27,32,23,37
21/09/2010,10,32,28,9,30,23,58,31,26,21,20,-99,38,-99,22,42,23,46
21/09/2010,11,40,39,8,40,18,53,-99,28,18,30,-99,-99,-99,25,33,18,40
21/09/2010,12,44,43,7,43,13,41,-99,28,17,29,-99,-99,-99,26,33,14,28
21/09/2010,13,40,46,4,38,18,28,-99,33,17,19,-99,-99,37,17,41,12,24
21/09/2010,14,25,42,5,34,25,21,18,29,15,17,-99,-99,29,14,34,12,19
21/09/2010,15,19,30,9,30,26,25,13,24,13,14,-99,25,17,8,38,5,19
21/09/2010,16,23,30,11,34,15,25,16,29,14,13,-99,28,21,7,23,6,17
21/09/2010,17,24,32,16,36,33,30,24,30,16,23,-99,-99,25,12,19,25,20
21/09/2010,18,32,29,22,30,30,27,39,29,26,24,-99,-99,31,16,50,42,35
21/09/2010,19,41,25,25,37,40,25,39,41,21,23,-99,24,30,47,62,49,43
21/09/2010,20,45,20,24,37,39,23,46,49,23,20,-99,29,36,44,54,41,29
21/09/2010,21,39,22,17,35,31,25,38,44,24,16,-99,-99,33,29,48,36,34
21/09/2010,22,33,23,17,29,27,23,34,40,23,21,-99,39,33,41,41,33,38
21/09/2010,23,24,16,16,26,21,33,23,25,21,18,-99,32,24,32,37,31,32
21/09/2010,24,16,15,17,19,24,25,20,23,17,12,-99,25,20,26,32,14,23
22/09/2010,1,17,13,18,19,23,23,14,19,21,13,-99,24,19,23,23,16,21
22/09/2010,2,18,15,12,21,19,24,8,14,21,8,-99,24,21,22,21,15,20
22/09/2010,3,18,11,11,17,19,23,9,16,18,5,-99,24,19,21,19,13,20
22/09/2010,4,17,10,16,15,20,21,11,17,16,7,-99,22,17,20,16,12,18
22/09/2010,5,16,13,16,20,21,20,11,27,19,8,-99,20,18,18,17,12,17
22/09/2010,6,19,15,15,23,31,21,16,17,19,15,-99,21,20,21,17,13,18
22/09/2010,7,18,16,15,26,26,23,19,19,21,17,-99,22,20,23,18,13,20
22/09/2010,8,21,19,15,28,27,28,18,23,23,18,-99,24,24,27,23,19,26
22/09/2010,9,25,23,18,29,32,26,23,40,24,15,-99,28,27,34,28,30,32
22/09/2010,10,26,17,18,33,43,33,34,46,26,15,-99,36,27,37,52,42,37
22/09/2010,11,31,27,18,34,46,38,45,54,34,19,-99,53,29,39,60,52,42
22/09/2010,12,37,37,8,51,44,-99,47,34,34,25,-99,42,39,23,52,37,27
22/09/2010,13,34,40,11,38,34,28,42,28,12,20,-99,29,37,15,45,27,21
22/09/2010,14,25,32,9,23,27,17,32,31,8,12,-99,20,21,12,50,19,14
22/09/2010,15,17,27,7,18,24,20,21,29,8,9,-99,23,14,9,46,14,11
22/09/2010,16,15,20,8,19,30,25,20,38,9,11,-99,28,13,20,36,20,21
22/09/2010,17,17,23,12,22,28,28,23,23,10,13,-99,35,18,21,37,21,29
22/09/2010,18,34,23,14,25,29,43,24,28,15,16,-99,44,24,32,48,25,34
22/09/2010,19,37,26,16,36,31,50,21,35,21,17,-99,50,34,-99,47,24,37
22/09/2010,20,39,28,15,26,27,49,34,43,18,19,-99,51,34,-99,50,40,43
22/09/2010,21,28,21,23,23,33,48,35,40,18,17,-99,51,27,-99,43,33,46
22/09/2010,22,20,13,38,23,33,36,23,32,18,10,-99,33,25,-99,32,22,32
22/09/2010,23,13,9,-99,16,29,27,14,22,13,6,-99,27,17,-99,23,12,22
22/09/2010,24,11,8,-99,18,26,26,12,19,10,-99,-99,27,17,-99,23,11,20
23/09/2010,1,14,11,-99,20,28,24,12,18,13,-99,-99,24,24,-99,18,8,22
23/09/2010,2,14,10,-99,18,24,21,9,15,12,-99,-99,24,19,-99,19,8,21
23/09/2010,3,10,10,-99,16,16,25,10,15,14,-99,-99,26,15,-99,20,6,15
23/09/2010,4,17,8,-99,21,16,15,9,17,17,-99,-99,18,25,-99,20,8,16
23/09/2010,5,21,12,-99,21,25,14,12,18,18,-99,-99,15,22,-99,24,14,15
23/09/2010,6,23,23,-99,23,29,22,22,21,20,16,-99,22,25,-99,28,19,21
23/09/2010,7,24,21,-99,27,33,28,24,23,23,18,-99,25,26,-99,27,22,24
23/09/2010,8,24,22,-99,25,36,25,22,-99,20,15,-99,26,27,-99,28,21,22
23/09/2010,9,22,18,-99,21,32,28,22,-99,12,11,-99,26,26,-99,29,23,26
23/09/2010,10,17,13,-99,17,37,33,17,-99,17,9,-99,31,-99,-99,35,24,32
23/09/2010,11,-99,18,-99,26,55,31,21,-99,20,8,-99,-99,-99,-99,45,28,32
23/09/2010,12,-99,25,25,33,46,35,27,44,19,10,-99,-99,26,-99,48,27,35
23/09/2010,13,-99,31,18,31,38,40,28,52,14,12,-99,-99,25,-99,46,23,33
23/09/2010,14,36,37,13,34,40,29,20,58,12,15,-99,-99,28,-99,51,17,27
23/09/2010,15,33,36,24,27,28,26,21,33,10,12,-99,-99,31,16,24,15,24
23/09/2010,16,31,30,25,36,29,19,25,34,25,31,-99,39,41,10,15,7,14
23/09/2010,17,41,34,16,40,33,34,23,34,30,19,-99,53,44,19,37,11,20
23/09/2010,18,37,18,21,35,31,38,32,37,34,19,-99,36,29,25,48,33,36
23/09/2010,19,36,23,28,33,33,36,25,28,27,19,-99,34,28,35,37,26,28
23/09/2010,20,40,35,25,40,32,37,30,30,31,30,-99,37,35,38,42,25,31
23/09/2010,21,38,37,28,36,32,37,39,37,34,32,-99,36,38,41,43,33,38
23/09/2010,22,35,30,27,38,26,36,35,38,28,20,-99,34,36,40,41,32,35
23/09/2010,23,30,26,25,34,26,36,32,37,28,19,-99,34,31,40,39,27,33
23/09/2010,24,25,20,20,26,25,32,26,33,21,15,-99,31,25,38,35,25,31
24/09/2010,1,20,12,17,23,18,27,20,31,17,8,-99,25,20,34,30,19,26
24/09/2010,2,15,7,18,18,19,23,11,27,15,5,-99,22,15,28,24,11,21
24/09/2010,3,11,5,17,20,19,19,10,21,12,4,-99,20,15,25,19,7,14
24/09/2010,4,21,8,13,20,20,22,8,18,12,7,-99,21,22,-99,19,7,18
24/09/2010,5,24,15,14,24,23,23,11,20,19,14,-99,21,23,22,22,11,19
24/09/2010,6,24,23,20,25,27,23,18,25,19,20,-99,22,24,22,24,18,20
24/09/2010,7,24,24,19,30,30,25,20,36,19,20,-99,22,25,23,27,19,22
24/09/2010,8,24,22,20,28,28,28,21,23,17,18,-99,23,25,24,28,19,22
24/09/2010,9,23,19,20,-99,26,28,20,31,16,14,-99,23,25,26,31,20,26
24/09/2010,10,24,15,15,29,19,30,20,34,13,11,-99,27,-99,24,35,22,30
24/09/2010,11,15,10,12,20,23,-99,16,42,10,8,-99,26,16,42,38,22,30
24/09/2010,12,18,14,12,23,35,-99,19,39,13,8,-99,26,17,39,36,22,26
24/09/2010,13,20,16,13,27,37,-99,22,43,10,9,-99,26,17,37,45,20,25
24/09/2010,14,26,14,9,23,25,-99,23,40,10,9,-99,27,20,33,58,25,25
24/09/2010,15,24,14,8,24,23,-99,28,36,19,9,-99,21,23,21,35,21,22
24/09/2010,16,30,25,13,-99,34,34,25,27,13,13,-99,28,23,27,27,25,28
24/09/2010,17,32,35,18,-99,41,54,41,46,16,15,-99,46,-99,44,53,52,38
24/09/2010,18,31,28,17,-99,29,52,35,60,20,16,-99,43,-99,56,51,47,42
24/09/2010,19,30,26,29,-99,28,45,35,57,19,21,-99,40,-99,53,47,38,39
24/09/2010,20,36,31,37,-99,41,57,33,43,15,16,-99,51,-99,43,46,36,49
24/09/2010,21,43,34,20,-99,29,52,37,40,14,15,-99,47,-99,48,43,37,48
24/09/2010,22,31,25,12,-99,21,35,34,41,15,17,-99,31,26,47,40,33,43
24/09/2010,23,24,21,10,-99,20,22,29,31,13,15,-99,21,23,31,35,28,21
24/09/2010,24,21,16,9,-99,15,21,23,18,12,9,-99,17,20,17,28,20,16
25/09/2010,1,18,11,11,-99,10,15,18,15,12,7,-99,20,22,20,22,18,13
25/09/2010,2,18,9,8,-99,9,18,12,14,10,8,-99,20,19,17,23,12,16
25/09/2010,3,18,10,8,-99,7,15,12,13,10,10,-99,20,16,13,22,13,15
25/09/2010,4,16,10,6,-99,10,15,11,11,14,7,-99,17,18,13,23,12,11
25/09/2010,5,14,9,9,-99,22,17,11,14,16,8,-99,17,20,16,26,13,14
25/09/2010,6,22,12,14,-99,31,26,14,18,19,12,-99,23,25,24,26,16,17
25/09/2010,7,23,16,22,-99,34,28,19,30,23,18,-99,24,26,28,29,21,22
25/09/2010,8,23,18,21,-99,38,32,19,22,23,17,-99,26,26,29,29,18,25
25/09/2010,9,23,16,17,-99,24,29,15,24,21,8,-99,25,27,31,30,15,25
25/09/2010,10,20,12,13,-99,20,32,14,22,12,8,-99,25,22,32,31,19,27
25/09/2010,11,19,11,9,-99,18,29,13,29,9,7,-99,24,18,31,34,16,21
25/09/2010,12,18,15,9,-99,24,28,12,24,8,7,-99,20,15,26,31,15,18
25/09/2010,13,16,15,7,-99,24,28,14,20,9,6,-99,17,18,22,28,14,16
25/09/2010,14,26,15,9,-99,24,24,16,16,9,7,-99,22,18,18,33,14,12
25/09/2010,15,30,19,8,-99,21,27,16,14,10,7,-99,24,20,19,35,15,14
25/09/2010,16,19,15,9,-99,21,28,18,19,9,9,-99,26,17,19,36,18,18
25/09/2010,17,18,18,9,-99,20,19,24,18,9,11,-99,23,16,12,27,22,17
25/09/2010,18,15,14,12,-99,20,19,29,25,9,10,-99,21,14,15,26,22,16
25/09/2010,19,17,20,13,-99,22,21,23,23,12,13,-99,23,16,16,25,16,18
25/09/2010,20,16,17,11,-99,19,19,23,21,13,13,-99,20,15,16,23,17,17
25/09/2010,21,14,18,11,-99,21,18,19,19,15,12,-99,20,19,16,24,17,16
25/09/2010,22,19,15,16,-99,21,20,19,21,17,14,-99,19,20,19,24,17,16
25/09/2010,23,19,15,18,-99,18,19,20,19,15,13,-99,21,19,22,22,18,11
25/09/2010,24,15,16,12,-99,13,15,21,20,14,10,-99,17,15,20,19,16,13
26/09/2010,1,15,18,6,-99,13,15,18,16,9,11,-99,11,19,19,20,11,13
26/09/2010,2,24,19,7,-99,10,14,16,15,8,7,-99,13,19,14,17,10,12
26/09/2010,3,19,16,5,-99,9,16,19,11,8,4,-99,12,15,12,17,10,12
26/09/2010,4,14,16,9,-99,11,13,18,12,7,4,-99,12,13,15,17,9,14
26/09/2010,5,12,9,13,-99,14,17,17,17,11,8,-99,13,14,19,24,12,14
26/09/2010,6,19,10,14,-99,24,24,17,20,12,13,-99,20,18,23,26,13,19
26/09/2010,7,23,17,19,-99,27,28,19,20,12,20,-99,23,22,24,29,20,24
26/09/2010,8,24,20,16,-99,26,30,18,20,17,18,-99,23,22,26,29,22,24
26/09/2010,9,21,9,15,-99,25,25,16,30,15,7,-99,20,19,26,36,23,26
26/09/2010,10,17,9,15,-99,27,23,15,32,14,8,-99,22,12,27,29,18,12
26/09/2010,11,11,8,10,-99,30,25,11,25,13,4,-99,19,16,25,28,12,18
26/09/2010,12,18,12,8,-99,17,27,14,26,9,6,-99,20,21,26,32,15,18
26/09/2010,13,17,15,7,-99,16,23,15,22,7,8,-99,20,15,17,37,15,18
26/09/2010,14,13,11,6,-99,14,11,17,15,6,5,-99,10,12,8,29,13,8
26/09/2010,15,9,10,3,-99,16,13,15,16,6,6,-99,8,8,7,24,8,7
26/09/2010,16,8,10,6,-99,16,12,11,13,6,6,-99,8,8,10,27,7,7
26/09/2010,17,10,12,9,-99,19,15,11,15,9,9,-99,14,12,10,26,8,10
26/09/2010,18,11,14,11,-99,17,16,13,16,9,11,-99,16,11,10,21,11,15
26/09/2010,19,14,15,12,-99,18,16,14,16,9,10,-99,16,13,13,20,12,17
26/09/2010,20,15,15,9,-99,18,19,16,16,11,12,-99,16,14,13,23,13,18
26/09/2010,21,13,14,11,-99,19,15,15,16,11,12,-99,17,17,13,21,11,13
26/09/2010,22,16,15,12,-99,16,15,14,14,11,10,-99,13,14,13,19,11,14
26/09/2010,23,16,10,12,-99,12,12,15,16,8,7,-99,13,17,17,15,8,10
26/09/2010,24,18,7,9,-99,10,12,15,14,8,8,-99,12,19,12,16,9,8
27/09/2010,1,21,9,6,-99,6,11,8,8,10,7,-99,13,18,8,13,12,6
27/09/2010,2,21,11,4,-99,6,7,12,8,11,7,-99,9,20,8,8,8,3
27/09/2010,3,15,5,5,-99,8,12,14,8,12,6,-99,14,14,9,10,11,6
27/09/2010,4,9,4,10,-99,12,16,10,13,14,9,-99,17,10,12,22,13,12
27/09/2010,5,12,8,14,-99,19,18,11,18,16,15,-99,19,14,16,23,13,15
27/09/2010,6,20,16,15,-99,24,21,17,19,17,18,-99,18,21,19,24,14,18
27/09/2010,7,21,19,17,-99,27,23,19,20,19,17,-99,20,22,22,24,15,20
27/09/2010,8,21,17,16,-99,27,23,19,-99,18,16,-99,20,21,22,31,16,20
27/09/2010,9,19,14,14,-99,24,24,17,23,12,12,-99,19,20,23,35,17,21
27/09/2010,10,18,14,-99,-99,21,20,18,25,11,7,-99,16,19,22,29,18,16
27/09/2010,11,19,13,-99,-99,23,22,18,27,10,6,-99,18,19,27,31,21,18
27/09/2010,12,18,17,-99,-99,29,22,21,26,9,9,-99,17,17,18,37,19,17
27/09/2010,13,18,20,9,-99,-99,21,19,25,9,10,-99,18,15,14,33,20,19
27/09/2010,14,13,16,10,-99,-99,-99,22,21,6,10,-99,19,12,10,35,17,18
27/09/2010,15,14,15,10,-99,-99,-99,23,19,8,8,-99,22,13,8,49,23,18
27/09/2010,16,20,24,7,-99,24,-99,18,19,10,12,-99,16,13,8,25,10,11
27/09/2010,17,18,19,8,-99,24,-99,15,15,8,10,-99,14,11,8,-99,8,12
27/09/2010,18,12,20,8,-99,29,-99,21,22,10,11,-99,21,14,12,28,14,16
27/09/2010,19,21,16,15,-99,29,-99,23,22,25,11,-99,23,23,18,28,21,19
27/09/2010,20,20,17,12,-99,25,-99,20,26,21,18,-99,25,20,21,30,21,22
27/09/2010,21,21,18,14,-99,18,-99,20,23,21,19,-99,23,21,25,28,19,22
27/09/2010,22,17,16,14,-99,17,-99,18,23,20,17,-99,22,20,24,27,19,21
27/09/2010,23,15,17,12,-99,18,-99,18,21,18,11,-99,20,17,19,23,18,19
27/09/2010,24,12,10,9,-99,15,-99,17,18,19,10,-99,20,14,19,22,16,19
28/09/2010,1,10,10,11,-99,13,-99,13,19,18,11,-99,20,11,23,22,11,18
28/09/2010,2,14,16,9,-99,12,-99,11,19,12,14,-99,20,16,24,18,6,16
28/09/2010,3,15,14,10,-99,12,-99,10,18,12,7,-99,17,14,23,15,7,16
28/09/2010,4,10,7,7,-99,17,-99,12,13,22,8,-99,16,13,15,21,9,12
28/09/2010,5,16,11,13,-99,29,-99,11,15,19,13,-99,22,15,22,26,10,20
28/09/2010,6,22,15,20,-99,25,-99,18,22,22,19,-99,25,24,27,24,17,22
28/09/2010,7,27,26,21,-99,32,-99,24,24,22,21,-99,25,27,28,27,19,25
28/09/2010,8,29,22,21,-99,-99,-99,25,27,20,17,-99,-99,27,27,34,21,22
28/09/2010,9,20,14,15,-99,-99,-99,20,27,23,12,-99,23,24,27,31,22,18
28/09/2010,10,-99,12,14,-99,27,-99,12,27,19,8,-99,27,26,26,35,17,23
28/09/2010,11,-99,21,13,-99,28,-99,22,25,11,11,-99,21,17,-99,34,17,16
28/09/2010,12,13,20,11,-99,26,-99,25,15,8,9,-99,17,11,-99,28,7,11
28/09/2010,13,13,20,10,-99,29,-99,26,16,9,8,-99,17,11,-99,35,13,12
28/09/2010,14,11,17,10,-99,32,-99,16,19,7,7,-99,16,9,10,37,16,13
28/09/2010,15,14,16,11,-99,31,-99,15,21,7,5,-99,21,15,12,43,15,13
28/09/2010,16,12,9,7,-99,34,-99,17,25,7,4,-99,-99,12,14,33,13,10
28/09/2010,17,16,12,6,16,-99,-99,16,22,8,6,-99,-99,14,13,31,14,10
28/09/2010,18,15,15,6,20,28,-99,19,22,10,11,-99,20,16,14,25,11,13
28/09/2010,19,16,24,11,23,-99,-99,23,27,14,16,-99,26,17,17,26,18,20
28/09/2010,20,19,21,16,24,28,-99,26,26,15,19,-99,25,19,18,29,17,22
28/09/2010,21,24,20,23,26,25,-99,29,28,17,16,-99,20,26,21,34,-99,24
28/09/2010,22,27,18,21,29,27,-99,28,26,19,21,-99,19,28,22,24,-99,21
28/09/2010,23,32,15,23,26,31,-99,26,29,26,17,-99,28,29,30,30,-99,23
28/09/2010,24,26,16,20,22,30,-99,25,28,27,14,-99,31,23,29,31,-99,30
29/09/2010,1,27,22,22,24,26,-99,23,24,24,19,-99,29,26,26,29,-99,28
29/09/2010,2,22,16,21,24,23,-99,13,20,25,20,-99,27,24,22,27,-99,26
29/09/2010,3,13,11,18,25,27,-99,5,17,24,16,-99,26,22,21,28,12,23
29/09/2010,4,17,11,21,27,30,-99,6,19,23,7,-99,24,21,24,27,9,22
29/09/2010,5,28,18,17,28,39,-99,10,21,24,13,-99,26,26,26,29,21,23
29/09/2010,6,33,29,17,32,25,-99,30,22,27,27,-99,31,35,28,25,23,24
29/09/2010,7,36,31,22,41,37,-99,33,24,35,32,-99,28,36,30,31,23,30
29/09/2010,8,36,33,25,40,-99,-99,34,36,33,29,-99,38,43,34,45,31,42
29/09/2010,9,44,41,33,61,73,-99,22,53,53,27,-99,41,45,46,61,41,63
29/09/2010,10,44,34,-99,38,71,-99,15,72,55,6,-99,46,51,72,83,58,-99
29/09/2010,11,41,19,37,46,64,-99,20,73,29,7,-99,50,31,-99,71,45,-99
29/09/2010,12,33,27,15,33,41,-99,30,62,10,13,-99,52,28,49,62,30,-99
29/09/2010,13,26,21,14,25,37,59,28,46,12,13,-99,55,22,25,59,37,42
29/09/2010,14,22,19,10,24,35,38,37,31,9,11,-99,37,19,14,67,36,35
29/09/2010,15,16,19,-99,22,38,28,30,31,8,10,-99,18,15,11,50,31,20
29/09/2010,16,19,15,9,18,34,27,22,22,9,8,-99,17,17,13,44,18,13
29/09/2010,17,17,15,10,17,33,26,21,22,9,7,-99,23,15,17,43,15,12
29/09/2010,18,18,17,13,25,44,33,22,25,11,10,-99,28,18,25,54,19,15
29/09/2010,19,27,22,16,40,45,42,35,42,17,17,-99,-99,26,29,45,33,25
29/09/2010,20,29,32,29,34,35,29,40,39,24,25,-99,35,31,31,38,27,27
29/09/2010,21,34,18,31,37,37,30,42,40,30,23,-99,36,34,39,36,27,27
29/09/2010,22,26,22,27,36,40,39,42,43,22,16,-99,38,32,39,46,34,39
29/09/2010,23,26,19,21,32,45,40,34,43,33,17,-99,38,20,45,42,34,36
29/09/2010,24,33,21,19,27,41,34,18,32,34,7,-99,35,22,39,37,25,22
30/09/2010,1,21,17,35,23,38,16,10,28,31,6,-99,38,25,43,37,28,33
30/09/2010,2,16,13,23,27,33,-99,7,35,28,3,-99,24,26,39,33,27,30
30/09/2010,3,17,11,21,35,34,-99,6,31,28,13,-99,31,27,35,32,20,36
30/09/2010,4,17,15,23,33,32,-99,7,26,36,21,-99,33,28,32,26,26,32
30/09/2010,5,29,22,25,37,40,36,10,28,35,29,-99,35,29,30,29,27,29
30/09/2010,6,36,30,27,36,43,37,32,26,32,30,-99,32,34,-99,29,27,37
30/09/2010,7,38,35,24,40,47,44,33,32,31,35,-99,33,34,-99,29,28,41
