FECHA,HORA,CAM,COY,MER,NEZ,PED,PER,SAG,SJA,TLA,UIZ,XAL,,,,,,,,,,,,,
22/05/2011,7,35,-99,31,-99,-99,24,34,35,47,27,-99,,,,,,,,,,,,,
22/05/2011,8,43,-99,29,-99,-99,28,32,29,48,27,-99,,,,,,,,,,,,,
22/05/2011,9,37,27,23,-99,-99,25,27,34,52,17,-99,,,,,,,,,,,,,
22/05/2011,10,51,22,33,-99,-99,20,23,33,40,23,-99,,,,,,,,,,,,,
22/05/2011,11,42,23,37,-99,-99,16,32,37,42,30,-99,,,,,,,,,,,,,
22/05/2011,12,31,25,31,-99,-99,37,28,34,34,33,-99,,,,,,,,,,,,,
22/05/2011,13,35,27,27,-99,-99,28,28,21,29,38,-99,,,,,,,,,,,,,
22/05/2011,14,33,27,21,-99,-99,19,19,13,26,25,-99,,,,,,,,,,,,,
22/05/2011,15,28,32,24,-99,-99,7,20,8,23,18,-99,,,,,,,,,,,,,
22/05/2011,16,24,31,18,-99,-99,26,14,13,24,21,-99,,,,,,,,,,,,,
22/05/2011,17,27,-99,23,-99,-99,27,17,17,24,24,-99,,,,,,,,,,,,,
22/05/2011,18,33,-99,21,-99,-99,18,19,20,29,19,-99,,,,,,,,,,,,,
22/05/2011,19,25,20,23,-99,-99,20,20,37,26,20,-99,,,,,,,,,,,,,
22/05/2011,20,24,25,25,-99,-99,30,18,39,25,20,-99,,,,,,,,,,,,,
22/05/2011,21,19,26,24,-99,-99,29,14,25,19,23,-99,,,,,,,,,,,,,
22/05/2011,22,18,31,20,-99,-99,38,14,17,19,24,-99,,,,,,,,,,,,,
22/05/2011,23,15,30,-99,-99,-99,38,14,15,20,19,-99,,,,,,,,,,,,,
22/05/2011,24,20,29,-99,-99,-99,22,18,15,15,18,-99,,,,,,,,,,,,,
23/05/2011,1,16,27,-99,-99,-99,24,23,23,17,25,-99,,,,,,,,,,,,,
23/05/2011,2,25,26,25,-99,-99,24,15,31,28,23,-99,,,,,,,,,,,,,
23/05/2011,3,25,26,24,-99,-99,24,14,40,36,26,-99,,,,,,,,,,,,,
23/05/2011,4,22,26,22,-99,-99,26,33,34,26,25,-99,,,,,,,,,,,,,
23/05/2011,5,24,25,32,-99,-99,27,32,37,22,33,-99,,,,,,,,,,,,,
23/05/2011,6,28,30,35,-99,-99,24,39,36,26,32,-99,,,,,,,,,,,,,
23/05/2011,7,35,32,35,-99,-99,34,43,38,40,36,-99,,,,,,,,,,,,,
23/05/2011,8,48,34,45,-99,-99,42,48,29,40,36,-99,,,,,,,,,,,,,
23/05/2011,9,51,39,46,-99,-99,38,36,27,43,42,-99,,,,,,,,,,,,,
23/05/2011,10,42,44,43,-99,-99,52,30,33,41,47,-99,,,,,,,,,,,,,
23/05/2011,11,30,38,48,-99,-99,32,26,34,33,42,-99,,,,,,,,,,,,,
23/05/2011,12,29,35,48,-99,-99,42,28,32,36,38,-99,,,,,,,,,,,,,
23/05/2011,13,28,41,36,-99,-99,26,-99,24,27,36,-99,,,,,,,,,,,,,
23/05/2011,14,28,36,31,-99,-99,27,-99,16,24,26,-99,,,,,,,,,,,,,
23/05/2011,15,39,30,32,-99,-99,25,-99,18,42,31,-99,,,,,,,,,,,,,
23/05/2011,16,45,36,42,-99,-99,27,27,32,35,32,-99,,,,,,,,,,,,,
23/05/2011,17,40,40,38,-99,-99,33,23,33,33,32,-99,,,,,,,,,,,,,
23/05/2011,18,36,36,34,-99,-99,42,24,32,32,35,-99,,,,,,,,,,,,,
23/05/2011,19,37,35,36,-99,-99,46,33,35,29,34,-99,,,,,,,,,,,,,
23/05/2011,20,32,33,36,-99,-99,44,30,53,28,34,-99,,,,,,,,,,,,,
23/05/2011,21,32,38,38,-99,-99,48,36,43,28,27,-99,,,,,,,,,,,,,
23/05/2011,22,31,36,49,-99,-99,31,34,46,31,32,-99,,,,,,,,,,,,,
23/05/2011,23,42,38,30,-99,-99,43,31,50,28,39,-99,,,,,,,,,,,,,
23/05/2011,24,46,38,28,-99,-99,52,19,-99,33,45,-99,,,,,,,,,,,,,
24/05/2011,1,40,41,33,-99,-99,36,36,25,32,37,-99,,,,,,,,,,,,,
24/05/2011,2,36,38,29,-99,-99,36,31,23,32,35,-99,,,,,,,,,,,,,
24/05/2011,3,39,29,32,-99,-99,31,30,36,35,40,-99,,,,,,,,,,,,,
24/05/2011,4,34,32,37,-99,-99,44,34,29,39,37,-99,,,,,,,,,,,,,
24/05/2011,5,39,33,41,-99,-99,38,39,44,28,33,-99,,,,,,,,,,,,,
24/05/2011,6,36,34,41,-99,-99,48,37,48,37,37,-99,,,,,,,,,,,,,
24/05/2011,7,51,38,39,-99,-99,39,44,68,45,41,-99,,,,,,,,,,,,,
24/05/2011,8,52,41,41,-99,-99,44,41,54,42,40,-99,,,,,,,,,,,,,
24/05/2011,9,55,41,48,-99,-99,37,43,47,60,50,-99,,,,,,,,,,,,,
24/05/2011,10,47,43,78,-99,-99,41,-99,46,62,49,-99,,,,,,,,,,,,,
24/05/2011,11,42,45,50,-99,-99,48,-99,50,55,49,-99,,,,,,,,,,,,,
24/05/2011,12,43,40,47,-99,-99,29,-99,30,50,-99,-99,,,,,,,,,,,,,
24/05/2011,13,40,40,33,-99,-99,31,-99,21,44,-99,-99,,,,,,,,,,,,,
24/05/2011,14,31,33,29,-99,-99,5,-99,21,32,-99,-99,,,,,,,,,,,,,
24/05/2011,15,29,26,25,-99,-99,37,-99,13,-99,-99,-99,,,,,,,,,,,,,
24/05/2011,16,27,-99,23,-99,-99,9,-99,16,-99,-99,-99,,,,,,,,,,,,,
24/05/2011,17,25,-99,17,-99,-99,25,-99,18,-99,9,-99,,,,,,,,,,,,,
24/05/2011,18,17,-99,10,-99,-99,44,-99,17,-99,25,-99,,,,,,,,,,,,,
24/05/2011,19,12,-99,33,-99,-99,38,-99,-99,-99,26,-99,,,,,,,,,,,,,
24/05/2011,20,20,-99,38,-99,-99,43,-99,-99,-99,29,-99,,,,,,,,,,,,,
24/05/2011,21,27,-99,31,-99,-99,22,-99,35,54,30,-99,,,,,,,,,,,,,
24/05/2011,22,35,-99,37,-99,-99,38,41,31,42,35,-99,,,,,,,,,,,,,
24/05/2011,23,30,-99,31,-99,-99,54,32,40,39,31,-99,,,,,,,,,,,,,
24/05/2011,24,26,-99,31,-99,-99,47,40,36,59,37,-99,,,,,,,,,,,,,
25/05/2011,1,34,32,40,-99,-99,29,33,37,55,38,-99,,,,,,,,,,,,,
25/05/2011,2,34,29,34,-99,-99,37,36,37,32,35,-99,,,,,,,,,,,,,
25/05/2011,3,32,33,32,-99,-99,24,36,30,33,27,-99,,,,,,,,,,,,,
25/05/2011,4,35,31,33,-99,-99,24,36,29,35,28,-99,,,,,,,,,,,,,
25/05/2011,5,39,32,34,-99,-99,27,43,33,46,30,-99,,,,,,,,,,,,,
25/05/2011,6,41,33,31,-99,-99,29,32,38,50,30,-99,,,,,,,,,,,,,
25/05/2011,7,67,37,46,-99,-99,33,49,39,53,36,-99,,,,,,,,,,,,,
25/05/2011,8,59,37,38,-99,-99,43,-99,30,47,39,-99,,,,,,,,,,,,,
25/05/2011,9,48,43,42,-99,-99,42,43,31,57,36,-99,,,,,,,,,,,,,
25/05/2011,10,48,49,41,-99,-99,40,-99,24,63,44,-99,,,,,,,,,,,,,
25/05/2011,11,43,50,43,-99,-99,35,-99,36,57,44,-99,,,,,,,,,,,,,
25/05/2011,12,36,49,39,-99,-99,32,34,29,42,39,-99,,,,,,,,,,,,,
25/05/2011,13,34,-99,33,-99,-99,21,28,23,-99,32,-99,,,,,,,,,,,,,
25/05/2011,14,34,37,24,-99,-99,22,25,11,-99,-99,-99,,,,,,,,,,,,,
25/05/2011,15,30,30,25,-99,-99,24,-99,14,-99,-99,-99,,,,,,,,,,,,,
25/05/2011,16,-99,23,-99,-99,-99,34,22,14,-99,30,-99,,,,,,,,,,,,,
25/05/2011,17,19,26,36,-99,-99,38,25,24,-99,34,-99,,,,,,,,,,,,,
25/05/2011,18,39,24,30,-99,-99,31,27,35,-99,24,-99,,,,,,,,,,,,,
25/05/2011,19,27,-99,29,-99,-99,-99,30,42,-99,22,-99,,,,,,,,,,,,,
25/05/2011,20,21,-99,22,-99,-99,25,32,36,-99,24,-99,,,,,,,,,,,,,
25/05/2011,21,23,-99,23,-99,-99,34,-99,29,54,23,-99,,,,,,,,,,,,,
25/05/2011,22,20,17,21,-99,-99,43,-99,26,29,25,-99,,,,,,,,,,,,,
25/05/2011,23,22,25,29,-99,-99,35,28,28,26,21,-99,,,,,,,,,,,,,
25/05/2011,24,28,23,25,-99,-99,34,37,35,33,27,-99,,,,,,,,,,,,,
26/05/2011,1,20,27,29,-99,-99,31,33,34,33,30,-99,,,,,,,,,,,,,
26/05/2011,2,22,22,28,-99,-99,25,37,33,29,24,-99,,,,,,,,,,,,,
26/05/2011,3,24,23,22,-99,-99,29,34,33,33,28,-99,,,,,,,,,,,,,
26/05/2011,4,30,22,22,-99,-99,26,47,54,36,27,-99,,,,,,,,,,,,,
26/05/2011,5,28,17,32,-99,-99,30,61,53,27,28,-99,,,,,,,,,,,,,
26/05/2011,6,33,29,44,-99,-99,28,30,42,39,23,-99,,,,,,,,,,,,,
26/05/2011,7,43,29,50,-99,-99,31,60,40,30,25,-99,,,,,,,,,,,,,
26/05/2011,8,42,30,34,-99,-99,33,36,28,35,29,-99,,,,,,,,,,,,,
26/05/2011,9,49,42,50,-99,-99,30,35,34,29,31,-99,,,,,,,,,,,,,
26/05/2011,10,54,42,49,-99,-99,45,32,28,47,33,-99,,,,,,,,,,,,,
26/05/2011,11,50,59,33,-99,-99,50,27,34,49,42,-99,,,,,,,,,,,,,
26/05/2011,12,46,58,45,-99,-99,31,28,28,32,32,-99,,,,,,,,,,,,,
26/05/2011,13,39,42,24,-99,-99,-99,-99,17,36,-99,-99,,,,,,,,,,,,,
26/05/2011,14,29,26,28,-99,-99,-99,-99,18,30,-99,-99,,,,,,,,,,,,,
26/05/2011,15,24,20,29,-99,-99,-99,-99,13,28,-99,-99,,,,,,,,,,,,,
26/05/2011,16,23,24,27,-99,-99,-99,25,16,27,29,-99,,,,,,,,,,,,,
26/05/2011,17,32,24,23,-99,-99,-99,23,32,29,17,-99,,,,,,,,,,,,,
26/05/2011,18,35,36,32,-99,-99,-99,30,31,22,25,-99,,,,,,,,,,,,,
26/05/2011,19,26,31,30,-99,-99,-99,25,44,21,25,-99,,,,,,,,,,,,,
26/05/2011,20,18,26,26,-99,-99,-99,23,36,31,18,-99,,,,,,,,,,,,,
26/05/2011,21,20,24,23,-99,-99,-99,22,31,30,24,-99,,,,,,,,,,,,,
26/05/2011,22,23,21,18,-99,-99,-99,21,22,27,17,-99,,,,,,,,,,,,,
26/05/2011,23,28,23,19,-99,-99,-99,16,20,31,18,-99,,,,,,,,,,,,,
26/05/2011,24,22,16,18,-99,-99,-99,34,15,39,16,-99,,,,,,,,,,,,,
27/05/2011,1,27,23,10,-99,-99,-99,19,21,56,11,-99,,,,,,,,,,,,,
27/05/2011,2,19,9,16,-99,-99,-99,16,18,14,21,-99,,,,,,,,,,,,,
27/05/2011,3,17,15,18,-99,-99,-99,29,17,17,16,-99,,,,,,,,,,,,,
27/05/2011,4,21,16,15,-99,-99,-99,19,22,22,17,-99,,,,,,,,,,,,,
27/05/2011,5,14,16,21,-99,-99,-99,25,20,20,20,-99,,,,,,,,,,,,,
27/05/2011,6,27,19,19,-99,-99,-99,33,30,23,24,-99,,,,,,,,,,,,,
27/05/2011,7,38,24,26,-99,-99,-99,37,39,35,24,-99,,,,,,,,,,,,,
27/05/2011,8,28,29,24,-99,-99,-99,44,38,44,29,-99,,,,,,,,,,,,,
27/05/2011,9,30,39,36,-99,-99,-99,32,31,57,29,-99,,,,,,,,,,,,,
27/05/2011,10,35,39,36,-99,-99,-99,30,45,64,33,-99,,,,,,,,,,,,,
27/05/2011,11,43,37,37,-99,-99,-99,40,37,56,51,-99,,,,,,,,,,,,,
27/05/2011,12,39,37,50,-99,-99,-99,36,36,31,48,-99,,,,,,,,,,,,,
27/05/2011,13,43,27,43,-99,-99,-99,29,30,22,24,-99,,,,,,,,,,,,,
27/05/2011,14,36,38,27,-99,-99,-99,16,7,23,22,-99,,,,,,,,,,,,,
27/05/2011,15,23,23,19,-99,-99,-99,23,10,25,-99,-99,,,,,,,,,,,,,
27/05/2011,16,32,25,21,-99,-99,-99,23,15,26,24,-99,,,,,,,,,,,,,
27/05/2011,17,24,28,17,-99,-99,-99,9,24,17,22,-99,,,,,,,,,,,,,
27/05/2011,18,25,-99,15,-99,-99,-99,11,19,24,23,-99,,,,,,,,,,,,,
27/05/2011,19,30,12,27,-99,-99,-99,28,35,23,24,-99,,,,,,,,,,,,,
27/05/2011,20,21,30,25,-99,-99,-99,30,39,33,26,-99,,,,,,,,,,,,,
27/05/2011,21,21,35,27,-99,-99,-99,22,36,30,25,-99,,,,,,,,,,,,,
27/05/2011,22,29,31,29,-99,-99,-99,29,36,29,35,-99,,,,,,,,,,,,,
27/05/2011,23,42,28,39,-99,-99,-99,34,38,30,31,-99,,,,,,,,,,,,,
27/05/2011,24,35,26,37,-99,-99,-99,27,36,38,34,-99,,,,,,,,,,,,,
28/05/2011,1,30,38,21,-99,-99,-99,34,32,34,25,-99,,,,,,,,,,,,,
28/05/2011,2,26,35,27,-99,-99,-99,39,25,28,27,-99,,,,,,,,,,,,,
28/05/2011,3,22,35,27,-99,-99,-99,55,29,35,28,-99,,,,,,,,,,,,,
28/05/2011,4,23,30,33,-99,-99,-99,28,30,31,25,-99,,,,,,,,,,,,,
28/05/2011,5,21,25,23,-99,-99,-99,29,32,37,32,-99,,,,,,,,,,,,,
28/05/2011,6,24,30,28,-99,-99,-99,39,36,38,25,-99,,,,,,,,,,,,,
28/05/2011,7,32,31,34,-99,-99,-99,-99,46,39,29,-99,,,,,,,,,,,,,
28/05/2011,8,37,-99,34,-99,-99,-99,-99,42,54,33,-99,,,,,,,,,,,,,
28/05/2011,9,36,-99,41,-99,-99,-99,45,33,63,38,-99,,,,,,,,,,,,,
28/05/2011,10,42,32,52,-99,-99,-99,40,36,58,45,-99,,,,,,,,,,,,,
28/05/2011,11,31,37,59,-99,-99,-99,43,53,40,46,-99,,,,,,,,,,,,,
28/05/2011,12,24,41,51,-99,-99,-99,32,49,-99,50,-99,,,,,,,,,,,,,
28/05/2011,13,19,38,26,-99,-99,-99,-99,30,-99,34,-99,,,,,,,,,,,,,
28/05/2011,14,29,32,29,-99,-99,-99,27,9,-99,30,-99,,,,,,,,,,,,,
28/05/2011,15,26,20,24,-99,-99,-99,13,39,19,27,-99,,,,,,,,,,,,,
28/05/2011,16,25,20,17,-99,-99,-99,17,21,29,19,-99,,,,,,,,,,,,,
28/05/2011,17,15,17,14,-99,-99,-99,19,27,17,15,-99,,,,,,,,,,,,,
28/05/2011,18,17,-99,20,-99,-99,-99,25,22,19,18,-99,,,,,,,,,,,,,
28/05/2011,19,27,15,22,-99,-99,-99,29,26,22,27,-99,,,,,,,,,,,,,
28/05/2011,20,26,28,28,-99,-99,-99,32,39,31,29,-99,,,,,,,,,,,,,
28/05/2011,21,22,31,27,-99,-99,-99,21,40,32,21,-99,,,,,,,,,,,,,
28/05/2011,22,31,24,20,-99,-99,-99,21,25,26,21,-99,,,,,,,,,,,,,
28/05/2011,23,37,20,24,-99,-99,-99,23,26,23,17,-99,,,,,,,,,,,,,
28/05/2011,24,22,22,28,-99,-99,-99,27,35,33,22,-99,,,,,,,,,,,,,
29/05/2011,1,27,32,33,-99,-99,-99,21,36,33,30,-99,,,,,,,,,,,,,
29/05/2011,2,26,27,26,-99,-99,-99,33,24,39,22,-99,,,,,,,,,,,,,
29/05/2011,3,28,20,31,-99,-99,-99,25,27,35,23,-99,,,,,,,,,,,,,
29/05/2011,4,33,35,26,-99,-99,-99,27,25,50,22,-99,,,,,,,,,,,,,
29/05/2011,5,37,28,26,-99,-99,-99,32,28,35,23,-99,,,,,,,,,,,,,
29/05/2011,6,37,23,31,-99,-99,-99,44,31,34,26,-99,,,,,,,,,,,,,
29/05/2011,7,36,25,30,-99,-99,-99,33,32,38,26,-99,,,,,,,,,,,,,
29/05/2011,8,30,30,32,-99,-99,-99,42,31,58,27,-99,,,,,,,,,,,,,
29/05/2011,9,38,30,36,-99,-99,-99,38,21,69,32,-99,,,,,,,,,,,,,
29/05/2011,10,47,32,44,-99,-99,-99,42,40,40,36,-99,,,,,,,,,,,,,
29/05/2011,11,36,43,43,-99,-99,-99,29,34,31,37,-99,,,,,,,,,,,,,
29/05/2011,12,31,50,28,-99,-99,-99,32,34,28,34,-99,,,,,,,,,,,,,
29/05/2011,13,29,36,35,-99,-99,-99,15,31,19,31,-99,,,,,,,,,,,,,
29/05/2011,14,22,25,21,-99,-99,91,25,10,23,24,-99,,,,,,,,,,,,,
29/05/2011,15,33,31,19,-99,-99,80,21,13,30,23,-99,,,,,,,,,,,,,
29/05/2011,16,25,27,26,-99,-99,68,20,20,22,25,-99,,,,,,,,,,,,,
29/05/2011,17,22,30,16,-99,-99,63,11,21,16,20,-99,,,,,,,,,,,,,
29/05/2011,18,16,22,-99,-99,-99,80,18,18,15,33,-99,,,,,,,,,,,,,
29/05/2011,19,30,9,-99,-99,-99,74,18,21,31,25,-99,,,,,,,,,,,,,
29/05/2011,20,25,18,32,-99,-99,59,29,32,32,25,-99,,,,,,,,,,,,,
29/05/2011,21,26,48,36,-99,-99,60,42,47,38,27,-99,,,,,,,,,,,,,
29/05/2011,22,41,30,37,-99,-99,28,47,42,46,34,-99,,,,,,,,,,,,,
29/05/2011,23,40,12,37,-99,-99,54,42,46,47,35,-99,,,,,,,,,,,,,
29/05/2011,24,40,24,46,-99,-99,55,33,-99,35,34,-99,,,,,,,,,,,,,
30/05/2011,1,33,47,41,-99,-99,43,37,-99,28,34,-99,,,,,,,,,,,,,
30/05/2011,2,33,24,26,-99,-99,44,29,-99,32,34,-99,,,,,,,,,,,,,
30/05/2011,3,33,26,31,-99,-99,66,52,-99,47,33,-99,,,,,,,,,,,,,
30/05/2011,4,48,39,50,-99,-99,51,36,-99,59,31,-99,,,,,,,,,,,,,
30/05/2011,5,54,33,50,-99,-99,51,53,-99,82,36,-99,,,,,,,,,,,,,
30/05/2011,6,39,36,49,-99,-99,54,36,-99,62,45,-99,,,,,,,,,,,,,
30/05/2011,7,55,43,49,-99,-99,70,38,-99,59,48,-99,,,,,,,,,,,,,
30/05/2011,8,62,53,42,-99,-99,69,46,-99,72,54,-99,,,,,,,,,,,,,
30/05/2011,9,59,65,51,-99,-99,64,54,-99,84,53,-99,,,,,,,,,,,,,
30/05/2011,10,53,68,47,-99,-99,78,55,-99,68,56,-99,,,,,,,,,,,,,
30/05/2011,11,47,61,55,-99,-99,83,49,-99,72,57,-99,,,,,,,,,,,,,
30/05/2011,12,52,60,55,-99,-99,62,39,-99,47,-99,-99,,,,,,,,,,,,,
30/05/2011,13,63,52,47,-99,-99,40,31,40,52,-99,-99,,,,,,,,,,,,,
30/05/2011,14,34,38,37,-99,-99,41,36,26,49,43,-99,,,,,,,,,,,,,
30/05/2011,15,33,37,38,-99,-99,40,-99,32,39,36,-99,,,,,,,,,,,,,
30/05/2011,16,31,27,33,-99,-99,15,-99,29,39,44,-99,,,,,,,,,,,,,
30/05/2011,17,47,33,37,-99,-99,56,-99,44,48,40,-99,,,,,,,,,,,,,
30/05/2011,18,38,41,47,-99,-99,62,24,65,49,38,-99,,,,,,,,,,,,,
30/05/2011,19,43,35,40,-99,-99,50,28,51,53,37,-99,,,,,,,,,,,,,
30/05/2011,20,41,39,37,-99,-99,33,34,38,41,34,-99,,,,,,,,,,,,,
30/05/2011,21,42,43,39,-99,-99,52,28,45,73,38,-99,,,,,,,,,,,,,
30/05/2011,22,41,42,40,-99,-99,52,39,40,45,39,-99,,,,,,,,,,,,,
30/05/2011,23,39,40,38,-99,-99,59,30,31,21,34,-99,,,,,,,,,,,,,
30/05/2011,24,41,40,39,-99,-99,51,28,32,22,31,-99,,,,,,,,,,,,,
31/05/2011,1,38,39,43,-99,-99,27,25,36,41,41,-99,,,,,,,,,,,,,
31/05/2011,2,37,36,40,-99,-99,37,35,46,42,41,-99,,,,,,,,,,,,,
31/05/2011,3,36,34,43,-99,-99,40,32,44,31,40,-99,,,,,,,,,,,,,
31/05/2011,4,31,35,33,-99,-99,40,31,39,42,-99,-99,,,,,,,,,,,,,
31/05/2011,5,53,35,40,-99,-99,36,34,40,67,-99,-99,,,,,,,,,,,,,
31/05/2011,6,54,44,59,-99,-99,28,36,34,64,-99,-99,,,,,,,,,,,,,
31/05/2011,7,54,48,59,-99,-99,32,49,39,63,50,-99,,,,,,,,,,,,,
31/05/2011,8,45,45,45,-99,-99,45,41,39,46,49,-99,,,,,,,,,,,,,
31/05/2011,9,39,46,44,-99,-99,47,45,32,41,43,-99,,,,,,,,,,,,,
31/05/2011,10,44,48,54,-99,-99,35,42,34,42,46,-99,,,,,,,,,,,,,
31/05/2011,11,37,46,47,-99,-99,44,27,38,35,46,-99,,,,,,,,,,,,,
31/05/2011,12,31,-99,41,-99,-99,49,42,24,21,40,-99,,,,,,,,,,,,,
31/05/2011,13,27,-99,25,-99,-99,36,15,18,14,28,-99,,,,,,,,,,,,,
31/05/2011,14,23,19,13,-99,-99,8,5,5,27,8,-99,,,,,,,,,,,,,
31/05/2011,15,21,32,16,-99,-99,13,14,10,11,23,-99,,,,,,,,,,,,,
31/05/2011,16,17,37,16,-99,-99,24,9,12,13,21,-99,,,,,,,,,,,,,
31/05/2011,17,18,30,22,-99,-99,23,26,11,19,21,-99,,,,,,,,,,,,,
31/05/2011,18,17,-99,20,-99,-99,19,22,21,17,13,-99,,,,,,,,,,,,,
31/05/2011,19,11,-99,17,-99,-99,24,23,23,18,10,-99,,,,,,,,,,,,,
31/05/2011,20,14,7,15,-99,-99,25,14,22,21,5,-99,,,,,,,,,,,,,
31/05/2011,21,19,24,18,-99,-99,32,13,19,20,16,-99,,,,,,,,,,,,,
31/05/2011,22,12,36,16,-99,-99,22,15,16,18,13,-99,,,,,,,,,,,,,
31/05/2011,23,18,8,18,-99,-99,19,13,21,17,17,-99,,,,,,,,,,,,,
31/05/2011,24,15,20,14,-99,-99,30,19,13,-99,4,-99,,,,,,,,,,,,,
01/06/2011,1,17,17,10,-99,-99,17,4,8,10,12,-99,,,,,,,,,,,,,
01/06/2011,2,10,15,11,-99,-99,12,20,12,16,7,-99,,,,,,,,,,,,,
01/06/2011,3,5,13,10,-99,-99,17,12,10,12,8,-99,,,,,,,,,,,,,
01/06/2011,4,11,11,9,-99,-99,17,9,9,21,12,-99,,,,,,,,,,,,,
01/06/2011,5,14,12,11,-99,-99,15,14,14,16,8,-99,,,,,,,,,,,,,
01/06/2011,6,13,10,12,-99,-99,15,15,12,21,12,-99,,,,,,,,,,,,,
01/06/2011,7,17,14,13,-99,-99,28,15,-99,23,9,-99,,,,,,,,,,,,,
01/06/2011,8,20,14,17,-99,-99,21,21,21,28,10,-99,,,,,,,,,,,,,
01/06/2011,9,25,16,17,-99,-99,18,21,8,24,10,-99,,,,,,,,,,,,,
01/06/2011,10,15,20,17,-99,-99,9,58,19,25,13,-99,,,,,,,,,,,,,
01/06/2011,11,17,24,15,-99,-99,6,76,8,21,11,-99,,,,,,,,,,,,,
01/06/2011,12,12,22,21,-99,-99,11,22,16,24,20,-99,,,,,,,,,,,,,
01/06/2011,13,13,20,22,-99,-99,11,11,22,15,28,-99,,,,,,,,,,,,,
01/06/2011,14,17,23,23,-99,-99,5,8,-99,17,7,-99,,,,,,,,,,,,,
01/06/2011,15,14,19,16,-99,-99,3,6,10,31,3,-99,,,,,,,,,,,,,
01/06/2011,16,13,14,12,-99,-99,9,7,6,4,9,-99,,,,,,,,,,,,,
01/06/2011,17,10,13,10,-99,-99,11,10,3,16,8,-99,,,,,,,,,,,,,
01/06/2011,18,12,10,9,-99,-99,20,14,14,18,7,-99,,,,,,,,,,,,,
01/06/2011,19,16,10,12,-99,-99,17,22,12,14,9,-99,,,,,,,,,,,,,
01/06/2011,20,16,11,16,-99,-99,47,10,28,8,32,-99,,,,,,,,,,,,,
01/06/2011,21,24,30,12,-99,-99,33,16,16,29,6,-99,,,,,,,,,,,,,
01/06/2011,22,10,12,14,-99,-99,28,10,14,29,20,-99,,,,,,,,,,,,,
01/06/2011,23,7,15,14,-99,-99,9,17,13,17,14,-99,,,,,,,,,,,,,
01/06/2011,24,7,13,9,-99,-99,12,14,13,17,13,-99,,,,,,,,,,,,,
02/06/2011,1,13,12,13,-99,-99,13,14,3,18,6,-99,,,,,,,,,,,,,
02/06/2011,2,14,16,8,-99,-99,24,12,11,19,10,-99,,,,,,,,,,,,,
02/06/2011,3,17,17,13,-99,-99,14,21,10,23,11,-99,,,,,,,,,,,,,
02/06/2011,4,23,21,14,-99,-99,20,18,13,20,7,-99,,,,,,,,,,,,,
02/06/2011,5,22,18,25,-99,-99,13,17,15,18,11,-99,,,,,,,,,,,,,
02/06/2011,6,23,19,21,-99,-99,10,16,19,25,13,-99,,,,,,,,,,,,,
02/06/2011,7,31,19,20,-99,-99,15,24,18,34,16,-99,,,,,,,,,,,,,
02/06/2011,8,36,24,35,-99,-99,34,34,10,32,17,-99,,,,,,,,,,,,,
02/06/2011,9,37,26,44,-99,-99,21,29,24,49,27,-99,,,,,,,,,,,,,
02/06/2011,10,35,39,40,-99,-99,22,15,25,35,28,-99,,,,,,,,,,,,,
02/06/2011,11,40,32,21,-99,-99,22,14,9,32,19,-99,,,,,,,,,,,,,
02/06/2011,12,35,26,37,-99,-99,18,12,11,16,13,-99,,,,,,,,,,,,,
02/06/2011,13,12,34,36,-99,-99,36,28,15,16,25,-99,,,,,,,,,,,,,
02/06/2011,14,14,26,19,-99,-99,11,11,8,16,22,-99,,,,,,,,,,,,,
02/06/2011,15,11,14,18,-99,-99,23,10,4,14,16,-99,,,,,,,,,,,,,
02/06/2011,16,20,22,18,-99,-99,17,11,6,19,14,-99,,,,,,,,,,,,,
02/06/2011,17,16,15,20,-99,-99,31,3,4,12,4,-99,,,,,,,,,,,,,
02/06/2011,18,17,21,12,-99,-99,24,-99,11,8,8,-99,,,,,,,,,,,,,
02/06/2011,19,13,-99,7,-99,-99,10,16,16,10,5,-99,,,,,,,,,,,,,
02/06/2011,20,19,-99,15,-99,-99,22,8,26,18,16,-99,,,,,,,,,,,,,
02/06/2011,21,26,-99,22,-99,-99,17,11,20,27,14,-99,,,,,,,,,,,,,
02/06/2011,22,29,15,27,-99,-99,25,19,16,37,10,-99,,,,,,,,,,,,,
02/06/2011,23,33,37,24,-99,-99,29,3,23,33,8,-99,,,,,,,,,,,,,
02/06/2011,24,26,37,30,-99,-99,23,-99,18,14,11,-99,,,,,,,,,,,,,
03/06/2011,1,24,32,25,-99,-99,26,4,16,31,15,-99,,,,,,,,,,,,,
03/06/2011,2,23,30,23,-99,-99,29,14,17,23,18,-99,,,,,,,,,,,,,
03/06/2011,3,22,28,27,-99,-99,19,19,17,23,22,-99,,,,,,,,,,,,,
03/06/2011,4,26,29,30,-99,-99,13,22,24,21,16,-99,,,,,,,,,,,,,
03/06/2011,5,25,33,34,-99,-99,16,25,24,52,26,-99,,,,,,,,,,,,,
03/06/2011,6,47,32,42,-99,-99,31,34,28,76,31,-99,,,,,,,,,,,,,
03/06/2011,7,67,29,41,-99,-99,36,32,33,66,26,-99,,,,,,,,,,,,,
03/06/2011,8,62,35,38,-99,-99,25,24,-99,69,37,-99,,,,,,,,,,,,,
03/06/2011,9,65,38,54,-99,-99,49,43,25,79,50,-99,,,,,,,,,,,,,
03/06/2011,10,64,-99,-99,-99,-99,48,49,41,86,48,-99,,,,,,,,,,,,,
