FECHA,HORA,CAM,COY,MER,NEZ,PED,PER,SAG,SJA,TLA,UIZ,XAL,,,,,,,,,,,,,
13/03/2011,6,-99,34,32,-99,-99,44,25,48,-99,27,-99,,,,,,,,,,,,,
13/03/2011,7,-99,37,29,-99,-99,52,24,52,-99,33,-99,,,,,,,,,,,,,
13/03/2011,8,-99,35,36,-99,-99,56,29,55,-99,29,-99,,,,,,,,,,,,,
13/03/2011,9,-99,39,36,-99,-99,49,42,39,-99,44,-99,,,,,,,,,,,,,
13/03/2011,10,-99,40,49,-99,-99,44,37,42,-99,53,-99,,,,,,,,,,,,,
13/03/2011,11,-99,54,43,-99,-99,42,24,42,-99,34,-99,,,,,,,,,,,,,
13/03/2011,12,-99,55,26,-99,-99,32,26,27,-99,30,-99,,,,,,,,,,,,,
13/03/2011,13,-99,41,28,-99,-99,31,19,27,-99,29,-99,,,,,,,,,,,,,
13/03/2011,14,-99,38,22,-99,-99,25,14,22,-99,20,-99,,,,,,,,,,,,,
13/03/2011,15,-99,26,20,-99,-99,21,20,28,-99,18,-99,,,,,,,,,,,,,
13/03/2011,16,-99,29,20,-99,-99,23,20,17,-99,25,-99,,,,,,,,,,,,,
13/03/2011,17,-99,35,24,-99,-99,-99,19,26,-99,22,-99,,,,,,,,,,,,,
13/03/2011,18,-99,28,22,-99,-99,-99,27,30,-99,21,-99,,,,,,,,,,,,,
13/03/2011,19,-99,30,32,-99,-99,-99,32,31,-99,30,-99,,,,,,,,,,,,,
13/03/2011,20,-99,33,34,-99,-99,-99,30,36,-99,27,-99,,,,,,,,,,,,,
13/03/2011,21,-99,37,30,-99,-99,-99,19,38,-99,34,-99,,,,,,,,,,,,,
13/03/2011,22,-99,38,27,-99,-99,-99,17,31,-99,28,-99,,,,,,,,,,,,,
13/03/2011,23,-99,35,29,-99,-99,-99,16,27,-99,21,-99,,,,,,,,,,,,,
13/03/2011,24,-99,35,17,-99,-99,24,12,18,-99,24,-99,,,,,,,,,,,,,
14/03/2011,1,-99,30,25,-99,-99,33,13,21,-99,26,-99,,,,,,,,,,,,,
14/03/2011,2,-99,27,23,-99,-99,25,21,34,-99,23,-99,,,,,,,,,,,,,
14/03/2011,3,-99,32,25,-99,-99,22,27,34,-99,24,-99,,,,,,,,,,,,,
14/03/2011,4,-99,33,29,-99,-99,24,22,31,-99,25,-99,,,,,,,,,,,,,
14/03/2011,5,-99,33,28,-99,-99,-99,22,-99,-99,25,-99,,,,,,,,,,,,,
14/03/2011,6,-99,46,28,-99,-99,27,25,30,-99,31,-99,,,,,,,,,,,,,
14/03/2011,7,-99,42,39,-99,-99,29,38,45,-99,36,-99,,,,,,,,,,,,,
14/03/2011,8,-99,42,59,-99,-99,48,42,47,-99,38,-99,,,,,,,,,,,,,
14/03/2011,9,-99,46,53,-99,-99,43,38,47,-99,42,-99,,,,,,,,,,,,,
14/03/2011,10,36,63,53,-99,-99,42,38,47,-99,39,-99,,,,,,,,,,,,,
14/03/2011,11,22,82,53,-99,-99,36,30,51,-99,40,-99,,,,,,,,,,,,,
14/03/2011,12,19,41,-99,-99,-99,-99,23,43,-99,35,-99,,,,,,,,,,,,,
14/03/2011,13,30,37,40,-99,-99,-99,24,36,-99,39,-99,,,,,,,,,,,,,
14/03/2011,14,28,36,36,-99,-99,28,34,24,-99,28,-99,,,,,,,,,,,,,
14/03/2011,15,31,32,34,-99,-99,23,27,28,-99,32,-99,,,,,,,,,,,,,
14/03/2011,16,30,36,32,-99,-99,-99,26,38,-99,32,-99,,,,,,,,,,,,,
14/03/2011,17,36,34,32,-99,-99,36,26,32,-99,35,-99,,,,,,,,,,,,,
14/03/2011,18,31,32,30,-99,-99,-99,25,44,-99,33,-99,,,,,,,,,,,,,
14/03/2011,19,28,35,29,-99,-99,44,22,44,-99,30,-99,,,,,,,,,,,,,
14/03/2011,20,26,30,22,-99,-99,41,26,49,-99,24,-99,,,,,,,,,,,,,
14/03/2011,21,18,32,25,-99,-99,28,19,36,-99,20,-99,,,,,,,,,,,,,
14/03/2011,22,22,28,18,-99,-99,25,2,26,-99,19,-99,,,,,,,,,,,,,
14/03/2011,23,16,23,13,-99,-99,16,8,22,-99,16,-99,,,,,,,,,,,,,
14/03/2011,24,17,19,16,-99,-99,16,13,17,-99,17,-99,,,,,,,,,,,,,
15/03/2011,1,14,18,14,-99,-99,20,15,18,-99,13,-99,,,,,,,,,,,,,
15/03/2011,2,11,37,14,-99,-99,20,17,19,-99,13,-99,,,,,,,,,,,,,
15/03/2011,3,16,29,16,-99,-99,20,14,16,-99,20,-99,,,,,,,,,,,,,
15/03/2011,4,19,21,13,-99,-99,14,15,16,-99,20,-99,,,,,,,,,,,,,
15/03/2011,5,23,17,19,-99,-99,18,23,15,-99,-99,-99,,,,,,,,,,,,,
15/03/2011,6,26,18,26,-99,-99,33,19,24,-99,-99,-99,,,,,,,,,,,,,
15/03/2011,7,29,29,26,-99,-99,45,22,28,-99,-99,-99,,,,,,,,,,,,,
15/03/2011,8,26,31,29,-99,-99,26,19,25,-99,-99,-99,,,,,,,,,,,,,
15/03/2011,9,32,31,30,-99,-99,29,17,28,-99,-99,-99,,,,,,,,,,,,,
15/03/2011,10,35,32,33,-99,-99,28,26,40,-99,-99,-99,,,,,,,,,,,,,
15/03/2011,11,31,33,-99,-99,-99,29,32,32,-99,-99,-99,,,,,,,,,,,,,
15/03/2011,12,31,34,-99,-99,-99,41,32,26,-99,-99,-99,,,,,,,,,,,,,
15/03/2011,13,33,44,-99,-99,-99,45,34,35,-99,-99,-99,,,,,,,,,,,,,
15/03/2011,14,26,47,42,-99,-99,30,22,32,-99,-99,-99,,,,,,,,,,,,,
15/03/2011,15,21,42,24,-99,-99,37,17,43,-99,-99,-99,,,,,,,,,,,,,
15/03/2011,16,21,25,16,-99,-99,53,24,16,-99,-99,-99,,,,,,,,,,,,,
15/03/2011,17,20,20,16,-99,-99,44,21,12,21,-99,-99,,,,,,,,,,,,,
15/03/2011,18,17,18,14,-99,-99,31,24,21,20,-99,-99,,,,,,,,,,,,,
15/03/2011,19,24,21,21,-99,-99,7,31,22,23,-99,-99,,,,,,,,,,,,,
15/03/2011,20,24,24,23,-99,-99,8,35,21,33,-99,-99,,,,,,,,,,,,,
15/03/2011,21,18,33,17,-99,-99,31,20,28,23,-99,-99,,,,,,,,,,,,,
15/03/2011,22,17,25,15,-99,-99,32,18,15,22,-99,-99,,,,,,,,,,,,,
15/03/2011,23,23,18,15,-99,-99,75,14,15,21,-99,-99,,,,,,,,,,,,,
15/03/2011,24,23,23,22,-99,-99,22,22,21,28,-99,-99,,,,,,,,,,,,,
16/03/2011,1,25,24,26,-99,-99,12,30,15,33,-99,-99,,,,,,,,,,,,,
16/03/2011,2,25,27,27,-99,-99,23,23,30,31,-99,-99,,,,,,,,,,,,,
16/03/2011,3,29,29,27,-99,-99,27,15,28,33,-99,-99,,,,,,,,,,,,,
16/03/2011,4,35,28,30,-99,-99,26,27,25,38,-99,-99,,,,,,,,,,,,,
16/03/2011,5,45,33,38,-99,-99,29,32,29,43,-99,-99,,,,,,,,,,,,,
16/03/2011,6,44,40,47,-99,-99,27,29,43,38,-99,-99,,,,,,,,,,,,,
16/03/2011,7,38,30,47,-99,-99,37,33,46,43,-99,-99,,,,,,,,,,,,,
16/03/2011,8,47,26,41,-99,-99,49,29,49,45,-99,-99,,,,,,,,,,,,,
16/03/2011,9,63,35,42,-99,-99,58,34,37,62,-99,-99,,,,,,,,,,,,,
16/03/2011,10,66,59,44,-99,-99,57,44,33,58,-99,-99,,,,,,,,,,,,,
16/03/2011,11,58,69,39,-99,-99,50,25,28,41,-99,-99,,,,,,,,,,,,,
16/03/2011,12,69,63,41,-99,-99,37,19,22,41,-99,-99,,,,,,,,,,,,,
16/03/2011,13,41,57,35,-99,-99,36,12,21,26,-99,-99,,,,,,,,,,,,,
16/03/2011,14,30,34,31,-99,-99,35,13,11,17,-99,-99,,,,,,,,,,,,,
16/03/2011,15,17,44,15,-99,-99,26,14,13,14,-99,-99,,,,,,,,,,,,,
16/03/2011,16,18,34,17,-99,-99,-99,12,8,12,-99,-99,,,,,,,,,,,,,
16/03/2011,17,15,25,18,-99,-99,34,11,7,9,-99,-99,,,,,,,,,,,,,
16/03/2011,18,14,21,13,-99,-99,29,14,15,11,-99,-99,,,,,,,,,,,,,
16/03/2011,19,17,21,25,-99,-99,42,20,30,16,-99,-99,,,,,,,,,,,,,
16/03/2011,20,16,20,19,-99,-99,40,12,21,21,12,-99,,,,,,,,,,,,,
16/03/2011,21,24,19,17,-99,-99,31,26,19,25,11,-99,,,,,,,,,,,,,
16/03/2011,22,16,19,18,-99,-99,26,28,20,29,10,-99,,,,,,,,,,,,,
16/03/2011,23,18,21,13,-99,-99,25,-99,13,17,7,-99,,,,,,,,,,,,,
16/03/2011,24,20,18,20,-99,-99,17,24,17,19,13,-99,,,,,,,,,,,,,
17/03/2011,1,23,20,17,-99,-99,22,17,14,19,14,-99,,,,,,,,,,,,,
17/03/2011,2,20,20,16,-99,-99,28,18,22,18,13,-99,,,,,,,,,,,,,
17/03/2011,3,29,17,22,-99,-99,21,30,23,29,17,-99,,,,,,,,,,,,,
17/03/2011,4,27,16,26,-99,-99,22,32,49,21,15,-99,,,,,,,,,,,,,
17/03/2011,5,18,24,30,-99,-99,27,28,46,17,23,-99,,,,,,,,,,,,,
17/03/2011,6,22,29,36,-99,-99,34,28,35,17,31,-99,,,,,,,,,,,,,
17/03/2011,7,30,36,34,-99,-99,52,35,34,22,30,-99,,,,,,,,,,,,,
17/03/2011,8,28,42,37,-99,-99,35,33,28,29,29,-99,,,,,,,,,,,,,
17/03/2011,9,36,53,44,-99,-99,33,32,34,32,33,-99,,,,,,,,,,,,,
17/03/2011,10,51,46,52,-99,-99,48,42,34,39,39,-99,,,,,,,,,,,,,
17/03/2011,11,58,47,51,-99,-99,54,46,35,42,42,-99,,,,,,,,,,,,,
17/03/2011,12,51,47,47,-99,-99,47,56,25,47,39,-99,,,,,,,,,,,,,
17/03/2011,13,30,38,34,-99,-99,35,19,31,32,24,-99,,,,,,,,,,,,,
17/03/2011,14,24,37,33,-99,-99,-99,12,40,20,39,-99,,,,,,,,,,,,,
17/03/2011,15,26,33,16,-99,-99,14,20,15,27,28,-99,,,,,,,,,,,,,
17/03/2011,16,30,25,20,-99,-99,14,-99,12,25,18,-99,,,,,,,,,,,,,
17/03/2011,17,24,-99,21,-99,-99,18,-99,11,19,21,-99,,,,,,,,,,,,,
17/03/2011,18,21,25,24,-99,-99,25,-99,21,18,19,-99,,,,,,,,,,,,,
17/03/2011,19,20,26,18,-99,-99,21,-99,-99,15,16,-99,,,,,,,,,,,,,
17/03/2011,20,15,20,16,-99,-99,31,-99,-99,19,17,-99,,,,,,,,,,,,,
17/03/2011,21,19,19,17,-99,-99,-99,-99,22,16,16,-99,,,,,,,,,,,,,
17/03/2011,22,18,16,13,-99,-99,-99,-99,20,20,13,-99,,,,,,,,,,,,,
17/03/2011,23,17,16,19,-99,-99,21,-99,20,23,10,-99,,,,,,,,,,,,,
17/03/2011,24,18,19,14,-99,-99,16,-99,16,26,10,-99,,,,,,,,,,,,,
18/03/2011,1,17,21,20,-99,-99,17,-99,16,18,13,-99,,,,,,,,,,,,,
18/03/2011,2,15,21,17,-99,-99,24,-99,19,17,15,-99,,,,,,,,,,,,,
18/03/2011,3,20,18,18,-99,-99,19,-99,27,16,18,-99,,,,,,,,,,,,,
18/03/2011,4,33,14,25,-99,-99,15,-99,34,20,18,-99,,,,,,,,,,,,,
18/03/2011,5,33,10,28,-99,-99,18,-99,27,15,30,-99,,,,,,,,,,,,,
18/03/2011,6,20,8,26,-99,-99,20,-99,30,16,23,-99,,,,,,,,,,,,,
18/03/2011,7,27,6,32,-99,-99,45,-99,41,16,26,-99,,,,,,,,,,,,,
18/03/2011,8,36,15,44,-99,-99,56,-99,43,27,36,-99,,,,,,,,,,,,,
18/03/2011,9,45,29,41,-99,-99,54,-99,26,37,40,-99,,,,,,,,,,,,,
18/03/2011,10,44,46,46,-99,-99,59,-99,37,46,33,-99,,,,,,,,,,,,,
18/03/2011,11,35,50,50,-99,-99,50,-99,45,59,43,-99,,,,,,,,,,,,,
18/03/2011,12,30,51,41,-99,-99,28,-99,40,27,38,-99,,,,,,,,,,,,,
18/03/2011,13,38,33,32,-99,-99,19,-99,31,7,23,-99,,,,,,,,,,,,,
18/03/2011,14,13,33,15,-99,-99,21,-99,3,9,9,-99,,,,,,,,,,,,,
18/03/2011,15,14,25,16,-99,-99,18,-99,2,10,15,-99,,,,,,,,,,,,,
18/03/2011,16,17,16,18,-99,-99,-99,9,3,12,13,-99,,,,,,,,,,,,,
18/03/2011,17,14,33,15,-99,-99,-99,8,3,9,12,-99,,,,,,,,,,,,,
18/03/2011,18,17,21,11,-99,-99,-99,14,11,14,11,-99,,,,,,,,,,,,,
18/03/2011,19,17,15,15,-99,-99,-99,15,23,16,8,-99,,,,,,,,,,,,,
18/03/2011,20,18,15,15,-99,-99,-99,13,12,19,10,-99,,,,,,,,,,,,,
18/03/2011,21,13,12,14,-99,-99,-99,14,13,17,12,-99,,,,,,,,,,,,,
18/03/2011,22,16,16,13,-99,-99,21,14,14,22,12,-99,,,,,,,,,,,,,
18/03/2011,23,14,37,20,-99,-99,31,20,11,15,14,-99,,,,,,,,,,,,,
18/03/2011,24,16,25,17,-99,-99,43,18,14,23,16,-99,,,,,,,,,,,,,
19/03/2011,1,21,26,23,-99,-99,26,23,14,22,21,-99,,,,,,,,,,,,,
19/03/2011,2,22,25,23,-99,-99,20,25,32,23,28,-99,,,,,,,,,,,,,
19/03/2011,3,27,17,29,-99,-99,20,31,45,23,18,-99,,,,,,,,,,,,,
19/03/2011,4,43,13,32,-99,-99,23,26,24,25,18,-99,,,,,,,,,,,,,
19/03/2011,5,40,15,31,-99,-99,20,25,28,12,16,-99,,,,,,,,,,,,,
19/03/2011,6,39,20,29,-99,-99,29,30,34,17,21,-99,,,,,,,,,,,,,
19/03/2011,7,46,37,33,-99,-99,38,35,47,17,20,-99,,,,,,,,,,,,,
19/03/2011,8,44,18,38,-99,-99,52,43,47,28,34,-99,,,,,,,,,,,,,
19/03/2011,9,41,35,44,-99,-99,35,38,47,59,43,-99,,,,,,,,,,,,,
19/03/2011,10,44,44,58,-99,-99,40,46,56,53,47,-99,,,,,,,,,,,,,
19/03/2011,11,41,51,48,-99,-99,42,41,87,41,54,-99,,,,,,,,,,,,,
19/03/2011,12,48,50,51,-99,-99,41,38,80,40,54,-99,,,,,,,,,,,,,
19/03/2011,13,55,40,40,-99,-99,40,17,52,22,30,-99,,,,,,,,,,,,,
19/03/2011,14,27,32,16,-99,-99,20,15,15,13,9,-99,,,,,,,,,,,,,
19/03/2011,15,16,27,16,-99,-99,23,10,18,13,10,-99,,,,,,,,,,,,,
19/03/2011,16,17,18,15,-99,-99,4,10,18,17,9,-99,,,,,,,,,,,,,
19/03/2011,17,18,16,13,-99,-99,4,10,17,15,8,-99,,,,,,,,,,,,,
19/03/2011,18,17,27,12,-99,-99,-99,13,19,12,13,-99,,,,,,,,,,,,,
19/03/2011,19,16,19,15,-99,-99,16,17,26,11,15,-99,,,,,,,,,,,,,
19/03/2011,20,13,17,13,-99,-99,37,11,-99,14,13,-99,,,,,,,,,,,,,
19/03/2011,21,10,15,15,-99,-99,34,15,25,15,20,-99,,,,,,,,,,,,,
19/03/2011,22,27,15,11,-99,-99,29,17,24,19,18,-99,,,,,,,,,,,,,
19/03/2011,23,25,20,17,-99,-99,28,18,22,22,19,-99,,,,,,,,,,,,,
19/03/2011,24,20,22,17,-99,-99,27,18,28,21,19,-99,,,,,,,,,,,,,
20/03/2011,1,15,20,20,-99,-99,21,23,33,22,18,-99,,,,,,,,,,,,,
20/03/2011,2,22,18,21,-99,-99,15,20,45,24,33,-99,,,,,,,,,,,,,
20/03/2011,3,20,24,23,-99,-99,23,21,34,22,18,-99,,,,,,,,,,,,,
20/03/2011,4,31,27,22,-99,-99,21,22,23,18,18,-99,,,,,,,,,,,,,
20/03/2011,5,26,29,20,-99,-99,25,34,30,17,17,-99,,,,,,,,,,,,,
20/03/2011,6,35,29,21,-99,-99,19,27,32,17,22,-99,,,,,,,,,,,,,
20/03/2011,7,30,29,32,-99,-99,35,35,36,15,20,-99,,,,,,,,,,,,,
20/03/2011,8,30,37,37,-99,-99,55,36,41,19,31,-99,,,,,,,,,,,,,
20/03/2011,9,43,53,35,-99,-99,74,47,33,32,36,-99,,,,,,,,,,,,,
20/03/2011,10,52,55,48,-99,-99,64,45,44,44,46,-99,,,,,,,,,,,,,
20/03/2011,11,41,58,48,-99,-99,58,43,52,45,49,-99,,,,,,,,,,,,,
20/03/2011,12,21,45,34,-99,-99,50,27,37,41,38,-99,,,,,,,,,,,,,
20/03/2011,13,20,33,17,-99,-99,21,22,26,17,20,-99,,,,,,,,,,,,,
20/03/2011,14,13,20,13,-99,-99,15,7,19,14,14,-99,,,,,,,,,,,,,
20/03/2011,15,14,17,17,-99,-99,16,11,15,9,13,-99,,,,,,,,,,,,,
20/03/2011,16,17,-99,14,-99,-99,9,16,20,13,13,-99,,,,,,,,,,,,,
20/03/2011,17,16,15,13,-99,-99,-99,11,24,21,14,-99,,,,,,,,,,,,,
20/03/2011,18,21,12,18,-99,-99,22,18,22,23,14,-99,,,,,,,,,,,,,
20/03/2011,19,21,16,20,-99,-99,18,8,-99,27,11,-99,,,,,,,,,,,,,
20/03/2011,20,12,15,9,-99,-99,18,16,21,35,8,-99,,,,,,,,,,,,,
20/03/2011,21,13,12,9,-99,-99,23,8,19,15,9,-99,,,,,,,,,,,,,
20/03/2011,22,6,11,14,-99,-99,19,10,23,15,10,-99,,,,,,,,,,,,,
20/03/2011,23,12,7,17,-99,-99,22,17,18,25,10,-99,,,,,,,,,,,,,
20/03/2011,24,21,11,21,-99,-99,33,22,17,22,13,-99,,,,,,,,,,,,,
21/03/2011,1,26,17,21,-99,-99,53,31,22,23,15,-99,,,,,,,,,,,,,
21/03/2011,2,13,17,23,-99,-99,24,31,31,25,21,-99,,,,,,,,,,,,,
21/03/2011,3,18,14,17,-99,-99,22,30,24,19,30,-99,,,,,,,,,,,,,
21/03/2011,4,14,16,21,-99,-99,24,22,35,13,33,-99,,,,,,,,,,,,,
21/03/2011,5,13,18,29,-99,-99,23,23,36,10,26,-99,,,,,,,,,,,,,
21/03/2011,6,9,20,26,-99,-99,51,28,34,21,27,-99,,,,,,,,,,,,,
21/03/2011,7,16,25,30,-99,-99,83,41,32,11,21,-99,,,,,,,,,,,,,
21/03/2011,8,16,31,32,-99,-99,53,36,52,20,29,-99,,,,,,,,,,,,,
21/03/2011,9,30,31,43,-99,-99,40,31,51,37,30,-99,,,,,,,,,,,,,
21/03/2011,10,48,38,41,-99,-99,51,36,31,48,35,-99,,,,,,,,,,,,,
21/03/2011,11,34,92,42,-99,-99,50,33,33,33,33,-99,,,,,,,,,,,,,
21/03/2011,12,33,38,12,-99,-99,32,18,17,23,11,-99,,,,,,,,,,,,,
21/03/2011,13,24,19,14,-99,-99,22,25,7,12,14,-99,,,,,,,,,,,,,
21/03/2011,14,21,21,29,-99,-99,33,9,30,9,31,-99,,,,,,,,,,,,,
21/03/2011,15,18,28,22,-99,-99,41,15,5,9,17,-99,,,,,,,,,,,,,
21/03/2011,16,20,29,33,-99,-99,39,24,17,12,13,-99,,,,,,,,,,,,,
21/03/2011,17,12,32,24,-99,-99,28,16,19,11,15,-99,,,,,,,,,,,,,
21/03/2011,18,16,29,18,-99,-99,36,15,23,17,16,-99,,,,,,,,,,,,,
21/03/2011,19,17,19,14,-99,-99,-99,11,37,11,27,-99,,,,,,,,,,,,,
21/03/2011,20,17,18,18,-99,-99,70,21,36,19,32,-99,,,,,,,,,,,,,
21/03/2011,21,19,28,24,-99,-99,-99,23,36,21,29,-99,,,,,,,,,,,,,
21/03/2011,22,25,25,23,-99,-99,58,-99,24,19,25,-99,,,,,,,,,,,,,
21/03/2011,23,22,24,22,-99,-99,-99,-99,23,23,29,-99,,,,,,,,,,,,,
21/03/2011,24,20,23,20,-99,-99,-99,22,24,22,20,-99,,,,,,,,,,,,,
22/03/2011,1,20,27,21,-99,-99,23,19,26,20,18,-99,,,,,,,,,,,,,
22/03/2011,2,28,27,24,-99,-99,20,23,29,38,24,-99,,,,,,,,,,,,,
22/03/2011,3,37,42,29,-99,-99,22,25,33,41,20,-99,,,,,,,,,,,,,
22/03/2011,4,36,38,22,-99,-99,22,30,33,40,21,-99,,,,,,,,,,,,,
22/03/2011,5,36,33,26,-99,-99,25,37,27,34,26,-99,,,,,,,,,,,,,
22/03/2011,6,27,35,31,-99,-99,40,33,30,33,24,-99,,,,,,,,,,,,,
22/03/2011,7,38,52,30,-99,-99,79,34,36,39,52,-99,,,,,,,,,,,,,
22/03/2011,8,41,61,33,-99,-99,85,50,40,55,56,-99,,,,,,,,,,,,,
22/03/2011,9,47,59,53,-99,-99,82,49,72,55,57,-99,,,,,,,,,,,,,
22/03/2011,10,63,60,71,-99,-99,68,48,97,67,82,-99,,,,,,,,,,,,,
22/03/2011,11,83,71,72,-99,-99,62,61,107,73,67,-99,,,,,,,,,,,,,
22/03/2011,12,44,77,43,-99,-99,42,41,46,47,42,-99,,,,,,,,,,,,,
22/03/2011,13,45,55,42,-99,-99,56,37,37,50,36,-99,,,,,,,,,,,,,
22/03/2011,14,52,53,52,-99,-99,-99,25,75,46,45,-99,,,,,,,,,,,,,
22/03/2011,15,50,62,44,-99,-99,-99,26,67,42,41,-99,,,,,,,,,,,,,
22/03/2011,16,36,56,34,-99,-99,-99,31,51,27,30,-99,,,,,,,,,,,,,
22/03/2011,17,29,44,28,-99,-99,-99,31,54,29,32,-99,,,,,,,,,,,,,
22/03/2011,18,31,39,30,-99,-99,-99,25,64,25,41,-99,,,,,,,,,,,,,
22/03/2011,19,30,48,51,-99,-99,-99,31,85,15,61,-99,,,,,,,,,,,,,
22/03/2011,20,51,52,43,-99,-99,-99,45,90,37,31,-99,,,,,,,,,,,,,
22/03/2011,21,29,33,28,-99,-99,-99,52,84,64,29,-99,,,,,,,,,,,,,
22/03/2011,22,48,44,44,-99,-99,-99,44,73,77,53,-99,,,,,,,,,,,,,
22/03/2011,23,55,60,49,-99,-99,-99,48,73,79,49,-99,,,,,,,,,,,,,
22/03/2011,24,61,62,44,-99,-99,57,42,63,38,43,-99,,,,,,,,,,,,,
23/03/2011,1,71,38,39,-99,-99,52,65,64,40,53,-99,,,,,,,,,,,,,
23/03/2011,2,45,41,37,-99,-99,53,69,60,37,51,-99,,,,,,,,,,,,,
23/03/2011,3,38,50,46,-99,-99,64,53,58,34,45,-99,,,,,,,,,,,,,
23/03/2011,4,42,52,41,-99,-99,52,62,54,25,61,-99,,,,,,,,,,,,,
23/03/2011,5,35,58,52,-99,-99,40,48,80,22,65,-99,,,,,,,,,,,,,
23/03/2011,6,34,65,49,-99,-99,43,44,71,30,58,-99,,,,,,,,,,,,,
23/03/2011,7,56,60,54,-99,-99,74,47,81,33,69,-99,,,,,,,,,,,,,
23/03/2011,8,67,69,62,-99,-99,72,59,56,43,72,-99,,,,,,,,,,,,,
23/03/2011,9,71,82,71,-99,-99,65,60,48,64,74,-99,,,,,,,,,,,,,
23/03/2011,10,64,70,72,-99,-99,69,-99,70,70,64,-99,,,,,,,,,,,,,
23/03/2011,11,52,59,63,-99,-99,68,-99,61,29,50,-99,,,,,,,,,,,,,
23/03/2011,12,27,52,50,-99,-99,59,-99,57,26,46,-99,,,,,,,,,,,,,
23/03/2011,13,28,46,36,-99,-99,41,-99,41,24,45,-99,,,,,,,,,,,,,
23/03/2011,14,20,21,20,-99,-99,27,-99,24,18,20,-99,,,,,,,,,,,,,
23/03/2011,15,18,20,20,-99,-99,28,-99,27,12,26,-99,,,,,,,,,,,,,
23/03/2011,16,20,20,14,-99,-99,-99,-99,24,14,20,-99,,,,,,,,,,,,,
23/03/2011,17,21,19,20,-99,-99,19,-99,15,16,10,-99,,,,,,,,,,,,,
23/03/2011,18,12,23,15,-99,-99,20,-99,25,12,11,-99,,,,,,,,,,,,,
23/03/2011,19,17,23,13,-99,-99,25,-99,-99,14,8,-99,,,,,,,,,,,,,
23/03/2011,20,15,16,16,-99,-99,31,-99,38,15,14,-99,,,,,,,,,,,,,
23/03/2011,21,15,27,17,-99,-99,31,-99,50,20,13,-99,,,,,,,,,,,,,
23/03/2011,22,18,23,14,-99,-99,23,-99,31,21,9,-99,,,,,,,,,,,,,
23/03/2011,23,-99,61,19,-99,-99,-99,-99,28,16,14,-99,,,,,,,,,,,,,
23/03/2011,24,-99,18,16,-99,-99,46,-99,18,16,13,-99,,,,,,,,,,,,,
24/03/2011,1,29,19,22,-99,-99,22,14,23,20,13,-99,,,,,,,,,,,,,
24/03/2011,2,44,20,22,-99,-99,55,28,22,26,13,-99,,,,,,,,,,,,,
24/03/2011,3,39,19,30,-99,-99,51,18,48,28,17,-99,,,,,,,,,,,,,
24/03/2011,4,31,19,31,-99,-99,39,26,69,21,16,-99,,,,,,,,,,,,,
24/03/2011,5,21,35,29,-99,-99,59,29,35,19,20,-99,,,,,,,,,,,,,
24/03/2011,6,16,23,57,-99,-99,80,29,52,20,29,-99,,,,,,,,,,,,,
24/03/2011,7,34,21,69,-99,-99,111,28,69,25,51,-99,,,,,,,,,,,,,
24/03/2011,8,42,28,77,-99,-99,130,38,56,36,110,-99,,,,,,,,,,,,,
24/03/2011,9,53,35,83,-99,-99,116,44,47,40,96,-99,,,,,,,,,,,,,
24/03/2011,10,59,41,72,-99,-99,123,58,55,44,82,-99,,,,,,,,,,,,,
24/03/2011,11,-99,41,53,-99,-99,96,47,54,53,76,-99,,,,,,,,,,,,,
24/03/2011,12,-99,60,56,-99,-99,55,31,50,36,48,-99,,,,,,,,,,,,,
24/03/2011,13,23,68,60,-99,-99,43,24,44,12,33,-99,,,,,,,,,,,,,
24/03/2011,14,13,84,36,-99,-99,19,18,29,10,39,-99,,,,,,,,,,,,,
24/03/2011,15,8,41,26,-99,-99,-99,6,11,13,32,-99,,,,,,,,,,,,,
24/03/2011,16,10,20,15,-99,-99,7,10,1,15,18,-99,,,,,,,,,,,,,
24/03/2011,17,14,75,23,-99,-99,13,16,-99,12,16,-99,,,,,,,,,,,,,
24/03/2011,18,14,40,25,-99,-99,19,17,15,12,17,-99,,,,,,,,,,,,,
24/03/2011,19,23,15,18,-99,-99,63,17,20,22,25,-99,,,,,,,,,,,,,
24/03/2011,20,14,22,18,-99,-99,90,13,25,17,36,-99,,,,,,,,,,,,,
24/03/2011,21,18,24,17,-99,-99,81,19,20,16,33,-99,,,,,,,,,,,,,
24/03/2011,22,28,20,21,-99,-99,56,19,18,23,20,-99,,,,,,,,,,,,,
24/03/2011,23,27,21,23,-99,-99,44,22,14,27,19,-99,,,,,,,,,,,,,
24/03/2011,24,39,27,24,-99,-99,29,24,18,31,17,-99,,,,,,,,,,,,,
25/03/2011,1,56,29,35,-99,-99,39,26,24,32,18,-99,,,,,,,,,,,,,
25/03/2011,2,47,20,41,-99,-99,35,23,51,29,25,-99,,,,,,,,,,,,,
25/03/2011,3,36,15,38,-99,-99,31,23,52,27,31,-99,,,,,,,,,,,,,
25/03/2011,4,31,45,30,-99,-99,51,53,35,25,15,-99,,,,,,,,,,,,,
25/03/2011,5,23,73,33,-99,-99,68,27,44,17,45,-99,,,,,,,,,,,,,
25/03/2011,6,16,47,35,-99,-99,63,31,48,16,48,-99,,,,,,,,,,,,,
25/03/2011,7,29,52,55,-99,-99,82,35,84,28,48,-99,,,,,,,,,,,,,
25/03/2011,8,39,50,65,-99,-99,90,42,63,43,71,-99,,,,,,,,,,,,,
