FECHA,HORA,CAM,COY,HGM,MER,NEZ,PED,SAG,SFE,SJA,TLA,UAX,UIZ,XAL,,,,,,,,,,,,,,
13/03/2013,21,20,-99,16,18,28,16,11,23,28,15,26,14,11,,,,,,,,,,,,,,
13/03/2013,22,21,-99,22,18,17,12,-99,8,20,24,24,11,19,,,,,,,,,,,,,,
13/03/2013,23,13,-99,22,21,19,28,-99,22,12,23,23,14,11,,,,,,,,,,,,,,
13/03/2013,24,21,-99,24,14,11,19,5,31,13,16,20,18,12,,,,,,,,,,,,,,
14/03/2013,1,15,-99,17,14,10,18,10,35,10,18,15,15,8,,,,,,,,,,,,,,
14/03/2013,2,25,-99,25,20,13,22,16,27,11,30,17,15,6,,,,,,,,,,,,,,
14/03/2013,3,29,-99,30,29,8,30,17,25,9,22,13,26,11,,,,,,,,,,,,,,
14/03/2013,4,31,-99,38,34,12,28,20,33,11,25,14,19,18,,,,,,,,,,,,,,
14/03/2013,5,26,-99,35,19,12,26,34,54,13,38,12,15,29,,,,,,,,,,,,,,
14/03/2013,6,41,-99,39,32,25,23,33,49,27,42,17,23,38,,,,,,,,,,,,,,
14/03/2013,7,46,-99,42,39,29,36,26,41,31,46,35,30,39,,,,,,,,,,,,,,
14/03/2013,8,42,-99,45,40,25,46,22,49,30,37,31,30,36,,,,,,,,,,,,,,
14/03/2013,9,41,-99,45,35,20,39,23,52,29,38,34,23,25,,,,,,,,,,,,,,
14/03/2013,10,40,-99,46,-99,21,44,18,44,19,36,25,25,21,,,,,,,,,,,,,,
14/03/2013,11,38,-99,45,-99,24,51,27,49,34,33,33,49,34,,,,,,,,,,,,,,
14/03/2013,12,48,-99,48,-99,38,68,35,77,31,39,47,62,41,,,,,,,,,,,,,,
14/03/2013,13,52,-99,51,-99,41,74,31,44,33,45,55,63,48,,,,,,,,,,,,,,
14/03/2013,14,44,-99,51,49,35,62,28,52,32,35,52,50,28,,,,,,,,,,,,,,
14/03/2013,15,38,-99,50,48,21,69,19,32,12,31,45,35,20,,,,,,,,,,,,,,
14/03/2013,16,36,-99,21,34,23,44,24,43,20,32,30,43,30,,,,,,,,,,,,,,
14/03/2013,17,32,-99,30,31,24,37,28,36,26,32,32,31,27,,,,,,,,,,,,,,
14/03/2013,18,26,-99,31,28,26,28,16,28,25,33,25,30,22,,,,,,,,,,,,,,
14/03/2013,19,36,-99,25,27,18,23,25,34,24,31,22,23,21,,,,,,,,,,,,,,
14/03/2013,20,26,-99,17,33,20,26,16,19,25,29,23,23,21,,,,,,,,,,,,,,
14/03/2013,21,19,-99,21,3,21,25,11,45,21,25,25,28,16,,,,,,,,,,,,,,
14/03/2013,22,26,-99,17,17,19,32,18,33,21,16,26,19,14,,,,,,,,,,,,,,
14/03/2013,23,24,-99,18,19,18,23,19,34,15,22,22,3,17,,,,,,,,,,,,,,
14/03/2013,24,21,20,25,23,17,23,14,34,16,26,23,-99,21,,,,,,,,,,,,,,
15/03/2013,1,23,24,26,25,15,22,21,21,17,28,19,-99,14,,,,,,,,,,,,,,
15/03/2013,2,34,30,34,29,14,29,13,33,13,25,16,13,20,,,,,,,,,,,,,,
15/03/2013,3,34,36,29,38,12,32,24,40,14,40,20,17,23,,,,,,,,,,,,,,
15/03/2013,4,35,32,34,29,15,37,25,37,19,39,13,14,35,,,,,,,,,,,,,,
15/03/2013,5,30,27,51,31,15,34,22,36,24,24,18,19,34,,,,,,,,,,,,,,
15/03/2013,6,28,27,50,30,16,28,19,38,28,28,20,15,35,,,,,,,,,,,,,,
15/03/2013,7,30,29,89,28,21,25,16,29,23,35,18,21,36,,,,,,,,,,,,,,
15/03/2013,8,38,40,33,39,17,28,17,-99,18,31,18,18,41,,,,,,,,,,,,,,
15/03/2013,9,48,47,40,42,19,32,25,-99,21,41,20,27,37,,,,,,,,,,,,,,
15/03/2013,10,56,44,51,48,-99,29,26,52,26,52,25,31,40,,,,,,,,,,,,,,
15/03/2013,11,52,52,50,49,44,47,36,68,35,52,31,49,48,,,,,,,,,,,,,,
15/03/2013,12,55,55,43,45,43,62,50,15,-99,58,33,56,64,,,,,,,,,,,,,,
15/03/2013,13,64,54,50,50,51,36,53,33,41,53,30,58,60,,,,,,,,,,,,,,
15/03/2013,14,57,62,55,57,54,45,50,41,47,58,44,67,71,,,,,,,,,,,,,,
15/03/2013,15,70,74,59,57,58,46,40,59,39,59,45,76,67,,,,,,,,,,,,,,
15/03/2013,16,72,76,65,69,56,50,56,41,52,67,45,75,46,,,,,,,,,,,,,,
15/03/2013,17,75,70,51,61,46,43,66,40,50,63,43,52,66,,,,,,,,,,,,,,
15/03/2013,18,71,61,55,53,28,15,65,19,43,56,30,52,59,,,,,,,,,,,,,,
15/03/2013,19,67,25,43,51,35,16,70,8,41,57,39,47,78,,,,,,,,,,,,,,
15/03/2013,20,44,19,35,44,33,19,70,15,30,56,36,29,74,,,,,,,,,,,,,,
15/03/2013,21,26,4,14,21,24,-99,30,12,11,62,17,11,45,,,,,,,,,,,,,,
15/03/2013,22,17,7,12,19,9,20,14,19,3,47,13,17,31,,,,,,,,,,,,,,
15/03/2013,23,7,6,9,10,8,4,11,20,6,20,6,7,23,,,,,,,,,,,,,,
15/03/2013,24,5,6,10,7,10,1,10,29,-99,17,6,10,9,,,,,,,,,,,,,,
16/03/2013,1,11,12,6,11,9,10,8,11,4,36,5,8,7,,,,,,,,,,,,,,
16/03/2013,2,12,11,7,13,3,6,12,24,12,51,4,10,1,,,,,,,,,,,,,,
16/03/2013,3,34,13,11,16,8,21,11,19,9,46,8,8,13,,,,,,,,,,,,,,
16/03/2013,4,44,12,4,14,7,23,18,21,7,45,-99,7,27,,,,,,,,,,,,,,
16/03/2013,5,19,26,-99,11,10,29,13,9,6,46,6,7,22,,,,,,,,,,,,,,
16/03/2013,6,20,28,15,14,8,19,16,10,10,62,13,9,19,,,,,,,,,,,,,,
16/03/2013,7,70,31,15,11,7,22,29,20,8,72,8,9,24,,,,,,,,,,,,,,
16/03/2013,8,74,18,7,4,11,27,22,19,7,70,10,10,14,,,,,,,,,,,,,,
16/03/2013,9,35,33,12,5,8,33,11,19,11,52,5,6,14,,,,,,,,,,,,,,
16/03/2013,10,19,41,12,11,9,29,13,26,7,21,17,13,11,,,,,,,,,,,,,,
16/03/2013,11,19,26,20,8,9,42,16,25,8,20,9,7,11,,,,,,,,,,,,,,
16/03/2013,12,11,7,9,14,10,20,18,21,3,7,-99,9,13,,,,,,,,,,,,,,
16/03/2013,13,9,-99,14,6,9,8,5,-99,6,16,3,4,12,,,,,,,,,,,,,,
16/03/2013,14,5,-99,6,8,5,1,6,13,5,8,1,-99,-99,,,,,,,,,,,,,,
16/03/2013,15,18,-99,6,7,13,-99,11,1,7,8,2,-99,-99,,,,,,,,,,,,,,
16/03/2013,16,7,-99,4,4,7,9,10,17,7,10,1,12,8,,,,,,,,,,,,,,
16/03/2013,17,14,4,5,5,5,7,7,-99,-99,12,2,14,12,,,,,,,,,,,,,,
16/03/2013,18,7,2,6,5,5,10,11,-99,2,5,-99,9,13,,,,,,,,,,,,,,
16/03/2013,19,9,5,5,2,6,-99,1,-99,-99,10,10,7,7,,,,,,,,,,,,,,
16/03/2013,20,1,5,5,9,9,-99,4,6,9,6,8,4,6,,,,,,,,,,,,,,
16/03/2013,21,13,3,1,13,5,-99,5,3,11,11,10,4,10,,,,,,,,,,,,,,
16/03/2013,22,18,4,5,6,9,8,9,12,13,5,7,6,14,,,,,,,,,,,,,,
16/03/2013,23,16,9,8,10,9,16,14,14,9,10,9,8,10,,,,,,,,,,,,,,
16/03/2013,24,21,11,9,16,9,13,9,6,14,6,7,9,11,,,,,,,,,,,,,,
17/03/2013,1,13,14,11,15,8,15,9,11,-99,8,10,9,5,,,,,,,,,,,,,,
17/03/2013,2,11,14,10,18,9,8,7,7,11,13,11,8,14,,,,,,,,,,,,,,
17/03/2013,3,11,12,9,17,11,10,14,6,11,15,8,13,15,,,,,,,,,,,,,,
17/03/2013,4,15,11,13,18,8,7,13,16,8,13,6,8,10,,,,,,,,,,,,,,
17/03/2013,5,21,13,12,16,10,14,7,10,15,20,10,8,11,,,,,,,,,,,,,,
17/03/2013,6,23,12,13,21,9,11,14,6,15,19,12,15,7,,,,,,,,,,,,,,
17/03/2013,7,13,13,12,15,8,11,3,6,21,13,13,14,10,,,,,,,,,,,,,,
17/03/2013,8,14,18,15,19,18,17,22,12,11,19,10,16,30,,,,,,,,,,,,,,
17/03/2013,9,21,16,13,14,15,27,23,12,6,19,2,19,14,,,,,,,,,,,,,,
17/03/2013,10,22,13,1,9,10,12,15,-99,10,17,6,8,10,,,,,,,,,,,,,,
17/03/2013,11,12,12,-99,8,5,7,9,-99,3,45,3,8,18,,,,,,,,,,,,,,
17/03/2013,12,4,7,-99,4,4,14,11,12,2,10,4,9,11,,,,,,,,,,,,,,
17/03/2013,13,2,7,-99,9,3,2,15,53,-99,13,2,9,12,,,,,,,,,,,,,,
17/03/2013,14,10,8,-99,9,74,6,11,52,-99,-99,16,21,6,,,,,,,,,,,,,,
17/03/2013,15,14,9,14,12,76,20,14,8,-99,14,2,16,-99,,,,,,,,,,,,,,
17/03/2013,16,24,18,18,14,52,22,20,32,15,16,20,13,19,,,,,,,,,,,,,,
17/03/2013,17,19,20,18,21,44,24,20,17,21,14,22,17,16,,,,,,,,,,,,,,
17/03/2013,18,19,9,21,22,40,2,21,-99,23,15,19,9,22,,,,,,,,,,,,,,
17/03/2013,19,18,8,11,15,37,12,13,16,13,21,15,15,22,,,,,,,,,,,,,,
17/03/2013,20,12,6,10,14,23,4,17,15,15,17,17,11,12,,,,,,,,,,,,,,
17/03/2013,21,14,9,8,14,16,2,18,11,13,14,11,10,14,,,,,,,,,,,,,,
17/03/2013,22,9,10,12,14,11,6,14,1,14,13,5,11,14,,,,,,,,,,,,,,
17/03/2013,23,1,12,9,12,12,2,10,18,20,-99,10,11,14,,,,,,,,,,,,,,
17/03/2013,24,11,10,10,9,12,8,9,14,13,8,6,13,13,,,,,,,,,,,,,,
18/03/2013,1,4,13,10,16,9,-99,9,4,10,6,7,5,12,,,,,,,,,,,,,,
18/03/2013,2,16,8,15,9,10,8,14,9,12,1,-99,4,11,,,,,,,,,,,,,,
18/03/2013,3,10,8,15,11,7,8,22,13,10,5,2,8,12,,,,,,,,,,,,,,
18/03/2013,4,11,11,13,13,10,7,15,8,13,7,7,9,10,,,,,,,,,,,,,,
18/03/2013,5,16,14,14,11,9,9,15,1,12,4,12,9,18,,,,,,,,,,,,,,
18/03/2013,6,6,16,17,16,11,6,14,2,14,6,9,8,17,,,,,,,,,,,,,,
18/03/2013,7,8,12,14,17,29,-99,13,7,19,13,7,12,21,,,,,,,,,,,,,,
18/03/2013,8,20,14,15,17,15,9,21,6,9,12,4,11,13,,,,,,,,,,,,,,
18/03/2013,9,34,11,12,16,17,8,13,19,4,17,7,22,14,,,,,,,,,,,,,,
18/03/2013,10,20,13,24,15,12,9,21,42,14,21,4,17,13,,,,,,,,,,,,,,
18/03/2013,11,23,14,-99,15,10,11,13,27,5,22,9,10,20,,,,,,,,,,,,,,
18/03/2013,12,25,14,13,12,27,18,11,38,9,14,4,15,15,,,,,,,,,,,,,,
18/03/2013,13,26,17,43,21,68,13,15,38,10,24,9,16,18,,,,,,,,,,,,,,
18/03/2013,14,24,20,3,21,21,19,15,-99,7,26,8,14,17,,,,,,,,,,,,,,
18/03/2013,15,29,21,29,27,18,21,22,-99,11,23,6,23,22,,,,,,,,,,,,,,
18/03/2013,16,46,22,41,27,22,21,25,38,16,28,11,24,28,,,,,,,,,,,,,,
18/03/2013,17,31,18,7,29,22,18,25,12,18,33,6,21,28,,,,,,,,,,,,,,
18/03/2013,18,40,18,18,20,16,14,28,-99,20,33,13,17,33,,,,,,,,,,,,,,
18/03/2013,19,24,15,28,12,25,12,15,-99,16,26,28,16,15,,,,,,,,,,,,,,
18/03/2013,20,19,13,18,13,61,14,16,15,13,18,19,12,18,,,,,,,,,,,,,,
18/03/2013,21,22,16,16,21,47,11,22,15,16,25,23,13,21,,,,,,,,,,,,,,
18/03/2013,22,27,18,14,21,38,14,16,11,22,26,22,18,21,,,,,,,,,,,,,,
18/03/2013,23,25,17,15,32,62,9,14,15,21,30,24,18,25,,,,,,,,,,,,,,
18/03/2013,24,35,18,16,20,50,8,17,6,19,22,21,12,27,,,,,,,,,,,,,,
19/03/2013,1,25,17,23,29,37,12,17,12,29,22,15,18,24,,,,,,,,,,,,,,
19/03/2013,2,27,17,19,27,29,21,23,9,25,24,14,17,29,,,,,,,,,,,,,,
19/03/2013,3,28,18,16,22,40,3,24,10,18,18,20,17,34,,,,,,,,,,,,,,
19/03/2013,4,23,17,18,20,52,5,25,14,24,16,15,23,39,,,,,,,,,,,,,,
19/03/2013,5,43,21,16,17,25,11,19,19,27,22,25,21,33,,,,,,,,,,,,,,
19/03/2013,6,35,25,32,22,40,17,31,18,33,20,25,23,44,,,,,,,,,,,,,,
19/03/2013,7,20,24,27,24,36,23,37,21,32,31,26,22,67,,,,,,,,,,,,,,
19/03/2013,8,42,28,30,39,32,29,33,20,44,42,18,29,68,,,,,,,,,,,,,,
19/03/2013,9,36,27,23,40,43,24,30,14,29,49,20,31,80,,,,,,,,,,,,,,
19/03/2013,10,40,25,46,44,67,28,31,45,31,49,16,42,-99,,,,,,,,,,,,,,
19/03/2013,11,33,39,57,42,61,29,28,67,28,47,21,52,-99,,,,,,,,,,,,,,
19/03/2013,12,26,42,13,32,36,43,22,70,20,39,20,39,-99,,,,,,,,,,,,,,
19/03/2013,13,43,44,50,29,33,49,25,56,16,29,24,32,-99,,,,,,,,,,,,,,
19/03/2013,14,55,39,73,33,32,36,21,4,11,29,11,26,30,,,,,,,,,,,,,,
19/03/2013,15,37,25,79,33,31,36,27,19,12,35,8,14,31,,,,,,,,,,,,,,
19/03/2013,16,53,22,20,35,28,18,29,6,21,39,-99,23,37,,,,,,,,,,,,,,
19/03/2013,17,38,27,15,37,25,24,31,38,26,39,11,23,34,,,,,,,,,,,,,,
19/03/2013,18,41,22,43,29,32,33,26,34,26,44,25,26,37,,,,,,,,,,,,,,
19/03/2013,19,29,23,37,24,29,36,22,3,26,40,27,19,27,,,,,,,,,,,,,,
19/03/2013,20,29,20,25,22,36,30,19,21,23,31,22,16,25,,,,,,,,,,,,,,
19/03/2013,21,33,24,22,17,23,13,23,15,18,22,25,13,35,,,,,,,,,,,,,,
19/03/2013,22,20,26,20,26,36,20,24,17,-99,33,19,17,40,,,,,,,,,,,,,,
19/03/2013,23,14,24,18,21,58,6,25,10,-99,29,16,17,32,,,,,,,,,,,,,,
19/03/2013,24,34,28,15,21,33,6,28,13,-99,27,22,21,38,,,,,,,,,,,,,,
20/03/2013,1,38,22,22,23,19,3,30,12,18,27,-99,24,46,,,,,,,,,,,,,,
20/03/2013,2,49,27,23,35,16,-99,30,14,27,32,-99,28,63,,,,,,,,,,,,,,
20/03/2013,3,34,25,32,40,20,19,33,14,-99,30,-99,23,42,,,,,,,,,,,,,,
20/03/2013,4,31,20,32,43,21,13,39,16,23,31,-99,26,37,,,,,,,,,,,,,,
20/03/2013,5,44,23,26,36,25,6,36,4,24,33,-99,19,52,,,,,,,,,,,,,,
20/03/2013,6,57,22,19,38,27,10,28,13,39,35,-99,21,75,,,,,,,,,,,,,,
20/03/2013,7,68,23,21,42,47,14,31,14,48,48,-99,25,74,,,,,,,,,,,,,,
20/03/2013,8,70,33,21,46,42,19,40,9,36,53,-99,33,73,,,,,,,,,,,,,,
20/03/2013,9,45,31,32,47,57,27,53,34,33,49,-99,47,63,,,,,,,,,,,,,,
20/03/2013,10,53,34,49,51,84,32,50,18,29,50,-99,51,65,,,,,,,,,,,,,,
20/03/2013,11,51,46,23,40,53,25,42,-99,22,50,-99,-99,65,,,,,,,,,,,,,,
20/03/2013,12,44,43,56,38,32,31,27,9,30,22,-99,31,50,,,,,,,,,,,,,,
20/03/2013,13,29,36,72,31,26,35,24,5,30,23,-99,36,-99,,,,,,,,,,,,,,
20/03/2013,14,39,48,36,42,25,48,21,44,14,19,-99,37,28,,,,,,,,,,,,,,
20/03/2013,15,36,52,25,32,38,45,27,47,21,33,-99,44,27,,,,,,,,,,,,,,
20/03/2013,16,34,47,5,37,26,38,25,-99,19,29,-99,27,33,,,,,,,,,,,,,,
20/03/2013,17,36,33,16,31,27,47,20,25,16,34,-99,24,26,,,,,,,,,,,,,,
20/03/2013,18,31,40,30,17,28,36,20,21,21,40,26,35,13,,,,,,,,,,,,,,
20/03/2013,19,37,51,49,48,44,32,41,57,40,27,25,26,39,,,,,,,,,,,,,,
20/03/2013,20,38,67,45,52,36,40,46,41,60,45,40,39,27,,,,,,,,,,,,,,
20/03/2013,21,43,55,41,45,47,42,43,49,47,45,61,44,47,,,,,,,,,,,,,,
20/03/2013,22,42,56,46,45,46,45,38,47,44,37,54,40,60,,,,,,,,,,,,,,
20/03/2013,23,48,47,41,45,37,31,39,33,39,43,48,44,44,,,,,,,,,,,,,,
20/03/2013,24,43,51,34,44,39,36,38,39,37,49,44,45,46,,,,,,,,,,,,,,
21/03/2013,1,55,55,42,51,38,37,41,45,38,55,41,42,54,,,,,,,,,,,,,,
21/03/2013,2,54,56,46,56,40,41,44,46,51,55,40,40,46,,,,,,,,,,,,,,
21/03/2013,3,61,59,50,52,45,35,48,30,-99,59,41,42,89,,,,,,,,,,,,,,
21/03/2013,4,53,54,40,47,42,37,42,31,45,56,44,45,84,,,,,,,,,,,,,,
21/03/2013,5,59,54,50,50,43,36,45,28,54,50,44,51,83,,,,,,,,,,,,,,
21/03/2013,6,58,57,43,53,59,36,52,16,50,53,49,52,72,,,,,,,,,,,,,,
21/03/2013,7,75,65,54,59,63,26,58,26,49,58,57,58,74,,,,,,,,,,,,,,
21/03/2013,8,72,63,62,59,50,37,63,20,52,79,55,56,87,,,,,,,,,,,,,,
21/03/2013,9,75,80,68,64,48,62,63,29,43,81,50,59,-99,,,,,,,,,,,,,,
21/03/2013,10,63,74,71,54,49,-99,46,27,41,86,56,63,-99,,,,,,,,,,,,,,
21/03/2013,11,44,64,65,53,-99,-99,49,23,42,49,45,51,-99,,,,,,,,,,,,,,
21/03/2013,12,32,36,19,43,-99,34,35,27,27,41,20,26,-99,,,,,,,,,,,,,,
21/03/2013,13,32,-99,-99,15,-99,29,32,15,17,18,5,26,-99,,,,,,,,,,,,,,
21/03/2013,14,13,7,-99,32,21,21,20,35,8,12,1,20,-99,,,,,,,,,,,,,,
21/03/2013,15,7,10,29,5,25,16,24,38,10,16,3,24,-99,,,,,,,,,,,,,,
21/03/2013,16,26,14,52,20,24,18,16,21,11,34,15,27,-99,,,,,,,,,,,,,,
21/03/2013,17,23,20,4,22,36,13,30,27,15,11,22,19,-99,,,,,,,,,,,,,,
21/03/2013,18,20,24,6,26,28,19,31,36,25,10,22,24,-99,,,,,,,,,,,,,,
21/03/2013,19,26,19,14,26,22,21,18,24,21,16,30,10,-99,,,,,,,,,,,,,,
21/03/2013,20,14,18,18,21,25,5,21,16,24,13,24,19,-99,,,,,,,,,,,,,,
21/03/2013,21,4,16,17,15,21,10,20,22,18,15,21,15,-99,,,,,,,,,,,,,,
21/03/2013,22,18,16,13,17,26,17,22,7,14,16,12,11,-99,,,,,,,,,,,,,,
21/03/2013,23,16,9,11,14,19,20,18,19,13,21,21,13,-99,,,,,,,,,,,,,,
21/03/2013,24,27,15,15,20,15,18,19,12,22,16,25,12,-99,,,,,,,,,,,,,,
22/03/2013,1,25,21,14,22,15,15,24,8,23,24,21,17,-99,,,,,,,,,,,,,,
22/03/2013,2,23,20,18,18,12,12,18,7,24,23,19,15,-99,,,,,,,,,,,,,,
22/03/2013,3,28,19,15,19,16,12,20,8,20,27,22,17,-99,,,,,,,,,,,,,,
22/03/2013,4,19,24,20,21,21,7,18,3,19,26,30,23,-99,,,,,,,,,,,,,,
22/03/2013,5,16,24,18,21,11,18,23,3,24,13,28,27,-99,,,,,,,,,,,,,,
22/03/2013,6,19,21,19,23,21,9,25,9,27,23,22,19,-99,,,,,,,,,,,,,,
22/03/2013,7,15,23,15,26,26,7,30,-99,24,36,21,19,-99,,,,,,,,,,,,,,
22/03/2013,8,19,30,18,26,28,10,25,-99,28,33,22,18,-99,,,,,,,,,,,,,,
22/03/2013,9,19,17,6,9,25,1,27,-99,28,21,12,9,-99,,,,,,,,,,,,,,
22/03/2013,10,6,11,15,10,7,2,24,-99,6,11,4,4,-99,,,,,,,,,,,,,,
22/03/2013,11,4,10,-99,5,8,-99,11,-99,-99,10,3,6,-99,,,,,,,,,,,,,,
22/03/2013,12,-99,11,12,10,10,4,8,-99,-99,7,2,-99,-99,,,,,,,,,,,,,,
22/03/2013,13,12,9,30,-99,5,6,3,-99,-99,3,-99,-99,-99,,,,,,,,,,,,,,
22/03/2013,14,8,-99,1,-99,12,17,8,-99,1,7,10,-99,-99,,,,,,,,,,,,,,
22/03/2013,15,11,-99,24,-99,27,15,13,-99,8,12,12,-99,12,,,,,,,,,,,,,,
22/03/2013,16,13,13,31,-99,-99,3,11,-99,8,22,11,8,19,,,,,,,,,,,,,,
22/03/2013,17,13,9,-99,-99,8,2,10,-99,11,19,11,6,13,,,,,,,,,,,,,,
22/03/2013,18,8,8,-99,3,12,6,7,-99,12,-99,9,7,9,,,,,,,,,,,,,,
22/03/2013,19,15,11,1,9,15,13,7,-99,11,2,7,7,8,,,,,,,,,,,,,,
22/03/2013,20,23,9,3,9,12,-99,8,3,14,13,14,8,14,,,,,,,,,,,,,,
22/03/2013,21,16,8,12,8,8,1,11,7,9,5,12,10,12,,,,,,,,,,,,,,
22/03/2013,22,14,12,4,15,14,9,7,8,12,8,26,14,6,,,,,,,,,,,,,,
22/03/2013,23,11,13,4,9,17,1,12,3,8,4,21,13,15,,,,,,,,,,,,,,
22/03/2013,24,18,6,6,7,20,6,11,9,11,12,24,17,11,,,,,,,,,,,,,,
23/03/2013,1,11,13,7,12,24,7,21,8,7,12,26,15,16,,,,,,,,,,,,,,
23/03/2013,2,-99,20,5,10,15,6,16,6,7,13,18,17,20,,,,,,,,,,,,,,
23/03/2013,3,6,17,7,12,14,10,10,12,14,14,22,16,18,,,,,,,,,,,,,,
23/03/2013,4,17,22,2,6,11,13,15,8,6,14,18,18,18,,,,,,,,,,,,,,
23/03/2013,5,11,28,65,13,18,11,15,2,13,11,21,15,12,,,,,,,,,,,,,,
23/03/2013,6,14,32,16,14,19,10,17,3,23,7,29,20,29,,,,,,,,,,,,,,
23/03/2013,7,12,26,-99,31,38,11,19,8,28,14,35,27,60,,,,,,,,,,,,,,
23/03/2013,8,34,24,-99,27,76,17,29,2,25,22,23,20,65,,,,,,,,,,,,,,
23/03/2013,9,23,17,-99,19,29,2,22,12,28,32,20,16,39,,,,,,,,,,,,,,
23/03/2013,10,-99,10,-99,-99,10,16,14,-99,8,21,10,3,20,,,,,,,,,,,,,,
23/03/2013,11,11,5,-99,-99,6,3,17,21,5,6,3,1,4,,,,,,,,,,,,,,
23/03/2013,12,6,12,-99,-99,4,5,10,17,1,16,1,7,8,,,,,,,,,,,,,,
23/03/2013,13,8,8,-99,13,9,12,10,16,-99,7,9,10,8,,,,,,,,,,,,,,
23/03/2013,14,5,10,-99,12,7,1,11,-99,6,25,5,12,13,,,,,,,,,,,,,,
23/03/2013,15,7,11,-99,13,12,12,9,-99,7,-99,-99,5,9,,,,,,,,,,,,,,
23/03/2013,16,11,15,-99,19,10,6,8,-99,5,4,4,9,14,,,,,,,,,,,,,,
23/03/2013,17,16,21,-99,16,13,11,8,-99,11,9,12,19,16,,,,,,,,,,,,,,
23/03/2013,18,24,15,-99,-99,16,-99,11,26,14,14,18,16,13,,,,,,,,,,,,,,
23/03/2013,19,12,12,-99,15,17,18,13,24,24,7,22,9,15,,,,,,,,,,,,,,
23/03/2013,20,18,13,12,15,14,5,10,11,20,6,24,9,10,,,,,,,,,,,,,,
23/03/2013,21,9,14,21,17,14,7,19,10,13,10,18,13,22,,,,,,,,,,,,,,
23/03/2013,22,13,12,8,14,9,7,13,15,14,8,20,9,19,,,,,,,,,,,,,,
23/03/2013,23,21,15,8,7,15,14,13,8,16,6,24,15,15,,,,,,,,,,,,,,
23/03/2013,24,17,20,5,10,12,26,16,10,12,10,24,18,18,,,,,,,,,,,,,,
24/03/2013,1,10,22,10,17,13,20,18,9,19,12,24,17,15,,,,,,,,,,,,,,
24/03/2013,2,-99,21,11,14,10,15,16,3,10,14,24,16,26,,,,,,,,,,,,,,
24/03/2013,3,15,14,9,13,12,8,19,8,4,13,36,15,16,,,,,,,,,,,,,,
24/03/2013,4,18,16,8,9,14,15,12,7,14,10,26,19,27,,,,,,,,,,,,,,
24/03/2013,5,16,20,10,15,22,13,22,-99,11,9,22,14,26,,,,,,,,,,,,,,
24/03/2013,6,33,18,17,12,15,13,16,2,19,12,22,21,25,,,,,,,,,,,,,,
24/03/2013,7,18,26,15,18,20,25,21,6,21,10,17,15,37,,,,,,,,,,,,,,
24/03/2013,8,15,20,17,19,23,16,28,17,20,14,20,27,33,,,,,,,,,,,,,,
24/03/2013,9,24,31,23,23,28,-99,28,-99,12,23,13,26,47,,,,,,,,,,,,,,
24/03/2013,10,40,24,36,22,19,-99,16,-99,13,25,15,33,37,,,,,,,,,,,,,,
24/03/2013,11,10,26,1,19,14,16,18,36,14,33,20,19,24,,,,,,,,,,,,,,
24/03/2013,12,31,30,53,18,13,15,13,15,9,18,17,20,15,,,,,,,,,,,,,,
24/03/2013,13,21,21,14,14,14,26,14,-99,6,21,10,23,24,,,,,,,,,,,,,,
24/03/2013,14,20,26,-99,21,17,25,22,29,5,31,11,22,19,,,,,,,,,,,,,,
24/03/2013,15,37,32,-99,28,22,29,18,60,10,31,9,22,29,,,,,,,,,,,,,,
24/03/2013,16,24,34,23,28,24,29,24,50,21,34,21,28,29,,,,,,,,,,,,,,
24/03/2013,17,38,35,41,26,28,35,32,24,26,31,29,35,38,,,,,,,,,,,,,,
24/03/2013,18,41,27,7,26,40,36,31,4,30,27,25,21,37,,,,,,,,,,,,,,
24/03/2013,19,28,18,3,16,36,24,27,5,27,25,26,16,23,,,,,,,,,,,,,,
24/03/2013,20,35,16,6,19,22,2,22,24,25,25,34,13,20,,,,,,,,,,,,,,
24/03/2013,21,42,38,41,44,31,20,29,28,29,41,37,17,39,,,,,,,,,,,,,,
24/03/2013,22,49,47,44,51,34,28,45,23,52,46,29,41,49,,,,,,,,,,,,,,
24/03/2013,23,52,50,51,51,48,38,48,11,43,52,48,44,42,,,,,,,,,,,,,,
24/03/2013,24,55,49,52,60,44,31,46,12,44,54,50,50,73,,,,,,,,,,,,,,
25/03/2013,1,56,59,54,58,55,25,40,24,54,46,48,48,57,,,,,,,,,,,,,,
25/03/2013,2,52,57,46,63,49,34,39,29,55,48,39,49,57,,,,,,,,,,,,,,
25/03/2013,3,55,37,49,54,46,39,40,22,53,51,40,46,66,,,,,,,,,,,,,,
25/03/2013,4,56,39,69,53,45,33,39,25,59,44,39,45,53,,,,,,,,,,,,,,
25/03/2013,5,58,57,198,53,47,32,37,33,58,43,37,44,56,,,,,,,,,,,,,,
25/03/2013,6,40,60,45,55,40,30,33,31,52,46,39,44,56,,,,,,,,,,,,,,
25/03/2013,7,46,60,46,45,40,30,40,34,45,50,40,44,48,,,,,,,,,,,,,,
25/03/2013,8,46,12,48,45,46,32,41,26,33,61,39,46,62,,,,,,,,,,,,,,
25/03/2013,9,61,-99,56,52,47,43,60,42,46,72,48,47,70,,,,,,,,,,,,,,
25/03/2013,10,48,-99,44,53,45,65,66,59,36,77,53,54,71,,,,,,,,,,,,,,
25/03/2013,11,65,52,23,-99,41,48,50,62,27,72,29,31,54,,,,,,,,,,,,,,
