FECHA,HORA,CAM,COY,CCA,HGM,MER,NEZ,PED,SAG,SFE,SJA,TLA,UAX,UIZ,XAL,,,,,,,,,,,,,,
10/06/2014,15,17,49,-99,-99,7,17,10,34,29,-99,24,23,25,30,,,,,,,,,,,,,,
10/06/2014,16,24,15,-99,-99,5,8,-99,17,40,-99,18,17,18,23,,,,,,,,,,,,,,
10/06/2014,17,20,20,-99,-99,-99,18,61,2,28,-99,13,22,7,14,,,,,,,,,,,,,,
10/06/2014,18,15,7,-99,10,-99,13,3,-99,15,-99,22,18,-99,13,,,,,,,,,,,,,,
10/06/2014,19,13,16,-99,3,-99,16,9,23,11,-99,22,10,1,23,,,,,,,,,,,,,,
10/06/2014,20,30,26,-99,12,-99,10,-99,19,11,-99,69,13,12,20,,,,,,,,,,,,,,
10/06/2014,21,13,10,-99,2,7,8,-99,13,13,-99,37,6,15,10,,,,,,,,,,,,,,
10/06/2014,22,14,15,-99,13,9,10,-99,7,7,-99,14,-99,13,18,,,,,,,,,,,,,,
10/06/2014,23,16,7,-99,5,13,4,-99,23,1,-99,8,-99,10,1,,,,,,,,,,,,,,
10/06/2014,24,19,15,-99,14,25,2,-99,8,-99,-99,12,4,10,5,,,,,,,,,,,,,,
11/06/2014,1,15,5,-99,10,10,2,1,-99,9,-99,5,6,7,2,,,,,,,,,,,,,,
11/06/2014,2,7,10,-99,7,10,6,6,-99,8,-99,3,7,4,17,,,,,,,,,,,,,,
11/06/2014,3,9,12,-99,10,29,19,8,-99,2,-99,6,6,15,8,,,,,,,,,,,,,,
11/06/2014,4,20,9,-99,11,36,2,5,14,7,-99,26,4,23,20,,,,,,,,,,,,,,
11/06/2014,5,17,6,-99,13,37,19,7,11,7,-99,19,-99,18,9,,,,,,,,,,,,,,
11/06/2014,6,27,11,-99,13,-99,18,7,15,14,-99,29,9,15,25,,,,,,,,,,,,,,
11/06/2014,7,35,15,-99,25,10,4,9,24,22,-99,26,11,9,33,,,,,,,,,,,,,,
11/06/2014,8,34,19,-99,37,30,16,16,45,18,-99,32,10,17,19,,,,,,,,,,,,,,
11/06/2014,9,32,37,-99,35,43,9,22,34,22,-99,31,8,25,43,,,,,,,,,,,,,,
11/06/2014,10,42,58,-99,40,23,12,27,29,28,-99,90,23,40,33,,,,,,,,,,,,,,
11/06/2014,11,64,50,-99,29,41,12,33,26,13,-99,42,36,31,51,,,,,,,,,,,,,,
11/06/2014,12,76,49,-99,-99,40,17,43,12,36,-99,42,53,53,26,,,,,,,,,,,,,,
11/06/2014,13,43,51,-99,-99,44,14,59,9,38,-99,45,-99,54,12,,,,,,,,,,,,,,
11/06/2014,14,44,50,-99,62,49,19,27,3,57,-99,32,35,29,45,,,,,,,,,,,,,,
11/06/2014,15,31,46,-99,28,35,14,-99,12,40,-99,22,7,36,7,,,,,,,,,,,,,,
11/06/2014,16,10,11,-99,23,40,10,55,16,18,-99,12,15,21,21,,,,,,,,,,,,,,
11/06/2014,17,18,16,-99,14,3,17,5,35,7,-99,18,22,15,16,,,,,,,,,,,,,,
11/06/2014,18,13,32,-99,25,-99,13,-99,22,9,-99,15,17,-99,23,,,,,,,,,,,,,,
11/06/2014,19,23,30,-99,43,3,9,13,21,9,-99,29,12,7,25,,,,,,,,,,,,,,
11/06/2014,20,10,16,-99,5,6,11,16,13,21,-99,17,12,7,10,,,,,,,,,,,,,,
11/06/2014,21,23,26,-99,15,21,12,31,18,24,-99,13,8,3,5,,,,,,,,,,,,,,
11/06/2014,22,13,26,-99,19,16,7,20,-99,18,-99,16,6,6,28,,,,,,,,,,,,,,
11/06/2014,23,29,36,-99,26,21,10,-99,6,12,-99,17,11,9,11,,,,,,,,,,,,,,
11/06/2014,24,6,28,-99,26,25,9,23,23,12,24,20,15,15,38,,,,,,,,,,,,,,
12/06/2014,1,6,27,-99,26,28,7,22,15,13,18,22,3,11,36,,,,,,,,,,,,,,
12/06/2014,2,5,20,-99,30,26,12,21,18,15,10,19,13,24,7,,,,,,,,,,,,,,
12/06/2014,3,7,27,-99,27,22,12,43,16,8,11,19,11,10,36,,,,,,,,,,,,,,
12/06/2014,4,27,15,-99,25,17,9,31,15,13,10,20,11,19,16,,,,,,,,,,,,,,
12/06/2014,5,25,21,-99,24,-99,12,-99,20,16,18,18,11,20,13,,,,,,,,,,,,,,
12/06/2014,6,25,19,-99,19,3,15,28,23,17,17,24,15,17,26,,,,,,,,,,,,,,
12/06/2014,7,38,32,-99,24,4,17,3,21,15,20,31,18,31,44,,,,,,,,,,,,,,
12/06/2014,8,36,28,-99,40,11,18,44,23,26,14,33,18,25,38,,,,,,,,,,,,,,
12/06/2014,9,79,44,-99,46,39,17,31,27,24,9,38,18,42,46,,,,,,,,,,,,,,
12/06/2014,10,75,39,-99,68,57,26,3,47,31,30,44,30,34,59,,,,,,,,,,,,,,
12/06/2014,11,46,44,-99,61,53,25,76,23,34,32,46,39,35,57,,,,,,,,,,,,,,
12/06/2014,12,60,46,-99,68,52,31,48,21,24,23,48,34,44,42,,,,,,,,,,,,,,
12/06/2014,13,58,49,-99,42,59,24,38,47,43,20,52,34,26,36,,,,,,,,,,,,,,
12/06/2014,14,57,42,-99,56,36,10,58,29,53,10,56,18,32,34,,,,,,,,,,,,,,
12/06/2014,15,52,61,-99,44,21,10,15,31,38,16,42,20,31,31,,,,,,,,,,,,,,
12/06/2014,16,34,25,-99,43,36,23,71,21,43,20,26,31,31,34,,,,,,,,,,,,,,
12/06/2014,17,25,46,-99,37,54,15,47,21,38,20,19,35,27,31,,,,,,,,,,,,,,
12/06/2014,18,23,33,-99,26,-99,20,41,-99,25,22,21,21,28,25,,,,,,,,,,,,,,
12/06/2014,19,19,24,-99,31,31,17,25,39,25,18,34,13,14,40,,,,,,,,,,,,,,
12/06/2014,20,39,22,-99,30,22,34,5,18,30,36,35,27,15,27,,,,,,,,,,,,,,
12/06/2014,21,10,16,-99,24,20,17,11,23,29,27,23,20,-99,19,,,,,,,,,,,,,,
12/06/2014,22,14,23,-99,2,22,13,16,18,24,23,7,8,17,16,,,,,,,,,,,,,,
12/06/2014,23,-99,8,-99,8,-99,1,15,-99,26,6,9,-99,6,18,,,,,,,,,,,,,,
12/06/2014,24,15,27,-99,14,9,6,28,19,23,10,9,3,5,5,,,,,,,,,,,,,,
13/06/2014,1,2,10,-99,9,14,1,21,10,23,7,21,6,9,20,,,,,,,,,,,,,,
13/06/2014,2,24,16,-99,11,11,10,16,-99,21,4,21,6,5,38,,,,,,,,,,,,,,
13/06/2014,3,15,20,-99,17,20,6,12,9,16,10,17,10,3,37,,,,,,,,,,,,,,
13/06/2014,4,21,12,-99,25,6,11,26,18,16,16,20,8,26,12,,,,,,,,,,,,,,
13/06/2014,5,28,15,-99,19,12,16,23,22,21,17,28,12,20,26,,,,,,,,,,,,,,
13/06/2014,6,29,15,-99,21,25,20,19,20,28,17,34,13,27,36,,,,,,,,,,,,,,
13/06/2014,7,38,31,-99,25,14,17,39,31,30,18,36,12,20,41,,,,,,,,,,,,,,
13/06/2014,8,34,30,-99,33,12,14,36,29,29,18,28,20,30,42,,,,,,,,,,,,,,
13/06/2014,9,41,36,-99,32,51,17,39,26,34,23,16,14,32,38,,,,,,,,,,,,,,
13/06/2014,10,40,37,-99,34,41,31,40,40,37,34,45,29,58,74,,,,,,,,,,,,,,
13/06/2014,11,57,41,-99,41,47,34,31,40,37,40,30,37,53,62,,,,,,,,,,,,,,
13/06/2014,12,48,57,-99,53,65,29,37,19,26,29,46,38,45,36,,,,,,,,,,,,,,
13/06/2014,13,45,55,-99,50,21,19,40,38,35,19,49,38,40,34,,,,,,,,,,,,,,
13/06/2014,14,28,45,-99,29,14,8,58,21,42,8,38,41,24,20,,,,,,,,,,,,,,
13/06/2014,15,14,5,-99,12,10,3,23,5,24,-99,17,22,14,8,,,,,,,,,,,,,,
13/06/2014,16,11,33,-99,23,20,4,-99,21,20,4,11,16,11,8,,,,,,,,,,,,,,
13/06/2014,17,-99,-99,-99,15,19,8,-99,2,10,9,9,12,12,8,,,,,,,,,,,,,,
13/06/2014,18,12,-99,-99,-99,2,23,20,14,15,7,14,15,21,9,,,,,,,,,,,,,,
13/06/2014,19,23,20,-99,-99,13,24,11,24,18,14,24,23,10,17,,,,,,,,,,,,,,
13/06/2014,20,3,18,-99,22,38,22,8,17,15,25,20,17,12,26,,,,,,,,,,,,,,
13/06/2014,21,6,29,-99,20,47,26,19,14,14,21,20,25,22,21,,,,,,,,,,,,,,
13/06/2014,22,7,18,-99,12,41,22,5,19,9,25,16,27,33,26,,,,,,,,,,,,,,
13/06/2014,23,38,23,-99,17,18,26,9,14,14,19,19,28,39,27,,,,,,,,,,,,,,
13/06/2014,24,13,24,-99,30,25,13,-99,18,12,19,17,9,23,1,,,,,,,,,,,,,,
14/06/2014,1,29,19,-99,14,13,23,-99,13,15,15,17,16,14,39,,,,,,,,,,,,,,
14/06/2014,2,23,21,-99,14,30,20,-99,11,18,18,40,11,22,13,,,,,,,,,,,,,,
14/06/2014,3,32,33,-99,39,42,22,-99,23,20,20,38,17,31,32,,,,,,,,,,,,,,
14/06/2014,4,36,37,-99,37,30,19,-99,31,19,30,36,28,36,49,,,,,,,,,,,,,,
14/06/2014,5,43,39,-99,36,25,23,-99,21,20,35,32,29,33,46,,,,,,,,,,,,,,
14/06/2014,6,34,32,-99,31,49,30,-99,16,24,38,36,32,42,28,,,,,,,,,,,,,,
14/06/2014,7,41,37,-99,39,28,31,-99,39,22,43,40,30,37,50,,,,,,,,,,,,,,
14/06/2014,8,47,34,-99,41,20,23,-99,30,27,36,46,25,39,32,,,,,,,,,,,,,,
14/06/2014,9,46,32,-99,51,57,32,-99,36,32,31,55,25,56,66,,,,,,,,,,,,,,
14/06/2014,10,52,54,-99,61,60,43,-99,23,31,29,56,42,54,38,,,,,,,,,,,,,,
14/06/2014,11,56,45,-99,64,60,37,-99,21,32,32,67,57,67,27,,,,,,,,,,,,,,
14/06/2014,12,53,58,-99,46,43,37,-99,9,33,26,58,52,37,13,,,,,,,,,,,,,,
14/06/2014,13,33,49,-99,43,31,20,-99,31,33,19,43,46,43,41,,,,,,,,,,,,,,
14/06/2014,14,22,29,-99,21,16,7,-99,15,38,11,26,30,25,14,,,,,,,,,,,,,,
14/06/2014,15,13,24,-99,12,23,8,-99,7,22,6,12,18,20,15,,,,,,,,,,,,,,
14/06/2014,16,13,9,-99,14,2,15,-99,4,16,2,7,13,19,19,,,,,,,,,,,,,,
14/06/2014,17,15,12,-99,21,11,25,-99,4,22,11,3,25,7,11,,,,,,,,,,,,,,
14/06/2014,18,14,26,-99,7,12,19,-99,7,12,14,10,17,18,-99,,,,,,,,,,,,,,
14/06/2014,19,16,16,-99,16,8,30,-99,7,20,9,9,25,23,9,,,,,,,,,,,,,,
14/06/2014,20,11,9,-99,-99,9,27,-99,31,16,17,5,18,24,12,,,,,,,,,,,,,,
14/06/2014,21,37,21,-99,-99,22,29,-99,30,17,34,15,21,24,27,,,,,,,,,,,,,,
14/06/2014,22,42,21,-99,-99,18,26,-99,37,20,36,18,26,29,24,,,,,,,,,,,,,,
14/06/2014,23,27,13,-99,27,23,26,-99,27,21,23,17,15,23,25,,,,,,,,,,,,,,
14/06/2014,24,6,23,-99,17,23,27,-99,32,16,20,20,26,26,37,,,,,,,,,,,,,,
15/06/2014,1,38,24,-99,20,34,24,-99,14,19,33,20,17,21,33,,,,,,,,,,,,,,
15/06/2014,2,16,28,-99,30,23,20,-99,22,20,28,21,21,20,-99,,,,,,,,,,,,,,
15/06/2014,3,40,22,-99,27,28,26,-99,26,18,23,30,29,35,26,,,,,,,,,,,,,,
15/06/2014,4,19,29,-99,23,38,27,-99,30,22,21,25,33,34,30,,,,,,,,,,,,,,
15/06/2014,5,23,26,-99,30,27,29,-99,21,14,24,26,20,25,27,,,,,,,,,,,,,,
15/06/2014,6,32,23,-99,31,46,28,-99,43,18,31,20,23,32,13,,,,,,,,,,,,,,
15/06/2014,7,28,22,-99,29,17,31,-99,41,21,32,30,21,38,64,,,,,,,,,,,,,,
15/06/2014,8,25,33,-99,35,53,27,-99,41,24,30,24,22,37,21,,,,,,,,,,,,,,
15/06/2014,9,46,40,-99,39,44,21,-99,41,19,26,45,24,43,66,,,,,,,,,,,,,,
15/06/2014,10,27,47,-99,56,49,32,-99,48,30,36,55,30,37,44,,,,,,,,,,,,,,
15/06/2014,11,62,53,-99,31,43,47,-99,71,23,33,41,38,44,27,,,,,,,,,,,,,,
15/06/2014,12,34,14,-99,48,36,35,-99,49,15,30,26,30,34,32,,,,,,,,,,,,,,
15/06/2014,13,19,27,-99,16,5,14,-99,19,26,20,35,20,25,22,,,,,,,,,,,,,,
15/06/2014,14,29,26,-99,20,5,7,-99,42,29,8,15,18,18,19,,,,,,,,,,,,,,
15/06/2014,15,14,41,-99,17,11,6,-99,21,23,5,12,7,13,23,,,,,,,,,,,,,,
15/06/2014,16,17,1,-99,15,10,6,-99,23,20,11,13,12,11,5,,,,,,,,,,,,,,
15/06/2014,17,7,23,-99,7,13,17,-99,10,17,9,6,14,16,11,,,,,,,,,,,,,,
15/06/2014,18,8,11,-99,10,2,19,-99,5,7,5,13,28,15,4,,,,,,,,,,,,,,
15/06/2014,19,6,29,-99,26,12,22,-99,-99,-99,3,-99,20,31,-99,,,,,,,,,,,,,,
15/06/2014,20,9,27,-99,38,-99,23,-99,23,5,15,12,23,21,8,,,,,,,,,,,,,,
15/06/2014,21,17,28,-99,22,-99,21,-99,37,8,28,25,25,23,25,,,,,,,,,,,,,,
15/06/2014,22,6,26,-99,29,-99,16,-99,18,4,24,11,23,18,17,,,,,,,,,,,,,,
15/06/2014,23,17,40,-99,-99,15,21,-99,10,11,13,4,21,21,7,,,,,,,,,,,,,,
15/06/2014,24,19,18,-99,-99,17,10,-99,14,9,15,10,20,17,25,,,,,,,,,,,,,,
16/06/2014,1,11,16,-99,-99,18,19,-99,20,12,18,24,11,12,9,,,,,,,,,,,,,,
16/06/2014,2,11,11,-99,-99,15,18,-99,20,8,20,28,10,7,26,,,,,,,,,,,,,,
16/06/2014,3,17,17,-99,-99,3,17,-99,25,12,16,11,11,9,28,,,,,,,,,,,,,,
16/06/2014,4,10,11,-99,7,16,18,-99,19,11,15,17,9,18,8,,,,,,,,,,,,,,
16/06/2014,5,13,14,-99,23,20,17,-99,6,11,23,15,15,16,24,,,,,,,,,,,,,,
16/06/2014,6,26,19,-99,9,-99,18,-99,22,14,17,24,14,21,23,,,,,,,,,,,,,,
16/06/2014,7,24,31,-99,24,3,21,-99,28,17,29,22,17,25,45,,,,,,,,,,,,,,
16/06/2014,8,26,29,-99,33,38,25,-99,41,18,28,28,22,29,39,,,,,,,,,,,,,,
16/06/2014,9,47,45,-99,37,34,22,-99,36,16,19,41,25,26,34,,,,,,,,,,,,,,
16/06/2014,10,32,38,-99,32,29,28,-99,43,17,29,38,26,33,50,,,,,,,,,,,,,,
16/06/2014,11,41,44,-99,-99,39,29,-99,45,-99,28,45,36,26,25,,,,,,,,,,,,,,
16/06/2014,12,35,33,-99,23,29,21,-99,43,-99,25,48,23,23,18,,,,,,,,,,,,,,
16/06/2014,13,35,27,-99,31,27,14,-99,33,-99,11,27,14,22,39,,,,,,,,,,,,,,
16/06/2014,14,34,50,-99,34,44,11,-99,9,-99,15,23,9,22,19,,,,,,,,,,,,,,
16/06/2014,15,26,18,-99,19,29,14,-99,13,40,12,16,15,24,15,,,,,,,,,,,,,,
16/06/2014,16,18,48,-99,17,3,12,-99,6,30,3,19,18,13,18,,,,,,,,,,,,,,
16/06/2014,17,15,2,-99,14,27,26,-99,26,26,16,21,22,16,20,,,,,,,,,,,,,,
16/06/2014,18,17,23,-99,15,3,30,-99,17,13,40,17,19,21,10,,,,,,,,,,,,,,
16/06/2014,19,-99,9,-99,32,-99,21,-99,13,12,21,22,35,14,17,,,,,,,,,,,,,,
16/06/2014,20,1,11,-99,8,10,6,-99,-99,15,9,39,10,13,19,,,,,,,,,,,,,,
16/06/2014,21,10,13,-99,-99,13,12,-99,-99,18,11,10,8,19,17,,,,,,,,,,,,,,
16/06/2014,22,19,26,-99,-99,15,17,-99,-99,11,15,10,6,17,43,,,,,,,,,,,,,,
16/06/2014,23,22,21,-99,-99,6,10,-99,-99,12,17,13,17,21,8,,,,,,,,,,,,,,
16/06/2014,24,6,10,-99,-99,17,15,17,-99,15,17,22,12,11,-99,,,,,,,,,,,,,,
17/06/2014,1,8,10,-99,-99,16,21,23,-99,8,18,-99,9,7,-99,,,,,,,,,,,,,,
17/06/2014,2,18,11,-99,12,1,17,11,-99,11,16,16,18,10,-99,,,,,,,,,,,,,,
17/06/2014,3,3,11,-99,4,1,16,6,-99,6,15,13,13,8,-99,,,,,,,,,,,,,,
17/06/2014,4,3,7,-99,4,5,3,8,-99,6,6,11,8,7,-99,,,,,,,,,,,,,,
17/06/2014,5,18,11,-99,9,25,10,9,-99,2,7,11,7,16,-99,,,,,,,,,,,,,,
17/06/2014,6,6,9,-99,7,-99,6,1,-99,9,14,14,10,14,-99,,,,,,,,,,,,,,
17/06/2014,7,7,15,-99,5,-99,7,3,-99,10,13,7,7,1,-99,,,,,,,,,,,,,,
17/06/2014,8,14,16,-99,8,-99,10,9,-99,18,13,22,6,-99,-99,,,,,,,,,,,,,,
17/06/2014,9,21,24,-99,25,22,12,13,-99,19,17,20,14,16,-99,,,,,,,,,,,,,,
17/06/2014,10,23,30,-99,13,25,12,19,-99,19,5,26,8,23,-99,,,,,,,,,,,,,,
17/06/2014,11,-99,24,-99,23,24,15,20,-99,17,2,22,12,34,-99,,,,,,,,,,,,,,
17/06/2014,12,5,32,-99,42,28,20,28,-99,28,14,16,11,20,-99,,,,,,,,,,,,,,
17/06/2014,13,15,27,-99,20,25,27,27,-99,26,20,28,24,19,-99,,,,,,,,,,,,,,
17/06/2014,14,22,31,-99,26,43,18,30,-99,26,14,32,27,13,-99,,,,,,,,,,,,,,
17/06/2014,15,30,35,-99,17,30,16,33,-99,20,19,7,23,41,-99,,,,,,,,,,,,,,
17/06/2014,16,19,31,-99,28,54,13,33,-99,33,7,23,7,16,-99,,,,,,,,,,,,,,
17/06/2014,17,9,23,-99,25,38,17,16,-99,26,6,26,11,40,-99,,,,,,,,,,,,,,
17/06/2014,18,21,11,-99,16,26,18,18,-99,27,16,28,17,25,-99,,,,,,,,,,,,,,
17/06/2014,19,-99,-99,-99,23,5,12,21,-99,20,45,18,14,12,-99,,,,,,,,,,,,,,
17/06/2014,20,-99,-99,-99,20,22,14,17,-99,24,11,15,13,18,-99,,,,,,,,,,,,,,
17/06/2014,21,15,22,-99,-99,23,10,10,-99,21,16,16,19,11,-99,,,,,,,,,,,,,,
17/06/2014,22,27,13,-99,29,12,-99,21,-99,18,11,14,14,14,-99,,,,,,,,,,,,,,
17/06/2014,23,4,17,-99,7,10,-99,10,-99,18,19,13,19,8,-99,,,,,,,,,,,,,,
17/06/2014,24,6,10,-99,8,13,-99,13,3,8,9,5,19,-99,-99,,,,,,,,,,,,,,
18/06/2014,1,5,2,-99,3,4,-99,8,6,12,3,7,10,-99,-99,,,,,,,,,,,,,,
18/06/2014,2,11,6,-99,8,6,-99,8,9,6,1,2,-99,8,15,,,,,,,,,,,,,,
18/06/2014,3,8,5,-99,6,2,-99,3,7,2,8,44,4,15,11,,,,,,,,,,,,,,
18/06/2014,4,15,15,-99,12,3,-99,8,-99,8,6,8,12,8,15,,,,,,,,,,,,,,
18/06/2014,5,13,12,-99,8,-99,-99,10,16,10,7,14,5,4,15,,,,,,,,,,,,,,
18/06/2014,6,15,16,-99,19,11,-99,14,8,12,10,11,12,10,22,,,,,,,,,,,,,,
18/06/2014,7,18,14,-99,8,42,-99,-99,22,19,12,5,16,15,38,,,,,,,,,,,,,,
18/06/2014,8,25,18,-99,11,14,-99,-99,7,12,19,9,12,13,30,,,,,,,,,,,,,,
18/06/2014,9,33,20,-99,42,30,-99,-99,13,9,17,19,12,18,42,,,,,,,,,,,,,,
18/06/2014,10,12,39,-99,21,33,-99,-99,17,18,27,34,11,10,36,,,,,,,,,,,,,,
18/06/2014,11,-99,32,-99,37,41,-99,29,7,26,23,28,-99,40,26,,,,,,,,,,,,,,
18/06/2014,12,38,35,-99,35,-99,-99,37,1,30,-99,36,20,44,27,,,,,,,,,,,,,,
18/06/2014,13,27,43,-99,57,-99,-99,32,26,28,26,27,25,32,36,,,,,,,,,,,,,,
18/06/2014,14,37,45,-99,34,33,-99,41,26,41,20,29,21,32,8,,,,,,,,,,,,,,
18/06/2014,15,20,50,-99,35,39,-99,45,12,35,12,30,16,28,29,,,,,,,,,,,,,,
18/06/2014,16,17,31,-99,41,22,-99,-99,11,43,25,26,11,6,15,,,,,,,,,,,,,,
18/06/2014,17,44,18,-99,28,18,-99,20,4,25,33,16,15,3,23,,,,,,,,,,,,,,
18/06/2014,18,29,23,-99,17,17,-99,10,6,21,12,22,24,14,6,,,,,,,,,,,,,,
18/06/2014,19,35,20,-99,25,30,-99,32,9,22,12,19,14,18,44,,,,,,,,,,,,,,
18/06/2014,20,21,28,-99,21,24,-99,-99,18,15,24,15,11,19,39,,,,,,,,,,,,,,
18/06/2014,21,18,22,-99,13,13,-99,32,22,16,18,15,12,13,26,,,,,,,,,,,,,,
18/06/2014,22,19,17,-99,13,13,-99,38,17,13,16,21,23,16,47,,,,,,,,,,,,,,
18/06/2014,23,32,8,-99,36,34,-99,31,25,11,18,15,14,12,35,,,,,,,,,,,,,,
18/06/2014,24,-99,14,-99,5,4,4,5,19,7,16,22,4,6,9,,,,,,,,,,,,,,
19/06/2014,1,-99,15,-99,26,-99,13,7,28,20,11,13,5,9,40,,,,,,,,,,,,,,
19/06/2014,2,-99,14,-99,9,-99,9,12,28,19,14,11,9,15,24,,,,,,,,,,,,,,
19/06/2014,3,-99,21,-99,14,-99,13,8,24,11,16,10,9,12,37,,,,,,,,,,,,,,
19/06/2014,4,29,14,-99,9,13,18,24,19,14,14,6,8,25,44,,,,,,,,,,,,,,
19/06/2014,5,10,17,-99,19,65,18,10,20,9,19,21,17,9,22,,,,,,,,,,,,,,
19/06/2014,6,26,23,-99,17,42,14,5,12,11,17,22,18,17,33,,,,,,,,,,,,,,
19/06/2014,7,26,25,-99,23,7,20,20,37,18,21,33,15,16,39,,,,,,,,,,,,,,
19/06/2014,8,28,34,-99,22,59,18,17,48,20,19,36,20,21,37,,,,,,,,,,,,,,
19/06/2014,9,64,-99,-99,43,31,17,21,32,17,23,37,13,28,47,,,,,,,,,,,,,,
19/06/2014,10,57,-99,-99,37,50,22,26,43,20,-99,39,20,30,45,,,,,,,,,,,,,,
19/06/2014,11,73,-99,-99,38,44,17,26,38,31,19,50,28,28,42,,,,,,,,,,,,,,
19/06/2014,12,36,49,-99,48,21,17,27,37,46,10,42,17,6,52,,,,,,,,,,,,,,
19/06/2014,13,44,22,-99,19,34,-99,43,25,47,6,46,13,25,49,,,,,,,,,,,,,,
19/06/2014,14,44,29,-99,28,8,-99,20,25,39,8,50,13,29,48,,,,,,,,,,,,,,
19/06/2014,15,33,7,-99,30,52,19,19,19,30,20,37,17,-99,50,,,,,,,,,,,,,,
19/06/2014,16,28,25,-99,22,15,17,12,23,28,19,28,6,27,28,,,,,,,,,,,,,,
19/06/2014,17,27,33,-99,28,7,19,22,3,14,16,40,18,30,29,,,,,,,,,,,,,,
19/06/2014,18,36,17,-99,29,-99,32,39,12,28,27,33,22,31,30,,,,,,,,,,,,,,
19/06/2014,19,22,21,-99,24,31,18,31,18,17,29,25,36,17,19,,,,,,,,,,,,,,
19/06/2014,20,17,17,-99,22,17,27,-99,26,16,25,10,23,22,-99,,,,,,,,,,,,,,
19/06/2014,21,22,30,-99,31,24,16,59,25,14,18,12,14,18,-99,,,,,,,,,,,,,,
19/06/2014,22,19,13,-99,18,19,18,23,26,11,13,19,16,24,-99,,,,,,,,,,,,,,
19/06/2014,23,19,20,-99,21,24,12,25,25,13,16,13,20,18,-99,,,,,,,,,,,,,,
19/06/2014,24,16,10,-99,15,19,16,30,17,9,13,13,18,15,6,,,,,,,,,,,,,,
20/06/2014,1,17,12,-99,22,5,20,13,6,12,18,8,20,18,37,,,,,,,,,,,,,,
20/06/2014,2,20,24,-99,23,38,20,21,-99,12,22,10,14,19,27,,,,,,,,,,,,,,
20/06/2014,3,16,15,-99,11,-99,16,9,4,14,15,12,15,21,14,,,,,,,,,,,,,,
20/06/2014,4,15,20,-99,14,41,21,12,6,9,12,9,18,16,20,,,,,,,,,,,,,,
20/06/2014,5,16,24,-99,15,50,17,14,4,9,15,16,16,18,28,,,,,,,,,,,,,,
20/06/2014,6,21,9,-99,20,31,20,15,21,15,19,22,16,20,35,,,,,,,,,,,,,,
20/06/2014,7,18,27,-99,19,-99,21,12,41,18,19,22,21,22,37,,,,,,,,,,,,,,
20/06/2014,8,26,19,-99,30,-99,26,26,27,15,28,21,21,24,38,,,,,,,,,,,,,,
20/06/2014,9,24,30,-99,23,16,28,12,25,16,24,30,19,26,39,,,,,,,,,,,,,,
20/06/2014,10,43,25,-99,28,35,27,25,22,22,24,33,12,22,36,,,,,,,,,,,,,,
20/06/2014,11,60,53,-99,-99,45,26,16,42,16,9,33,8,40,50,,,,,,,,,,,,,,
20/06/2014,12,33,17,-99,-99,24,36,16,25,22,23,38,10,38,43,,,,,,,,,,,,,,
20/06/2014,13,40,33,-99,-99,38,35,15,25,28,14,49,15,43,42,,,,,,,,,,,,,,
20/06/2014,14,28,-99,-99,-99,32,24,-99,18,-99,12,48,20,48,55,,,,,,,,,,,,,,
20/06/2014,15,18,-99,-99,-99,38,21,-99,41,-99,28,23,21,23,36,,,,,,,,,,,,,,
20/06/2014,16,28,30,-99,-99,37,16,22,24,-99,31,24,11,34,44,,,,,,,,,,,,,,
20/06/2014,17,18,34,-99,-99,32,24,9,32,19,21,29,14,28,45,,,,,,,,,,,,,,
20/06/2014,18,50,38,-99,-99,18,23,27,23,32,27,34,32,24,26,,,,,,,,,,,,,,
20/06/2014,19,36,26,-99,-99,24,6,26,17,28,13,26,20,12,-99,,,,,,,,,,,,,,
20/06/2014,20,31,32,-99,-99,36,11,36,-99,25,25,27,19,25,-99,,,,,,,,,,,,,,
20/06/2014,21,25,34,-99,-99,38,29,26,-99,23,25,27,22,27,24,,,,,,,,,,,,,,
20/06/2014,22,29,29,-99,-99,27,23,15,-99,25,23,24,20,26,28,,,,,,,,,,,,,,
20/06/2014,23,21,27,-99,-99,46,18,31,-99,20,16,28,26,21,40,,,,,,,,,,,,,,
20/06/2014,24,18,21,-99,-99,-99,14,24,-99,18,19,22,20,30,35,,,,,,,,,,,,,,
21/06/2014,1,15,20,-99,-99,-99,16,12,-99,15,26,8,13,15,31,,,,,,,,,,,,,,
21/06/2014,2,29,18,-99,-99,13,25,18,14,15,21,17,16,24,28,,,,,,,,,,,,,,
21/06/2014,3,27,21,-99,-99,31,29,10,17,10,19,18,17,13,24,,,,,,,,,,,,,,
21/06/2014,4,25,22,-99,-99,42,25,15,23,-99,22,25,19,27,21,,,,,,,,,,,,,,
21/06/2014,5,19,24,-99,-99,61,22,12,21,-99,19,17,19,21,26,,,,,,,,,,,,,,
21/06/2014,6,19,22,-99,-99,15,12,11,6,-99,20,16,22,33,28,,,,,,,,,,,,,,
21/06/2014,7,22,24,-99,-99,49,13,8,7,-99,19,24,23,30,29,,,,,,,,,,,,,,
21/06/2014,8,23,28,-99,-99,32,24,10,15,-99,16,30,24,26,29,,,,,,,,,,,,,,
21/06/2014,9,27,26,-99,-99,7,26,24,26,23,13,29,23,18,39,,,,,,,,,,,,,,
21/06/2014,10,26,28,-99,-99,31,26,21,28,22,15,28,6,26,39,,,,,,,,,,,,,,
