FECHA,HORA,AJM,AJU,BJU,CAM,CCA,COY,GAM,HGM,INN,MER,MGH,NEZ,PED,SAG,SFE,SJA,TLA,UAX,UIZ,XAL,,,,,,,
11/02/2015,17,15,-99,-99,41,21,-99,-99,20,-99,33,21,38,5,39,27,32,-99,19,23,-99,,,,,,,
11/02/2015,18,17,-99,-99,28,9,-99,-99,22,-99,22,22,24,14,29,18,28,-99,15,16,-99,,,,,,,
11/02/2015,19,9,-99,-99,29,10,23,-99,27,-99,27,24,11,29,11,25,13,-99,15,14,-99,,,,,,,
11/02/2015,20,15,-99,-99,28,12,34,-99,33,-99,35,29,16,15,26,13,30,-99,35,25,-99,,,,,,,
11/02/2015,21,21,-99,-99,25,22,27,-99,33,-99,24,21,27,28,27,16,23,-99,36,36,-99,,,,,,,
11/02/2015,22,-99,-99,-99,21,19,30,-99,22,-99,22,27,19,25,21,12,11,-99,27,23,-99,,,,,,,
11/02/2015,23,16,-99,-99,20,13,18,-99,26,-99,21,13,12,18,20,9,11,-99,29,19,-99,,,,,,,
11/02/2015,24,22,-99,-99,17,2,6,-99,19,-99,14,14,12,17,24,8,6,-99,13,28,-99,,,,,,,
12/02/2015,1,23,-99,-99,14,3,12,-99,22,-99,10,11,23,17,18,12,21,-99,34,23,-99,,,,,,,
12/02/2015,2,20,-99,-99,13,14,16,-99,12,-99,15,12,26,18,14,14,19,-99,15,24,-99,,,,,,,
12/02/2015,3,20,-99,-99,12,15,16,-99,22,-99,12,15,19,17,19,16,16,-99,21,22,-99,,,,,,,
12/02/2015,4,25,-99,-99,14,15,20,-99,23,-99,18,21,14,16,14,13,17,-99,51,25,-99,,,,,,,
12/02/2015,5,23,-99,-99,19,18,25,-99,21,-99,20,19,19,19,21,17,14,-99,39,20,-99,,,,,,,
12/02/2015,6,4,-99,-99,20,13,13,-99,23,-99,20,12,24,4,15,10,23,-99,32,18,-99,,,,,,,
12/02/2015,7,3,-99,-99,20,9,10,-99,26,-99,18,12,19,9,27,7,23,-99,12,14,-99,,,,,,,
12/02/2015,8,-99,-99,-99,21,13,9,-99,16,-99,19,17,15,12,18,11,15,-99,6,9,-99,,,,,,,
12/02/2015,9,-99,-99,-99,18,13,13,-99,15,-99,13,18,17,15,20,11,14,-99,8,17,-99,,,,,,,
12/02/2015,10,-99,-99,-99,19,13,16,-99,15,-99,10,16,16,14,15,10,10,-99,7,19,-99,,,,,,,
12/02/2015,11,19,-99,-99,-99,4,12,-99,32,-99,17,18,13,19,24,21,-99,-99,-99,11,-99,,,,,,,
12/02/2015,12,25,-99,-99,22,9,-99,-99,6,-99,19,17,4,16,22,8,-99,-99,-99,3,-99,,,,,,,
12/02/2015,13,19,-99,-99,26,11,-99,-99,24,-99,22,19,20,17,13,19,-99,-99,-99,37,-99,,,,,,,
12/02/2015,14,19,-99,-99,21,19,20,-99,26,-99,18,14,20,24,18,18,-99,-99,-99,25,-99,,,,,,,
12/02/2015,15,22,-99,-99,7,16,17,-99,11,-99,5,12,27,15,8,19,-99,-99,-99,20,-99,,,,,,,
12/02/2015,16,20,-99,-99,17,20,12,-99,4,-99,4,15,8,35,5,13,-99,-99,-99,16,-99,,,,,,,
12/02/2015,17,-99,-99,-99,14,10,29,-99,-99,-99,10,14,13,21,17,24,-99,-99,-99,16,-99,,,,,,,
12/02/2015,18,21,-99,-99,24,16,31,-99,14,-99,22,20,16,17,23,16,15,-99,15,16,-99,,,,,,,
12/02/2015,19,17,-99,-99,19,19,21,-99,24,-99,23,20,14,24,18,23,24,-99,23,20,-99,,,,,,,
12/02/2015,20,16,-99,-99,28,22,25,-99,38,-99,33,20,15,22,9,14,22,-99,35,26,-99,,,,,,,
12/02/2015,21,21,-99,-99,18,20,22,-99,29,-99,18,17,12,16,11,17,17,-99,32,30,-99,,,,,,,
12/02/2015,22,19,-99,-99,11,16,20,-99,17,-99,12,17,8,23,8,16,9,-99,20,19,-99,,,,,,,
12/02/2015,23,18,-99,-99,11,12,12,-99,8,-99,13,13,10,13,9,14,15,-99,18,5,-99,,,,,,,
12/02/2015,24,16,-99,-99,14,9,14,-99,25,-99,10,10,9,16,16,13,6,-99,5,13,-99,,,,,,,
13/02/2015,1,13,-99,-99,16,20,12,-99,18,-99,14,11,10,16,13,11,7,-99,12,13,-99,,,,,,,
13/02/2015,2,14,-99,-99,20,13,14,-99,18,-99,18,15,17,10,24,7,15,-99,15,7,-99,,,,,,,
13/02/2015,3,10,-99,-99,18,12,15,-99,21,-99,22,13,16,14,14,9,13,-99,15,17,-99,,,,,,,
13/02/2015,4,14,-99,-99,22,13,20,-99,30,-99,19,19,15,19,23,12,17,-99,12,24,-99,,,,,,,
13/02/2015,5,15,-99,-99,26,18,22,-99,31,-99,24,23,18,18,25,13,17,-99,19,18,-99,,,,,,,
13/02/2015,6,18,-99,-99,28,17,24,-99,29,-99,26,24,17,21,19,16,24,-99,22,12,-99,,,,,,,
13/02/2015,7,17,-99,-99,27,19,26,-99,30,-99,30,22,22,22,20,19,25,-99,23,24,-99,,,,,,,
13/02/2015,8,20,-99,-99,25,21,20,-99,27,-99,32,22,24,20,29,20,29,-99,23,37,-99,,,,,,,
13/02/2015,9,21,-99,-99,37,15,21,-99,25,-99,41,26,25,22,43,24,30,-99,23,28,-99,,,,,,,
13/02/2015,10,19,-99,-99,36,15,27,-99,41,-99,35,29,22,25,17,43,21,-99,31,31,-99,,,,,,,
13/02/2015,11,25,-99,-99,46,20,-99,-99,-99,-99,50,37,34,39,37,23,37,-99,39,49,-99,,,,,,,
13/02/2015,12,34,-99,-99,38,30,-99,-99,71,-99,56,46,45,43,33,35,28,-99,41,61,-99,,,,,,,
13/02/2015,13,56,-99,-99,47,37,67,-99,78,-99,57,54,41,57,29,51,29,-99,48,65,-99,,,,,,,
13/02/2015,14,-99,-99,-99,66,46,67,-99,37,-99,69,53,40,70,39,59,37,-99,47,65,-99,,,,,,,
13/02/2015,15,-99,-99,-99,66,45,67,-99,74,-99,75,63,36,74,18,52,31,-99,50,61,-99,,,,,,,
13/02/2015,16,78,-99,-99,63,42,85,-99,98,-99,73,67,34,67,45,67,32,-99,52,70,-99,,,,,,,
13/02/2015,17,77,-99,-99,60,44,82,-99,61,-99,67,62,58,76,29,69,44,-99,59,76,-99,,,,,,,
13/02/2015,18,56,-99,-99,57,44,81,-99,60,-99,67,66,56,71,42,70,37,-99,61,82,-99,,,,,,,
13/02/2015,19,10,-99,-99,53,45,75,-99,63,-99,69,70,31,87,38,61,44,-99,60,67,-99,,,,,,,
13/02/2015,20,18,-99,-99,24,50,70,-99,42,-99,53,51,21,67,16,63,30,-99,52,27,-99,,,,,,,
13/02/2015,21,24,-99,-99,21,30,27,-99,32,-99,15,23,16,43,20,37,14,-99,30,23,-99,,,,,,,
13/02/2015,22,31,-99,-99,17,2,26,-99,24,-99,17,20,11,24,8,27,10,-99,17,25,-99,,,,,,,
13/02/2015,23,23,-99,-99,18,5,24,-99,17,-99,19,21,10,21,13,19,4,-99,10,20,-99,,,,,,,
13/02/2015,24,-99,-99,-99,30,10,26,-99,28,-99,26,22,8,22,11,23,12,-99,10,25,-99,,,,,,,
14/02/2015,1,23,-99,-99,24,11,23,-99,26,-99,29,21,21,23,13,26,15,-99,16,29,-99,,,,,,,
14/02/2015,2,25,-99,-99,27,18,20,-99,27,-99,29,17,19,16,7,25,17,-99,19,31,-99,,,,,,,
14/02/2015,3,19,-99,-99,24,16,21,-99,24,-99,29,23,12,17,14,15,16,-99,21,15,-99,,,,,,,
14/02/2015,4,17,-99,-99,24,14,21,-99,30,-99,24,20,12,17,15,20,14,-99,17,12,-99,,,,,,,
14/02/2015,5,16,-99,-99,31,19,11,-99,23,-99,24,22,13,19,20,18,9,-99,14,21,-99,,,,,,,
14/02/2015,6,19,-99,-99,38,19,23,-99,42,-99,25,24,23,28,27,19,16,-99,16,27,-99,,,,,,,
14/02/2015,7,17,-99,-99,40,16,24,-99,38,-99,35,32,23,23,25,20,25,-99,17,21,-99,,,,,,,
14/02/2015,8,24,-99,-99,41,19,33,-99,32,-99,35,29,27,20,32,23,34,-99,22,32,-99,,,,,,,
14/02/2015,9,23,-99,-99,41,25,38,-99,37,-99,28,38,32,27,29,30,28,-99,27,36,-99,,,,,,,
14/02/2015,10,38,-99,-99,42,26,31,-99,53,-99,43,41,30,34,38,41,28,-99,13,36,-99,,,,,,,
14/02/2015,11,57,-99,-99,49,32,51,-99,44,-99,56,45,33,54,46,54,31,-99,26,32,-99,,,,,,,
14/02/2015,12,69,-99,-99,48,57,81,-99,64,-99,60,45,36,82,53,51,46,-99,40,46,-99,,,,,,,
14/02/2015,13,82,-99,-99,53,66,82,-99,69,-99,65,56,51,90,72,78,46,-99,49,75,-99,,,,,,,
14/02/2015,14,82,-99,-99,59,68,88,-99,102,-99,69,61,69,91,89,65,35,-99,70,91,-99,,,,,,,
14/02/2015,15,78,-99,-99,65,55,84,-99,74,-99,90,64,78,88,88,75,44,-99,72,96,-99,,,,,,,
14/02/2015,16,70,-99,-99,64,49,82,-99,50,-99,64,59,84,74,92,65,38,-99,74,91,-99,,,,,,,
14/02/2015,17,60,-99,-99,53,44,53,-99,64,-99,70,51,77,53,81,45,46,-99,60,86,-99,,,,,,,
14/02/2015,18,58,-99,-99,51,29,56,-99,60,-99,68,43,72,57,46,47,61,-99,61,71,-99,,,,,,,
14/02/2015,19,53,-99,-99,50,25,60,-99,49,-99,55,40,72,52,45,38,54,-99,41,74,-99,,,,,,,
14/02/2015,20,56,-99,-99,49,22,70,-99,44,-99,51,37,43,44,51,41,52,-99,42,59,-99,,,,,,,
14/02/2015,21,64,-99,-99,48,23,56,-99,55,-99,52,39,51,64,47,49,44,-99,45,52,-99,,,,,,,
14/02/2015,22,62,-99,-99,43,22,48,-99,52,-99,48,32,50,58,55,47,40,-99,58,61,-99,,,,,,,
14/02/2015,23,52,-99,-99,46,26,39,-99,38,-99,43,33,54,48,61,48,39,-99,83,55,-99,,,,,,,
14/02/2015,24,40,-99,-99,60,33,49,-99,50,-99,55,43,61,57,48,51,47,-99,53,65,-99,,,,,,,
15/02/2015,1,46,-99,-99,47,46,72,-99,46,-99,49,44,66,54,38,52,55,-99,60,65,-99,,,,,,,
15/02/2015,2,50,-99,-99,42,51,71,-99,64,-99,45,48,51,51,50,57,53,-99,63,64,-99,,,,,,,
15/02/2015,3,52,-99,-99,41,51,72,-99,60,-99,47,54,40,50,35,39,39,-99,54,55,-99,,,,,,,
15/02/2015,4,44,-99,-99,44,50,67,-99,50,-99,40,58,42,40,53,30,31,-99,59,67,-99,,,,,,,
15/02/2015,5,44,-99,-99,41,45,64,-99,46,-99,42,55,56,36,57,24,30,-99,58,67,-99,,,,,,,
15/02/2015,6,32,-99,-99,39,44,69,-99,41,-99,44,54,63,27,52,19,33,-99,63,67,-99,,,,,,,
15/02/2015,7,22,-99,-99,45,29,81,-99,44,-99,44,52,58,33,50,21,39,-99,72,52,-99,,,,,,,
15/02/2015,8,26,-99,-99,49,27,73,-99,56,-99,56,52,45,40,36,20,45,-99,67,39,-99,,,,,,,
15/02/2015,9,39,-99,-99,56,38,71,-99,47,-99,54,58,56,53,34,34,41,-99,62,62,-99,,,,,,,
15/02/2015,10,44,-99,-99,63,47,79,-99,66,-99,60,64,68,69,64,51,41,-99,60,71,-99,,,,,,,
15/02/2015,11,63,-99,-99,82,61,96,-99,105,-99,79,75,75,71,55,54,57,-99,69,75,-99,,,,,,,
15/02/2015,12,47,-99,-99,95,50,64,-99,86,-99,84,83,78,48,54,24,43,-99,49,93,-99,,,,,,,
15/02/2015,13,29,-99,-99,78,35,34,-99,44,-99,70,71,69,53,44,15,53,-99,50,51,-99,,,,,,,
15/02/2015,14,27,-99,-99,44,22,9,-99,67,-99,38,38,46,35,32,19,29,-99,41,46,-99,,,,,,,
15/02/2015,15,16,-99,-99,42,19,41,-99,11,-99,31,38,43,41,44,55,5,-99,-99,15,-99,,,,,,,
15/02/2015,16,18,-99,-99,34,5,21,-99,61,-99,38,42,17,27,74,17,20,-99,-99,-99,-99,,,,,,,
15/02/2015,17,8,-99,-99,39,1,6,-99,16,-99,25,27,-99,20,38,34,15,-99,-99,11,-99,,,,,,,
15/02/2015,18,15,-99,-99,36,5,20,-99,11,-99,12,20,-99,17,20,31,2,-99,-99,1,-99,,,,,,,
15/02/2015,19,13,-99,-99,29,7,12,-99,21,-99,13,12,-99,-99,29,13,2,-99,-99,7,-99,,,,,,,
15/02/2015,20,11,-99,-99,16,10,21,-99,10,-99,17,8,16,-99,33,14,19,-99,15,16,-99,,,,,,,
15/02/2015,21,14,-99,-99,30,7,19,-99,19,-99,27,4,12,-99,19,14,22,-99,25,19,-99,,,,,,,
15/02/2015,22,15,-99,-99,24,17,26,-99,1,-99,18,9,13,32,31,11,21,-99,17,17,-99,,,,,,,
15/02/2015,23,17,-99,-99,14,20,30,-99,11,-99,13,8,13,15,11,20,26,-99,25,19,-99,,,,,,,
15/02/2015,24,16,-99,-99,17,20,31,-99,12,-99,14,3,14,16,17,4,28,-99,25,23,-99,,,,,,,
16/02/2015,1,14,-99,-99,8,23,29,-99,15,-99,19,4,25,12,14,1,20,10,24,26,-99,,,,,,,
16/02/2015,2,19,-99,-99,11,21,30,-99,25,-99,14,11,23,13,18,4,24,17,26,20,-99,,,,,,,
16/02/2015,3,12,-99,-99,16,14,27,-99,25,-99,20,13,18,16,20,11,20,11,22,33,-99,,,,,,,
16/02/2015,4,18,-99,-99,12,18,20,-99,26,-99,19,17,19,15,24,8,19,13,20,41,-99,,,,,,,
16/02/2015,5,16,-99,-99,11,18,14,-99,21,-99,19,22,20,17,16,10,18,12,15,24,-99,,,,,,,
16/02/2015,6,17,-99,-99,22,10,13,-99,21,-99,29,20,21,12,27,5,22,12,22,30,-99,,,,,,,
16/02/2015,7,19,-99,-99,24,13,18,-99,26,-99,36,26,23,14,27,10,33,17,23,18,-99,,,,,,,
16/02/2015,8,21,-99,-99,28,14,16,-99,26,-99,49,22,26,14,42,3,45,20,24,28,-99,,,,,,,
16/02/2015,9,20,-99,-99,30,11,21,-99,41,-99,44,27,29,18,42,16,19,31,17,34,-99,,,,,,,
16/02/2015,10,19,-99,-99,42,17,24,-99,65,-99,48,25,31,27,20,28,25,40,17,29,-99,,,,,,,
16/02/2015,11,21,-99,-99,53,12,24,-99,62,-99,34,27,26,21,18,8,13,65,11,35,-99,,,,,,,
16/02/2015,12,33,-99,-99,57,15,-99,-99,23,-99,23,28,22,15,21,25,19,51,1,10,-99,,,,,,,
16/02/2015,13,26,-99,-99,19,15,20,-99,-99,-99,19,19,20,25,13,43,9,43,6,16,-99,,,,,,,
16/02/2015,14,19,-99,-99,29,10,6,-99,20,-99,13,15,9,17,12,23,3,21,-99,24,-99,,,,,,,
16/02/2015,15,10,-99,-99,19,14,21,-99,3,-99,23,4,14,4,16,29,8,13,12,31,-99,,,,,,,
16/02/2015,16,-99,-99,-99,10,11,-99,-99,6,-99,5,2,9,10,8,22,12,5,7,28,-99,,,,,,,
16/02/2015,17,9,-99,-99,10,8,5,-99,5,-99,2,10,11,5,6,19,5,3,10,17,-99,,,,,,,
16/02/2015,18,7,-99,-99,3,6,25,-99,14,-99,8,9,13,13,15,19,9,11,17,18,-99,,,,,,,
16/02/2015,19,12,-99,-99,8,16,17,-99,24,-99,13,5,20,8,9,4,19,8,19,13,-99,,,,,,,
16/02/2015,20,6,-99,-99,6,13,13,-99,22,-99,20,6,17,4,12,10,23,6,24,20,-99,,,,,,,
16/02/2015,21,8,-99,-99,14,14,12,-99,17,-99,7,4,21,16,9,-99,14,3,23,19,-99,,,,,,,
16/02/2015,22,3,-99,-99,7,3,7,-99,4,-99,10,7,13,6,19,-99,7,4,11,2,-99,,,,,,,
16/02/2015,23,4,-99,-99,4,8,8,-99,1,-99,6,6,4,8,-99,-99,5,4,3,9,-99,,,,,,,
16/02/2015,24,2,-99,-99,5,1,7,-99,12,-99,4,5,7,11,3,-99,4,6,3,6,-99,,,,,,,
17/02/2015,1,2,-99,-99,10,-99,5,-99,7,-99,6,4,4,-99,5,-99,11,7,6,4,-99,,,,,,,
17/02/2015,2,2,-99,-99,9,5,7,-99,3,-99,6,4,7,6,10,-99,5,7,2,3,-99,,,,,,,
17/02/2015,3,6,-99,-99,4,8,5,-99,5,-99,8,4,8,7,2,-99,4,11,12,4,-99,,,,,,,
17/02/2015,4,9,-99,-99,8,9,9,-99,9,-99,5,8,6,5,2,-99,8,5,10,10,-99,,,,,,,
17/02/2015,5,8,-99,-99,8,9,7,-99,10,-99,13,9,12,8,8,-99,7,14,12,15,-99,,,,,,,
17/02/2015,6,5,-99,-99,8,5,10,-99,10,-99,14,7,9,5,11,-99,15,14,12,18,-99,,,,,,,
17/02/2015,7,4,-99,-99,18,7,11,-99,10,-99,20,13,19,6,17,-99,14,20,18,23,-99,,,,,,,
17/02/2015,8,3,-99,-99,19,12,20,-99,15,-99,25,15,19,12,20,-99,18,23,19,22,-99,,,,,,,
17/02/2015,9,3,-99,-99,15,18,22,-99,20,-99,9,8,24,6,19,-99,19,29,14,15,-99,,,,,,,
17/02/2015,10,3,-99,-99,18,8,24,-99,34,-99,7,16,20,16,47,-99,13,13,-99,17,-99,,,,,,,
17/02/2015,11,6,-99,-99,18,14,19,-99,-99,-99,18,16,15,16,26,-99,7,30,-99,-99,-99,,,,,,,
17/02/2015,12,13,-99,-99,-99,11,13,-99,17,-99,12,21,8,19,29,-99,11,35,-99,12,-99,,,,,,,
17/02/2015,13,17,-99,-99,-99,12,26,-99,7,-99,60,23,15,18,17,-99,12,10,-99,35,-99,,,,,,,
17/02/2015,14,25,-99,-99,-99,18,44,-99,35,-99,22,15,27,24,11,-99,14,17,12,9,-99,,,,,,,
17/02/2015,15,25,-99,-99,-99,16,-99,-99,9,-99,20,14,22,19,16,-99,10,18,12,14,-99,,,,,,,
17/02/2015,16,19,-99,-99,21,7,10,-99,27,-99,20,18,10,10,11,-99,5,18,18,16,-99,,,,,,,
17/02/2015,17,15,-99,-99,15,14,8,-99,9,-99,16,16,16,13,16,-99,11,11,13,12,-99,,,,,,,
17/02/2015,18,10,-99,-99,2,12,11,-99,19,-99,16,12,18,13,21,-99,17,13,18,20,-99,,,,,,,
17/02/2015,19,14,-99,-99,6,7,7,-99,3,-99,14,12,-99,17,4,-99,23,10,13,14,-99,,,,,,,
17/02/2015,20,12,-99,-99,12,17,18,-99,7,-99,15,11,15,4,5,-99,24,12,21,16,-99,,,,,,,
17/02/2015,21,15,-99,-99,12,19,25,-99,7,-99,20,11,18,6,21,-99,18,23,21,20,-99,,,,,,,
17/02/2015,22,13,-99,-99,14,19,31,-99,28,-99,18,16,19,12,21,-99,20,20,27,18,-99,,,,,,,
17/02/2015,23,15,-99,-99,16,18,29,-99,19,-99,24,18,21,24,25,-99,27,20,32,26,-99,,,,,,,
17/02/2015,24,16,-99,-99,20,23,31,-99,31,-99,20,24,24,13,28,-99,29,26,30,23,-99,,,,,,,
18/02/2015,1,15,-99,-99,26,13,-99,-99,26,-99,29,18,36,18,27,14,24,23,23,29,-99,,,,,,,
18/02/2015,2,14,-99,-99,19,17,-99,-99,21,-99,15,17,43,17,29,16,28,17,26,16,-99,,,,,,,
18/02/2015,3,12,-99,-99,20,16,-99,-99,17,-99,31,20,39,17,33,13,20,13,21,26,-99,,,,,,,
18/02/2015,4,17,-99,-99,18,12,-99,-99,29,-99,23,23,55,15,29,15,23,15,22,24,-99,,,,,,,
18/02/2015,5,16,-99,-99,27,18,-99,-99,28,-99,17,19,39,19,30,13,39,20,24,26,-99,,,,,,,
18/02/2015,6,15,-99,-99,43,21,-99,-99,26,-99,30,18,27,15,24,14,43,23,30,27,-99,,,,,,,
18/02/2015,7,14,-99,-99,40,21,-99,-99,27,-99,40,22,27,23,22,16,33,25,28,25,-99,,,,,,,
18/02/2015,8,18,-99,-99,29,27,-99,-99,37,-99,46,25,34,23,34,19,39,27,28,43,-99,,,,,,,
18/02/2015,9,19,-99,-99,37,18,-99,-99,19,-99,53,31,24,17,47,21,20,39,21,50,-99,,,,,,,
18/02/2015,10,-99,-99,-99,50,20,-99,-99,17,-99,51,37,38,26,61,-99,34,58,18,64,-99,,,,,,,
18/02/2015,11,29,-99,-99,62,24,-99,-99,62,-99,57,36,50,35,50,14,30,81,30,66,-99,,,,,,,
18/02/2015,12,40,-99,-99,59,24,-99,-99,65,-99,36,35,24,21,33,23,15,66,15,26,-99,,,,,,,
18/02/2015,13,44,-99,-99,30,27,-99,-99,71,-99,33,46,-99,45,19,47,9,50,16,23,-99,,,,,,,
18/02/2015,14,37,-99,-99,40,20,-99,-99,37,-99,31,47,12,34,28,26,11,43,8,24,-99,,,,,,,
18/02/2015,15,30,-99,-99,40,16,-99,-99,51,-99,19,39,12,20,33,-99,8,39,4,5,-99,,,,,,,
18/02/2015,16,24,-99,-99,33,17,-99,-99,26,-99,28,26,23,15,48,10,14,38,16,34,-99,,,,,,,
18/02/2015,17,21,-99,-99,25,12,-99,-99,15,-99,28,17,24,15,46,28,24,56,11,41,-99,,,,,,,
18/02/2015,18,14,-99,-99,39,19,-99,-99,12,-99,10,27,30,18,37,3,21,50,20,42,-99,,,,,,,
18/02/2015,19,18,-99,-99,43,18,-99,-99,28,-99,8,35,27,17,25,34,19,27,18,18,-99,,,,,,,
18/02/2015,20,31,-99,-99,39,19,-99,-99,32,-99,12,27,-99,29,29,22,25,18,19,19,-99,,,,,,,
18/02/2015,21,23,-99,-99,21,21,-99,-99,6,-99,28,26,23,32,14,16,24,21,17,31,-99,,,,,,,
18/02/2015,22,23,-99,-99,23,20,-99,-99,13,-99,24,29,18,19,32,22,23,22,22,22,-99,,,,,,,
18/02/2015,23,21,-99,-99,28,19,-99,-99,24,-99,34,23,22,42,24,14,27,26,25,28,-99,,,,,,,
18/02/2015,24,19,-99,-99,29,24,-99,-99,41,-99,31,18,17,28,24,15,20,30,34,22,-99,,,,,,,
19/02/2015,1,21,-99,-99,33,21,27,-99,32,-99,34,22,30,15,20,10,37,24,27,28,-99,,,,,,,
19/02/2015,2,21,-99,-99,24,20,27,-99,30,-99,30,24,29,14,14,9,23,11,31,28,-99,,,,,,,
19/02/2015,3,18,-99,-99,19,22,23,-99,22,-99,15,18,23,29,17,17,25,15,28,22,-99,,,,,,,
19/02/2015,4,18,-99,-99,19,19,20,-99,17,-99,28,17,20,-99,18,14,22,24,24,20,-99,,,,,,,
19/02/2015,5,21,-99,-99,27,20,16,-99,21,-99,27,17,24,18,29,17,26,27,25,59,-99,,,,,,,
19/02/2015,6,19,-99,-99,23,17,17,-99,23,-99,25,23,25,20,27,20,27,21,20,56,-99,,,,,,,
19/02/2015,7,18,-99,-99,31,17,24,-99,31,-99,31,32,25,24,37,21,33,32,25,39,-99,,,,,,,
19/02/2015,8,22,-99,-99,51,26,23,-99,45,-99,36,27,26,28,35,24,31,45,32,36,-99,,,,,,,
19/02/2015,9,30,-99,-99,50,24,39,-99,43,-99,43,28,33,37,40,44,23,36,24,28,-99,,,,,,,
19/02/2015,10,38,-99,-99,38,28,47,-99,60,-99,60,31,34,39,51,36,27,46,24,36,-99,,,,,,,
19/02/2015,11,-99,-99,-99,43,40,59,-99,13,-99,54,33,-99,38,49,2,38,51,35,54,-99,,,,,,,
19/02/2015,12,48,-99,-99,39,39,24,-99,70,-99,47,42,-99,52,24,11,25,49,31,30,-99,,,,,,,
19/02/2015,13,41,-99,-99,54,24,66,-99,11,-99,48,35,35,27,22,-99,22,27,31,30,-99,,,,,,,
19/02/2015,14,39,-99,-99,45,19,39,-99,-99,-99,48,41,27,28,17,-99,31,24,20,52,-99,,,,,,,
19/02/2015,15,44,-99,-99,35,28,56,-99,-99,-99,51,32,38,41,25,-99,35,33,20,63,-99,,,,,,,
19/02/2015,16,51,-99,-99,37,28,48,-99,76,-99,60,37,35,40,33,51,9,42,32,40,-99,,,,,,,
19/02/2015,17,37,-99,-99,39,25,54,-99,42,-99,46,31,27,37,34,58,21,28,32,-99,-99,,,,,,,
19/02/2015,18,42,-99,-99,37,33,50,-99,60,-99,38,35,28,36,28,61,28,27,28,26,-99,,,,,,,
19/02/2015,19,38,-99,-99,33,31,45,-99,18,-99,29,27,35,31,24,45,29,33,33,34,-99,,,,,,,
19/02/2015,20,34,-99,-99,28,24,31,-99,19,-99,35,19,27,24,24,29,29,19,29,36,-99,,,,,,,
19/02/2015,21,31,-99,-99,19,15,22,-99,15,-99,12,19,24,23,13,11,19,24,22,27,-99,,,,,,,
19/02/2015,22,24,-99,-99,21,20,25,-99,23,-99,16,24,31,31,21,21,17,23,13,23,-99,,,,,,,
19/02/2015,23,19,-99,-99,23,18,29,-99,8,-99,28,22,26,29,24,20,16,25,27,30,-99,,,,,,,
19/02/2015,24,16,-99,-99,27,15,34,-99,25,-99,19,23,19,26,27,12,24,20,34,24,-99,,,,,,,
20/02/2015,1,17,-99,-99,38,7,25,-99,33,-99,26,25,15,29,27,17,29,20,36,27,-99,,,,,,,
20/02/2015,2,18,-99,-99,30,-99,25,-99,32,-99,31,18,32,12,33,13,28,15,28,21,-99,,,,,,,
20/02/2015,3,17,-99,-99,26,19,24,-99,26,-99,30,18,30,17,24,10,26,25,31,31,-99,,,,,,,
20/02/2015,4,10,-99,-99,32,17,25,-99,34,-99,25,23,39,15,28,13,30,18,35,41,-99,,,,,,,
20/02/2015,5,13,-99,-99,46,15,40,-99,24,-99,28,26,27,16,38,13,20,24,35,45,-99,,,,,,,
20/02/2015,6,11,-99,-99,48,13,34,-99,30,-99,33,33,39,14,35,13,30,21,31,41,-99,,,,,,,
20/02/2015,7,13,-99,-99,37,15,23,-99,39,-99,48,38,37,13,32,17,35,33,34,45,-99,,,,,,,
20/02/2015,8,22,-99,-99,51,18,32,-99,46,-99,50,38,34,15,41,19,44,38,34,38,-99,,,,,,,
20/02/2015,9,27,-99,-99,66,21,42,-99,30,-99,39,40,29,28,50,18,28,60,26,38,-99,,,,,,,
20/02/2015,10,32,-99,-99,66,27,45,-99,44,-99,50,58,37,45,45,26,28,76,23,44,-99,,,,,,,
20/02/2015,11,29,-99,-99,54,39,69,-99,70,-99,39,55,41,45,35,59,30,59,33,40,-99,,,,,,,
20/02/2015,12,18,-99,-99,27,36,31,-99,29,-99,43,29,29,40,37,35,18,37,25,27,-99,,,,,,,
20/02/2015,13,30,-99,-99,47,19,38,-99,62,-99,47,30,20,39,38,44,19,30,7,37,-99,,,,,,,
20/02/2015,14,39,-99,-99,42,23,39,-99,24,-99,41,44,28,36,28,44,14,20,15,46,-99,,,,,,,
20/02/2015,15,38,-99,-99,44,22,30,-99,62,-99,60,41,34,33,29,27,17,19,14,41,-99,,,,,,,
20/02/2015,16,35,-99,-99,29,22,39,-99,12,-99,39,-99,36,23,25,43,18,5,25,50,-99,,,,,,,
20/02/2015,17,31,-99,-99,24,23,26,-99,23,-99,27,-99,27,-99,-99,43,16,21,26,19,-99,,,,,,,
20/02/2015,18,-99,-99,-99,22,21,30,-99,20,-99,-99,-99,20,-99,-99,13,19,26,21,37,-99,,,,,,,
20/02/2015,19,-99,-99,-99,22,17,27,-99,50,-99,32,-99,25,28,29,23,30,50,19,24,-99,,,,,,,
20/02/2015,20,-99,-99,-99,20,23,21,-99,41,-99,21,-99,26,20,33,22,22,24,13,24,-99,,,,,,,
20/02/2015,21,-99,-99,-99,21,21,24,-99,34,-99,24,18,23,65,17,29,20,29,14,21,-99,,,,,,,
20/02/2015,22,-99,-99,-99,19,19,22,-99,18,-99,24,14,20,15,21,18,20,26,14,18,-99,,,,,,,
20/02/2015,23,-99,-99,-99,19,21,25,-99,9,-99,23,12,18,16,37,16,23,25,12,17,-99,,,,,,,
