FECHA,HORA,AJM,AJU,BJU,CAM,CCA,COY,GAM,HGM,INN,MER,MGH,NEZ,PED,SAG,SFE,SJA,TLA,UAX,UIZ,XAL,,,,,,,
17/05/2015,10,20,-99,-99,47,14,-99,-99,36,-99,29,33,19,34,5,16,14,54,7,24,34,,,,,,,
17/05/2015,11,17,-99,-99,37,7,-99,-99,44,-99,48,23,14,23,29,-99,14,49,8,39,31,,,,,,,
17/05/2015,12,21,-99,-99,30,13,-99,-99,27,-99,38,32,20,36,20,-99,18,29,16,47,31,,,,,,,
17/05/2015,13,23,-99,-99,37,14,-99,-99,29,-99,30,36,14,28,22,-99,16,28,13,45,23,,,,,,,
17/05/2015,14,20,-99,-99,23,13,-99,-99,24,-99,35,24,14,23,-99,-99,7,26,19,32,9,,,,,,,
17/05/2015,15,23,-99,-99,24,14,-99,-99,7,-99,36,23,11,27,41,16,8,28,19,16,17,,,,,,,
17/05/2015,16,22,-99,-99,37,16,-99,-99,20,-99,25,24,11,26,29,20,7,27,16,20,12,,,,,,,
17/05/2015,17,21,-99,-99,41,25,-99,-99,13,-99,21,18,19,16,24,20,27,18,18,7,3,,,,,,,
17/05/2015,18,29,-99,-99,19,35,-99,-99,1,-99,14,30,20,42,9,22,22,17,23,18,14,,,,,,,
17/05/2015,19,24,-99,-99,1,19,-99,-99,22,-99,21,22,13,21,33,25,20,24,26,21,23,,,,,,,
17/05/2015,20,22,-99,-99,27,24,-99,-99,29,-99,18,26,14,24,37,36,19,16,24,26,4,,,,,,,
17/05/2015,21,16,-99,-99,15,18,-99,-99,32,-99,26,23,22,16,42,21,21,15,21,31,1,,,,,,,
17/05/2015,22,17,-99,-99,22,16,-99,-99,24,-99,9,22,19,16,22,19,16,21,20,19,21,,,,,,,
17/05/2015,23,14,-99,-99,29,15,-99,-99,26,-99,24,24,21,23,14,8,22,19,28,30,9,,,,,,,
17/05/2015,24,14,-99,-99,23,15,-99,-99,29,-99,32,24,18,10,22,16,24,25,22,19,31,,,,,,,
18/05/2015,1,12,-99,-99,24,20,-99,-99,21,-99,25,18,11,19,23,11,10,25,21,36,24,,,,,,,
18/05/2015,2,12,-99,-99,23,17,-99,-99,27,-99,19,21,23,15,25,13,24,20,21,32,29,,,,,,,
18/05/2015,3,12,-99,-99,21,11,-99,-99,23,-99,22,18,19,10,18,16,22,14,19,25,27,,,,,,,
18/05/2015,4,12,-99,-99,13,11,-99,-99,18,-99,22,16,24,9,25,15,23,27,19,23,25,,,,,,,
18/05/2015,5,10,-99,-99,22,10,-99,-99,11,-99,21,26,26,8,22,13,22,25,17,22,34,,,,,,,
18/05/2015,6,14,-99,-99,23,13,-99,-99,20,-99,28,26,21,4,27,12,23,21,19,27,41,,,,,,,
18/05/2015,7,16,-99,-99,26,11,-99,-99,20,-99,26,24,26,15,19,12,30,22,18,32,39,,,,,,,
18/05/2015,8,17,-99,-99,27,14,-99,-99,12,-99,30,28,25,10,18,20,29,36,16,30,46,,,,,,,
18/05/2015,9,21,-99,-99,40,15,-99,-99,56,-99,31,30,21,19,26,1,18,51,13,29,78,,,,,,,
18/05/2015,10,20,-99,-99,54,20,-99,-99,57,-99,48,24,27,37,52,27,26,45,23,49,70,,,,,,,
18/05/2015,11,19,-99,-99,53,24,-99,-99,35,-99,38,25,34,31,50,-99,29,23,25,45,51,,,,,,,
18/05/2015,12,30,-99,-99,35,22,-99,-99,40,-99,35,30,36,12,27,-99,20,29,20,45,26,,,,,,,
18/05/2015,13,25,-99,-99,38,20,-99,-99,31,-99,16,30,17,27,21,24,14,31,22,20,29,,,,,,,
18/05/2015,14,25,-99,-99,25,12,-99,-99,25,-99,29,32,5,26,15,28,4,20,5,25,27,,,,,,,
18/05/2015,15,25,-99,-99,24,13,-99,-99,16,-99,15,15,9,20,15,18,7,9,5,11,23,,,,,,,
18/05/2015,16,16,-99,-99,25,10,-99,-99,21,-99,20,8,6,16,14,12,2,19,13,11,12,,,,,,,
18/05/2015,17,11,-99,-99,36,9,-99,-99,17,-99,27,27,10,21,26,14,12,34,12,6,7,,,,,,,
18/05/2015,18,28,-99,-99,25,26,-99,-99,20,-99,10,17,15,25,18,36,16,13,17,25,26,,,,,,,
18/05/2015,19,19,-99,-99,20,16,-99,-99,22,-99,18,17,12,15,15,25,17,21,15,30,24,,,,,,,
18/05/2015,20,13,-99,-99,22,18,-99,-99,23,-99,8,18,11,13,20,18,18,21,9,12,2,,,,,,,
18/05/2015,21,13,-99,-99,16,12,-99,-99,11,-99,33,14,14,29,39,19,23,19,14,16,14,,,,,,,
18/05/2015,22,14,-99,-99,19,18,-99,-99,10,-99,14,17,14,12,29,14,18,21,17,15,39,,,,,,,
18/05/2015,23,12,-99,-99,26,18,-99,-99,32,-99,20,18,13,21,16,15,18,22,17,20,18,,,,,,,
18/05/2015,24,13,-99,-99,31,16,-99,-99,16,-99,27,22,20,15,19,20,22,21,21,20,19,,,,,,,
19/05/2015,1,13,-99,-99,26,15,-99,-99,22,-99,29,22,23,16,17,14,27,25,17,29,21,,,,,,,
19/05/2015,2,16,-99,-99,20,15,-99,-99,26,-99,27,24,24,17,27,14,29,26,19,31,28,,,,,,,
19/05/2015,3,14,-99,-99,31,12,-99,-99,26,-99,31,23,23,19,19,11,28,23,15,16,35,,,,,,,
19/05/2015,4,20,-99,-99,31,12,-99,-99,26,-99,34,25,23,13,30,11,19,36,27,32,39,,,,,,,
19/05/2015,5,21,-99,-99,26,14,-99,-99,31,-99,33,28,22,22,20,10,24,27,26,24,33,,,,,,,
19/05/2015,6,21,-99,-99,24,15,-99,-99,35,-99,45,27,23,20,34,14,32,39,25,30,58,,,,,,,
19/05/2015,7,19,-99,-99,40,23,-99,-99,39,-99,44,26,24,16,42,21,35,58,31,25,56,,,,,,,
19/05/2015,8,25,-99,-99,48,15,-99,-99,48,-99,47,33,25,8,48,21,26,51,26,32,57,,,,,,,
19/05/2015,9,30,-99,-99,58,29,-99,-99,30,-99,44,45,34,46,44,34,22,65,31,41,57,,,,,,,
19/05/2015,10,46,-99,-99,79,35,-99,-99,32,-99,48,-99,33,48,44,39,30,73,36,50,50,,,,,,,
19/05/2015,11,49,-99,-99,67,42,-99,-99,52,-99,56,-99,38,52,51,28,31,85,38,66,48,,,,,,,
19/05/2015,12,44,-99,-99,47,43,-99,-99,54,-99,43,-99,26,55,39,73,24,81,44,43,62,,,,,,,
19/05/2015,13,43,-99,-99,50,33,-99,-99,47,-99,63,-99,19,62,28,98,22,51,24,31,52,,,,,,,
19/05/2015,14,43,-99,-99,41,19,-99,-99,41,-99,45,45,12,48,24,54,23,27,13,31,42,,,,,,,
19/05/2015,15,44,-99,-99,29,24,-99,-99,41,-99,28,19,12,44,21,16,11,32,23,27,27,,,,,,,
19/05/2015,16,36,-99,-99,24,30,-99,-99,15,-99,31,10,17,31,24,19,15,31,22,20,25,,,,,,,
19/05/2015,17,20,-99,-99,47,21,-99,-99,56,-99,52,21,31,14,24,27,29,50,29,24,33,,,,,,,
19/05/2015,18,31,-99,-99,42,16,-99,-99,35,-99,-99,29,22,29,23,23,28,25,22,26,37,,,,,,,
19/05/2015,19,35,-99,-99,24,24,-99,-99,1,-99,-99,29,18,32,23,34,30,25,30,25,38,,,,,,,
19/05/2015,20,33,-99,-99,20,24,-99,-99,29,-99,26,29,13,38,19,33,16,27,18,24,28,,,,,,,
19/05/2015,21,31,-99,-99,28,27,-99,-99,16,-99,24,24,17,36,22,36,21,30,28,36,28,,,,,,,
19/05/2015,22,28,-99,-99,34,32,-99,-99,19,-99,24,28,17,33,27,26,15,35,30,25,32,,,,,,,
19/05/2015,23,17,-99,-99,39,29,-99,-99,41,-99,22,29,24,14,25,10,17,42,30,47,44,,,,,,,
19/05/2015,24,8,-99,-99,35,11,-99,-99,41,-99,38,29,29,11,29,18,25,35,26,55,45,,,,,,,
20/05/2015,1,15,-99,-99,41,18,-99,-99,27,-99,36,27,34,20,30,28,33,37,35,53,33,,,,,,,
20/05/2015,2,21,-99,-99,37,14,-99,-99,46,-99,39,26,33,23,28,21,29,-99,27,52,33,,,,,,,
20/05/2015,3,24,-99,-99,36,20,-99,-99,32,-99,35,23,37,7,24,21,20,-99,25,48,36,,,,,,,
20/05/2015,4,29,-99,-99,34,22,-99,-99,19,-99,40,22,34,26,22,20,26,-99,29,32,34,,,,,,,
20/05/2015,5,30,-99,-99,31,24,-99,-99,37,-99,34,25,36,31,34,28,34,32,34,40,33,,,,,,,
20/05/2015,6,28,-99,-99,38,23,-99,-99,35,-99,48,28,29,29,32,27,28,33,31,46,62,,,,,,,
20/05/2015,7,32,-99,-99,39,29,-99,-99,40,-99,43,38,28,22,42,42,38,35,33,36,59,,,,,,,
20/05/2015,8,37,-99,-99,40,28,-99,-99,31,-99,41,36,36,36,50,39,26,41,27,44,62,,,,,,,
20/05/2015,9,38,-99,-99,50,30,-99,-99,44,-99,55,46,37,50,23,44,32,49,38,48,48,,,,,,,
20/05/2015,10,41,-99,-99,50,35,-99,-99,40,-99,-99,61,42,57,37,67,56,46,41,45,53,,,,,,,
20/05/2015,11,48,-99,-99,40,34,-99,-99,54,-99,-99,57,46,48,48,26,50,47,36,76,75,,,,,,,
20/05/2015,12,37,-99,-99,52,30,-99,-99,52,-99,57,49,48,45,51,25,52,53,35,57,76,,,,,,,
20/05/2015,13,51,-99,-99,43,31,-99,-99,47,-99,51,41,48,57,47,57,45,35,41,72,74,,,,,,,
20/05/2015,14,47,-99,-99,42,24,-99,-99,61,-99,63,32,51,50,30,41,32,16,31,68,46,,,,,,,
20/05/2015,15,44,-99,-99,30,26,-99,-99,46,-99,22,23,22,35,37,36,8,12,33,46,39,,,,,,,
20/05/2015,16,41,-99,-99,25,27,-99,-99,1,-99,15,28,10,30,27,29,12,25,33,16,20,,,,,,,
20/05/2015,17,8,-99,-99,25,19,-99,-99,1,-99,32,23,7,1,18,15,37,25,25,14,16,,,,,,,
20/05/2015,18,5,-99,-99,9,12,-99,-99,11,-99,1,16,6,25,14,14,6,16,2,21,13,,,,,,,
20/05/2015,19,11,-99,-99,21,11,-99,-99,20,-99,32,13,4,6,54,12,3,16,4,23,32,,,,,,,
20/05/2015,20,9,-99,-99,11,4,-99,-99,10,-99,18,19,11,14,29,7,8,26,9,13,35,,,,,,,
20/05/2015,21,10,-99,-99,17,12,-99,-99,38,-99,27,18,11,6,46,1,21,22,7,12,39,,,,,,,
20/05/2015,22,7,-99,-99,19,9,-99,-99,13,-99,30,14,12,19,14,12,18,20,18,32,43,,,,,,,
20/05/2015,23,8,-99,-99,21,9,-99,-99,23,-99,20,11,19,17,35,12,19,18,20,13,23,,,,,,,
20/05/2015,24,11,-99,-99,24,16,-99,-99,24,-99,23,16,21,11,27,10,23,23,13,18,26,,,,,,,
21/05/2015,1,16,-99,-99,16,15,34,-99,12,-99,20,14,35,4,45,-99,33,20,18,31,34,,,,,,,
21/05/2015,2,14,-99,-99,15,11,14,-99,19,-99,23,17,36,1,39,-99,29,22,28,32,40,,,,,,,
21/05/2015,3,15,-99,-99,17,15,18,-99,21,-99,18,12,32,9,23,-99,27,22,31,24,31,,,,,,,
21/05/2015,4,15,-99,-99,13,14,26,-99,24,-99,32,11,34,21,17,-99,25,23,20,33,33,,,,,,,
21/05/2015,5,9,-99,-99,19,14,27,-99,27,-99,19,18,36,18,41,-99,24,28,21,25,43,,,,,,,
21/05/2015,6,7,-99,-99,22,11,29,-99,27,-99,23,20,18,3,26,-99,23,22,22,33,65,,,,,,,
21/05/2015,7,13,-99,-99,27,17,16,-99,27,-99,20,19,21,15,37,-99,31,34,26,36,67,,,,,,,
21/05/2015,8,13,-99,-99,30,13,45,-99,30,-99,30,19,23,23,41,-99,24,44,25,37,57,,,,,,,
21/05/2015,9,18,-99,-99,46,20,57,-99,17,-99,38,25,24,22,61,-99,27,52,24,49,56,,,,,,,
21/05/2015,10,35,-99,-99,38,26,60,-99,44,-99,61,39,28,40,60,-99,32,51,22,47,64,,,,,,,
21/05/2015,11,33,-99,-99,60,36,68,-99,73,-99,53,51,31,46,43,-99,37,54,43,45,79,,,,,,,
21/05/2015,12,32,-99,-99,64,37,60,-99,49,-99,53,60,34,50,32,-99,24,56,38,46,61,,,,,,,
21/05/2015,13,45,-99,-99,71,27,52,-99,46,-99,30,58,19,33,27,-99,36,55,39,38,35,,,,,,,
21/05/2015,14,33,-99,-99,58,19,40,-99,40,-99,33,41,15,48,33,-99,6,35,16,22,30,,,,,,,
21/05/2015,15,21,-99,-99,22,18,1,-99,11,-99,5,18,4,34,23,-99,1,26,4,6,20,,,,,,,
21/05/2015,16,15,-99,-99,28,7,32,-99,15,-99,9,13,7,20,5,-99,4,18,7,20,12,,,,,,,
21/05/2015,17,16,-99,-99,21,9,65,-99,13,-99,11,12,7,12,11,-99,3,15,7,11,20,,,,,,,
21/05/2015,18,10,-99,-99,31,7,28,-99,11,-99,23,22,17,21,25,-99,17,23,15,1,19,,,,,,,
21/05/2015,19,16,-99,-99,22,18,21,-99,38,-99,1,19,16,15,23,-99,16,19,20,15,26,,,,,,,
21/05/2015,20,12,-99,-99,26,11,20,-99,35,-99,1,15,16,14,20,-99,25,17,16,14,9,,,,,,,
21/05/2015,21,16,-99,-99,19,16,40,-99,1,-99,26,22,17,19,40,-99,22,33,15,21,10,,,,,,,
21/05/2015,22,20,-99,-99,18,17,25,-99,1,-99,14,18,18,14,27,-99,20,21,19,18,25,,,,,,,
21/05/2015,23,16,-99,-99,21,17,36,-99,31,-99,25,15,19,17,20,-99,20,23,20,19,18,,,,,,,
21/05/2015,24,22,-99,-99,24,19,31,-99,19,-99,21,16,15,30,12,-99,24,25,-99,19,21,,,,,,,
22/05/2015,1,22,-99,-99,18,31,24,-99,19,-99,17,19,20,21,15,-99,44,20,-99,15,16,,,,,,,
22/05/2015,2,5,-99,-99,14,18,29,-99,18,-99,20,16,19,20,5,-99,19,14,-99,16,10,,,,,,,
22/05/2015,3,1,-99,-99,12,8,15,-99,4,-99,11,6,8,1,9,-99,17,4,-99,1,15,,,,,,,
22/05/2015,4,6,-99,-99,8,4,18,-99,11,-99,10,4,4,1,17,-99,5,3,-99,4,13,,,,,,,
22/05/2015,5,7,-99,-99,11,4,19,-99,10,-99,24,10,8,1,12,-99,11,18,-99,10,18,,,,,,,
22/05/2015,6,10,-99,-99,19,9,31,-99,20,-99,20,14,13,1,21,-99,18,14,-99,15,14,,,,,,,
22/05/2015,7,6,-99,-99,20,6,21,-99,11,-99,38,15,18,15,22,-99,17,13,-99,17,21,,,,,,,
22/05/2015,8,11,-99,-99,18,12,25,-99,23,-99,40,16,17,31,16,-99,19,16,-99,23,25,,,,,,,
22/05/2015,9,16,-99,-99,20,14,25,-99,24,-99,39,17,18,9,27,-99,16,15,-99,14,14,,,,,,,
22/05/2015,10,16,-99,-99,25,16,26,-99,15,-99,17,24,18,23,23,-99,16,24,-99,24,28,,,,,,,
22/05/2015,11,20,-99,-99,40,18,40,-99,45,-99,38,28,13,26,55,-99,8,34,-99,30,31,,,,,,,
22/05/2015,12,24,-99,-99,23,16,53,-99,43,-99,29,28,18,25,28,-99,10,41,-99,32,29,,,,,,,
22/05/2015,13,37,-99,-99,39,20,52,-99,42,-99,47,46,26,38,35,-99,21,44,-99,22,34,,,,,,,
22/05/2015,14,26,-99,-99,48,21,41,-99,29,-99,48,56,19,39,36,-99,22,54,-99,13,29,,,,,,,
22/05/2015,15,32,-99,-99,49,11,48,-99,47,-99,48,51,11,33,27,-99,24,44,-99,35,38,,,,,,,
22/05/2015,16,28,-99,-99,52,14,22,-99,31,-99,36,39,17,22,37,-99,20,40,-99,37,30,,,,,,,
22/05/2015,17,17,-99,-99,39,16,45,-99,6,-99,27,33,15,20,14,-99,18,37,-99,18,-99,,,,,,,
22/05/2015,18,32,-99,-99,33,14,32,-99,7,-99,36,36,-99,-99,34,-99,26,39,-99,29,-99,,,,,,,
22/05/2015,19,24,-99,-99,8,30,31,-99,12,-99,14,18,-99,-99,13,-99,42,26,-99,14,-99,,,,,,,
22/05/2015,20,11,-99,-99,19,21,24,-99,15,-99,7,14,10,-99,18,-99,18,17,-99,26,-99,,,,,,,
22/05/2015,21,5,-99,-99,11,9,19,-99,11,-99,10,14,14,4,11,-99,5,14,-99,16,-99,,,,,,,
22/05/2015,22,2,-99,-99,24,8,28,-99,9,-99,14,10,8,22,26,-99,10,15,-99,13,-99,,,,,,,
22/05/2015,23,5,-99,-99,19,9,23,-99,16,-99,19,15,10,25,8,-99,15,20,-99,11,18,,,,,,,
22/05/2015,24,9,-99,-99,19,12,26,-99,15,-99,26,24,22,32,27,-99,17,19,-99,28,19,,,,,,,
23/05/2015,1,7,-99,-99,27,10,27,-99,17,-99,24,18,23,12,19,4,20,25,24,14,17,,,,,,,
23/05/2015,2,8,-99,-99,21,9,29,-99,21,-99,22,18,29,1,27,9,23,20,15,17,24,,,,,,,
23/05/2015,3,3,-99,-99,24,13,24,-99,15,-99,38,15,30,16,28,9,24,18,9,16,28,,,,,,,
23/05/2015,4,5,-99,-99,16,10,22,-99,21,-99,27,13,17,4,28,11,17,16,10,41,33,,,,,,,
23/05/2015,5,5,-99,-99,17,5,15,-99,19,-99,27,19,18,12,25,19,21,25,6,19,39,,,,,,,
23/05/2015,6,6,-99,-99,19,5,15,-99,20,-99,23,19,20,6,34,12,23,22,10,12,39,,,,,,,
23/05/2015,7,10,-99,-99,15,11,19,-99,28,-99,28,25,25,5,24,17,22,22,12,12,35,,,,,,,
23/05/2015,8,16,-99,-99,24,7,27,-99,31,-99,24,26,13,16,25,24,23,26,11,26,47,,,,,,,
23/05/2015,9,22,-99,-99,28,18,37,-99,30,-99,49,33,21,29,31,22,25,37,17,34,57,,,,,,,
23/05/2015,10,33,-99,-99,46,22,44,-99,51,-99,55,36,27,22,46,29,26,51,27,-99,54,,,,,,,
23/05/2015,11,37,-99,-99,73,24,54,-99,68,-99,36,37,30,30,44,32,26,63,23,21,51,,,,,,,
23/05/2015,12,25,-99,-99,75,22,52,-99,66,-99,56,47,21,34,35,32,25,65,13,24,63,,,,,,,
23/05/2015,13,37,-99,-99,57,21,59,-99,49,-99,53,56,21,41,27,50,17,69,17,39,49,,,,,,,
23/05/2015,14,30,-99,-99,68,21,76,-99,57,-99,41,53,13,40,18,58,8,65,25,46,43,,,,,,,
23/05/2015,15,40,-99,-99,43,25,78,-99,55,-99,58,50,7,57,41,56,13,34,16,34,18,,,,,,,
23/05/2015,16,26,-99,-99,33,21,37,-99,38,-99,32,36,16,21,21,48,17,13,16,8,22,,,,,,,
23/05/2015,17,30,-99,-99,36,8,29,-99,27,-99,22,32,6,16,27,28,-99,26,3,1,33,,,,,,,
23/05/2015,18,16,-99,-99,9,10,18,-99,56,-99,16,21,19,9,5,16,22,20,11,28,24,,,,,,,
23/05/2015,19,20,-99,-99,1,15,22,-99,15,-99,16,12,13,21,11,20,11,13,20,19,22,,,,,,,
23/05/2015,20,20,-99,-99,19,23,27,-99,14,-99,22,11,18,26,12,21,11,17,18,23,21,,,,,,,
23/05/2015,21,23,-99,-99,25,21,32,-99,46,-99,25,23,17,24,1,23,23,26,18,18,26,,,,,,,
23/05/2015,22,25,-99,-99,25,21,40,-99,15,-99,24,22,29,30,35,21,24,29,27,37,55,,,,,,,
23/05/2015,23,27,-99,-99,28,21,38,-99,29,-99,28,24,25,23,26,24,27,34,29,28,36,,,,,,,
23/05/2015,24,23,-99,-99,21,28,38,-99,15,-99,28,27,20,19,53,23,27,24,23,32,18,,,,,,,
24/05/2015,1,23,-99,-99,37,27,42,-99,51,-99,29,25,18,21,53,18,25,-99,24,21,43,,,,,,,
24/05/2015,2,30,-99,-99,26,24,42,-99,44,-99,29,22,23,22,42,20,30,-99,25,28,53,,,,,,,
24/05/2015,3,21,-99,-99,23,24,43,-99,18,-99,40,19,20,25,27,20,24,-99,25,28,45,,,,,,,
24/05/2015,4,29,-99,-99,24,26,35,-99,23,-99,30,24,20,24,22,16,21,26,23,18,36,,,,,,,
24/05/2015,5,31,-99,-99,24,21,31,-99,31,-99,24,29,19,22,26,31,25,27,19,21,33,,,,,,,
24/05/2015,6,31,-99,-99,28,21,40,-99,29,-99,38,34,24,28,24,19,25,24,19,26,42,,,,,,,
24/05/2015,7,24,-99,-99,29,21,35,-99,26,-99,35,39,24,15,27,20,28,30,22,29,45,,,,,,,
24/05/2015,8,30,-99,-99,34,19,44,-99,52,-99,28,30,27,20,33,13,25,36,22,31,36,,,,,,,
24/05/2015,9,31,-99,-99,49,22,43,-99,35,-99,55,32,26,34,42,31,14,50,26,37,41,,,,,,,
24/05/2015,10,33,-99,-99,36,18,54,-99,28,-99,49,46,28,39,29,34,31,48,14,26,35,,,,,,,
24/05/2015,11,24,-99,-99,22,18,34,-99,56,-99,49,32,27,31,26,45,30,33,20,16,49,,,,,,,
24/05/2015,12,38,-99,-99,23,22,55,-99,62,-99,52,23,16,35,33,25,27,36,16,45,33,,,,,,,
24/05/2015,13,31,-99,-99,35,24,52,-99,20,-99,35,30,17,10,14,24,16,32,34,19,25,,,,,,,
24/05/2015,14,33,-99,-99,38,15,27,-99,1,-99,21,36,22,30,23,34,37,23,19,18,21,,,,,,,
24/05/2015,15,36,-99,-99,21,16,34,-99,24,-99,29,24,21,24,34,30,-99,15,10,26,25,,,,,,,
24/05/2015,16,21,-99,-99,13,10,27,-99,11,-99,7,10,13,30,35,24,-99,13,14,30,19,,,,,,,
24/05/2015,17,19,-99,-99,8,7,22,-99,20,-99,21,3,17,28,8,-99,-99,11,15,9,-99,,,,,,,
24/05/2015,18,16,-99,-99,1,19,18,-99,19,-99,13,6,21,22,12,8,25,14,19,11,-99,,,,,,,
24/05/2015,19,8,-99,-99,5,10,13,-99,1,-99,11,7,3,4,5,8,11,8,6,9,5,,,,,,,
24/05/2015,20,9,-99,-99,6,6,10,-99,3,-99,3,8,4,7,3,8,10,8,5,11,6,,,,,,,
24/05/2015,21,5,-99,-99,15,5,17,-99,19,-99,11,9,5,9,13,9,9,12,1,22,13,,,,,,,
24/05/2015,22,5,-99,-99,6,10,23,-99,5,-99,9,11,16,3,13,6,16,14,14,3,17,,,,,,,
24/05/2015,23,8,-99,-99,8,5,21,-99,12,-99,11,9,9,24,19,9,13,9,4,1,18,,,,,,,
24/05/2015,24,6,-99,-99,12,8,16,-99,13,-99,19,9,13,13,17,6,12,9,11,1,20,,,,,,,
25/05/2015,1,8,-99,-99,12,15,16,-99,13,-99,17,10,22,1,10,12,13,11,11,3,15,,,,,,,
25/05/2015,2,8,-99,-99,15,11,17,-99,14,-99,14,9,18,1,14,3,13,8,11,14,15,,,,,,,
25/05/2015,3,10,-99,-99,7,9,17,-99,17,-99,11,11,19,1,22,8,15,14,11,25,15,,,,,,,
25/05/2015,4,12,-99,-99,12,7,24,-99,12,-99,29,17,17,4,21,1,17,12,14,16,22,,,,,,,
25/05/2015,5,14,-99,-99,10,13,27,-99,9,-99,25,12,19,11,17,11,22,16,19,21,28,,,,,,,
25/05/2015,6,12,-99,-99,25,13,25,-99,24,-99,20,16,22,1,23,10,22,16,15,16,31,,,,,,,
25/05/2015,7,13,-99,-99,27,10,30,-99,31,-99,20,22,19,6,23,20,28,24,16,35,37,,,,,,,
25/05/2015,8,15,-99,-99,24,15,31,-99,21,-99,28,22,13,11,47,16,25,35,11,29,44,,,,,,,
25/05/2015,9,26,-99,-99,34,10,16,-99,34,-99,47,35,28,22,47,19,14,47,14,30,49,,,,,,,
25/05/2015,10,21,-99,-99,55,20,-99,-99,31,-99,46,28,31,37,40,31,20,37,20,44,50,,,,,,,
25/05/2015,11,21,-99,-99,48,19,-99,-99,40,-99,60,29,31,38,39,46,18,-99,28,38,52,,,,,,,
25/05/2015,12,28,-99,-99,30,26,17,-99,19,-99,61,20,19,32,26,27,26,-99,35,53,41,,,,,,,
25/05/2015,13,33,-99,-99,32,11,80,-99,27,-99,39,30,11,5,18,1,21,-99,19,39,20,,,,,,,
25/05/2015,14,23,-99,-99,37,17,88,-99,36,-99,57,28,11,29,19,23,17,26,18,21,13,,,,,,,
25/05/2015,15,48,-99,-99,27,23,75,-99,35,-99,20,23,6,44,20,35,1,31,17,12,29,,,,,,,
25/05/2015,16,31,-99,-99,25,20,24,-99,8,-99,24,21,7,25,-99,18,4,22,12,13,13,,,,,,,
25/05/2015,17,16,-99,-99,-99,19,34,-99,47,-99,18,20,17,42,-99,12,15,32,20,28,16,,,,,,,
25/05/2015,18,16,-99,-99,-99,26,34,-99,40,-99,35,20,9,30,28,10,35,19,14,23,42,,,,,,,
25/05/2015,19,19,-99,-99,-99,10,27,-99,29,-99,19,18,27,18,9,14,37,20,18,35,7,,,,,,,
25/05/2015,20,20,-99,-99,21,21,30,-99,23,-99,25,21,13,16,25,19,20,35,25,29,15,,,,,,,
25/05/2015,21,13,-99,-99,13,18,27,-99,5,-99,10,18,8,19,19,27,18,18,14,10,12,,,,,,,
25/05/2015,22,6,-99,-99,7,-99,13,-99,-99,-99,4,8,2,13,6,7,1,11,5,14,10,,,,,,,
25/05/2015,23,7,-99,-99,13,-99,12,-99,5,-99,6,3,9,9,10,8,6,7,-99,13,20,,,,,,,
25/05/2015,24,4,-99,-99,9,-99,17,-99,11,-99,11,4,4,6,13,4,1,6,5,7,11,,,,,,,
26/05/2015,1,8,-99,-99,10,-99,16,-99,8,-99,18,8,8,1,20,-99,12,10,18,20,22,,,,,,,
26/05/2015,2,10,-99,-99,17,-99,18,-99,17,-99,9,9,14,11,15,6,15,14,12,4,16,,,,,,,
26/05/2015,3,11,-99,-99,20,16,25,-99,19,-99,17,13,18,24,16,8,11,16,19,21,16,,,,,,,
26/05/2015,4,10,-99,-99,19,13,23,-99,17,-99,23,18,19,7,22,7,12,19,20,25,12,,,,,,,
26/05/2015,5,7,-99,-99,17,14,28,-99,19,-99,25,18,13,1,12,8,16,15,20,16,30,,,,,,,
26/05/2015,6,13,-99,-99,29,13,23,-99,21,-99,25,19,13,23,31,21,16,17,19,24,38,,,,,,,
26/05/2015,7,13,-99,-99,18,18,30,-99,29,-99,34,22,19,12,27,4,23,26,21,23,35,,,,,,,
26/05/2015,8,16,-99,-99,29,18,35,-99,20,-99,19,20,18,12,15,17,15,41,13,27,32,,,,,,,
26/05/2015,9,19,-99,-99,28,14,39,-99,15,-99,41,32,29,20,27,9,9,48,21,37,39,,,,,,,
26/05/2015,10,16,-99,-99,27,16,60,-99,17,-99,52,37,34,-99,25,27,28,41,14,45,35,,,,,,,
26/05/2015,11,26,-99,-99,34,25,50,-99,35,-99,47,29,37,-99,33,25,28,44,30,50,44,,,,,,,
26/05/2015,12,18,-99,-99,-99,21,19,-99,26,-99,25,32,5,35,30,27,18,20,15,48,15,,,,,,,
26/05/2015,13,-99,-99,-99,-99,13,36,-99,14,-99,38,36,2,23,31,43,2,13,8,6,30,,,,,,,
26/05/2015,14,-99,-99,-99,-99,11,49,-99,12,-99,31,16,8,23,25,27,7,18,4,22,19,,,,,,,
26/05/2015,15,-99,-99,-99,19,10,52,-99,15,-99,6,16,6,22,8,28,2,18,7,20,12,,,,,,,
26/05/2015,16,14,-99,-99,26,11,27,-99,9,-99,21,12,11,4,12,30,7,12,11,25,15,,,,,,,
26/05/2015,17,11,-99,-99,7,12,19,-99,28,-99,19,15,7,14,15,26,5,7,8,21,14,,,,,,,
26/05/2015,18,11,-99,-99,27,9,22,-99,26,-99,1,11,10,7,15,24,10,19,8,1,12,,,,,,,
26/05/2015,19,11,-99,-99,1,11,15,-99,5,-99,15,16,11,9,10,20,14,13,15,16,1,,,,,,,
26/05/2015,20,13,-99,-99,7,14,14,-99,1,-99,20,15,13,12,1,19,23,9,13,6,4,,,,,,,
26/05/2015,21,15,-99,-99,28,15,17,-99,8,-99,10,16,16,17,24,15,22,14,20,17,14,,,,,,,
