FECHA,HORA,ACO,ATI,CAM,CHO,CUA,CUT,FAC,HGM,IZT,LLA,LPR,MER,MON,NEZ,PED,SAG,SFE,SJA,SUR,TAH,TLA,TLI,TPN,UAX,UIZ,VIF,XAL
09/02/2012,6,2,1,4,-99,1,-99,2,-99,4,0,2,5,2,1,3,0,-99,3,2,1,3,1,3,-99,3,2,7
09/02/2012,7,1,1,6,-99,1,-99,3,-99,2,1,2,4,2,2,3,1,-99,3,2,1,4,1,3,-99,4,3,5
09/02/2012,8,2,2,7,-99,1,-99,4,-99,3,2,3,5,2,4,3,2,-99,3,2,2,6,1,3,-99,5,3,5
09/02/2012,9,3,3,7,3,1,-99,4,-99,3,3,2,5,3,6,4,2,-99,5,3,2,6,3,4,-99,6,3,5
09/02/2012,10,3,3,6,3,2,-99,5,-99,3,4,2,5,3,6,5,3,-99,5,3,2,6,5,4,-99,7,3,5
09/02/2012,11,3,3,5,3,0,-99,5,-99,3,4,3,6,3,5,5,3,-99,5,3,2,-99,-99,4,-99,7,3,5
09/02/2012,12,4,4,5,1,0,-99,4,-99,3,3,3,5,3,4,5,2,-99,5,1,2,-99,-99,3,-99,5,3,4
09/02/2012,13,2,3,4,0,0,-99,3,-99,2,3,2,3,2,1,3,2,-99,3,1,1,-99,-99,3,-99,3,3,4
09/02/2012,14,1,1,3,0,1,-99,1,-99,1,1,2,3,2,1,2,0,-99,2,1,1,3,-99,3,-99,3,2,3
09/02/2012,15,1,1,2,0,1,-99,1,-99,1,1,1,2,2,1,2,0,-99,2,1,1,3,0,3,-99,3,2,2
09/02/2012,16,1,1,3,1,1,-99,1,-99,1,0,1,2,2,1,3,0,-99,2,1,0,3,4,3,-99,3,2,1
09/02/2012,17,1,1,3,0,1,-99,1,-99,1,0,1,2,2,1,3,0,-99,2,1,0,3,0,3,-99,3,3,0
09/02/2012,18,1,0,3,0,0,-99,2,-99,1,0,1,2,2,1,3,1,-99,3,1,0,4,1,3,-99,3,2,2
09/02/2012,19,1,1,4,1,1,-99,2,-99,2,1,2,4,2,-99,3,1,-99,3,1,0,4,1,3,-99,4,2,2
09/02/2012,20,1,1,4,1,1,-99,3,-99,3,1,1,5,2,-99,4,2,-99,4,2,0,6,1,3,-99,4,3,4
09/02/2012,21,1,2,5,2,1,-99,3,-99,3,2,2,5,2,3,4,2,-99,3,3,0,5,2,3,-99,5,3,3
09/02/2012,22,2,2,3,2,1,-99,3,-99,4,2,2,-99,2,2,3,3,-99,4,3,0,4,2,2,-99,4,4,4
09/02/2012,23,2,3,4,2,1,-99,3,-99,4,3,2,-99,3,2,4,1,-99,4,3,0,4,2,2,-99,5,3,5
09/02/2012,24,2,3,5,9,1,-99,1,-99,3,4,2,6,3,3,4,1,-99,5,2,1,6,2,2,-99,5,3,5
10/02/2012,1,2,3,5,7,0,-99,2,-99,3,4,2,6,2,3,3,1,-99,4,1,2,4,2,2,-99,5,2,3
10/02/2012,2,2,2,5,2,0,-99,2,-99,2,4,2,6,2,3,3,1,-99,3,1,1,6,1,2,-99,5,2,2
10/02/2012,3,2,2,6,1,0,-99,2,-99,3,3,2,5,2,2,2,2,-99,4,2,2,10,1,2,-99,5,3,1
10/02/2012,4,2,6,4,1,1,-99,5,-99,3,6,2,4,2,3,3,3,-99,3,2,2,20,5,2,-99,4,7,1
10/02/2012,5,5,4,11,1,6,-99,7,-99,3,10,2,5,2,4,4,6,-99,3,3,2,24,13,3,-99,4,9,3
10/02/2012,6,4,3,17,0,9,-99,4,-99,9,48,5,19,3,4,4,37,-99,5,5,3,14,21,4,-99,4,15,5
10/02/2012,7,3,2,15,0,7,-99,3,-99,12,33,4,26,3,4,5,54,-99,6,5,3,7,86,4,-99,4,38,6
10/02/2012,8,3,3,11,0,10,-99,4,-99,49,64,4,50,3,13,5,29,-99,8,5,4,8,54,5,-99,6,38,8
10/02/2012,9,3,4,13,1,7,-99,7,-99,22,39,8,20,2,17,7,31,-99,10,14,4,15,31,6,-99,7,9,8
10/02/2012,10,2,8,21,1,14,-99,15,-99,17,8,7,21,3,13,12,13,-99,16,17,3,27,25,10,-99,8,4,14
10/02/2012,11,2,9,20,0,11,-99,16,-99,11,3,6,17,3,5,11,4,-99,10,10,4,24,6,10,-99,7,-99,7
10/02/2012,12,2,6,13,1,7,-99,15,-99,6,2,4,7,3,3,9,4,-99,6,-99,4,12,3,6,-99,9,-99,4
10/02/2012,13,2,5,6,1,6,-99,10,-99,3,2,3,4,2,2,9,3,-99,4,-99,3,8,2,5,-99,8,-99,2
10/02/2012,14,5,5,5,0,5,-99,8,-99,3,1,2,3,3,3,7,2,-99,3,-99,3,6,2,5,-99,7,-99,4
10/02/2012,15,4,5,5,1,3,-99,5,-99,2,0,2,4,2,3,6,1,-99,3,2,3,5,2,4,-99,5,-99,4
10/02/2012,16,1,4,4,0,2,-99,5,-99,3,1,2,3,2,3,6,1,-99,4,3,2,6,2,4,-99,7,-99,4
10/02/2012,17,2,3,4,0,2,-99,4,-99,2,-99,2,4,2,3,5,1,-99,3,3,2,6,1,4,-99,5,1,2
10/02/2012,18,2,3,5,1,1,-99,4,-99,3,0,2,4,2,3,4,1,-99,3,2,2,6,1,3,-99,5,10,4
10/02/2012,19,2,3,6,0,1,-99,3,-99,3,20,2,6,7,2,5,2,-99,3,3,2,8,26,3,-99,5,61,3
10/02/2012,20,6,3,14,0,2,-99,3,-99,4,39,6,10,5,2,5,25,-99,6,4,2,26,43,3,-99,5,71,4
10/02/2012,21,12,4,26,0,2,-99,2,-99,9,61,7,20,20,14,5,33,-99,11,3,3,16,46,3,-99,6,54,5
10/02/2012,22,39,5,27,0,2,-99,2,-99,13,63,28,33,33,22,4,56,-99,26,3,4,13,41,4,-99,8,20,12
10/02/2012,23,23,6,14,5,1,-99,5,-99,13,37,25,25,21,41,4,29,-99,54,3,7,13,20,4,-99,13,38,23
10/02/2012,24,13,5,15,8,1,-99,6,-99,15,25,22,25,14,24,4,24,-99,38,5,17,12,49,3,-99,19,33,36
11/02/2012,1,10,4,18,9,5,-99,7,-99,12,15,21,19,13,21,6,12,-99,35,10,18,31,38,5,-99,18,15,40
11/02/2012,2,9,4,44,9,10,-99,11,-99,17,10,16,40,15,19,7,10,-99,35,11,15,24,13,5,-99,17,5,28
11/02/2012,3,6,4,25,9,17,-99,7,-99,30,5,22,39,15,17,10,7,-99,20,9,12,18,6,4,-99,16,5,26
11/02/2012,4,5,8,18,7,13,-99,4,-99,26,4,20,21,12,12,11,5,-99,11,12,12,12,7,7,-99,14,4,21
11/02/2012,5,3,15,11,3,13,-99,5,-99,15,3,15,17,10,7,11,4,-99,9,14,12,12,5,6,-99,11,4,19
11/02/2012,6,3,16,12,3,11,-99,7,-99,13,2,14,11,19,4,10,4,-99,9,13,11,12,3,8,-99,9,3,17
11/02/2012,7,2,14,14,4,9,-99,12,-99,11,3,12,13,8,4,9,3,-99,8,12,9,11,4,12,-99,7,4,11
11/02/2012,8,3,10,11,3,8,-99,14,-99,7,4,10,13,5,4,9,3,-99,8,11,8,8,5,9,-99,7,4,10
11/02/2012,9,3,13,10,5,5,-99,13,-99,6,5,8,15,8,4,11,4,-99,9,13,9,9,4,10,-99,9,4,9
11/02/2012,10,3,7,10,3,7,-99,12,-99,6,3,7,12,13,5,13,4,-99,10,14,8,9,3,10,-99,12,4,6
11/02/2012,11,3,6,11,3,6,-99,11,-99,6,4,5,9,6,5,13,3,-99,8,10,7,9,3,9,-99,13,3,5
11/02/2012,12,2,6,8,2,5,-99,10,-99,4,3,4,6,4,4,13,2,-99,6,7,5,8,2,8,-99,10,2,5
11/02/2012,13,3,5,6,1,5,-99,8,-99,3,1,4,5,4,3,11,2,-99,5,5,4,7,2,7,-99,7,2,4
11/02/2012,14,3,5,4,0,3,-99,5,-99,2,1,3,4,3,2,8,2,-99,4,3,3,6,2,4,-99,6,2,4
11/02/2012,15,2,4,3,0,2,-99,3,-99,2,1,3,3,3,2,5,1,-99,3,2,2,4,2,4,-99,4,2,3
11/02/2012,16,2,3,3,0,1,-99,2,-99,1,-99,2,3,3,1,4,1,-99,2,2,1,3,1,3,-99,3,1,2
11/02/2012,17,1,2,3,0,1,-99,2,-99,1,-99,2,3,3,1,4,1,-99,2,1,1,3,1,3,-99,4,1,1
11/02/2012,18,1,2,3,0,1,-99,2,-99,1,0,2,3,3,1,3,1,-99,3,1,1,3,1,3,-99,3,2,1
11/02/2012,19,1,1,3,2,0,-99,2,-99,1,0,2,3,3,2,3,1,-99,2,1,1,3,1,3,-99,3,1,0
11/02/2012,20,2,1,2,2,0,-99,2,-99,1,0,-99,2,3,1,3,2,-99,2,1,0,3,1,3,-99,3,1,0
11/02/2012,21,1,1,3,0,1,-99,1,-99,1,0,2,2,3,2,3,2,-99,2,1,0,3,1,3,-99,3,1,1
11/02/2012,22,1,1,3,0,0,-99,1,-99,1,0,2,3,3,2,3,3,-99,2,1,0,3,1,3,-99,3,1,0
11/02/2012,23,1,1,4,1,0,-99,2,-99,1,1,2,3,2,3,3,2,-99,4,1,1,3,1,3,-99,4,2,4
11/02/2012,24,1,1,4,0,1,-99,2,-99,1,2,3,3,2,3,3,2,-99,3,1,1,4,1,3,-99,3,1,2
12/02/2012,1,2,2,3,2,1,-99,2,-99,1,2,3,3,2,1,3,1,-99,3,1,1,4,2,3,-99,3,1,2
12/02/2012,2,1,2,3,1,0,-99,2,-99,1,2,3,2,2,1,3,1,-99,2,1,1,4,1,3,-99,3,1,4
12/02/2012,3,1,3,3,5,0,-99,2,-99,1,1,4,2,2,2,3,2,-99,3,1,1,3,3,3,-99,3,1,6
12/02/2012,4,1,2,3,1,0,-99,2,-99,1,0,4,2,2,1,3,2,-99,2,1,1,4,2,3,-99,3,1,9
12/02/2012,5,1,3,4,3,0,-99,2,-99,1,0,3,3,2,2,2,2,-99,2,1,-99,4,1,2,-99,3,1,3
12/02/2012,6,1,3,5,0,0,-99,2,-99,1,1,3,3,3,1,3,2,-99,2,1,-99,4,1,2,-99,3,1,3
12/02/2012,7,1,5,7,0,0,-99,2,-99,2,3,2,5,2,1,3,1,-99,3,1,-99,6,2,3,-99,3,1,1
12/02/2012,8,1,5,9,0,1,-99,3,-99,3,2,2,7,2,1,3,2,-99,4,1,-99,6,2,3,-99,3,7,2
12/02/2012,9,2,4,9,0,1,-99,4,-99,2,6,3,8,2,1,3,2,-99,3,1,-99,7,5,3,-99,3,12,2
12/02/2012,10,2,4,8,0,1,-99,5,-99,3,8,2,-99,2,2,4,4,-99,3,1,-99,12,8,3,-99,4,10,2
12/02/2012,11,2,5,5,0,1,-99,6,-99,1,7,3,3,2,1,4,5,-99,4,1,-99,11,8,2,-99,3,10,1
12/02/2012,12,2,5,5,0,1,-99,6,-99,1,4,3,2,2,1,4,3,-99,2,1,-99,11,11,2,-99,3,12,2
12/02/2012,13,2,8,4,0,1,-99,8,-99,1,8,2,2,2,1,4,2,-99,2,1,-99,15,11,2,-99,3,16,1
12/02/2012,14,2,11,3,0,0,-99,8,-99,1,5,2,2,2,1,3,2,-99,2,1,-99,11,15,2,-99,3,14,5
12/02/2012,15,1,9,4,0,0,-99,3,-99,1,-99,4,2,2,1,3,1,-99,2,1,-99,14,17,2,-99,3,22,2
12/02/2012,16,2,6,3,2,0,-99,2,-99,1,-99,5,-99,2,1,3,1,-99,2,1,-99,10,18,3,-99,3,23,3
12/02/2012,17,2,2,3,3,0,-99,2,-99,1,12,3,3,2,1,2,1,-99,2,1,-99,3,13,3,-99,3,29,0
12/02/2012,18,1,1,3,2,0,-99,2,-99,1,26,2,3,2,1,2,1,-99,2,1,-99,3,12,3,-99,3,30,0
12/02/2012,19,1,1,3,0,0,-99,2,-99,1,19,2,2,2,1,2,1,-99,2,1,-99,3,23,2,-99,3,27,0
12/02/2012,20,1,1,3,3,0,-99,2,-99,1,2,2,2,2,1,2,2,-99,3,1,-99,3,28,2,-99,3,49,0
12/02/2012,21,1,2,4,3,0,-99,2,-99,2,2,2,3,2,1,3,2,-99,3,1,-99,3,22,3,-99,3,49,1
12/02/2012,22,1,4,4,0,0,-99,2,-99,1,1,2,3,2,1,3,1,-99,3,1,-99,3,22,2,-99,2,57,1
12/02/2012,23,1,14,5,0,0,-99,2,-99,1,1,2,4,2,2,3,1,-99,5,2,-99,4,47,2,-99,3,56,2
12/02/2012,24,6,17,6,0,0,-99,1,-99,2,1,2,6,2,2,4,1,-99,4,1,-99,-99,53,2,-99,2,45,2
13/02/2012,1,3,12,5,0,0,-99,1,-99,2,2,2,6,2,1,3,2,-99,4,1,-99,-99,46,2,-99,3,31,2
13/02/2012,2,1,9,4,0,0,-99,1,-99,2,2,2,5,2,1,3,2,-99,4,2,-99,-99,39,2,-99,3,19,1
13/02/2012,3,0,5,4,0,0,-99,1,-99,2,2,2,4,2,3,3,2,-99,2,2,-99,-99,9,2,-99,2,20,1
13/02/2012,4,3,3,4,0,0,-99,2,-99,2,2,2,4,2,1,3,2,-99,3,2,-99,-99,4,2,-99,2,19,1
13/02/2012,5,2,2,4,0,0,-99,1,-99,2,2,2,3,2,2,2,2,-99,3,2,-99,-99,2,2,-99,2,8,3
13/02/2012,6,1,2,5,1,0,-99,2,-99,2,2,2,4,2,3,2,2,-99,4,2,-99,-99,2,3,-99,2,7,3
13/02/2012,7,1,2,6,2,0,-99,3,-99,4,3,3,7,2,2,3,2,-99,5,2,-99,-99,1,3,-99,3,7,5
13/02/2012,8,5,2,9,2,0,-99,2,-99,4,3,3,6,2,2,4,2,-99,6,4,-99,-99,2,3,-99,3,7,6
13/02/2012,9,3,2,8,0,0,-99,2,-99,4,5,3,5,2,2,4,3,-99,5,4,-99,-99,2,3,-99,4,6,9
13/02/2012,10,2,1,6,2,-99,-99,2,-99,2,7,3,4,2,1,5,3,-99,3,3,-99,-99,2,3,-99,3,4,6
13/02/2012,11,1,-99,5,1,0,-99,1,-99,1,7,2,3,2,1,4,2,-99,2,2,-99,-99,1,3,-99,3,2,4
13/02/2012,12,1,-99,4,0,0,-99,1,-99,1,-99,2,3,2,1,3,2,-99,2,1,-99,-99,1,3,-99,2,2,1
13/02/2012,13,1,-99,-99,0,0,-99,1,-99,1,-99,2,2,3,1,3,1,-99,2,1,-99,-99,1,3,-99,3,1,1
13/02/2012,14,3,-99,1,0,0,-99,2,-99,1,-99,2,3,2,1,2,1,-99,2,1,-99,-99,0,3,-99,3,2,1
13/02/2012,15,1,-99,0,0,0,-99,1,-99,1,-99,1,2,2,-99,2,1,-99,2,1,-99,3,0,3,-99,3,2,2
13/02/2012,16,1,-99,0,0,0,-99,2,-99,2,-99,1,3,2,-99,2,2,-99,2,1,-99,3,0,3,-99,3,2,1
13/02/2012,17,2,-99,0,0,0,-99,2,-99,1,-99,1,3,3,-99,2,2,-99,2,1,-99,3,1,3,-99,3,2,1
13/02/2012,18,1,-99,1,1,0,-99,2,-99,1,-99,1,3,2,-99,2,2,-99,2,1,-99,3,1,3,-99,3,2,1
13/02/2012,19,1,-99,1,2,0,-99,2,-99,1,-99,2,3,3,-99,2,2,-99,2,1,-99,3,1,2,-99,3,2,1
13/02/2012,20,1,-99,1,2,0,-99,2,-99,1,-99,2,4,2,-99,2,2,-99,3,1,-99,3,2,2,-99,3,2,1
13/02/2012,21,1,-99,1,0,1,-99,2,-99,1,-99,1,3,2,-99,2,3,-99,3,1,-99,3,1,2,-99,3,2,2
13/02/2012,22,1,-99,0,1,0,-99,2,-99,1,-99,2,3,3,-99,2,3,-99,2,1,-99,3,1,2,-99,2,2,1
13/02/2012,23,1,-99,1,0,0,-99,2,-99,1,-99,1,3,3,-99,2,2,-99,3,1,-99,3,1,3,-99,2,2,1
13/02/2012,24,1,-99,1,0,0,-99,2,-99,1,-99,2,3,2,-99,2,1,-99,2,0,-99,3,1,2,-99,2,2,4
14/02/2012,1,1,-99,0,1,0,-99,1,-99,1,-99,2,-99,2,-99,2,2,-99,2,0,-99,3,1,2,-99,2,2,1
14/02/2012,2,3,-99,0,1,0,-99,1,-99,1,-99,2,-99,2,-99,3,2,-99,2,0,-99,3,2,2,-99,2,1,1
14/02/2012,3,5,-99,1,0,0,-99,2,-99,1,-99,2,-99,2,-99,3,2,-99,4,1,-99,3,2,2,-99,2,2,3
14/02/2012,4,1,-99,0,0,0,-99,1,-99,1,-99,2,-99,3,-99,2,3,-99,3,1,-99,2,1,2,-99,2,2,2
14/02/2012,5,1,-99,0,0,0,-99,1,-99,1,-99,2,3,2,-99,2,2,-99,2,1,-99,2,2,2,-99,2,1,1
14/02/2012,6,1,-99,1,0,0,-99,1,-99,2,-99,2,3,2,-99,2,3,-99,3,1,-99,4,1,3,-99,2,1,11
14/02/2012,7,3,-99,2,0,0,-99,4,-99,1,-99,2,3,2,-99,3,3,-99,4,1,-99,5,1,3,-99,3,2,5
14/02/2012,8,3,-99,4,0,1,-99,6,-99,2,-99,3,4,2,-99,4,3,-99,4,2,-99,7,2,2,-99,3,2,5
14/02/2012,9,3,-99,5,0,1,-99,6,-99,3,-99,2,5,2,-99,5,3,-99,4,3,-99,8,2,3,-99,3,3,10
14/02/2012,10,5,-99,3,0,1,-99,5,-99,2,-99,3,4,2,-99,4,3,-99,3,2,-99,5,2,4,-99,3,3,8
14/02/2012,11,2,-99,1,1,1,-99,4,-99,1,-99,3,3,2,-99,3,3,-99,3,2,-99,5,2,4,-99,3,2,3
14/02/2012,12,1,-99,1,0,1,-99,3,-99,1,-99,2,2,3,-99,3,3,-99,3,1,-99,5,1,4,-99,3,2,3
14/02/2012,13,1,-99,1,0,0,-99,2,-99,1,-99,2,2,2,-99,3,2,-99,3,1,-99,4,1,3,-99,3,2,3
14/02/2012,14,1,2,1,0,0,-99,2,-99,1,-99,2,2,3,-99,3,2,-99,3,1,-99,4,1,3,-99,3,2,-99
14/02/2012,15,1,2,1,0,0,-99,1,-99,1,-99,2,3,3,-99,3,2,-99,3,1,-99,3,1,3,-99,3,2,-99
14/02/2012,16,1,1,1,0,0,-99,1,-99,1,-99,1,3,2,-99,3,2,-99,2,1,-99,3,2,3,-99,3,1,-99
14/02/2012,17,1,1,2,-99,0,-99,1,-99,1,-99,1,3,2,1,3,2,-99,2,1,-99,5,1,3,-99,3,2,-99
14/02/2012,18,1,1,2,1,0,-99,2,-99,1,-99,1,3,2,1,3,2,-99,2,1,-99,5,2,3,-99,3,2,-99
14/02/2012,19,1,1,3,0,0,-99,2,-99,2,-99,2,4,2,1,3,2,-99,2,1,-99,4,1,3,-99,3,2,0
14/02/2012,20,1,2,2,1,1,-99,3,-99,2,-99,1,4,3,1,4,2,-99,3,2,-99,7,1,-99,-99,4,2,0
14/02/2012,21,2,1,3,1,0,-99,3,-99,2,-99,1,4,3,1,4,2,-99,4,2,-99,7,1,4,-99,4,3,0
14/02/2012,22,3,2,5,0,1,-99,5,-99,2,-99,2,4,3,1,4,3,-99,5,3,-99,7,2,3,-99,3,4,2
14/02/2012,23,3,2,6,1,0,-99,5,-99,1,-99,2,3,3,1,4,3,-99,4,3,-99,8,4,3,-99,2,4,6
14/02/2012,24,3,2,4,3,1,-99,4,-99,1,4,2,3,3,1,-99,3,-99,3,4,-99,8,3,3,-99,2,3,6
15/02/2012,1,3,1,4,3,0,-99,3,-99,2,4,2,3,3,1,-99,3,-99,3,3,-99,6,2,2,-99,3,3,3
15/02/2012,2,4,1,4,0,0,-99,2,-99,3,4,2,5,3,1,-99,3,-99,3,3,-99,3,1,2,-99,3,2,1
15/02/2012,3,28,1,2,0,0,-99,2,-99,3,11,2,4,3,3,-99,8,-99,3,3,-99,4,1,2,-99,3,11,2
15/02/2012,4,8,1,2,1,0,-99,1,-99,1,13,2,3,3,3,-99,9,-99,2,1,-99,3,1,3,-99,2,9,1
15/02/2012,5,2,1,1,0,0,-99,1,-99,1,4,2,3,6,6,-99,4,-99,2,1,-99,4,1,3,-99,3,11,0
15/02/2012,6,5,1,2,0,0,-99,2,-99,2,3,2,5,8,7,2,5,-99,3,1,-99,4,1,3,-99,3,4,3
15/02/2012,7,3,1,3,1,0,-99,4,-99,4,4,2,7,7,10,3,5,-99,4,2,-99,5,1,3,-99,4,4,4
15/02/2012,8,-99,2,5,0,0,-99,6,-99,5,5,3,8,6,9,3,4,-99,5,4,1,8,1,2,-99,5,4,6
15/02/2012,9,-99,4,6,2,0,-99,5,-99,5,7,2,7,8,6,3,9,-99,7,4,2,10,2,3,-99,7,7,12
15/02/2012,10,9,4,3,4,0,-99,4,-99,3,8,4,5,7,4,3,8,-99,6,2,3,7,2,3,-99,5,5,7
15/02/2012,11,11,2,2,1,0,-99,2,-99,2,6,3,3,4,3,2,4,-99,4,1,1,4,1,3,-99,4,3,-99
15/02/2012,12,4,1,1,0,0,-99,2,-99,1,4,2,3,3,2,3,3,-99,4,1,1,4,1,3,-99,3,3,-99
15/02/2012,13,3,1,1,0,1,-99,2,-99,1,2,2,2,3,1,3,2,-99,3,1,1,4,-99,3,-99,3,2,-99
15/02/2012,14,2,1,1,0,1,-99,2,-99,1,1,2,2,3,1,2,2,-99,2,1,1,5,1,3,-99,3,2,5
15/02/2012,15,1,1,1,0,-99,-99,2,-99,2,1,2,2,3,1,3,2,-99,2,1,0,5,0,3,-99,3,2,2
15/02/2012,16,1,0,1,0,1,-99,2,-99,2,0,2,2,3,1,2,2,-99,2,1,0,3,1,3,-99,3,2,2
15/02/2012,17,1,0,1,1,0,-99,2,-99,1,-99,1,3,3,1,2,3,-99,2,1,0,3,0,3,-99,3,2,1
15/02/2012,18,2,1,1,1,0,-99,2,-99,1,0,2,3,3,1,2,2,-99,2,1,0,3,1,3,-99,3,2,2
15/02/2012,19,2,1,2,0,0,-99,2,-99,1,1,2,3,3,1,2,2,-99,2,1,0,3,1,2,-99,3,2,2
15/02/2012,20,4,1,2,0,1,-99,2,-99,1,2,2,3,3,2,2,2,-99,2,1,0,4,2,2,-99,3,2,3
15/02/2012,21,5,1,1,1,1,-99,3,-99,1,3,2,3,4,1,2,2,-99,3,1,0,5,2,2,-99,3,3,2
15/02/2012,22,5,2,2,0,1,-99,3,-99,1,2,2,2,3,2,2,3,-99,3,1,0,6,2,2,-99,3,6,2
15/02/2012,23,4,1,2,1,1,-99,-99,-99,1,3,2,2,3,3,2,2,-99,3,1,0,8,4,2,-99,3,5,2
15/02/2012,24,4,1,2,1,0,-99,3,-99,1,6,2,2,3,4,2,4,-99,3,1,0,5,2,2,-99,3,6,1
16/02/2012,1,4,24,2,1,0,-99,2,-99,1,11,2,5,3,6,2,-99,-99,3,1,0,8,2,2,-99,3,7,-99
16/02/2012,2,3,46,7,1,0,-99,3,-99,4,6,3,9,3,6,2,-99,-99,6,1,1,32,14,2,-99,3,5,-99
16/02/2012,3,5,42,17,0,0,-99,4,-99,7,6,3,27,3,6,2,-99,-99,16,1,0,32,26,2,-99,3,9,-99
16/02/2012,4,4,27,17,0,0,-99,5,-99,7,4,3,25,3,16,2,-99,-99,30,1,1,32,17,2,-99,3,12,-99
16/02/2012,5,4,21,5,4,0,-99,4,-99,3,4,3,14,3,8,2,-99,-99,24,1,1,22,19,2,-99,3,9,-99
16/02/2012,6,3,14,3,2,0,-99,3,-99,2,5,4,8,3,6,2,-99,-99,14,1,1,15,18,2,-99,3,9,15
16/02/2012,7,3,7,4,6,1,-99,5,-99,3,8,4,8,3,7,2,-99,-99,13,2,1,14,11,2,-99,5,11,18
16/02/2012,8,3,6,6,3,1,-99,7,-99,4,9,5,8,3,8,3,-99,-99,12,5,2,15,11,2,-99,6,9,19
16/02/2012,9,4,6,8,3,4,-99,8,-99,4,9,10,11,6,8,3,-99,-99,13,5,3,13,10,2,-99,8,12,21
16/02/2012,10,6,6,9,4,4,-99,11,-99,7,13,12,14,5,5,4,11,-99,10,5,2,13,10,4,-99,9,14,19
16/02/2012,11,5,4,6,1,2,-99,-99,-99,4,7,-99,7,-99,2,4,5,-99,5,2,2,9,6,3,-99,5,11,5
16/02/2012,12,4,2,2,-99,2,-99,-99,-99,1,3,-99,3,-99,1,3,3,-99,3,1,1,6,2,2,-99,3,3,3
16/02/2012,13,2,1,1,0,1,-99,-99,-99,1,2,-99,3,-99,1,2,2,-99,2,1,1,4,1,3,-99,-99,2,3
16/02/2012,14,2,0,1,0,0,-99,-99,-99,1,1,-99,2,3,1,2,2,-99,2,1,1,4,0,3,-99,-99,2,3
16/02/2012,15,1,0,1,0,0,-99,-99,-99,1,1,1,2,3,1,2,1,-99,2,1,1,7,0,2,-99,-99,2,2
16/02/2012,16,1,0,1,0,0,-99,1,-99,1,0,1,2,3,1,2,1,-99,2,1,0,3,0,3,-99,-99,2,1
16/02/2012,17,1,0,1,0,0,-99,1,-99,1,0,1,2,2,1,2,-99,-99,2,1,0,3,0,3,-99,3,2,2
16/02/2012,18,1,0,1,0,1,-99,1,-99,1,-99,1,2,3,1,2,-99,-99,2,1,0,4,0,2,-99,3,2,1
16/02/2012,19,1,0,1,0,0,-99,1,-99,1,-99,1,3,3,1,2,-99,-99,2,1,0,3,0,3,-99,3,3,1
16/02/2012,20,2,0,3,2,1,-99,1,-99,1,1,1,4,3,1,2,1,-99,2,1,0,3,0,2,-99,3,3,2
16/02/2012,21,2,0,2,5,1,-99,2,-99,1,1,2,3,3,1,2,3,-99,3,1,0,4,1,2,-99,3,3,4
16/02/2012,22,3,0,1,1,0,-99,3,-99,2,3,1,5,3,2,2,4,-99,4,2,0,4,1,2,-99,3,5,3
16/02/2012,23,3,1,1,3,0,-99,3,-99,2,3,1,3,3,2,2,3,-99,3,2,0,4,1,2,-99,3,3,3
16/02/2012,24,4,0,2,1,0,-99,2,-99,2,4,2,3,4,2,2,2,-99,3,2,1,3,2,2,-99,3,2,3
17/02/2012,1,3,0,2,3,0,-99,2,-99,1,4,2,3,3,3,2,2,-99,3,2,1,4,16,2,-99,4,4,4
17/02/2012,2,6,0,4,2,0,-99,2,-99,0,8,18,3,3,3,2,5,-99,3,2,1,36,49,2,-99,3,22,5
17/02/2012,3,4,0,30,2,0,-99,2,-99,1,15,31,22,3,6,2,17,-99,4,2,1,43,55,2,-99,4,11,14
17/02/2012,4,3,0,38,2,0,-99,4,-99,17,12,13,22,2,5,2,9,-99,12,1,1,32,31,2,-99,8,8,24
17/02/2012,5,2,0,21,4,0,-99,5,-99,17,6,14,17,3,4,2,6,-99,14,1,2,24,29,2,-99,6,16,23
17/02/2012,6,3,2,22,2,1,-99,3,-99,3,5,11,11,3,6,2,5,-99,30,1,1,11,18,2,-99,4,19,23
17/02/2012,7,3,2,8,2,1,-99,4,-99,4,4,18,9,3,4,2,4,-99,18,4,2,12,24,2,-99,4,13,36
17/02/2012,8,5,3,8,9,2,-99,6,-99,4,4,24,8,4,5,3,4,-99,13,4,2,9,39,2,-99,6,11,56
17/02/2012,9,5,3,9,5,2,-99,4,-99,3,5,25,7,3,5,4,-99,-99,7,3,3,10,23,3,-99,6,9,20
17/02/2012,10,8,3,8,4,1,-99,4,-99,2,10,14,6,3,5,6,-99,-99,7,3,3,11,12,4,-99,6,11,13
17/02/2012,11,8,3,4,5,0,-99,6,-99,3,13,7,4,4,4,4,-99,-99,6,2,3,10,6,3,-99,5,11,7
17/02/2012,12,5,1,2,1,1,-99,4,-99,2,-99,2,3,3,2,3,-99,-99,3,2,2,-99,1,3,-99,3,4,3
17/02/2012,13,3,0,1,0,0,-99,2,-99,1,-99,1,2,2,2,2,-99,-99,3,1,1,-99,1,3,-99,3,2,2
17/02/2012,14,1,0,1,0,0,-99,2,-99,1,-99,1,2,2,1,2,-99,-99,2,1,1,-99,0,3,-99,3,2,2
17/02/2012,15,1,0,1,0,0,-99,1,-99,2,2,1,2,2,1,2,1,-99,3,1,1,3,0,3,-99,3,2,2
