FECHA,HORA,ACO,ATI,CAM,CHO,CUA,FAC,IZT,LLA,LPR,MER,MON,NEZ,PED,SAG,SJA,SUR,TAH,TLA,TLI,TPN,UIZ,VIF,XAL
01/01/2011,1,3,3,-99,-99,-99,6,10,7,7,2,-99,-99,3,7,-99,11,-99,5,5,-99,5,7,7
01/01/2011,2,5,4,-99,-99,-99,8,15,10,7,5,-99,-99,3,12,-99,10,-99,6,5,-99,8,19,10
01/01/2011,3,6,4,-99,-99,-99,7,14,8,10,5,-99,-99,4,14,-99,10,-99,7,3,-99,8,15,7
01/01/2011,4,6,4,-99,-99,-99,3,10,7,7,7,-99,-99,3,11,-99,9,-99,7,2,-99,7,9,8
01/01/2011,5,3,2,-99,-99,-99,2,8,7,6,7,-99,-99,2,9,-99,6,-99,5,5,-99,5,8,8
01/01/2011,6,3,2,-99,-99,-99,1,8,5,5,7,-99,-99,1,8,-99,6,-99,5,5,-99,4,6,9
01/01/2011,7,2,2,-99,-99,-99,1,7,4,4,7,-99,-99,1,4,-99,3,-99,2,3,-99,4,7,7
01/01/2011,8,2,1,-99,-99,-99,1,5,5,5,7,-99,-99,1,4,-99,4,-99,2,4,-99,4,3,8
01/01/2011,9,1,4,-99,-99,-99,1,6,6,6,5,-99,-99,1,4,-99,4,-99,2,4,-99,4,2,7
01/01/2011,10,1,6,-99,-99,-99,2,5,6,6,3,-99,-99,1,6,-99,3,-99,5,3,-99,4,4,7
01/01/2011,11,0,5,-99,-99,-99,2,4,4,5,3,-99,-99,1,5,-99,2,-99,9,4,-99,4,2,5
01/01/2011,12,0,2,-99,-99,-99,3,4,2,5,2,-99,-99,2,2,-99,1,-99,6,2,-99,3,0,3
01/01/2011,13,0,0,-99,-99,-99,3,3,2,3,1,-99,-99,1,2,-99,1,-99,3,0,-99,2,0,2
01/01/2011,14,0,0,-99,-99,-99,1,3,2,3,1,-99,-99,1,2,-99,1,-99,2,0,-99,1,0,2
01/01/2011,15,0,0,-99,-99,-99,1,2,2,2,1,-99,-99,1,2,-99,1,-99,1,1,-99,1,0,2
01/01/2011,16,0,0,-99,-99,-99,0,2,2,2,1,-99,-99,1,2,-99,0,-99,0,0,-99,1,0,2
01/01/2011,17,0,0,-99,-99,-99,1,3,2,2,1,-99,-99,1,3,-99,1,-99,0,0,-99,1,0,2
01/01/2011,18,0,0,-99,-99,-99,2,2,2,3,1,-99,-99,2,2,-99,1,-99,0,0,-99,2,0,2
01/01/2011,19,0,0,-99,-99,-99,3,3,2,4,2,-99,-99,1,2,-99,2,-99,1,0,-99,3,0,3
01/01/2011,20,0,0,-99,-99,-99,4,4,2,4,2,-99,-99,2,3,-99,4,-99,1,0,-99,4,0,5
01/01/2011,21,0,0,-99,-99,-99,2,4,2,4,3,-99,-99,2,3,-99,4,-99,1,0,-99,4,0,4
01/01/2011,22,0,0,-99,-99,-99,1,5,2,4,3,-99,-99,2,3,-99,3,-99,3,0,-99,2,0,3
01/01/2011,23,0,0,-99,-99,-99,1,3,2,5,1,-99,-99,3,3,-99,2,-99,5,1,-99,2,0,3
01/01/2011,24,0,0,-99,-99,-99,2,4,2,5,3,-99,-99,2,3,-99,3,-99,2,3,-99,2,1,2
02/01/2011,1,0,0,-99,-99,-99,2,4,8,9,4,-99,-99,1,3,-99,1,-99,2,1,-99,3,2,5
02/01/2011,2,0,0,-99,-99,-99,2,4,9,8,2,-99,-99,1,6,-99,1,-99,2,1,-99,3,0,8
02/01/2011,3,0,0,-99,-99,-99,2,4,6,8,2,-99,-99,1,3,-99,1,-99,2,2,-99,2,1,7
02/01/2011,4,0,0,-99,-99,-99,2,3,3,7,2,-99,-99,1,2,-99,1,-99,2,1,-99,2,0,4
02/01/2011,5,0,0,-99,-99,-99,2,3,2,3,2,-99,-99,2,2,-99,1,-99,2,0,-99,2,0,3
02/01/2011,6,0,0,-99,-99,-99,1,3,1,3,3,-99,-99,2,2,-99,1,-99,1,0,-99,1,0,3
02/01/2011,7,0,0,-99,-99,-99,1,3,3,3,3,-99,-99,2,2,-99,2,-99,2,0,-99,2,0,5
02/01/2011,8,0,0,-99,-99,-99,2,4,2,4,4,-99,-99,4,3,-99,3,-99,3,0,-99,-99,0,9
02/01/2011,9,1,1,-99,-99,-99,4,5,3,6,5,-99,-99,6,4,-99,4,-99,4,2,-99,4,1,5
02/01/2011,10,5,9,-99,-99,-99,7,7,10,7,4,-99,-99,6,7,-99,4,-99,11,13,-99,5,2,6
02/01/2011,11,6,15,-99,-99,-99,20,8,50,14,6,-99,-99,9,26,-99,7,-99,32,20,-99,7,86,-99
02/01/2011,12,3,5,-99,-99,-99,21,10,44,17,11,-99,-99,12,20,-99,12,-99,29,19,-99,9,48,31
02/01/2011,13,2,11,-99,-99,-99,23,13,21,19,12,-99,-99,11,11,-99,9,-99,23,26,-99,11,7,22
02/01/2011,14,3,16,-99,-99,-99,13,12,8,14,8,-99,-99,9,8,-99,8,-99,18,25,-99,8,3,11
02/01/2011,15,4,8,-99,-99,-99,8,8,6,7,5,-99,-99,7,7,-99,7,-99,7,13,-99,7,3,7
02/01/2011,16,4,2,-99,-99,-99,6,5,8,6,3,-99,-99,4,7,-99,3,-99,4,1,-99,3,1,6
02/01/2011,17,5,1,-99,-99,-99,3,2,5,5,0,-99,-99,1,5,-99,1,-99,2,0,-99,1,2,5
02/01/2011,18,1,0,-99,-99,-99,1,2,2,3,1,-99,-99,2,3,-99,2,-99,1,0,-99,1,1,2
02/01/2011,19,0,11,-99,-99,-99,9,3,2,4,1,-99,-99,2,3,-99,2,-99,2,0,-99,2,0,2
02/01/2011,20,0,63,-99,-99,-99,55,9,2,3,11,-99,-99,9,3,-99,2,-99,33,1,-99,2,0,3
02/01/2011,21,0,79,-99,-99,-99,15,47,2,3,58,-99,-99,23,3,-99,27,-99,92,42,-99,32,0,3
02/01/2011,22,0,11,-99,-99,-99,3,22,52,18,42,-99,-99,12,14,-99,6,-99,24,87,-99,36,98,4
02/01/2011,23,40,1,-99,-99,-99,3,5,87,41,9,-99,-99,4,85,-99,6,-99,6,23,-99,13,68,13
02/01/2011,24,29,1,-99,-99,-99,3,5,27,28,12,-99,-99,3,63,-99,4,-99,2,9,-99,12,40,41
03/01/2011,1,5,0,-99,-99,-99,3,15,58,39,18,-99,-99,2,51,-99,2,-99,3,8,-99,46,62,67
03/01/2011,2,5,0,-99,-99,-99,2,5,59,62,-99,-99,-99,2,44,-99,2,-99,-99,10,-99,20,61,82
03/01/2011,3,1,0,-99,-99,-99,1,6,22,51,-99,-99,-99,1,20,-99,2,-99,-99,23,-99,8,40,46
03/01/2011,4,0,0,-99,-99,-99,1,4,8,32,55,-99,-99,1,6,-99,2,-99,1,23,-99,5,31,30
03/01/2011,5,0,0,-99,-99,-99,1,22,9,27,46,-99,-99,1,6,-99,2,-99,2,12,-99,4,29,16
03/01/2011,6,0,0,-99,-99,-99,1,22,21,21,16,-99,-99,1,9,-99,2,-99,3,9,-99,5,20,10
03/01/2011,7,0,0,-99,-99,-99,2,9,25,13,10,-99,-99,1,6,-99,3,-99,5,6,-99,5,6,8
03/01/2011,8,1,1,-99,-99,-99,3,9,14,14,12,-99,-99,2,7,-99,5,-99,5,5,-99,6,5,15
03/01/2011,9,2,4,-99,-99,-99,6,9,8,19,18,-99,-99,4,7,-99,7,-99,6,8,-99,10,8,21
03/01/2011,10,5,14,-99,-99,-99,12,11,10,19,19,-99,-99,7,15,-99,9,-99,17,9,-99,6,13,-99
03/01/2011,11,6,8,-99,-99,-99,13,11,13,11,12,-99,-99,6,-99,-99,4,-99,12,8,-99,5,16,14
03/01/2011,12,2,6,-99,-99,-99,6,4,6,7,9,-99,-99,3,-99,-99,3,-99,6,8,-99,4,12,10
03/01/2011,13,0,1,-99,-99,-99,3,4,4,5,2,-99,-99,2,-99,-99,2,0,2,3,-99,2,2,5
03/01/2011,14,0,1,-99,-99,-99,2,3,3,-99,2,-99,-99,2,3,-99,1,0,1,2,-99,1,0,4
03/01/2011,15,0,0,-99,-99,-99,2,3,2,3,1,-99,-99,2,3,-99,1,0,1,0,-99,1,0,4
03/01/2011,16,0,0,-99,-99,-99,1,2,2,3,1,-99,-99,1,3,-99,1,0,1,0,-99,-99,0,3
03/01/2011,17,0,0,-99,-99,-99,1,2,1,3,0,-99,-99,1,3,-99,0,0,0,0,-99,1,0,6
03/01/2011,18,0,0,-99,-99,-99,0,2,1,3,0,-99,-99,1,2,-99,0,0,0,0,-99,1,0,4
03/01/2011,19,0,0,-99,-99,-99,1,2,2,3,0,-99,-99,1,3,-99,1,0,0,0,-99,1,0,9
03/01/2011,20,-99,0,-99,-99,-99,2,3,2,3,1,-99,-99,1,3,-99,1,0,1,0,-99,3,0,8
03/01/2011,21,0,9,-99,-99,-99,5,3,2,4,2,-99,-99,3,4,-99,2,0,4,1,-99,3,0,8
03/01/2011,22,0,11,-99,-99,-99,17,3,3,5,4,-99,-99,2,4,-99,4,0,19,8,-99,3,3,13
03/01/2011,23,0,8,-99,-99,-99,9,4,3,8,8,-99,-99,4,4,-99,2,0,8,6,-99,3,0,8
03/01/2011,24,0,41,-99,-99,-99,14,4,3,7,8,-99,-99,8,4,-99,2,0,43,4,-99,3,0,7
04/01/2011,1,0,37,-99,-99,-99,28,4,3,5,11,-99,-99,9,4,-99,5,1,59,18,-99,4,0,7
04/01/2011,2,0,33,-99,-99,-99,21,7,3,4,31,-99,-99,9,4,-99,6,2,60,40,-99,4,1,7
04/01/2011,3,0,49,-99,-99,-99,8,7,3,5,15,-99,-99,8,3,-99,3,2,46,40,-99,5,1,7
04/01/2011,4,0,32,-99,-99,-99,4,5,2,5,8,-99,-99,6,3,-99,3,-99,21,35,-99,3,0,7
04/01/2011,5,0,15,-99,-99,-99,3,5,1,5,5,-99,-99,4,3,-99,3,-99,13,22,-99,3,0,7
04/01/2011,6,0,12,-99,-99,-99,3,7,2,5,5,-99,-99,3,3,-99,3,-99,15,15,-99,-99,0,6
04/01/2011,7,0,10,-99,-99,-99,3,9,2,7,7,-99,-99,3,4,-99,4,-99,9,8,-99,6,0,5
04/01/2011,8,0,12,-99,-99,-99,4,8,3,9,8,-99,-99,4,5,-99,6,-99,16,4,-99,7,0,9
04/01/2011,9,1,18,-99,-99,-99,7,10,6,10,8,-99,-99,8,6,-99,8,-99,20,6,-99,12,1,16
04/01/2011,10,3,18,-99,-99,-99,8,14,6,12,9,-99,-99,9,7,-99,8,12,13,8,-99,-99,11,14
04/01/2011,11,12,13,-99,-99,-99,12,17,8,14,15,-99,-99,13,11,-99,13,19,18,8,-99,-99,11,-99
04/01/2011,12,8,6,-99,-99,-99,6,19,7,12,12,-99,-99,9,12,-99,12,12,12,5,-99,-99,9,-99
04/01/2011,13,3,5,-99,-99,-99,7,11,6,8,8,-99,-99,9,9,-99,10,7,8,4,-99,-99,4,9
04/01/2011,14,1,4,-99,-99,-99,5,7,4,5,5,-99,-99,8,6,-99,7,4,6,4,-99,-99,1,7
04/01/2011,15,1,3,-99,-99,-99,3,7,3,4,4,-99,-99,6,5,-99,6,1,3,2,-99,-99,0,5
04/01/2011,16,1,2,-99,-99,-99,3,6,3,4,4,-99,-99,6,5,-99,5,1,3,0,-99,-99,0,4
04/01/2011,17,0,1,-99,-99,-99,3,6,3,5,4,-99,-99,6,5,-99,5,0,2,0,-99,-99,0,6
04/01/2011,18,1,1,-99,-99,-99,5,6,3,5,4,-99,-99,5,4,-99,5,0,3,0,-99,4,0,7
04/01/2011,19,0,1,-99,-99,-99,4,4,3,4,3,-99,-99,4,4,-99,3,0,15,0,-99,3,0,9
04/01/2011,20,0,0,-99,-99,-99,3,5,3,3,3,-99,-99,3,4,-99,3,0,8,0,-99,4,0,4
04/01/2011,21,0,1,-99,-99,-99,2,6,3,3,3,-99,-99,3,4,-99,4,0,10,0,-99,5,0,5
04/01/2011,22,0,1,-99,-99,-99,4,5,3,3,4,-99,-99,3,3,-99,4,1,3,0,-99,3,0,5
04/01/2011,23,0,4,-99,-99,-99,6,4,3,4,3,-99,-99,4,3,-99,3,3,2,0,-99,5,0,4
04/01/2011,24,0,6,-99,-99,-99,5,4,4,3,4,-99,-99,3,3,-99,4,3,4,1,-99,4,0,8
05/01/2011,1,0,3,-99,-99,-99,3,4,4,3,5,-99,-99,2,3,-99,3,3,5,0,-99,4,0,14
05/01/2011,2,1,1,-99,-99,-99,2,5,5,4,4,-99,-99,2,3,-99,2,3,4,0,-99,4,0,9
05/01/2011,3,0,0,-99,-99,-99,1,4,3,4,4,-99,-99,2,3,-99,2,1,2,1,-99,4,0,5
05/01/2011,4,0,0,-99,-99,-99,1,3,4,5,4,-99,-99,2,3,-99,2,1,2,0,-99,3,1,6
05/01/2011,5,0,0,-99,-99,-99,1,4,3,5,5,-99,-99,2,3,-99,2,1,1,0,-99,4,1,7
05/01/2011,6,0,0,-99,-99,-99,2,8,3,5,6,-99,-99,2,4,-99,2,0,3,0,-99,3,0,16
05/01/2011,7,0,1,-99,-99,-99,2,4,3,6,6,-99,-99,2,4,-99,2,0,5,2,-99,4,0,11
05/01/2011,8,0,2,-99,-99,-99,4,6,6,6,8,-99,-99,2,5,-99,4,1,5,4,-99,5,2,12
05/01/2011,9,1,4,-99,-99,-99,5,9,7,9,11,-99,-99,4,7,-99,4,2,8,4,-99,7,9,7
05/01/2011,10,2,4,-99,-99,-99,5,10,6,10,8,-99,-99,4,7,-99,4,3,5,4,-99,7,5,11
05/01/2011,11,3,7,-99,-99,-99,10,8,9,10,7,-99,-99,4,6,-99,3,2,6,3,-99,6,3,10
05/01/2011,12,2,5,-99,-99,-99,10,6,7,8,7,-99,-99,5,6,-99,3,2,7,4,-99,5,5,14
05/01/2011,13,1,6,-99,-99,-99,6,6,6,8,-99,-99,-99,6,6,-99,3,1,8,3,-99,4,5,10
05/01/2011,14,1,3,-99,-99,-99,6,4,5,7,3,-99,-99,4,5,-99,3,0,6,0,-99,2,1,5
05/01/2011,15,1,1,-99,-99,-99,3,4,6,4,3,-99,-99,3,5,-99,2,0,4,1,-99,2,1,5
05/01/2011,16,0,2,-99,-99,-99,2,-99,5,3,3,-99,-99,4,5,-99,3,0,4,1,-99,2,2,5
05/01/2011,17,1,4,-99,-99,-99,3,-99,5,5,2,-99,-99,4,5,-99,3,0,5,2,-99,2,6,-99
05/01/2011,18,6,9,-99,-99,-99,6,5,13,9,4,-99,-99,3,11,-99,3,-99,8,8,-99,3,11,10
05/01/2011,19,1,26,-99,-99,-99,13,10,16,15,11,-99,-99,4,14,-99,3,0,20,13,-99,9,12,17
05/01/2011,20,0,49,-99,-99,-99,46,11,7,11,10,-99,-99,6,4,-99,5,1,17,10,-99,-99,4,10
05/01/2011,21,0,35,-99,-99,-99,48,4,4,3,2,-99,-99,20,3,-99,5,2,5,0,-99,3,0,4
05/01/2011,22,0,28,-99,-99,-99,12,3,2,2,2,-99,-99,27,3,-99,24,3,4,0,-99,3,0,4
05/01/2011,23,0,14,-99,-99,-99,9,10,3,3,5,-99,-99,14,3,-99,18,8,8,2,-99,3,0,5
05/01/2011,24,0,8,-99,-99,-99,5,9,4,3,8,-99,-99,5,2,-99,8,12,6,2,-99,7,0,5
06/01/2011,1,0,3,-99,-99,-99,3,7,4,3,6,-99,-99,3,3,-99,4,8,6,4,-99,8,2,3
06/01/2011,2,0,1,-99,-99,-99,2,6,4,3,6,-99,-99,2,4,-99,2,6,9,3,-99,6,2,3
06/01/2011,3,2,0,-99,-99,-99,3,7,3,3,5,-99,-99,2,3,-99,3,5,3,2,-99,5,1,8
06/01/2011,4,2,0,-99,-99,-99,1,7,3,4,4,-99,-99,1,3,-99,3,4,2,1,-99,4,0,11
06/01/2011,5,1,0,-99,-99,-99,1,6,3,4,4,-99,-99,1,3,-99,2,3,2,0,-99,3,1,6
06/01/2011,6,0,0,-99,-99,-99,1,5,4,4,5,-99,-99,1,3,-99,2,2,3,2,-99,4,0,9
06/01/2011,7,0,0,-99,-99,-99,2,5,5,4,5,-99,-99,1,5,-99,3,2,2,1,-99,4,0,10
06/01/2011,8,0,1,-99,-99,-99,3,7,5,5,7,-99,-99,2,4,-99,5,2,3,1,-99,5,1,13
06/01/2011,9,1,2,-99,-99,-99,4,8,4,10,7,-99,-99,3,4,-99,4,2,6,4,-99,6,2,27
06/01/2011,10,1,3,-99,-99,-99,4,10,4,8,9,-99,-99,3,5,-99,6,3,4,7,-99,8,4,21
06/01/2011,11,12,2,-99,-99,-99,8,10,6,7,10,-99,-99,4,8,-99,7,6,4,-99,-99,10,69,15
06/01/2011,12,11,2,-99,-99,-99,4,9,24,7,8,-99,-99,4,10,-99,5,3,-99,-99,-99,9,65,13
06/01/2011,13,10,2,-99,-99,-99,3,7,23,9,5,-99,-99,4,14,-99,-99,3,-99,-99,-99,8,27,13
06/01/2011,14,6,3,-99,-99,-99,5,7,15,13,6,-99,-99,5,10,-99,-99,3,6,9,-99,5,19,11
06/01/2011,15,2,2,-99,-99,-99,6,10,18,9,9,-99,-99,6,17,-99,-99,3,7,7,-99,9,11,13
06/01/2011,16,2,6,-99,-99,-99,5,-99,14,8,8,-99,-99,6,15,-99,-99,3,8,9,-99,10,9,12
06/01/2011,17,2,19,-99,-99,-99,11,-99,13,10,6,-99,-99,6,12,-99,6,6,12,9,-99,10,8,15
06/01/2011,18,0,20,-99,-99,-99,17,-99,8,10,8,-99,-99,11,9,-99,7,5,15,9,-99,10,5,11
06/01/2011,19,0,15,-99,-99,-99,23,9,5,8,9,-99,-99,14,5,-99,9,4,13,8,-99,8,2,8
06/01/2011,20,0,4,-99,-99,-99,24,6,2,3,4,-99,-99,16,3,-99,8,1,11,3,-99,4,0,4
06/01/2011,21,0,8,-99,-99,-99,11,3,2,2,1,-99,-99,17,3,-99,2,0,9,1,-99,3,0,4
06/01/2011,22,0,16,-99,-99,-99,8,3,2,3,1,-99,-99,15,3,-99,8,0,10,4,-99,5,7,6
06/01/2011,23,0,8,-99,-99,-99,14,7,3,3,6,-99,-99,6,3,-99,8,3,10,6,-99,5,7,11
06/01/2011,24,0,3,-99,-99,-99,8,7,6,2,8,-99,-99,4,5,-99,6,5,10,4,-99,7,4,7
07/01/2011,1,0,1,-99,-99,-99,4,8,5,2,9,-99,-99,3,6,-99,4,4,5,5,-99,7,10,6
07/01/2011,2,0,1,-99,-99,-99,3,8,5,4,5,-99,-99,2,4,-99,4,3,3,5,-99,5,8,7
07/01/2011,3,0,11,-99,-99,-99,2,5,6,5,4,-99,-99,2,3,-99,3,3,3,6,-99,3,8,10
07/01/2011,4,0,4,-99,-99,-99,1,4,7,4,4,-99,-99,1,4,-99,3,2,8,5,-99,3,8,8
07/01/2011,5,0,4,-99,-99,-99,1,5,6,4,4,-99,-99,1,3,-99,3,2,4,6,-99,2,9,7
07/01/2011,6,0,2,-99,-99,-99,1,10,4,4,5,-99,-99,1,3,-99,3,1,3,10,-99,2,7,9
07/01/2011,7,0,1,-99,-99,-99,2,18,3,6,5,-99,-99,1,3,-99,4,1,5,5,-99,4,8,6
07/01/2011,8,0,1,-99,-99,-99,4,20,3,9,7,-99,-99,3,4,-99,4,3,6,6,-99,5,9,9
07/01/2011,9,0,3,-99,-99,-99,5,12,4,13,11,-99,-99,4,4,-99,5,3,8,6,-99,8,11,80
07/01/2011,10,1,3,-99,-99,-99,8,12,4,18,7,-99,-99,4,5,-99,5,2,6,8,-99,5,14,29
07/01/2011,11,5,4,-99,-99,-99,8,-99,7,15,6,-99,-99,4,7,-99,4,2,8,6,-99,5,12,13
07/01/2011,12,2,1,-99,-99,-99,3,-99,6,5,3,-99,-99,2,4,-99,2,0,2,3,-99,5,9,7
07/01/2011,13,0,0,-99,-99,-99,1,-99,3,4,1,-99,-99,1,3,-99,1,0,2,1,-99,2,5,7
07/01/2011,14,0,0,-99,-99,-99,1,-99,3,4,1,-99,-99,3,4,-99,1,0,4,2,-99,2,5,13
07/01/2011,15,0,0,-99,-99,-99,1,-99,2,4,1,-99,-99,2,4,-99,1,0,5,2,-99,3,5,7
07/01/2011,16,0,0,-99,-99,-99,3,-99,2,3,2,-99,-99,2,4,-99,1,0,3,1,-99,2,5,11
07/01/2011,17,0,0,-99,-99,-99,3,3,2,2,2,-99,-99,2,3,-99,1,0,3,1,-99,3,5,14
07/01/2011,18,0,0,-99,-99,-99,3,4,2,2,2,-99,-99,2,3,-99,2,0,3,1,-99,3,6,5
07/01/2011,19,2,0,-99,-99,-99,3,3,2,3,2,-99,-99,2,3,-99,2,0,3,2,-99,3,6,6
07/01/2011,20,0,0,-99,-99,-99,3,4,3,4,2,-99,-99,2,3,-99,2,0,2,3,-99,4,7,5
07/01/2011,21,1,0,-99,-99,-99,5,4,3,5,4,-99,-99,3,4,-99,2,0,4,3,-99,4,7,7
07/01/2011,22,1,1,-99,-99,-99,5,4,5,5,4,-99,-99,3,4,-99,2,0,5,3,-99,3,7,9
07/01/2011,23,1,1,-99,-99,-99,4,4,6,6,7,-99,-99,3,4,-99,2,1,6,4,-99,4,8,9
07/01/2011,24,1,2,-99,-99,-99,3,5,4,5,6,-99,-99,3,5,-99,2,2,7,4,-99,4,8,9
08/01/2011,1,1,2,-99,-99,-99,2,4,4,5,3,-99,-99,3,4,-99,2,1,3,5,-99,3,8,10
08/01/2011,2,1,2,-99,-99,-99,2,3,3,4,4,-99,-99,2,4,-99,1,1,3,6,-99,3,8,9
08/01/2011,3,0,1,-99,-99,-99,1,3,3,3,2,-99,-99,1,3,-99,4,1,2,8,-99,2,7,7
08/01/2011,4,0,1,-99,-99,-99,1,3,3,3,2,-99,-99,2,3,-99,3,0,2,5,-99,2,7,5
08/01/2011,5,0,1,-99,-99,-99,1,4,4,4,2,-99,-99,2,3,-99,2,0,3,4,-99,2,8,6
08/01/2011,6,0,1,-99,-99,-99,1,3,2,4,3,-99,-99,1,3,-99,2,0,3,5,-99,2,8,10
08/01/2011,7,0,0,-99,-99,-99,2,4,4,4,3,-99,-99,1,3,-99,2,0,3,3,-99,5,8,12
08/01/2011,8,1,0,-99,-99,-99,3,5,4,5,8,-99,-99,2,5,-99,3,0,10,3,-99,8,10,11
08/01/2011,9,2,2,-99,-99,-99,5,6,6,8,10,-99,-99,4,7,-99,4,2,8,4,-99,6,17,14
08/01/2011,10,2,4,-99,-99,-99,5,8,8,8,11,-99,-99,3,8,-99,4,5,12,6,-99,6,13,11
08/01/2011,11,3,7,-99,-99,-99,5,7,6,7,8,-99,-99,3,7,-99,3,2,9,5,-99,5,12,10
08/01/2011,12,1,7,-99,-99,-99,5,5,5,7,6,-99,-99,3,5,-99,3,1,7,4,-99,5,8,8
08/01/2011,13,1,6,-99,-99,-99,4,5,3,4,3,-99,-99,3,4,-99,3,0,3,3,-99,4,8,5
08/01/2011,14,0,3,-99,-99,-99,3,4,3,4,3,-99,-99,3,4,-99,2,0,2,3,-99,3,7,5
08/01/2011,15,0,1,-99,-99,-99,2,4,3,4,2,-99,-99,3,-99,-99,2,0,2,2,-99,-99,6,4
08/01/2011,16,0,1,-99,-99,-99,1,3,5,4,2,-99,-99,3,-99,-99,-99,0,2,3,-99,3,7,6
08/01/2011,17,0,0,-99,-99,-99,1,3,2,4,2,-99,-99,2,3,-99,1,0,2,5,-99,3,6,6
08/01/2011,18,0,0,-99,-99,-99,1,3,2,3,2,-99,-99,2,3,-99,1,0,1,9,-99,3,6,4
08/01/2011,19,0,0,-99,-99,-99,1,2,2,3,1,-99,-99,2,3,-99,1,0,1,5,-99,4,6,5
08/01/2011,20,0,0,-99,-99,-99,1,2,2,3,1,-99,-99,2,4,-99,1,0,1,8,-99,3,6,3
08/01/2011,21,0,0,-99,-99,-99,1,3,3,3,2,-99,-99,1,3,-99,1,0,1,2,-99,3,7,4
08/01/2011,22,0,0,-99,-99,-99,1,3,3,3,2,-99,-99,2,4,-99,1,0,1,2,-99,3,7,7
08/01/2011,23,0,0,-99,-99,-99,1,3,3,3,2,-99,-99,2,4,-99,2,0,1,2,-99,2,6,8
08/01/2011,24,0,0,-99,-99,-99,1,4,3,3,3,-99,-99,2,4,-99,1,0,1,3,-99,1,6,7
09/01/2011,1,0,0,-99,-99,-99,1,4,3,2,3,-99,-99,3,4,-99,1,0,1,2,-99,2,6,7
09/01/2011,2,0,0,-99,-99,-99,1,2,3,2,3,-99,-99,3,3,-99,1,0,1,3,-99,1,6,5
09/01/2011,3,0,0,-99,-99,-99,1,2,4,3,1,-99,-99,2,4,-99,1,0,1,2,-99,1,6,6
09/01/2011,4,0,0,-99,-99,-99,0,2,5,2,1,-99,-99,2,5,-99,1,0,1,1,-99,1,5,5
09/01/2011,5,0,0,-99,-99,-99,1,2,4,2,1,-99,-99,2,4,-99,1,0,1,1,-99,1,5,6
09/01/2011,6,0,0,-99,-99,-99,0,3,2,2,3,-99,-99,2,2,-99,1,0,1,1,-99,1,5,4
09/01/2011,7,0,0,-99,-99,-99,0,3,2,2,2,-99,-99,1,2,-99,1,0,1,2,-99,1,4,5
09/01/2011,8,0,0,-99,-99,-99,0,3,2,3,4,-99,-99,1,2,-99,3,0,1,2,-99,1,4,9
09/01/2011,9,1,0,-99,-99,-99,0,5,2,3,3,-99,-99,3,3,-99,3,0,1,2,-99,1,5,8
09/01/2011,10,0,0,-99,-99,-99,0,3,2,3,1,-99,-99,2,2,-99,2,0,0,1,-99,1,7,4
09/01/2011,11,0,0,-99,-99,-99,0,2,2,3,1,-99,-99,2,2,-99,1,0,0,1,-99,2,5,2
09/01/2011,12,0,0,-99,-99,-99,0,2,1,2,1,-99,-99,2,2,-99,1,0,0,1,-99,1,4,3
09/01/2011,13,0,0,-99,-99,-99,0,2,1,3,1,-99,-99,1,2,-99,1,0,0,1,-99,1,4,2
09/01/2011,14,0,0,-99,-99,-99,1,2,1,3,1,-99,-99,1,2,-99,1,0,1,2,-99,-99,5,3
09/01/2011,15,0,0,-99,-99,-99,0,3,2,4,1,-99,-99,1,-99,-99,1,0,1,1,-99,-99,5,3
09/01/2011,16,0,0,-99,-99,-99,0,2,2,3,1,-99,-99,1,-99,-99,1,0,1,3,-99,-99,4,3
09/01/2011,17,0,0,-99,-99,-99,0,2,2,2,1,-99,-99,1,2,-99,1,0,0,3,-99,-99,5,3
09/01/2011,18,0,0,-99,-99,-99,0,2,1,2,1,-99,-99,1,2,-99,1,0,0,4,-99,1,5,3
09/01/2011,19,0,0,-99,-99,-99,0,2,2,3,1,-99,-99,1,3,-99,1,0,0,4,-99,2,5,2
09/01/2011,20,0,0,-99,-99,-99,1,3,2,3,1,-99,-99,1,3,-99,1,0,1,1,-99,2,6,3
09/01/2011,21,0,0,-99,-99,-99,2,3,3,4,3,-99,-99,2,3,-99,1,0,1,2,-99,4,8,3
09/01/2011,22,0,0,-99,-99,-99,1,4,3,4,5,-99,-99,0,-99,-99,1,0,1,2,-99,-99,7,3
09/01/2011,23,0,0,-99,-99,-99,2,3,3,4,2,-99,-99,1,-99,-99,2,0,2,3,-99,-99,7,7
09/01/2011,24,0,0,-99,-99,-99,2,3,5,5,2,-99,-99,1,5,-99,1,0,3,4,-99,-99,7,10
10/01/2011,1,0,0,-99,-99,-99,1,2,4,4,1,-99,-99,1,5,-99,1,0,2,4,-99,-99,6,6
10/01/2011,2,0,0,-99,-99,-99,0,2,3,2,2,-99,-99,1,3,-99,1,0,-99,3,-99,-99,8,4
10/01/2011,3,0,0,-99,-99,-99,0,2,3,3,-99,-99,-99,1,3,-99,1,0,-99,2,-99,-99,5,4
10/01/2011,4,0,0,-99,-99,-99,0,2,3,2,1,-99,-99,1,2,-99,1,0,0,2,-99,-99,10,6
10/01/2011,5,0,0,-99,-99,-99,0,2,2,3,2,-99,-99,1,2,-99,2,0,0,5,-99,-99,6,6
