"month","year","promedio"
1,2005,15.0376344086022
1,2006,8.12231182795699
1,2007,6.94354838709677
1,2008,7.71505376344086
1,2009,7.43817204301075
1,2010,6.51075268817204
1,2011,3.80510752688172
1,2012,4.01881720430108
1,2013,8.0497311827957
1,2014,5.51881720430108
1,2015,4.34274193548387
1,2016,4.17876344086022
1,2017,5.70430107526882
1,2018,5.33870967741935
1,2019,3.50940860215054
1,2020,9.30645161290323
2,2005,10.703869047619
2,2006,5.95684523809524
2,2007,4.94047619047619
2,2008,4.93390804597701
2,2009,8.71428571428571
2,2010,5.26488095238095
2,2011,4.71279761904762
2,2012,4.47988505747126
2,2013,5.00446428571429
2,2014,4.78273809523809
2,2015,3.63541666666667
2,2016,9.35919540229885
2,2017,3.67261904761905
2,2018,3.54166666666667
2,2019,2.36904761904762
2,2020,8.6264367816092
3,2005,7.94086021505376
3,2006,5.55510752688172
3,2007,5.61424731182796
3,2008,5.79032258064516
3,2009,6.43413978494624
3,2010,5.35618279569892
3,2011,3.74731182795699
3,2012,4.82661290322581
3,2013,5.6989247311828
3,2014,2.71236559139785
3,2015,2.40860215053763
3,2016,0.979838709677419
3,2017,2.93413978494624
3,2018,2.59408602150538
3,2019,4.25134408602151
3,2020,10.1801075268817
4,2005,12.875
4,2006,3.66944444444444
4,2007,3.78888888888889
4,2008,5.61388888888889
4,2009,3.8875
4,2010,2.96666666666667
4,2011,4.10972222222222
4,2012,4.28055555555556
4,2013,-7.32777777777778
4,2014,2.50694444444444
4,2015,3.0125
4,2016,2.65833333333333
4,2017,1.96527777777778
4,2018,2.26527777777778
4,2019,2.32222222222222
4,2020,5.79722222222222
5,2005,4.66666666666667
5,2006,4.93817204301075
5,2007,3.69354838709677
5,2008,4.26478494623656
5,2009,4.04301075268817
5,2010,5.31182795698925
5,2011,4.14784946236559
5,2012,5.60752688172043
5,2013,3.0510752688172
5,2014,3.87365591397849
5,2015,2.15860215053763
5,2016,2.67741935483871
5,2017,3.53091397849462
5,2018,2.77284946236559
5,2019,4.28494623655914
5,2020,2.88709677419355
6,2005,5.66944444444444
6,2006,4.08472222222222
6,2007,5.24305555555556
6,2008,4.7625
6,2009,4.43472222222222
6,2010,3.97777777777778
6,2011,2.54305555555556
6,2012,3.08611111111111
6,2013,3.34305555555556
6,2014,2.99861111111111
6,2015,3.19861111111111
6,2016,2.44444444444444
6,2017,2.20138888888889
6,2018,2.875
6,2019,3.73888888888889
6,2020,4.09722222222222
7,2005,6.9260752688172
7,2006,5.08198924731183
7,2007,4.80376344086022
7,2008,4.72177419354839
7,2009,4.46102150537634
7,2010,2.71102150537634
7,2011,3.7755376344086
7,2012,2.99327956989247
7,2013,2.90456989247312
7,2014,2.63575268817204
7,2015,2.33333333333333
7,2016,2.64112903225806
7,2017,2.69354838709677
7,2018,2.36424731182796
7,2019,3.49193548387097
7,2020,1.95833333333333
8,2005,5.7741935483871
8,2006,3.13709677419355
8,2007,4.42741935483871
8,2008,5.35483870967742
8,2009,4.8508064516129
8,2010,2.20430107526882
8,2011,4.0241935483871
8,2012,2.47715053763441
8,2013,1.73790322580645
8,2014,2.43817204301075
8,2015,2.54166666666667
8,2016,2.45564516129032
8,2017,2.26881720430108
8,2018,1.71908602150538
8,2019,3.38978494623656
8,2020,3.61290322580645
9,2005,6.49027777777778
9,2006,3.26805555555556
9,2007,4.98333333333333
9,2008,4.07916666666667
9,2009,2.87361111111111
9,2010,2.02638888888889
9,2011,3.66527777777778
9,2012,3.96944444444444
9,2013,1.94861111111111
9,2014,1.99861111111111
9,2015,2.97222222222222
9,2016,2.2375
9,2017,2.14166666666667
9,2018,2.55416666666667
9,2019,2.49583333333333
9,2020,3.97777777777778
10,2005,7.12634408602151
10,2006,3.90860215053763
10,2007,6.63306451612903
10,2008,7.12096774193548
10,2009,4.76881720430108
10,2010,3.79301075268817
10,2011,4.77150537634409
10,2012,5.18951612903226
10,2013,3.43010752688172
10,2014,3.52016129032258
10,2015,2.38844086021505
10,2016,2.56989247311828
10,2017,2.16532258064516
10,2018,1.38709677419355
10,2019,4.94623655913978
10,2020,11.0510752688172
11,2005,13.4444444444444
11,2006,6.38611111111111
11,2007,9.81388888888889
11,2008,5.52083333333333
11,2009,5.62222222222222
11,2010,7
11,2011,4.24444444444444
11,2012,5.66527777777778
11,2013,4.05277777777778
11,2014,4.44444444444444
11,2015,4.89027777777778
11,2016,3.725
11,2017,5.03194444444444
11,2018,2.0375
11,2020,7.59166666666667
12,2005,11.9569892473118
12,2006,6.94758064516129
12,2007,6.54032258064516
12,2008,6.54032258064516
12,2009,6.01344086021505
12,2010,7.52016129032258
12,2011,5.84408602150538
12,2012,4.53360215053763
12,2013,5.99731182795699
12,2014,3.49193548387097
12,2015,5.58602150537634
12,2016,3.92876344086022
12,2017,6.39650537634409
12,2018,5.54301075268817
12,2020,8.02150537634409
NA,NA,NA
