"month","year","promedio"
1,2005,25.3024193548387
1,2006,25.7204301075269
1,2007,20.9072580645161
1,2008,21.4596774193548
1,2009,23.8158602150538
1,2010,20.0766129032258
1,2011,19.7755376344086
1,2012,22.5147849462366
1,2013,20.9005376344086
1,2014,22.7123655913978
1,2015,18.2513440860215
1,2016,19.0362903225806
1,2017,21.0215053763441
1,2018,18.0537634408602
1,2019,14.8508064516129
1,2020,14.4153225806452
2,2005,21.2142857142857
2,2006,22.1145833333333
2,2007,21.8125
2,2008,20.3922413793103
2,2009,21.7708333333333
2,2010,18.983630952381
2,2011,18.6294642857143
2,2012,19.1709770114943
2,2013,20.2425595238095
2,2014,22.7172619047619
2,2015,17.0386904761905
2,2016,19.4841954022989
2,2017,15.6502976190476
2,2018,15.6428571428571
2,2019,14.1145833333333
2,2020,13.7198275862069
3,2005,18.5134408602151
3,2006,21.6155913978495
3,2007,21.1666666666667
3,2008,17.4395161290323
3,2009,18.4623655913978
3,2010,19.866935483871
3,2011,17.6411290322581
3,2012,20.8279569892473
3,2013,18.0161290322581
3,2014,17.6384408602151
3,2015,15.6639784946237
3,2016,15.5120967741935
3,2017,14.6680107526882
3,2018,13.8212365591398
3,2019,12.9193548387097
3,2020,11.8978494623656
4,2005,23.7611111111111
4,2006,19.2819444444444
4,2007,18.1944444444444
4,2008,19.9527777777778
4,2009,21.4680555555556
4,2010,19.1055555555556
4,2011,16.9222222222222
4,2012,18.6430555555556
4,2013,19.7833333333333
4,2014,18.6638888888889
4,2015,17.7541666666667
4,2016,17.6263888888889
4,2017,13.1958333333333
4,2018,12.9652777777778
4,2019,13.5111111111111
4,2020,9.32638888888889
5,2005,20.866935483871
5,2006,18.4569892473118
5,2007,17.2016129032258
5,2008,17.4301075268817
5,2009,17.741935483871
5,2010,18.508064516129
5,2011,17.752688172043
5,2012,18.6559139784946
5,2013,19.2217741935484
5,2014,18.9744623655914
5,2015,16.5645161290323
5,2016,17
5,2017,15.2150537634409
5,2018,11.7903225806452
5,2019,12.4435483870968
5,2020,8.70698924731183
6,2005,14.6541666666667
6,2006,13.9583333333333
6,2007,17.9
6,2008,14.5708333333333
6,2009,15.6847222222222
6,2010,14.625
6,2011,13.0597222222222
6,2012,16.7305555555556
6,2013,15.1458333333333
6,2014,14.5958333333333
6,2015,15.8152777777778
6,2016,14.3055555555556
6,2017,10.6541666666667
6,2018,11.8777777777778
6,2019,9.36944444444444
6,2020,7.1
7,2005,14.119623655914
7,2006,14.2069892473118
7,2007,15.8266129032258
7,2008,16.1827956989247
7,2009,14.2674731182796
7,2010,13.7836021505376
7,2011,14.0846774193548
7,2012,16.5215053763441
7,2013,14.3508064516129
7,2014,14.7405913978495
7,2015,15.5524193548387
7,2016,12.8440860215054
7,2017,12.885752688172
7,2018,10.6854838709677
7,2019,9.98252688172043
7,2020,8.33064516129032
8,2005,13.5967741935484
8,2006,16.3911290322581
8,2007,12.0120967741935
8,2008,17.0819892473118
8,2009,13.3185483870968
8,2010,12.1505376344086
8,2011,13.3440860215054
8,2012,14.8911290322581
8,2013,13.5658602150538
8,2014,13.25
8,2015,13.5510752688172
8,2016,11.9717741935484
8,2017,12.4879032258065
8,2018,11.3817204301075
8,2019,9.63306451612903
8,2020,7.85215053763441
9,2005,14.1333333333333
9,2006,15.3402777777778
9,2007,12.5541666666667
9,2008,14.6527777777778
9,2009,15.0638888888889
9,2010,12.2277777777778
9,2011,15.0388888888889
9,2012,14.0236111111111
9,2013,14.8888888888889
9,2014,11.8166666666667
9,2015,13.1944444444444
9,2016,10.7111111111111
9,2017,8.925
9,2018,11.7708333333333
9,2019,8.78472222222222
9,2020,8.7375
10,2005,15.0215053763441
10,2006,15.6868279569892
10,2007,15.4583333333333
10,2008,14.8655913978495
10,2009,15.8400537634409
10,2010,16.9771505376344
10,2011,17.2849462365591
10,2012,14.8897849462366
10,2013,16.1545698924731
10,2014,14.0040322580645
10,2015,12.6854838709677
10,2016,10.0201612903226
10,2017,10.4422043010753
10,2018,11.2620967741935
10,2019,10.2016129032258
10,2020,12.5268817204301
11,2005,21.2361111111111
11,2006,21.8361111111111
11,2007,18.4791666666667
11,2008,20.9166666666667
11,2009,19.2972222222222
11,2010,20.9097222222222
11,2011,21.5708333333333
11,2012,17.4069444444444
11,2013,18.0430555555556
11,2014,18.2611111111111
11,2015,15.025
11,2016,14.0222222222222
11,2017,15.025
11,2018,16.625
11,2020,14.2319444444444
12,2005,25.3064516129032
12,2006,22.3118279569892
12,2007,24.4018817204301
12,2008,28.4543010752688
12,2009,21.5282258064516
12,2010,23.3494623655914
12,2011,28.1693548387097
12,2012,25.1129032258065
12,2013,21.7728494623656
12,2014,19.260752688172
12,2015,20.1854838709677
12,2016,15.133064516129
12,2017,18.9005376344086
12,2018,18.9569892473118
12,2020,15.6008064516129
NA,NA,NA
