FECHA,HORA,VAL,SUR,TAC,FAC,LLA,LPR,LVI,SAG,AZC,TLA,XAL,MER,PED,CES,ARA,TLI,ATI,VIF,TAH,LAG,PLA,UIZ,TAX,ACO,IZT,CHO
04/01/2007,8,4,5,8,13,8,4,10,8,9,8,-99,8,2,5,4,7,6,6,1,7,3,2,0,-99,-99,-99
04/01/2007,9,4,6,11,13,7,4,10,9,9,5,-99,7,3,7,5,8,7,6,2,9,4,2,3,-99,-99,-99
04/01/2007,10,4,6,10,10,4,3,10,9,8,5,-99,6,4,6,7,9,7,9,2,8,5,2,1,-99,-99,-99
04/01/2007,11,4,5,5,7,2,3,9,7,6,5,-99,4,3,3,13,10,6,11,1,6,5,1,2,-99,-99,-99
04/01/2007,12,3,-99,-99,4,2,3,-99,5,4,5,-99,3,2,2,13,6,4,9,1,5,3,1,1,-99,-99,-99
04/01/2007,13,2,3,-99,3,1,2,-99,4,3,2,-99,3,2,2,7,4,3,5,1,3,2,1,1,-99,-99,-99
04/01/2007,14,2,2,-99,2,0,2,-99,3,2,1,-99,3,1,3,5,3,1,4,2,2,2,1,1,-99,-99,-99
04/01/2007,15,2,2,-99,2,0,1,-99,3,2,2,-99,3,1,2,4,4,2,4,2,2,2,1,1,-99,-99,-99
04/01/2007,16,2,2,-99,2,0,2,-99,4,2,2,-99,3,1,2,5,4,2,4,1,2,2,1,1,-99,-99,-99
04/01/2007,17,2,2,3,3,0,2,-99,4,2,2,-99,3,1,2,5,4,2,3,2,3,2,1,2,-99,-99,-99
04/01/2007,18,3,2,3,3,0,2,-99,5,3,2,-99,4,1,3,5,3,1,3,2,4,2,1,3,-99,-99,-99
04/01/2007,19,3,2,3,3,0,2,-99,6,2,2,-99,5,2,3,5,3,1,4,2,4,2,1,1,-99,-99,-99
04/01/2007,20,3,2,3,6,1,2,-99,6,5,4,-99,5,2,3,5,5,1,4,2,5,2,2,5,-99,-99,-99
04/01/2007,21,3,3,3,7,1,4,-99,6,4,7,-99,8,2,3,5,5,3,5,2,5,3,7,3,-99,-99,-99
04/01/2007,22,4,4,5,6,2,4,-99,7,7,11,-99,8,2,5,5,6,2,5,2,7,3,8,3,-99,-99,-99
04/01/2007,23,6,3,6,7,3,3,-99,8,5,4,-99,6,1,5,4,6,2,7,2,6,3,6,3,-99,-99,-99
04/01/2007,24,5,4,4,5,3,3,-99,6,5,4,-99,5,1,4,4,7,2,5,2,6,3,5,3,-99,-99,-99
05/01/2007,1,6,3,4,5,4,3,-99,6,4,4,-99,6,1,3,4,6,2,4,2,6,2,4,3,-99,-99,-99
05/01/2007,2,6,3,4,4,3,4,-99,7,4,4,-99,6,1,3,4,5,1,4,2,5,2,4,2,-99,-99,-99
05/01/2007,3,5,3,4,3,2,3,-99,6,3,4,-99,6,1,3,4,4,1,4,2,5,2,5,2,-99,-99,-99
05/01/2007,4,4,4,3,3,2,5,-99,5,3,3,-99,6,1,3,3,4,2,4,2,5,2,4,2,-99,-99,-99
05/01/2007,5,4,3,4,3,2,4,-99,5,3,3,-99,6,1,3,3,4,1,4,2,5,2,4,2,-99,-99,-99
05/01/2007,6,5,3,4,3,2,5,-99,7,3,3,-99,7,1,3,3,6,1,4,2,5,2,3,1,-99,-99,-99
05/01/2007,7,6,2,5,4,4,5,-99,7,3,5,-99,7,2,3,3,6,2,5,2,5,3,4,2,-99,-99,-99
05/01/2007,8,8,3,6,6,5,12,-99,8,5,8,-99,9,2,4,4,6,2,6,3,5,4,6,2,-99,-99,-99
05/01/2007,9,10,5,8,9,6,14,-99,12,7,11,-99,12,5,7,5,8,5,7,7,8,4,11,4,-99,-99,-99
05/01/2007,10,10,6,10,10,6,12,-99,11,11,14,-99,-99,5,13,9,10,6,9,8,10,5,14,6,-99,-99,-99
05/01/2007,11,8,6,9,9,8,12,-99,11,15,18,-99,-99,5,12,14,14,7,11,5,10,6,11,-99,-99,-99,-99
05/01/2007,12,6,7,10,12,5,7,-99,-99,11,12,-99,8,6,10,11,14,8,-99,4,7,7,8,7,-99,-99,-99
05/01/2007,13,4,7,9,10,3,6,-99,-99,7,7,-99,8,5,7,10,12,10,-99,3,6,6,6,6,-99,-99,-99
05/01/2007,14,4,6,7,8,3,4,-99,-99,6,6,-99,7,5,4,9,9,8,-99,2,5,5,3,5,-99,-99,-99
05/01/2007,15,3,4,6,7,3,4,-99,5,5,5,-99,5,4,3,7,6,6,5,2,4,4,2,3,-99,-99,-99
05/01/2007,16,3,2,4,6,0,3,6,3,4,4,11,4,2,2,5,6,5,6,1,3,3,2,1,-99,-99,-99
05/01/2007,17,3,3,4,5,0,2,6,3,4,4,5,3,2,2,4,5,5,5,1,3,2,2,1,-99,-99,-99
05/01/2007,18,3,3,4,5,0,2,6,4,4,4,5,3,2,2,4,4,4,4,2,3,2,2,2,-99,-99,-99
05/01/2007,19,3,3,4,4,1,3,5,4,3,7,7,4,2,3,4,5,3,5,2,5,2,3,2,-99,-99,-99
05/01/2007,20,3,3,4,5,1,3,5,4,4,4,7,4,2,3,4,6,3,5,2,6,2,3,1,-99,-99,-99
05/01/2007,21,3,3,4,6,2,5,5,4,4,3,6,4,2,3,4,5,2,6,2,5,2,2,2,-99,-99,-99
05/01/2007,22,4,3,4,8,2,5,5,4,6,7,16,5,2,3,4,5,8,6,2,5,2,3,2,-99,-99,-99
05/01/2007,23,5,4,5,9,2,6,9,4,8,8,9,5,2,3,6,7,10,7,2,5,2,2,1,-99,-99,-99
05/01/2007,24,4,2,9,9,3,5,13,4,8,9,9,5,1,3,6,8,9,6,2,5,2,3,1,-99,-99,-99
06/01/2007,1,5,3,7,7,2,4,15,4,8,9,8,4,1,3,7,7,6,5,2,5,3,3,1,-99,-99,-99
06/01/2007,2,6,2,5,7,3,3,12,4,7,8,6,4,2,3,6,8,6,5,2,5,3,3,1,-99,-99,-99
06/01/2007,3,6,2,4,6,2,3,13,4,6,7,5,4,3,3,5,7,3,5,2,4,4,3,1,-99,-99,-99
06/01/2007,4,5,2,4,5,2,3,12,4,4,6,5,4,6,2,5,6,3,5,1,3,4,3,1,-99,-99,-99
06/01/2007,5,5,2,5,4,2,3,10,4,4,5,5,3,6,2,4,6,2,4,1,3,3,2,1,-99,-99,-99
06/01/2007,6,4,3,3,3,2,3,10,3,4,5,5,3,3,2,4,7,2,4,1,3,3,2,1,-99,-99,-99
06/01/2007,7,4,3,4,3,1,3,10,3,4,6,7,4,3,2,5,7,2,4,1,4,3,3,1,-99,-99,-99
06/01/2007,8,5,6,5,4,2,4,11,4,12,6,7,5,3,3,5,6,2,5,1,4,4,4,1,-99,-99,-99
06/01/2007,9,5,7,8,7,4,6,12,9,11,8,20,6,4,5,5,7,5,6,2,6,5,5,2,-99,-99,-99
06/01/2007,10,4,6,9,11,4,4,11,8,9,7,26,6,6,5,7,8,7,7,2,6,6,5,4,-99,-99,-99
06/01/2007,11,5,5,8,8,2,4,10,5,8,8,9,5,6,4,10,8,8,8,2,5,5,3,4,-99,-99,-99
06/01/2007,12,4,3,8,8,2,4,7,4,8,7,6,4,4,3,6,7,7,7,1,4,5,2,1,-99,-99,-99
06/01/2007,13,3,2,7,8,1,3,5,3,5,6,-99,3,2,2,4,6,6,6,2,3,2,2,1,-99,-99,-99
06/01/2007,14,3,2,4,6,1,3,3,3,4,5,4,3,1,2,3,6,6,5,2,2,2,2,1,-99,-99,-99
06/01/2007,15,2,2,5,4,1,2,3,2,3,5,4,3,1,2,3,5,4,5,2,2,2,3,3,-99,-99,-99
06/01/2007,16,3,3,5,5,1,3,3,2,3,5,3,3,1,3,4,5,4,5,2,3,2,3,3,-99,-99,-99
06/01/2007,17,3,4,4,5,1,4,3,2,3,5,4,4,1,4,3,5,4,5,2,3,2,3,4,-99,-99,-99
06/01/2007,18,3,3,5,6,1,3,4,3,5,5,9,6,2,3,4,5,4,5,2,5,2,1,2,-99,-99,-99
06/01/2007,19,3,2,7,7,0,3,6,4,6,5,6,4,2,3,5,5,4,5,2,6,2,1,1,-99,-99,-99
06/01/2007,20,4,3,4,7,2,3,10,4,6,8,6,4,3,3,5,13,15,5,2,6,3,2,3,-99,-99,-99
06/01/2007,21,9,3,7,32,1,5,9,4,8,16,8,8,2,3,4,16,46,5,2,10,3,4,2,-99,-99,-99
06/01/2007,22,8,3,22,39,1,4,7,4,32,29,8,8,4,4,5,6,26,5,2,7,12,12,3,-99,-99,-99
06/01/2007,23,7,3,22,34,2,5,8,4,32,29,6,8,12,6,4,14,32,6,2,6,13,6,2,-99,-99,-99
06/01/2007,24,6,3,18,29,3,4,9,5,26,33,7,7,11,4,4,21,26,7,2,7,11,5,2,-99,-99,-99
07/01/2007,1,10,3,18,25,4,4,10,4,24,27,6,8,6,4,3,11,12,8,2,11,10,5,2,-99,-99,-99
07/01/2007,2,7,4,16,22,3,3,10,5,19,15,5,6,5,3,4,8,7,7,2,13,7,4,3,-99,-99,-99
07/01/2007,3,5,6,13,16,2,4,16,5,15,11,4,5,5,3,4,8,5,7,3,12,6,6,3,-99,-99,-99
07/01/2007,4,7,4,10,11,1,4,15,4,11,7,4,4,5,3,3,8,7,6,4,9,4,4,2,-99,-99,-99
07/01/2007,5,5,3,7,9,1,4,12,3,9,7,4,5,3,3,3,6,9,5,4,6,4,4,2,-99,-99,-99
07/01/2007,6,4,4,6,7,1,4,10,2,7,7,3,5,4,3,2,6,9,5,5,6,3,4,2,-99,-99,-99
07/01/2007,7,5,4,5,6,1,4,8,3,6,6,4,4,3,3,2,6,7,4,3,5,3,4,1,-99,-99,-99
07/01/2007,8,6,3,5,6,2,5,6,4,5,7,6,6,2,3,3,6,6,5,4,5,3,4,2,-99,-99,-99
07/01/2007,9,8,4,7,9,4,8,7,7,8,13,8,9,4,6,3,7,10,6,5,7,5,7,3,-99,-99,-99
07/01/2007,10,9,5,8,12,5,9,7,9,13,36,-99,10,6,8,6,9,9,15,5,9,6,8,5,-99,-99,-99
07/01/2007,11,9,7,14,19,5,10,8,9,22,28,11,14,7,9,10,18,28,15,9,9,8,9,7,-99,-99,-99
07/01/2007,12,11,15,20,17,7,9,5,10,24,28,13,10,14,15,10,13,20,13,11,8,12,14,15,-99,-99,-99
07/01/2007,13,6,16,18,15,5,7,-99,9,15,10,12,8,12,14,9,12,11,12,10,8,8,12,12,-99,-99,-99
07/01/2007,14,6,10,10,9,4,2,-99,7,8,9,7,7,8,9,8,9,8,9,9,6,9,7,7,-99,-99,-99
07/01/2007,15,5,6,7,8,4,1,-99,6,8,9,7,7,6,7,6,9,6,7,5,5,7,6,5,-99,-99,-99
07/01/2007,16,4,5,7,9,2,1,-99,4,7,9,5,5,6,4,5,7,6,6,5,4,5,3,4,-99,-99,-99
07/01/2007,17,4,4,8,9,2,1,-99,3,7,8,5,5,5,3,4,6,6,6,5,4,5,3,3,-99,-99,-99
07/01/2007,18,5,5,8,10,6,3,-99,7,8,10,8,6,7,4,5,11,14,12,3,4,6,3,5,-99,-99,-99
07/01/2007,19,6,9,11,12,4,4,-99,7,11,11,10,11,9,5,5,8,7,6,3,9,8,4,7,-99,-99,-99
07/01/2007,20,3,5,6,7,1,0,-99,4,7,8,6,5,7,3,4,5,4,4,4,7,6,2,4,-99,-99,-99
07/01/2007,21,2,3,4,5,0,0,-99,3,4,6,5,4,3,2,3,4,2,4,3,5,4,2,2,-99,-99,-99
07/01/2007,22,2,3,4,4,0,0,-99,3,4,5,4,3,2,2,3,3,2,3,2,-99,3,2,2,-99,-99,-99
07/01/2007,23,2,2,3,3,0,0,-99,2,3,3,3,3,2,1,3,3,2,3,2,2,3,1,1,-99,-99,-99
07/01/2007,24,1,3,4,4,0,0,-99,2,3,4,3,3,2,1,2,3,2,3,2,2,3,2,1,-99,-99,-99
08/01/2007,1,1,2,4,3,0,0,-99,2,3,2,3,2,2,1,2,3,1,3,2,2,3,1,1,-99,-99,-99
08/01/2007,2,1,2,3,3,0,0,-99,2,2,1,3,2,2,0,2,3,0,3,1,2,3,1,0,-99,-99,-99
08/01/2007,3,1,2,3,3,0,0,-99,2,3,2,3,2,2,0,2,2,0,2,1,2,2,1,0,-99,-99,-99
08/01/2007,4,1,2,4,2,0,0,-99,2,3,3,2,2,1,0,2,2,0,3,1,2,2,1,1,-99,-99,-99
08/01/2007,5,1,2,4,2,0,0,-99,2,3,4,2,2,1,0,2,2,0,3,2,2,2,1,1,-99,-99,-99
08/01/2007,6,1,2,4,2,0,0,-99,2,3,4,3,2,1,0,2,2,1,3,2,2,3,1,2,-99,-99,-99
08/01/2007,7,1,2,3,3,0,0,-99,2,3,4,4,3,1,1,2,3,2,3,2,2,2,1,3,-99,-99,-99
08/01/2007,8,2,2,3,5,0,0,-99,2,3,4,3,3,1,1,2,3,10,3,2,2,2,2,5,-99,-99,-99
08/01/2007,9,2,3,6,6,0,0,-99,2,4,5,3,3,2,2,3,3,8,3,3,2,4,3,5,-99,-99,-99
08/01/2007,10,2,6,4,5,0,0,-99,3,5,7,4,5,4,2,3,3,3,3,3,3,4,4,6,-99,-99,-99
08/01/2007,11,2,6,5,4,0,0,-99,3,7,8,4,4,3,-99,6,3,2,3,3,3,4,4,6,-99,-99,-99
08/01/2007,12,-99,4,5,4,0,0,-99,2,3,2,5,-99,3,-99,7,4,3,4,3,2,4,4,4,-99,-99,-99
08/01/2007,13,2,3,-99,4,0,0,-99,2,3,2,5,-99,2,-99,6,4,4,4,-99,2,3,3,2,-99,-99,-99
08/01/2007,14,2,3,-99,4,0,0,-99,2,3,2,5,5,2,3,5,4,3,3,-99,3,3,2,2,-99,-99,-99
08/01/2007,15,2,3,-99,4,0,0,-99,2,3,2,4,4,2,2,5,5,3,3,2,2,3,1,1,-99,-99,-99
08/01/2007,16,2,2,4,4,0,0,-99,2,3,2,4,3,2,1,4,4,3,3,2,2,3,1,1,-99,-99,-99
08/01/2007,17,2,2,3,4,0,0,0,2,3,3,5,4,1,2,4,3,3,3,2,2,2,1,1,-99,-99,-99
08/01/2007,18,2,2,4,4,0,0,0,2,3,4,7,4,1,2,4,9,11,8,2,3,2,1,1,-99,-99,-99
08/01/2007,19,6,3,8,52,5,0,1,5,13,16,13,3,2,3,3,11,59,6,2,3,2,1,1,-99,-99,-99
08/01/2007,20,3,2,54,108,2,1,1,4,9,8,7,3,11,2,4,4,95,4,2,3,26,2,1,-99,-99,-99
08/01/2007,21,3,41,20,115,1,1,1,3,9,7,5,5,81,4,3,4,34,3,2,4,66,2,7,-99,-99,-99
08/01/2007,22,3,69,44,87,1,2,0,3,9,8,5,6,81,3,3,5,79,3,36,4,58,3,17,-99,-99,-99
08/01/2007,23,4,51,73,81,0,0,0,2,74,66,7,6,53,6,2,13,106,5,45,3,42,5,27,-99,-99,-99
08/01/2007,24,11,61,93,53,1,0,1,3,122,137,5,51,29,17,2,46,107,88,34,22,31,24,47,-99,-99,-99
09/01/2007,1,46,58,66,32,90,0,7,45,71,66,4,91,12,10,2,166,34,270,14,48,19,6,47,-99,-99,-99
09/01/2007,2,100,22,31,29,210,6,11,177,61,90,11,72,9,6,2,261,18,252,7,45,13,12,6,-99,-99,-99
09/01/2007,3,117,15,31,17,203,20,13,209,29,135,56,28,7,43,4,124,11,138,6,36,9,59,9,-99,-99,-99
09/01/2007,4,75,28,16,10,173,37,11,150,16,24,56,86,6,29,5,67,10,111,7,30,7,58,40,-99,-99,-99
09/01/2007,5,57,38,10,7,122,60,12,157,12,22,90,135,6,38,6,48,7,156,6,60,6,77,43,-99,-99,-99
09/01/2007,6,45,34,9,6,94,68,9,23,8,13,93,109,6,41,5,44,6,71,8,67,4,78,68,-99,-99,-99
09/01/2007,7,47,35,52,7,23,73,7,32,16,46,71,60,6,38,5,58,6,24,7,48,13,49,82,-99,-99,-99
09/01/2007,8,38,59,52,9,43,64,7,60,43,57,58,78,26,32,6,47,14,35,5,53,26,31,42,-99,-99,-99
09/01/2007,9,68,53,36,22,76,65,7,112,61,87,72,80,49,51,17,146,29,80,11,78,43,45,71,-99,-99,-99
09/01/2007,10,53,66,51,42,58,65,12,54,64,52,72,66,53,64,29,66,19,248,41,82,33,61,73,-99,-99,-99
09/01/2007,11,51,50,32,24,161,58,5,78,36,37,32,56,39,58,60,125,43,283,50,54,27,50,48,-99,-99,-99
09/01/2007,12,53,30,31,35,79,59,5,65,-99,40,32,58,25,36,37,75,-99,51,46,56,17,35,31,-99,-99,-99
09/01/2007,13,13,26,52,53,19,20,2,14,-99,56,15,42,22,39,27,24,46,33,33,30,26,41,37,-99,-99,-99
09/01/2007,14,9,36,32,27,8,12,0,11,-99,40,10,24,34,32,20,-99,54,15,35,18,26,27,31,-99,-99,-99
09/01/2007,15,5,28,32,27,6,5,0,6,-99,25,8,18,25,19,14,-99,23,22,24,16,17,11,23,-99,-99,-99
09/01/2007,16,6,17,16,16,10,6,0,9,13,9,7,14,20,6,12,13,13,21,13,11,14,5,13,-99,-99,-99
09/01/2007,17,7,14,10,10,9,8,0,9,14,11,9,9,17,6,11,19,10,13,6,7,12,6,14,-99,-99,-99
09/01/2007,18,11,12,18,16,2,10,0,7,22,22,12,12,11,5,11,12,37,4,5,11,8,4,10,-99,-99,-99
09/01/2007,19,3,12,13,47,0,2,0,3,11,6,6,9,20,6,7,6,43,4,6,8,16,5,10,-99,-99,-99
