FECHA,HORA,ACO,AJM,ATI,BJU,CAM,CHO,CUA,CUT,FAC,HGM,INN,IZT,MER,MGH,PED,SAG,SFE,SUR,TAH,TLA,TLI,UIZ,VIF,XAL,,,
28/05/2015,12,30,40,-99,-99,-99,47,32,66,37,96,-99,73,68,71,54,-99,29,62,48,-99,64,-99,-99,55,,,
28/05/2015,13,23,63,-99,-99,-99,41,32,22,31,40,-99,14,16,48,64,-99,98,42,36,-99,1,-99,-99,58,,,
28/05/2015,14,11,62,-99,-99,-99,-99,29,36,34,32,-99,1,46,26,34,53,64,1,31,-99,20,25,-99,41,,,
28/05/2015,15,14,54,-99,-99,-99,-99,29,33,33,35,-99,14,14,31,42,27,66,13,41,48,17,44,-99,28,,,
28/05/2015,16,12,44,-99,-99,-99,-99,28,67,44,36,-99,24,16,32,45,10,58,53,80,34,25,21,-99,37,,,
28/05/2015,17,35,32,-99,-99,-99,-99,50,11,72,29,-99,38,45,35,55,79,76,60,50,61,97,36,-99,57,,,
28/05/2015,18,31,37,-99,-99,43,-99,-99,-99,70,18,-99,44,45,34,49,15,42,42,26,45,9,47,-99,32,,,
28/05/2015,19,19,28,23,-99,25,-99,46,22,14,30,-99,50,23,20,16,36,22,33,17,26,32,35,-99,40,,,
28/05/2015,20,24,16,1,-99,20,-99,15,31,2,22,-99,21,31,21,14,25,20,8,7,20,19,24,-99,27,,,
28/05/2015,21,43,11,7,-99,19,-99,6,21,1,30,-99,14,19,16,19,34,12,-99,5,17,9,25,-99,30,,,
28/05/2015,22,29,11,1,-99,19,12,1,23,14,18,-99,14,21,19,20,18,22,23,35,14,13,21,-99,36,,,
28/05/2015,23,25,14,22,-99,30,23,3,23,15,27,-99,13,24,17,25,32,9,11,6,16,8,21,-99,33,,,
28/05/2015,24,23,22,4,-99,28,22,10,23,-99,33,-99,16,32,17,21,42,7,20,22,25,32,30,-99,36,,,
29/05/2015,1,29,25,3,-99,20,23,7,36,14,30,-99,15,30,26,26,30,12,15,-99,27,28,29,-99,48,,,
29/05/2015,2,33,16,1,-99,25,22,12,24,1,27,-99,21,45,23,30,31,14,13,1,20,25,24,-99,50,,,
29/05/2015,3,29,13,13,-99,14,13,14,19,1,26,-99,13,33,17,17,44,24,11,14,24,18,26,-99,41,,,
29/05/2015,4,36,12,2,-99,23,15,8,16,10,26,-99,21,22,24,6,35,17,18,17,16,21,36,-99,48,,,
29/05/2015,5,35,10,1,-99,30,7,3,38,11,23,-99,23,40,17,19,47,18,17,8,28,24,42,-99,79,,,
29/05/2015,6,36,12,25,-99,29,36,17,75,34,38,-99,37,41,21,15,55,11,26,19,41,43,53,-99,74,,,
29/05/2015,7,43,18,56,-99,47,67,29,65,91,45,-99,37,48,40,31,56,-99,40,41,49,45,63,-99,88,,,
29/05/2015,8,45,19,56,-99,48,43,32,56,72,56,-99,32,38,34,31,62,-99,12,51,37,52,49,-99,100,,,
29/05/2015,9,48,22,47,-99,53,46,32,60,32,61,-99,32,55,33,43,72,42,31,25,55,70,54,-99,98,,,
29/05/2015,10,31,24,67,-99,73,40,39,59,62,61,-99,42,77,46,50,101,46,11,34,63,56,67,-99,100,,,
29/05/2015,11,-99,38,49,-99,73,17,49,77,-99,76,-99,50,80,70,52,56,59,31,10,75,42,83,-99,110,,,
29/05/2015,12,37,34,27,-99,60,27,19,45,78,106,-99,57,86,79,64,-99,77,46,-99,83,46,107,-99,86,,,
29/05/2015,13,42,55,48,-99,74,40,61,39,79,125,-99,60,83,74,90,-99,-99,65,-99,79,-99,115,-99,106,,,
29/05/2015,14,65,66,49,-99,68,38,71,34,39,112,-99,67,78,69,108,-99,67,59,13,62,51,99,-99,88,,,
29/05/2015,15,51,79,23,-99,61,19,47,39,48,131,-99,59,77,59,88,52,61,39,19,73,39,42,-99,66,,,
29/05/2015,16,50,54,82,-99,90,24,34,59,50,103,-99,38,53,47,63,47,50,31,1,55,55,37,-99,45,,,
29/05/2015,17,18,38,24,-99,33,44,33,58,50,71,-99,16,38,27,40,19,40,18,27,39,9,18,-99,59,,,
29/05/2015,18,11,20,68,-99,30,23,13,41,29,34,-99,21,27,19,27,28,31,30,37,30,52,29,-99,62,,,
29/05/2015,19,18,22,1,-99,39,74,10,19,17,39,-99,18,48,21,24,26,29,17,63,36,35,18,-99,32,,,
29/05/2015,20,24,19,3,-99,31,35,6,33,31,38,-99,12,43,21,31,28,12,18,15,29,25,24,-99,44,,,
29/05/2015,21,25,25,34,-99,51,51,15,37,53,47,-99,17,49,27,37,47,26,34,26,49,44,33,-99,59,,,
29/05/2015,22,35,24,14,-99,51,72,20,27,44,49,-99,-99,58,26,48,32,18,39,26,39,35,32,-99,47,,,
29/05/2015,23,21,23,24,-99,37,54,24,30,28,46,-99,49,39,26,31,32,26,27,27,31,32,34,-99,29,,,
29/05/2015,24,11,28,20,-99,23,57,30,24,14,44,-99,33,32,25,30,28,32,18,34,19,20,27,-99,30,,,
30/05/2015,1,13,25,9,-99,25,40,35,19,13,34,-99,22,32,18,17,30,25,12,21,20,23,28,-99,38,,,
30/05/2015,2,15,24,17,-99,19,51,3,13,13,31,-99,26,28,22,36,37,20,6,5,26,27,35,-99,49,,,
30/05/2015,3,18,22,1,-99,32,19,25,12,15,32,-99,79,25,21,39,40,24,10,11,32,24,22,-99,40,,,
30/05/2015,4,16,23,13,-99,40,32,11,24,19,40,-99,70,35,25,26,29,16,24,10,32,20,35,-99,40,,,
30/05/2015,5,20,18,4,-99,33,28,24,23,21,43,-99,33,34,32,36,45,17,12,26,42,26,33,-99,73,,,
30/05/2015,6,31,25,22,-99,36,35,23,22,23,44,-99,33,37,36,13,42,29,28,30,39,26,40,-99,61,,,
30/05/2015,7,28,27,42,-99,51,77,31,43,38,63,-99,28,55,40,29,59,32,17,32,58,51,56,-99,88,,,
30/05/2015,8,38,31,40,-99,46,94,37,58,51,58,-99,35,61,33,36,51,38,35,22,60,50,65,-99,83,,,
30/05/2015,9,38,31,13,-99,48,84,34,27,24,80,-99,30,56,41,45,48,42,31,39,49,41,48,-99,76,,,
30/05/2015,10,29,38,14,-99,49,60,38,29,24,52,-99,31,50,33,31,62,27,20,56,79,49,60,-99,72,,,
30/05/2015,11,30,36,38,-99,43,54,32,73,31,39,-99,37,42,43,36,36,25,31,18,73,50,59,-99,65,,,
30/05/2015,12,31,42,16,-99,50,63,26,46,52,59,-99,31,52,46,47,66,50,33,63,78,48,84,-99,73,,,
30/05/2015,13,34,47,21,-99,77,69,28,47,49,78,-99,43,75,44,56,61,26,37,75,63,33,88,-99,70,,,
30/05/2015,14,26,68,13,-99,80,66,54,58,38,80,-99,52,73,52,71,78,83,69,90,51,32,61,-99,66,,,
30/05/2015,15,22,56,73,-99,59,12,52,38,42,57,-99,48,77,54,54,48,52,95,1,75,55,51,-99,67,,,
30/05/2015,16,48,25,22,-99,42,66,54,26,51,44,-99,51,42,44,30,36,55,1,1,53,64,55,-99,68,,,
30/05/2015,17,32,25,36,-99,31,4,16,36,16,41,-99,20,47,30,22,27,22,21,32,21,29,39,-99,31,,,
30/05/2015,18,12,22,10,-99,29,52,14,17,11,32,-99,22,42,25,16,29,20,12,20,19,10,24,-99,25,,,
30/05/2015,19,16,16,11,-99,26,32,60,21,14,28,-99,19,38,22,13,26,14,13,7,25,21,35,-99,27,,,
30/05/2015,20,18,16,13,-99,20,7,13,17,13,31,-99,17,18,16,12,31,21,7,33,25,17,25,-99,37,,,
30/05/2015,21,22,15,12,-99,25,18,7,14,9,34,-99,15,18,17,18,30,17,11,12,19,27,24,-99,50,,,
30/05/2015,22,21,15,16,-99,27,10,9,15,11,27,-99,14,12,20,14,35,17,1,1,21,25,26,-99,55,,,
30/05/2015,23,22,10,1,-99,23,5,16,18,10,28,-99,17,22,20,22,30,9,12,10,25,16,18,-99,40,,,
30/05/2015,24,20,10,13,-99,26,14,3,24,8,30,-99,21,42,20,14,28,22,9,10,30,15,29,-99,34,,,
31/05/2015,1,22,7,25,-99,20,2,13,23,-99,29,-99,18,28,15,10,29,10,9,1,35,14,18,-99,39,,,
31/05/2015,2,21,15,11,-99,42,6,16,26,14,29,-99,20,30,18,15,29,19,19,11,41,39,44,-99,29,,,
31/05/2015,3,23,18,2,-99,28,15,17,27,9,36,-99,23,45,16,16,28,18,16,23,33,40,14,-99,21,,,
31/05/2015,4,24,13,15,-99,19,19,12,26,12,28,-99,26,20,20,16,33,23,9,9,22,23,37,-99,14,,,
31/05/2015,5,17,13,16,-99,25,5,16,19,13,7,-99,25,31,14,13,34,19,8,10,26,17,25,-99,27,,,
31/05/2015,6,11,15,4,-99,15,16,14,11,15,36,-99,17,34,15,19,31,22,14,15,42,7,24,-99,26,,,
31/05/2015,7,11,15,21,-99,25,21,16,13,16,34,-99,19,33,23,23,21,15,17,5,45,13,33,-99,22,,,
31/05/2015,8,12,17,19,-99,28,15,14,10,10,38,-99,24,24,25,21,17,14,17,20,29,12,29,-99,20,,,
31/05/2015,9,8,17,1,-99,22,14,18,14,11,36,-99,15,32,22,24,24,8,9,11,22,12,29,-99,28,,,
31/05/2015,10,11,11,1,-99,20,22,11,19,13,29,-99,19,30,23,35,11,19,12,14,19,12,19,-99,23,,,
31/05/2015,11,7,15,4,-99,27,18,16,20,19,32,-99,13,18,26,22,25,5,1,10,30,13,33,-99,24,,,
31/05/2015,12,10,19,21,-99,22,11,12,20,25,32,-99,14,5,34,23,52,27,15,10,27,24,42,-99,32,,,
31/05/2015,13,13,30,18,-99,35,30,21,17,23,34,-99,20,26,27,27,31,26,22,20,33,15,18,-99,28,,,
31/05/2015,14,15,29,9,-99,32,26,18,21,22,44,-99,13,34,30,47,20,23,24,12,26,12,31,-99,26,,,
31/05/2015,15,11,38,19,-99,32,23,26,16,14,46,-99,22,47,37,38,17,36,24,22,26,10,33,-99,28,,,
31/05/2015,16,9,43,1,-99,12,5,26,11,21,50,-99,19,23,36,53,41,32,27,36,24,15,30,-99,27,,,
31/05/2015,17,20,40,9,-99,9,15,28,22,20,39,-99,20,25,27,50,12,52,30,6,26,24,34,-99,35,,,
31/05/2015,18,19,40,25,-99,37,54,16,35,25,23,-99,27,26,31,48,16,51,38,27,30,29,25,-99,41,,,
31/05/2015,19,12,32,84,-99,11,40,41,21,36,39,-99,35,31,31,39,27,39,14,23,27,48,36,-99,46,,,
31/05/2015,20,16,34,1,-99,28,39,34,29,21,27,-99,30,32,20,27,16,32,36,36,30,18,39,-99,29,,,
31/05/2015,21,12,17,20,-99,20,31,11,27,12,22,-99,18,23,11,20,14,12,27,36,30,13,21,-99,13,,,
31/05/2015,22,10,13,8,-99,13,34,2,15,11,16,-99,9,12,19,17,13,15,6,37,21,13,21,-99,14,,,
31/05/2015,23,14,12,2,-99,13,27,1,9,12,18,-99,4,14,15,24,20,8,2,5,25,7,12,-99,20,,,
31/05/2015,24,10,11,1,-99,10,2,15,22,6,16,-99,33,11,16,8,20,17,5,1,17,3,23,-99,20,,,
01/06/2015,1,3,7,-99,-99,21,3,13,34,1,22,-99,14,23,13,16,5,12,1,1,18,12,16,-99,19,,,
01/06/2015,2,8,10,15,-99,14,2,7,48,3,20,-99,12,25,7,12,12,10,1,1,25,14,20,-99,15,,,
01/06/2015,3,6,8,4,-99,25,9,1,53,3,23,-99,10,14,12,14,16,-99,1,17,28,29,22,-99,21,,,
01/06/2015,4,22,6,8,-99,27,11,10,33,7,25,-99,16,22,10,4,29,-99,6,1,27,44,13,-99,24,,,
01/06/2015,5,34,7,9,-99,41,1,11,25,15,44,-99,16,30,11,8,44,12,3,11,34,65,20,-99,59,,,
01/06/2015,6,27,12,12,-99,41,27,10,59,32,38,-99,30,44,24,10,49,10,11,6,46,74,26,-99,86,,,
01/06/2015,7,30,11,30,-99,45,48,24,113,57,38,-99,27,54,32,15,60,16,25,-99,76,80,41,-99,131,,,
01/06/2015,8,29,20,36,-99,66,56,27,92,55,51,-99,27,60,24,46,50,23,11,-99,102,75,53,-99,84,,,
01/06/2015,9,27,22,15,-99,71,58,12,13,22,82,-99,28,50,31,29,60,13,15,35,81,45,71,-99,74,,,
01/06/2015,10,15,21,26,-99,66,55,16,43,21,58,-99,28,87,27,20,56,32,16,20,55,45,61,-99,75,,,
01/06/2015,11,18,30,19,-99,44,52,15,33,37,65,-99,48,82,33,42,43,27,33,35,58,38,79,-99,86,,,
01/06/2015,12,15,27,21,-99,40,55,25,21,44,70,-99,49,67,41,55,26,31,52,46,51,30,67,-99,46,,,
01/06/2015,13,24,57,7,-99,57,59,53,29,39,63,-99,35,39,47,73,31,40,63,40,48,20,7,-99,42,,,
01/06/2015,14,9,64,12,-99,32,48,55,33,31,26,-99,22,28,35,69,27,88,24,27,44,18,11,-99,42,,,
01/06/2015,15,14,38,31,-99,42,31,44,39,24,20,-99,16,54,34,46,31,29,8,15,40,29,35,-99,30,,,
01/06/2015,16,22,40,39,-99,51,70,36,30,35,15,-99,15,31,39,43,29,37,16,1,44,35,34,-99,37,,,
01/06/2015,17,23,36,20,-99,59,83,36,24,34,30,-99,26,18,35,43,20,35,38,35,51,19,37,-99,53,,,
01/06/2015,18,20,39,26,-99,60,38,29,38,28,21,-99,23,30,32,41,30,37,40,69,44,20,30,-99,40,,,
01/06/2015,19,21,30,32,-99,52,17,19,45,30,31,-99,18,19,18,27,30,24,22,30,34,29,27,-99,43,,,
01/06/2015,20,25,22,21,-99,28,37,22,34,29,31,-99,24,26,21,25,26,22,10,32,32,13,20,-99,38,,,
01/06/2015,21,19,17,2,-99,15,26,22,26,25,25,-99,20,24,16,25,25,25,21,17,22,24,37,-99,63,,,
01/06/2015,22,15,20,13,-99,20,11,17,28,19,21,-99,16,26,14,-99,20,19,11,1,34,28,16,-99,-99,,,
01/06/2015,23,13,16,18,-99,26,10,18,22,19,24,-99,15,18,18,-99,15,24,11,1,46,21,6,-99,23,,,
01/06/2015,24,9,21,13,-99,26,1,11,13,13,27,-99,11,26,16,-99,24,25,16,5,33,24,9,21,25,,,
02/06/2015,1,7,16,1,-99,22,1,15,18,5,26,-99,18,29,13,-99,19,14,12,2,26,12,27,7,16,,,
02/06/2015,2,17,13,19,-99,21,15,19,29,4,31,-99,22,13,11,-99,6,11,8,6,40,8,44,7,16,,,
02/06/2015,3,21,12,7,-99,28,1,12,39,10,29,-99,22,28,14,-99,18,14,5,16,41,6,19,22,34,,,
02/06/2015,4,24,14,5,-99,27,21,12,53,15,33,-99,22,13,19,20,17,22,9,20,25,33,22,50,31,,,
02/06/2015,5,29,14,6,-99,30,15,15,67,28,31,-99,16,21,19,27,27,24,13,18,56,32,20,31,70,,,
02/06/2015,6,38,21,18,-99,45,30,24,95,35,30,-99,20,26,25,22,46,24,12,13,71,48,15,64,134,,,
02/06/2015,7,39,23,51,-99,63,52,28,166,59,60,-99,27,44,41,25,71,28,27,20,70,66,34,107,116,,,
02/06/2015,8,35,22,59,-99,68,64,24,172,47,66,-99,32,42,49,22,66,33,30,29,62,75,53,81,136,,,
02/06/2015,9,31,29,33,-99,-99,73,27,103,44,73,-99,35,52,40,48,65,34,40,32,65,76,53,58,110,,,
02/06/2015,10,21,28,45,-99,-99,67,33,74,53,72,-99,31,63,60,37,64,30,33,31,67,74,47,129,123,,,
02/06/2015,11,26,35,68,-99,-99,56,41,61,61,75,-99,48,65,66,46,91,56,31,21,99,80,70,62,130,,,
02/06/2015,12,20,37,53,-99,-99,58,35,35,61,94,-99,53,88,66,65,67,53,44,30,90,37,93,40,96,,,
02/06/2015,13,26,71,28,-99,54,27,41,47,52,97,-99,60,103,46,79,35,102,65,7,52,26,67,63,68,,,
02/06/2015,14,25,81,1,-99,36,1,43,30,34,88,-99,70,85,34,69,32,43,73,36,46,44,66,65,-99,,,
02/06/2015,15,23,80,29,-99,39,30,43,27,46,46,-99,36,64,36,79,42,36,43,12,66,29,28,73,-99,,,
02/06/2015,16,23,65,5,-99,55,110,39,24,44,45,-99,24,46,50,63,66,35,31,25,44,39,66,43,77,,,
02/06/2015,17,28,58,14,-99,54,103,65,29,29,51,-99,41,55,38,60,35,24,43,64,53,28,62,34,67,,,
02/06/2015,18,34,48,41,-99,61,65,51,64,33,28,-99,37,42,32,42,46,42,55,56,56,33,53,-99,50,,,
02/06/2015,19,24,49,76,-99,41,35,48,63,54,35,-99,51,20,26,52,31,36,87,78,55,83,47,-99,72,,,
02/06/2015,20,27,45,52,-99,46,12,45,44,39,23,-99,43,36,26,42,36,31,69,43,25,56,44,6,52,,,
