FECHA,HORA,TAC,FAC,SAG,TLA,XAL,MER,PED,CES,HAN,TLI,ATI,VIF,PLA,LAG,AZC,UIZ,TAX,SUR
01/01/2006,1,32,43,36,41,55,-99,39,51,51,44,42,39,28,48,40,60,49,46
01/01/2006,2,30,40,38,35,54,-99,44,52,50,47,38,36,33,42,40,59,47,47
01/01/2006,3,35,38,41,36,58,-99,43,50,50,49,38,47,34,53,36,55,46,46
01/01/2006,4,34,35,39,30,56,-99,36,48,49,45,34,47,30,52,39,57,47,41
01/01/2006,5,28,32,37,30,53,-99,27,46,-99,44,35,49,27,55,39,55,46,38
01/01/2006,6,24,30,33,29,50,-99,35,39,55,44,32,41,24,44,37,50,44,36
01/01/2006,7,27,28,31,28,44,-99,34,39,50,43,30,33,23,36,35,51,42,35
01/01/2006,8,26,28,28,26,44,-99,28,37,51,40,30,34,22,58,33,58,42,33
01/01/2006,9,33,27,26,28,59,-99,29,50,42,51,42,55,24,84,38,70,54,47
01/01/2006,10,77,56,33,40,106,-99,41,71,73,77,51,40,45,103,49,104,79,66
01/01/2006,11,68,70,38,54,96,-99,45,57,72,75,47,34,62,96,46,83,73,60
01/01/2006,12,29,34,26,61,39,-99,33,58,55,38,51,23,35,55,31,47,80,43
01/01/2006,13,20,32,13,44,18,-99,20,41,22,23,37,9,26,27,36,46,65,25
01/01/2006,14,20,35,15,22,15,-99,20,35,24,15,21,6,21,21,34,41,53,17
01/01/2006,15,26,31,22,31,25,-99,21,24,23,15,17,7,23,24,26,62,62,10
01/01/2006,16,21,26,23,25,46,-99,20,34,44,16,15,6,21,27,23,85,-99,10
01/01/2006,17,22,23,22,23,37,-99,24,31,39,14,16,5,24,28,22,97,-99,16
01/01/2006,18,32,37,28,31,49,-99,38,45,32,18,27,14,26,27,33,76,118,32
01/01/2006,19,53,71,39,48,50,-99,49,48,62,42,43,32,55,58,62,76,-99,34
01/01/2006,20,65,83,32,57,44,-99,75,54,61,35,54,46,66,65,72,88,-99,50
01/01/2006,21,69,69,43,69,34,-99,49,52,61,46,55,53,60,73,70,99,81,52
01/01/2006,22,58,60,42,59,51,-99,59,48,61,52,42,54,48,69,68,100,83,43
01/01/2006,23,50,52,41,47,62,-99,50,51,58,51,23,51,45,68,57,107,79,52
01/01/2006,24,42,51,41,46,52,-99,47,53,55,49,33,44,41,60,51,101,73,52
02/01/2006,1,36,39,36,43,46,-99,26,45,54,46,36,39,38,53,47,91,74,55
02/01/2006,2,24,26,37,39,42,-99,18,41,56,47,28,35,31,49,43,79,66,46
02/01/2006,3,17,16,37,-99,43,-99,11,37,49,42,23,32,19,46,39,81,-99,43
02/01/2006,4,19,14,31,30,46,-99,17,25,44,43,20,29,15,45,32,55,-99,31
02/01/2006,5,29,16,31,31,38,-99,32,24,44,41,20,28,21,48,27,60,-99,21
02/01/2006,6,38,28,29,33,41,-99,39,29,43,36,31,29,40,49,34,69,-99,18
02/01/2006,7,41,29,27,35,44,-99,39,34,39,33,39,29,42,44,35,69,-99,34
02/01/2006,8,47,32,29,39,54,-99,44,37,49,36,41,29,40,44,39,70,51,35
02/01/2006,9,48,43,40,44,76,-99,44,52,67,38,38,37,49,55,51,77,65,52
02/01/2006,10,60,46,71,72,105,-99,63,77,120,46,46,55,86,74,61,89,90,71
02/01/2006,11,71,54,100,77,126,-99,95,95,-99,-99,30,62,96,85,54,108,-99,70
02/01/2006,12,46,43,75,48,125,-99,77,77,-99,-99,31,31,50,74,58,135,-99,51
02/01/2006,13,31,36,20,37,83,-99,42,75,-99,-99,22,8,37,91,32,-99,-99,44
02/01/2006,14,-99,-99,15,33,24,-99,34,69,-99,-99,15,5,45,61,37,-99,-99,39
02/01/2006,15,-99,34,15,26,33,-99,40,34,-99,-99,15,3,34,38,35,-99,-99,34
02/01/2006,16,28,31,16,20,30,-99,29,21,-99,-99,16,3,30,33,25,-99,-99,18
02/01/2006,17,23,23,21,27,36,-99,31,25,37,-99,13,5,29,34,25,34,57,23
02/01/2006,18,35,27,23,41,40,-99,38,23,31,-99,21,8,39,46,38,60,71,34
02/01/2006,19,39,46,30,29,45,-99,65,41,35,-99,27,14,55,59,39,44,55,42
02/01/2006,20,46,45,31,42,50,-99,59,44,46,-99,38,14,46,52,45,50,47,41
02/01/2006,21,57,42,31,53,47,-99,63,47,48,-99,42,22,50,49,58,62,54,45
02/01/2006,22,51,23,31,45,41,-99,51,44,57,-99,35,28,43,57,50,78,-99,49
02/01/2006,23,50,19,30,44,44,-99,45,46,57,-99,34,24,40,54,46,80,-99,45
02/01/2006,24,40,18,19,44,51,-99,36,44,56,-99,23,17,19,55,45,78,43,38
03/01/2006,1,30,11,15,31,50,-99,26,46,56,-99,12,17,12,53,33,79,45,25
03/01/2006,2,32,13,11,35,55,-99,21,47,59,-99,11,38,12,50,33,70,48,18
03/01/2006,3,30,12,14,-99,50,-99,14,41,55,-99,9,34,15,52,34,70,46,14
03/01/2006,4,21,12,22,38,51,-99,10,40,44,-99,10,38,12,44,34,58,43,16
03/01/2006,5,17,9,25,28,37,-99,-99,40,47,-99,9,35,13,38,30,58,41,24
03/01/2006,6,30,22,30,35,43,-99,-99,38,45,-99,15,34,21,46,34,64,38,38
03/01/2006,7,44,35,32,42,51,-99,29,40,47,-99,42,35,39,46,42,67,47,39
03/01/2006,8,46,41,30,45,54,-99,42,42,43,-99,43,34,40,51,46,61,38,46
03/01/2006,9,58,44,34,52,64,-99,45,53,44,-99,51,36,51,72,57,71,47,57
03/01/2006,10,108,93,-99,72,90,-99,62,66,49,-99,72,38,63,71,104,79,72,66
03/01/2006,11,112,90,30,80,87,-99,84,65,77,-99,49,38,108,-99,93,93,-99,83
03/01/2006,12,65,53,34,84,65,-99,69,60,79,-99,29,15,91,-99,61,70,-99,64
03/01/2006,13,58,65,21,63,51,-99,71,-99,48,-99,23,6,63,91,79,88,84,58
03/01/2006,14,64,49,16,49,25,-99,54,-99,34,-99,20,2,52,38,55,63,88,50
03/01/2006,15,49,37,12,29,25,-99,45,33,23,-99,14,2,40,34,42,37,55,34
03/01/2006,16,39,28,11,29,24,-99,23,34,21,-99,12,1,29,48,30,37,46,21
03/01/2006,17,31,25,13,27,35,-99,33,31,35,-99,12,3,38,42,27,44,46,22
03/01/2006,18,35,17,21,35,51,-99,54,30,85,-99,18,11,44,54,29,82,94,47
03/01/2006,19,67,60,38,62,52,-99,82,47,71,-99,34,15,80,81,64,123,105,82
03/01/2006,20,85,50,38,52,45,-99,84,63,53,-99,45,20,69,62,63,86,78,84
03/01/2006,21,66,57,40,54,47,-99,70,49,57,-99,28,28,53,55,59,77,56,75
03/01/2006,22,58,48,39,50,40,-99,57,52,60,-99,29,33,50,56,53,83,67,58
03/01/2006,23,54,47,36,47,49,-99,41,51,57,-99,24,39,45,53,50,81,58,46
03/01/2006,24,49,44,34,48,49,-99,25,53,56,-99,24,41,40,52,49,80,46,45
04/01/2006,1,38,37,34,45,43,-99,14,49,54,-99,17,40,36,51,46,79,43,44
04/01/2006,2,26,29,29,41,41,-99,13,43,48,-99,11,38,31,46,41,70,42,45
04/01/2006,3,37,27,27,40,41,-99,24,43,46,-99,16,34,21,45,35,64,40,45
04/01/2006,4,39,15,26,33,40,-99,13,48,48,-99,19,29,25,43,36,66,44,38
04/01/2006,5,37,10,27,31,39,-99,11,44,55,-99,22,31,28,43,36,71,42,37
04/01/2006,6,37,24,27,33,36,-99,15,39,54,-99,28,31,37,44,35,65,40,35
04/01/2006,7,42,33,26,38,36,-99,33,38,44,-99,35,29,39,44,37,66,37,37
04/01/2006,8,44,34,27,40,48,-99,37,41,43,-99,37,30,41,45,40,70,37,36
04/01/2006,9,61,41,-99,47,68,-99,55,60,50,-99,45,32,48,52,51,92,46,47
04/01/2006,10,125,101,-99,72,107,-99,62,108,56,-99,72,55,75,91,99,132,64,43
04/01/2006,11,164,176,-99,83,123,-99,51,129,62,-99,64,54,65,125,122,161,78,43
04/01/2006,12,129,128,-99,102,58,-99,-99,115,65,-99,57,48,57,118,-99,140,135,57
04/01/2006,13,63,72,-99,93,59,-99,-99,82,45,-99,45,30,75,88,-99,91,130,62
04/01/2006,14,55,58,-99,78,82,-99,69,55,40,-99,59,9,-99,78,69,51,79,72
04/01/2006,15,47,52,-99,43,59,-99,61,50,36,-99,32,5,-99,55,38,42,69,51
04/01/2006,16,34,40,-99,34,31,-99,58,41,25,-99,20,3,-99,65,27,33,84,43
04/01/2006,17,28,42,-99,29,58,-99,52,46,29,-99,22,16,-99,50,23,33,90,32
04/01/2006,18,38,45,-99,47,66,-99,72,81,38,-99,30,14,64,73,43,53,114,56
04/01/2006,19,54,49,-99,50,52,-99,84,76,70,-99,32,24,62,61,57,85,96,70
04/01/2006,20,71,39,-99,60,56,-99,83,69,62,-99,45,33,61,65,65,101,85,77
04/01/2006,21,61,55,-99,53,54,-99,72,54,56,-99,33,34,58,53,61,83,59,70
04/01/2006,22,55,52,-99,52,57,-99,61,51,57,-99,28,37,48,56,56,83,53,58
04/01/2006,23,55,52,-99,50,54,-99,50,49,59,-99,33,42,44,56,51,87,50,49
04/01/2006,24,50,43,-99,48,49,-99,40,47,59,-99,35,44,44,54,50,80,49,45
05/01/2006,1,47,31,-99,45,48,-99,23,45,56,-99,20,42,32,50,45,79,45,41
05/01/2006,2,37,27,-99,42,47,-99,14,43,58,-99,14,41,29,47,40,74,40,42
05/01/2006,3,25,23,-99,40,40,-99,13,40,47,-99,10,36,22,44,42,68,38,42
05/01/2006,4,23,32,-99,36,46,-99,9,39,49,-99,13,34,22,37,37,65,42,39
05/01/2006,5,24,23,-99,38,42,-99,11,40,45,-99,15,32,19,44,33,63,43,38
05/01/2006,6,40,26,-99,40,41,-99,15,38,46,-99,34,31,27,45,37,63,42,36
05/01/2006,7,41,35,-99,40,40,-99,30,39,46,-99,40,26,38,44,40,68,41,41
05/01/2006,8,46,37,-99,41,46,-99,47,37,44,-99,41,31,43,51,43,70,39,46
05/01/2006,9,53,44,-99,46,67,-99,53,49,41,-99,43,32,49,79,59,81,50,62
05/01/2006,10,101,71,-99,64,88,-99,62,84,65,-99,54,34,71,97,81,105,74,62
05/01/2006,11,77,62,-99,90,95,-99,68,79,97,-99,47,37,81,131,69,113,87,77
05/01/2006,12,54,62,-99,54,103,106,80,69,106,-99,30,11,81,83,77,102,71,72
05/01/2006,13,63,33,-99,40,47,86,58,94,118,-99,23,6,53,80,54,144,91,76
05/01/2006,14,36,16,-99,21,27,61,61,77,36,9,14,-99,50,67,33,92,78,50
05/01/2006,15,30,20,-99,20,20,39,48,31,18,9,11,2,35,38,25,29,56,44
05/01/2006,16,25,17,-99,20,29,46,36,21,28,10,12,4,29,30,19,41,44,31
05/01/2006,17,19,20,-99,22,33,30,28,30,21,10,14,4,23,33,22,31,48,25
05/01/2006,18,20,21,-99,24,30,22,31,25,18,10,14,3,20,26,21,23,33,18
05/01/2006,19,18,21,-99,30,32,25,27,28,24,11,18,6,26,31,22,33,29,20
05/01/2006,20,20,24,-99,26,30,22,31,29,27,14,20,8,23,29,23,45,29,25
05/01/2006,21,27,21,-99,27,33,22,31,30,27,16,17,10,20,34,32,41,27,23
05/01/2006,22,30,19,-99,25,26,23,34,30,28,20,17,9,28,29,35,38,27,23
05/01/2006,23,24,14,-99,23,22,24,29,21,28,24,18,9,24,34,27,43,27,21
05/01/2006,24,24,12,-99,24,20,25,19,26,31,22,22,9,16,34,27,46,29,20
06/01/2006,1,26,11,-99,23,18,21,-99,27,30,23,18,12,18,25,28,40,28,18
06/01/2006,2,22,12,-99,20,14,16,-99,20,25,14,15,7,25,23,25,23,23,18
06/01/2006,3,26,12,-99,-99,13,14,-99,16,15,11,12,1,21,20,26,20,17,15
06/01/2006,4,11,10,-99,13,10,5,-99,15,13,6,11,2,16,14,-99,14,12,8
06/01/2006,5,17,8,-99,12,12,6,-99,12,21,6,9,2,11,12,-99,15,14,5
06/01/2006,6,20,8,-99,20,20,12,-99,16,21,9,12,3,14,16,-99,20,25,8
06/01/2006,7,28,16,-99,21,29,24,-99,24,25,11,17,4,20,26,29,28,28,19
06/01/2006,8,31,29,-99,22,33,26,34,29,30,13,22,6,34,34,32,37,33,26
06/01/2006,9,28,28,-99,21,33,20,37,32,27,16,24,6,30,33,34,44,37,33
06/01/2006,10,23,27,-99,24,30,23,38,31,21,11,25,3,34,30,29,42,42,-99
06/01/2006,11,23,19,-99,30,25,23,29,37,34,7,13,2,21,27,28,42,34,25
06/01/2006,12,19,14,-99,23,22,24,23,27,35,6,-99,1,15,23,21,43,33,18
06/01/2006,13,19,14,-99,16,22,21,20,34,25,8,-99,2,15,26,17,47,30,17
06/01/2006,14,27,16,-99,21,24,26,25,31,16,8,-99,3,20,30,21,44,45,25
06/01/2006,15,26,17,-99,23,24,33,31,28,12,10,12,3,25,23,23,25,47,27
06/01/2006,16,29,15,-99,24,26,27,31,31,14,13,12,2,23,24,24,24,42,22
06/01/2006,17,30,20,-99,27,35,40,32,25,16,11,11,3,22,28,30,25,47,21
06/01/2006,18,30,25,-99,31,35,43,41,31,24,19,11,5,32,40,27,42,46,29
06/01/2006,19,32,22,-99,37,42,46,45,34,44,33,25,9,38,44,35,65,49,36
06/01/2006,20,38,29,-99,35,37,42,45,42,31,44,24,13,35,44,38,59,52,35
06/01/2006,21,44,26,-99,42,36,43,45,43,38,49,34,23,37,47,42,65,48,39
06/01/2006,22,48,30,-99,36,40,41,55,43,50,47,28,22,38,50,45,74,49,41
06/01/2006,23,49,35,-99,43,39,39,50,43,52,40,30,18,40,49,47,74,45,44
06/01/2006,24,47,40,-99,41,44,40,42,41,52,33,28,20,37,49,47,69,46,41
07/01/2006,1,45,37,-99,40,37,40,36,39,53,37,19,16,36,48,44,65,43,39
07/01/2006,2,38,30,-99,37,38,38,25,38,47,43,16,15,26,46,42,66,43,32
07/01/2006,3,35,26,-99,35,44,37,21,39,46,39,14,18,29,44,37,64,41,32
07/01/2006,4,30,23,-99,35,35,33,19,32,34,37,23,22,20,42,35,52,39,27
07/01/2006,5,32,20,-99,38,35,29,26,26,31,36,14,17,23,39,35,42,37,32
07/01/2006,6,34,24,-99,35,34,29,27,25,31,34,18,23,27,42,36,48,40,34
07/01/2006,7,35,33,-99,36,35,32,27,33,34,37,33,27,28,42,37,54,36,33
07/01/2006,8,39,32,-99,39,45,36,38,33,37,38,36,27,30,47,38,58,40,34
07/01/2006,9,47,35,-99,38,50,43,40,39,39,49,36,26,35,56,45,59,46,36
07/01/2006,10,52,60,-99,54,72,58,39,53,53,58,45,33,48,81,46,75,64,47
07/01/2006,11,65,58,-99,57,77,85,57,76,85,65,44,28,60,101,57,119,89,46
07/01/2006,12,45,48,-99,68,73,89,70,85,81,33,38,11,82,101,59,98,106,54
07/01/2006,13,61,42,-99,51,52,73,79,70,70,22,25,4,53,62,59,88,137,88
07/01/2006,14,37,20,-99,40,46,67,52,68,62,13,19,3,54,61,48,75,95,50
07/01/2006,15,48,15,-99,38,32,59,55,79,61,15,14,2,36,52,34,82,99,60
07/01/2006,16,30,15,-99,33,31,62,35,80,48,12,14,2,24,49,33,81,88,45
07/01/2006,17,29,13,-99,30,36,65,33,62,31,11,16,4,30,45,32,54,103,35
07/01/2006,18,36,35,-99,31,49,46,46,70,32,25,33,14,37,47,34,58,120,47
07/01/2006,19,51,42,-99,54,60,59,69,65,56,41,33,22,57,61,59,87,91,72
07/01/2006,20,65,45,-99,56,53,61,68,63,70,47,40,34,56,62,57,99,85,67
07/01/2006,21,62,54,-99,52,49,58,59,57,61,48,34,32,55,62,58,91,82,66
07/01/2006,22,56,51,-99,52,57,56,56,56,60,49,38,32,52,59,55,91,75,57
07/01/2006,23,55,49,-99,47,54,54,47,60,61,50,41,40,48,58,52,91,69,57
07/01/2006,24,52,49,-99,44,43,50,42,53,62,48,41,40,45,56,51,89,71,53
08/01/2006,1,49,46,-99,44,39,48,51,51,51,47,41,40,44,54,49,89,63,52
08/01/2006,2,47,43,-99,44,38,43,39,52,52,48,41,34,42,46,49,89,67,51
08/01/2006,3,42,36,-99,39,36,38,27,47,48,51,37,26,41,43,45,83,63,48
08/01/2006,4,35,38,-99,38,38,37,23,40,46,48,36,26,34,43,42,73,54,40
08/01/2006,5,33,31,-99,35,35,37,25,38,53,43,33,24,31,43,39,68,55,39
08/01/2006,6,39,27,-99,33,38,41,28,38,39,39,33,21,30,43,37,67,49,40
08/01/2006,7,39,34,-99,34,33,40,41,36,36,38,33,21,32,43,36,65,48,36
08/01/2006,8,40,33,-99,34,33,43,44,37,34,38,34,23,34,48,37,68,48,36
08/01/2006,9,52,34,-99,43,47,54,50,48,35,52,39,29,43,67,48,75,48,41
08/01/2006,10,86,74,-99,68,81,73,60,85,48,78,51,40,59,99,81,99,63,43
08/01/2006,11,100,102,-99,69,91,76,59,111,58,79,61,45,60,104,87,115,115,42
08/01/2006,12,95,76,-99,77,81,70,41,97,49,58,83,35,52,77,92,98,120,52
08/01/2006,13,58,62,-99,59,54,46,41,57,38,25,50,14,42,51,61,50,87,46
08/01/2006,14,40,50,-99,26,54,33,42,39,26,15,21,6,37,39,48,30,59,30
08/01/2006,15,42,45,-99,28,43,35,43,42,33,14,21,5,39,43,40,32,63,30
08/01/2006,16,38,39,-99,34,45,42,41,33,55,16,19,6,38,47,38,38,77,31
08/01/2006,17,38,40,-99,36,35,52,38,39,62,18,21,6,41,47,39,34,53,32
08/01/2006,18,49,47,-99,31,49,59,41,36,40,22,29,14,48,59,44,38,65,28
08/01/2006,19,82,88,-99,61,67,59,67,68,71,46,50,34,78,78,83,48,81,51
08/01/2006,20,95,87,-99,74,42,60,82,69,89,63,37,59,82,78,80,102,81,56
08/01/2006,21,93,84,-99,71,86,77,93,77,91,68,53,58,80,91,84,123,95,70
08/01/2006,22,67,70,-99,70,71,79,72,87,83,71,26,58,69,87,78,115,101,84
08/01/2006,23,55,61,-99,62,79,81,58,86,87,73,31,57,59,76,71,118,101,82
08/01/2006,24,46,48,-99,51,63,75,45,79,-99,66,21,53,57,71,64,112,90,78
09/01/2006,1,32,39,-99,49,59,71,21,70,88,58,19,50,39,81,58,105,79,70
09/01/2006,2,31,30,-99,42,60,64,16,61,71,49,27,45,31,73,53,88,72,61
09/01/2006,3,16,20,-99,-99,50,57,30,48,55,52,20,41,20,52,46,83,61,51
09/01/2006,4,25,17,-99,34,50,54,28,45,50,56,19,36,11,39,42,75,51,46
09/01/2006,5,40,21,-99,36,48,49,24,40,51,55,23,33,23,57,39,66,-99,40
09/01/2006,6,43,33,-99,39,55,44,37,45,43,53,33,31,55,54,38,73,50,43
09/01/2006,7,51,43,-99,44,59,46,49,50,52,52,44,29,43,53,43,74,51,43
09/01/2006,8,54,51,-99,44,60,63,55,60,46,54,47,32,53,55,49,83,52,51
09/01/2006,9,69,56,-99,63,78,68,66,72,52,68,59,36,63,62,69,110,66,49
09/01/2006,10,133,122,-99,81,120,83,79,97,89,113,68,51,83,107,124,161,103,53
09/01/2006,11,174,217,-99,94,126,138,95,130,151,135,81,61,81,130,170,189,-99,66
09/01/2006,12,135,155,-99,-99,98,124,58,131,145,77,89,53,55,116,-99,-99,-99,52
09/01/2006,13,63,54,-99,-99,68,59,30,64,49,24,38,17,32,56,-99,-99,-99,31
09/01/2006,14,48,46,-99,-99,54,29,24,43,24,20,21,11,39,40,-99,-99,-99,26
09/01/2006,15,45,59,-99,-99,30,40,32,41,32,28,20,15,39,31,-99,-99,-99,22
09/01/2006,16,46,55,-99,42,45,49,36,35,43,21,18,7,42,50,50,22,-99,25
09/01/2006,17,50,46,-99,38,80,54,33,62,58,19,20,7,37,57,46,31,-99,25
09/01/2006,18,53,47,-99,58,92,46,33,42,46,22,32,11,50,76,52,46,-99,25
09/01/2006,19,98,82,-99,81,71,68,47,54,74,73,48,38,70,89,92,41,-99,44
09/01/2006,20,93,84,-99,83,62,67,80,85,90,66,50,53,77,83,87,74,-99,61
09/01/2006,21,85,79,-99,83,73,71,77,81,63,63,60,55,63,79,86,89,-99,86
09/01/2006,22,82,82,-99,73,58,55,83,86,62,71,41,48,72,61,83,80,-99,85
09/01/2006,23,65,69,-99,68,64,48,71,82,58,60,31,42,65,69,71,62,-99,70
09/01/2006,24,50,51,-99,63,54,59,41,65,69,46,19,44,58,69,59,58,-99,66
10/01/2006,1,47,37,-99,60,65,50,23,69,69,43,14,51,35,64,47,67,-99,64
10/01/2006,2,32,49,-99,50,47,47,26,71,69,47,12,46,36,58,45,74,-99,60
10/01/2006,3,35,27,-99,41,47,46,16,63,54,35,10,43,27,53,53,70,-99,54
10/01/2006,4,25,23,-99,32,44,46,13,55,48,45,8,41,23,53,44,56,-99,50
10/01/2006,5,25,18,-99,35,45,43,16,55,41,37,10,39,31,53,45,49,-99,44
10/01/2006,6,38,26,-99,42,50,41,20,45,45,35,25,40,52,56,44,55,-99,42
10/01/2006,7,43,39,-99,43,44,43,43,51,54,47,39,32,47,53,44,54,-99,45
10/01/2006,8,47,46,-99,51,45,47,55,51,47,59,40,27,43,56,48,58,-99,44
10/01/2006,9,64,47,-99,60,76,56,71,68,55,60,46,28,57,61,61,74,-99,51
10/01/2006,10,123,104,-99,90,89,74,86,-99,75,84,60,46,84,95,112,103,-99,55
10/01/2006,11,166,180,-99,131,105,103,105,-99,122,119,83,62,105,137,143,119,-99,56
10/01/2006,12,89,80,-99,105,-99,79,55,-99,94,-99,57,30,60,-99,68,133,-99,70
10/01/2006,13,42,44,-99,74,-99,35,46,104,48,-99,47,10,47,-99,44,80,-99,58
10/01/2006,14,38,44,-99,55,-99,31,45,58,41,16,27,10,37,-99,34,31,-99,50
10/01/2006,15,31,44,-99,38,-99,37,42,38,28,16,28,9,31,32,36,30,-99,36
10/01/2006,16,38,48,-99,53,27,45,38,36,74,21,34,16,36,49,39,29,-99,30
10/01/2006,17,44,56,-99,50,41,38,25,28,74,25,39,11,35,54,45,32,-99,18
10/01/2006,18,42,46,-99,48,51,54,25,32,68,26,21,7,31,57,44,30,-99,28
10/01/2006,19,36,33,-99,49,50,36,45,49,35,31,22,12,47,47,45,44,-99,40
10/01/2006,20,44,26,-99,46,53,41,44,55,48,35,39,14,38,53,46,50,-99,39
10/01/2006,21,44,31,-99,48,45,35,47,56,48,34,41,17,34,47,49,55,-99,35
10/01/2006,22,50,41,-99,48,45,34,55,51,50,24,42,16,36,46,51,55,-99,35
10/01/2006,23,49,44,-99,44,50,39,51,48,45,28,42,15,42,49,47,51,-99,44
10/01/2006,24,41,41,-99,43,50,36,52,45,43,22,39,10,39,47,44,47,-99,41
11/01/2006,1,44,37,-99,41,41,33,38,42,39,11,23,13,36,45,43,45,-99,40
11/01/2006,2,40,31,-99,33,39,32,27,40,37,32,19,27,34,44,38,36,-99,37
11/01/2006,3,36,28,-99,42,35,28,24,28,32,39,22,33,36,41,31,25,-99,38
11/01/2006,4,33,29,-99,37,33,24,32,24,37,37,26,26,34,38,39,30,-99,34
11/01/2006,5,38,30,-99,35,34,27,31,26,42,35,28,23,29,35,39,34,-99,33
11/01/2006,6,41,33,-99,35,38,27,38,29,33,34,29,25,32,34,37,38,-99,33
11/01/2006,7,41,36,-99,37,46,30,39,35,36,37,33,25,33,35,38,40,-99,33
11/01/2006,8,43,40,-99,44,42,34,47,41,42,40,35,25,36,39,44,46,-99,38
11/01/2006,9,56,47,-99,57,48,45,46,52,42,54,49,30,46,57,64,60,-99,51
11/01/2006,10,101,97,-99,87,68,54,64,55,49,81,72,38,64,63,100,76,-99,52
11/01/2006,11,125,161,-99,142,76,81,89,55,104,101,99,33,84,81,132,60,-99,51
11/01/2006,12,-99,-99,-99,119,53,105,56,55,140,88,115,57,70,95,108,44,-99,39
11/01/2006,13,-99,-99,-99,51,35,52,-99,44,58,39,55,25,38,53,44,30,-99,20
11/01/2006,14,-99,-99,-99,34,33,49,-99,51,28,24,30,17,22,35,24,31,-99,11
11/01/2006,15,35,48,-99,37,32,34,-99,60,35,29,31,13,24,38,32,28,-99,12
11/01/2006,16,35,55,-99,47,38,33,20,33,51,27,32,15,29,43,34,30,-99,16
11/01/2006,17,38,48,-99,62,58,35,25,62,46,28,33,14,27,53,35,30,-99,25
11/01/2006,18,47,72,-99,63,80,38,55,67,46,28,42,16,41,62,48,36,-99,31
11/01/2006,19,82,99,-99,82,83,60,79,65,88,61,55,30,78,79,88,41,-99,49
11/01/2006,20,88,92,-99,106,57,65,84,77,95,61,59,50,78,86,98,59,-99,53
11/01/2006,21,86,98,-99,84,66,71,82,68,89,54,54,48,60,86,92,72,-99,75
11/01/2006,22,84,70,-99,69,68,72,90,79,90,68,63,56,76,81,85,87,-99,67
11/01/2006,23,69,47,-99,68,83,65,75,80,94,65,28,34,65,85,70,87,-99,74
11/01/2006,24,48,36,-99,60,87,56,40,71,90,60,19,42,48,67,54,80,-99,71
12/01/2006,1,39,46,-99,61,77,51,30,68,78,55,16,51,45,63,49,78,-99,68
12/01/2006,2,29,34,-99,48,68,50,20,62,74,43,17,50,19,57,54,73,-99,58
12/01/2006,3,24,26,-99,-99,50,53,18,46,68,39,19,47,25,62,45,51,-99,46
12/01/2006,4,37,23,-99,43,56,51,43,38,67,50,24,40,19,61,44,55,-99,27
12/01/2006,5,40,23,-99,44,56,46,54,33,70,57,20,38,26,57,45,37,-99,19
12/01/2006,6,43,34,-99,47,67,41,26,45,62,57,33,37,39,53,48,49,-99,40
12/01/2006,7,50,48,-99,49,54,46,40,55,55,60,48,36,49,59,51,60,-99,46
12/01/2006,8,47,57,-99,51,55,59,59,56,59,58,50,39,47,62,56,72,-99,49
12/01/2006,9,88,60,-99,68,91,73,68,70,75,63,61,41,62,79,68,85,-99,55
12/01/2006,10,127,98,-99,90,141,98,91,93,105,83,74,60,-99,122,109,121,-99,66
12/01/2006,11,166,135,-99,99,97,108,87,101,85,97,64,63,-99,143,141,156,-99,59
12/01/2006,12,99,98,-99,86,53,81,59,96,67,90,59,-99,-99,92,81,103,-99,78
12/01/2006,13,57,48,-99,57,46,33,54,52,35,33,52,-99,55,43,43,41,-99,50
12/01/2006,14,37,52,-99,62,43,30,55,49,35,26,36,-99,47,42,51,34,-99,44
12/01/2006,15,42,75,-99,59,32,48,54,39,55,30,31,18,45,46,50,34,-99,43
12/01/2006,16,50,64,-99,63,50,48,56,77,79,25,38,20,49,63,50,33,-99,37
12/01/2006,17,56,74,-99,73,90,86,59,67,110,32,31,19,70,79,58,44,-99,36
12/01/2006,18,77,77,-99,87,109,116,92,58,73,39,32,18,88,90,84,44,-99,63
12/01/2006,19,89,91,-99,114,124,60,103,65,89,84,72,58,90,101,124,46,-99,67
12/01/2006,20,49,61,-99,88,49,66,66,69,80,109,49,83,51,83,67,69,-99,63
12/01/2006,21,60,54,-99,94,50,70,82,71,81,78,50,50,55,84,63,81,-99,72
12/01/2006,22,74,55,-99,82,72,63,77,71,72,69,53,57,60,75,84,77,-99,61
12/01/2006,23,74,45,-99,75,65,57,83,65,73,67,32,59,58,68,76,78,-99,52
12/01/2006,24,65,52,-99,67,67,57,65,58,78,67,30,56,51,74,67,71,-99,62
13/01/2006,1,53,42,-99,61,63,54,30,60,72,53,23,56,43,68,64,70,-99,62
13/01/2006,2,44,36,-99,53,58,53,28,60,67,55,23,52,46,63,55,74,-99,61
13/01/2006,3,29,21,-99,38,55,53,21,53,64,56,12,46,40,55,46,70,-99,47
13/01/2006,4,28,19,-99,41,51,51,26,46,63,46,10,40,28,48,36,63,-99,43
13/01/2006,5,34,22,-99,39,49,45,30,44,61,40,11,38,27,50,38,57,-99,44
13/01/2006,6,46,37,-99,47,48,45,33,44,55,51,32,40,44,58,44,58,-99,40
13/01/2006,7,50,43,-99,53,49,43,46,46,65,60,44,38,49,57,53,59,-99,40
13/01/2006,8,56,50,-99,57,60,46,52,48,75,58,47,39,46,59,60,63,-99,52
