FECHA,HORA,ACO,AJM,ATI,BJU,CAM,CCA,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LLA,LPR,MER,MGH,MON,MPA,NEZ,PED,SAC,SAG,SFE,SJA,TAH,TLA,TLI,UAX,UIZ,VIF,XAL
12/03/2019,15,8,4,16,-99,-99,-99,11,-99,-99,17,-99,4,6,12,-99,9,11,-99,11,13,6,-99,8,5,6,8,-99,-99,3,20,11,4,7,9,19
12/03/2019,16,6,5,13,-99,-99,8,7,-99,-99,11,-99,5,6,11,-99,9,8,-99,16,14,7,2,8,3,5,9,5,-99,3,16,13,4,6,8,14
12/03/2019,17,7,4,11,-99,-99,9,8,-99,-99,11,-99,6,-99,11,-99,8,9,-99,12,18,7,3,10,5,7,11,7,-99,3,12,11,5,7,9,18
12/03/2019,18,8,7,12,-99,-99,9,10,-99,-99,16,-99,8,8,14,-99,12,16,-99,14,20,8,4,12,6,9,14,11,-99,3,12,10,7,9,11,22
12/03/2019,19,11,5,21,-99,-99,14,15,-99,-99,23,-99,15,14,25,-99,19,22,-99,19,34,10,3,12,9,11,23,14,-99,5,25,16,10,15,18,29
12/03/2019,20,12,-99,25,-99,-99,20,31,-99,-99,38,-99,26,22,28,-99,23,26,-99,21,42,15,3,15,14,20,31,23,-99,7,32,25,14,21,22,41
12/03/2019,21,17,3,23,-99,-99,30,32,-99,-99,40,-99,24,28,34,-99,29,32,-99,30,39,17,3,16,25,15,33,31,-99,11,28,31,13,22,23,48
12/03/2019,22,20,7,33,-99,-99,36,40,-99,-99,39,-99,43,31,30,-99,25,45,-99,35,44,17,3,29,38,13,40,28,-99,13,49,32,13,20,15,53
12/03/2019,23,23,5,25,-99,-99,32,32,-99,-99,36,-99,40,38,31,-99,29,47,-99,37,46,15,3,29,31,14,36,23,-99,17,54,30,13,26,38,52
12/03/2019,24,25,3,23,-99,-99,30,21,-99,-99,34,-99,31,45,44,-99,37,48,-99,41,40,11,2,21,17,9,32,23,-99,17,51,30,22,25,47,47
13/03/2019,1,25,7,26,-99,-99,25,24,-99,-99,27,-99,28,42,42,-99,38,45,-99,43,47,11,2,17,23,8,26,23,-99,8,38,33,16,20,43,46
13/03/2019,2,18,2,24,-99,-99,23,21,-99,-99,27,-99,23,44,40,-99,27,40,-99,44,40,11,2,19,25,9,35,20,-99,7,36,41,14,14,34,44
13/03/2019,3,15,3,19,-99,-99,19,8,-99,-99,25,-99,18,42,38,-99,33,38,-99,40,40,14,3,26,21,25,31,10,-99,9,35,39,16,23,33,44
13/03/2019,4,14,5,11,-99,-99,22,7,-99,-99,25,-99,21,38,41,-99,37,38,-99,41,41,9,2,20,19,9,28,10,-99,7,33,37,10,22,29,38
13/03/2019,5,20,11,17,-99,-99,24,13,-99,-99,24,-99,24,29,46,-99,42,36,-99,43,42,12,3,21,17,8,31,8,-99,7,36,37,14,34,29,35
13/03/2019,6,23,14,29,-99,-99,24,27,-99,-99,24,-99,31,33,42,-99,39,33,-99,46,42,21,3,31,26,16,30,29,-99,15,34,37,18,38,29,38
13/03/2019,7,24,14,31,-99,-99,26,23,-99,-99,25,-99,32,36,40,-99,39,36,-99,45,40,25,4,33,32,14,33,35,-99,25,35,38,31,40,28,-99
13/03/2019,8,25,14,32,-99,-99,28,31,-99,-99,35,-99,35,37,42,-99,39,37,-99,50,44,27,9,34,31,37,37,30,-99,26,39,38,32,48,30,-99
13/03/2019,9,21,17,31,-99,-99,28,13,-99,-99,35,-99,37,37,53,-99,46,48,-99,64,52,20,3,39,21,52,48,22,-99,22,55,42,21,40,41,-99
13/03/2019,10,16,20,-99,-99,-99,29,8,-99,-99,27,-99,28,31,63,-99,59,33,-99,66,63,6,3,27,28,19,28,22,-99,9,53,48,19,41,35,-99
13/03/2019,11,5,21,-99,-99,-99,31,5,-99,-99,26,-99,9,24,43,-99,31,21,-99,41,51,4,2,10,26,6,14,22,-99,5,36,54,9,12,32,-99
13/03/2019,12,-99,22,-99,-99,-99,22,5,-99,-99,39,-99,7,13,22,-99,17,16,-99,21,35,4,2,6,23,5,8,26,-99,5,38,21,6,7,20,-99
13/03/2019,13,-99,12,-99,-99,-99,13,5,-99,-99,33,-99,5,7,15,-99,14,13,-99,14,21,4,2,7,12,6,8,23,-99,7,33,23,5,8,15,-99
13/03/2019,14,-99,9,-99,-99,-99,12,7,-99,-99,20,-99,5,8,20,-99,13,13,-99,28,19,4,2,8,11,8,10,13,-99,6,42,28,6,10,18,-99
13/03/2019,15,-99,10,-99,-99,-99,14,7,-99,-99,13,-99,5,7,19,-99,15,19,-99,23,17,5,3,11,13,7,15,9,-99,6,31,21,7,16,15,-99
13/03/2019,16,-99,10,-99,-99,-99,11,7,-99,-99,10,-99,5,7,18,-99,18,20,-99,21,9,7,3,10,8,7,14,10,-99,6,21,19,6,11,14,-99
13/03/2019,17,-99,6,-99,-99,-99,14,8,-99,-99,5,-99,7,11,17,-99,18,12,-99,19,15,9,3,11,11,7,15,11,-99,5,19,14,7,10,12,-99
13/03/2019,18,-99,6,-99,-99,-99,15,10,-99,-99,7,-99,8,12,17,-99,17,13,-99,19,13,9,4,15,9,7,21,11,-99,4,34,10,7,14,15,-99
13/03/2019,19,-99,3,-99,-99,-99,12,10,-99,-99,11,-99,14,18,19,-99,15,14,-99,20,14,10,6,18,7,14,17,11,-99,4,23,21,7,14,20,-99
13/03/2019,20,-99,6,-99,-99,-99,23,17,-99,-99,14,-99,19,25,19,-99,17,18,-99,21,16,13,3,23,11,18,25,10,-99,4,25,25,9,17,26,-99
13/03/2019,21,-99,10,-99,-99,-99,27,29,-99,-99,32,-99,22,31,20,-99,22,20,-99,25,22,11,3,28,22,17,23,13,-99,6,35,30,12,19,33,-99
13/03/2019,22,-99,10,-99,-99,-99,35,29,-99,-99,33,-99,19,35,28,-99,28,18,-99,29,19,11,4,22,23,14,19,23,-99,21,33,33,15,29,31,-99
13/03/2019,23,-99,9,-99,-99,-99,40,-99,-99,-99,22,-99,16,32,35,-99,35,19,-99,39,28,13,3,26,20,16,23,20,-99,25,36,37,18,37,27,-99
13/03/2019,24,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
14/03/2019,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
14/03/2019,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
14/03/2019,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
14/03/2019,4,20,11,28,-99,-99,21,10,-99,26,20,-99,17,20,27,-99,21,30,-99,31,36,18,2,13,11,9,-99,21,-99,9,30,34,12,21,31,20
14/03/2019,5,20,14,30,-99,-99,27,15,-99,35,23,-99,19,30,19,-99,23,36,-99,26,29,25,2,23,8,10,-99,24,-99,8,31,31,12,19,29,28
14/03/2019,6,21,17,29,-99,-99,26,30,-99,35,22,-99,30,29,26,-99,25,35,-99,31,40,30,3,32,12,22,-99,33,-99,10,32,32,22,27,28,33
14/03/2019,7,23,18,29,-99,-99,26,27,-99,41,22,-99,31,31,31,-99,32,32,-99,34,37,29,3,37,27,33,-99,35,-99,22,33,31,24,34,29,35
14/03/2019,8,25,21,32,-99,-99,28,31,-99,38,26,-99,32,35,31,-99,34,34,-99,36,41,26,5,34,31,34,-99,33,-99,29,36,34,25,37,31,39
14/03/2019,9,22,28,39,-99,-99,36,30,-99,20,36,-99,26,55,43,-99,38,46,-99,48,37,30,9,43,42,47,-99,32,-99,28,54,44,36,43,42,53
14/03/2019,10,13,29,49,-99,-99,42,28,-99,13,31,-99,27,62,50,-99,50,46,-99,68,38,13,18,52,43,55,-99,24,-99,21,64,40,31,66,37,65
14/03/2019,11,8,20,27,-99,-99,35,18,-99,18,16,-99,20,36,51,-99,60,37,-99,59,35,8,9,41,34,57,-99,21,-99,17,37,27,37,61,23,56
14/03/2019,12,9,20,24,-99,-99,25,11,-99,24,10,-99,9,15,39,-99,40,25,-99,37,34,7,5,20,23,38,-99,23,-99,13,42,28,25,31,15,34
14/03/2019,13,10,14,26,-99,-99,23,11,-99,26,13,-99,7,9,28,-99,24,17,-99,24,32,5,3,19,20,31,8,21,-99,11,28,22,13,20,15,21
14/03/2019,14,10,11,19,-99,-99,15,10,-99,23,16,-99,4,7,17,-99,18,9,-99,21,23,7,2,15,13,12,7,18,-99,7,26,17,6,20,15,16
14/03/2019,15,8,8,21,-99,-99,12,9,-99,18,16,-99,3,6,18,-99,17,12,-99,19,18,9,4,10,9,6,7,14,-99,-99,21,20,5,11,13,19
14/03/2019,16,9,7,21,-99,-99,11,8,-99,15,17,-99,3,5,15,-99,11,10,-99,14,18,8,4,7,7,7,7,12,-99,4,27,20,5,9,14,19
14/03/2019,17,9,8,26,-99,-99,14,8,-99,14,19,-99,6,8,17,-99,15,10,-99,17,19,8,2,10,6,7,12,12,-99,5,24,21,7,11,14,23
14/03/2019,18,10,8,27,-99,-99,14,9,-99,14,21,-99,8,13,20,-99,16,12,-99,18,24,9,2,14,7,7,14,15,-99,4,26,26,8,15,18,21
14/03/2019,19,11,6,35,-99,-99,14,13,-99,18,23,-99,17,16,20,-99,17,14,-99,21,34,11,3,22,9,15,18,22,-99,4,46,31,10,18,23,42
14/03/2019,20,14,5,42,-99,-99,21,28,-99,17,28,-99,19,23,31,-99,24,14,-99,30,44,21,4,20,13,20,20,34,-99,9,53,23,12,22,23,33
14/03/2019,21,12,14,37,-99,-99,38,39,-99,26,23,-99,26,30,48,-99,46,25,-99,49,33,24,6,22,27,23,28,37,-99,13,43,26,18,30,25,31
14/03/2019,22,13,14,47,-99,-99,49,35,-99,20,27,-99,22,26,50,-99,47,27,-99,55,43,25,3,33,42,22,34,38,-99,20,43,36,28,32,31,38
14/03/2019,23,11,18,24,-99,-99,41,36,-99,21,12,-99,17,23,47,-99,57,31,-99,47,34,25,3,27,28,36,25,42,-99,27,47,29,28,39,18,36
14/03/2019,24,10,34,12,-99,-99,27,18,-99,19,11,-99,18,19,33,-99,37,25,-99,39,19,34,3,22,27,45,16,18,-99,26,30,19,35,42,12,25
15/03/2019,1,13,14,10,-99,-99,13,11,-99,18,9,-99,17,25,21,-99,27,16,-99,35,13,24,9,19,14,27,13,12,-99,22,18,17,16,40,12,30
15/03/2019,2,8,9,17,-99,-99,11,13,-99,14,14,-99,14,19,13,-99,17,13,-99,29,17,33,10,28,10,27,9,19,-99,16,13,11,11,32,8,43
15/03/2019,3,9,9,16,-99,-99,13,27,-99,16,14,-99,27,12,14,-99,17,10,-99,21,12,37,7,24,12,28,6,19,-99,10,15,10,11,27,9,35
15/03/2019,4,9,8,15,-99,-99,13,22,-99,26,15,-99,20,16,15,-99,17,10,-99,25,20,36,6,16,12,27,6,20,-99,11,18,20,10,28,11,32
15/03/2019,5,13,8,12,-99,-99,15,27,-99,19,22,-99,22,22,23,-99,22,14,-99,29,22,27,5,13,10,24,13,26,-99,14,20,22,28,31,12,29
15/03/2019,6,14,12,12,-99,-99,19,31,-99,24,22,-99,26,32,31,-99,24,25,-99,29,27,32,6,16,15,34,19,36,-99,20,22,36,33,39,17,39
15/03/2019,7,25,23,19,-99,-99,27,31,-99,29,25,-99,31,43,34,-99,31,37,-99,37,31,33,6,26,31,38,28,42,-99,26,31,37,38,39,30,41
15/03/2019,8,30,24,21,-99,-99,34,32,-99,25,28,-99,28,43,33,-99,34,27,-99,42,37,33,15,31,34,33,36,39,-99,30,29,35,37,40,29,43
15/03/2019,9,24,17,19,-99,-99,23,35,-99,16,20,-99,33,44,28,-99,29,24,-99,40,26,26,18,35,17,31,27,15,-99,30,30,37,34,39,15,47
15/03/2019,10,14,18,14,-99,-99,26,24,-99,18,10,-99,41,46,31,-99,26,25,-99,37,23,20,19,36,21,33,33,17,-99,27,35,32,34,40,10,41
15/03/2019,11,10,22,23,-99,-99,26,20,-99,20,11,-99,24,40,31,-99,37,23,-99,49,29,14,17,31,-99,33,28,18,-99,25,39,19,35,42,12,36
15/03/2019,12,8,23,21,-99,-99,27,14,-99,25,10,-99,14,20,39,-99,42,15,-99,46,31,7,10,19,-99,23,16,22,-99,-99,38,21,25,31,11,28
15/03/2019,13,7,21,24,-99,-99,24,10,-99,30,10,-99,6,8,25,-99,22,9,-99,24,36,7,4,13,-99,16,8,24,-99,-99,33,20,16,17,10,22
15/03/2019,14,7,12,23,-99,-99,16,11,-99,28,10,-99,3,5,18,-99,16,8,-99,17,19,7,-99,11,16,8,8,22,-99,-99,22,15,6,14,9,15
15/03/2019,15,6,8,20,-99,-99,13,9,-99,20,10,-99,4,5,15,-99,15,11,-99,12,15,6,-99,7,10,7,8,17,-99,-99,22,14,4,9,10,19
15/03/2019,16,7,6,21,-99,-99,11,10,-99,25,11,-99,4,5,13,-99,12,9,-99,12,15,6,-99,6,6,6,9,13,-99,-99,18,16,5,8,9,17
15/03/2019,17,5,7,17,-99,-99,14,11,-99,23,11,-99,5,7,15,-99,11,12,-99,13,21,6,1,7,6,7,11,13,-99,5,20,14,5,9,9,21
15/03/2019,18,6,7,16,-99,-99,13,13,-99,14,7,-99,8,9,16,-99,12,12,-99,17,24,7,2,9,6,10,14,11,-99,5,21,13,7,12,7,23
15/03/2019,19,10,6,14,-99,-99,11,20,-99,17,7,-99,11,11,18,-99,14,18,-99,19,25,11,2,14,8,13,20,12,-99,4,27,14,9,15,11,26
15/03/2019,20,10,15,15,-99,-99,17,36,-99,19,9,-99,30,28,22,-99,22,23,-99,29,19,17,3,29,20,21,20,19,-99,6,22,14,16,24,10,31
15/03/2019,21,12,23,21,-99,-99,19,34,-99,21,18,-99,25,22,26,-99,31,21,-99,25,19,15,5,30,20,34,18,19,-99,18,31,17,19,30,10,19
15/03/2019,22,11,20,21,-99,-99,22,29,-99,24,19,-99,20,28,28,-99,26,19,-99,25,21,11,18,27,17,30,14,22,-99,23,26,23,24,26,11,26
15/03/2019,23,10,21,21,-99,-99,22,21,-99,20,24,-99,19,30,31,-99,29,18,-99,26,20,11,24,25,18,28,13,16,-99,26,27,23,31,30,17,31
15/03/2019,24,13,20,21,-99,-99,19,25,-99,17,27,-99,22,30,26,-99,28,16,-99,27,18,9,12,25,15,29,16,15,-99,32,27,21,25,32,15,31
16/03/2019,1,13,20,19,-99,-99,18,22,-99,23,23,-99,26,29,25,-99,27,15,-99,33,17,9,17,26,18,33,12,19,-99,29,26,21,24,31,18,31
16/03/2019,2,14,21,16,-99,-99,16,21,-99,19,21,-99,24,31,29,-99,30,16,-99,33,19,12,18,18,16,24,12,17,-99,26,30,28,22,33,14,29
16/03/2019,3,11,18,14,-99,-99,15,24,-99,14,17,-99,18,29,32,-99,31,17,-99,33,19,12,20,15,15,18,13,25,-99,21,27,15,23,23,18,30
16/03/2019,4,10,14,16,-99,-99,16,23,-99,17,14,-99,21,26,30,-99,26,24,-99,31,19,13,21,15,17,18,18,24,-99,21,28,22,23,21,21,31
16/03/2019,5,15,16,15,-99,-99,18,24,-99,25,14,-99,23,28,30,-99,28,26,-99,31,20,18,23,18,18,21,25,20,-99,23,31,29,22,25,24,31
16/03/2019,6,18,15,16,-99,-99,21,25,-99,31,12,-99,19,25,31,-99,30,27,-99,31,27,21,21,20,19,26,20,16,-99,21,27,28,25,28,24,30
16/03/2019,7,18,18,17,-99,-99,25,24,-99,34,12,-99,21,23,31,-99,28,26,-99,34,28,19,21,25,24,28,23,19,-99,20,29,26,24,29,22,28
16/03/2019,8,18,20,16,-99,-99,25,26,-99,27,17,-99,23,24,33,-99,30,25,-99,30,29,19,17,22,26,31,23,21,-99,19,28,26,23,27,19,32
16/03/2019,9,15,20,20,-99,-99,25,27,-99,27,20,-99,24,25,37,-99,36,26,-99,37,41,17,13,22,26,31,26,24,-99,-99,34,25,20,31,17,39
16/03/2019,10,16,23,22,-99,-99,27,11,-99,26,21,-99,32,31,45,-99,48,25,-99,48,49,16,9,26,27,37,28,26,-99,-99,39,32,28,35,14,44
16/03/2019,11,14,21,28,-99,-99,40,6,-99,30,16,-99,32,-99,60,-99,50,24,-99,58,52,15,3,26,39,36,26,34,-99,-99,47,34,33,35,14,42
16/03/2019,12,13,28,36,-99,-99,38,6,-99,32,14,-99,18,27,48,-99,39,19,-99,41,45,13,2,23,39,30,20,32,-99,-99,41,25,21,24,15,27
16/03/2019,13,10,10,32,-99,-99,19,6,-99,27,14,-99,8,10,25,-99,23,12,-99,23,33,6,2,13,23,11,14,26,-99,7,31,25,9,21,15,19
16/03/2019,14,8,4,23,-99,-99,10,6,-99,25,15,-99,4,6,16,-99,14,9,-99,15,21,5,2,6,7,5,8,19,-99,5,21,16,5,7,11,15
16/03/2019,15,6,4,20,-99,-99,10,7,-99,20,14,-99,4,5,11,-99,11,6,-99,10,15,6,2,7,7,5,10,14,-99,4,21,18,5,7,9,15
16/03/2019,16,6,8,22,-99,-99,11,8,-99,15,13,-99,5,6,11,-99,10,9,-99,10,14,6,2,7,7,6,13,13,-99,3,19,14,5,7,9,16
16/03/2019,17,6,7,20,-99,-99,12,6,-99,10,11,-99,6,8,13,-99,12,9,-99,12,15,7,2,9,8,7,12,13,-99,3,23,16,5,9,12,16
16/03/2019,18,8,7,19,-99,-99,11,7,-99,12,8,-99,7,9,15,-99,14,16,-99,14,17,7,3,12,7,10,14,13,-99,3,28,16,7,11,12,19
16/03/2019,19,11,13,18,-99,-99,19,8,-99,13,12,-99,11,17,16,-99,18,22,-99,29,27,8,5,18,19,12,14,17,-99,5,20,14,9,14,9,17
16/03/2019,20,9,21,18,-99,-99,24,15,-99,17,16,-99,14,17,21,-99,20,21,-99,27,24,7,6,19,21,17,14,20,-99,14,31,20,15,23,10,17
16/03/2019,21,9,20,22,-99,-99,24,18,-99,21,20,-99,15,15,27,-99,29,26,-99,30,25,8,15,21,20,19,16,19,-99,16,30,20,19,20,12,22
16/03/2019,22,12,19,26,-99,-99,19,24,-99,20,24,-99,21,15,29,-99,30,26,-99,35,23,10,15,23,16,20,22,20,-99,17,26,28,24,21,17,21
16/03/2019,23,13,28,28,-99,-99,18,26,-99,24,23,-99,18,37,20,-99,29,28,-99,35,18,11,15,21,19,24,23,19,-99,21,28,38,18,36,27,35
16/03/2019,24,17,17,23,-99,-99,20,19,-99,30,24,-99,22,38,18,-99,22,27,-99,27,21,14,15,-99,25,29,21,23,-99,20,29,42,19,32,36,41
17/03/2019,1,19,13,15,-99,-99,25,28,-99,32,22,-99,23,37,31,-99,30,31,-99,38,22,22,6,39,28,41,19,20,-99,16,34,39,34,39,27,36
17/03/2019,2,17,12,16,-99,-99,30,22,-99,23,21,-99,23,34,39,-99,42,32,-99,38,29,27,5,32,17,32,33,20,-99,20,32,34,34,43,23,35
17/03/2019,3,26,16,11,-99,-99,21,26,-99,19,21,-99,24,33,26,-99,39,29,-99,40,31,22,5,24,12,28,26,17,-99,16,26,30,25,33,25,34
17/03/2019,4,28,15,16,-99,-99,23,21,-99,16,17,-99,22,24,30,-99,31,30,-99,30,31,21,6,19,16,26,26,14,-99,16,32,28,22,28,23,31
17/03/2019,5,28,12,21,-99,-99,26,23,-99,18,16,-99,24,26,34,-99,27,30,-99,34,34,22,5,25,24,23,29,14,-99,14,31,27,22,24,26,31
17/03/2019,6,23,13,18,-99,-99,25,23,-99,22,17,-99,25,24,32,-99,29,28,-99,35,34,21,5,25,25,26,28,18,-99,16,31,28,23,29,27,30
17/03/2019,7,20,17,22,-99,-99,23,20,-99,26,13,-99,27,25,34,-99,30,28,-99,33,32,17,6,32,24,27,27,24,-99,20,30,29,26,30,26,30
17/03/2019,8,23,21,24,-99,-99,25,21,-99,26,11,-99,27,26,37,-99,29,28,-99,38,31,15,6,28,28,32,26,22,-99,21,30,28,24,30,24,34
17/03/2019,9,24,24,28,-99,-99,30,24,-99,22,22,-99,27,30,32,-99,30,28,-99,38,31,20,8,25,29,33,27,19,-99,22,36,29,24,28,23,39
17/03/2019,10,18,24,27,-99,-99,28,19,-99,21,35,-99,30,38,33,-99,30,30,-99,38,29,13,10,20,29,34,29,17,-99,21,41,26,22,26,22,42
17/03/2019,11,16,23,29,-99,-99,26,26,-99,20,28,-99,35,40,36,-99,35,28,-99,45,31,17,11,21,26,22,30,18,-99,25,45,39,27,29,22,44
17/03/2019,12,14,19,20,-99,-99,21,23,-99,21,22,-99,36,33,37,-99,38,27,-99,49,28,17,8,26,20,22,26,17,-99,26,46,43,27,33,20,45
17/03/2019,13,9,16,12,-99,-99,23,13,-99,22,11,-99,14,21,24,-99,29,17,-99,27,20,9,7,19,18,19,14,20,-99,18,28,17,24,30,8,25
17/03/2019,14,6,19,10,-99,-99,22,9,-99,19,5,-99,7,10,17,-99,23,10,-99,24,18,5,4,12,22,13,10,17,-99,15,22,13,27,24,5,19
17/03/2019,15,6,20,9,-99,-99,20,9,-99,19,6,-99,6,8,15,-99,24,9,-99,24,17,5,3,11,19,12,-99,18,-99,15,17,14,19,20,5,18
17/03/2019,16,8,19,9,-99,-99,19,10,-99,20,6,-99,6,9,18,-99,17,10,-99,23,17,5,3,14,18,15,-99,18,-99,13,20,10,13,17,6,18
17/03/2019,17,7,20,10,-99,-99,22,8,-99,21,5,-99,6,7,18,-99,19,9,-99,21,18,7,4,16,18,16,12,19,-99,10,19,8,14,15,5,18
17/03/2019,18,7,10,13,-99,-99,15,8,-99,22,6,-99,7,9,21,-99,21,12,-99,22,25,9,4,20,16,16,14,23,-99,9,15,11,12,17,5,23
17/03/2019,19,13,6,19,-99,-99,11,12,-99,14,10,-99,-99,15,20,-99,17,19,-99,29,29,10,5,20,10,19,21,17,-99,7,21,13,11,13,8,31
17/03/2019,20,12,5,17,-99,-99,11,17,-99,14,12,-99,13,16,29,-99,35,19,-99,37,40,10,4,24,10,18,21,25,-99,9,24,14,10,14,9,27
17/03/2019,21,13,11,13,-99,-99,18,24,-99,16,13,-99,20,19,19,-99,25,16,-99,38,20,10,3,30,21,16,25,18,-99,12,21,16,15,18,8,30
17/03/2019,22,14,16,14,-99,-99,20,25,-99,20,15,-99,22,17,22,-99,19,22,-99,21,18,10,5,26,20,20,23,18,-99,16,23,17,18,33,12,30
17/03/2019,23,13,15,18,-99,-99,19,14,-99,22,23,-99,20,25,25,-99,23,20,-99,23,17,10,9,24,18,27,17,21,-99,21,23,24,23,31,16,35
17/03/2019,24,10,10,16,-99,-99,18,20,-99,19,17,-99,17,23,17,-99,21,21,-99,28,19,11,6,20,18,26,14,25,-99,23,18,25,22,31,24,25
18/03/2019,1,12,12,18,-99,-99,19,18,-99,12,19,-99,18,22,25,-99,31,29,-99,34,21,16,8,18,17,19,24,19,-99,23,28,22,20,30,21,21
18/03/2019,2,11,16,12,-99,-99,18,17,-99,17,17,-99,24,25,28,-99,30,22,-99,37,22,14,9,21,20,15,21,17,-99,18,32,20,25,23,13,22
18/03/2019,3,14,16,14,-99,-99,18,19,-99,24,15,-99,16,25,32,-99,-99,22,-99,30,29,11,10,13,19,18,17,15,-99,14,31,27,16,18,26,31
18/03/2019,4,17,14,14,-99,-99,21,17,-99,20,16,-99,23,18,25,-99,17,21,-99,23,29,11,11,11,21,15,20,14,-99,13,31,28,15,13,22,23
18/03/2019,5,23,16,11,-99,-99,19,23,-99,24,23,-99,21,26,27,-99,24,18,-99,29,30,14,9,11,21,15,16,15,-99,15,32,26,14,18,14,29
18/03/2019,6,20,17,16,-99,-99,22,22,-99,25,23,-99,15,24,30,-99,23,21,-99,29,29,17,6,13,19,17,22,17,-99,16,30,27,18,20,17,28
18/03/2019,7,18,21,20,-99,-99,24,22,-99,25,16,-99,19,23,30,-99,24,23,-99,32,28,19,5,17,25,24,22,21,-99,18,31,27,22,24,18,27
18/03/2019,8,18,23,21,-99,-99,21,25,-99,26,14,-99,19,20,34,-99,23,23,-99,41,27,19,5,22,23,23,23,20,-99,16,31,25,19,23,18,28
18/03/2019,9,15,15,23,-99,-99,24,21,-99,14,23,-99,16,24,25,-99,22,21,-99,37,25,17,6,20,21,28,22,17,-99,18,31,25,18,19,13,30
18/03/2019,10,14,12,25,-99,-99,23,15,-99,16,25,-99,18,23,25,-99,23,25,-99,33,24,10,9,16,21,30,26,19,-99,14,37,32,20,23,15,29
18/03/2019,11,12,10,25,-99,-99,19,7,-99,21,16,-99,10,14,23,-99,19,19,-99,26,19,8,7,14,15,25,19,18,-99,11,33,22,16,17,14,20
18/03/2019,12,7,10,19,-99,-99,16,4,-99,19,9,-99,5,7,15,-99,13,10,-99,14,15,7,3,13,14,21,8,14,-99,7,20,15,14,14,11,13
18/03/2019,13,4,11,13,-99,-99,13,4,-99,7,10,-99,5,6,11,-99,11,7,-99,13,14,3,2,8,11,7,7,11,-99,6,14,14,7,10,11,11
18/03/2019,14,6,8,6,-99,-99,12,4,-99,8,9,-99,6,5,15,-99,10,11,-99,15,11,3,1,7,11,7,9,8,-99,7,11,15,5,11,10,15
18/03/2019,15,6,3,7,-99,-99,9,5,-99,7,8,-99,5,6,9,-99,10,11,-99,14,12,5,2,8,6,9,9,5,-99,4,7,14,4,9,9,13
18/03/2019,16,6,4,6,-99,-99,4,6,-99,8,5,-99,6,7,8,-99,8,11,-99,14,5,6,2,8,4,10,14,6,-99,3,10,7,4,7,8,15
18/03/2019,17,6,3,5,-99,-99,5,7,-99,8,3,-99,5,-99,8,-99,5,9,-99,11,5,8,2,9,4,7,6,5,-99,3,7,7,4,6,6,14
18/03/2019,18,7,3,4,-99,-99,6,10,-99,9,4,-99,7,8,9,-99,8,11,-99,13,9,5,4,10,4,7,5,5,-99,3,8,12,4,6,5,13
18/03/2019,19,13,2,4,-99,-99,7,14,-99,12,7,-99,13,11,11,-99,10,14,-99,17,14,8,4,15,7,10,9,9,-99,3,9,19,6,8,6,15
18/03/2019,20,14,3,7,-99,-99,6,9,-99,12,15,-99,19,15,15,-99,13,21,-99,18,16,15,3,20,6,14,14,10,-99,4,11,14,8,11,10,21
18/03/2019,21,14,4,7,-99,-99,6,22,-99,9,15,-99,11,14,13,-99,9,25,-99,17,13,19,2,27,7,22,18,13,-99,9,14,15,7,22,14,30
18/03/2019,22,12,6,23,-99,-99,8,31,-99,9,20,-99,15,14,14,-99,9,25,-99,15,13,15,2,25,7,26,22,14,-99,7,25,20,15,16,14,25
18/03/2019,23,9,14,18,-99,-99,10,31,-99,7,29,-99,23,20,22,-99,14,20,-99,21,26,17,3,25,10,31,18,9,-99,8,20,16,15,17,10,29
18/03/2019,24,9,13,18,-99,-99,28,14,-99,7,27,-99,14,20,29,-99,29,17,-99,26,29,12,2,22,23,28,12,14,-99,14,21,18,20,27,18,31
19/03/2019,1,7,23,27,-99,-99,32,5,-99,9,30,-99,13,27,29,-99,31,16,-99,30,20,10,3,17,25,20,13,20,-99,14,28,24,27,23,17,29
19/03/2019,2,8,23,27,-99,-99,22,10,-99,11,33,-99,13,22,30,-99,24,20,-99,33,21,9,3,12,24,13,16,16,-99,20,25,24,19,18,24,26
19/03/2019,3,8,23,18,-99,-99,26,22,-99,22,30,-99,19,16,31,-99,20,22,-99,35,25,9,4,12,24,11,20,16,-99,14,31,31,14,15,20,28
19/03/2019,4,10,23,15,-99,-99,24,16,-99,28,26,-99,17,25,32,-99,24,15,-99,33,25,9,5,15,26,13,14,17,-99,10,32,30,16,20,15,27
