FECHA,HORA,ACO,ATI,CAM,CHO,COY,CCA,CUA,CUT,FAC,HGM,IZT,LLA,LPR,MER,MON,NEZ,PED,SAG,SFE,SJA,SUR,TAH,TLA,TLI,TPN,UAX,UIZ,VIF,XAL
29/06/2014,7,13,16,15,-99,20,-99,20,12,12,28,25,20,-99,25,11,23,24,19,-99,17,21,16,18,24,5,17,25,19,24
29/06/2014,8,11,17,22,-99,28,-99,17,19,16,27,26,21,-99,27,13,21,28,25,22,23,32,17,25,23,10,29,27,16,29
29/06/2014,9,12,16,30,-99,32,-99,17,20,18,29,30,20,-99,33,14,20,30,26,22,32,30,23,24,20,27,26,31,18,26
29/06/2014,10,9,16,27,-99,35,-99,20,12,25,35,34,20,-99,34,12,20,30,23,24,34,33,25,30,23,37,34,40,11,20
29/06/2014,11,8,14,19,-99,37,-99,20,9,24,29,31,19,-99,31,10,26,31,19,27,31,30,17,26,21,31,36,39,10,24
29/06/2014,12,6,9,18,-99,27,-99,17,7,15,20,26,10,-99,25,8,19,19,13,16,19,27,14,23,17,19,31,31,6,24
29/06/2014,13,5,9,12,-99,19,-99,14,5,15,20,22,9,-99,24,6,17,15,13,16,12,19,8,24,13,28,20,17,4,18
29/06/2014,14,5,12,18,-99,19,-99,16,4,21,21,21,8,-99,21,7,15,10,16,16,15,17,7,20,12,15,9,14,5,16
29/06/2014,15,5,15,15,-99,17,-99,11,5,30,17,21,9,-99,18,5,10,9,10,11,10,17,3,19,11,15,12,12,5,12
29/06/2014,16,5,12,16,-99,14,-99,18,6,26,17,16,13,-99,27,3,13,10,13,12,11,14,2,23,10,4,10,10,5,14
29/06/2014,17,6,12,21,-99,10,-99,18,6,19,22,13,18,-99,29,6,19,9,14,12,22,15,3,21,9,4,11,13,5,10
29/06/2014,18,10,15,26,-99,24,-99,-99,10,13,23,21,15,-99,33,4,24,17,20,25,24,19,6,25,13,11,17,25,10,19
29/06/2014,19,22,18,33,-99,25,-99,16,14,17,26,31,35,-99,39,23,32,19,31,14,37,24,5,37,20,17,28,32,17,26
29/06/2014,20,16,21,37,-99,28,-99,12,20,13,33,36,36,-99,39,18,19,17,41,18,39,26,7,38,30,20,34,28,24,26
29/06/2014,21,9,18,38,-99,27,-99,20,26,19,34,-99,23,-99,37,11,32,18,23,22,42,25,20,37,35,12,31,32,15,22
29/06/2014,22,5,24,27,-99,26,-99,20,18,24,31,-99,23,-99,35,8,11,14,22,12,30,24,11,35,39,11,28,20,24,26
29/06/2014,23,6,15,19,-99,27,-99,15,18,17,21,-99,26,-99,26,5,19,18,25,13,32,27,15,21,30,20,19,11,17,30
29/06/2014,24,-99,8,25,-99,23,-99,10,15,17,19,-99,18,-99,28,5,18,15,19,13,32,23,11,-99,23,10,17,11,17,29
30/06/2014,1,-99,9,24,-99,22,-99,8,13,16,20,-99,18,-99,29,6,19,15,21,18,30,16,4,-99,27,5,15,15,21,25
30/06/2014,2,-99,8,18,-99,15,-99,6,15,16,22,-99,20,-99,26,5,16,15,23,12,29,11,3,-99,16,7,10,10,20,25
30/06/2014,3,5,13,23,-99,10,-99,12,26,12,13,17,15,-99,19,2,10,11,11,9,20,8,2,22,18,9,8,6,10,20
30/06/2014,4,7,17,18,-99,9,-99,12,27,20,17,17,15,-99,16,4,13,8,10,12,17,8,3,24,12,10,9,8,9,13
30/06/2014,5,12,22,18,-99,8,-99,17,24,20,13,15,18,-99,21,7,20,6,17,12,19,9,5,22,10,10,12,12,14,19
30/06/2014,6,13,23,21,-99,16,-99,18,22,20,19,20,22,-99,21,7,21,13,20,14,21,15,9,22,19,9,15,17,18,21
30/06/2014,7,19,22,20,-99,19,-99,19,19,22,20,20,23,-99,22,13,19,16,21,18,23,20,4,25,21,18,21,17,18,-99
30/06/2014,8,15,21,22,-99,18,-99,20,18,25,20,21,21,-99,25,12,20,18,18,19,22,21,2,30,22,14,14,15,16,22
30/06/2014,9,10,24,24,-99,17,-99,19,15,26,19,18,15,-99,23,9,15,18,16,20,18,15,2,28,20,14,9,11,16,21
30/06/2014,10,8,26,22,-99,15,-99,20,13,31,14,14,9,-99,15,5,8,18,12,21,11,14,2,30,15,5,7,6,12,15
30/06/2014,11,6,31,20,-99,9,-99,24,14,35,10,9,9,-99,11,-99,7,10,11,16,8,10,-99,22,16,4,6,4,11,11
30/06/2014,12,3,27,14,-99,5,-99,24,15,33,-99,9,7,-99,10,-99,7,4,11,18,9,5,2,21,17,4,5,3,13,12
30/06/2014,13,3,19,16,-99,6,-99,25,17,24,-99,10,7,-99,11,-99,7,5,10,18,9,7,2,21,20,3,5,4,15,11
30/06/2014,14,4,21,14,-99,6,-99,16,22,18,-99,9,8,-99,12,4,8,5,13,18,12,8,3,15,14,7,6,6,13,13
30/06/2014,15,5,18,14,-99,8,-99,18,23,20,-99,11,10,-99,12,4,9,7,14,13,10,11,3,20,15,5,6,5,12,14
30/06/2014,16,6,26,19,-99,11,-99,16,26,22,-99,15,10,-99,15,4,11,9,13,14,15,9,2,20,23,3,8,7,17,16
30/06/2014,17,8,22,19,-99,12,-99,17,23,22,16,17,14,-99,17,6,8,14,19,17,22,10,3,20,27,2,9,8,20,20
30/06/2014,18,12,24,22,-99,16,-99,21,23,28,17,18,20,-99,18,10,11,19,24,24,25,13,7,26,20,4,12,11,20,24
30/06/2014,19,17,28,28,-99,15,-99,26,27,31,21,18,30,-99,22,12,12,23,29,28,26,13,10,34,23,3,15,11,26,29
30/06/2014,20,19,28,32,-99,23,-99,28,29,30,26,26,29,-99,24,17,14,27,31,32,28,14,14,35,24,14,19,17,28,26
30/06/2014,21,19,28,31,-99,21,-99,29,29,30,29,20,27,-99,23,14,13,27,27,32,29,25,8,35,26,16,20,19,29,28
30/06/2014,22,15,27,30,-99,25,-99,27,28,29,26,25,27,-99,27,11,18,25,27,30,27,25,13,29,29,14,22,19,26,28
30/06/2014,23,7,26,28,-99,25,-99,26,28,27,30,26,22,-99,28,12,27,25,24,29,26,24,16,28,30,6,21,19,22,23
30/06/2014,24,5,25,27,-99,28,-99,-99,26,-99,-99,28,17,-99,27,9,24,24,21,28,24,23,-99,28,28,12,21,20,24,-99
01/07/2014,1,7,24,26,-99,27,-99,-99,26,-99,-99,20,19,-99,26,11,16,23,15,26,22,16,-99,28,27,8,18,11,20,-99
01/07/2014,2,12,23,26,-99,23,-99,-99,23,-99,-99,17,19,-99,24,6,16,23,16,26,16,15,-99,28,26,6,15,7,19,-99
01/07/2014,3,13,24,25,-99,24,-99,26,22,-99,27,22,19,-99,23,4,9,22,15,24,13,14,9,26,25,16,10,5,19,20
01/07/2014,4,11,24,22,-99,21,-99,23,20,-99,25,20,19,-99,23,5,9,21,13,24,17,11,6,24,22,9,9,5,19,19
01/07/2014,5,16,24,20,-99,20,-99,20,21,-99,24,21,23,-99,23,6,19,21,18,24,19,14,7,24,20,13,14,10,19,24
01/07/2014,6,15,23,24,-99,21,-99,19,22,-99,24,23,24,-99,25,9,21,20,20,22,23,21,12,26,15,13,18,18,21,25
01/07/2014,7,14,23,25,-99,22,-99,21,19,-99,26,24,24,-99,26,9,21,20,21,24,26,22,17,29,21,16,14,21,22,22
01/07/2014,8,10,28,27,-99,23,-99,22,22,-99,24,24,21,-99,25,8,17,24,19,23,22,25,13,30,17,19,15,17,23,22
01/07/2014,9,5,28,21,-99,14,-99,22,27,-99,18,15,15,-99,19,4,12,29,17,30,15,16,5,30,20,24,7,8,23,20
01/07/2014,10,3,30,21,-99,13,-99,20,36,-99,12,10,7,-99,14,3,8,28,10,27,12,16,2,31,19,8,5,4,17,13
01/07/2014,11,3,24,17,-99,9,-99,22,32,-99,12,12,6,-99,13,3,8,26,9,23,12,8,2,22,17,4,5,3,12,-99
01/07/2014,12,3,23,20,-99,9,-99,14,31,-99,11,12,5,-99,13,3,8,23,10,22,10,12,1,21,15,3,6,4,11,-99
01/07/2014,13,3,29,18,-99,13,-99,7,31,-99,12,12,7,-99,13,3,8,19,9,21,11,19,1,22,18,6,9,6,10,-99
01/07/2014,14,3,35,18,-99,13,-99,16,24,-99,13,12,8,-99,15,3,8,19,11,25,11,12,2,35,42,6,10,5,17,17
01/07/2014,15,3,18,27,-99,10,-99,25,18,-99,14,11,11,-99,16,3,8,18,13,28,14,11,2,33,33,5,10,6,15,21
01/07/2014,16,11,13,28,-99,25,-99,26,8,-99,34,23,30,-99,31,3,7,22,13,33,29,20,3,26,22,7,7,8,23,21
01/07/2014,17,9,15,-99,-99,33,-99,21,6,-99,37,30,35,-99,38,4,11,23,20,29,37,31,3,25,24,8,31,25,22,24
01/07/2014,18,7,24,-99,-99,30,-99,18,17,-99,44,37,20,-99,45,6,13,13,23,23,39,26,3,32,26,8,30,30,19,33
01/07/2014,19,9,26,36,-99,22,-99,20,27,-99,36,34,12,-99,40,9,17,11,17,19,25,20,4,39,26,8,21,19,21,24
01/07/2014,20,18,40,31,-99,23,-99,22,22,-99,27,25,17,-99,25,7,17,19,18,22,24,20,6,35,21,8,22,16,22,23
01/07/2014,21,11,29,24,-99,16,-99,19,22,-99,23,20,11,-99,25,5,13,18,12,22,23,14,7,30,23,4,19,14,17,17
01/07/2014,22,7,24,20,-99,17,-99,13,20,-99,19,19,10,-99,19,4,15,16,10,21,19,18,8,22,14,2,16,13,17,14
01/07/2014,23,5,19,19,-99,16,-99,18,18,-99,17,15,11,-99,19,4,14,15,10,21,19,15,12,20,11,2,14,10,12,14
01/07/2014,24,7,-99,19,-99,15,-99,18,17,-99,14,13,9,-99,-99,3,12,16,9,-99,-99,14,11,20,11,2,-99,8,9,14
02/07/2014,1,15,-99,20,-99,14,-99,18,16,-99,14,14,9,-99,-99,3,11,16,10,-99,-99,13,6,20,10,1,-99,7,15,17
02/07/2014,2,14,-99,20,-99,13,-99,17,15,-99,16,17,13,-99,-99,3,10,15,10,-99,-99,13,4,19,18,3,-99,13,15,13
02/07/2014,3,9,18,19,-99,11,-99,17,14,-99,15,16,8,-99,20,3,11,14,8,13,15,10,3,19,20,5,8,10,12,13
02/07/2014,4,9,18,18,-99,10,-99,14,13,-99,16,13,11,-99,21,4,16,12,12,10,15,10,4,17,18,5,10,15,11,14
02/07/2014,5,8,23,19,-99,11,-99,16,11,-99,18,16,14,-99,21,8,20,11,14,18,15,14,7,17,22,4,13,17,15,17
02/07/2014,6,9,17,19,-99,15,-99,17,13,-99,17,17,16,-99,21,13,21,11,15,20,17,16,11,27,22,7,17,16,17,19
02/07/2014,7,9,19,21,-99,17,-99,18,15,-99,18,18,17,-99,24,13,21,10,17,11,21,19,11,28,20,7,17,17,14,22
02/07/2014,8,8,20,24,-99,20,-99,18,13,-99,21,23,18,-99,24,9,23,14,18,14,21,18,13,27,27,12,14,21,13,19
02/07/2014,9,8,20,31,-99,27,-99,20,10,-99,29,27,16,-99,32,7,33,23,15,23,26,24,12,30,27,23,18,22,13,25
02/07/2014,10,7,23,32,-99,35,-99,18,9,-99,49,40,-99,-99,44,5,40,29,11,24,28,32,8,32,20,28,25,25,13,27
02/07/2014,11,3,16,-99,-99,42,-99,20,9,-99,61,46,-99,-99,55,9,34,37,16,31,28,39,4,32,19,31,25,27,13,32
02/07/2014,12,2,14,40,-99,40,-99,31,7,-99,54,44,-99,-99,57,7,20,33,11,43,30,31,2,36,13,31,14,22,13,27
02/07/2014,13,4,13,27,-99,38,-99,32,6,-99,40,54,-99,-99,44,5,15,40,7,38,24,34,1,21,12,24,13,21,9,16
02/07/2014,14,3,12,22,-99,34,-99,24,5,-99,29,30,-99,-99,29,3,12,33,12,25,14,30,2,29,9,24,13,16,6,17
02/07/2014,15,5,11,18,-99,26,-99,24,6,-99,18,22,-99,-99,21,4,11,29,13,25,12,20,2,22,8,21,9,10,5,15
02/07/2014,16,4,8,20,-99,16,-99,23,5,-99,19,18,9,-99,18,5,8,16,12,19,13,13,2,24,9,19,8,7,5,20
02/07/2014,17,5,11,25,-99,14,-99,18,7,-99,23,16,12,-99,21,10,13,12,13,18,19,13,3,20,9,14,8,8,6,16
02/07/2014,18,4,14,31,-99,17,-99,23,9,-99,25,27,11,-99,34,13,18,16,17,25,32,23,5,22,8,12,14,17,6,20
02/07/2014,19,6,25,39,-99,34,-99,24,11,-99,38,44,20,-99,41,13,32,26,25,20,32,33,8,26,10,7,29,35,10,38
02/07/2014,20,9,26,41,-99,49,-99,31,13,-99,51,53,13,-99,47,17,52,27,37,33,46,49,20,36,37,9,39,51,13,58
02/07/2014,21,9,25,47,-99,47,-99,26,13,-99,57,54,13,-99,52,17,51,30,26,44,52,46,27,36,17,6,50,55,12,30
02/07/2014,22,9,20,36,-99,40,-99,21,11,-99,49,51,20,-99,44,17,51,31,21,30,30,38,40,22,14,6,46,54,10,16
02/07/2014,23,7,14,26,-99,33,-99,16,17,-99,25,29,10,-99,26,15,29,25,15,18,21,33,42,22,15,10,40,32,11,19
02/07/2014,24,6,10,-99,-99,23,-99,11,16,-99,19,21,-99,-99,21,10,-99,-99,11,13,9,26,34,24,11,14,25,18,9,15
03/07/2014,1,5,6,-99,-99,19,-99,8,16,-99,19,18,-99,-99,17,4,-99,-99,11,10,10,22,15,21,8,11,13,16,3,8
03/07/2014,2,3,9,-99,-99,11,-99,6,14,-99,17,11,-99,-99,19,6,-99,-99,10,9,15,14,5,13,15,10,13,19,4,13
03/07/2014,3,5,11,20,-99,17,-99,5,18,-99,20,16,10,-99,25,9,20,15,7,7,25,20,5,11,16,7,12,7,9,16
03/07/2014,4,7,11,23,-99,15,-99,6,18,-99,22,22,15,-99,30,11,14,14,11,10,28,14,6,13,20,7,12,13,13,22
03/07/2014,5,10,18,26,-99,19,-99,10,19,-99,28,29,21,-99,27,8,16,14,20,12,19,13,8,24,23,17,14,15,17,19
03/07/2014,6,13,15,23,-99,21,-99,14,15,-99,29,26,21,-99,26,9,17,19,24,21,20,19,10,30,23,15,19,20,19,25
03/07/2014,7,15,20,23,-99,23,-99,22,18,-99,22,22,21,-99,23,14,20,22,23,24,21,22,16,28,22,21,19,21,19,22
03/07/2014,8,15,18,25,-99,23,-99,16,17,-99,25,22,20,-99,25,13,18,23,22,22,22,22,15,29,21,24,19,22,19,22
03/07/2014,9,11,21,28,-99,25,-99,15,8,-99,23,24,19,-99,24,10,13,22,20,22,20,27,16,30,17,21,19,17,17,20
03/07/2014,10,8,19,26,-99,25,-99,17,10,-99,20,19,15,-99,16,8,12,25,16,26,14,25,16,31,14,24,22,14,14,-99
03/07/2014,11,8,13,21,-99,-99,-99,23,9,-99,29,21,14,-99,25,7,15,28,14,30,13,30,13,22,13,24,25,14,9,-99
03/07/2014,12,6,14,22,-99,33,-99,23,6,-99,31,31,10,-99,34,5,12,28,-99,28,18,34,23,32,12,26,36,33,7,-99
03/07/2014,13,6,11,28,-99,25,-99,23,7,-99,30,32,11,-99,37,5,11,28,-99,29,27,32,33,26,15,23,32,26,7,23
03/07/2014,14,5,14,31,-99,22,-99,23,5,-99,29,38,10,-99,47,6,17,23,-99,25,21,25,24,30,10,7,32,33,5,26
03/07/2014,15,5,13,47,-99,24,-99,26,5,-99,40,36,11,-99,46,6,20,13,18,23,38,21,12,25,9,10,24,25,5,22
03/07/2014,16,5,31,43,-99,23,-99,22,6,-99,29,22,18,-99,23,6,15,15,18,20,21,24,7,45,19,13,18,11,8,33
03/07/2014,17,8,36,33,-99,17,-99,24,8,-99,24,20,27,-99,25,8,14,15,25,22,24,18,3,40,17,14,12,11,9,36
03/07/2014,18,7,23,46,-99,21,-99,31,9,-99,39,32,12,-99,37,9,14,14,26,31,33,17,4,29,16,16,12,12,9,33
03/07/2014,19,7,25,32,-99,41,-99,23,10,-99,43,38,19,-99,37,8,20,28,20,23,29,38,10,22,16,27,26,23,11,17
03/07/2014,20,9,24,27,-99,33,-99,19,11,-99,29,30,18,-99,31,7,20,26,19,21,27,34,18,27,19,25,32,24,11,22
03/07/2014,21,10,23,24,-99,31,-99,18,10,-99,26,24,17,-99,23,11,19,24,15,21,19,32,27,23,18,12,30,23,10,18
03/07/2014,22,13,17,23,-99,19,-99,16,7,-99,23,22,19,-99,24,18,17,18,16,21,20,23,12,15,14,7,19,18,10,13
03/07/2014,23,8,14,20,-99,17,-99,12,7,-99,27,21,14,-99,32,18,30,23,16,15,18,20,14,13,12,6,19,21,9,11
03/07/2014,24,6,9,15,-99,24,-99,8,9,-99,20,23,11,-99,23,8,-99,16,11,11,13,15,16,14,-99,-99,20,-99,7,7
04/07/2014,1,9,8,14,-99,17,-99,8,14,-99,14,16,9,-99,20,8,-99,12,8,9,7,18,15,14,-99,-99,25,-99,4,6
04/07/2014,2,7,6,10,-99,16,-99,6,15,-99,17,17,8,-99,18,9,-99,11,7,8,11,13,13,19,-99,-99,19,-99,4,8
04/07/2014,3,7,6,11,-99,13,-99,7,8,-99,20,20,9,-99,16,10,-99,9,8,8,18,12,10,16,11,6,16,22,8,7
04/07/2014,4,11,8,14,-99,13,-99,5,9,-99,20,20,13,-99,18,7,10,8,10,9,9,12,10,22,13,4,15,22,10,10
04/07/2014,5,10,14,17,-99,15,-99,10,12,-99,23,20,18,-99,21,15,18,11,16,11,17,13,11,24,15,7,17,21,14,13
04/07/2014,6,14,18,21,-99,21,-99,12,14,-99,24,22,20,-99,23,17,21,17,20,14,20,21,17,25,18,15,23,22,13,18
04/07/2014,7,16,18,23,-99,22,-99,14,15,-99,25,24,20,-99,27,14,23,20,20,19,22,24,19,25,19,21,24,23,16,17
04/07/2014,8,12,16,21,-99,23,-99,14,13,-99,22,23,19,-99,26,12,21,21,19,20,22,25,20,23,18,21,26,23,13,-99
04/07/2014,9,6,14,21,-99,25,-99,16,8,-99,22,25,17,-99,25,11,19,20,17,19,17,25,19,18,13,21,26,19,9,16
04/07/2014,10,5,14,20,-99,25,-99,16,6,-99,21,23,14,-99,21,5,16,22,18,19,16,28,17,16,12,19,25,17,6,-99
04/07/2014,11,2,8,15,-99,23,-99,16,5,-99,21,20,12,-99,25,3,14,19,13,17,13,26,15,18,11,19,22,19,4,12
04/07/2014,12,2,9,16,-99,22,-99,10,8,-99,22,22,14,-99,29,4,17,16,12,11,13,22,22,18,9,16,24,29,4,12
04/07/2014,13,3,7,15,-99,21,-99,10,6,-99,12,17,16,-99,21,2,16,15,14,10,12,21,22,17,11,16,21,26,3,11
04/07/2014,14,2,7,20,-99,23,-99,12,4,-99,15,23,11,-99,24,4,10,16,16,10,14,22,23,17,11,18,19,16,3,14
04/07/2014,15,2,11,20,-99,29,-99,15,5,-99,22,24,7,-99,25,4,11,21,17,11,17,29,7,20,9,14,15,11,3,21
04/07/2014,16,2,14,24,-99,27,-99,18,7,-99,26,26,5,-99,29,5,21,22,14,18,26,25,12,19,7,5,25,25,3,20
04/07/2014,17,3,14,22,-99,24,-99,11,6,-99,20,23,4,-99,26,7,33,15,10,18,24,20,9,21,17,4,22,28,4,24
04/07/2014,18,4,10,20,-99,22,-99,13,4,-99,22,23,5,-99,26,13,28,16,26,12,27,22,13,19,12,17,23,27,4,19
04/07/2014,19,4,14,27,-99,26,-99,15,9,-99,27,28,7,-99,32,16,-99,23,17,20,30,25,24,29,10,19,25,31,7,21
04/07/2014,20,5,21,30,-99,30,-99,18,8,-99,32,31,10,-99,33,9,-99,25,18,20,26,30,26,22,14,14,31,33,9,16
04/07/2014,21,9,18,26,-99,31,-99,18,10,-99,30,28,22,-99,28,9,-99,27,25,24,23,33,29,22,16,25,31,31,13,13
04/07/2014,22,7,20,26,-99,29,-99,17,14,-99,28,25,21,-99,24,9,24,26,24,24,22,31,24,20,17,24,28,29,15,14
04/07/2014,23,4,16,22,-99,29,-99,12,10,-99,25,19,16,-99,19,5,14,25,14,21,16,30,23,20,13,22,21,25,9,11
04/07/2014,24,3,12,19,-99,-99,-99,12,-99,-99,23,13,14,-99,15,6,12,20,12,17,12,28,17,14,10,18,13,20,-99,6
05/07/2014,1,2,8,16,-99,-99,-99,9,-99,-99,18,13,9,-99,14,3,10,15,10,13,7,22,13,11,8,13,14,17,-99,4
05/07/2014,2,2,8,11,-99,-99,-99,6,-99,-99,14,13,9,-99,15,2,11,10,9,10,6,14,10,15,7,10,13,11,-99,4
05/07/2014,3,2,5,12,-99,14,-99,6,12,-99,14,13,9,-99,18,7,12,8,7,9,9,12,6,16,10,10,14,17,5,4
05/07/2014,4,2,4,17,-99,13,-99,5,9,-99,18,18,13,-99,20,10,14,7,9,8,12,10,10,8,14,8,15,23,8,7
05/07/2014,5,5,6,20,-99,13,-99,5,14,-99,18,20,17,-99,26,14,17,7,13,8,14,11,13,13,11,6,16,25,14,13
05/07/2014,6,9,11,20,-99,15,-99,11,15,-99,24,25,19,-99,27,14,17,11,15,10,11,18,16,24,15,12,21,25,14,15
05/07/2014,7,10,18,23,-99,31,-99,13,18,-99,23,27,22,-99,28,14,20,17,20,15,17,25,22,19,13,13,25,22,12,19
05/07/2014,8,11,19,22,-99,22,-99,13,11,-99,21,25,22,-99,27,14,19,20,21,19,20,23,16,24,14,18,26,20,8,17
05/07/2014,9,9,13,14,-99,20,-99,14,8,-99,19,18,14,-99,22,9,15,15,15,12,18,23,17,21,11,19,22,20,5,21
05/07/2014,10,6,11,13,-99,21,-99,11,6,-99,16,14,8,-99,24,5,12,13,12,11,19,20,17,19,10,18,19,20,5,16
05/07/2014,11,4,11,15,-99,19,-99,10,4,-99,16,18,7,-99,25,5,12,13,9,12,12,16,19,14,8,16,15,19,3,10
05/07/2014,12,2,7,13,-99,17,-99,11,4,-99,20,19,7,-99,24,2,8,14,10,13,7,17,18,13,5,18,17,18,3,11
05/07/2014,13,3,7,15,-99,19,-99,11,6,-99,20,17,8,-99,28,1,6,15,11,12,7,20,14,14,6,17,14,8,3,10
05/07/2014,14,2,9,11,-99,17,-99,12,6,-99,15,17,6,-99,22,2,8,13,10,11,6,17,9,13,8,17,16,-99,3,9
05/07/2014,15,4,9,14,-99,14,-99,9,3,-99,10,14,8,-99,20,11,11,12,11,10,7,15,8,12,7,15,15,11,2,9
05/07/2014,16,3,6,12,-99,14,-99,7,3,-99,10,15,8,-99,21,9,13,11,9,7,7,15,9,11,6,17,16,15,3,7
05/07/2014,17,2,8,10,-99,16,-99,7,3,-99,20,24,8,-99,24,17,20,13,8,8,7,16,9,9,5,15,13,23,4,7
05/07/2014,18,2,6,12,-99,26,-99,7,4,-99,22,24,5,-99,24,5,20,19,9,11,9,25,10,12,7,17,19,20,5,11
05/07/2014,19,2,8,22,-99,19,-99,12,4,-99,22,26,6,-99,28,15,21,12,13,10,20,16,9,23,8,17,18,20,5,15
05/07/2014,20,3,12,23,-99,23,-99,14,5,-99,27,23,12,-99,27,11,28,15,11,13,28,17,8,20,9,6,23,25,7,9
05/07/2014,21,5,11,23,-99,24,-99,10,5,-99,22,24,14,-99,26,7,28,17,12,15,25,23,15,15,11,7,23,25,8,9
05/07/2014,22,6,11,20,-99,23,-99,15,5,-99,24,23,17,-99,23,12,25,18,14,17,19,23,17,13,10,14,25,-99,10,9
05/07/2014,23,5,10,17,-99,20,-99,12,6,-99,19,20,15,-99,22,8,22,18,15,18,15,21,20,12,11,18,23,22,9,6
05/07/2014,24,4,8,16,-99,20,-99,8,7,-99,19,20,11,-99,20,5,22,15,11,11,18,20,19,16,8,16,21,21,6,7
06/07/2014,1,4,9,11,-99,19,-99,5,9,-99,20,21,9,-99,20,6,16,11,8,8,16,18,19,9,7,11,22,22,5,9
06/07/2014,2,6,11,10,-99,17,-99,5,8,-99,16,21,11,-99,19,7,14,9,8,7,7,13,19,9,6,8,20,23,5,6
06/07/2014,3,5,11,14,-99,18,-99,5,6,-99,15,20,11,-99,21,4,13,8,9,7,16,15,15,10,8,6,19,20,3,9
06/07/2014,4,4,9,11,-99,20,-99,5,7,-99,17,18,9,-99,18,9,16,12,9,8,15,19,13,11,8,5,21,22,4,14
06/07/2014,5,5,11,14,-99,19,-99,8,13,-99,20,20,12,-99,21,9,19,17,11,12,17,21,13,13,9,7,21,20,5,15
06/07/2014,6,6,13,15,-99,19,-99,13,18,-99,21,21,15,-99,21,9,16,17,12,15,21,20,13,15,15,17,22,20,15,19
06/07/2014,7,12,14,20,-99,22,-99,14,13,-99,21,20,20,-99,24,6,18,18,20,15,20,21,16,25,23,19,22,19,17,20
06/07/2014,8,15,14,21,-99,21,-99,14,15,-99,21,20,17,-99,23,12,17,17,20,14,20,21,16,22,18,19,20,18,11,16
06/07/2014,9,7,10,19,-99,22,-99,14,13,-99,23,22,13,-99,24,12,14,18,15,15,21,21,13,23,16,15,19,16,8,18
06/07/2014,10,4,11,14,-99,22,-99,12,13,-99,22,21,12,-99,25,9,13,19,16,14,22,22,10,20,14,19,18,16,6,23
06/07/2014,11,6,16,22,-99,20,-99,15,10,-99,21,19,20,-99,22,-99,-99,19,23,19,20,21,8,17,12,19,14,16,7,22
06/07/2014,12,9,14,27,-99,19,-99,18,8,-99,23,20,20,-99,30,-99,-99,17,23,19,25,20,9,18,11,16,15,15,8,25
06/07/2014,13,13,15,27,-99,16,-99,19,7,-99,21,18,20,-99,32,-99,-99,16,21,19,28,17,7,23,11,16,12,13,8,26
06/07/2014,14,10,18,26,-99,19,-99,22,5,-99,24,20,18,-99,35,-99,-99,13,15,22,18,16,4,26,14,15,13,16,7,24
06/07/2014,15,6,17,24,-99,21,-99,23,4,-99,27,24,16,-99,20,-99,-99,13,10,23,12,16,3,32,13,17,12,15,5,17
06/07/2014,16,8,17,25,-99,17,-99,20,9,-99,15,22,14,-99,17,-99,-99,10,21,16,14,14,2,23,14,10,12,10,5,17
06/07/2014,17,6,17,20,-99,23,-99,15,7,-99,20,21,25,-99,23,-99,13,11,25,16,18,11,3,23,12,8,11,14,13,14
06/07/2014,18,-99,15,22,-99,21,-99,15,8,-99,19,21,18,-99,24,-99,27,19,22,18,25,20,14,35,23,16,21,25,20,27
06/07/2014,19,-99,19,24,-99,25,-99,13,19,-99,24,23,17,-99,29,13,36,14,22,20,29,22,18,31,37,14,21,24,20,30
06/07/2014,20,-99,21,30,-99,27,-99,21,22,-99,25,22,19,-99,31,9,25,25,21,28,34,30,15,35,33,17,33,26,23,23
06/07/2014,21,-99,31,29,-99,28,-99,18,21,-99,27,33,26,-99,36,10,16,29,20,26,34,34,22,35,27,11,33,35,12,22
06/07/2014,22,-99,25,32,-99,33,-99,21,23,-99,26,32,13,-99,34,20,19,25,18,22,21,27,20,36,37,15,35,30,20,21
06/07/2014,23,-99,14,31,-99,30,-99,18,19,-99,26,31,12,-99,32,19,27,16,12,21,25,32,12,29,36,17,33,28,20,12
06/07/2014,24,-99,24,33,-99,28,-99,18,16,-99,30,-99,9,-99,31,18,28,25,16,19,35,29,8,-99,31,11,30,28,15,14
07/07/2014,1,-99,20,30,-99,28,-99,18,13,-99,30,-99,16,-99,32,14,15,24,-99,17,33,25,6,-99,20,6,20,17,16,26
07/07/2014,2,-99,19,30,-99,22,-99,23,15,-99,27,-99,22,-99,26,10,13,25,-99,14,23,21,4,-99,11,4,17,13,18,28
07/07/2014,3,-99,20,30,-99,25,-99,19,15,-99,30,30,13,-99,29,13,14,23,-99,15,31,14,4,34,25,4,10,9,16,25
07/07/2014,4,-99,20,29,-99,14,-99,23,13,-99,26,22,13,-99,32,14,22,16,-99,12,30,10,6,31,25,4,11,15,21,22
07/07/2014,5,-99,16,28,-99,14,-99,19,16,-99,21,27,16,-99,32,12,21,13,-99,17,30,14,11,34,24,6,19,21,23,24
07/07/2014,6,-99,17,29,-99,19,-99,24,17,-99,-99,29,22,-99,33,19,29,20,-99,22,28,20,16,35,26,8,26,27,26,28
07/07/2014,7,-99,17,32,-99,25,-99,25,17,-99,32,35,24,-99,34,19,30,21,-99,24,27,27,16,37,23,7,24,28,25,27
