FECHA,HORA,LAG,TAC,FAC,TLA,XAL,MER,PED,UIZ,IMP,TAX,TLI,VIF,SAG,VAL,SUR,IZT,CHO
10/04/2010,12,1.2,0.7,-99,1.0,0.8,0.8,0.9,0.3,1.4,1.1,0.9,1.2,0.4,0.3,0.9,0.3,0.1
10/04/2010,13,0.9,0.5,1.3,1.1,0.6,0.5,0.6,0.3,1.2,1.1,0.7,1.0,0.2,0.5,0.7,0.2,0.2
10/04/2010,14,0.8,0.4,1.2,1.1,0.5,0.3,0.5,0.4,1.1,0.9,0.8,1.0,0.3,0.3,0.8,0.2,0.2
10/04/2010,15,0.8,0.4,1.0,0.8,0.7,0.8,0.5,0.4,1.1,0.7,0.8,0.9,0.3,0.3,0.7,0.2,0.2
10/04/2010,16,0.8,1.0,0.8,0.7,0.5,0.6,0.3,0.5,1.1,0.6,0.8,1.0,0.4,0.5,0.7,0.3,0.2
10/04/2010,17,0.9,0.1,0.6,1.0,0.6,0.5,0.3,0.6,1.2,0.6,0.7,1.0,0.5,0.3,0.7,0.4,0.2
10/04/2010,18,0.9,0.0,0.6,0.8,0.8,0.8,0.3,0.6,1.3,0.6,1.1,1.2,0.7,0.6,0.8,0.3,0.3
10/04/2010,19,0.7,0.1,0.7,0.6,0.6,0.8,0.3,0.5,1.1,0.6,0.9,1.1,0.5,0.3,0.9,0.3,0.3
10/04/2010,20,0.8,0.2,1.1,0.9,0.7,0.7,0.3,0.6,1.1,0.8,0.8,1.1,0.7,0.3,0.9,0.4,0.2
10/04/2010,21,1.0,0.5,1.2,1.1,1.2,0.7,0.5,0.9,1.3,1.2,0.9,1.0,0.9,0.3,1.3,0.5,0.3
10/04/2010,22,1.3,0.8,1.4,1.1,1.3,0.7,0.6,1.2,1.4,1.1,1.5,1.2,0.9,0.6,1.4,0.8,0.4
10/04/2010,23,1.4,0.7,1.4,1.1,1.5,1.0,0.7,1.1,1.8,0.9,1.6,1.0,1.0,1.0,1.6,0.8,0.5
10/04/2010,24,1.1,0.4,1.2,1.0,1.4,0.9,0.6,1.3,1.8,1.5,1.0,1.0,1.0,0.7,1.6,0.7,0.7
11/04/2010,1,0.9,0.2,0.9,0.8,1.4,0.7,0.4,1.1,1.4,1.4,1.0,1.4,0.5,0.2,1.3,0.5,0.5
11/04/2010,2,0.8,0.1,0.9,0.7,0.9,0.6,0.4,0.8,1.5,1.1,1.3,1.1,0.5,0.6,1.4,0.4,0.6
11/04/2010,3,0.6,0.1,1.2,0.7,1.0,0.5,0.5,1.0,1.4,1.5,0.5,0.9,0.6,0.3,1.8,0.2,0.5
11/04/2010,4,0.6,0.1,0.7,0.7,0.7,0.5,0.5,1.1,1.3,1.3,0.8,1.0,0.3,0.5,1.7,0.2,0.7
11/04/2010,5,0.6,0.0,0.8,0.7,1.3,0.6,0.4,0.9,1.4,1.4,0.7,1.2,0.6,0.2,1.6,0.2,0.7
11/04/2010,6,0.7,0.2,1.0,0.6,1.4,0.9,0.4,1.2,1.4,1.4,0.7,1.3,1.0,0.5,1.6,0.3,0.8
11/04/2010,7,1.1,0.4,1.2,0.8,1.8,1.0,0.5,1.8,1.6,1.7,1.3,1.4,1.0,0.9,2.5,1.1,1.4
11/04/2010,8,1.4,0.6,1.8,1.5,1.7,0.8,0.7,1.6,1.9,2.0,1.9,1.4,1.1,1.1,2.6,1.3,1.0
11/04/2010,9,1.6,1.4,1.8,1.6,1.6,0.8,0.8,1.4,1.6,1.8,1.6,1.4,1.6,1.0,2.1,0.9,0.7
11/04/2010,10,1.6,1.3,1.6,1.2,1.1,1.0,0.8,1.2,1.6,2.1,0.9,1.1,1.3,0.7,1.8,0.6,0.8
11/04/2010,11,1.1,0.3,1.0,0.7,1.1,0.8,0.7,0.8,1.4,1.7,0.6,0.9,-99,0.2,1.5,0.5,0.7
11/04/2010,12,1.0,0.2,0.8,0.7,0.6,0.6,0.6,0.6,1.4,1.4,0.5,0.7,0.7,0.2,1.2,0.4,0.4
11/04/2010,13,1.0,0.3,0.8,0.7,0.6,0.5,0.6,0.6,1.4,1.2,0.4,0.7,0.3,0.2,1.1,0.4,0.2
11/04/2010,14,0.9,0.2,0.7,0.6,0.6,0.6,0.6,0.7,1.2,1.4,0.4,0.7,0.3,0.2,1.0,0.5,0.2
11/04/2010,15,0.7,0.1,0.8,0.7,0.6,0.5,0.6,0.7,1.0,1.1,0.3,0.7,0.3,0.1,1.1,0.4,0.2
11/04/2010,16,0.6,0.0,0.6,0.5,0.5,0.6,0.5,0.7,0.9,1.2,0.3,0.7,0.3,0.0,1.0,0.4,0.2
11/04/2010,17,0.5,0.0,0.5,0.5,0.6,0.6,0.4,0.7,0.8,0.9,0.3,0.6,0.2,0.0,1.0,0.2,0.3
11/04/2010,18,0.6,0.0,0.5,0.5,0.6,0.4,0.4,0.8,0.8,0.8,0.3,0.7,0.2,0.1,1.0,0.5,0.3
11/04/2010,19,0.6,0.1,0.8,0.8,0.6,0.5,0.5,0.8,1.0,0.7,0.5,0.8,0.3,0.2,1.1,0.6,0.5
11/04/2010,20,1.1,0.2,0.9,0.8,0.7,0.6,0.4,0.8,1.5,1.0,0.7,1.0,0.9,0.5,1.1,0.7,0.4
11/04/2010,21,1.1,0.2,0.6,0.6,0.6,0.4,0.4,0.9,1.2,1.3,0.4,0.8,0.5,0.3,1.2,0.6,0.2
11/04/2010,22,0.8,0.0,0.6,0.6,0.7,0.4,0.3,0.5,1.1,1.1,0.4,0.8,0.6,0.1,-99,0.3,0.1
11/04/2010,23,0.7,0.0,0.6,0.5,0.7,0.4,0.4,0.6,1.1,1.2,0.4,0.8,0.4,0.2,-99,0.3,0.2
11/04/2010,24,0.6,0.0,0.5,0.4,0.5,0.4,0.4,0.7,1.2,1.2,0.4,0.8,0.2,0.3,-99,0.3,0.3
12/04/2010,1,0.6,0.0,0.5,0.4,0.4,0.4,0.3,0.7,1.2,0.9,0.4,0.7,0.1,0.0,0.7,0.2,0.3
12/04/2010,2,0.5,0.0,0.4,1.0,0.3,0.2,0.3,0.5,1.0,0.6,0.4,0.7,0.1,0.0,0.7,0.1,0.3
12/04/2010,3,0.6,0.0,0.5,-99,0.3,0.2,0.3,0.4,1.1,0.9,0.4,0.7,0.2,0.0,0.8,0.1,0.3
12/04/2010,4,0.5,0.0,0.5,0.4,0.4,0.3,0.3,0.5,1.2,0.8,0.3,0.7,0.3,0.1,-99,0.4,0.5
12/04/2010,5,0.6,0.0,0.9,0.6,0.7,0.7,0.3,0.9,1.4,0.8,0.6,0.9,0.8,1.1,0.7,0.6,0.9
12/04/2010,6,1.0,0.7,2.2,1.2,1.7,1.2,0.6,1.6,1.7,1.4,1.1,1.0,1.7,0.9,1.4,1.1,1.2
12/04/2010,7,2.4,1.8,3.9,2.2,2.2,1.7,1.3,2.7,2.6,2.3,1.6,1.4,2.2,1.7,2.3,2.3,1.2
12/04/2010,8,3.1,2.0,3.1,3.0,3.5,2.2,1.4,2.7,3.5,2.8,2.1,1.6,-99,1.9,2.8,2.3,0.9
12/04/2010,9,3.0,1.7,2.8,2.5,1.7,1.6,1.2,1.2,2.8,1.5,1.8,-99,1.5,1.5,1.7,1.1,0.4
12/04/2010,10,1.8,1.4,2.6,2.0,1.0,0.8,0.8,0.7,2.2,1.7,1.5,-99,0.8,1.1,1.3,0.6,0.3
12/04/2010,11,1.7,0.5,1.0,1.5,1.0,0.7,0.8,0.6,1.8,1.5,1.1,-99,0.6,1.3,0.9,0.4,0.2
12/04/2010,12,1.6,0.5,1.7,1.5,0.9,0.7,0.6,0.5,1.8,1.4,1.1,-99,0.5,0.7,0.7,0.5,0.3
12/04/2010,13,1.3,0.5,1.9,1.5,0.8,0.8,0.5,0.7,1.9,2.1,-99,0.5,0.6,0.9,0.9,0.6,0.6
12/04/2010,14,1.5,0.9,1.6,1.1,1.2,0.7,0.6,0.6,1.6,2.5,-99,0.6,0.8,0.4,1.3,0.7,0.7
12/04/2010,15,1.4,0.5,1.5,1.2,0.5,0.5,0.5,0.5,1.4,1.7,0.7,0.5,0.4,0.4,0.8,0.4,0.2
12/04/2010,16,1.2,0.3,1.3,0.9,0.6,0.4,0.4,0.5,1.4,1.6,0.8,0.4,0.4,0.5,0.8,0.4,0.3
12/04/2010,17,1.2,0.4,1.3,0.8,0.6,0.3,0.4,0.5,1.3,1.3,0.8,0.5,0.5,0.5,0.8,0.3,0.4
12/04/2010,18,1.5,0.4,1.5,1.1,1.0,0.5,0.5,0.8,1.4,-99,0.6,0.3,0.6,0.5,0.8,0.5,0.5
12/04/2010,19,1.3,0.2,0.8,0.6,0.8,0.8,0.4,0.8,1.4,-99,0.4,0.2,0.6,0.3,0.9,0.5,0.4
12/04/2010,20,1.0,0.0,0.7,0.6,0.7,0.4,0.4,0.7,1.1,1.6,0.5,0.2,0.5,0.3,1.0,0.4,0.3
12/04/2010,21,0.9,0.1,0.7,0.7,0.9,0.5,0.4,0.7,1.2,2.1,0.6,0.3,0.4,0.7,0.9,0.5,0.2
12/04/2010,22,0.7,0.2,0.7,0.6,0.9,0.4,0.4,0.8,1.3,1.4,0.8,0.4,0.5,0.7,0.8,0.5,0.3
12/04/2010,23,1.0,0.2,0.7,0.5,0.8,0.5,0.4,-99,1.4,1.4,0.8,0.5,0.4,0.6,0.9,0.4,0.7
12/04/2010,24,1.0,0.2,1.1,0.7,0.9,0.6,0.5,1.0,1.5,1.2,0.8,0.5,0.6,0.5,1.0,0.5,0.3
13/04/2010,1,1.0,0.3,0.9,0.7,0.9,0.7,0.4,1.3,1.5,1.4,0.9,0.3,0.7,0.6,1.0,0.6,0.3
13/04/2010,2,0.9,0.3,0.8,0.6,0.9,0.6,0.4,1.5,1.5,0.8,0.8,0.3,0.5,0.5,0.9,0.6,0.2
13/04/2010,3,0.8,0.0,0.6,0.6,0.7,0.5,0.3,0.8,1.5,1.0,0.6,0.3,0.3,0.5,0.9,0.4,0.2
13/04/2010,4,0.8,0.0,0.6,0.5,0.5,0.5,0.4,0.7,1.4,1.1,0.7,0.4,0.3,0.5,1.1,0.3,0.5
13/04/2010,5,1.0,0.2,0.8,0.6,0.9,0.7,0.6,0.8,1.4,1.3,0.9,0.6,0.5,0.6,1.1,0.8,0.7
13/04/2010,6,1.4,0.4,0.9,0.8,1.3,1.3,0.7,1.5,1.7,1.7,0.6,0.6,1.1,0.7,1.5,1.2,1.3
13/04/2010,7,1.6,0.6,0.8,0.9,2.0,1.6,0.7,2.0,1.6,2.1,0.7,0.9,2.0,0.8,2.3,1.7,1.8
13/04/2010,8,2.5,1.1,1.7,1.3,2.0,2.0,1.3,2.1,2.5,2.0,0.8,0.7,2.4,1.5,2.2,1.9,0.9
13/04/2010,9,2.2,0.4,1.1,1.6,-99,1.6,1.4,1.6,2.1,3.9,1.4,0.9,2.1,1.5,2.4,1.7,0.6
13/04/2010,10,1.3,0.0,0.5,0.7,-99,1.1,1.1,-99,1.2,2.4,0.8,0.8,1.1,0.7,1.6,1.3,0.2
13/04/2010,11,1.0,0.0,0.5,0.6,-99,0.5,0.8,1.0,1.1,2.5,0.4,0.5,-99,0.4,1.3,0.7,0.3
13/04/2010,12,1.2,0.0,0.5,0.5,-99,0.8,0.6,0.8,1.2,2.0,0.4,0.3,0.5,0.4,1.1,0.6,0.2
13/04/2010,13,0.9,0.0,0.5,0.5,0.7,0.8,0.4,0.8,1.1,1.7,0.3,0.4,0.4,0.5,1.0,0.6,0.3
13/04/2010,14,0.7,0.0,0.4,0.5,0.6,0.8,0.2,0.7,0.9,1.0,0.3,0.2,0.3,0.4,0.8,0.1,0.2
13/04/2010,15,0.6,0.0,0.4,0.4,0.6,0.7,0.2,0.4,0.9,0.7,0.3,0.1,-99,0.4,0.7,0.0,0.2
13/04/2010,16,0.6,0.0,0.4,0.4,0.5,0.8,0.2,0.6,0.9,0.8,0.3,0.1,-99,0.4,0.7,0.0,0.2
13/04/2010,17,0.7,0.0,0.4,0.5,0.5,0.9,0.2,-99,0.9,0.5,0.3,0.1,-99,0.4,0.6,0.0,0.3
13/04/2010,18,0.6,0.0,0.3,0.5,0.6,1.0,0.2,0.6,0.9,0.5,0.3,0.3,0.2,0.4,0.7,0.1,0.3
13/04/2010,19,0.7,0.0,0.3,0.5,0.6,1.0,0.3,0.8,1.0,0.7,0.4,0.2,0.4,0.5,0.8,0.2,0.7
13/04/2010,20,0.8,0.1,0.6,0.6,0.7,0.8,0.5,0.7,1.2,0.7,0.6,0.4,0.5,0.7,1.0,0.3,0.4
13/04/2010,21,1.0,0.1,0.9,0.7,0.8,1.0,0.4,1.0,1.3,0.8,0.6,0.3,0.7,0.9,1.4,0.4,0.5
13/04/2010,22,1.1,0.2,0.8,0.9,0.9,1.1,0.4,1.0,1.4,0.8,0.6,0.3,0.8,0.6,-99,0.7,0.3
13/04/2010,23,0.9,0.1,1.0,0.6,0.7,0.7,0.4,1.0,1.4,1.6,0.5,0.2,0.6,0.4,0.9,0.4,0.4
13/04/2010,24,0.7,0.0,0.5,0.4,0.5,0.5,0.3,1.0,1.1,1.2,0.3,0.1,0.3,0.2,0.8,0.3,0.5
14/04/2010,1,0.5,0.0,0.5,0.4,0.6,0.3,0.2,0.8,1.0,0.6,0.3,0.1,0.2,0.1,0.6,0.1,0.2
14/04/2010,2,0.5,0.0,0.5,0.4,0.5,0.3,0.2,0.6,1.0,0.5,0.2,0.1,0.1,0.1,0.7,0.1,0.2
14/04/2010,3,0.4,0.0,0.5,0.4,0.5,0.3,0.1,0.6,1.2,0.4,0.3,0.2,0.3,0.3,0.8,0.1,0.2
14/04/2010,4,0.4,0.0,0.6,0.4,0.5,0.3,0.2,0.7,1.3,0.5,0.6,0.3,0.4,0.3,0.7,0.1,0.3
14/04/2010,5,0.6,0.2,0.7,0.7,1.0,0.4,0.2,0.8,1.6,1.0,0.7,0.4,0.8,0.6,0.9,0.5,0.8
14/04/2010,6,1.4,1.0,1.7,1.2,1.6,0.9,0.4,1.5,2.2,1.1,1.0,0.4,1.4,1.4,1.7,1.3,1.4
14/04/2010,7,2.3,1.4,4.2,1.7,1.7,2.3,0.9,1.8,3.0,2.3,1.3,0.6,1.4,1.6,2.5,1.9,4.0
14/04/2010,8,2.4,1.9,2.3,1.9,2.4,1.8,1.5,1.8,2.4,3.1,1.3,0.7,2.0,1.4,2.3,1.7,3.3
14/04/2010,9,2.6,1.1,1.6,1.5,2.3,1.9,1.3,1.4,2.0,3.4,1.0,0.5,-99,1.3,2.2,1.5,1.5
14/04/2010,10,2.5,1.7,1.9,1.8,1.5,1.2,1.4,1.8,2.6,2.3,1.0,0.4,0.9,1.3,1.8,1.2,0.7
14/04/2010,11,1.6,1.1,2.3,1.5,0.9,0.8,0.7,0.9,1.8,1.4,0.9,0.5,0.5,1.0,0.9,1.1,0.2
14/04/2010,12,1.2,0.5,1.4,1.0,0.6,0.4,0.3,0.4,1.3,1.2,0.8,0.5,0.4,0.3,0.7,0.3,-99
14/04/2010,13,1.0,0.3,1.2,0.9,0.5,0.4,0.2,0.4,1.1,1.0,0.7,0.3,0.1,0.4,0.6,0.2,0.4
14/04/2010,14,1.0,0.2,1.1,0.8,0.4,0.3,0.2,0.4,1.1,0.5,0.6,0.4,0.2,0.3,0.6,0.1,0.2
14/04/2010,15,1.1,0.1,1.2,1.0,0.4,0.3,0.2,0.4,1.1,0.4,0.6,0.3,-99,0.2,0.6,0.3,0.3
14/04/2010,16,1.1,0.1,1.0,1.1,0.4,0.3,0.2,0.4,1.1,0.4,0.5,0.3,-99,0.2,0.6,0.3,0.4
14/04/2010,17,1.3,0.1,1.2,0.9,0.5,0.3,0.2,-99,1.1,0.4,0.5,0.3,0.4,0.3,0.6,0.2,0.4
14/04/2010,18,1.2,0.2,1.2,0.7,-99,0.6,0.3,0.5,1.1,0.5,0.6,0.4,0.5,0.4,0.7,0.3,0.4
14/04/2010,19,1.3,0.4,1.4,0.7,0.6,0.7,0.3,0.5,1.3,0.4,0.7,0.3,0.7,0.8,0.8,0.3,0.3
14/04/2010,20,1.0,0.3,1.0,0.8,0.6,0.7,0.3,0.5,1.4,0.4,0.4,0.3,0.7,0.8,0.9,0.4,0.3
14/04/2010,21,1.0,0.1,0.7,0.7,0.6,0.8,0.4,0.5,1.2,0.5,0.4,0.3,0.8,0.5,0.9,0.4,0.4
14/04/2010,22,0.8,0.0,0.6,0.5,0.8,0.6,0.4,0.8,1.1,1.4,0.4,0.2,0.9,0.3,1.0,0.3,0.3
14/04/2010,23,0.6,0.0,0.5,0.5,0.9,0.4,0.3,0.7,1.0,1.2,0.4,0.2,0.4,0.2,1.0,0.2,0.1
14/04/2010,24,0.5,0.0,0.5,0.4,0.5,0.4,0.3,0.6,1.0,0.9,0.4,0.2,0.2,0.2,0.9,0.2,0.1
15/04/2010,1,0.5,0.0,0.5,0.4,0.4,0.3,0.3,0.5,1.0,0.8,0.4,0.2,0.2,0.2,0.8,0.2,0.1
15/04/2010,2,0.6,0.0,0.5,0.4,0.4,0.3,0.3,0.4,1.1,0.6,0.3,0.2,0.2,0.2,0.8,0.2,0.0
15/04/2010,3,0.6,0.0,0.5,0.4,0.6,0.4,0.4,0.4,1.2,0.5,0.3,0.2,0.2,0.4,0.9,0.2,0.1
15/04/2010,4,0.5,0.2,0.5,0.5,0.4,0.4,0.3,0.6,1.2,0.8,0.4,0.2,0.3,0.4,0.8,0.3,0.1
15/04/2010,5,0.7,0.3,0.8,0.7,1.1,0.5,0.4,0.6,1.4,1.4,0.7,0.3,-99,0.5,0.8,0.4,0.2
15/04/2010,6,1.3,0.9,2.1,1.5,2.0,1.0,0.6,1.4,1.9,1.9,1.0,0.6,2.2,0.9,1.3,1.2,0.3
15/04/2010,7,1.9,1.5,4.0,1.8,2.4,1.6,1.1,2.6,3.0,2.6,1.6,1.1,2.4,2.3,2.3,2.2,1.0
15/04/2010,8,2.7,1.7,2.5,1.9,1.7,1.6,1.1,1.6,3.5,2.4,1.8,0.9,-99,1.9,2.2,1.7,0.6
15/04/2010,9,2.4,1.7,1.8,2.0,1.2,1.8,1.0,1.3,2.5,1.6,1.2,0.7,1.6,1.6,1.6,1.3,0.3
15/04/2010,10,2.1,1.3,2.3,1.6,0.9,1.1,0.9,0.8,1.9,2.0,0.7,0.5,0.5,0.9,1.1,0.8,0.3
15/04/2010,11,1.4,0.7,1.9,1.3,0.6,0.8,0.5,0.3,1.4,0.9,0.8,0.6,0.3,0.6,0.8,0.4,0.3
15/04/2010,12,1.2,-99,1.4,1.2,0.5,0.5,0.3,0.2,1.3,1.1,0.8,0.6,0.2,0.4,0.7,0.2,0.3
15/04/2010,13,1.0,-99,1.3,1.2,0.5,0.3,0.2,0.3,1.2,1.3,0.7,0.6,0.2,0.5,0.6,0.2,0.3
15/04/2010,14,0.9,-99,1.2,1.0,0.4,0.3,0.3,0.3,1.0,1.0,0.6,0.6,0.2,0.3,0.7,0.2,0.3
15/04/2010,15,0.9,0.5,1.1,0.8,0.4,0.3,0.3,0.4,1.0,0.8,0.6,0.6,0.3,0.4,0.8,0.3,0.2
15/04/2010,16,1.3,0.5,1.0,0.9,0.5,0.5,0.3,0.5,1.0,0.6,0.6,0.5,0.3,0.4,0.7,0.3,0.2
15/04/2010,17,1.2,0.6,0.9,1.1,0.8,0.7,0.2,0.5,1.2,0.5,0.6,0.6,0.5,0.4,0.7,0.3,0.2
15/04/2010,18,1.4,0.7,1.0,1.1,0.9,1.0,0.3,0.5,1.3,0.5,0.6,0.4,0.5,0.4,0.7,0.4,0.3
15/04/2010,19,1.5,0.7,1.3,1.2,0.7,0.9,0.3,0.6,-99,0.7,0.7,0.7,0.6,0.5,0.8,0.7,0.2
15/04/2010,20,1.4,0.7,1.3,1.1,0.6,0.7,0.2,0.6,1.5,0.5,0.6,0.4,0.7,0.8,0.8,0.6,0.2
15/04/2010,21,1.1,0.9,1.0,1.0,0.8,0.6,0.3,0.7,1.4,0.7,0.7,0.4,0.8,0.7,0.8,0.4,0.4
15/04/2010,22,1.2,0.6,0.7,0.7,1.2,0.9,0.5,0.5,1.4,0.8,0.6,0.3,0.8,0.5,0.7,0.5,0.2
15/04/2010,23,0.7,0.3,0.6,0.5,0.6,0.6,0.4,0.8,1.1,1.2,0.5,0.3,0.3,0.2,1.1,0.4,0.1
15/04/2010,24,0.6,0.3,0.5,0.5,0.3,0.4,0.3,0.5,1.0,0.9,0.5,0.3,0.2,0.2,0.8,0.2,0.2
16/04/2010,1,0.6,0.3,0.8,0.5,0.4,0.4,0.3,0.5,1.1,0.7,0.6,0.3,0.2,0.3,0.7,0.2,0.2
16/04/2010,2,0.6,0.2,0.6,0.6,0.5,0.4,0.2,0.6,1.3,0.7,0.6,0.4,0.2,0.4,0.8,0.2,0.3
16/04/2010,3,0.7,0.2,0.6,0.5,0.6,0.5,0.2,0.8,1.3,0.6,0.6,0.4,0.3,0.3,0.8,0.2,0.2
16/04/2010,4,0.7,0.3,0.7,0.7,0.6,0.5,0.2,0.7,1.5,0.9,0.6,0.4,0.4,0.3,0.9,0.3,0.4
16/04/2010,5,0.8,0.4,0.8,0.8,1.2,1.0,0.3,0.9,1.4,1.1,0.7,0.8,0.5,0.4,1.1,0.9,0.9
16/04/2010,6,1.2,0.8,1.9,1.4,1.8,1.7,0.6,1.0,1.6,1.1,1.0,0.8,1.3,0.6,2.0,0.9,1.2
16/04/2010,7,1.8,2.1,3.8,1.5,2.0,2.1,1.1,1.9,2.0,3.3,1.6,1.1,1.7,1.3,2.9,1.1,2.7
16/04/2010,8,1.8,1.5,2.1,1.2,2.4,2.0,1.3,2.8,1.9,3.6,1.8,1.0,1.0,1.5,2.3,1.4,2.2
16/04/2010,9,1.6,1.0,1.2,1.3,1.2,1.3,0.9,2.3,2.0,2.9,1.1,0.7,1.1,1.2,1.9,1.5,1.6
16/04/2010,10,1.7,0.9,1.3,1.1,1.2,1.7,0.8,1.6,1.9,2.6,1.4,0.7,0.5,1.0,2.1,1.8,0.7
16/04/2010,11,2.4,1.2,1.5,-99,1.0,1.9,0.9,1.2,2.1,2.3,1.3,0.5,0.8,1.1,2.0,1.5,0.9
16/04/2010,12,1.9,0.9,1.2,1.4,1.1,1.3,0.6,0.8,1.7,1.2,1.0,0.4,0.7,0.7,1.1,0.9,0.4
16/04/2010,13,1.3,0.8,1.2,1.0,1.0,0.7,0.6,0.4,1.5,1.5,0.5,0.3,0.3,0.5,0.9,0.3,0.2
16/04/2010,14,1.2,0.7,0.7,0.8,0.9,1.0,0.7,0.5,1.2,1.7,0.6,0.3,0.2,0.6,1.1,0.4,0.3
16/04/2010,15,1.1,0.8,0.6,0.7,0.7,1.2,0.6,0.8,1.2,1.8,0.5,0.3,0.3,0.5,1.3,0.2,0.3
16/04/2010,16,1.0,0.5,0.6,0.6,0.6,1.1,0.4,0.7,1.1,1.7,0.5,0.3,0.2,0.4,1.0,0.4,0.4
16/04/2010,17,0.8,0.4,0.6,0.7,0.8,1.0,0.4,0.7,1.0,1.5,0.5,0.3,0.5,0.3,1.0,0.3,0.4
16/04/2010,18,0.8,0.4,0.9,0.8,1.0,0.9,0.5,0.7,1.0,1.8,0.5,0.2,0.4,0.3,1.0,0.3,0.5
16/04/2010,19,1.0,0.5,1.0,0.9,0.6,0.6,0.5,0.7,1.2,2.2,0.5,0.3,0.6,0.4,1.1,0.5,0.3
16/04/2010,20,0.9,0.7,1.3,0.8,0.7,0.6,0.5,0.9,1.2,1.8,0.5,0.4,0.6,0.6,1.2,0.6,0.3
16/04/2010,21,0.9,0.7,1.1,0.9,0.7,0.7,0.6,0.9,1.2,1.7,0.6,0.3,0.5,0.4,1.4,0.5,0.3
16/04/2010,22,0.9,0.6,1.3,0.8,0.7,0.7,0.4,0.7,1.3,1.3,0.6,0.5,0.5,0.7,1.0,0.3,0.4
16/04/2010,23,1.3,0.6,1.0,0.8,0.8,0.7,0.3,0.6,1.5,0.9,0.8,0.6,0.6,0.8,1.0,-99,0.4
16/04/2010,24,1.2,0.5,0.9,0.7,0.7,0.8,0.5,0.5,1.4,0.7,0.6,0.6,0.6,0.7,0.9,-99,0.2
17/04/2010,1,1.0,0.9,1.0,1.0,0.6,0.6,0.5,0.6,1.6,0.9,0.5,0.7,0.7,0.6,0.9,0.4,0.3
17/04/2010,2,1.0,0.8,1.3,1.1,0.8,0.6,0.5,0.8,1.5,0.9,0.9,0.7,0.7,0.8,0.8,0.4,0.2
17/04/2010,3,1.2,0.6,1.1,0.9,0.9,0.8,0.7,0.7,1.9,1.0,1.1,0.5,0.5,0.7,0.9,0.4,0.3
17/04/2010,4,1.3,0.3,0.9,0.9,0.6,0.8,0.8,0.8,2.1,1.0,1.0,0.5,0.6,1.1,1.0,0.6,0.3
17/04/2010,5,1.4,0.5,1.1,1.0,1.1,1.2,0.5,1.0,2.2,1.0,0.9,0.6,0.8,1.2,1.3,1.0,0.5
17/04/2010,6,1.7,1.4,1.6,1.2,1.3,1.5,0.5,1.3,2.1,1.1,1.6,0.8,1.3,1.5,1.7,1.7,0.7
17/04/2010,7,2.6,2.3,2.9,1.9,2.8,2.3,0.8,1.6,2.6,1.5,2.3,1.0,-99,2.1,1.9,1.4,1.7
17/04/2010,8,3.3,2.8,2.6,2.2,2.9,2.1,0.8,2.0,2.9,1.5,2.7,1.4,-99,2.4,2.0,1.3,1.7
17/04/2010,9,3.3,2.7,2.4,3.1,2.0,2.2,0.6,-99,2.9,2.1,2.3,1.1,-99,1.7,2.1,2.2,0.6
17/04/2010,10,2.5,2.7,2.5,1.8,1.0,1.9,0.7,1.5,2.3,1.9,1.8,1.0,-99,1.4,2.0,1.3,0.2
17/04/2010,11,2.1,2.0,2.5,1.8,0.9,1.3,0.8,0.9,2.0,1.6,1.4,1.0,0.5,1.3,1.3,0.8,0.2
17/04/2010,12,1.6,1.4,1.9,1.5,0.8,0.6,0.6,0.5,1.7,1.4,1.1,0.8,0.3,1.0,1.1,0.4,0.2
17/04/2010,13,1.1,1.1,1.2,1.3,0.8,0.6,0.5,0.6,1.3,1.2,0.7,0.5,0.4,0.8,0.9,0.2,0.2
17/04/2010,14,1.4,0.9,1.5,0.8,1.2,1.1,0.6,0.8,1.5,-99,0.9,0.5,0.7,1.1,1.3,0.3,0.2
17/04/2010,15,1.5,1.3,1.0,1.1,0.8,1.0,0.4,1.0,1.5,0.8,0.7,0.5,0.6,0.6,0.9,0.4,-99
17/04/2010,16,1.7,1.2,0.9,0.8,0.8,1.0,0.3,0.7,1.4,0.6,0.9,0.5,0.7,1.1,1.0,0.5,-99
17/04/2010,17,1.5,1.1,1.3,0.8,1.1,1.6,0.5,1.0,1.7,1.5,0.9,0.6,0.8,1.1,1.3,0.7,0.4
17/04/2010,18,1.5,0.9,1.2,0.8,1.1,1.6,0.8,1.2,1.9,2.3,0.9,0.6,1.0,1.2,1.8,0.9,0.8
17/04/2010,19,1.5,0.8,1.1,0.8,1.2,1.4,0.5,1.4,1.5,1.3,0.7,0.5,1.0,0.9,1.4,0.8,0.9
17/04/2010,20,1.7,1.1,1.2,1.0,1.3,1.2,0.5,1.3,2.1,-99,1.0,0.5,1.2,1.2,1.7,0.9,0.9
17/04/2010,21,1.6,1.6,1.7,1.5,1.6,1.2,0.9,1.5,2.2,1.7,1.4,0.6,1.7,1.7,2.2,1.0,0.8
17/04/2010,22,2.5,2.5,3.1,2.0,1.8,1.6,1.0,1.7,2.7,2.6,1.1,0.5,1.4,1.8,2.4,1.5,1.3
17/04/2010,23,2.4,2.0,2.3,1.0,1.1,1.6,1.7,2.1,2.5,2.9,0.7,0.4,0.6,1.2,2.5,1.7,1.0
17/04/2010,24,1.5,0.9,1.2,0.7,0.8,1.1,1.2,2.1,1.5,2.7,0.7,0.3,0.5,0.6,2.3,1.0,1.4
