FECHA,HORA,ACO,CAM,CHO,CUA,FAC,HGM,IZT,LLA,LPR,MER,MON,NEZ,PED,SAG,SFE,SJA,SUR,TAH,TLA,TLI,TPN,UAX,UIZ,VIF,XAL
01/01/2012,1,1.2,1.4,1.3,-99,1,-99,-99,1.3,1.3,1.7,0.9,2.2,0.4,1.4,-99,2.1,1.6,1.9,1.4,1.3,0.2,-99,1.7,1.7,1.5
01/01/2012,2,1.1,1.7,1.6,-99,1.1,-99,-99,1.2,2.1,1.9,1.3,2.5,0.9,1.6,-99,2,2.5,2,1.6,2,0.3,-99,2.5,1.5,1.5
01/01/2012,3,1.2,1.6,1.8,-99,1.4,-99,-99,1.5,1.9,1.9,1.7,1.5,1.2,1.8,-99,1.9,1.8,1.6,1.5,2.1,0.5,-99,1.7,3.2,2.1
01/01/2012,4,1.2,1.9,2.6,-99,1.9,-99,-99,2.2,1.8,2.3,2,1.9,1.2,1.7,-99,2.5,2.7,2.3,1.9,2.2,0.5,-99,1.8,2.7,2.2
01/01/2012,5,1,1.5,2.2,-99,1.2,-99,-99,2.3,1.9,2.3,2.5,2.1,1.3,1.9,-99,3.4,3.5,3,1.4,1.8,0.3,-99,2.5,3.1,2
01/01/2012,6,1.1,1.9,1.8,-99,1,-99,-99,2.3,1.6,2.4,2.3,2.6,1.2,2.2,-99,3.3,3.3,1.9,0.8,1.8,0.3,-99,3.4,3.6,2.7
01/01/2012,7,1.3,1.6,2.1,-99,1,-99,-99,2.4,1.6,2.6,1.7,2.7,1,1.6,-99,2.3,2.8,2.2,0.7,1.9,0.3,-99,2.9,3.3,2.3
01/01/2012,8,1,1.8,2.4,-99,1,-99,-99,2.1,1.9,2.3,1.6,2.4,1.3,1.8,-99,2.8,3.1,2.8,0.9,2.3,0.2,-99,3,3.6,2.6
01/01/2012,9,0.8,1.3,2.3,-99,0.9,-99,-99,2.2,2.5,1.7,1.2,2,1.1,1.7,-99,2.1,2.2,2.6,1.5,2.1,0.3,-99,2.8,3.2,2.4
01/01/2012,10,0.5,1.4,2.7,-99,1,-99,-99,2,2.1,2.1,1.1,1.8,1.2,1.5,-99,1.7,2.3,2.4,1.1,1.4,1.2,-99,2,2.3,1.9
01/01/2012,11,0.4,1.1,2,-99,0.6,-99,-99,1.1,1.8,1.9,0.8,1.6,1.2,1.6,-99,1.7,2.2,2.1,0.4,0.7,1.3,-99,1.7,1.2,1.9
01/01/2012,12,0.4,0.8,1.4,-99,0.2,-99,-99,0.5,0.8,1,0.4,1.2,0.3,0.6,-99,1.3,0.4,1.5,0.3,0.4,0.6,-99,1.3,0.5,1
01/01/2012,13,0.2,0.6,1.2,-99,0.3,-99,-99,0.3,0,0.4,0.3,0.6,0.3,0.4,-99,0.6,0.1,1.2,0.3,0.3,0.3,-99,0.4,0.3,0.3
01/01/2012,14,0.2,0.5,0.6,-99,0.2,-99,-99,0.1,0,0.3,0.2,0.4,0.2,0.3,-99,0.5,0,0.7,0.2,0.2,0.3,-99,0.3,0.2,0.2
01/01/2012,15,0.2,0.5,0.5,-99,0.2,-99,-99,0.1,0,0.3,0.3,0.5,0.1,0.3,-99,0.4,0,0.5,0.1,0.2,0.2,-99,0.3,0.2,0.3
01/01/2012,16,0.1,0.5,-99,-99,0.2,-99,-99,0.1,0,0.3,0.3,0.5,0.1,0.3,-99,0.4,0,0.6,0.1,0.2,0.2,-99,0,0.2,0.3
01/01/2012,17,0.2,0.5,0.6,-99,0.2,-99,-99,0.2,0,0.3,0.3,0.5,0.2,0.3,-99,0.4,0.2,0.7,0.1,0.2,0.3,-99,0,0.2,0.3
01/01/2012,18,0.2,0.5,0.6,-99,0.2,-99,-99,0.2,0,0.4,0.4,0.6,0.2,0.4,-99,0.5,0.7,0.7,0.2,0.2,0.5,-99,0.1,0.2,0.3
01/01/2012,19,0.2,0.6,1,-99,0.3,-99,-99,0.3,0,0.4,0.4,0.7,0.2,0.4,-99,0.5,0.8,0.7,0.1,0.3,0.5,-99,0.3,0.2,0.3
01/01/2012,20,0.2,0.6,0.9,-99,0.2,-99,-99,0.3,0,0.4,0.5,0.7,0.2,0.5,-99,0.5,0.7,0.8,-99,0.3,0.3,-99,0.3,0.3,0.2
01/01/2012,21,0.3,0.5,0.9,-99,0.3,-99,-99,0.4,0,0.5,0.4,-99,0.2,0.5,-99,0.5,0.6,0.8,0.3,0.3,0.2,-99,0.2,0.3,0.2
01/01/2012,22,0.3,0.5,1,-99,0.2,-99,-99,0.5,0,0.4,0.4,0.8,0.2,0.5,-99,0.5,0.6,0.8,0.2,0.3,0.3,-99,0.3,0.3,0.2
01/01/2012,23,0.2,0.5,1,-99,0.2,-99,-99,0.2,0,0.4,0.5,0.7,0.2,0.4,-99,0.4,0.7,0.8,0.2,0.3,0.2,-99,0.3,0.2,0.2
01/01/2012,24,0.1,0.5,0.9,-99,0.1,-99,-99,0.1,0,0.3,0.5,0.5,0.2,0.2,-99,0.4,0.5,0.7,0.2,0.2,0.3,-99,0.2,0.1,0.1
02/01/2012,1,0.1,0.4,0.7,-99,0.1,-99,-99,0.1,0,0.2,0.4,0.4,0.1,0.2,-99,0.4,0.5,0.6,-99,0.2,0.2,-99,0.1,0.1,0.1
02/01/2012,2,0.1,0.3,0.5,-99,0,-99,-99,0.1,0,0.2,0.4,0.3,0.1,0.1,-99,0.3,0.6,0.6,-99,0.1,0.2,-99,0,0.1,0
02/01/2012,3,0.1,0.3,0.5,-99,0,-99,-99,0.1,0,0.2,0.4,0.3,0.1,0.1,-99,0.3,0.5,0.5,-99,0.1,0.2,-99,0,0.1,0
02/01/2012,4,0.1,0.3,0.4,-99,0,-99,-99,0.1,0,0.1,0.4,0.3,0,0.1,-99,0.3,0.4,0.5,-99,0.1,0.2,-99,0,0,0
02/01/2012,5,0.1,0.3,0.4,-99,0,-99,-99,0.2,0,0.1,0.4,0.2,0,0.2,-99,0.3,0.4,0.5,-99,0.1,0.2,-99,0,0.1,0.1
02/01/2012,6,0.2,0.4,0.5,-99,0,-99,-99,0.2,0,0.2,0.4,0.4,0.1,0.2,-99,0.3,0.5,0.6,0.1,0.2,0.4,-99,0.1,0.1,0.1
02/01/2012,7,0.2,0.6,0.6,-99,0.2,-99,-99,0.3,0.1,0.4,0.4,0.5,0.1,0.4,-99,0.4,0.6,0.6,0.2,0.3,0.6,-99,0.2,0.2,0.2
02/01/2012,8,0.3,0.8,0.8,-99,0.3,-99,-99,0.5,0,0.9,0.4,0.6,0.2,0.6,-99,0.5,0.8,0.7,0.5,0.3,0.7,-99,0.5,0.2,0.1
02/01/2012,9,0.4,0.8,0.9,-99,0.3,-99,-99,0.4,0.2,0.8,0.4,0.8,0.2,0.5,-99,0.5,0.4,0.9,0.5,0.3,0.7,-99,0.4,0.2,0.2
02/01/2012,10,0.3,0.7,0.8,-99,0.4,-99,-99,0.3,0.4,0.7,0.5,-99,0.3,0.5,-99,0.4,0.4,0.8,0.4,-99,0.6,-99,0.3,0.3,0.3
02/01/2012,11,0.3,0.7,0.7,-99,0.4,-99,-99,0.2,0.1,0.8,0.4,0.6,0.2,0.4,-99,0.5,0.4,0.8,0.4,-99,0.5,-99,0.2,0.3,0.3
02/01/2012,12,0.3,0.7,0.6,-99,0.4,-99,-99,0.2,0,0.6,0.5,0.6,0.3,0.4,-99,0.4,1.2,0.7,0.6,-99,0.6,-99,0.2,0.2,-99
02/01/2012,13,0.3,0.6,0.7,-99,0.3,-99,-99,0.3,0,0.5,0.4,0.6,0.3,0.4,-99,0.5,1.1,0.8,0.4,-99,0.7,-99,0.3,0.3,0.2
02/01/2012,14,0.3,0.7,0.7,-99,0.4,-99,-99,0.1,0.3,0.7,0.4,0.6,0.3,0.3,-99,0.5,0.5,0.7,0.5,0.4,0.6,-99,0.2,0.2,0.3
02/01/2012,15,0.3,0.7,0.7,-99,0.4,-99,-99,0.2,0,0.9,0.5,0.6,0.3,0.4,-99,0.5,1,0.8,0.4,0.4,0.6,-99,0.2,0.2,0.2
02/01/2012,16,0.3,0.8,0.8,-99,0.4,-99,-99,0.3,0,0.7,0.5,0.6,0.3,0.4,-99,0.5,0.9,0.9,0.5,0.3,0.6,-99,0.3,0.3,0.3
02/01/2012,17,0.3,0.7,-99,-99,0.5,-99,-99,0.5,0,0.7,0.4,0.7,0.3,0.5,-99,0.6,1.1,0.8,0.5,0.3,0.5,-99,0.4,0.3,0.2
02/01/2012,18,0.3,0.6,0.9,-99,0.4,-99,-99,0.4,0.2,0.7,0.5,0.9,0.3,0.5,-99,0.5,1.1,0.9,0.4,0.3,0.6,-99,0.4,0.3,0.2
02/01/2012,19,0.3,0.7,1,-99,0.5,-99,-99,0.4,0.3,0.7,0.5,0.8,0.3,0.6,-99,0.6,1.1,0.9,0.3,0.4,0.5,-99,0.4,0.3,0.2
02/01/2012,20,0.3,0.7,0.9,-99,0.4,-99,-99,0.5,0.1,0.5,0.5,0.8,0.4,0.6,-99,0.6,1.2,0.9,0.3,0.4,0.7,-99,0.4,0.3,0.2
02/01/2012,21,0.3,0.6,0.9,-99,0.3,-99,-99,0.4,0,0.7,0.4,0.8,0.4,0.5,-99,0.5,0.9,0.8,0.4,0.4,0.7,-99,0.3,0.3,0.2
02/01/2012,22,0.2,0.7,0.9,-99,0.3,-99,-99,0.3,0.1,0.5,0.5,0.7,0.3,0.5,-99,0.5,0.8,0.9,0.3,0.4,0.6,-99,0.4,0.3,0.2
02/01/2012,23,0.2,0.6,0.8,-99,0.2,-99,-99,0.3,0.2,0.4,0.5,0.6,0.2,0.4,-99,0.5,0.6,0.8,0.3,0.4,0.5,-99,0.4,0.3,0.1
02/01/2012,24,0.2,0.5,0.7,-99,0.2,-99,-99,0.2,0,0.4,0.4,0.5,0.2,0.3,-99,0.4,0.6,0.8,0.2,0.3,0.5,-99,0.3,0.2,0.1
03/01/2012,1,0.3,0.5,0.7,-99,0.1,-99,-99,0.1,0,0.3,0.4,0.4,0.2,0.3,-99,0.4,0.6,0.7,0.1,0.2,0.4,-99,0.2,0.2,0.1
03/01/2012,2,0.2,0.5,0.6,-99,0.1,-99,-99,0.1,0,-99,0.4,0.3,0.1,0.2,-99,0.4,0.4,0.7,0.1,0.2,0.3,-99,0.2,0.1,0.1
03/01/2012,3,0.2,0.5,0.5,-99,0.1,-99,-99,0.1,0,-99,0.4,0.3,0.1,0.2,-99,0.4,0.3,0.6,0,0.2,0.3,-99,0.1,0.1,0
03/01/2012,4,0.2,0.4,0.6,-99,0.1,-99,-99,0.1,0,0.2,0.3,0.3,0.1,0.2,-99,0.3,0.3,0.6,0,0.2,0.3,-99,0.1,0.1,0
03/01/2012,5,0.2,0.4,0.7,-99,0.1,-99,-99,0.1,0,0.3,0.3,0.3,0.1,0.2,-99,0.3,0.4,0.6,0,0.2,0.4,-99,0.1,0.1,0.1
03/01/2012,6,0.3,0.6,1,-99,0.1,-99,-99,0.2,0.1,0.5,0.3,0.5,0.1,0.3,-99,0.4,0.5,0.7,0.1,0.3,0.5,-99,0.2,0.2,0.3
03/01/2012,7,0.5,0.8,1.7,-99,0.3,-99,-99,0.4,0.3,0.7,0.4,0.7,0.2,0.6,-99,0.6,0.7,0.8,0.4,0.4,0.6,-99,0.2,0.3,0.4
03/01/2012,8,0.6,0.9,2.9,-99,0.6,-99,-99,0.8,1.1,0.8,0.4,0.9,0.2,0.9,-99,0.8,1.1,1.1,0.6,0.6,0.7,-99,0.5,0.5,0.9
03/01/2012,9,0.6,1.1,1.7,-99,0.6,-99,-99,0.7,1.1,1.2,0.5,1,0.3,0.9,-99,0.9,0.6,1,0.8,0.7,0.7,-99,0.9,0.5,0.7
03/01/2012,10,0.3,1.1,1.2,-99,0.4,-99,-99,0.4,0.3,1.2,0.5,1,0.3,0.6,-99,0.8,0.5,1,0.6,0.6,0.6,-99,0.7,0.3,0.6
03/01/2012,11,0.3,0.8,1.3,-99,0.3,-99,-99,-99,0.5,1.1,0.4,1,0.3,0.6,-99,0.7,0.3,-99,0.5,0.4,0.4,-99,0.7,0.3,0.5
03/01/2012,12,0.2,0.8,1.2,-99,0.3,-99,-99,-99,0.6,1,0.4,0.8,0.3,0.5,-99,0.7,0.4,-99,0.6,0.4,0.5,-99,0.8,0.2,0.8
03/01/2012,13,0.3,0.9,1.2,-99,0.5,-99,0.7,-99,0.7,1,0.4,0.9,0.4,0.5,-99,0.8,0.9,-99,0.6,0.4,0.6,-99,-99,0.3,0.8
03/01/2012,14,0.3,1.1,1.3,-99,0.7,-99,0.8,0.3,0.8,1.2,0.5,1,0.4,0.5,-99,0.9,0.9,0.6,0.9,0.4,0.7,-99,0.8,0.6,0.8
03/01/2012,15,0.3,1.2,1.2,-99,0.7,-99,0.8,0.3,0.3,1,0.4,1,0.5,0.5,-99,0.9,0.6,0.6,0.8,0.4,0.8,-99,0.8,0.3,0.6
03/01/2012,16,0.3,1,1.3,-99,0.7,-99,0.8,0.3,0.1,1,0.5,1,0.6,0.4,-99,0.8,1.3,0.5,0.8,0.4,0.8,-99,0.8,0.2,0.5
03/01/2012,17,0.5,1.1,1.2,-99,0.8,-99,-99,0.2,0.2,0.9,0.5,1.1,0.7,0.5,-99,0.7,1.3,0.6,1.1,0.5,0.8,-99,0.9,0.3,0.6
03/01/2012,18,0.4,1.2,1.8,-99,0.8,-99,0.9,0.4,0.3,1.4,0.6,1.3,0.8,0.6,-99,0.7,1.7,0.7,1.1,0.6,0.8,-99,1.2,0.3,0.6
03/01/2012,19,0.4,1.1,1.6,-99,0.7,-99,1.6,0.5,1,1.6,0.6,1.2,1.3,0.6,-99,1,2.1,0.8,0.8,0.7,0.8,-99,1.8,0.4,0.5
03/01/2012,20,0.3,0.9,1.2,-99,0.4,-99,0.9,0.4,0.8,1.3,0.5,1,1,0.5,-99,0.8,2.2,0.9,0.6,0.5,0.9,-99,0.8,0.4,0.5
03/01/2012,21,0.4,0.8,1.3,-99,0.4,-99,0.7,0.4,0.8,0.9,0.5,0.9,0.6,0.5,-99,0.8,1.3,0.5,0.5,0.5,0.9,-99,0.7,0.4,1
03/01/2012,22,0.4,0.8,1.2,-99,0.3,-99,0.6,0.5,0.4,0.7,0.5,0.8,0.5,0.6,-99,1,1.2,0.6,0.4,0.5,0.8,-99,0.6,0.5,0.9
03/01/2012,23,0.4,0.7,1.3,-99,0.4,-99,0.7,0.4,0.9,0.6,0.6,0.8,0.5,0.6,-99,0.8,1.2,0.6,0.4,0.5,0.8,-99,0.7,0.4,0.9
03/01/2012,24,0.4,0.7,1.2,-99,0.4,-99,0.8,0.3,0.9,0.6,0.6,0.8,0.6,0.6,-99,0.9,1.2,0.6,0.5,0.5,0.9,-99,1,0.4,1
04/01/2012,1,0.4,0.8,1.2,-99,0.4,-99,0.5,0.2,0.8,0.6,0.9,0.6,0.6,0.4,-99,0.8,1.1,0.5,0.5,0.4,0.8,-99,0.7,0.3,1.1
04/01/2012,2,0.3,0.8,1.1,-99,0.5,-99,0.5,0.1,0.7,0.6,0.8,0.6,0.6,0.4,-99,0.8,1.1,0.5,0.5,0.4,0.7,-99,0.5,0.4,0.7
04/01/2012,3,0.4,0.8,0.9,-99,0.5,-99,0.5,0.1,0.5,0.6,0.7,0.5,0.7,0.4,-99,0.9,0.9,0.4,0.4,0.4,0.6,-99,0.3,0.3,0.5
04/01/2012,4,0.4,0.8,1.2,-99,0.5,-99,0.3,0.1,0.4,0.4,0.6,0.5,0.8,0.4,-99,0.8,0.9,0.5,0.4,0.4,0.6,-99,0.3,0.3,0.6
04/01/2012,5,0.4,0.9,1,-99,0.6,-99,0.4,0.2,0.5,0.5,0.7,0.5,0.8,0.5,-99,1.1,0.9,0.7,0.6,0.5,0.5,-99,0.3,0.3,0.9
04/01/2012,6,0.4,1.3,1.4,-99,0.9,-99,0.7,0.4,0.6,1.3,0.7,0.6,0.8,0.7,-99,1.5,1.1,1,0.8,0.6,0.5,-99,0.6,0.4,1.8
04/01/2012,7,0.7,1.7,2.3,-99,1.8,-99,1.3,0.8,1.2,1.6,1.2,1,0.9,1.5,-99,1.9,1.5,0.8,1.5,0.8,0.7,-99,1,0.7,1.8
04/01/2012,8,1.2,2.8,3.6,-99,3.5,-99,2.2,1.8,2.1,1.8,2.1,1.8,1.5,1.9,-99,2.5,2.2,2.2,2.3,1.5,0.7,-99,1.9,1.6,2.4
04/01/2012,9,1.1,2.9,3.6,-99,3.3,-99,2.1,2.6,3,2.3,1.9,1.5,1.7,1.9,-99,2.5,2.2,3.2,2.7,2.7,1,-99,2.1,1.4,3.4
04/01/2012,10,0.6,2.6,2.4,-99,2.5,-99,2.4,1.4,2.1,2,0.7,-99,1.1,1.5,-99,2.2,2,1.3,1.9,3.1,1.5,-99,1.9,1.6,3.3
04/01/2012,11,0.6,2.3,1.8,-99,3.2,-99,2.4,1.4,2.9,1.9,0.7,-99,1.3,1,-99,1,1.8,1.4,1.6,2.4,1.6,-99,2.2,-99,2.5
04/01/2012,12,0.6,2.1,1.7,-99,2.3,-99,2,1,2.1,1.9,0.6,-99,1.1,1.2,-99,1.2,1.2,1,1.8,1.9,-99,-99,1.8,-99,1.7
04/01/2012,13,0.5,1.5,1.7,-99,1.2,-99,1,0.7,1.4,1,0.5,-99,1,0.7,-99,0.9,1.2,0.7,1.6,0.6,-99,-99,-99,-99,1.3
04/01/2012,14,0.4,1.2,1.6,-99,0.7,-99,0.6,0.4,1.3,0.7,0.4,0.5,0.9,0.6,-99,0.8,1,0.9,0.9,0.4,-99,-99,-99,-99,1.1
04/01/2012,15,0.3,1,0.9,-99,0.7,-99,0.7,0.3,0.7,1,0.4,0.6,0.9,0.5,-99,1.1,0.7,0.5,0.6,0.4,1.3,-99,0.5,-99,0.7
04/01/2012,16,0.2,1,0.8,-99,0.7,-99,1,0.3,0.5,1.1,0.5,0.9,0.8,0.4,-99,1,0.9,0.5,0.7,0.4,1.3,-99,0.8,0.2,0.5
04/01/2012,17,0.3,0.9,1.1,-99,0.6,-99,0.9,0.2,0.3,1,0.4,0.8,0.7,0.6,-99,0.8,1,0.5,0.7,0.3,1.3,-99,0.9,0.3,0.4
04/01/2012,18,0.4,1,1,-99,0.7,-99,0.7,0.4,0.1,1.2,0.4,0.9,0.6,0.6,-99,0.7,1.1,0.5,0.5,0.4,1.3,-99,0.6,0.3,0.5
04/01/2012,19,0.5,1.1,1.2,-99,0.7,-99,0.8,0.7,0,1.4,0.7,1.3,0.6,0.9,-99,0.8,0.8,0.7,0.7,0.6,1.2,-99,-99,0.6,0.2
04/01/2012,20,0.4,1.1,1.6,-99,0.6,-99,1.1,0.8,0.1,1.3,0.8,1.3,0.6,1.1,-99,0.9,1.3,0.7,0.9,1,1.2,-99,-99,0.6,0.5
04/01/2012,21,0.3,1.1,1.7,-99,0.6,-99,1,0.2,0.1,0.8,0.9,1.5,0.9,0.9,-99,0.8,1.3,0.7,0.7,0.8,1.2,-99,1.2,0.6,0.8
04/01/2012,22,0.3,1,1.7,-99,0.6,-99,0.8,0.2,0.1,0.7,1,1,0.6,0.7,-99,0.7,2.2,1.3,0.7,0.7,1.3,-99,0.8,0.4,0.7
04/01/2012,23,0.3,1,1,-99,0.4,-99,1,0.5,0.2,1.1,1.4,1,0.6,0.7,-99,0.9,1.7,1.5,0.7,0.7,1.2,-99,0.7,0.3,0.4
04/01/2012,24,0.3,0.8,0.9,-99,0.2,-99,0.7,0.3,0.1,0.9,0.7,1,0.4,0.7,-99,0.8,1.1,0.9,0.4,0.7,0.9,-99,0.7,0.3,0.3
05/01/2012,1,0.3,0.7,1.4,-99,0.3,-99,0.4,0.1,0,0.5,0.5,0.9,0.3,0.3,-99,0.7,0.9,0.6,0.4,0.4,0.6,-99,0.7,0.5,0.1
05/01/2012,2,0.2,0.6,1.5,-99,0.2,-99,0.4,0.1,0,0.5,0.5,0.7,0.3,0.3,-99,0.5,0.8,0.3,0.2,0.3,0.7,-99,0.4,0.4,0.2
05/01/2012,3,0.2,0.5,1.2,-99,0.2,-99,0.4,0.2,0,0.4,0.5,0.6,0.2,0.4,-99,0.7,0.3,0.3,0.1,0.3,0.7,-99,0.4,0.5,-99
05/01/2012,4,0.2,0.5,-99,-99,0.3,-99,0.4,0.2,0,0.4,0.5,0.5,0.1,0.4,-99,0.6,0.4,0.5,0.2,0.3,0.7,-99,0.4,0.1,0.5
05/01/2012,5,0.3,0.7,1.2,-99,0.2,-99,0.9,0.3,0.2,0.5,0.6,0.5,0.1,0.4,-99,0.7,0.3,0.4,0.3,0.3,0.7,-99,0.4,0.2,0.6
05/01/2012,6,0.4,1,1.5,-99,0.4,-99,1,0.9,0.4,0.6,0.6,0.9,0.1,0.9,-99,0.8,0.3,0.7,0.4,0.7,0.7,-99,0.8,0.8,1.2
05/01/2012,7,0.8,2.5,2.4,-99,1.3,-99,2.1,1.3,1.3,1.5,1,1.9,0.3,1.2,-99,1.3,0.9,1.9,1.3,1.5,0.8,-99,2.1,1.3,2.7
05/01/2012,8,1.3,3.6,4.5,-99,2.8,-99,3.2,1.5,3.1,2.4,2.1,2.8,0.8,2.1,-99,3.2,2.8,1.5,2.2,1.7,0.8,-99,2.9,1.9,3.2
05/01/2012,9,1.1,3.1,4.4,-99,2.5,-99,2.6,1.8,3.9,1.4,2,3.6,1,2.3,-99,2.4,2.6,0.9,2.9,1.7,1.2,-99,2,1.3,3.2
05/01/2012,10,0.6,2.3,2,-99,1.6,-99,2.1,1.8,2.8,1.7,0.8,1,1,1.3,-99,1.7,1.4,1.3,1.8,2.1,1.7,-99,1.7,0.5,2.4
05/01/2012,11,0.4,1.7,1.7,-99,1.5,-99,0.9,0.7,1.6,1.7,0.6,0.7,1,1.1,-99,1.5,1.3,0.7,1.8,1.4,1.7,-99,0.9,0.5,1.6
05/01/2012,12,0.3,1.8,1.6,-99,1.3,-99,0.8,0.3,1,1,-99,0.7,1,0.6,-99,1,1.8,0.7,1.3,1,1.2,-99,0.9,0.5,1.1
05/01/2012,13,-99,1.3,1,-99,1.3,-99,0.8,0.3,0.6,0.7,-99,0.8,1.3,0.4,-99,0.7,1.3,0.5,1.1,1,0.9,-99,0.9,0.5,0.7
05/01/2012,14,0.3,1.1,1,-99,1.3,-99,0.8,0.3,0.5,0.9,-99,0.8,1.1,0.4,-99,0.9,0.9,0.2,0.9,0.8,1,-99,0.8,0.7,0.5
05/01/2012,15,-99,0.8,1.2,-99,1,-99,0.7,0.4,0.6,1,0.2,0.6,0.6,0.5,-99,0.9,0.4,0.1,0.7,0.7,0.8,-99,0.5,0.5,0.7
05/01/2012,16,0.3,0.9,-99,-99,0.8,-99,0.4,0.2,0.7,1,0.2,0.6,0.3,0.6,-99,0.8,0.3,0.1,0.7,0.7,0.6,-99,0.3,0.6,0.6
05/01/2012,17,0.3,0.8,0.9,-99,0.7,-99,0.5,0.1,0.4,1,0.2,0.8,0.2,0.6,-99,0.8,0.3,0.1,0.8,0.8,0.6,-99,0.3,0.6,0.6
05/01/2012,18,0.2,0.7,0.8,-99,0.4,-99,0.6,0.2,0.7,1.3,0.2,0.8,0.3,0.8,-99,0.9,0.5,0.1,0.6,0.9,0.5,-99,0.4,0.7,0.8
05/01/2012,19,0.3,0.8,0.8,-99,0.9,-99,0.7,0.7,0.9,1.3,0.3,0.9,0.3,1.2,-99,1.1,1.1,0.1,0.7,1,0.5,-99,0.6,0.6,1
05/01/2012,20,0.3,1,0.8,-99,0.7,-99,1,0.7,0.5,1.3,0.3,0.8,0.3,1,-99,1.2,1.2,0.2,0.8,1.4,0.4,-99,0.7,0.5,1
05/01/2012,21,0.5,0.8,0.9,-99,0.8,-99,1.2,0.7,1,1.2,0.3,1.1,-99,1,-99,1.4,1.7,0.4,1.1,1.2,0.5,-99,0.8,0.7,0.8
05/01/2012,22,0.5,1.3,1.1,-99,1.6,-99,2,0.8,1.4,1.1,0.4,-99,0.3,1,-99,1.7,2.3,0.2,1.9,1.2,0.6,-99,0.9,0.6,1.7
05/01/2012,23,0.8,1.9,0.9,-99,0.8,-99,2.8,1.1,1.9,1.8,0.5,1.4,0.3,1.2,-99,1.9,3.4,0.6,1.7,1.2,1.1,-99,0.9,0.5,1.9
05/01/2012,24,0.8,2.7,0.8,-99,0.6,-99,3.1,0.9,1.6,2.6,0.4,2,0.3,1.1,-99,2.2,2.2,1,1.3,1,0.6,-99,0.9,0.4,2
06/01/2012,1,0.6,2.1,0.9,-99,1.2,-99,3.5,0.7,1.7,2.3,0.4,1.4,0.5,0.8,-99,2,1.6,0.6,0.9,0.8,0.7,-99,1.6,0.4,2.5
06/01/2012,2,0.4,1.6,1.7,-99,1.2,-99,2,0.6,1.4,2.2,0.6,0.8,0.7,0.6,-99,1.9,2.4,0.8,0.8,0.9,0.7,-99,1,0.5,2.1
06/01/2012,3,0.4,1.5,1.5,-99,1.1,-99,1.3,0.5,2.1,1.8,0.7,0.8,1,0.6,-99,1.5,2.4,0.6,1,0.9,0.9,-99,0.7,0.4,1.2
06/01/2012,4,0.4,1.6,1.4,-99,0.8,-99,0.9,0.5,2.3,0.9,0.7,0.8,1.1,0.7,-99,1,1.9,0.2,1,0.8,0.9,-99,0.7,0.6,1
06/01/2012,5,0.4,1.9,1.4,-99,0.7,-99,1.1,0.6,2.4,1,0.9,0.8,0.8,0.7,-99,1.4,2,0.6,1,1,0.9,-99,0.7,0.6,1.5
06/01/2012,6,0.5,2.3,2.1,-99,0.9,-99,1.8,0.6,2.2,1.3,1.1,1,0.7,1,-99,1.8,2.6,0.8,1,1.4,1,-99,1.1,0.7,1.5
06/01/2012,7,0.7,3.1,2.3,-99,1.3,-99,2,1,3.4,2.5,0.9,1.4,0.9,1.4,-99,2.6,2.6,1,2,1.6,1.1,-99,2.2,1.2,2.9
06/01/2012,8,-99,4,4.2,-99,2.5,-99,3.4,2.2,4.1,4.2,1.3,2,0.8,2.6,-99,4.1,3.2,1.7,2.6,2.2,0.9,-99,3.1,1.7,4.9
06/01/2012,9,1,3.5,2.6,-99,2.8,-99,2.4,2.7,3.2,4,1.7,3.8,0.9,1.9,-99,3.3,2.4,1.6,2.6,3,1.1,-99,3.8,2.3,4.8
06/01/2012,10,0.8,3.7,2.1,-99,3,-99,1.7,1.9,1.9,2.3,1.2,3.3,0.5,1.7,-99,2.9,1.9,1.3,2.1,1.8,1.2,-99,2,1.8,3.5
06/01/2012,11,0.5,1.6,1.1,-99,1.5,-99,1.2,1.2,-99,1.3,0.4,1,0.4,1.4,-99,1.8,0.8,0.7,1.6,1.1,1.3,-99,-99,1.8,-99
06/01/2012,12,0.3,1.1,0.7,-99,0.8,-99,0.7,1,-99,0.8,0.2,0.9,0.4,0.8,-99,0.7,-99,0.2,0.7,1.1,1,-99,-99,0.8,-99
06/01/2012,13,0.4,0.8,0.8,-99,0.5,-99,0.4,0.8,-99,0.6,0.1,0.6,0.3,0.6,-99,0.6,-99,0.2,1,0.8,0.9,-99,-99,0.4,-99
06/01/2012,14,0.5,0.6,0.7,-99,0.1,-99,0.3,0.6,0.4,0.5,0.2,0.6,0.3,0.8,-99,0.7,-99,0.2,0.7,0.7,0.9,-99,-99,0.5,-99
06/01/2012,15,0.6,0.5,0.8,-99,0.2,-99,0.3,0.6,0.3,0.5,0.2,0.6,0.3,0.7,-99,0.6,-99,0.1,0.7,0.5,1,-99,-99,0.3,-99
06/01/2012,16,0.5,0.8,0.9,-99,0.3,-99,0.4,0.5,0.2,0.6,0.2,0.5,0.3,0.7,-99,0.5,-99,0.2,0.6,0.4,0.9,-99,0.5,0.2,-99
06/01/2012,17,0.4,0.6,0.9,-99,0.2,-99,0.5,0.5,0.5,0.5,0.2,0.6,0.3,-99,-99,0.6,0.3,0.2,0.3,0.4,0.8,-99,0.5,0.3,0.5
