FECHA,HORA,MER,TLA,COY,UIZ,SJA,SAG,PER,CAM,ACO
02/01/2007,11,74,101,46,56,84,50,54,96,-99
02/01/2007,12,72,107,62,76,55,51,83,105,-99
02/01/2007,13,50,85,59,77,40,52,62,92,-99
02/01/2007,14,34,45,40,61,17,50,66,55,-99
02/01/2007,15,15,37,2,13,6,41,39,31,-99
02/01/2007,16,1,18,3,6,2,24,27,1,-99
02/01/2007,17,2,10,6,9,5,14,7,-99,-99
02/01/2007,18,5,13,10,12,15,13,8,-99,-99
02/01/2007,19,6,15,10,12,16,14,13,6,-99
02/01/2007,20,6,15,8,13,18,12,18,13,-99
02/01/2007,21,11,30,10,16,20,16,20,19,-99
02/01/2007,22,14,54,16,20,18,18,23,19,-99
02/01/2007,23,26,47,25,22,29,22,34,33,-99
02/01/2007,24,52,34,26,26,58,29,39,70,-99
03/01/2007,1,43,27,22,44,54,35,38,52,-99
03/01/2007,2,37,24,19,54,51,36,35,25,-99
03/01/2007,3,46,20,19,45,34,40,47,28,-99
03/01/2007,4,38,18,17,41,35,38,43,19,-99
03/01/2007,5,37,20,15,38,35,36,39,15,-99
03/01/2007,6,30,22,16,44,33,37,44,16,-99
03/01/2007,7,39,34,18,46,41,40,41,22,-99
03/01/2007,8,49,45,21,41,39,44,35,27,-99
03/01/2007,9,55,41,42,43,50,43,37,41,-99
03/01/2007,10,54,47,48,42,52,41,50,53,-99
03/01/2007,11,-99,62,49,51,46,41,71,54,-99
03/01/2007,12,-99,44,47,39,33,44,51,55,-99
03/01/2007,13,-99,59,54,39,37,49,19,73,-99
03/01/2007,14,-99,35,39,27,14,43,25,54,-99
03/01/2007,15,-99,35,-99,27,11,30,52,42,-99
03/01/2007,16,-99,11,1,21,16,13,49,18,-99
03/01/2007,17,4,5,-99,13,17,-99,43,2,-99
03/01/2007,18,5,9,1,13,15,-99,30,7,-99
03/01/2007,19,6,12,5,16,18,7,41,9,-99
03/01/2007,20,8,12,6,13,14,13,40,14,-99
03/01/2007,21,12,15,7,17,19,20,36,17,-99
03/01/2007,22,11,22,10,24,20,22,44,18,-99
03/01/2007,23,13,23,14,23,17,28,39,16,-99
03/01/2007,24,14,24,18,13,12,25,31,25,-99
04/01/2007,1,11,27,16,9,18,25,29,29,-99
04/01/2007,2,12,20,13,11,14,26,25,49,-99
04/01/2007,3,14,16,10,15,14,22,21,51,-99
04/01/2007,4,16,22,14,12,13,23,19,46,-99
04/01/2007,5,12,26,13,11,9,24,20,40,-99
04/01/2007,6,25,19,14,8,11,26,12,36,-99
04/01/2007,7,61,25,17,11,15,26,14,34,-99
04/01/2007,8,35,38,16,7,18,28,12,38,-99
04/01/2007,9,24,39,19,14,22,30,17,58,-99
04/01/2007,10,18,24,23,17,15,30,18,58,-99
04/01/2007,11,9,27,17,11,27,23,18,30,-99
04/01/2007,12,4,24,11,8,15,18,17,3,-99
04/01/2007,13,6,15,8,-99,-99,9,15,5,-99
04/01/2007,14,5,3,1,2,2,-99,27,10,-99
04/01/2007,15,4,6,3,7,5,-99,3,1,-99
04/01/2007,16,6,9,7,12,15,-99,7,-99,-99
04/01/2007,17,13,12,10,13,12,-99,15,7,-99
04/01/2007,18,12,16,11,16,12,-99,14,17,-99
04/01/2007,19,13,10,12,12,-99,-99,19,15,-99
04/01/2007,20,18,11,9,18,27,-99,24,23,-99
04/01/2007,21,20,20,7,21,25,15,28,21,-99
04/01/2007,22,29,33,11,31,26,26,29,25,-99
04/01/2007,23,23,23,20,26,28,32,31,24,-99
04/01/2007,24,21,14,19,29,29,32,22,27,-99
05/01/2007,1,21,20,11,32,26,31,-99,29,-99
05/01/2007,2,24,22,15,35,30,31,-99,20,-99
05/01/2007,3,29,25,13,34,31,34,-99,28,-99
05/01/2007,4,29,20,12,43,38,38,50,34,-99
05/01/2007,5,31,19,8,33,51,38,47,24,-99
05/01/2007,6,39,21,9,28,37,36,57,24,-99
05/01/2007,7,40,24,14,30,36,32,44,26,-99
05/01/2007,8,43,33,29,45,33,31,52,33,-99
05/01/2007,9,48,45,30,48,25,31,53,37,-99
05/01/2007,10,-99,62,30,82,43,32,56,33,-99
05/01/2007,11,-99,61,40,58,54,36,47,44,-99
05/01/2007,12,45,53,53,71,31,34,39,58,-99
05/01/2007,13,43,60,50,65,18,31,35,62,-99
05/01/2007,14,47,59,47,69,26,26,32,75,-99
05/01/2007,15,39,46,41,42,18,31,12,46,-99
05/01/2007,16,18,46,25,19,14,45,17,50,-99
05/01/2007,17,14,36,12,16,19,37,19,38,-99
05/01/2007,18,14,25,16,18,21,29,25,22,-99
05/01/2007,19,17,28,18,21,27,33,28,25,-99
05/01/2007,20,17,28,16,22,23,25,38,30,-99
05/01/2007,21,15,24,17,22,20,26,51,30,-99
05/01/2007,22,15,29,18,20,24,30,35,29,-99
05/01/2007,23,18,34,19,20,22,30,31,22,-99
05/01/2007,24,18,41,20,24,23,33,29,26,-99
06/01/2007,1,-99,37,17,29,46,27,40,37,-99
06/01/2007,2,-99,19,17,23,74,25,53,49,-99
06/01/2007,3,-99,30,19,22,37,23,40,43,-99
06/01/2007,4,16,26,18,23,34,20,27,31,-99
06/01/2007,5,19,26,17,23,23,20,26,19,-99
06/01/2007,6,17,23,20,20,21,22,21,40,-99
06/01/2007,7,20,27,17,27,28,24,28,43,-99
06/01/2007,8,22,29,19,33,33,26,36,23,-99
06/01/2007,9,25,39,34,31,31,26,45,27,-99
06/01/2007,10,28,51,32,37,55,28,52,35,-99
06/01/2007,11,30,54,26,31,44,33,80,40,-99
06/01/2007,12,19,32,17,26,19,32,63,28,-99
06/01/2007,13,10,32,17,23,-99,29,34,9,-99
06/01/2007,14,12,41,9,17,-99,18,35,15,-99
06/01/2007,15,8,30,9,18,-99,10,26,13,-99
06/01/2007,16,4,38,18,21,13,10,-99,12,-99
06/01/2007,17,16,44,20,28,16,8,19,19,-99
06/01/2007,18,17,43,18,21,37,10,9,25,-99
06/01/2007,19,17,45,17,20,30,-99,32,38,-99
06/01/2007,20,18,36,17,23,22,4,31,39,-99
06/01/2007,21,20,29,23,22,24,12,29,29,-99
06/01/2007,22,24,44,22,30,23,16,26,30,-99
06/01/2007,23,26,54,26,29,26,22,32,37,-99
06/01/2007,24,24,52,30,32,27,24,24,56,-99
07/01/2007,1,30,49,30,33,30,24,38,70,-99
07/01/2007,2,40,42,29,35,36,23,31,71,-99
07/01/2007,3,29,32,29,37,32,23,30,54,-99
07/01/2007,4,30,25,25,36,34,24,44,45,-99
07/01/2007,5,32,22,30,38,34,30,41,42,-99
07/01/2007,6,38,-99,29,37,45,36,35,40,-99
07/01/2007,7,61,-99,26,40,39,40,38,35,-99
07/01/2007,8,63,-99,30,37,6,37,41,29,-99
07/01/2007,9,76,28,29,41,42,36,46,31,-99
07/01/2007,10,69,53,36,70,48,36,40,27,-99
07/01/2007,11,59,58,40,97,46,38,47,37,-99
07/01/2007,12,49,55,43,71,40,37,44,39,-99
07/01/2007,13,47,52,49,68,47,40,35,37,-99
07/01/2007,14,46,48,32,69,37,46,36,43,-99
07/01/2007,15,45,61,32,57,32,40,42,40,-99
07/01/2007,16,41,62,35,54,26,30,37,44,-99
07/01/2007,17,25,51,36,39,17,26,36,44,-99
07/01/2007,18,19,36,34,31,27,16,33,52,-99
07/01/2007,19,35,42,39,29,42,16,31,48,-99
07/01/2007,20,31,38,34,29,26,27,35,52,-99
07/01/2007,21,24,34,27,26,23,34,32,46,-99
07/01/2007,22,19,24,25,29,13,35,38,42,-99
07/01/2007,23,14,16,18,21,8,31,24,27,-99
07/01/2007,24,6,12,7,15,4,19,16,9,-99
08/01/2007,1,4,7,4,9,-99,10,18,4,-99
08/01/2007,2,4,7,6,7,-99,-99,23,6,-99
08/01/2007,3,3,12,4,8,-99,-99,17,8,-99
08/01/2007,4,4,11,5,6,-99,-99,17,10,-99
08/01/2007,5,5,11,6,8,-99,-99,14,5,-99
08/01/2007,6,6,12,6,10,-99,-99,7,7,-99
08/01/2007,7,9,15,8,9,-99,-99,11,9,-99
08/01/2007,8,11,20,9,12,16,5,9,10,-99
08/01/2007,9,14,18,12,13,18,7,13,12,-99
08/01/2007,10,15,21,16,15,16,7,11,16,-99
08/01/2007,11,19,26,19,16,15,4,13,15,-99
08/01/2007,12,-99,22,16,26,13,1,16,15,-99
08/01/2007,13,-99,32,16,33,25,3,12,4,-99
08/01/2007,14,30,31,21,41,21,6,27,12,-99
08/01/2007,15,35,31,31,41,17,10,20,24,-99
08/01/2007,16,31,30,30,30,21,5,25,25,-99
08/01/2007,17,25,27,19,23,40,2,21,28,-99
08/01/2007,18,22,30,19,29,25,3,34,33,-99
08/01/2007,19,21,38,21,20,35,16,32,28,-99
08/01/2007,20,14,38,22,19,22,23,25,39,-99
08/01/2007,21,19,28,22,21,24,26,34,42,-99
08/01/2007,22,22,20,23,16,6,28,32,26,-99
08/01/2007,23,15,21,21,17,11,20,33,27,-99
08/01/2007,24,14,28,21,21,12,18,23,18,-99
09/01/2007,1,24,24,18,22,24,17,20,29,-99
09/01/2007,2,27,19,18,17,24,19,19,34,-99
09/01/2007,3,18,32,15,17,35,26,21,29,-99
09/01/2007,4,22,24,16,26,62,33,23,32,-99
09/01/2007,5,34,20,21,29,41,37,28,22,-99
09/01/2007,6,36,29,22,29,36,35,26,26,-99
09/01/2007,7,29,47,28,36,20,32,24,32,-99
09/01/2007,8,29,72,31,32,27,25,23,55,-99
09/01/2007,9,42,59,31,28,32,22,32,47,-99
09/01/2007,10,60,46,41,37,71,24,27,68,-99
09/01/2007,11,51,46,52,55,72,24,41,58,-99
09/01/2007,12,59,44,42,68,74,28,50,53,-99
09/01/2007,13,64,37,43,67,51,37,68,51,-99
09/01/2007,14,51,23,50,80,-99,-99,48,53,-99
09/01/2007,15,37,31,46,71,42,-99,34,38,-99
09/01/2007,16,37,29,40,47,31,-99,26,34,-99
09/01/2007,17,36,29,41,35,42,21,23,34,-99
09/01/2007,18,29,26,39,46,33,29,18,30,-99
09/01/2007,19,21,20,30,34,-99,54,22,32,-99
09/01/2007,20,-99,17,16,27,34,69,23,31,-99
09/01/2007,21,-99,26,13,18,19,70,24,26,-99
09/01/2007,22,-99,27,17,17,19,59,35,25,-99
09/01/2007,23,22,24,12,25,23,46,29,29,-99
09/01/2007,24,20,22,16,27,21,30,16,35,-99
10/01/2007,1,19,17,15,29,10,14,24,29,-99
10/01/2007,2,18,14,14,25,25,10,17,19,-99
10/01/2007,3,13,18,14,20,24,15,19,24,-99
10/01/2007,4,20,23,13,12,22,15,-99,22,-99
10/01/2007,5,26,26,16,25,25,14,-99,31,-99
10/01/2007,6,28,26,18,25,23,15,-99,37,-99
10/01/2007,7,28,27,23,24,22,19,18,36,-99
10/01/2007,8,35,32,22,27,25,23,18,37,-99
10/01/2007,9,50,34,23,30,21,24,25,39,-99
10/01/2007,10,40,48,29,36,50,22,31,33,-99
10/01/2007,11,42,73,38,45,58,22,46,48,-99
10/01/2007,12,57,-99,48,99,51,26,47,61,-99
10/01/2007,13,54,-99,54,78,38,27,60,68,-99
10/01/2007,14,42,-99,52,53,30,22,74,83,-99
10/01/2007,15,32,31,33,38,26,21,35,49,-99
10/01/2007,16,25,24,28,33,18,20,22,29,-99
10/01/2007,17,22,30,26,42,29,17,40,27,-99
10/01/2007,18,25,42,28,34,34,17,44,29,-99
10/01/2007,19,25,43,24,31,45,20,52,35,-99
10/01/2007,20,21,40,25,30,17,27,38,40,-99
10/01/2007,21,25,43,28,24,18,28,42,36,-99
10/01/2007,22,26,36,27,23,22,31,35,38,-99
10/01/2007,23,23,31,21,27,22,27,33,46,-99
10/01/2007,24,25,42,22,28,28,29,26,43,-99
11/01/2007,1,36,46,27,42,35,34,35,37,-99
11/01/2007,2,41,38,28,33,40,39,35,46,-99
11/01/2007,3,42,33,24,35,32,35,33,52,-99
11/01/2007,4,30,27,26,35,43,30,31,46,-99
11/01/2007,5,26,27,25,34,24,29,16,41,-99
11/01/2007,6,37,34,22,36,17,30,18,46,-99
11/01/2007,7,44,34,24,39,38,34,30,53,-99
11/01/2007,8,50,44,28,51,49,40,43,56,-99
11/01/2007,9,57,54,30,92,49,48,46,50,-99
11/01/2007,10,64,61,38,93,53,54,59,45,-99
11/01/2007,11,63,73,46,74,51,58,76,65,-99
11/01/2007,12,77,81,38,-99,49,56,50,55,-99
11/01/2007,13,-99,61,52,-99,59,48,43,54,-99
11/01/2007,14,-99,38,42,-99,34,39,73,56,-99
11/01/2007,15,-99,33,27,38,18,25,49,43,-99
11/01/2007,16,43,39,27,35,24,13,24,36,-99
11/01/2007,17,38,28,21,31,30,9,23,40,-99
11/01/2007,18,31,24,20,34,32,8,30,31,-99
11/01/2007,19,27,30,23,37,38,-99,35,29,-99
11/01/2007,20,21,34,15,35,32,10,37,36,-99
11/01/2007,21,20,16,13,23,28,19,28,36,-99
11/01/2007,22,24,19,28,20,37,47,34,28,-99
11/01/2007,23,26,22,22,20,18,40,35,37,-99
11/01/2007,24,17,24,19,25,27,36,39,26,-99
12/01/2007,1,16,25,15,20,26,22,27,18,-99
12/01/2007,2,24,12,23,19,31,24,22,26,-99
12/01/2007,3,32,16,26,23,28,20,35,37,-99
12/01/2007,4,29,19,24,25,26,28,25,32,-99
12/01/2007,5,30,14,18,25,27,28,24,32,-99
12/01/2007,6,32,14,12,27,30,29,24,31,-99
12/01/2007,7,41,17,11,31,45,31,20,36,-99
12/01/2007,8,54,26,13,41,60,37,25,27,-99
12/01/2007,9,46,40,20,37,57,40,43,43,-99
12/01/2007,10,36,41,25,55,61,38,49,39,-99
12/01/2007,11,52,-99,26,66,45,36,78,53,-99
12/01/2007,12,37,-99,38,45,17,28,107,63,-99
12/01/2007,13,21,-99,24,28,12,22,61,56,-99
12/01/2007,14,10,-99,4,9,19,8,43,18,-99
12/01/2007,15,-99,-99,1,22,8,1,23,13,-99
12/01/2007,16,-99,-99,2,9,6,2,16,6,-99
12/01/2007,17,-99,11,6,9,15,-99,11,10,-99
12/01/2007,18,12,11,9,13,22,-99,25,13,-99
12/01/2007,19,13,16,13,17,32,-99,27,16,-99
12/01/2007,20,15,17,14,28,28,10,28,29,-99
12/01/2007,21,18,23,16,24,20,19,28,19,-99
12/01/2007,22,19,24,14,27,20,24,41,26,-99
12/01/2007,23,20,25,18,32,36,29,43,28,-99
12/01/2007,24,21,29,21,37,41,34,35,31,-99
13/01/2007,1,26,28,23,31,38,39,32,33,-99
13/01/2007,2,25,26,19,29,42,40,36,32,-99
13/01/2007,3,23,25,15,38,36,35,36,27,-99
13/01/2007,4,24,19,-99,22,33,26,32,17,-99
13/01/2007,5,31,15,-99,20,30,29,31,21,-99
13/01/2007,6,32,16,-99,21,31,33,34,18,-99
13/01/2007,7,31,18,11,22,37,32,34,27,-99
13/01/2007,8,36,18,10,24,32,32,39,22,-99
13/01/2007,9,43,34,19,28,23,26,44,28,-99
13/01/2007,10,49,46,21,35,-99,20,69,34,-99
13/01/2007,11,53,54,24,36,27,18,57,51,-99
13/01/2007,12,38,67,37,68,26,19,60,56,-99
13/01/2007,13,23,55,39,52,26,17,39,41,-99
13/01/2007,14,21,37,20,38,18,15,22,35,-99
13/01/2007,15,20,24,27,32,12,13,15,25,-99
13/01/2007,16,18,23,20,28,12,9,19,23,-99
13/01/2007,17,20,27,18,23,26,5,32,31,-99
13/01/2007,18,21,25,18,17,29,1,31,25,-99
13/01/2007,19,20,30,17,22,21,16,32,37,-99
13/01/2007,20,24,37,17,21,24,16,24,31,-99
13/01/2007,21,22,32,19,23,20,23,34,35,-99
13/01/2007,22,23,35,28,21,25,28,38,33,-99
13/01/2007,23,27,36,28,23,29,26,38,28,-99
13/01/2007,24,33,32,23,23,32,28,43,44,-99
14/01/2007,1,29,31,23,31,46,28,44,39,-99
14/01/2007,2,28,37,22,-99,41,29,52,36,-99
14/01/2007,3,31,36,17,-99,29,26,50,46,-99
14/01/2007,4,30,23,13,21,27,30,51,39,-99
14/01/2007,5,28,22,16,34,30,29,48,30,-99
14/01/2007,6,30,23,18,32,32,31,46,44,-99
14/01/2007,7,32,24,22,30,27,31,90,65,-99
14/01/2007,8,30,23,21,29,24,28,77,63,-99
14/01/2007,9,25,21,23,26,29,22,68,33,-99
14/01/2007,10,33,36,26,33,36,16,87,21,-99
14/01/2007,11,38,49,25,37,-99,19,150,40,-99
14/01/2007,12,51,62,24,40,37,22,102,41,-99
14/01/2007,13,56,32,21,56,36,24,57,41,-99
14/01/2007,14,32,21,11,40,16,21,35,30,-99
14/01/2007,15,29,20,16,-99,18,13,35,21,-99
14/01/2007,16,18,27,14,-99,28,8,42,24,-99
14/01/2007,17,37,35,19,-99,31,7,98,33,-99
14/01/2007,18,30,40,18,21,29,10,31,42,-99
14/01/2007,19,20,40,20,25,22,8,31,51,-99
14/01/2007,20,19,32,24,26,20,13,39,41,-99
14/01/2007,21,23,29,25,31,22,22,55,28,-99
14/01/2007,22,24,31,21,28,25,24,42,28,-99
14/01/2007,23,25,38,23,28,31,22,49,38,-99
14/01/2007,24,33,36,25,36,26,14,32,36,-99
15/01/2007,1,39,35,27,29,40,16,35,42,-99
15/01/2007,2,35,40,24,30,33,20,43,46,-99
15/01/2007,3,32,41,23,30,26,31,33,48,-99
15/01/2007,4,29,27,24,35,39,30,33,42,-99
15/01/2007,5,32,23,-99,36,41,31,44,-99,-99
15/01/2007,6,39,25,-99,37,38,28,46,-99,-99
15/01/2007,7,48,34,-99,33,39,27,42,-99,-99
15/01/2007,8,55,39,-99,34,47,29,42,42,-99
15/01/2007,9,59,50,32,36,39,30,59,49,-99
15/01/2007,10,62,58,33,48,49,29,75,57,-99
15/01/2007,11,67,69,38,52,56,33,84,62,-99
15/01/2007,12,69,64,32,69,47,32,72,69,-99
15/01/2007,13,63,53,24,54,34,39,64,50,-99
15/01/2007,14,40,64,38,55,26,37,79,37,-99
15/01/2007,15,31,56,41,45,18,23,50,52,-99
15/01/2007,16,39,43,33,46,32,-99,38,61,-99
15/01/2007,17,54,28,31,50,51,-99,45,66,-99
15/01/2007,18,47,43,37,47,23,-99,50,52,-99
15/01/2007,19,40,44,40,42,38,-99,45,47,-99
15/01/2007,20,25,33,38,34,35,-99,84,52,-99
15/01/2007,21,21,27,23,39,23,-99,42,37,-99
15/01/2007,22,24,26,23,37,19,-99,37,30,-99
15/01/2007,23,24,24,21,32,18,-99,36,32,-99
15/01/2007,24,21,30,18,30,18,-99,31,28,-99
16/01/2007,1,25,36,19,24,25,-99,33,27,-99
16/01/2007,2,31,39,23,30,29,-99,57,34,-99
16/01/2007,3,35,43,25,36,31,-99,60,44,-99
16/01/2007,4,35,42,27,31,32,-99,33,50,-99
16/01/2007,5,32,37,32,34,34,-99,41,41,-99
16/01/2007,6,36,27,29,34,35,-99,35,39,-99
16/01/2007,7,37,31,25,40,31,-99,43,40,-99
16/01/2007,8,40,35,31,37,33,-99,41,47,-99
16/01/2007,9,46,40,31,39,41,-99,47,48,-99
16/01/2007,10,53,47,36,48,58,-99,75,56,-99
16/01/2007,11,67,-99,36,46,56,-99,55,56,-99
16/01/2007,12,69,28,33,46,42,40,102,66,-99
16/01/2007,13,36,50,14,37,23,31,45,65,-99
16/01/2007,14,22,27,11,66,25,22,100,45,-99
16/01/2007,15,10,22,8,46,10,14,22,30,-99
16/01/2007,16,7,11,9,36,14,8,19,13,-99
16/01/2007,17,10,12,11,25,23,10,21,11,-99
16/01/2007,18,10,-99,10,27,11,13,15,14,-99
16/01/2007,19,7,-99,11,36,20,1,47,19,-99
16/01/2007,20,7,-99,6,22,17,6,26,20,-99
16/01/2007,21,5,15,4,16,21,13,19,20,-99
16/01/2007,22,5,23,3,14,8,15,30,10,-99
16/01/2007,23,4,23,2,14,5,10,31,11,-99
16/01/2007,24,5,25,3,17,16,12,25,17,-99
17/01/2007,1,12,34,1,20,24,19,26,31,-99
17/01/2007,2,26,43,-99,27,31,23,48,36,-99
17/01/2007,3,24,42,9,31,39,28,82,30,-99
17/01/2007,4,17,23,20,30,42,32,47,25,-99
17/01/2007,5,32,18,29,35,40,35,32,26,-99
17/01/2007,6,41,18,33,45,31,34,29,28,-99
17/01/2007,7,41,23,35,40,40,28,25,33,-99
17/01/2007,8,49,27,39,35,50,40,28,49,-99
17/01/2007,9,58,33,43,29,44,49,40,55,-99
17/01/2007,10,59,43,40,46,44,43,106,39,-99
17/01/2007,11,-99,34,36,36,18,34,150,51,-99
17/01/2007,12,-99,43,24,26,9,24,100,55,-99
17/01/2007,13,13,20,1,3,-99,16,53,30,-99
17/01/2007,14,7,5,-99,7,-99,6,46,5,-99
17/01/2007,15,5,7,-99,1,6,-99,45,3,-99
17/01/2007,16,8,12,1,-99,7,-99,-99,10,-99
17/01/2007,17,8,14,4,7,6,4,41,4,-99
17/01/2007,18,9,16,9,9,14,-99,37,11,-99
17/01/2007,19,10,17,10,9,16,6,42,16,-99
17/01/2007,20,12,22,12,11,17,8,36,21,-99
17/01/2007,21,15,20,13,15,27,14,26,22,-99
17/01/2007,22,-99,16,16,15,14,21,39,26,-99
17/01/2007,23,-99,19,14,16,14,20,39,24,-99
17/01/2007,24,-99,21,14,17,24,19,32,21,-99
18/01/2007,1,-99,17,15,13,16,17,29,22,-99
18/01/2007,2,18,9,15,19,18,16,28,23,-99
18/01/2007,3,17,15,13,18,22,19,29,18,-99
18/01/2007,4,22,16,11,20,24,20,24,20,-99
18/01/2007,5,24,22,12,34,31,23,50,22,-99
18/01/2007,6,25,21,9,26,22,22,95,39,-99
18/01/2007,7,28,20,15,28,21,19,39,35,-99
18/01/2007,8,102,29,23,32,20,17,52,27,-99
18/01/2007,9,46,31,26,36,15,-99,64,35,-99
18/01/2007,10,41,41,23,33,36,-99,60,30,-99
18/01/2007,11,44,56,18,49,21,-99,53,42,-99
18/01/2007,12,48,42,10,56,21,-99,68,36,-99
18/01/2007,13,19,30,4,44,4,17,23,38,-99
18/01/2007,14,14,33,16,43,7,11,7,13,-99
18/01/2007,15,11,30,17,44,8,1,19,21,-99
18/01/2007,16,18,28,15,46,13,-99,18,16,-99
18/01/2007,17,21,22,17,43,14,-99,18,17,-99
18/01/2007,18,20,20,24,43,20,6,24,21,-99
18/01/2007,19,22,23,26,30,33,13,33,24,-99
18/01/2007,20,15,31,19,19,19,7,23,29,-99
18/01/2007,21,13,26,18,19,29,4,23,29,-99
18/01/2007,22,16,27,22,15,18,-99,27,25,-99
18/01/2007,23,18,25,26,14,15,-99,29,22,-99
18/01/2007,24,22,21,19,14,22,27,18,33,-99
19/01/2007,1,19,19,20,22,27,30,24,28,-99
19/01/2007,2,16,14,21,20,29,28,44,27,-99
19/01/2007,3,16,14,19,19,20,24,60,18,-99
19/01/2007,4,23,13,18,24,44,25,41,19,-99
19/01/2007,5,27,16,16,27,24,28,41,28,-99
19/01/2007,6,22,17,18,27,22,27,40,33,-99
19/01/2007,7,23,18,18,28,-99,28,45,31,-99
19/01/2007,8,27,25,22,31,-99,27,49,41,-99
19/01/2007,9,38,36,29,41,-99,29,64,58,-99
19/01/2007,10,40,47,31,43,46,32,79,43,-99
19/01/2007,11,39,58,34,49,35,34,72,43,-99
19/01/2007,12,42,77,49,49,29,31,81,54,-99
19/01/2007,13,43,42,50,55,27,34,53,74,-99
19/01/2007,14,32,50,32,47,20,41,63,53,-99
19/01/2007,15,24,52,30,38,26,33,64,29,-99
19/01/2007,16,31,36,24,38,34,21,58,26,-99
19/01/2007,17,20,35,9,24,22,16,46,30,-99
19/01/2007,18,11,25,10,17,23,20,48,28,-99
19/01/2007,19,11,16,13,15,24,31,44,18,-99
19/01/2007,20,10,18,12,10,17,-99,41,22,-99
19/01/2007,21,11,17,9,12,14,-99,40,22,-99
19/01/2007,22,11,20,10,17,14,-99,36,15,-99
19/01/2007,23,10,27,7,14,10,26,34,19,-99
19/01/2007,24,9,22,14,13,15,19,30,15,-99
20/01/2007,1,7,19,10,13,9,18,22,15,-99
20/01/2007,2,10,19,7,12,14,15,21,5,-99
20/01/2007,3,7,18,8,11,7,20,21,12,-99
20/01/2007,4,7,16,9,14,14,17,19,12,-99
20/01/2007,5,8,13,10,15,8,14,15,17,-99
20/01/2007,6,11,15,10,15,18,10,19,11,-99
20/01/2007,7,17,16,11,16,17,7,16,18,-99
20/01/2007,8,20,22,15,24,19,13,18,18,-99
20/01/2007,9,25,31,18,22,20,23,22,29,-99
20/01/2007,10,20,41,19,31,39,25,22,34,-99
20/01/2007,11,17,45,17,-99,28,24,23,34,-99
20/01/2007,12,21,31,16,23,15,12,19,27,-99
20/01/2007,13,20,25,18,19,20,17,15,11,-99
20/01/2007,14,21,25,19,22,18,11,21,13,-99
20/01/2007,15,22,26,20,24,14,14,36,17,-99
20/01/2007,16,20,31,16,19,21,16,24,21,-99
20/01/2007,17,17,31,17,20,17,17,33,26,-99
20/01/2007,18,18,29,16,21,22,17,34,25,-99
20/01/2007,19,16,28,15,22,11,21,-99,30,-99
20/01/2007,20,16,24,14,16,16,34,43,28,-99
20/01/2007,21,15,20,15,18,22,36,57,25,-99
20/01/2007,22,14,18,17,23,19,35,47,19,-99
20/01/2007,23,21,16,19,22,22,32,35,15,-99
20/01/2007,24,22,22,18,20,15,29,25,18,-99
21/01/2007,1,20,26,18,18,17,26,21,-99,-99
21/01/2007,2,18,24,17,18,22,20,20,-99,-99
21/01/2007,3,18,20,17,25,18,14,21,-99,-99
21/01/2007,4,17,19,18,24,15,8,15,24,-99
21/01/2007,5,17,18,17,22,22,9,20,15,-99
21/01/2007,6,19,18,16,21,18,11,-99,24,-99
21/01/2007,7,21,19,17,22,28,16,-99,27,-99
21/01/2007,8,21,22,19,23,27,21,-99,25,-99
21/01/2007,9,25,28,20,29,19,-99,16,26,-99
21/01/2007,10,28,32,20,33,32,-99,18,23,-99
