FECHA,HORA,MER,TLA,COY,UIZ,SJA,SAG,PER,CAM,ACO
25/06/2009,24,8,8,7,5,4,14,11,5,9
26/06/2009,1,4,11,7,7,14,12,2,32,12
26/06/2009,2,8,12,9,5,11,22,9,4,13
26/06/2009,3,8,13,9,12,17,11,12,27,13
26/06/2009,4,12,10,13,14,5,11,14,21,17
26/06/2009,5,16,12,11,12,3,13,15,-99,20
26/06/2009,6,18,17,12,15,31,13,16,36,14
26/06/2009,7,21,20,14,18,20,17,29,47,19
26/06/2009,8,23,25,16,20,18,-99,30,36,18
26/06/2009,9,24,31,24,15,25,25,24,52,17
26/06/2009,10,27,34,34,20,20,22,21,20,15
26/06/2009,11,36,36,41,25,35,28,31,27,12
26/06/2009,12,40,42,45,28,-99,24,46,55,14
26/06/2009,13,39,43,55,31,10,26,23,38,11
26/06/2009,14,37,36,55,8,23,21,11,20,8
26/06/2009,15,32,23,46,11,36,17,4,32,8
26/06/2009,16,21,17,32,17,18,31,30,18,14
26/06/2009,17,9,19,16,22,35,12,17,28,2
26/06/2009,18,5,21,11,7,30,2,9,1,7
26/06/2009,19,8,16,15,21,19,13,24,9,12
26/06/2009,20,14,15,15,23,29,15,20,17,17
26/06/2009,21,20,20,18,15,-99,19,29,24,16
26/06/2009,22,20,13,20,18,38,18,23,22,11
26/06/2009,23,15,14,17,20,11,20,-99,9,5
26/06/2009,24,10,13,12,12,7,14,15,-99,8
27/06/2009,1,5,9,9,9,-99,13,12,-99,2
27/06/2009,2,8,11,11,8,26,21,16,-99,11
27/06/2009,3,8,18,13,11,14,25,13,34,11
27/06/2009,4,13,19,13,11,24,15,13,24,10
27/06/2009,5,12,22,12,16,17,6,17,24,14
27/06/2009,6,18,21,11,15,9,12,10,27,16
27/06/2009,7,24,28,15,12,-99,11,17,43,19
27/06/2009,8,29,30,17,19,12,15,28,-99,13
27/06/2009,9,31,33,20,17,27,14,28,-99,10
27/06/2009,10,28,33,29,19,6,8,20,-99,11
27/06/2009,11,25,34,28,20,23,23,16,2,11
27/06/2009,12,24,36,25,21,33,26,31,21,15
27/06/2009,13,34,37,28,24,37,23,43,60,15
27/06/2009,14,36,35,33,28,26,14,57,17,16
27/06/2009,15,23,28,35,2,27,25,24,9,-99
27/06/2009,16,15,22,22,7,21,19,20,41,12
27/06/2009,17,11,25,10,18,4,7,14,20,5
27/06/2009,18,5,14,9,8,19,5,2,1,4
27/06/2009,19,5,17,12,6,6,14,12,2,6
27/06/2009,20,6,18,16,10,9,6,30,-99,7
27/06/2009,21,10,17,17,11,16,18,28,60,9
27/06/2009,22,20,19,19,22,-99,22,25,55,14
27/06/2009,23,17,23,17,21,23,19,20,35,13
27/06/2009,24,18,15,15,13,27,14,20,39,16
28/06/2009,1,13,10,14,4,28,15,16,17,20
28/06/2009,2,10,12,6,17,30,13,7,2,13
28/06/2009,3,12,12,6,10,12,19,7,16,7
28/06/2009,4,12,14,11,11,-99,17,9,46,11
28/06/2009,5,17,14,11,13,23,16,12,31,17
28/06/2009,6,16,14,12,13,28,11,15,-99,17
28/06/2009,7,15,17,13,19,30,24,10,-99,17
28/06/2009,8,15,25,17,12,5,26,17,-99,24
28/06/2009,9,18,35,23,16,-99,24,17,-99,16
28/06/2009,10,24,43,27,17,15,29,27,-99,-99
28/06/2009,11,27,43,25,15,7,23,22,-99,9
28/06/2009,12,26,34,20,23,42,23,23,-99,19
28/06/2009,13,25,32,23,21,23,22,17,-99,-99
28/06/2009,14,24,37,26,14,37,14,15,-99,15
28/06/2009,15,-99,29,21,37,49,18,30,-99,5
28/06/2009,16,-99,22,18,-99,10,15,-99,-99,14
