FECHA,HORA,ACO,CAM,FAC,IZT,MER,PED,SAG,SUR,TAH,TLA,TLI,UIZ,VIF,XAL,,,,,,,,
16/04/2011,19,-99,-99,42,105,42,65,-99,39,-99,30,76,-99,119,34,,,,,,,,
16/04/2011,20,-99,-99,35,55,32,29,-99,20,-99,22,45,-99,47,29,,,,,,,,
16/04/2011,21,-99,-99,31,39,29,31,-99,26,-99,42,48,-99,23,-99,,,,,,,,
16/04/2011,22,-99,-99,13,24,30,25,-99,10,-99,33,38,-99,36,-99,,,,,,,,
16/04/2011,23,-99,-99,12,15,22,22,-99,5,-99,28,11,-99,-99,-99,,,,,,,,
16/04/2011,24,-99,-99,7,17,22,16,-99,13,-99,24,10,-99,10,-99,,,,,,,,
17/04/2011,1,-99,-99,7,14,16,9,-99,13,-99,37,17,-99,11,-99,,,,,,,,
17/04/2011,2,-99,-99,12,28,26,5,-99,6,-99,31,18,-99,30,-99,,,,,,,,
17/04/2011,3,-99,-99,13,29,25,24,-99,13,26,28,35,-99,-99,-99,,,,,,,,
17/04/2011,4,-99,-99,16,27,53,18,-99,15,10,52,30,-99,38,-99,,,,,,,,
17/04/2011,5,-99,-99,15,38,35,20,-99,20,10,69,42,-99,41,-99,,,,,,,,
17/04/2011,6,-99,-99,27,45,44,24,-99,20,20,41,60,-99,51,-99,,,,,,,,
17/04/2011,7,-99,-99,51,51,55,37,-99,38,31,38,61,-99,69,-99,,,,,,,,
17/04/2011,8,-99,-99,44,57,50,37,62,34,36,70,89,-99,78,-99,,,,,,,,
17/04/2011,9,-99,-99,52,49,75,39,69,43,57,107,94,-99,82,-99,,,,,,,,
17/04/2011,10,-99,-99,56,56,74,51,37,46,24,90,65,-99,59,-99,,,,,,,,
17/04/2011,11,-99,-99,66,59,60,55,41,49,28,94,48,-99,61,-99,,,,,,,,
17/04/2011,12,-99,-99,53,55,91,76,45,32,20,85,44,-99,44,-99,,,,,,,,
17/04/2011,13,-99,-99,51,50,64,89,50,50,42,60,52,-99,46,-99,,,,,,,,
17/04/2011,14,-99,-99,44,38,64,24,53,39,19,54,38,-99,26,-99,,,,,,,,
17/04/2011,15,-99,-99,43,43,77,31,60,44,22,60,50,-99,50,-99,,,,,,,,
17/04/2011,16,-99,-99,47,107,39,41,44,-99,102,40,24,-99,15,-99,,,,,,,,
17/04/2011,17,-99,-99,28,37,39,28,36,11,70,34,20,-99,26,-99,,,,,,,,
17/04/2011,18,-99,-99,14,11,26,16,39,-99,-99,18,18,-99,36,-99,,,,,,,,
17/04/2011,19,-99,-99,20,15,30,13,37,17,6,25,31,-99,43,-99,,,,,,,,
17/04/2011,20,-99,-99,20,27,33,31,41,36,51,30,14,-99,43,-99,,,,,,,,
17/04/2011,21,-99,-99,20,39,30,27,22,38,35,29,26,-99,63,-99,,,,,,,,
17/04/2011,22,-99,-99,48,32,28,36,38,36,33,39,51,-99,46,-99,,,,,,,,
17/04/2011,23,-99,-99,23,25,37,41,35,36,26,42,24,-99,25,-99,,,,,,,,
17/04/2011,24,-99,-99,20,51,36,35,38,32,14,42,25,-99,5,-99,,,,,,,,
18/04/2011,1,-99,-99,19,48,35,27,42,17,20,32,21,-99,13,-99,,,,,,,,
18/04/2011,2,-99,-99,16,43,38,24,47,16,25,35,24,-99,8,-99,,,,,,,,
18/04/2011,3,-99,-99,9,34,35,21,48,20,16,38,23,-99,32,-99,,,,,,,,
18/04/2011,4,-99,-99,13,30,35,18,42,28,18,30,34,-99,41,-99,,,,,,,,
18/04/2011,5,-99,-99,21,47,40,26,51,26,26,27,35,-99,53,-99,,,,,,,,
18/04/2011,6,-99,-99,37,54,54,42,56,32,40,44,53,-99,56,-99,,,,,,,,
18/04/2011,7,-99,-99,71,56,64,70,74,60,62,64,72,-99,80,-99,,,,,,,,
18/04/2011,8,-99,-99,71,55,84,62,111,54,40,88,55,-99,89,-99,,,,,,,,
18/04/2011,9,-99,-99,93,91,93,57,82,51,91,-99,104,-99,100,-99,,,,,,,,
18/04/2011,10,-99,-99,110,124,99,59,60,69,54,-99,83,-99,117,-99,,,,,,,,
18/04/2011,11,-99,-99,87,93,70,80,68,73,5,-99,70,-99,93,-99,,,,,,,,
18/04/2011,12,-99,-99,41,62,52,94,72,61,25,91,61,-99,48,-99,,,,,,,,
18/04/2011,13,-99,-99,39,33,68,56,67,30,20,89,49,-99,39,-99,,,,,,,,
18/04/2011,14,-99,-99,54,43,88,61,51,34,45,55,16,-99,15,-99,,,,,,,,
18/04/2011,15,-99,-99,56,76,73,35,-99,22,-99,52,11,-99,13,82,,,,,,,,
18/04/2011,16,-99,-99,34,49,50,38,48,48,54,49,11,-99,33,40,,,,,,,,
18/04/2011,17,-99,-99,4,26,37,37,52,38,44,43,49,-99,-99,59,,,,,,,,
18/04/2011,18,-99,-99,5,34,31,28,44,34,56,31,33,-99,-99,32,,,,,,,,
18/04/2011,19,-99,-99,10,16,34,24,23,12,19,32,14,-99,-99,25,,,,,,,,
18/04/2011,20,-99,-99,10,18,33,15,46,30,6,23,17,-99,-99,-99,,,,,,,,
18/04/2011,21,-99,-99,13,25,38,21,62,24,24,28,20,-99,-99,55,,,,,,,,
18/04/2011,22,-99,-99,38,31,41,17,47,44,62,51,37,-99,38,114,,,,,,,,
18/04/2011,23,-99,-99,41,45,44,30,42,49,33,52,52,-99,33,105,,,,,,,,
18/04/2011,24,-99,-99,32,41,31,29,21,34,20,46,28,-99,8,75,,,,,,,,
19/04/2011,1,-99,-99,22,42,28,23,41,23,17,42,34,-99,37,30,,,,,,,,
19/04/2011,2,-99,-99,16,37,40,26,18,20,34,50,24,-99,29,55,,,,,,,,
19/04/2011,3,-99,-99,20,40,38,-99,41,30,13,55,37,-99,31,73,,,,,,,,
19/04/2011,4,-99,-99,21,44,40,-99,44,23,36,33,29,-99,45,94,,,,,,,,
19/04/2011,5,-99,-99,17,38,49,34,58,30,24,36,81,-99,55,234,,,,,,,,
19/04/2011,6,-99,-99,28,46,76,24,101,34,21,55,116,-99,74,320,,,,,,,,
19/04/2011,7,-99,-99,46,66,89,58,127,81,56,72,124,-99,76,280,,,,,,,,
19/04/2011,8,-99,-99,54,72,71,39,140,62,142,104,88,-99,111,334,,,,,,,,
19/04/2011,9,-99,-99,44,86,106,-99,143,58,62,132,86,-99,113,129,,,,,,,,
19/04/2011,10,-99,-99,62,101,90,72,-99,51,54,108,105,-99,94,111,,,,,,,,
19/04/2011,11,-99,-99,68,92,69,105,-99,64,23,93,56,-99,63,99,,,,,,,,
19/04/2011,12,-99,-99,54,31,51,92,63,67,49,70,29,-99,45,129,,,,,,,,
19/04/2011,13,-99,-99,35,41,42,80,73,39,18,74,7,-99,51,114,,,,,,,,
19/04/2011,14,-99,-99,46,39,45,69,64,35,64,62,30,-99,23,84,,,,,,,,
19/04/2011,15,-99,-99,50,41,57,65,46,68,15,53,32,-99,10,89,,,,,,,,
19/04/2011,16,-99,-99,112,53,62,58,66,57,52,61,25,-99,-99,80,,,,,,,,
19/04/2011,17,-99,-99,45,60,46,28,-99,11,45,41,89,-99,93,77,,,,,,,,
19/04/2011,18,-99,-99,28,44,32,36,-99,36,64,57,6,-99,32,20,,,,,,,,
19/04/2011,19,-99,-99,11,7,29,15,-99,15,-99,18,35,-99,39,39,,,,,,,,
19/04/2011,20,-99,-99,25,-99,26,27,-99,29,37,49,32,-99,37,72,,,,,,,,
19/04/2011,21,-99,-99,60,33,43,50,-99,34,56,77,35,-99,68,82,,,,,,,,
19/04/2011,22,-99,-99,67,51,107,-99,-99,56,73,78,50,-99,36,100,,,,,,,,
19/04/2011,23,-99,-99,50,44,37,15,-99,57,25,55,35,-99,37,57,,,,,,,,
19/04/2011,24,-99,-99,29,25,39,38,-99,33,27,47,57,-99,46,40,,,,,,,,
20/04/2011,1,-99,-99,26,27,37,34,58,26,40,48,30,-99,57,53,,,,,,,,
20/04/2011,2,-99,-99,19,42,42,27,54,30,18,64,24,-99,93,59,,,,,,,,
20/04/2011,3,-99,-99,21,50,52,31,63,25,20,60,61,-99,57,87,,,,,,,,
20/04/2011,4,-99,-99,22,47,46,36,65,21,31,54,38,-99,40,78,,,,,,,,
20/04/2011,5,-99,-99,34,46,53,38,63,29,25,52,47,-99,47,170,,,,,,,,
20/04/2011,6,-99,-99,47,46,62,53,97,39,28,53,75,-99,68,234,,,,,,,,
20/04/2011,7,-99,-99,68,53,73,48,137,67,51,75,78,-99,97,190,,,,,,,,
20/04/2011,8,-99,-99,78,78,68,57,136,57,85,124,132,-99,109,263,,,,,,,,
20/04/2011,9,-99,-99,71,59,107,61,94,55,55,189,100,-99,122,158,,,,,,,,
20/04/2011,10,-99,-99,80,52,99,43,77,37,40,100,69,-99,91,119,,,,,,,,
20/04/2011,11,-99,-99,68,56,103,39,72,47,35,87,35,-99,50,123,,,,,,,,
20/04/2011,12,-99,-99,55,79,100,62,62,62,46,67,38,-99,54,77,,,,,,,,
20/04/2011,13,-99,-99,32,81,83,71,64,44,31,62,16,-99,56,76,,,,,,,,
20/04/2011,14,-99,-99,30,58,61,59,65,45,27,51,8,-99,40,80,,,,,,,,
20/04/2011,15,-99,-99,36,36,56,53,68,28,-99,62,29,-99,28,73,,,,,,,,
20/04/2011,16,-99,-99,42,41,61,50,70,32,-99,57,21,-99,25,79,,,,,,,,
20/04/2011,17,-99,-99,31,47,58,62,62,74,-99,54,17,-99,23,88,,,,,,,,
20/04/2011,18,-99,-99,72,79,80,59,110,116,-99,68,57,-99,77,150,,,,,,,,
20/04/2011,19,-99,-99,99,101,67,49,74,67,-99,88,72,-99,-99,83,,,,,,,,
20/04/2011,20,-99,-99,68,55,55,46,43,69,-99,56,69,-99,-99,83,,,,,,,,
20/04/2011,21,-99,-99,18,32,30,41,34,32,-99,40,17,-99,-99,70,,,,,,,,
20/04/2011,22,-99,-99,43,27,30,26,32,29,-99,31,22,-99,24,38,,,,,,,,
20/04/2011,23,-99,-99,2,32,26,29,31,21,15,-99,17,-99,28,38,,,,,,,,
20/04/2011,24,-99,-99,10,24,21,14,48,17,36,-99,30,-99,35,41,,,,,,,,
21/04/2011,1,-99,-99,36,24,33,22,46,27,13,-99,33,-99,23,46,,,,,,,,
21/04/2011,2,-99,-99,13,38,37,30,51,32,16,36,33,-99,41,60,,,,,,,,
21/04/2011,3,-99,-99,18,30,35,25,41,29,23,30,43,-99,34,58,,,,,,,,
21/04/2011,4,-99,-99,18,29,40,20,42,24,-99,31,23,-99,41,69,,,,,,,,
21/04/2011,5,-99,-99,17,45,49,25,49,25,41,28,43,-99,63,126,,,,,,,,
21/04/2011,6,-99,-99,28,58,52,21,66,34,34,40,76,-99,67,173,,,,,,,,
21/04/2011,7,-99,-99,48,50,69,26,84,47,46,53,67,-99,76,169,,,,,,,,
21/04/2011,8,-99,-99,64,67,80,39,74,48,56,52,83,-99,97,180,,,,,,,,
21/04/2011,9,-99,-99,99,72,79,44,76,36,61,73,67,-99,87,134,,,,,,,,
21/04/2011,10,-99,-99,74,83,102,51,59,36,35,79,77,-99,76,118,,,,,,,,
21/04/2011,11,-99,-99,31,76,76,30,59,28,-99,57,44,-99,74,87,,,,,,,,
21/04/2011,12,-99,-99,18,50,42,37,47,20,32,77,9,-99,-99,66,,,,,,,,
21/04/2011,13,-99,-99,18,27,-99,43,30,26,-99,58,6,-99,29,53,,,,,,,,
21/04/2011,14,-99,-99,14,47,74,44,26,32,18,50,5,-99,12,51,,,,,,,,
21/04/2011,15,-99,-99,12,27,43,47,39,33,39,44,17,-99,6,51,,,,,,,,
21/04/2011,16,-99,-99,20,16,29,31,46,2,33,33,12,-99,27,42,,,,,,,,
21/04/2011,17,-99,-99,22,16,33,22,48,19,56,35,8,-99,35,49,,,,,,,,
21/04/2011,18,-99,-99,31,31,37,25,36,27,148,39,29,-99,82,58,,,,,,,,
21/04/2011,19,-99,-99,104,46,75,56,72,172,224,64,62,-99,45,107,,,,,,,,
21/04/2011,20,-99,-99,56,64,88,134,51,141,74,53,94,-99,95,83,,,,,,,,
21/04/2011,21,-99,-99,58,51,39,49,62,33,42,47,70,-99,76,54,,,,,,,,
21/04/2011,22,-99,-99,45,35,40,17,53,27,30,42,78,-99,63,53,,,,,,,,
21/04/2011,23,-99,-99,38,32,30,9,48,16,25,44,60,-99,57,49,,,,,,,,
21/04/2011,24,-99,-99,65,29,31,27,42,16,33,66,64,-99,52,66,,,,,,,,
22/04/2011,1,-99,-99,43,26,20,32,45,17,24,73,47,-99,43,64,,,,,,,,
22/04/2011,2,-99,-99,23,32,37,35,42,22,18,53,48,-99,35,70,,,,,,,,
22/04/2011,3,-99,-99,34,31,40,41,44,32,25,49,37,-99,42,63,,,,,,,,
22/04/2011,4,-99,-99,37,26,33,30,34,17,16,49,40,-99,44,44,,,,,,,,
22/04/2011,5,-99,-99,31,24,32,30,30,18,15,46,48,-99,41,52,,,,,,,,
