FECHA,HORA,ACO,ATI,CAM,CHO,CUA,CUT,FAC,HGM,IZT,MER,PED,SAG,SFE,SUR,TAH,TLA,TLI,UIZ,VIF,XAL,,,,,,,,
29/06/2014,12,28,16,32,55,30,-99,17,37,29,43,53,33,42,25,20,32,2,35,22,-99,,,,,,,,
29/06/2014,13,10,13,28,56,25,-99,17,49,23,42,34,40,33,22,29,41,10,53,8,-99,,,,,,,,
29/06/2014,14,16,24,30,57,22,-99,21,54,29,39,20,14,17,20,44,47,8,47,16,-99,,,,,,,,
29/06/2014,15,13,28,39,-99,12,-99,35,50,35,46,57,-99,25,35,-99,35,16,74,33,-99,,,,,,,,
29/06/2014,16,20,35,24,-99,31,-99,32,29,33,47,25,20,28,9,-99,23,18,55,34,-99,,,,,,,,
29/06/2014,17,23,21,47,36,21,-99,22,26,12,35,-99,30,15,29,-99,45,8,23,16,-99,,,,,,,,
29/06/2014,18,19,26,43,1,-99,-99,16,13,19,25,-99,32,23,20,32,18,30,-99,34,-99,,,,,,,,
29/06/2014,19,23,9,26,28,21,-99,7,38,25,28,39,12,19,35,34,10,23,20,6,-99,,,,,,,,
29/06/2014,20,16,10,14,10,6,-99,7,6,-99,25,19,10,9,15,35,31,21,22,26,-99,,,,,,,,
29/06/2014,21,15,17,15,1,12,-99,12,13,-99,22,12,28,12,11,16,22,23,28,33,-99,,,,,,,,
29/06/2014,22,13,20,11,1,5,-99,15,20,-99,27,9,21,10,6,-99,24,27,8,9,-99,,,,,,,,
29/06/2014,23,5,4,-99,-99,-99,-99,3,11,-99,5,4,26,-99,10,-99,-99,1,-99,7,-99,,,,,,,,
29/06/2014,24,10,-99,-99,6,2,-99,1,12,-99,-99,-99,26,-99,-99,-99,-99,-99,-99,7,-99,,,,,,,,
30/06/2014,1,-99,-99,-99,2,5,-99,-99,10,-99,13,-99,28,-99,-99,-99,12,-99,-99,3,-99,,,,,,,,
30/06/2014,2,1,3,-99,-99,5,-99,1,8,2,10,7,24,-99,-99,-99,19,-99,-99,7,-99,,,,,,,,
30/06/2014,3,3,4,-99,-99,-99,-99,1,7,8,4,4,21,-99,-99,-99,14,-99,-99,-99,-99,,,,,,,,
30/06/2014,4,5,8,-99,-99,-99,-99,5,6,2,7,6,16,6,-99,-99,39,-99,-99,-99,-99,,,,,,,,
30/06/2014,5,2,9,-99,-99,-99,-99,6,9,1,5,5,-99,5,-99,-99,22,-99,-99,8,-99,,,,,,,,
30/06/2014,6,4,10,-99,-99,7,-99,10,11,2,12,4,-99,11,-99,-99,30,-99,-99,10,-99,,,,,,,,
30/06/2014,7,6,14,-99,7,7,-99,15,6,18,29,10,3,8,-99,-99,16,-99,-99,17,-99,,,,,,,,
30/06/2014,8,12,14,-99,10,12,-99,12,9,7,9,8,14,5,-99,-99,15,-99,-99,12,-99,,,,,,,,
30/06/2014,9,5,21,-99,11,10,-99,16,15,4,11,12,13,7,-99,-99,14,-99,-99,5,-99,,,,,,,,
30/06/2014,10,4,21,-99,17,13,-99,18,-99,-99,19,14,8,12,-99,-99,15,-99,-99,15,-99,,,,,,,,
30/06/2014,11,2,24,-99,22,16,-99,21,-99,6,15,11,-99,13,-99,-99,22,-99,-99,29,-99,,,,,,,,
30/06/2014,12,4,16,-99,16,16,-99,21,-99,16,19,-99,23,13,-99,-99,-99,-99,-99,51,-99,,,,,,,,
30/06/2014,13,4,10,-99,14,13,-99,4,-99,7,11,-99,14,15,-99,-99,26,-99,-99,1,-99,,,,,,,,
30/06/2014,14,11,12,-99,12,18,-99,11,-99,12,3,-99,10,14,-99,-99,19,-99,-99,20,-99,,,,,,,,
30/06/2014,15,11,17,-99,2,9,-99,9,-99,7,17,-99,-99,10,-99,-99,20,-99,-99,15,-99,,,,,,,,
30/06/2014,16,15,19,-99,6,9,-99,20,10,9,17,-99,22,7,-99,-99,19,-99,-99,8,-99,,,,,,,,
30/06/2014,17,10,12,-99,7,12,-99,12,9,23,18,6,14,12,-99,-99,23,-99,-99,10,-99,,,,,,,,
30/06/2014,18,11,16,-99,24,13,-99,16,9,21,11,15,14,11,-99,-99,-99,-99,-99,-99,-99,,,,,,,,
30/06/2014,19,20,16,-99,28,17,-99,19,13,11,-99,12,25,15,-99,-99,12,-99,-99,21,-99,,,,,,,,
30/06/2014,20,13,21,-99,13,22,-99,19,24,13,15,23,31,23,-99,-99,36,-99,-99,13,-99,,,,,,,,
30/06/2014,21,17,25,-99,21,12,-99,20,18,20,20,24,33,19,-99,-99,13,-99,-99,38,-99,,,,,,,,
30/06/2014,22,16,17,-99,14,21,-99,18,13,17,13,17,35,21,-99,-99,19,-99,-99,-99,-99,,,,,,,,
30/06/2014,23,6,17,23,23,19,-99,16,23,14,35,18,28,20,-99,-99,8,-99,-99,6,14,,,,,,,,
30/06/2014,24,8,16,13,9,9,-99,11,23,23,21,19,28,8,12,11,21,-99,13,5,17,,,,,,,,
01/07/2014,1,18,13,17,7,7,13,9,-99,11,19,18,22,10,5,6,13,-99,14,12,25,,,,,,,,
01/07/2014,2,7,15,25,5,16,5,11,-99,11,28,19,22,10,7,15,17,-99,16,20,-99,,,,,,,,
01/07/2014,3,7,16,27,5,9,8,11,-99,24,31,16,21,14,9,-99,36,-99,17,25,-99,,,,,,,,
01/07/2014,4,12,21,24,6,15,14,16,-99,18,27,14,25,8,9,6,37,-99,-99,22,39,,,,,,,,
01/07/2014,5,15,25,22,9,11,20,20,-99,17,28,14,29,14,10,3,35,-99,6,12,41,,,,,,,,
01/07/2014,6,12,26,36,8,14,27,23,-99,11,26,24,26,14,6,14,41,-99,21,-99,40,,,,,,,,
01/07/2014,7,12,35,37,12,19,29,37,-99,13,29,28,29,14,24,14,32,-99,31,8,33,,,,,,,,
01/07/2014,8,5,40,28,29,20,48,36,-99,1,27,33,16,28,31,11,30,-99,26,35,56,,,,,,,,
01/07/2014,9,9,28,23,21,9,23,36,-99,14,28,30,28,30,11,33,46,-99,15,45,42,,,,,,,,
01/07/2014,10,11,33,16,22,28,39,29,-99,25,20,26,-99,30,9,9,23,-99,12,18,-99,,,,,,,,
01/07/2014,11,10,27,-99,21,10,-99,25,-99,16,10,28,34,20,3,-99,25,-99,18,22,-99,,,,,,,,
01/07/2014,12,10,28,-99,16,4,-99,20,-99,11,14,33,39,28,8,-99,-99,-99,11,29,-99,,,,,,,,
01/07/2014,13,42,35,-99,15,16,42,18,-99,3,10,-99,40,13,6,4,22,-99,10,18,-99,,,,,,,,
01/07/2014,14,35,37,-99,11,8,18,27,-99,12,12,-99,43,21,5,16,50,-99,9,42,33,,,,,,,,
01/07/2014,15,15,18,-99,14,30,23,21,-99,7,13,-99,27,24,1,11,43,-99,10,26,34,,,,,,,,
01/07/2014,16,22,11,-99,14,40,7,10,-99,10,35,-99,-99,29,27,4,14,-99,-99,46,34,,,,,,,,
01/07/2014,17,21,15,-99,22,16,2,19,-99,30,42,-99,42,32,30,11,31,-99,14,36,29,,,,,,,,
01/07/2014,18,9,30,-99,21,14,44,20,-99,25,45,-99,24,24,18,6,31,-99,22,19,35,,,,,,,,
01/07/2014,19,8,30,-99,29,23,85,28,-99,23,28,62,34,12,10,5,28,-99,16,17,35,,,,,,,,
01/07/2014,20,17,41,-99,12,21,46,45,-99,38,24,39,26,18,8,13,41,-99,20,31,38,,,,,,,,
01/07/2014,21,20,36,-99,6,23,49,60,-99,21,17,34,23,28,4,6,30,-99,13,34,28,,,,,,,,
01/07/2014,22,11,25,16,15,13,48,28,-99,12,19,17,13,19,17,14,21,-99,9,19,20,,,,,,,,
01/07/2014,23,16,16,21,15,4,48,23,-99,12,-99,25,11,21,9,27,22,10,7,4,16,,,,,,,,
01/07/2014,24,14,15,12,13,25,31,20,-99,15,22,18,15,18,10,13,27,7,11,18,22,,,,,,,,
02/07/2014,1,14,14,17,10,26,23,20,-99,18,24,9,8,26,9,8,21,-99,-99,32,30,,,,,,,,
02/07/2014,2,15,19,20,10,21,16,19,-99,14,-99,16,22,19,12,9,26,15,14,25,24,,,,,,,,
02/07/2014,3,18,20,17,9,15,37,16,-99,15,17,13,17,25,9,-99,38,24,24,4,18,,,,,,,,
02/07/2014,4,13,28,20,12,19,47,23,-99,9,14,14,9,10,13,24,-99,31,25,36,24,,,,,,,,
02/07/2014,5,18,37,23,14,15,32,23,-99,16,26,19,20,22,12,13,21,45,28,10,20,,,,,,,,
02/07/2014,6,18,30,26,25,23,30,38,-99,18,23,17,37,20,16,19,45,48,13,36,41,,,,,,,,
02/07/2014,7,30,41,24,37,33,102,47,-99,21,51,18,34,27,25,28,65,58,33,90,52,,,,,,,,
02/07/2014,8,24,40,47,41,23,54,48,-99,30,37,30,31,34,29,27,75,74,27,50,49,,,,,,,,
02/07/2014,9,17,49,77,-99,21,44,43,-99,25,62,38,31,39,32,51,57,74,32,51,48,,,,,,,,
02/07/2014,10,22,59,33,-99,31,29,56,-99,25,73,49,-99,-99,39,-99,59,35,34,31,51,,,,,,,,
02/07/2014,11,13,38,-99,-99,33,37,50,-99,40,78,57,32,44,46,-99,85,18,49,36,51,,,,,,,,
02/07/2014,12,7,37,72,9,36,26,48,-99,43,75,47,17,80,32,-99,72,25,15,51,69,,,,,,,,
02/07/2014,13,13,30,32,33,46,18,33,-99,51,64,64,18,55,42,22,53,11,16,33,40,,,,,,,,
02/07/2014,14,11,33,52,21,38,33,34,-99,53,40,42,28,56,38,20,67,11,-99,26,54,,,,,,,,
02/07/2014,15,11,34,31,33,41,30,32,-99,24,58,42,32,73,35,17,44,11,-99,35,54,,,,,,,,
02/07/2014,16,27,23,32,24,36,25,38,-99,22,-99,74,25,60,24,22,36,25,32,33,43,,,,,,,,
02/07/2014,17,28,49,40,26,38,69,44,-99,27,28,27,24,23,39,21,55,25,45,45,69,,,,,,,,
02/07/2014,18,17,51,14,31,26,48,28,-99,48,27,32,17,21,39,35,57,18,25,4,-99,,,,,,,,
02/07/2014,19,9,34,37,29,12,48,-99,-99,22,32,37,31,22,16,27,23,12,33,15,-99,,,,,,,,
02/07/2014,20,39,29,26,33,11,33,-99,-99,16,33,31,37,26,20,29,26,41,31,37,40,,,,,,,,
02/07/2014,21,59,29,36,29,21,45,37,-99,18,31,17,34,32,14,30,38,30,19,35,38,,,,,,,,
02/07/2014,22,17,28,32,29,20,36,19,-99,29,36,21,22,35,25,28,37,23,22,26,22,,,,,,,,
02/07/2014,23,12,27,36,13,23,47,18,-99,28,16,23,17,17,26,30,40,31,34,39,17,,,,,,,,
02/07/2014,24,12,18,20,16,17,22,13,-99,20,40,2,12,16,18,28,30,22,8,31,-99,,,,,,,,
03/07/2014,1,6,13,-99,15,21,30,13,-99,17,23,-99,16,14,9,6,23,20,-99,11,8,,,,,,,,
03/07/2014,2,5,12,-99,14,11,18,3,-99,11,5,28,5,10,8,4,30,14,-99,20,18,,,,,,,,
03/07/2014,3,9,19,-99,7,6,35,3,-99,9,29,19,6,5,6,9,14,16,19,31,38,,,,,,,,
03/07/2014,4,10,22,25,2,11,48,13,-99,18,11,13,19,12,7,7,17,27,25,26,22,,,,,,,,
03/07/2014,5,14,34,31,-99,7,58,20,-99,15,20,20,22,10,5,10,40,35,5,44,-99,,,,,,,,
03/07/2014,6,29,32,17,2,19,33,27,-99,9,16,24,40,18,8,7,54,47,11,55,-99,,,,,,,,
03/07/2014,7,32,43,20,19,30,42,30,-99,15,24,17,52,21,13,15,66,64,-99,57,-99,,,,,,,,
03/07/2014,8,51,43,36,41,19,41,35,-99,14,28,28,38,29,13,15,72,38,14,106,-99,,,,,,,,
03/07/2014,9,29,91,50,26,29,22,48,-99,19,44,16,34,33,16,18,75,45,21,58,-99,,,,,,,,
03/07/2014,10,22,67,33,21,26,37,60,-99,24,34,40,28,35,21,30,73,36,24,48,-99,,,,,,,,
03/07/2014,11,15,44,55,28,33,46,60,-99,16,43,69,-99,66,46,22,53,39,23,46,-99,,,,,,,,
03/07/2014,12,21,54,68,24,47,71,59,-99,39,53,64,-99,65,57,42,75,35,41,47,-99,,,,,,,,
03/07/2014,13,22,43,59,17,49,44,53,-99,31,64,73,-99,74,39,49,65,36,40,35,51,,,,,,,,
03/07/2014,14,25,56,77,21,40,24,46,-99,44,67,52,-99,52,12,33,65,20,68,36,63,,,,,,,,
03/07/2014,15,22,50,53,14,42,39,61,-99,45,63,-99,49,49,25,22,56,21,47,34,53,,,,,,,,
03/07/2014,16,21,72,87,12,35,56,70,-99,35,57,12,29,52,52,15,65,38,30,37,54,,,,,,,,
03/07/2014,17,24,74,37,7,29,57,53,-99,26,46,95,31,33,18,10,65,39,23,49,54,,,,,,,,
03/07/2014,18,17,27,-99,24,34,38,40,-99,30,42,-99,28,49,21,13,55,32,24,22,38,,,,,,,,
03/07/2014,19,22,30,59,18,29,23,19,-99,32,50,18,32,26,47,17,37,21,35,18,25,,,,,,,,
03/07/2014,20,17,22,28,21,18,25,19,-99,30,33,8,28,17,32,25,42,29,23,26,28,,,,,,,,
03/07/2014,21,24,24,26,23,28,15,21,-99,21,24,12,22,20,25,36,43,25,24,17,25,,,,,,,,
03/07/2014,22,17,11,-99,23,31,9,18,-99,17,21,8,20,21,18,6,26,21,13,26,12,,,,,,,,
03/07/2014,23,14,13,21,12,12,17,14,-99,17,27,23,19,17,13,13,33,11,24,17,14,,,,,,,,
03/07/2014,24,8,8,20,21,11,25,8,-99,20,26,16,8,11,15,11,36,7,21,17,17,,,,,,,,
04/07/2014,1,6,12,13,30,11,13,5,-99,11,24,12,9,9,12,19,21,8,22,18,26,,,,,,,,
04/07/2014,2,7,3,13,25,8,13,5,-99,15,9,10,4,6,8,14,24,10,18,-99,12,,,,,,,,
04/07/2014,3,5,8,9,18,3,11,2,-99,13,17,10,12,13,6,13,24,9,20,12,15,,,,,,,,
04/07/2014,4,6,7,10,17,13,10,10,-99,16,8,13,-99,8,4,10,37,8,23,19,17,,,,,,,,
04/07/2014,5,9,17,11,22,11,17,5,-99,11,21,12,-99,13,7,12,-99,11,12,32,23,,,,,,,,
04/07/2014,6,15,24,22,22,2,28,9,-99,15,21,11,-99,6,10,18,25,27,21,17,16,,,,,,,,
04/07/2014,7,23,21,27,48,19,23,20,-99,19,39,16,25,21,21,18,39,29,16,42,36,,,,,,,,
04/07/2014,8,29,23,-99,45,15,41,13,-99,16,55,23,36,19,28,25,49,32,23,27,-99,,,,,,,,
04/07/2014,9,10,37,48,46,17,23,25,-99,25,28,28,27,22,37,27,49,19,23,42,-99,,,,,,,,
04/07/2014,10,16,35,33,51,11,18,27,-99,24,22,31,37,27,33,30,33,17,33,21,24,,,,,,,,
04/07/2014,11,12,21,35,47,21,27,21,-99,18,43,35,-99,26,37,33,32,12,32,20,14,,,,,,,,
04/07/2014,12,10,29,57,32,24,28,15,-99,31,33,27,34,34,33,31,38,15,36,13,38,,,,,,,,
04/07/2014,13,11,30,31,26,21,32,26,-99,24,32,27,34,25,34,43,36,15,32,26,30,,,,,,,,
04/07/2014,14,24,25,27,65,29,25,18,-99,29,21,29,15,19,35,74,49,21,32,37,33,,,,,,,,
04/07/2014,15,8,35,-99,23,24,40,28,-99,32,18,15,13,16,29,17,30,12,-99,17,15,,,,,,,,
04/07/2014,16,11,16,18,7,10,-99,4,-99,6,25,18,7,5,6,12,25,8,22,15,30,,,,,,,,
04/07/2014,17,11,12,21,6,-99,27,2,-99,6,27,6,-99,11,10,2,16,24,20,9,24,,,,,,,,
04/07/2014,18,15,9,26,20,14,24,4,-99,17,16,22,30,18,17,17,-99,1,26,18,19,,,,,,,,
04/07/2014,19,13,18,11,35,13,29,19,-99,27,23,6,20,-99,16,21,29,12,28,15,25,,,,,,,,
04/07/2014,20,19,11,22,38,14,26,8,-99,16,28,18,19,11,15,16,34,17,35,12,35,,,,,,,,
04/07/2014,21,17,19,13,36,18,36,15,-99,11,12,17,17,14,17,18,35,32,22,38,19,,,,,,,,
04/07/2014,22,19,25,15,16,16,42,18,-99,14,17,18,17,19,11,12,44,18,20,50,19,,,,,,,,
04/07/2014,23,7,23,18,22,10,30,18,-99,12,16,19,8,11,19,14,50,24,19,26,-99,,,,,,,,
04/07/2014,24,5,14,9,16,10,24,14,-99,6,4,13,-99,13,18,8,28,5,-99,9,-99,,,,,,,,
05/07/2014,1,7,12,14,4,11,21,12,-99,7,13,13,16,15,10,3,-99,7,-99,5,5,,,,,,,,
05/07/2014,2,2,7,7,-99,8,10,1,-99,-99,-99,7,11,-99,4,1,24,-99,-99,2,5,,,,,,,,
05/07/2014,3,2,1,10,1,5,4,2,-99,7,12,8,17,-99,3,-99,12,5,20,11,-99,,,,,,,,
05/07/2014,4,1,3,11,5,5,12,-99,-99,7,15,-99,7,7,3,11,7,2,8,22,28,,,,,,,,
05/07/2014,5,9,7,11,14,3,23,3,-99,10,20,6,8,6,4,7,11,5,14,25,20,,,,,,,,
05/07/2014,6,13,12,15,30,10,30,9,-99,12,20,7,12,-99,7,12,30,14,34,13,36,,,,,,,,
05/07/2014,7,23,26,24,41,12,42,19,-99,11,24,7,19,11,15,20,38,30,8,40,-99,,,,,,,,
05/07/2014,8,36,43,30,36,9,22,23,-99,18,39,20,29,18,23,22,49,24,-99,37,37,,,,,,,,
05/07/2014,9,32,38,39,26,19,26,28,-99,17,39,22,42,18,29,28,59,30,20,42,33,,,,,,,,
05/07/2014,10,28,39,31,25,13,41,28,-99,16,50,22,34,22,30,35,51,36,29,46,44,,,,,,,,
05/07/2014,11,17,51,35,31,13,34,36,-99,24,47,22,35,18,30,31,61,17,35,18,32,,,,,,,,
05/07/2014,12,15,31,49,32,24,29,28,-99,31,43,37,40,42,26,34,39,4,43,31,37,,,,,,,,
05/07/2014,13,10,26,20,40,31,69,23,-99,25,37,29,-99,35,29,28,32,11,27,38,34,,,,,,,,
05/07/2014,14,6,34,-99,24,18,61,26,-99,26,35,48,24,24,27,26,28,23,-99,39,29,,,,,,,,
05/07/2014,15,10,44,-99,17,33,30,36,-99,28,40,56,37,23,28,17,36,16,25,35,32,,,,,,,,
05/07/2014,16,13,30,-99,23,28,20,32,-99,29,31,60,34,47,44,25,28,5,19,28,27,,,,,,,,
05/07/2014,17,11,19,-99,39,32,23,36,-99,41,26,32,26,23,31,15,20,13,16,27,29,,,,,,,,
05/07/2014,18,20,28,-99,12,20,24,14,-99,18,10,-99,-99,21,12,13,19,13,16,22,20,,,,,,,,
05/07/2014,19,14,24,12,14,19,25,23,-99,11,15,-99,15,8,1,7,21,27,16,28,22,,,,,,,,
05/07/2014,20,16,25,7,16,5,27,11,-99,6,9,-99,29,-99,-99,9,-99,19,3,27,-99,,,,,,,,
05/07/2014,21,14,16,21,13,3,16,4,-99,10,15,-99,25,7,10,12,21,23,-99,20,-99,,,,,,,,
05/07/2014,22,13,12,14,19,5,15,9,-99,9,14,-99,13,15,10,10,17,14,-99,23,-99,,,,,,,,
05/07/2014,23,11,10,11,10,12,14,6,-99,6,-99,14,13,5,11,8,-99,11,-99,12,-99,,,,,,,,
05/07/2014,24,8,5,8,-99,5,14,-99,-99,10,23,7,10,7,3,4,24,2,30,8,9,,,,,,,,
06/07/2014,1,3,7,-99,4,-99,19,-99,-99,8,8,7,-99,-99,-99,9,21,-99,11,4,22,,,,,,,,
06/07/2014,2,3,10,-99,1,-99,4,6,-99,13,17,10,17,-99,-99,7,19,-99,22,10,9,,,,,,,,
06/07/2014,3,3,16,8,3,2,9,11,-99,9,17,9,13,-99,5,2,12,5,-99,-99,11,,,,,,,,
06/07/2014,4,8,16,9,9,1,9,11,-99,8,12,5,-99,-99,10,6,13,5,6,4,13,,,,,,,,
06/07/2014,5,5,19,14,11,4,19,11,-99,10,17,9,19,7,13,5,16,12,22,27,25,,,,,,,,
06/07/2014,6,15,21,15,10,8,30,19,-99,12,22,12,19,13,17,12,19,16,10,23,29,,,,,,,,
06/07/2014,7,17,19,26,21,17,38,18,-99,16,21,18,29,16,17,17,67,37,25,50,27,,,,,,,,
06/07/2014,8,25,25,46,17,26,35,14,-99,14,23,18,28,17,18,13,59,53,12,39,57,,,,,,,,
06/07/2014,9,16,30,38,8,15,41,23,-99,14,23,22,41,19,13,21,53,25,16,15,47,,,,,,,,
06/07/2014,10,8,28,41,41,27,45,38,-99,28,48,26,32,25,19,18,69,23,32,42,48,,,,,,,,
06/07/2014,11,15,36,27,13,20,42,34,-99,27,73,36,36,36,22,16,46,17,34,33,63,,,,,,,,
06/07/2014,12,18,32,43,10,25,37,38,-99,23,71,45,45,-99,24,16,38,12,38,51,59,,,,,,,,
06/07/2014,13,34,33,36,12,29,51,46,-99,32,65,39,37,-99,20,22,59,16,19,45,65,,,,,,,,
06/07/2014,14,41,41,60,26,20,57,35,-99,39,65,40,30,-99,22,14,46,25,48,53,68,,,,,,,,
06/07/2014,15,35,42,50,20,42,28,40,-99,39,39,-99,46,35,33,9,55,30,51,39,53,,,,,,,,
06/07/2014,16,24,69,56,20,33,52,45,-99,44,22,-99,40,43,12,5,57,63,23,28,32,,,,,,,,
06/07/2014,17,-99,25,46,19,14,22,13,-99,22,27,-99,20,23,8,6,35,15,17,17,30,,,,,,,,
06/07/2014,18,-99,10,13,24,11,37,15,-99,1,20,6,16,9,3,23,8,15,17,13,10,,,,,,,,
06/07/2014,19,-99,10,9,20,9,14,5,-99,4,11,22,21,11,17,17,21,24,-99,17,20,,,,,,,,
06/07/2014,20,-99,12,14,27,9,20,10,-99,5,13,15,-99,5,12,19,28,22,14,28,19,,,,,,,,
06/07/2014,21,-99,22,9,19,13,18,12,-99,16,12,8,-99,13,25,16,-99,24,18,12,15,,,,,,,,
06/07/2014,22,-99,8,12,12,-99,19,5,-99,7,-99,9,-99,10,16,12,-99,27,14,21,8,,,,,,,,
06/07/2014,23,-99,6,19,10,3,12,7,-99,10,-99,12,-99,6,19,6,-99,23,2,8,10,,,,,,,,
06/07/2014,24,-99,10,19,6,5,9,7,-99,10,17,12,-99,7,8,4,14,16,15,10,6,,,,,,,,
07/07/2014,1,-99,5,12,2,-99,9,4,-99,10,6,10,-99,11,5,-99,13,10,14,8,11,,,,,,,,
07/07/2014,2,-99,8,16,3,-99,10,3,-99,14,19,14,-99,-99,8,-99,8,-99,5,15,17,,,,,,,,
07/07/2014,3,-99,7,19,7,9,7,1,-99,10,15,16,-99,8,-99,3,20,11,5,12,12,,,,,,,,
07/07/2014,4,-99,10,13,2,10,15,3,-99,11,20,16,-99,11,3,2,20,9,16,10,16,,,,,,,,
07/07/2014,5,-99,16,22,-99,10,16,10,-99,13,18,12,-99,17,7,11,15,13,16,28,21,,,,,,,,
07/07/2014,6,-99,10,24,4,6,16,10,-99,13,19,17,-99,22,5,9,21,28,14,15,35,,,,,,,,
07/07/2014,7,-99,27,28,12,15,42,17,-99,16,22,29,-99,26,19,15,44,19,23,38,36,,,,,,,,
07/07/2014,8,-99,48,43,14,18,49,31,-99,19,28,29,-99,23,10,25,54,35,43,46,45,,,,,,,,
07/07/2014,9,-99,34,36,22,19,21,26,-99,16,41,25,-99,24,20,22,54,53,39,22,39,,,,,,,,
07/07/2014,10,-99,37,-99,19,19,33,37,-99,19,52,42,-99,33,24,14,81,25,36,32,38,,,,,,,,
07/07/2014,11,-99,40,57,13,29,26,65,-99,21,45,45,-99,34,25,6,46,34,32,41,46,,,,,,,,
07/07/2014,12,-99,57,47,17,41,26,41,-99,11,49,44,-99,55,22,10,41,7,40,27,52,,,,,,,,
07/07/2014,13,-99,45,57,19,28,27,27,-99,22,43,83,-99,48,34,11,48,15,31,27,69,,,,,,,,
07/07/2014,14,-99,46,40,30,43,37,55,-99,39,43,47,-99,55,44,25,61,22,26,19,67,,,,,,,,
07/07/2014,15,-99,67,56,9,29,67,24,-99,43,29,56,-99,62,2,6,43,53,24,15,33,,,,,,,,
07/07/2014,16,-99,31,28,21,18,15,24,-99,11,45,66,-99,49,-99,-99,50,21,50,-99,33,,,,,,,,
07/07/2014,17,-99,30,30,22,35,39,43,-99,37,43,56,-99,36,58,17,36,30,52,-99,39,,,,,,,,
07/07/2014,18,-99,17,37,40,15,23,14,-99,28,34,17,-99,24,13,54,47,21,36,20,29,,,,,,,,
07/07/2014,19,-99,23,36,33,8,41,26,-99,14,41,45,-99,25,29,34,47,31,35,33,42,,,,,,,,
07/07/2014,20,-99,39,42,21,21,32,31,-99,30,43,26,-99,27,29,30,51,57,36,35,38,,,,,,,,
07/07/2014,21,-99,39,61,24,-99,32,41,-99,26,35,27,-99,25,16,18,47,50,31,29,46,,,,,,,,
07/07/2014,22,-99,32,56,22,24,31,26,-99,32,46,24,-99,30,25,9,30,31,47,36,52,,,,,,,,
07/07/2014,23,-99,5,47,26,25,13,1,-99,31,53,25,-99,29,22,17,39,31,42,17,31,,,,,,,,
07/07/2014,24,-99,9,8,19,13,14,6,-99,25,29,30,-99,23,-99,-99,14,20,26,14,15,,,,,,,,
08/07/2014,1,-99,4,21,1,17,4,2,-99,15,27,14,-99,18,-99,-99,15,-99,13,5,31,,,,,,,,
08/07/2014,2,-99,8,30,2,18,12,3,-99,12,27,8,-99,16,-99,-99,38,2,3,-99,17,,,,,,,,
08/07/2014,3,-99,2,30,-99,2,11,-99,-99,4,10,10,-99,9,-99,-99,21,11,11,17,29,,,,,,,,
08/07/2014,4,-99,2,22,5,7,5,2,-99,7,20,5,-99,10,-99,-99,33,17,18,17,90,,,,,,,,
08/07/2014,5,-99,11,20,14,-99,13,8,-99,7,20,10,-99,4,-99,3,49,13,22,36,50,,,,,,,,
08/07/2014,6,-99,21,26,21,13,19,16,-99,18,15,9,-99,12,-99,3,31,25,12,31,53,,,,,,,,
08/07/2014,7,-99,28,32,46,12,51,25,-99,17,12,6,-99,15,-99,21,31,53,24,11,48,,,,,,,,
08/07/2014,8,-99,55,28,22,15,36,-99,-99,19,48,18,-99,21,-99,14,51,57,52,12,55,,,,,,,,
08/07/2014,9,-99,45,-99,25,21,60,-99,-99,27,54,34,-99,32,-99,27,86,39,41,30,40,,,,,,,,
08/07/2014,10,-99,41,-99,38,27,25,57,-99,33,47,37,-99,37,-99,29,94,31,51,39,81,,,,,,,,
08/07/2014,11,-99,50,-99,44,24,53,69,-99,30,70,50,-99,16,-99,40,-99,23,68,35,65,,,,,,,,
08/07/2014,12,-99,49,59,46,28,58,43,-99,33,46,40,-99,56,-99,29,-99,28,53,29,66,,,,,,,,
08/07/2014,13,-99,47,61,29,36,39,38,-99,21,64,34,-99,40,-99,20,-99,21,36,54,33,,,,,,,,
08/07/2014,14,-99,54,37,11,35,33,46,-99,22,58,30,-99,39,-99,6,60,5,40,39,49,,,,,,,,
08/07/2014,15,-99,19,61,15,37,40,31,-99,30,49,36,-99,61,-99,6,48,47,20,46,54,,,,,,,,
08/07/2014,16,-99,28,39,32,47,50,16,-99,33,66,80,-99,36,-99,13,37,24,57,46,63,,,,,,,,
08/07/2014,17,-99,37,43,54,33,40,22,-99,48,47,47,-99,58,-99,39,40,36,57,59,49,,,,,,,,
08/07/2014,18,-99,18,56,49,30,78,13,-99,21,39,21,-99,12,-99,-99,33,48,50,33,61,,,,,,,,
08/07/2014,19,-99,15,22,28,12,60,42,-99,24,25,52,-99,14,-99,27,24,22,37,32,28,,,,,,,,
08/07/2014,20,-99,37,23,28,10,49,29,-99,33,24,37,-99,25,-99,24,31,38,24,35,30,,,,,,,,
08/07/2014,21,-99,31,16,13,24,33,32,-99,25,23,40,-99,25,-99,14,45,34,33,16,25,,,,,,,,
08/07/2014,22,-99,33,31,12,20,18,25,-99,15,28,32,-99,26,-99,13,38,43,18,23,41,,,,,,,,
08/07/2014,23,-99,14,37,22,18,4,26,-99,15,26,18,-99,27,-99,18,33,44,22,26,34,,,,,,,,
08/07/2014,24,-99,13,31,15,22,-99,29,-99,20,46,32,-99,22,-99,22,26,29,23,42,62,,,,,,,,
