FECHA,HORA,ACO,ATI,CAM,CHO,CUA,CUT,FAC,HGM,IZT,MER,PED,SAG,SFE,SUR,TAH,TLA,TLI,UIZ,VIF,XAL,,,,,,,,
04/02/2014,8,59,147,122,141,16,-99,110,53,57,97,29,85,43,51,140,71,108,89,201,175,,,,,,,,
04/02/2014,9,79,118,103,177,44,-99,83,59,49,80,-99,106,30,66,111,97,129,63,129,155,,,,,,,,
04/02/2014,10,66,68,96,98,32,-99,60,61,52,73,55,112,30,70,63,105,172,70,117,176,,,,,,,,
04/02/2014,11,44,53,69,66,24,-99,19,91,61,67,72,81,56,10,34,88,82,63,94,116,,,,,,,,
04/02/2014,12,49,49,72,17,36,-99,29,52,48,74,24,88,46,-99,22,66,1,68,119,109,,,,,,,,
04/02/2014,13,41,17,59,42,20,-99,-99,44,34,49,20,57,49,-99,29,49,3,41,105,63,,,,,,,,
04/02/2014,14,35,31,34,124,18,-99,-99,38,28,61,32,48,21,12,35,43,17,30,86,56,,,,,,,,
04/02/2014,15,29,82,50,115,43,-99,-99,30,25,39,32,38,42,30,67,44,24,34,63,64,,,,,,,,
04/02/2014,16,35,41,46,104,54,-99,-99,28,21,32,50,37,57,90,56,53,41,68,50,71,,,,,,,,
04/02/2014,17,65,50,48,102,52,-99,-99,47,48,68,67,71,53,111,60,50,42,72,45,114,,,,,,,,
04/02/2014,18,60,54,66,89,58,-99,64,72,65,71,67,84,51,115,77,124,49,68,27,123,,,,,,,,
04/02/2014,19,79,155,64,64,50,-99,71,76,70,76,57,87,46,132,54,99,155,64,178,89,,,,,,,,
04/02/2014,20,74,108,55,65,54,-99,52,57,83,72,54,71,58,74,59,90,92,68,160,116,,,,,,,,
04/02/2014,21,68,48,75,76,74,-99,83,71,63,58,50,64,44,89,93,118,139,67,159,109,,,,,,,,
04/02/2014,22,71,76,73,72,44,-99,67,55,60,70,52,69,53,20,101,118,183,64,148,104,,,,,,,,
04/02/2014,23,95,70,65,58,49,-99,57,64,63,66,73,49,54,95,94,122,-99,72,111,86,,,,,,,,
04/02/2014,24,92,47,81,48,47,-99,46,67,83,85,70,61,46,64,97,63,-99,58,95,87,,,,,,,,
05/02/2014,1,89,34,77,41,47,-99,42,73,70,81,41,82,36,63,64,43,-99,60,90,100,,,,,,,,
05/02/2014,2,76,26,55,54,34,-99,35,61,64,70,-99,78,35,57,53,40,64,73,75,74,,,,,,,,
05/02/2014,3,80,25,48,50,31,-99,27,52,62,65,28,84,32,47,61,46,65,94,87,95,,,,,,,,
05/02/2014,4,100,29,36,40,29,-99,30,51,50,65,32,78,32,60,54,46,45,53,90,107,,,,,,,,
05/02/2014,5,81,28,36,60,31,-99,28,53,52,76,34,72,29,37,48,33,37,57,86,106,,,,,,,,
05/02/2014,6,69,47,48,113,61,-99,34,54,54,69,19,74,36,38,59,39,67,58,72,136,,,,,,,,
05/02/2014,7,65,83,74,99,46,-99,67,59,57,70,32,84,42,51,54,59,65,63,112,200,,,,,,,,
05/02/2014,8,75,145,95,140,74,-99,112,70,62,99,44,97,93,67,93,75,103,86,167,219,,,,,,,,
05/02/2014,9,78,148,97,170,75,-99,99,61,66,123,74,149,45,71,92,99,114,135,164,222,,,,,,,,
05/02/2014,10,67,109,79,164,51,-99,87,105,63,142,68,147,30,58,90,88,128,122,159,221,,,,,,,,
05/02/2014,11,46,85,67,100,53,-99,68,127,84,108,73,95,64,63,126,119,-99,102,124,160,,,,,,,,
05/02/2014,12,43,73,68,71,55,-99,47,81,61,67,60,75,74,30,84,75,-99,76,-99,95,,,,,,,,
05/02/2014,13,50,58,64,45,57,-99,42,52,41,49,42,50,67,41,39,63,64,52,-99,64,,,,,,,,
05/02/2014,14,47,44,53,80,61,-99,47,45,37,63,63,52,67,41,51,74,52,78,123,67,,,,,,,,
05/02/2014,15,40,79,62,89,54,-99,54,54,52,79,64,51,68,39,59,65,67,60,105,70,,,,,,,,
05/02/2014,16,42,106,69,84,52,-99,61,70,53,90,62,60,60,68,52,70,67,74,85,76,,,,,,,,
05/02/2014,17,46,74,76,90,58,-99,68,61,56,73,59,75,83,69,49,76,62,65,63,95,,,,,,,,
05/02/2014,18,63,81,69,86,45,-99,86,67,61,64,55,79,77,90,57,89,75,58,92,90,,,,,,,,
05/02/2014,19,79,139,53,77,46,-99,67,73,65,71,50,82,54,45,57,84,93,62,155,99,,,,,,,,
05/02/2014,20,64,204,60,57,34,-99,77,35,53,72,43,76,22,43,56,177,140,61,138,77,,,,,,,,
05/02/2014,21,53,97,115,62,33,-99,77,97,53,107,51,52,40,84,59,107,74,52,112,83,,,,,,,,
05/02/2014,22,50,96,73,53,36,-99,53,93,76,86,37,78,39,9,65,87,55,73,70,59,,,,,,,,
05/02/2014,23,43,60,65,53,34,-99,53,59,62,73,38,65,40,95,80,69,66,70,78,61,,,,,,,,
05/02/2014,24,34,42,60,58,29,-99,51,62,63,64,13,62,41,20,70,85,66,66,57,61,,,,,,,,
06/02/2014,1,41,13,68,51,29,-99,43,73,67,67,64,44,33,84,58,82,53,65,42,64,,,,,,,,
06/02/2014,2,26,28,63,49,47,-99,36,55,53,68,33,43,43,42,49,56,46,39,52,99,,,,,,,,
06/02/2014,3,31,-99,50,42,33,-99,34,49,46,66,30,39,33,53,49,55,43,57,46,48,,,,,,,,
06/02/2014,4,36,14,45,31,42,-99,32,54,62,57,30,37,34,49,42,63,39,44,47,85,,,,,,,,
06/02/2014,5,41,16,82,35,38,-99,36,39,62,47,37,43,43,39,47,68,54,32,69,108,,,,,,,,
06/02/2014,6,47,32,66,48,47,-99,43,48,58,55,22,48,35,34,45,57,85,33,81,88,,,,,,,,
06/02/2014,7,43,68,53,72,53,-99,60,43,87,59,49,77,56,43,48,63,90,53,80,90,,,,,,,,
06/02/2014,8,43,115,116,117,69,-99,106,54,75,68,62,110,77,59,102,86,94,44,116,153,,,,,,,,
06/02/2014,9,45,138,143,152,62,-99,99,80,58,85,62,135,58,63,117,169,132,80,120,189,,,,,,,,
06/02/2014,10,46,123,125,113,81,-99,78,94,57,114,82,141,65,70,73,145,178,80,189,216,,,,,,,,
06/02/2014,11,44,112,132,112,62,-99,99,129,69,125,79,108,74,62,78,118,168,-99,154,149,,,,,,,,
06/02/2014,12,41,92,109,77,57,-99,92,107,68,87,93,81,90,78,87,132,130,-99,147,90,,,,,,,,
06/02/2014,13,40,119,69,62,67,-99,55,69,60,90,62,61,73,21,44,76,96,114,99,70,,,,,,,,
06/02/2014,14,42,136,64,83,55,-99,43,65,71,82,78,57,89,62,44,103,66,98,62,70,,,,,,,,
06/02/2014,15,32,106,67,93,70,-99,97,66,47,68,91,51,102,52,48,114,47,73,59,71,,,,,,,,
06/02/2014,16,36,58,76,110,71,-99,91,62,43,64,82,43,99,33,53,87,54,48,45,67,,,,,,,,
06/02/2014,17,43,35,75,74,73,-99,80,55,57,59,91,50,111,50,67,92,12,58,32,73,,,,,,,,
06/02/2014,18,63,30,77,92,59,-99,75,94,50,79,91,-99,112,129,78,83,30,79,79,57,,,,,,,,
06/02/2014,19,-99,149,71,81,92,-99,80,86,69,82,75,81,132,71,61,71,99,84,133,158,,,,,,,,
06/02/2014,20,-99,136,93,79,60,-99,92,52,63,69,93,66,78,39,41,70,80,70,84,97,,,,,,,,
06/02/2014,21,-99,63,68,67,40,-99,63,52,55,70,85,56,60,54,39,76,68,61,75,104,,,,,,,,
06/02/2014,22,-99,76,54,69,56,-99,57,49,61,67,44,55,48,130,48,79,54,81,82,85,,,,,,,,
06/02/2014,23,-99,33,66,53,39,-99,58,67,56,66,62,59,63,42,70,74,45,59,53,91,,,,,,,,
06/02/2014,24,-99,64,65,62,42,-99,43,63,63,74,62,61,50,52,60,64,52,66,72,67,,,,,,,,
07/02/2014,1,-99,47,50,45,26,-99,33,60,60,70,49,60,40,42,64,48,47,63,50,101,,,,,,,,
07/02/2014,2,-99,43,47,42,23,-99,28,49,50,51,41,60,39,23,40,46,35,58,29,83,,,,,,,,
07/02/2014,3,-99,24,43,34,26,-99,27,46,38,49,30,43,30,31,45,46,32,50,55,76,,,,,,,,
07/02/2014,4,-99,38,42,29,26,-99,32,43,40,49,42,41,33,44,38,40,33,43,66,68,,,,,,,,
07/02/2014,5,-99,35,80,33,25,-99,33,46,44,65,16,47,36,46,32,48,49,50,52,85,,,,,,,,
07/02/2014,6,-99,38,112,39,36,-99,37,60,41,71,57,66,39,42,43,56,64,57,84,131,,,,,,,,
07/02/2014,7,-99,64,74,71,47,-99,44,60,64,87,48,97,61,33,53,57,86,60,119,150,,,,,,,,
07/02/2014,8,-99,91,81,135,52,-99,92,77,90,109,57,95,61,75,76,101,91,53,134,192,,,,,,,,
07/02/2014,9,-99,110,106,118,50,-99,114,87,63,135,54,-99,55,59,130,107,109,84,178,194,,,,,,,,
07/02/2014,10,-99,71,75,106,45,-99,81,79,90,120,65,116,52,78,110,107,117,98,124,129,,,,,,,,
07/02/2014,11,-99,56,90,91,47,-99,65,71,90,114,65,94,55,85,61,73,66,93,102,131,,,,,,,,
07/02/2014,12,-99,72,89,89,60,-99,64,-99,75,111,80,80,80,60,63,68,46,80,56,121,,,,,,,,
07/02/2014,13,-99,45,103,107,67,-99,47,-99,61,105,73,67,98,37,71,69,30,73,69,98,,,,,,,,
07/02/2014,14,-99,20,112,100,79,-99,44,95,63,100,87,72,94,38,58,85,41,79,68,89,,,,,,,,
07/02/2014,15,-99,69,81,90,86,-99,65,96,62,86,91,72,66,38,56,83,55,81,84,78,,,,,,,,
07/02/2014,16,-99,59,71,158,83,-99,83,91,65,82,88,72,-99,73,78,87,74,89,72,100,,,,,,,,
07/02/2014,17,-99,74,87,155,50,-99,82,67,75,106,50,63,-99,-99,77,102,71,102,87,67,,,,,,,,
07/02/2014,18,-99,112,90,104,26,-99,71,63,61,101,51,64,37,53,124,88,65,75,96,105,,,,,,,,
07/02/2014,19,-99,262,108,96,36,-99,163,85,73,132,59,215,46,152,53,164,314,136,699,215,,,,,,,,
07/02/2014,20,-99,-99,57,153,18,-99,50,92,121,90,33,115,41,59,123,85,22,132,413,-99,,,,,,,,
07/02/2014,21,-99,33,45,176,17,-99,37,27,54,25,52,91,24,58,69,45,25,61,137,79,,,,,,,,
07/02/2014,22,-99,22,55,40,31,-99,56,56,64,62,55,30,39,113,117,66,32,80,54,71,,,,,,,,
07/02/2014,23,-99,54,45,30,41,-99,64,60,49,60,57,31,46,61,58,41,49,75,44,43,,,,,,,,
07/02/2014,24,30,40,71,42,50,-99,56,80,71,85,37,43,47,37,29,70,51,94,87,57,,,,,,,,
08/02/2014,1,36,46,52,77,44,-99,44,64,70,77,35,53,29,8,53,57,60,63,66,72,,,,,,,,
08/02/2014,2,37,17,45,61,30,-99,28,53,60,59,13,60,27,54,51,65,37,82,55,66,,,,,,,,
08/02/2014,3,40,16,47,76,26,-99,34,53,54,57,31,47,27,24,51,38,54,65,76,74,,,,,,,,
08/02/2014,4,36,25,38,28,26,-99,26,45,47,50,22,57,30,46,58,39,40,41,61,91,,,,,,,,
08/02/2014,5,36,29,36,47,24,-99,32,54,42,54,18,54,24,19,54,39,55,30,78,83,,,,,,,,
08/02/2014,6,42,43,34,72,29,-99,37,45,36,56,14,46,26,19,44,48,65,41,89,103,,,,,,,,
08/02/2014,7,43,47,46,113,32,-99,43,41,43,73,24,58,36,67,49,49,56,88,91,125,,,,,,,,
08/02/2014,8,65,79,65,141,47,-99,61,52,62,91,49,78,40,47,56,64,67,93,112,138,,,,,,,,
08/02/2014,9,58,112,67,45,66,-99,80,72,66,105,51,96,64,56,120,105,74,120,136,151,,,,,,,,
08/02/2014,10,46,103,77,-99,-99,-99,70,72,86,109,49,97,71,72,78,76,87,117,160,150,,,,,,,,
08/02/2014,11,50,59,78,131,-99,-99,50,102,85,109,65,107,-99,66,66,86,71,109,90,114,,,,,,,,
08/02/2014,12,43,51,47,120,-99,-99,30,80,75,83,28,86,31,34,47,77,40,105,56,105,,,,,,,,
08/02/2014,13,23,24,63,58,27,-99,46,50,41,54,52,58,41,37,39,89,19,79,57,72,,,,,,,,
08/02/2014,14,17,39,71,58,40,-99,66,37,35,53,49,80,50,16,46,75,24,64,60,64,,,,,,,,
08/02/2014,15,16,31,77,63,41,-99,53,56,30,47,47,55,35,24,46,71,17,62,49,66,,,,,,,,
08/02/2014,16,27,12,75,52,52,-99,40,67,41,57,48,54,64,28,48,62,25,58,62,51,,,,,,,,
08/02/2014,17,31,22,65,32,64,-99,35,53,53,68,41,50,75,29,48,51,15,57,61,74,,,,,,,,
08/02/2014,18,54,90,41,140,50,-99,37,58,60,65,46,65,50,62,87,55,63,67,99,65,,,,,,,,
08/02/2014,19,61,78,74,75,40,-99,60,64,47,90,36,100,39,51,120,79,70,63,102,103,,,,,,,,
08/02/2014,20,44,76,54,55,48,-99,85,55,68,71,51,98,48,33,89,82,84,61,111,82,,,,,,,,
08/02/2014,21,43,34,59,62,55,-99,56,50,51,50,51,51,59,38,67,53,52,45,62,61,,,,,,,,
08/02/2014,22,43,71,51,69,47,-99,45,33,37,44,58,46,50,38,47,53,33,42,73,52,,,,,,,,
08/02/2014,23,46,78,47,74,43,-99,52,42,44,63,54,42,44,56,40,50,42,44,88,40,,,,,,,,
08/02/2014,24,37,35,49,105,34,-99,35,50,50,64,24,48,46,73,57,52,49,63,64,44,,,,,,,,
09/02/2014,1,38,17,43,92,23,-99,31,40,52,61,27,48,35,21,50,45,56,61,73,26,,,,,,,,
09/02/2014,2,40,10,38,74,30,-99,25,34,42,45,6,53,23,14,39,39,37,52,76,32,,,,,,,,
09/02/2014,3,54,2,35,45,21,-99,24,34,37,40,23,58,13,18,37,29,27,44,81,55,,,,,,,,
09/02/2014,4,57,4,35,66,20,-99,22,25,32,36,28,48,21,38,44,36,35,46,90,71,,,,,,,,
09/02/2014,5,54,19,24,49,20,-99,19,29,35,47,1,59,13,24,34,26,28,57,71,67,,,,,,,,
09/02/2014,6,50,20,18,54,16,-99,24,43,50,58,20,52,21,26,54,20,33,55,79,63,,,,,,,,
09/02/2014,7,47,26,24,53,22,-99,26,57,52,63,18,57,18,42,40,23,19,51,106,71,,,,,,,,
09/02/2014,8,51,39,45,81,20,-99,36,64,55,57,2,67,22,47,101,46,47,58,120,92,,,,,,,,
09/02/2014,9,50,47,50,121,21,-99,36,84,61,68,28,60,18,50,101,41,79,65,174,128,,,,,,,,
09/02/2014,10,52,43,52,92,17,-99,26,94,60,87,37,65,14,44,67,37,70,66,96,138,,,,,,,,
09/02/2014,11,34,-99,28,129,19,-99,13,53,54,54,33,77,13,-99,27,34,38,65,35,100,,,,,,,,
09/02/2014,12,20,12,41,58,23,-99,22,37,32,32,32,56,15,-99,21,32,-99,30,38,58,,,,,,,,
09/02/2014,13,21,6,31,56,26,-99,20,42,32,-99,23,47,18,-99,25,36,11,33,19,42,,,,,,,,
09/02/2014,14,18,-99,39,46,12,-99,8,34,22,42,47,28,32,-99,48,27,7,-99,41,40,,,,,,,,
09/02/2014,15,16,15,34,52,25,-99,19,29,19,33,29,49,33,52,35,32,-99,38,39,38,,,,,,,,
09/02/2014,16,12,22,35,43,28,-99,18,30,22,38,28,39,38,21,30,18,16,35,45,40,,,,,,,,
09/02/2014,17,15,36,31,35,23,-99,22,28,33,31,21,33,37,26,30,30,11,31,36,59,,,,,,,,
09/02/2014,18,26,28,30,103,30,-99,33,24,34,39,40,34,39,20,38,24,15,36,37,97,,,,,,,,
09/02/2014,19,34,74,34,119,35,-99,51,18,36,34,30,38,48,56,61,36,32,39,90,41,,,,,,,,
09/02/2014,20,41,75,42,81,36,-99,54,30,61,40,54,50,44,71,118,44,54,45,110,116,,,,,,,,
09/02/2014,21,36,73,45,75,38,-99,49,28,54,45,45,44,39,60,67,-99,55,41,54,51,,,,,,,,
09/02/2014,22,44,46,44,56,33,-99,38,31,53,45,31,39,34,56,59,40,44,40,66,43,,,,,,,,
09/02/2014,23,37,40,34,52,30,-99,36,43,41,46,69,45,38,48,46,35,47,49,72,45,,,,,,,,
09/02/2014,24,40,45,40,51,32,-99,38,33,38,44,30,50,26,51,38,39,52,46,94,44,,,,,,,,
10/02/2014,1,45,30,34,49,36,-99,16,31,42,44,24,52,26,42,47,32,51,45,83,56,,,,,,,,
10/02/2014,2,41,20,30,35,20,-99,20,35,42,38,27,48,13,39,40,28,26,51,85,66,,,,,,,,
10/02/2014,3,47,28,36,33,18,-99,19,51,53,48,45,39,27,47,40,30,27,47,57,70,,,,,,,,
10/02/2014,4,26,21,39,45,23,-99,19,48,45,48,44,47,27,51,43,28,23,52,50,80,,,,,,,,
10/02/2014,5,32,31,28,50,22,-99,23,47,46,55,37,34,23,51,41,23,47,50,67,66,,,,,,,,
10/02/2014,6,41,40,32,68,24,-99,30,54,49,61,90,43,22,41,53,46,54,49,77,108,,,,,,,,
10/02/2014,7,43,69,58,87,35,-99,51,59,58,68,18,63,39,62,36,51,59,58,142,118,,,,,,,,
10/02/2014,8,-99,123,85,111,39,-99,96,73,83,97,52,94,67,76,129,64,92,85,165,164,,,,,,,,
10/02/2014,9,68,121,76,128,51,-99,119,71,60,87,71,119,51,65,91,71,122,110,168,191,,,,,,,,
10/02/2014,10,61,84,91,81,59,-99,112,70,76,79,77,115,78,52,78,77,134,121,148,156,,,,,,,,
10/02/2014,11,49,72,99,121,49,-99,85,66,75,90,74,73,70,66,79,87,112,124,101,118,,,,,,,,
10/02/2014,12,43,44,84,105,35,-99,29,74,64,78,69,57,61,9,38,85,65,94,90,85,,,,,,,,
10/02/2014,13,39,53,49,68,32,-99,35,64,37,99,57,53,44,-99,30,46,19,63,39,81,,,,,,,,
10/02/2014,14,33,46,36,62,31,-99,34,45,58,79,50,47,47,31,39,47,19,73,40,44,,,,,,,,
10/02/2014,15,30,65,54,68,44,-99,27,45,43,53,66,51,53,43,51,45,21,61,45,43,,,,,,,,
10/02/2014,16,40,53,46,62,39,-99,37,42,34,41,45,37,48,27,49,54,32,59,43,50,,,,,,,,
10/02/2014,17,37,61,49,76,37,-99,54,41,29,39,23,45,37,21,45,68,36,52,45,48,,,,,,,,
10/02/2014,18,-99,67,57,159,48,-99,68,43,35,48,58,41,45,10,39,69,34,52,42,62,,,,,,,,
10/02/2014,19,47,69,60,94,61,-99,63,-99,56,58,49,33,67,57,114,76,42,83,112,69,,,,,,,,
10/02/2014,20,66,78,84,77,62,-99,64,62,76,86,67,72,72,155,127,71,102,89,134,120,,,,,,,,
10/02/2014,21,44,58,53,78,47,-99,62,35,62,49,49,44,50,55,98,46,77,74,75,74,,,,,,,,
10/02/2014,22,31,72,37,91,35,-99,59,23,27,42,30,36,36,24,87,43,49,44,55,58,,,,,,,,
10/02/2014,23,37,70,46,69,41,-99,44,33,42,40,37,45,33,41,21,63,71,40,117,40,,,,,,,,
10/02/2014,24,35,42,58,88,37,-99,36,49,49,58,29,40,27,32,27,57,50,37,88,32,,,,,,,,
11/02/2014,1,31,29,53,39,30,-99,31,42,40,56,-99,46,22,29,27,46,69,40,100,35,,,,,,,,
11/02/2014,2,28,10,42,44,22,-99,17,35,41,40,30,46,27,25,45,52,34,48,125,74,,,,,,,,
11/02/2014,3,26,8,23,70,18,-99,21,24,34,40,36,66,19,22,39,62,31,38,103,73,,,,,,,,
11/02/2014,4,31,16,18,48,14,-99,10,24,28,33,9,69,16,18,45,24,25,28,79,77,,,,,,,,
11/02/2014,5,34,19,17,49,13,-99,10,25,32,39,16,66,12,19,41,10,16,55,66,71,,,,,,,,
11/02/2014,6,28,25,30,81,17,-99,21,31,46,53,12,58,18,24,31,24,60,59,93,117,,,,,,,,
11/02/2014,7,36,50,53,89,31,-99,48,34,50,61,19,56,33,62,47,55,55,55,106,151,,,,,,,,
11/02/2014,8,54,136,79,132,49,-99,108,49,62,66,51,76,45,68,87,82,110,78,226,120,,,,,,,,
11/02/2014,9,82,124,83,170,49,-99,128,65,71,87,43,87,58,63,100,85,145,89,154,182,,,,,,,,
11/02/2014,10,67,156,85,129,36,-99,107,57,76,99,63,108,57,63,91,116,152,103,143,143,,,,,,,,
11/02/2014,11,57,181,72,56,51,-99,86,56,70,86,62,67,45,74,66,107,104,81,130,112,,,,,,,,
11/02/2014,12,51,124,78,18,50,-99,64,69,58,84,49,49,57,53,18,89,92,50,171,87,,,,,,,,
11/02/2014,13,39,115,80,57,50,-99,55,54,37,75,36,58,66,18,33,69,46,51,63,68,,,,,,,,
11/02/2014,14,36,93,-99,71,45,-99,49,58,42,66,46,60,45,47,62,94,38,48,74,66,,,,,,,,
11/02/2014,15,48,124,-99,99,52,-99,51,51,42,67,51,70,57,65,40,97,54,59,94,72,,,,,,,,
11/02/2014,16,57,60,-99,80,56,-99,52,52,49,59,65,71,65,103,80,82,45,72,58,86,,,,,,,,
11/02/2014,17,62,78,-99,114,77,-99,80,58,61,106,76,60,90,60,64,69,49,68,51,99,,,,,,,,
11/02/2014,18,76,-99,-99,183,89,-99,114,35,89,37,72,94,30,118,143,89,148,67,230,97,,,,,,,,
11/02/2014,19,-99,22,-99,212,28,-99,41,46,37,51,22,52,26,26,19,81,56,25,92,33,,,,,,,,
11/02/2014,20,70,60,-99,74,31,-99,71,45,36,44,43,49,26,40,60,71,40,38,34,31,,,,,,,,
11/02/2014,21,38,79,-99,52,25,-99,13,17,38,41,16,40,17,52,57,32,62,40,52,48,,,,,,,,
11/02/2014,22,41,19,-99,22,15,-99,15,29,26,32,-99,26,13,-99,19,52,39,25,59,59,,,,,,,,
11/02/2014,23,35,54,-99,31,16,-99,42,32,23,38,21,39,22,33,33,73,34,38,71,25,,,,,,,,
11/02/2014,24,31,22,-99,23,10,-99,38,42,38,48,50,41,16,57,13,43,23,34,86,38,,,,,,,,
12/02/2014,1,44,40,-99,44,13,-99,33,44,38,53,45,32,23,34,40,60,46,40,84,48,,,,,,,,
12/02/2014,2,35,47,-99,36,14,-99,22,36,32,55,32,38,22,-99,8,64,28,25,66,47,,,,,,,,
12/02/2014,3,37,43,-99,24,19,-99,21,31,38,53,39,37,13,7,25,63,42,49,94,51,,,,,,,,
12/02/2014,4,36,18,-99,35,19,-99,19,38,37,74,14,39,17,53,30,40,57,67,91,54,,,,,,,,
12/02/2014,5,32,34,-99,32,17,-99,28,37,45,55,23,45,17,22,21,35,55,73,79,56,,,,,,,,
12/02/2014,6,30,4,-99,60,16,-99,29,46,97,60,45,55,21,43,40,56,58,64,90,73,,,,,,,,
12/02/2014,7,38,59,-99,77,20,-99,61,59,102,93,49,66,28,35,17,69,78,51,131,95,,,,,,,,
12/02/2014,8,44,91,-99,149,26,-99,101,64,56,102,51,73,39,28,58,68,108,69,156,127,,,,,,,,
12/02/2014,9,46,183,-99,93,26,-99,95,78,58,104,48,82,36,65,91,114,137,94,124,135,,,,,,,,
12/02/2014,10,34,103,-99,94,26,-99,69,94,80,102,95,82,-99,81,75,145,119,107,135,145,,,,,,,,
12/02/2014,11,23,63,-99,86,51,-99,59,111,70,87,77,82,70,87,28,81,72,69,55,113,,,,,,,,
12/02/2014,12,21,58,-99,4,70,-99,48,45,35,48,98,63,80,-99,12,55,12,50,33,82,,,,,,,,
12/02/2014,13,24,-99,-99,-99,69,-99,32,55,21,64,41,44,86,-99,19,52,-99,49,22,76,,,,,,,,
12/02/2014,14,21,-99,-99,22,57,-99,33,61,39,43,62,42,79,55,17,43,9,62,22,51,,,,,,,,
12/02/2014,15,26,95,-99,30,52,-99,3,47,44,56,67,45,61,14,37,39,2,70,2,46,,,,,,,,
12/02/2014,16,29,51,-99,52,42,-99,8,32,40,56,62,48,50,16,60,20,3,72,24,49,,,,,,,,
12/02/2014,17,38,48,-99,40,23,-99,39,30,37,33,17,29,25,15,58,24,21,54,37,37,,,,,,,,
12/02/2014,18,33,51,-99,60,23,-99,42,24,31,30,33,34,25,4,25,35,19,46,41,55,,,,,,,,
12/02/2014,19,36,54,-99,90,30,-99,41,37,39,46,35,41,26,36,61,54,17,49,85,84,,,,,,,,
12/02/2014,20,58,63,-99,173,31,-99,53,49,48,56,46,61,45,48,73,68,71,63,154,77,,,,,,,,
12/02/2014,21,44,78,-99,104,34,-99,54,60,67,81,40,58,45,89,108,58,105,81,88,68,,,,,,,,
12/02/2014,22,49,74,-99,65,26,-99,53,42,59,60,36,46,39,49,97,64,72,53,74,60,,,,,,,,
12/02/2014,23,39,66,-99,88,35,-99,36,48,50,67,40,54,44,37,48,50,79,61,84,69,,,,,,,,
12/02/2014,24,30,45,-99,90,38,-99,35,45,54,63,32,48,34,53,53,46,62,65,37,44,,,,,,,,
13/02/2014,1,41,31,-99,89,30,-99,26,43,46,53,23,39,29,40,54,34,45,54,44,34,,,,,,,,
13/02/2014,2,45,29,-99,68,31,-99,21,38,42,50,15,39,32,37,42,30,42,50,47,65,,,,,,,,
13/02/2014,3,31,28,-99,53,28,-99,22,34,39,55,22,38,30,23,35,37,39,58,53,57,,,,,,,,
13/02/2014,4,33,29,-99,57,26,-99,23,48,74,52,31,38,26,29,34,30,41,40,50,59,,,,,,,,
13/02/2014,5,29,29,-99,71,24,-99,22,52,37,41,24,41,23,39,40,25,38,43,54,66,,,,,,,,
13/02/2014,6,35,43,-99,111,21,-99,30,51,38,64,17,41,42,43,50,34,41,54,78,83,,,,,,,,
13/02/2014,7,39,68,-99,120,29,-99,50,59,53,70,46,50,69,34,45,44,68,72,121,111,,,,,,,,
13/02/2014,8,49,156,-99,175,51,-99,111,77,59,117,38,75,74,58,-99,76,92,101,201,109,,,,,,,,
13/02/2014,9,-99,108,-99,185,48,-99,103,75,54,96,57,93,45,84,-99,90,144,84,136,132,,,,,,,,
13/02/2014,10,-99,91,-99,97,31,-99,101,92,63,90,44,108,53,71,74,99,140,76,142,145,,,,,,,,
13/02/2014,11,-99,123,-99,122,55,-99,-99,75,93,88,71,91,84,57,60,98,104,106,143,130,,,,,,,,
13/02/2014,12,18,117,-99,12,74,-99,42,69,73,65,68,69,86,19,11,74,59,82,59,88,,,,,,,,
13/02/2014,13,40,48,-99,63,74,-99,37,54,33,53,70,57,92,-99,15,46,14,49,22,86,,,,,,,,
13/02/2014,14,39,48,-99,64,72,-99,23,57,23,70,29,58,76,-99,32,39,-99,43,9,85,,,,,,,,
13/02/2014,15,37,102,-99,80,55,-99,39,58,27,78,60,64,68,-99,5,47,8,-99,24,93,,,,,,,,
13/02/2014,16,29,57,-99,12,50,-99,44,72,37,62,51,31,67,-99,44,65,39,-99,-99,70,,,,,,,,
13/02/2014,17,34,60,-99,73,56,-99,52,68,50,76,45,40,75,-99,30,65,27,-99,-99,81,,,,,,,,
13/02/2014,18,43,51,-99,166,60,-99,63,64,56,70,63,51,87,-99,54,75,29,48,48,86,,,,,,,,
13/02/2014,19,43,125,-99,131,60,-99,73,58,49,-99,73,53,75,-99,141,76,48,52,37,112,,,,,,,,
13/02/2014,20,93,176,-99,84,58,-99,83,51,66,-99,66,89,56,-99,67,81,63,68,102,116,,,,,,,,
13/02/2014,21,89,78,-99,80,29,-99,79,67,48,-99,52,82,50,-99,47,69,136,72,136,110,,,,,,,,
13/02/2014,22,73,61,-99,68,23,-99,87,54,50,-99,71,82,36,-99,113,77,103,82,175,122,,,,,,,,
13/02/2014,23,79,76,-99,70,25,-99,81,69,45,80,55,91,39,-99,86,70,-99,68,130,139,,,,,,,,
13/02/2014,24,96,61,-99,72,24,-99,71,59,43,69,40,90,52,-99,51,63,-99,61,147,142,,,,,,,,
14/02/2014,1,78,49,-99,51,30,-99,63,51,45,79,48,88,48,-99,62,54,-99,61,114,106,,,,,,,,
14/02/2014,2,67,75,-99,54,30,-99,54,62,56,77,47,82,39,-99,61,43,46,58,123,95,,,,,,,,
14/02/2014,3,52,49,-99,40,26,-99,47,54,55,68,38,103,37,-99,48,47,42,64,108,99,,,,,,,,
