FECHA,HORA,TAC,FAC,SAG,TLA,XAL,MER,PED,CES,TLI,ATI,VIF,PLA,LAG,AZC,UIZ,TAX,SUR,IZT
02/01/2009,22,61,67,56,75,64,79,61,57,74,56,-99,71,64,65,69,-99,-99,71
02/01/2009,23,51,60,63,73,70,76,60,51,71,27,-99,65,75,67,64,-99,-99,69
02/01/2009,24,47,49,58,50,65,71,33,55,59,42,-99,53,68,53,62,-99,-99,62
03/01/2009,1,51,33,60,45,58,62,40,54,41,24,-99,33,49,43,65,-99,-99,61
03/01/2009,2,48,39,51,43,59,58,55,48,41,35,-99,52,47,43,58,-99,-99,62
03/01/2009,3,47,32,48,40,55,62,35,45,46,30,-99,54,56,44,55,-99,-99,54
03/01/2009,4,49,32,44,36,53,58,15,46,49,32,-99,43,52,40,57,-99,-99,54
03/01/2009,5,41,32,36,36,45,56,14,38,43,33,-99,30,49,35,48,-99,-99,50
03/01/2009,6,39,34,31,35,44,54,27,39,47,35,-99,30,47,34,46,-99,-99,46
03/01/2009,7,37,35,31,39,41,52,30,41,44,36,-99,37,42,35,47,-99,-99,45
03/01/2009,8,44,37,35,35,62,49,33,43,41,38,-99,39,46,35,57,-99,-99,47
03/01/2009,9,67,47,44,56,61,68,47,61,48,43,-99,58,67,49,69,-99,-99,57
03/01/2009,10,73,57,56,91,54,76,63,94,69,72,-99,64,103,75,75,-99,-99,89
03/01/2009,11,69,58,60,77,69,81,55,77,76,69,-99,51,91,73,63,-99,-99,79
03/01/2009,12,108,65,48,68,39,52,52,59,46,77,-99,65,57,96,43,-99,-99,51
03/01/2009,13,57,81,21,59,25,33,35,54,32,64,-99,47,36,47,31,-99,-99,31
03/01/2009,14,46,68,17,48,18,-99,29,42,35,60,-99,36,42,44,25,-99,-99,29
03/01/2009,15,42,57,20,53,22,-99,27,25,41,55,-99,30,42,41,21,-99,-99,33
03/01/2009,16,40,54,20,51,22,-99,19,36,42,49,-99,28,34,40,25,-99,-99,30
03/01/2009,17,40,59,36,45,25,-99,17,41,42,48,-99,29,47,39,18,-99,-99,28
03/01/2009,18,40,76,34,50,20,-99,20,50,50,62,-99,43,51,45,20,-99,-99,39
03/01/2009,19,54,68,38,48,21,-99,36,46,33,74,-99,52,56,59,27,-99,-99,41
03/01/2009,20,45,46,37,65,28,-99,42,47,31,73,-99,66,60,64,36,-99,-99,44
03/01/2009,21,34,64,41,70,44,-99,39,46,41,76,-99,52,61,75,34,-99,-99,42
03/01/2009,22,37,59,45,68,43,-99,41,43,53,55,-99,44,61,78,41,-99,-99,51
03/01/2009,23,74,72,48,63,47,-99,41,49,70,42,-99,49,64,74,62,-99,-99,60
03/01/2009,24,74,74,41,51,59,-99,49,45,58,46,-99,53,62,67,61,-99,-99,65
04/01/2009,1,69,59,47,52,52,-99,46,39,56,38,-99,54,56,64,47,-99,-99,50
04/01/2009,2,51,47,42,41,47,-99,47,44,53,38,-99,48,54,53,55,-99,-99,49
04/01/2009,3,36,42,41,40,42,-99,41,34,50,33,-99,39,51,41,51,-99,-99,44
04/01/2009,4,29,28,43,34,41,-99,38,32,43,31,-99,35,43,40,40,-99,-99,48
04/01/2009,5,29,27,34,34,34,-99,27,29,32,30,-99,26,45,39,48,-99,-99,42
04/01/2009,6,32,31,34,32,34,-99,17,33,31,29,-99,21,47,32,45,-99,-99,38
04/01/2009,7,33,32,35,31,35,-99,26,32,38,31,-99,24,43,32,43,-99,-99,39
04/01/2009,8,33,32,35,31,37,-99,30,37,36,34,-99,31,38,32,43,-99,-99,39
04/01/2009,9,45,37,35,35,42,-99,40,41,41,35,-99,39,46,44,49,-99,-99,49
04/01/2009,10,81,65,44,63,56,-99,45,62,44,-99,-99,46,52,67,74,-99,-99,81
04/01/2009,11,80,68,55,67,56,-99,35,78,40,55,-99,50,56,54,83,-99,-99,74
04/01/2009,12,78,59,34,54,32,-99,31,62,41,35,-99,47,44,50,49,-99,-99,47
04/01/2009,13,51,40,21,45,19,-99,40,43,37,40,-99,51,34,47,31,-99,-99,37
04/01/2009,14,33,46,17,30,18,-99,37,41,32,41,-99,35,26,32,31,-99,-99,30
04/01/2009,15,35,38,12,22,7,-99,29,39,23,32,-99,36,22,27,23,-99,-99,29
04/01/2009,16,29,38,11,-99,8,-99,23,16,16,-99,-99,26,17,24,17,-99,-99,20
04/01/2009,17,26,40,17,21,10,-99,20,29,13,29,-99,26,19,23,13,-99,-99,20
04/01/2009,18,37,71,33,-99,11,-99,23,33,28,40,-99,29,42,37,16,-99,-99,24
04/01/2009,19,57,100,32,60,20,-99,21,41,35,61,-99,44,53,55,31,-99,-99,29
04/01/2009,20,38,75,37,53,38,-99,21,55,44,56,-99,71,52,43,40,-99,-99,33
04/01/2009,21,37,68,48,69,63,-99,22,52,56,43,-99,73,55,51,52,-99,-99,51
04/01/2009,22,61,49,54,59,65,-99,56,41,54,34,-99,66,67,70,65,-99,-99,64
04/01/2009,23,70,50,54,42,68,-99,41,58,52,22,-99,56,54,40,-99,-99,-99,67
04/01/2009,24,59,49,61,41,64,-99,34,50,48,20,-99,47,49,55,66,-99,-99,60
05/01/2009,1,35,41,50,-99,58,-99,35,49,34,17,-99,40,51,52,64,-99,-99,57
05/01/2009,2,27,32,47,-99,52,-99,23,34,45,20,-99,28,46,47,58,-99,-99,54
05/01/2009,3,23,21,43,-99,44,-99,16,44,47,20,-99,23,45,37,52,-99,-99,51
05/01/2009,4,22,20,43,30,42,-99,14,34,33,19,-99,29,41,31,49,-99,-99,49
05/01/2009,5,31,19,36,31,42,-99,15,26,42,26,-99,33,42,34,50,-99,-99,47
05/01/2009,6,39,31,37,36,45,-99,24,45,45,34,-99,35,39,35,49,-99,-99,50
05/01/2009,7,43,41,40,40,59,-99,36,38,48,41,-99,42,39,39,49,-99,-99,48
05/01/2009,8,43,42,39,42,55,-99,38,43,49,-99,-99,42,40,43,51,-99,-99,47
05/01/2009,9,48,43,48,55,67,-99,41,58,53,48,-99,49,53,57,63,-99,-99,61
05/01/2009,10,99,79,47,58,79,-99,47,86,59,67,-99,69,83,62,85,-99,-99,95
05/01/2009,11,105,65,-99,72,53,-99,61,79,66,63,-99,79,70,70,67,-99,-99,78
05/01/2009,12,86,74,-99,49,21,-99,68,47,47,50,-99,89,34,60,41,-99,-99,40
05/01/2009,13,48,72,-99,33,17,-99,39,20,23,41,-99,47,37,39,11,-99,-99,22
05/01/2009,14,28,49,-99,27,16,-99,8,19,20,42,-99,13,24,28,10,-99,-99,10
05/01/2009,15,16,25,17,22,9,-99,11,13,20,37,-99,13,-99,19,9,-99,-99,10
05/01/2009,16,18,26,19,18,12,-99,10,15,19,27,-99,17,-99,19,11,-99,-99,11
05/01/2009,17,20,30,20,17,15,-99,11,14,19,28,-99,18,-99,22,15,-99,-99,12
05/01/2009,18,25,26,25,25,20,25,18,24,23,36,-99,28,-99,28,25,-99,-99,20
05/01/2009,19,30,34,32,40,39,36,41,28,31,55,-99,47,-99,28,33,-99,-99,32
05/01/2009,20,36,41,52,45,48,44,31,33,46,55,-99,50,-99,32,37,-99,-99,41
05/01/2009,21,42,43,58,48,57,57,48,48,42,54,-99,50,-99,31,41,-99,-99,50
05/01/2009,22,50,50,53,42,58,54,45,46,40,50,-99,43,-99,43,46,-99,-99,49
05/01/2009,23,55,52,49,59,55,54,41,36,60,48,-99,41,-99,60,43,-99,-99,52
05/01/2009,24,58,51,48,55,58,53,38,44,57,45,-99,41,-99,58,51,-99,-99,49
06/01/2009,1,53,53,47,54,55,55,37,43,44,40,-99,37,-99,58,46,-99,-99,49
06/01/2009,2,48,47,46,58,52,51,33,40,55,39,-99,34,-99,56,48,-99,-99,47
06/01/2009,3,48,46,43,40,44,46,28,39,50,36,-99,30,47,55,47,-99,-99,43
06/01/2009,4,44,42,40,38,41,44,28,39,45,37,-99,32,45,47,46,-99,-99,39
06/01/2009,5,43,45,40,37,40,44,25,39,47,39,-99,34,43,38,44,-99,-99,39
06/01/2009,6,44,46,35,40,46,43,20,44,49,40,-99,28,48,42,42,-99,-99,36
06/01/2009,7,42,45,36,43,51,45,28,50,45,44,-99,37,47,41,43,-99,-99,38
06/01/2009,8,46,49,35,52,65,57,31,43,49,47,-99,43,65,49,46,-99,-99,42
06/01/2009,9,57,57,49,78,58,62,30,-99,57,56,-99,43,54,89,30,-99,-99,45
06/01/2009,10,65,90,58,62,64,46,43,-99,76,-99,-99,50,40,58,14,-99,-99,40
06/01/2009,11,34,58,40,35,41,30,35,21,56,-99,-99,25,33,32,11,-99,-99,21
06/01/2009,12,35,-99,18,32,12,18,20,16,24,36,-99,28,21,32,15,-99,-99,17
06/01/2009,13,26,-99,15,28,16,18,20,9,21,34,-99,25,23,23,9,-99,-99,16
06/01/2009,14,-99,12,19,17,16,17,16,20,21,28,-99,23,22,11,-99,-99,-99,19
06/01/2009,15,12,14,20,18,16,22,19,24,16,24,-99,20,15,14,13,-99,-99,20
06/01/2009,16,15,13,26,20,18,33,16,29,20,18,-99,16,24,15,13,-99,-99,18
06/01/2009,17,16,16,27,21,26,39,14,21,20,9,-99,13,28,15,16,-99,-99,13
06/01/2009,18,21,22,34,23,31,-99,22,35,19,17,-99,20,32,17,23,-99,-99,27
06/01/2009,19,33,29,48,36,49,-99,30,42,35,29,-99,25,63,32,41,-99,-99,62
06/01/2009,20,23,28,55,42,72,67,27,37,41,31,-99,32,46,36,67,-99,-99,50
06/01/2009,21,33,36,58,40,74,49,42,55,44,33,-99,40,31,38,68,-99,-99,59
06/01/2009,22,40,38,53,36,61,40,42,52,32,34,-99,36,34,39,63,-99,-99,63
06/01/2009,23,37,33,49,35,58,48,39,50,37,35,-99,34,36,40,62,-99,-99,61
06/01/2009,24,37,31,45,32,54,62,33,47,37,30,-99,37,51,35,58,-99,-99,53
07/01/2009,1,34,30,40,33,52,53,23,41,37,23,-99,31,50,34,56,-99,-99,49
07/01/2009,2,32,28,38,30,46,48,22,35,37,23,-99,29,46,30,46,-99,-99,46
07/01/2009,3,30,24,36,29,42,47,22,31,36,28,-99,29,41,30,47,-99,-99,42
07/01/2009,4,30,22,35,31,42,41,15,28,39,18,-99,27,32,18,44,-99,-99,40
07/01/2009,5,30,22,32,32,41,39,10,28,38,23,-99,27,35,23,41,-99,-99,37
07/01/2009,6,34,26,31,32,43,39,14,28,34,31,-99,25,32,31,39,-99,-99,36
07/01/2009,7,38,32,34,36,41,42,35,39,39,35,-99,34,33,35,40,-99,-99,44
07/01/2009,8,41,41,32,38,39,51,35,34,42,36,-99,38,35,39,41,-99,-99,39
07/01/2009,9,44,39,44,43,52,44,39,49,49,34,-99,46,39,49,53,-99,-99,48
07/01/2009,10,42,52,69,57,89,49,39,51,45,63,-99,50,-99,61,69,-99,-99,60
07/01/2009,11,49,52,76,68,111,60,48,70,38,44,-99,63,-99,-99,81,-99,-99,60
07/01/2009,12,54,42,41,46,93,58,42,59,45,34,-99,45,-99,-99,68,-99,-99,47
07/01/2009,13,50,51,24,65,62,54,48,53,61,44,-99,52,53,-99,53,-99,-99,35
07/01/2009,14,-99,61,24,61,50,-99,36,59,56,47,-99,48,57,51,58,-99,-99,50
07/01/2009,15,-99,50,24,43,32,-99,34,48,34,46,-99,43,52,35,45,-99,-99,55
07/01/2009,16,42,38,17,37,26,-99,33,32,24,37,-99,44,41,38,22,-99,-99,35
07/01/2009,17,45,48,25,55,34,-99,41,23,30,48,-99,49,46,33,20,-99,-99,31
07/01/2009,18,59,77,47,67,95,52,55,37,38,45,-99,61,62,48,34,-99,-99,57
07/01/2009,19,127,105,76,75,95,93,66,65,64,87,-99,94,102,95,55,-99,-99,75
07/01/2009,20,113,99,69,89,95,95,65,61,-99,65,-99,100,99,102,70,-99,-99,88
07/01/2009,21,105,97,67,95,95,99,63,52,94,53,-99,94,98,106,74,-99,-99,79
07/01/2009,22,95,86,65,87,79,86,62,61,88,58,-99,80,101,98,74,-99,-99,77
07/01/2009,23,82,79,67,79,74,95,61,69,82,43,-99,74,98,88,78,-99,-99,77
07/01/2009,24,71,63,56,72,72,91,48,65,79,36,-99,68,87,79,75,-99,-99,73
08/01/2009,1,68,57,52,62,64,78,37,57,70,37,-99,61,86,66,78,-99,-99,75
08/01/2009,2,43,43,49,52,57,79,34,56,69,27,-99,50,74,58,71,-99,-99,70
08/01/2009,3,45,36,44,52,56,75,24,41,64,24,-99,42,72,50,58,-99,-99,63
08/01/2009,4,45,26,42,46,56,64,25,39,69,31,-99,42,66,47,59,-99,-99,57
08/01/2009,5,40,29,41,44,50,57,42,34,69,36,-99,33,57,45,51,-99,-99,53
08/01/2009,6,48,33,38,44,47,57,44,46,59,44,-99,38,58,44,58,-99,-99,49
08/01/2009,7,51,47,42,48,59,69,45,48,62,50,-99,49,61,45,58,-99,-99,50
08/01/2009,8,52,50,43,50,61,72,50,42,62,51,-99,58,52,51,54,-99,-99,61
08/01/2009,9,75,56,55,63,78,85,59,61,75,67,-99,62,64,68,71,-99,-99,73
08/01/2009,10,151,109,71,87,122,108,63,71,117,76,-99,87,106,123,120,-99,-99,-99
08/01/2009,11,168,178,69,116,115,149,94,72,133,76,-99,97,138,159,89,-99,-99,-99
08/01/2009,12,107,128,63,71,101,144,43,85,87,52,-99,53,96,93,112,-99,-99,87
08/01/2009,13,60,67,37,78,48,65,21,67,51,65,-99,29,54,62,65,-99,-99,60
08/01/2009,14,66,65,31,88,45,-99,34,53,25,56,-99,39,44,77,34,81,-99,34
08/01/2009,15,73,70,27,54,42,38,44,29,-99,23,13,40,35,65,31,88,-99,35
08/01/2009,16,49,33,20,38,36,38,40,34,19,20,11,43,38,33,32,91,-99,29
08/01/2009,17,34,24,17,35,38,75,41,23,23,17,12,53,44,26,30,88,-99,32
08/01/2009,18,39,24,27,42,59,87,66,32,33,21,23,51,51,28,61,131,-99,46
08/01/2009,19,-99,58,47,81,76,104,83,48,53,48,37,86,93,74,89,121,-99,91
08/01/2009,20,91,79,44,85,56,103,80,90,80,43,52,88,88,85,67,130,-99,107
08/01/2009,21,85,71,51,81,55,94,71,83,70,39,62,84,88,77,86,123,-99,103
08/01/2009,22,80,69,48,78,55,93,53,90,79,33,53,74,83,74,92,117,-99,103
08/01/2009,23,72,62,45,69,65,84,39,83,70,31,52,63,78,68,87,103,-99,84
08/01/2009,24,62,55,41,63,83,73,27,72,66,30,56,57,71,67,87,93,-99,73
09/01/2009,1,46,55,46,57,70,80,15,63,62,19,56,49,66,58,78,79,-99,64
09/01/2009,2,32,32,38,44,50,74,15,60,57,20,52,38,61,55,73,70,-99,69
09/01/2009,3,28,24,35,38,46,66,15,49,56,20,48,30,59,41,72,57,-99,71
09/01/2009,4,28,24,34,38,43,51,21,46,47,24,37,29,52,49,61,46,-99,62
09/01/2009,5,36,29,30,43,40,48,41,50,53,31,33,36,50,49,45,43,-99,50
09/01/2009,6,45,43,31,46,39,52,41,45,54,46,31,43,49,47,45,47,-99,45
09/01/2009,7,52,49,35,56,37,55,44,52,60,50,27,51,43,52,-99,52,-99,47
09/01/2009,8,57,57,36,60,50,60,51,51,53,52,26,65,51,55,67,53,-99,56
09/01/2009,9,77,63,42,67,65,92,62,56,72,59,34,73,66,78,68,61,-99,76
09/01/2009,10,211,88,56,110,105,118,81,67,105,76,52,98,110,123,63,73,-99,127
09/01/2009,11,188,128,66,113,90,128,83,83,98,79,56,107,137,146,68,87,-99,-99
09/01/2009,12,178,118,62,116,94,94,72,73,65,107,45,102,98,136,-99,99,-99,-99
09/01/2009,13,102,71,53,67,84,60,68,73,25,49,22,124,69,56,-99,117,-99,-99
09/01/2009,14,-99,60,31,42,45,56,44,42,25,27,16,79,60,41,29,94,-99,-99
09/01/2009,15,53,58,22,44,35,55,47,48,30,34,21,59,55,40,27,79,-99,41
09/01/2009,16,50,45,18,49,31,51,46,33,32,28,19,48,54,38,27,79,-99,38
09/01/2009,17,46,58,-99,42,34,40,39,66,35,34,17,44,55,44,31,92,-99,46
09/01/2009,18,54,101,49,51,46,52,42,67,47,53,20,66,77,53,27,62,34,55
09/01/2009,19,94,121,53,108,46,-99,56,65,87,99,79,60,97,102,36,62,49,70
09/01/2009,20,118,107,62,105,54,103,67,74,86,99,58,84,107,111,56,74,91,74
09/01/2009,21,99,113,70,101,65,104,70,67,101,76,59,98,103,112,87,89,74,93
09/01/2009,22,98,83,75,90,101,104,72,75,73,33,85,92,107,94,85,82,72,92
09/01/2009,23,83,83,71,68,88,101,68,71,77,29,79,82,104,80,77,75,76,82
09/01/2009,24,73,77,65,68,81,89,45,68,70,36,74,75,95,81,80,76,-99,78
10/01/2009,1,64,64,65,70,73,84,31,62,69,37,67,61,92,69,79,72,77,76
10/01/2009,2,48,46,58,58,75,84,20,55,66,46,63,49,77,63,73,67,65,70
10/01/2009,3,28,36,54,52,67,79,16,52,71,42,56,41,71,55,69,61,61,65
10/01/2009,4,36,46,49,50,57,77,17,44,63,26,45,30,64,51,63,53,57,60
10/01/2009,5,37,40,46,45,51,68,17,43,60,29,37,33,59,50,61,52,53,56
10/01/2009,6,41,45,40,51,50,60,34,41,61,42,33,45,56,52,57,47,49,53
10/01/2009,7,56,50,40,55,57,56,29,49,68,53,33,55,54,52,60,48,47,52
10/01/2009,8,59,55,42,55,61,63,52,44,62,57,31,71,58,50,58,49,45,54
10/01/2009,9,78,60,48,64,78,76,60,59,71,72,35,69,75,71,69,55,49,78
10/01/2009,10,176,105,63,90,111,99,73,77,86,73,54,83,106,120,88,60,51,121
10/01/2009,11,166,148,78,121,124,141,79,86,103,60,57,88,141,148,110,113,48,162
10/01/2009,12,95,84,76,99,118,121,50,131,63,79,39,76,111,88,138,101,46,149
10/01/2009,13,68,45,33,65,73,98,43,82,27,46,17,53,90,75,70,87,35,81
10/01/2009,14,50,42,23,30,28,78,41,55,17,27,14,49,87,36,50,102,48,70
10/01/2009,15,40,32,19,29,35,31,39,50,17,21,10,48,41,32,33,96,50,43
10/01/2009,16,36,35,18,25,30,22,35,49,15,17,12,33,38,26,25,83,42,30
10/01/2009,17,36,25,21,26,39,38,-99,54,20,26,12,36,43,26,23,52,29,35
10/01/2009,18,42,31,26,36,33,67,32,72,27,28,13,46,54,35,28,86,37,44
10/01/2009,19,51,42,33,52,28,49,44,55,39,29,23,46,52,56,47,91,55,38
10/01/2009,20,50,37,35,43,29,37,59,46,38,44,29,61,47,39,55,44,49,40
10/01/2009,21,47,40,40,39,35,55,52,38,29,47,20,47,49,36,56,52,64,52
10/01/2009,22,42,26,35,39,41,48,40,51,37,38,24,36,44,39,62,48,44,46
10/01/2009,23,47,35,40,38,42,45,38,34,37,23,23,38,43,38,46,44,41,39
10/01/2009,24,40,26,32,31,41,44,29,36,39,27,23,36,45,35,44,47,39,37
11/01/2009,1,28,31,17,29,40,41,28,34,34,34,19,33,39,27,42,45,38,31
11/01/2009,2,36,30,11,31,34,41,36,32,20,35,13,29,41,33,43,41,31,32
11/01/2009,3,27,15,9,28,33,36,33,24,16,19,9,25,36,25,39,38,28,27
11/01/2009,4,21,13,9,21,20,34,26,18,14,12,7,19,32,17,34,32,19,21
11/01/2009,5,26,17,17,18,17,31,23,18,13,12,7,15,27,19,34,30,21,23
11/01/2009,6,35,20,23,24,17,33,23,24,28,13,15,21,30,25,36,35,30,24
11/01/2009,7,34,28,27,34,26,39,25,27,34,18,27,27,34,34,37,36,31,29
11/01/2009,8,36,32,29,34,27,38,29,25,32,29,26,31,35,34,35,36,31,35
11/01/2009,9,37,34,29,34,32,35,30,25,35,30,30,31,29,38,34,33,29,37
11/01/2009,10,47,34,36,41,31,52,28,29,46,34,29,32,44,40,31,36,28,31
11/01/2009,11,54,44,33,42,29,43,35,22,39,34,33,38,47,48,27,34,26,28
11/01/2009,12,55,55,24,47,31,57,28,29,43,40,37,33,53,51,28,47,19,35
11/01/2009,13,48,49,16,34,18,-99,25,28,37,33,19,33,37,39,26,52,18,33
11/01/2009,14,31,38,12,19,7,-99,20,15,12,27,10,31,26,25,13,29,7,13
11/01/2009,15,21,25,12,15,5,19,9,8,11,24,9,12,19,21,7,21,5,12
11/01/2009,16,16,28,13,17,9,15,8,22,14,22,10,11,21,16,7,29,6,8
11/01/2009,17,15,27,19,18,6,15,9,26,18,25,13,19,27,17,10,34,10,14
11/01/2009,18,22,28,19,20,8,20,11,26,24,31,22,23,28,26,13,24,10,19
11/01/2009,19,34,37,25,22,14,26,17,16,27,37,24,29,34,28,27,16,17,19
11/01/2009,20,34,42,32,36,26,36,27,26,35,39,27,49,45,39,37,23,19,26
11/01/2009,21,38,24,45,33,42,49,39,35,27,37,19,40,47,29,44,37,33,48
11/01/2009,22,39,16,42,36,47,39,42,42,31,34,21,40,43,32,49,54,49,36
11/01/2009,23,33,15,30,23,35,36,24,37,38,24,33,47,37,25,44,51,46,28
11/01/2009,24,31,34,31,27,32,34,18,31,37,24,30,40,34,26,40,49,37,27
12/01/2009,1,39,32,29,-99,29,40,23,29,34,21,30,31,39,32,38,41,37,27
12/01/2009,2,34,40,28,-99,28,38,21,25,32,23,28,25,37,33,35,37,32,32
12/01/2009,3,37,31,27,-99,25,31,16,23,32,29,23,28,33,34,30,35,31,28
12/01/2009,4,36,25,24,34,26,28,20,20,29,28,21,27,29,33,29,30,28,26
12/01/2009,5,35,25,21,32,24,28,31,20,28,27,23,30,29,32,29,30,26,25
12/01/2009,6,33,30,21,31,20,29,29,21,28,25,23,30,28,31,29,35,27,25
12/01/2009,7,34,31,19,35,25,34,32,-99,29,26,24,30,31,35,28,34,27,26
12/01/2009,8,34,37,19,34,25,37,32,22,29,28,22,31,34,34,28,29,28,25
12/01/2009,9,82,49,38,42,53,44,41,32,39,38,26,36,34,50,37,39,34,34
12/01/2009,10,88,76,46,63,75,50,56,53,73,53,34,59,60,66,60,62,48,50
12/01/2009,11,89,70,38,76,74,65,53,60,66,45,36,69,89,71,58,67,59,55
12/01/2009,12,84,65,28,60,51,68,55,45,28,41,33,77,91,78,37,82,45,53
12/01/2009,13,76,69,19,37,34,43,55,22,22,34,25,74,69,-99,21,46,35,36
12/01/2009,14,74,54,17,37,37,56,50,21,34,23,26,60,67,43,20,32,31,31
12/01/2009,15,49,43,20,34,46,-99,44,43,34,16,26,55,69,38,25,62,32,38
12/01/2009,16,48,42,24,43,54,66,39,32,25,23,23,57,69,36,36,45,37,36
12/01/2009,17,44,37,29,51,54,-99,45,35,22,25,22,54,73,37,33,38,34,42
12/01/2009,18,57,55,32,56,64,-99,29,27,30,38,25,50,74,59,31,34,31,39
12/01/2009,19,66,41,39,59,63,-99,41,31,42,40,35,61,77,64,41,37,38,46
12/01/2009,20,49,31,30,41,42,-99,45,30,50,40,36,49,52,36,40,47,43,42
12/01/2009,21,37,22,31,30,31,53,53,45,37,22,33,53,53,31,57,71,47,49
12/01/2009,22,36,17,24,27,38,36,32,19,36,29,30,28,36,21,37,44,29,27
12/01/2009,23,37,31,26,52,37,52,23,32,45,27,37,32,57,33,45,58,28,38
12/01/2009,24,34,39,25,43,41,47,29,22,35,30,41,32,49,40,43,47,43,45
13/01/2009,1,25,29,31,32,45,43,17,31,41,35,43,30,43,32,34,38,36,43
13/01/2009,2,20,18,32,23,42,44,14,12,48,20,39,18,35,21,21,29,23,35
13/01/2009,3,17,17,22,29,36,-99,14,13,43,19,31,19,32,16,29,29,17,29
