FECHA;HORA;ACO;AJM;ATI;BJU;CAM;CCA;CHO;CUA;CUT;FAC;FAR;HGM;INN;IZT;LLA;LPR;MER;MGH;MON;MPA;NEZ;PED;SAC;SAG;SFE;SJA;TAH;TLA;TLI;UAX;UIZ;VIF;XAL
06/07/2019;11;-99;2;-99;-99;-99;4;-99;2;14;7;8;3;1;5;-99;2;5;6;1;3;-99;3;6;11;3;-99;-99;8;11;5;-99;12;6
06/07/2019;12;-99;2;-99;-99;-99;3;-99;2;8;5;6;3;1;4;-99;2;6;3;2;2;-99;3;6;4;2;-99;-99;7;8;4;-99;4;5
06/07/2019;13;-99;2;-99;-99;-99;3;-99;2;3;5;2;3;2;3;-99;1;3;3;1;3;-99;3;3;2;2;-99;-99;4;2;4;-99;2;3
06/07/2019;14;-99;3;-99;-99;-99;2;-99;2;1;2;1;1;2;1;-99;1;1;2;0;3;-99;3;1;1;2;-99;-99;2;1;2;-99;1;1
06/07/2019;15;-99;1;-99;-99;-99;0;-99;1;1;1;0;0;2;0;-99;1;0;0;0;2;-99;1;0;1;1;-99;-99;1;1;1;-99;1;1
06/07/2019;16;-99;1;-99;-99;-99;0;-99;0;1;1;1;0;1;0;-99;0;0;0;1;1;-99;1;1;1;0;-99;1;2;2;2;-99;2;1
06/07/2019;17;-99;1;-99;-99;-99;1;-99;0;1;1;1;1;1;1;-99;1;1;1;0;1;-99;1;2;2;0;-99;1;3;1;2;-99;2;1
06/07/2019;18;-99;1;-99;-99;-99;0;-99;0;1;1;2;2;1;1;-99;1;4;1;0;1;-99;1;1;3;0;-99;1;2;1;2;-99;2;2
06/07/2019;19;-99;1;-99;-99;-99;0;-99;0;1;1;1;1;1;1;-99;1;4;1;0;1;-99;1;1;2;0;-99;1;2;1;2;-99;1;2
06/07/2019;20;-99;1;-99;-99;-99;0;-99;0;1;1;2;1;0;1;-99;1;2;0;1;1;-99;1;1;2;0;-99;1;2;2;1;-99;1;1
06/07/2019;21;-99;1;-99;-99;-99;0;-99;0;0;1;1;1;0;0;-99;1;1;0;0;1;-99;1;1;2;0;-99;1;1;2;1;-99;1;1
06/07/2019;22;-99;1;-99;-99;-99;0;-99;0;0;1;1;0;0;0;-99;0;1;0;0;1;-99;1;1;2;0;-99;1;1;2;1;-99;1;1
06/07/2019;23;-99;1;-99;-99;-99;0;-99;0;1;0;1;0;0;1;-99;0;1;0;0;1;-99;1;0;1;0;-99;1;5;2;1;-99;2;1
06/07/2019;24;-99;0;-99;-99;-99;0;-99;0;1;0;1;0;0;0;-99;1;1;0;1;1;-99;1;0;2;0;-99;1;1;2;1;-99;2;1
07/07/2019;1;-99;1;-99;-99;-99;0;-99;0;0;0;1;1;0;0;-99;1;1;0;1;0;-99;0;0;2;0;-99;1;1;2;1;-99;1;1
07/07/2019;2;-99;0;-99;-99;-99;0;-99;0;0;0;1;0;0;0;-99;0;1;0;1;1;-99;0;0;1;0;-99;1;1;2;1;-99;1;1
07/07/2019;3;-99;0;-99;-99;-99;0;-99;0;0;1;0;0;0;0;-99;0;1;0;1;1;-99;0;0;2;0;-99;1;9;2;1;-99;2;1
07/07/2019;4;-99;0;-99;-99;-99;2;-99;0;0;1;0;3;0;0;-99;0;1;0;1;1;-99;0;0;1;0;-99;1;17;4;1;-99;2;1
07/07/2019;5;-99;0;-99;-99;-99;1;-99;0;0;1;1;9;0;1;-99;0;1;0;1;1;-99;0;0;1;0;-99;1;19;3;2;-99;4;1
07/07/2019;6;-99;1;-99;-99;-99;1;-99;0;0;1;0;15;0;6;-99;0;1;0;1;1;-99;0;0;1;0;-99;1;39;7;1;-99;4;1
07/07/2019;7;-99;1;-99;-99;-99;0;-99;1;0;1;0;17;0;9;-99;1;2;3;1;1;-99;0;0;1;0;-99;1;30;31;1;-99;3;1
07/07/2019;8;-99;2;-99;-99;-99;5;-99;3;4;7;1;20;0;14;-99;1;21;12;1;2;-99;1;0;2;1;-99;1;46;32;2;-99;5;1
07/07/2019;9;-99;7;-99;-99;-99;9;-99;4;68;28;1;15;1;11;-99;1;22;17;2;2;-99;3;2;3;3;-99;3;33;27;4;-99;5;1
07/07/2019;10;-99;5;-99;-99;-99;7;-99;4;52;19;2;10;1;7;-99;1;10;15;3;2;-99;4;3;3;3;-99;2;23;18;5;-99;5;1
07/07/2019;11;-99;4;-99;-99;-99;3;-99;5;27;14;2;5;2;3;-99;1;-99;10;2;2;-99;4;2;3;3;-99;2;12;13;4;-99;4;1
07/07/2019;12;-99;4;-99;-99;-99;2;-99;3;15;8;1;2;3;2;-99;1;2;2;1;1;-99;3;2;2;3;-99;1;6;8;3;-99;4;2
07/07/2019;13;-99;2;-99;-99;-99;2;-99;3;5;5;1;1;3;1;-99;1;2;2;1;1;-99;2;1;2;2;-99;1;3;4;2;-99;2;2
07/07/2019;14;-99;2;-99;-99;-99;1;-99;2;3;2;1;1;3;2;-99;1;2;1;1;1;-99;2;1;1;2;-99;1;2;4;2;-99;1;2
07/07/2019;15;-99;1;-99;-99;-99;1;-99;1;1;2;1;1;2;1;-99;1;1;1;1;1;-99;1;1;1;1;-99;1;2;2;2;-99;1;1
07/07/2019;16;-99;1;-99;-99;-99;1;-99;1;1;1;1;1;1;1;-99;1;1;1;1;1;-99;1;1;1;1;-99;1;3;2;2;-99;1;1
07/07/2019;17;-99;1;-99;-99;-99;1;-99;1;2;1;1;1;1;1;-99;1;1;1;1;1;-99;1;0;1;1;-99;1;2;2;1;-99;1;1
07/07/2019;18;-99;1;-99;-99;-99;1;-99;1;1;1;1;1;1;1;-99;1;1;1;1;1;-99;1;0;2;1;-99;1;2;2;1;-99;1;1
07/07/2019;19;-99;1;-99;-99;-99;0;-99;0;1;1;1;1;1;1;-99;1;1;1;1;1;-99;1;0;1;1;-99;1;2;1;1;-99;2;1
07/07/2019;20;-99;1;-99;-99;-99;0;-99;0;1;1;1;1;1;1;-99;1;1;1;1;1;-99;1;0;1;0;-99;1;2;1;1;-99;1;1
07/07/2019;21;-99;1;-99;-99;-99;0;-99;0;1;1;1;1;1;1;-99;0;3;1;1;1;-99;1;1;1;0;-99;1;2;2;1;-99;1;1
07/07/2019;22;-99;1;-99;-99;-99;0;-99;0;1;1;1;1;0;1;-99;1;3;0;1;1;-99;1;1;1;0;-99;1;2;2;1;-99;1;1
07/07/2019;23;-99;1;-99;-99;-99;0;-99;0;1;1;1;1;0;1;-99;1;2;0;1;1;-99;1;1;1;0;-99;0;2;2;1;-99;1;1
07/07/2019;24;-99;1;-99;-99;-99;0;-99;0;1;1;0;2;0;1;-99;1;2;0;1;1;-99;1;0;2;0;-99;1;1;2;1;-99;1;1
08/07/2019;1;-99;1;-99;-99;-99;0;-99;0;1;1;0;1;0;1;-99;1;2;0;0;1;-99;1;0;1;0;-99;1;1;2;1;-99;1;1
08/07/2019;2;-99;1;-99;-99;-99;1;-99;0;0;1;0;1;0;1;-99;0;1;1;0;1;-99;1;0;1;0;-99;1;3;2;1;-99;3;1
08/07/2019;3;-99;1;-99;-99;-99;0;-99;0;0;1;0;4;0;1;-99;1;1;2;1;1;-99;1;0;1;0;-99;0;30;2;1;-99;4;1
08/07/2019;4;-99;1;-99;-99;-99;0;-99;0;0;0;1;12;0;1;-99;0;1;2;1;1;-99;0;0;1;0;-99;1;18;4;1;-99;2;1
08/07/2019;5;-99;1;-99;-99;-99;0;-99;0;1;0;0;27;0;5;-99;1;2;2;1;1;-99;0;0;1;0;-99;1;9;3;1;-99;9;1
08/07/2019;6;-99;1;-99;-99;-99;0;-99;1;1;1;1;14;0;12;-99;1;3;3;2;1;-99;0;1;1;0;-99;1;5;3;1;-99;3;3
08/07/2019;7;-99;1;-99;-99;-99;1;-99;2;1;3;1;9;0;3;-99;1;3;4;2;1;-99;1;1;1;1;-99;1;4;6;1;-99;2;3
08/07/2019;8;-99;6;-99;-99;-99;2;-99;5;2;2;0;9;0;4;-99;1;14;15;1;1;-99;1;2;1;5;-99;2;7;4;1;-99;6;2
08/07/2019;9;-99;12;-99;-99;-99;8;-99;16;7;5;0;6;1;4;-99;1;10;12;1;3;-99;4;2;1;15;-99;2;8;7;3;-99;9;1
08/07/2019;10;-99;4;-99;-99;-99;3;-99;12;9;8;1;4;1;3;-99;1;7;7;1;2;-99;5;2;3;8;-99;4;8;7;5;-99;8;1
08/07/2019;11;-99;3;-99;-99;-99;3;-99;6;6;6;1;3;-99;3;-99;1;4;6;1;2;-99;3;2;2;5;-99;5;5;5;5;-99;6;2
08/07/2019;12;-99;3;-99;-99;-99;2;-99;2;5;4;1;2;-99;2;-99;1;2;3;1;2;-99;3;2;2;3;-99;3;5;3;3;-99;4;2
08/07/2019;13;-99;2;-99;-99;-99;1;-99;2;11;4;2;1;-99;1;-99;1;2;2;1;2;-99;2;1;3;2;-99;1;4;6;2;-99;8;2
08/07/2019;14;-99;2;-99;-99;-99;1;-99;2;65;3;1;2;2;1;-99;1;2;2;1;2;-99;2;2;2;2;-99;1;5;14;2;-99;31;2
08/07/2019;15;-99;2;-99;-99;-99;2;-99;2;16;5;2;2;2;1;-99;7;2;3;1;-99;-99;2;1;-99;2;-99;1;24;39;2;-99;16;10
08/07/2019;16;-99;2;-99;-99;-99;1;-99;2;8;24;4;3;2;1;-99;7;3;8;1;1;-99;2;1;-99;2;-99;1;23;11;2;-99;7;8
08/07/2019;17;-99;2;-99;-99;-99;1;-99;3;4;5;1;3;1;2;-99;2;2;3;1;1;-99;1;1;-99;2;-99;1;6;4;1;-99;3;2
08/07/2019;18;-99;1;-99;-99;-99;2;-99;2;2;2;1;2;0;1;-99;1;1;1;1;1;-99;1;1;-99;1;-99;2;3;2;1;-99;2;1
08/07/2019;19;-99;1;-99;-99;-99;2;-99;3;1;1;1;2;0;0;-99;1;1;1;1;1;-99;1;1;-99;2;-99;2;2;2;1;-99;1;1
08/07/2019;20;-99;2;-99;-99;-99;2;-99;1;1;1;1;2;0;0;-99;1;1;1;1;2;-99;1;1;1;2;-99;4;2;2;1;-99;2;1
08/07/2019;21;-99;2;-99;-99;-99;1;-99;1;1;1;1;2;0;1;-99;1;1;1;2;1;-99;1;1;1;1;-99;3;3;3;1;-99;2;1
08/07/2019;22;-99;2;-99;-99;-99;1;-99;1;1;1;1;1;0;1;-99;1;1;1;2;1;-99;1;1;1;1;-99;2;2;3;1;-99;2;1
08/07/2019;23;-99;1;-99;-99;-99;1;-99;0;1;1;1;1;0;1;-99;1;1;0;1;2;-99;0;1;2;0;-99;2;2;3;1;-99;2;1
08/07/2019;24;-99;2;-99;-99;-99;1;-99;0;1;0;0;1;0;1;-99;1;1;1;1;2;-99;1;1;2;1;-99;2;1;2;1;-99;2;1
09/07/2019;1;-99;1;-99;-99;-99;1;-99;0;0;0;0;1;0;0;-99;1;1;1;1;1;-99;0;1;2;0;-99;1;2;3;1;-99;1;1
09/07/2019;2;-99;1;-99;-99;-99;0;-99;0;1;0;0;1;0;1;-99;1;1;0;1;1;-99;1;1;2;0;-99;1;1;3;1;-99;1;1
09/07/2019;3;-99;1;-99;-99;-99;0;-99;0;1;0;0;1;0;0;-99;1;0;1;0;1;-99;0;1;2;0;-99;1;1;3;1;-99;1;1
09/07/2019;4;-99;1;-99;-99;-99;0;-99;0;1;0;1;1;0;0;-99;1;1;0;1;1;-99;0;0;1;0;-99;1;1;2;1;-99;1;1
09/07/2019;5;-99;1;-99;-99;-99;0;-99;0;2;0;1;1;0;1;-99;1;2;2;1;1;-99;0;0;1;0;-99;1;1;2;1;-99;1;3
09/07/2019;6;-99;1;-99;-99;-99;0;-99;1;2;1;1;1;0;2;-99;1;1;2;1;1;-99;0;1;1;1;-99;1;2;3;1;-99;1;4
09/07/2019;7;-99;1;-99;-99;-99;0;-99;0;2;2;1;1;0;2;-99;2;1;2;2;1;-99;1;2;1;1;-99;1;4;3;1;-99;2;3
09/07/2019;8;-99;2;-99;-99;-99;1;-99;1;3;2;0;2;1;1;-99;2;3;4;2;2;-99;1;1;1;1;-99;1;6;3;1;-99;2;2
09/07/2019;9;-99;3;-99;-99;-99;1;-99;1;2;3;1;2;1;1;-99;2;5;3;2;2;-99;1;3;2;1;-99;1;7;5;2;-99;2;2
09/07/2019;10;-99;2;-99;-99;-99;2;-99;1;2;2;1;2;1;1;-99;2;4;2;2;2;-99;1;3;2;1;-99;2;7;5;3;-99;3;1
09/07/2019;11;-99;2;-99;-99;-99;1;-99;1;2;2;2;2;1;1;-99;1;-99;2;2;2;-99;1;3;2;1;-99;2;6;6;3;-99;3;2
09/07/2019;12;-99;2;-99;-99;-99;1;-99;1;2;2;-99;2;1;2;-99;1;-99;2;2;2;-99;1;3;3;1;-99;2;4;4;3;-99;3;2
09/07/2019;13;-99;2;-99;-99;-99;1;-99;1;1;3;-99;1;1;1;-99;1;-99;2;2;2;-99;1;3;2;1;-99;2;3;3;3;-99;2;2
09/07/2019;14;-99;2;-99;-99;-99;1;-99;1;1;3;-99;1;1;1;-99;1;-99;1;1;2;-99;1;2;2;1;-99;3;3;3;2;-99;2;2
09/07/2019;15;-99;2;-99;-99;-99;1;-99;2;1;2;-99;1;2;1;-99;1;1;1;1;2;-99;1;1;2;1;-99;1;2;3;2;-99;2;2
09/07/2019;16;-99;2;-99;-99;-99;1;-99;1;1;1;-99;1;2;1;-99;1;1;1;1;1;-99;1;1;2;1;-99;1;2;2;1;-99;2;1
09/07/2019;17;-99;1;-99;-99;-99;1;-99;0;2;1;-99;1;1;1;-99;1;1;1;0;1;-99;1;1;2;1;-99;1;2;3;1;-99;2;1
09/07/2019;18;-99;1;-99;-99;-99;0;-99;0;1;1;1;1;1;0;-99;1;1;1;0;1;-99;1;1;1;1;-99;1;1;2;1;-99;1;1
09/07/2019;19;-99;1;-99;-99;-99;0;-99;0;1;1;1;0;1;0;-99;1;1;0;0;1;-99;1;0;1;0;-99;1;1;1;1;-99;1;1
09/07/2019;20;-99;1;-99;-99;-99;0;-99;0;1;1;1;0;1;0;-99;1;1;0;0;1;-99;1;0;1;0;-99;0;2;1;1;-99;1;1
09/07/2019;21;-99;1;-99;-99;-99;0;-99;0;1;1;1;0;1;0;-99;1;1;0;0;1;-99;1;0;1;0;-99;0;2;1;1;-99;1;1
09/07/2019;22;-99;1;-99;-99;-99;0;-99;0;0;1;1;0;0;0;-99;1;1;0;1;1;-99;0;0;1;0;-99;0;1;1;1;-99;1;1
09/07/2019;23;-99;1;-99;-99;-99;0;-99;0;0;1;0;0;0;0;-99;1;1;0;1;1;-99;0;0;1;0;-99;0;3;1;1;-99;1;1
09/07/2019;24;-99;1;-99;-99;-99;0;-99;0;0;1;0;0;0;0;-99;0;1;1;1;1;-99;1;0;1;0;-99;0;3;2;1;-99;1;1
10/07/2019;1;-99;1;-99;-99;-99;1;-99;0;0;0;0;1;0;0;-99;1;1;0;0;1;-99;1;0;1;0;-99;0;1;2;1;-99;1;0
10/07/2019;2;-99;1;-99;-99;-99;0;-99;0;0;0;0;1;0;0;-99;0;1;0;0;1;-99;0;0;1;0;-99;0;2;2;1;-99;1;0
10/07/2019;3;-99;1;-99;-99;-99;0;-99;0;0;0;0;1;0;0;-99;0;1;0;0;1;-99;0;0;1;0;-99;0;1;2;1;-99;1;0
10/07/2019;4;-99;1;-99;-99;-99;0;-99;0;0;0;0;1;0;0;-99;0;1;0;1;1;-99;0;0;1;0;-99;1;2;2;1;-99;3;0
10/07/2019;5;-99;1;-99;-99;-99;0;-99;0;0;0;0;2;0;0;-99;0;1;1;1;1;-99;0;0;1;0;-99;1;11;12;1;-99;21;1
10/07/2019;6;-99;1;-99;-99;-99;0;-99;0;1;2;0;9;0;1;-99;1;1;1;1;1;-99;0;0;3;0;-99;1;28;38;1;-99;45;1
10/07/2019;7;-99;1;-99;-99;-99;7;-99;1;2;5;1;15;0;1;-99;1;2;7;1;1;-99;1;0;18;1;-99;1;31;40;1;-99;82;1
10/07/2019;8;-99;1;-99;-99;-99;13;-99;7;28;8;9;23;0;2;-99;1;5;15;1;1;-99;2;1;57;7;-99;2;32;37;1;-99;88;1
10/07/2019;9;-99;3;-99;-99;-99;10;-99;3;50;18;25;25;1;9;-99;1;24;22;6;1;-99;5;-99;60;6;-99;2;29;50;3;-99;57;2
10/07/2019;10;-99;5;-99;-99;-99;7;-99;1;30;15;14;15;1;10;-99;2;16;12;7;1;-99;7;-99;24;3;-99;2;19;47;5;-99;27;5
10/07/2019;11;-99;5;-99;-99;-99;7;-99;3;15;13;13;11;1;8;-99;3;12;12;2;1;-99;6;-99;-99;4;-99;2;14;31;7;-99;16;8
10/07/2019;12;-99;5;-99;-99;-99;6;-99;4;9;9;10;9;1;8;-99;4;9;8;1;1;-99;5;-99;-99;6;-99;1;11;16;7;-99;9;12
10/07/2019;13;-99;3;-99;-99;-99;5;-99;5;6;7;6;6;1;5;-99;4;7;7;1;1;-99;5;-99;-99;5;-99;1;11;6;5;-99;4;10
10/07/2019;14;-99;3;-99;-99;-99;4;-99;4;4;8;2;3;1;3;-99;3;3;5;1;2;-99;3;-99;-99;4;-99;3;6;3;4;-99;3;6
10/07/2019;15;-99;17;-99;-99;-99;15;-99;5;3;5;2;10;1;7;-99;2;7;11;1;3;-99;7;1;3;6;-99;7;5;3;10;-99;2;4
10/07/2019;16;-99;11;-99;-99;-99;4;-99;3;2;4;2;3;1;3;-99;2;3;6;3;4;-99;6;1;3;4;-99;6;11;5;3;-99;3;3
10/07/2019;17;-99;9;-99;-99;-99;6;-99;3;1;3;2;5;1;4;-99;1;5;6;3;4;-99;5;5;3;4;-99;5;5;5;8;-99;3;3
10/07/2019;18;-99;6;-99;-99;-99;3;-99;2;1;2;2;2;1;2;-99;1;3;3;1;3;-99;4;3;2;2;-99;4;2;2;5;-99;2;2
10/07/2019;19;-99;2;-99;-99;-99;1;-99;0;1;1;2;1;1;1;-99;1;2;1;0;3;-99;2;1;1;1;-99;2;2;2;2;-99;2;1
10/07/2019;20;-99;1;-99;-99;-99;0;-99;0;0;1;1;1;0;0;-99;1;1;0;0;1;-99;1;1;1;0;-99;1;2;2;1;-99;1;1
10/07/2019;21;-99;1;-99;-99;-99;0;-99;0;1;1;1;1;0;0;-99;1;1;0;0;1;-99;1;1;1;0;-99;0;1;2;1;-99;2;2
10/07/2019;22;-99;1;-99;-99;-99;0;-99;0;1;1;1;1;0;0;-99;1;1;0;1;1;-99;1;1;1;0;-99;0;1;2;1;-99;2;2
10/07/2019;23;-99;1;-99;-99;-99;0;-99;0;1;0;1;1;0;0;-99;1;1;0;1;0;-99;1;1;1;0;-99;0;1;2;1;-99;1;1
10/07/2019;24;-99;1;-99;-99;-99;0;-99;0;0;0;1;0;0;0;-99;1;1;0;1;1;-99;1;1;1;0;-99;0;1;2;1;-99;1;1
11/07/2019;1;-99;1;-99;-99;-99;0;-99;0;0;0;1;0;0;0;-99;1;1;1;1;1;-99;1;1;1;0;-99;0;1;2;1;-99;1;1
11/07/2019;2;-99;1;-99;-99;-99;0;-99;0;0;0;1;0;0;0;-99;1;1;1;0;1;-99;0;1;1;0;-99;1;2;1;1;-99;1;1
11/07/2019;3;-99;1;-99;-99;-99;0;-99;0;1;0;1;0;0;0;-99;1;1;0;1;1;-99;0;1;1;0;-99;1;2;2;1;-99;1;1
11/07/2019;4;-99;1;-99;-99;-99;0;-99;0;1;0;1;0;0;0;-99;1;0;0;1;1;-99;0;1;1;0;-99;1;2;2;1;-99;1;0
11/07/2019;5;-99;1;-99;-99;-99;0;-99;0;1;0;0;0;0;0;-99;1;0;1;1;1;-99;0;1;1;0;-99;1;2;2;1;-99;1;1
11/07/2019;6;-99;1;-99;-99;-99;0;-99;1;1;1;1;0;0;0;-99;1;1;1;1;1;-99;0;1;1;0;-99;1;3;2;1;-99;1;1
11/07/2019;7;-99;1;-99;-99;-99;1;-99;1;2;1;1;1;0;0;-99;1;1;1;2;1;-99;1;1;1;1;-99;1;4;2;1;-99;1;2
11/07/2019;8;-99;1;-99;-99;-99;1;-99;0;2;1;1;1;1;1;-99;-99;1;1;1;1;-99;1;1;1;1;-99;1;4;3;1;-99;1;2
11/07/2019;9;-99;1;-99;-99;-99;1;-99;0;1;1;0;2;1;2;-99;1;1;2;1;1;-99;1;2;1;1;-99;2;4;2;2;-99;2;1
11/07/2019;10;-99;1;-99;-99;-99;1;-99;0;4;2;0;2;2;1;-99;1;2;2;2;1;-99;1;2;2;1;-99;2;2;3;2;-99;10;-99
11/07/2019;11;-99;1;-99;-99;-99;1;-99;1;5;2;1;1;1;1;-99;1;2;2;2;1;-99;1;2;2;1;-99;2;4;3;2;-99;4;-99
11/07/2019;12;-99;1;-99;-99;-99;1;-99;1;3;2;1;1;1;1;-99;1;2;2;1;2;-99;1;3;2;1;-99;2;3;3;2;-99;3;-99
11/07/2019;13;-99;1;-99;-99;-99;1;-99;1;4;2;1;1;1;1;-99;1;2;1;1;2;-99;1;2;2;1;-99;2;3;4;2;-99;3;-99
11/07/2019;14;-99;1;-99;-99;-99;1;-99;0;3;2;1;1;0;1;-99;1;2;1;3;1;-99;1;2;2;0;-99;1;4;3;1;-99;2;-99
11/07/2019;15;-99;1;-99;-99;-99;0;-99;0;2;1;1;1;1;0;-99;1;1;1;16;1;-99;1;1;2;0;-99;2;2;2;1;-99;2;-99
11/07/2019;16;-99;1;-99;-99;-99;0;-99;0;1;1;1;1;1;0;-99;1;1;1;5;1;-99;1;1;1;1;-99;1;2;1;1;-99;2;-99
11/07/2019;17;-99;1;-99;-99;-99;0;-99;0;1;1;1;1;1;1;-99;1;1;1;4;1;-99;1;1;1;0;-99;1;3;1;1;-99;2;-99
11/07/2019;18;-99;1;-99;-99;-99;1;-99;0;1;1;1;1;1;1;-99;1;1;2;4;1;-99;1;1;1;0;-99;2;3;2;1;-99;2;-99
11/07/2019;19;-99;1;-99;-99;-99;1;-99;0;1;1;1;1;1;0;-99;1;1;1;2;2;-99;1;1;1;1;-99;3;5;2;1;-99;2;-99
11/07/2019;20;-99;1;-99;-99;-99;1;-99;0;1;2;1;2;0;1;-99;0;1;1;1;2;-99;1;1;1;1;-99;2;3;2;2;-99;2;-99
11/07/2019;21;-99;1;-99;-99;-99;1;-99;0;0;2;1;1;0;1;-99;0;1;1;2;2;-99;1;1;1;1;-99;2;3;2;1;-99;1;-99
11/07/2019;22;-99;1;-99;-99;-99;1;-99;0;0;1;1;1;0;1;-99;1;1;1;2;1;-99;1;1;1;0;-99;2;3;2;1;-99;1;-99
11/07/2019;23;-99;1;-99;-99;-99;1;-99;0;0;1;1;1;0;2;-99;1;1;1;2;1;-99;1;1;1;0;-99;2;3;2;1;-99;2;-99
11/07/2019;24;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
12/07/2019;1;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
12/07/2019;2;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
12/07/2019;3;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
12/07/2019;4;-99;1;-99;1;-99;0;-99;-99;1;1;1;1;-99;1;-99;-99;1;0;-99;-99;-99;1;1;-99;0;-99;1;3;2;1;-99;2;0
12/07/2019;5;-99;1;-99;1;-99;0;-99;-99;0;1;1;0;-99;0;-99;-99;0;0;-99;1;-99;0;1;-99;0;-99;0;2;2;1;-99;2;0
12/07/2019;6;-99;1;-99;1;-99;0;-99;-99;0;1;1;1;-99;0;-99;-99;1;1;-99;1;-99;0;1;-99;0;-99;1;2;2;1;-99;2;1
12/07/2019;7;-99;1;-99;1;-99;0;-99;-99;1;1;0;1;-99;0;-99;-99;1;2;-99;1;-99;1;1;-99;1;-99;1;3;2;1;-99;1;2
12/07/2019;8;-99;1;-99;1;-99;1;-99;-99;1;2;1;1;-99;1;-99;1;1;1;-99;1;-99;1;1;-99;1;-99;1;4;2;1;-99;2;2
12/07/2019;9;-99;1;-99;2;-99;1;-99;-99;1;3;0;1;-99;1;-99;1;1;2;-99;2;-99;1;2;-99;1;-99;1;3;3;1;-99;2;1
12/07/2019;10;-99;2;-99;3;-99;1;-99;-99;2;3;1;1;-99;1;-99;1;2;2;-99;1;-99;1;3;-99;1;-99;1;3;3;2;-99;2;1
12/07/2019;11;-99;1;-99;2;-99;1;-99;-99;3;2;1;1;-99;1;-99;1;3;1;-99;1;-99;1;3;2;1;-99;1;5;4;2;-99;2;1
12/07/2019;12;-99;1;-99;2;-99;1;-99;-99;3;3;2;1;-99;1;-99;1;2;1;-99;2;-99;1;3;1;1;-99;1;3;3;2;-99;3;1
12/07/2019;13;-99;1;-99;2;-99;1;-99;-99;3;3;2;2;-99;1;-99;1;2;1;-99;2;-99;1;2;2;0;-99;1;3;3;3;-99;3;2
12/07/2019;14;-99;1;-99;2;-99;1;-99;-99;2;1;3;1;1;2;-99;1;3;1;-99;2;-99;1;2;3;0;-99;1;3;3;2;-99;3;2
12/07/2019;15;-99;1;-99;1;-99;1;-99;-99;2;1;2;1;1;1;-99;1;2;1;-99;1;-99;1;1;2;0;-99;1;2;3;1;-99;3;2
12/07/2019;16;-99;1;-99;1;-99;0;-99;-99;1;1;2;1;1;1;-99;1;2;1;-99;1;-99;-99;2;2;0;-99;1;2;2;1;-99;2;2
12/07/2019;17;-99;2;-99;1;-99;1;-99;-99;2;1;1;1;1;1;-99;2;2;1;-99;1;-99;1;2;2;0;-99;1;2;3;2;-99;2;2
12/07/2019;18;-99;2;-99;2;-99;0;-99;-99;1;1;1;1;1;2;-99;1;2;1;-99;1;-99;1;1;1;1;-99;2;3;2;2;-99;1;2
12/07/2019;19;-99;1;-99;2;-99;1;-99;-99;1;1;1;1;1;-99;-99;1;1;1;-99;2;-99;1;1;1;1;-99;1;3;1;2;-99;1;1
12/07/2019;20;-99;1;-99;2;-99;1;-99;-99;0;1;1;1;1;0;-99;1;1;1;-99;1;-99;1;1;1;0;-99;1;2;2;1;-99;1;1
12/07/2019;21;-99;1;-99;1;-99;0;-99;-99;0;1;1;1;1;0;-99;1;1;0;-99;1;-99;1;1;1;0;-99;1;1;2;1;-99;1;1
12/07/2019;22;-99;1;-99;1;-99;0;-99;-99;0;1;0;1;0;0;-99;1;1;0;-99;1;-99;0;1;1;0;-99;1;2;2;1;-99;1;0
12/07/2019;23;-99;1;-99;1;-99;0;-99;-99;0;1;1;1;0;1;-99;1;1;1;-99;1;-99;0;1;1;0;-99;1;2;3;1;-99;1;1
12/07/2019;24;-99;1;-99;1;-99;0;-99;-99;0;1;0;1;0;1;-99;1;1;0;-99;1;-99;1;1;1;0;-99;1;2;2;1;-99;1;1
13/07/2019;1;-99;1;-99;1;-99;0;-99;-99;0;1;0;1;0;0;1;1;1;1;-99;1;-99;0;1;1;0;-99;1;2;3;1;-99;1;0
13/07/2019;2;-99;1;-99;1;-99;0;-99;-99;0;1;0;1;0;0;1;1;1;0;-99;1;-99;0;1;1;0;-99;1;2;3;1;-99;1;0
13/07/2019;3;-99;1;-99;1;-99;0;-99;-99;0;1;0;1;0;0;1;1;1;1;-99;1;-99;0;1;1;0;-99;0;2;3;1;-99;1;0
13/07/2019;4;-99;1;-99;1;-99;0;-99;-99;0;1;0;1;0;0;1;1;1;0;-99;1;-99;0;1;1;0;-99;1;2;2;1;-99;1;0
