FECHA,HORA,MER,TLA,COY,UIZ,SJA,SAG,PER,CAM
27/02/2006,21,20,34,12,19,26,22,25,23
27/02/2006,22,30,30,15,14,25,19,29,25
27/02/2006,23,24,28,19,22,17,33,36,24
27/02/2006,24,22,26,18,21,9,44,40,26
28/02/2006,1,26,23,16,22,2,35,28,28
28/02/2006,2,26,15,11,28,6,30,45,28
28/02/2006,3,31,12,9,27,15,30,76,23
28/02/2006,4,33,11,29,40,16,26,64,20
28/02/2006,5,33,10,30,43,14,23,66,13
28/02/2006,6,39,19,28,39,11,22,45,20
28/02/2006,7,42,27,25,39,12,22,40,27
28/02/2006,8,36,51,23,41,18,29,35,35
28/02/2006,9,41,68,36,39,26,36,37,49
28/02/2006,10,48,57,47,30,46,37,26,35
28/02/2006,11,67,54,52,33,74,37,36,43
28/02/2006,12,62,56,47,39,89,36,42,46
28/02/2006,13,39,41,29,50,69,33,31,45
