FECHA,HORA,AJM,AJU,BJU,CAM,CCA,COY,GAM,HGM,INN,MER,MGH,MPA,NEZ,PED,SAG,SFE,SJA,TLA,UAX,UIZ,XAL,,,,,,,
05/01/2017,10,14,1,34,82,24,43,-99,-99,-99,74,39,-99,62,-99,-99,10,-99,48,23,-99,90,,,,,,,
05/01/2017,11,25,10,43,103,27,45,-99,-99,-99,66,48,-99,52,-99,-99,22,-99,67,29,-99,84,,,,,,,
05/01/2017,12,21,23,36,90,31,45,-99,-99,-99,58,46,-99,46,-99,-99,25,-99,56,20,-99,66,,,,,,,
05/01/2017,13,20,24,44,64,27,41,-99,-99,-99,49,46,-99,28,-99,-99,35,-99,38,31,-99,78,,,,,,,
05/01/2017,14,19,27,42,42,16,40,-99,-99,-99,51,35,-99,24,-99,-99,39,-99,-99,17,-99,86,,,,,,,
05/01/2017,15,18,18,19,16,9,26,-99,-99,-99,20,9,-99,16,-99,-99,10,-99,-99,6,-99,67,,,,,,,
05/01/2017,16,12,21,12,17,4,19,-99,-99,-99,23,12,-99,15,-99,-99,15,-99,-99,9,-99,57,,,,,,,
05/01/2017,17,13,17,22,13,7,16,-99,-99,-99,17,8,-99,18,-99,-99,15,-99,12,13,-99,35,,,,,,,
05/01/2017,18,11,24,16,15,15,19,-99,-99,-99,18,5,-99,24,-99,-99,15,-99,11,19,-99,16,,,,,,,
05/01/2017,19,17,36,22,22,18,18,-99,-99,-99,22,12,-99,27,-99,-99,18,-99,26,27,-99,27,,,,,,,
05/01/2017,20,15,-99,25,24,22,22,-99,-99,-99,44,22,-99,32,-99,-99,26,-99,19,25,-99,38,,,,,,,
05/01/2017,21,19,32,29,30,19,23,-99,-99,-99,50,27,-99,27,-99,-99,26,-99,31,34,-99,45,,,,,,,
05/01/2017,22,19,24,34,38,25,30,-99,-99,-99,50,29,-99,31,-99,-99,22,-99,28,39,-99,67,,,,,,,
05/01/2017,23,20,20,41,31,28,37,-99,-99,21,92,41,-99,39,-99,-99,19,-99,33,40,-99,60,,,,,,,
05/01/2017,24,22,17,45,35,24,49,-99,-99,19,35,41,-99,39,-99,-99,14,-99,19,50,-99,59,,,,,,,
06/01/2017,1,25,24,40,40,27,47,-99,-99,15,57,35,-99,56,-99,-99,19,-99,33,46,-99,60,,,,,,,
06/01/2017,2,24,19,40,41,31,43,-99,-99,13,39,36,-99,57,-99,-99,16,-99,30,38,-99,70,,,,,,,
06/01/2017,3,21,19,36,32,25,35,-99,-99,13,47,34,-99,58,-99,-99,13,-99,21,41,-99,99,,,,,,,
06/01/2017,4,15,16,34,19,22,33,-99,-99,14,44,39,16,51,-99,-99,16,-99,17,45,-99,146,,,,,,,
06/01/2017,5,14,14,35,26,23,32,-99,-99,11,44,35,18,52,-99,-99,10,-99,23,40,-99,278,,,,,,,
06/01/2017,6,13,15,37,32,21,36,-99,-99,8,53,35,16,59,-99,-99,12,-99,22,39,-99,263,,,,,,,
06/01/2017,7,14,15,38,46,21,39,-99,-99,8,91,39,16,57,-99,-99,9,-99,25,46,-99,415,,,,,,,
06/01/2017,8,12,12,39,63,25,43,-99,-99,5,107,47,19,49,-99,-99,6,-99,25,44,-99,352,,,,,,,
06/01/2017,9,15,17,41,47,23,46,-99,-99,5,76,45,22,53,-99,-99,5,-99,36,41,-99,280,,,,,,,
06/01/2017,10,15,14,42,102,27,46,-99,-99,3,65,38,26,70,-99,-99,11,-99,64,26,-99,129,,,,,,,
06/01/2017,11,22,8,43,69,32,40,-99,-99,6,69,36,27,70,-99,-99,26,-99,86,29,-99,98,,,,,,,
06/01/2017,12,24,33,45,64,32,35,-99,-99,10,41,37,25,56,-99,-99,33,-99,76,28,-99,50,,,,,,,
06/01/2017,13,25,35,39,40,23,39,-99,-99,14,48,44,17,18,-99,-99,30,-99,47,11,-99,51,,,,,,,
06/01/2017,14,29,29,37,25,27,38,-99,-99,8,26,37,18,29,-99,-99,42,-99,46,18,-99,51,,,,,,,
06/01/2017,15,29,24,40,37,22,39,-99,-99,15,36,33,19,22,-99,-99,39,-99,41,21,-99,64,,,,,,,
06/01/2017,16,26,34,38,42,26,38,-99,-99,9,35,31,27,15,-99,-99,42,-99,33,26,-99,37,,,,,,,
06/01/2017,17,27,31,37,37,24,34,-99,-99,23,45,35,22,20,-99,-99,35,-99,19,29,-99,32,,,,,,,
06/01/2017,18,29,40,40,36,25,35,-99,-99,25,34,34,25,36,-99,-99,33,-99,29,39,-99,31,,,,,,,
06/01/2017,19,31,37,40,35,15,41,-99,-99,24,47,31,31,28,-99,-99,38,-99,28,33,-99,41,,,,,,,
06/01/2017,20,30,29,39,37,24,42,-99,-99,27,32,35,21,32,-99,-99,28,-99,38,35,-99,47,,,,,,,
06/01/2017,21,30,19,46,48,30,46,-99,-99,34,32,31,26,30,-99,-99,27,-99,46,33,-99,47,,,,,,,
06/01/2017,22,29,20,48,41,39,47,-99,-99,27,67,38,26,25,-99,-99,27,-99,38,49,-99,60,,,,,,,
06/01/2017,23,26,25,45,43,32,49,-99,-99,19,38,35,31,37,-99,-99,24,-99,37,52,-99,64,,,,,,,
06/01/2017,24,23,25,52,37,27,55,-99,-99,17,54,30,31,35,-99,-99,16,-99,20,58,-99,59,,,,,,,
07/01/2017,1,19,25,46,28,19,51,-99,-99,17,27,41,36,56,-99,-99,20,-99,25,61,-99,62,,,,,,,
07/01/2017,2,20,21,38,24,25,35,-99,-99,18,35,25,38,69,-99,-99,21,-99,24,62,-99,68,,,,,,,
07/01/2017,3,15,22,34,23,26,33,-99,-99,12,36,25,29,57,-99,-99,15,-99,19,50,-99,75,,,,,,,
07/01/2017,4,16,21,34,24,24,37,-99,-99,9,41,29,22,51,-99,-99,17,-99,16,38,-99,67,,,,,,,
07/01/2017,5,25,19,46,24,28,47,-99,-99,9,44,29,18,56,-99,-99,13,-99,28,40,-99,62,,,,,,,
07/01/2017,6,23,14,41,23,24,42,-99,-99,7,55,27,21,59,-99,-99,19,-99,22,40,-99,77,,,,,,,
07/01/2017,7,19,16,41,26,24,43,-99,-99,9,46,29,20,43,-99,-99,18,-99,28,40,-99,67,,,,,,,
07/01/2017,8,25,19,42,30,24,46,-99,-99,9,58,28,19,41,-99,-99,23,-99,36,45,-99,64,,,,,,,
07/01/2017,9,31,26,39,42,18,47,-99,-99,10,44,26,31,30,-99,-99,28,-99,41,36,-99,89,,,,,,,
07/01/2017,10,27,23,38,48,27,-99,-99,-99,15,40,33,48,39,-99,-99,23,-99,55,44,-99,72,,,,,,,
07/01/2017,11,33,30,54,47,32,-99,-99,-99,18,62,50,60,37,-99,-99,34,-99,58,46,-99,65,,,,,,,
07/01/2017,12,36,38,56,58,35,-99,-99,-99,20,66,48,62,45,-99,-99,41,-99,67,35,-99,63,,,,,,,
07/01/2017,13,43,49,67,60,41,-99,-99,-99,28,60,53,74,48,-99,-99,52,-99,70,46,-99,73,,,,,,,
07/01/2017,14,50,41,77,72,46,-99,-99,-99,32,78,57,62,48,-99,-99,35,-99,70,32,-99,67,,,,,,,
07/01/2017,15,45,26,59,54,44,-99,-99,-99,41,70,54,49,42,-99,-99,25,-99,52,30,-99,71,,,,,,,
07/01/2017,16,44,30,41,58,29,-99,-99,-99,39,57,52,30,33,-99,-99,30,-99,45,25,-99,42,,,,,,,
07/01/2017,17,34,27,39,54,23,-99,-99,-99,34,28,43,24,21,-99,-99,40,-99,32,24,-99,31,,,,,,,
07/01/2017,18,38,27,41,27,32,-99,-99,-99,41,6,37,26,32,-99,-99,41,-99,39,31,-99,35,,,,,,,
07/01/2017,19,36,24,32,29,32,-99,-99,-99,36,38,32,26,32,-99,-99,36,-99,41,39,-99,27,,,,,,,
07/01/2017,20,36,15,29,30,32,-99,-99,-99,36,28,38,27,20,-99,-99,31,-99,52,30,-99,22,,,,,,,
07/01/2017,21,20,17,34,28,30,-99,-99,-99,21,4,26,30,22,-99,-99,21,-99,21,29,-99,22,,,,,,,
07/01/2017,22,26,30,28,27,28,-99,-99,-99,22,39,21,33,22,-99,-99,23,-99,26,33,-99,20,,,,,,,
07/01/2017,23,26,15,21,24,22,-99,-99,-99,19,39,17,34,24,-99,-99,22,-99,18,32,-99,22,,,,,,,
07/01/2017,24,28,26,23,31,20,-99,-99,-99,19,32,21,31,25,-99,-99,16,-99,36,25,-99,32,,,,,,,
08/01/2017,1,26,28,24,40,22,-99,-99,-99,19,32,24,30,40,-99,-99,25,-99,44,31,-99,32,,,,,,,
08/01/2017,2,31,20,22,43,27,-99,-99,-99,20,42,22,29,39,-99,-99,16,-99,40,33,-99,35,,,,,,,
08/01/2017,3,30,21,29,41,29,-99,-99,-99,19,43,18,29,20,-99,-99,21,-99,57,27,-99,36,,,,,,,
08/01/2017,4,29,26,25,44,29,-99,-99,-99,18,46,19,26,29,-99,-99,24,-99,51,16,-99,36,,,,,,,
08/01/2017,5,23,18,35,44,26,-99,-99,-99,16,52,27,30,35,-99,-99,27,-99,37,24,-99,40,,,,,,,
08/01/2017,6,23,22,43,40,36,-99,-99,-99,12,41,32,22,32,-99,-99,32,-99,26,44,-99,41,,,,,,,
08/01/2017,7,39,18,35,36,40,-99,-99,-99,13,50,33,38,28,-99,-99,38,-99,34,40,-99,46,,,,,,,
08/01/2017,8,44,36,40,44,37,-99,-99,-99,14,65,31,35,18,-99,-99,41,-99,36,43,-99,40,,,,,,,
08/01/2017,9,56,23,40,51,43,-99,-99,-99,10,48,34,42,14,-99,-99,51,-99,36,31,-99,29,,,,,,,
08/01/2017,10,60,20,41,50,45,-99,-99,-99,18,55,46,43,19,-99,-99,58,-99,36,42,-99,32,,,,,,,
08/01/2017,11,65,18,50,45,54,-99,-99,-99,14,27,45,56,31,-99,-99,64,-99,35,57,-99,50,,,,,,,
08/01/2017,12,69,54,56,48,60,-99,-99,-99,9,65,46,61,45,-99,-99,69,-99,33,62,-99,49,,,,,,,
08/01/2017,13,70,76,53,54,54,-99,-99,-99,14,44,45,72,55,-99,-99,71,-99,42,68,-99,57,,,,,,,
08/01/2017,14,73,76,58,48,47,-99,-99,-99,16,52,49,75,56,-99,-99,70,-99,49,67,-99,65,,,,,,,
08/01/2017,15,75,76,61,61,46,-99,-99,-99,26,60,54,85,65,-99,-99,74,-99,58,61,-99,65,,,,,,,
08/01/2017,16,73,76,66,57,46,-99,-99,-99,25,70,57,81,64,-99,-99,64,-99,66,59,-99,63,,,,,,,
08/01/2017,17,74,54,55,51,47,-99,-99,-99,21,62,53,77,68,-99,-99,48,-99,65,50,-99,62,,,,,,,
08/01/2017,18,74,43,55,55,48,-99,-99,-99,15,64,48,81,66,-99,-99,47,-99,68,50,-99,66,,,,,,,
08/01/2017,19,64,51,61,58,49,-99,-99,-99,24,60,46,73,54,-99,-99,45,-99,55,78,-99,71,,,,,,,
08/01/2017,20,26,54,72,58,48,-99,-99,-99,15,71,77,48,64,-99,-99,31,-99,65,88,-99,74,,,,,,,
08/01/2017,21,41,32,67,46,23,-99,-99,-99,23,59,49,52,64,-99,-99,35,-99,36,89,-99,38,,,,,,,
08/01/2017,22,47,24,41,40,26,-99,-99,-99,41,51,44,60,29,-99,-99,36,-99,25,75,-99,21,,,,,,,
08/01/2017,23,46,34,30,37,29,-99,-99,-99,50,40,37,60,28,-99,-99,43,-99,25,57,-99,13,,,,,,,
08/01/2017,24,42,39,29,24,28,-99,-99,-99,35,21,30,47,16,-99,-99,41,-99,20,70,-99,16,,,,,,,
09/01/2017,1,32,47,32,36,26,-99,-99,-99,17,28,24,40,7,-99,-99,26,-99,38,58,-99,14,,,,,,,
09/01/2017,2,31,43,22,33,28,-99,-99,-99,10,38,28,35,18,-99,-99,17,-99,24,46,-99,10,,,,,,,
09/01/2017,3,30,33,21,47,28,-99,-99,-99,11,40,27,24,28,-99,-99,16,-99,24,17,-99,26,,,,,,,
09/01/2017,4,20,24,33,29,25,-99,-99,-99,11,52,24,18,39,-99,-99,13,-99,34,22,-99,49,,,,,,,
09/01/2017,5,15,16,52,43,33,-99,-99,-99,4,59,21,18,44,-99,-99,15,-99,36,40,-99,49,,,,,,,
09/01/2017,6,12,10,62,41,53,-99,-99,-99,4,64,22,14,51,-99,-99,8,-99,24,47,-99,56,,,,,,,
09/01/2017,7,17,5,67,39,59,-99,-99,-99,5,66,32,15,55,-99,-99,17,-99,39,53,-99,44,,,,,,,
09/01/2017,8,26,6,70,48,72,-99,-99,-99,3,74,40,21,43,-99,-99,16,-99,32,68,-99,44,,,,,,,
09/01/2017,9,34,9,71,55,75,-99,-99,-99,3,71,54,38,53,-99,-99,43,-99,47,67,-99,54,,,,,,,
09/01/2017,10,57,-99,83,60,71,-99,-99,-99,2,89,62,45,65,-99,-99,65,-99,58,63,-99,62,,,,,,,
09/01/2017,11,56,-99,89,63,67,-99,-99,-99,3,99,64,53,72,-99,-99,59,-99,63,-99,-99,94,,,,,,,
09/01/2017,12,56,25,94,66,64,-99,-99,-99,7,89,67,65,84,-99,-99,56,-99,67,-99,-99,99,,,,,,,
09/01/2017,13,62,52,75,70,58,-99,-99,-99,15,77,57,67,78,-99,-99,49,-99,68,-99,-99,84,,,,,,,
09/01/2017,14,68,39,75,65,52,76,-99,-99,14,66,59,65,47,-99,-99,50,-99,53,-99,-99,79,,,,,,,
09/01/2017,15,67,9,76,56,46,75,-99,-99,17,60,60,41,55,-99,-99,58,-99,57,-99,-99,63,,,,,,,
09/01/2017,16,60,12,70,54,47,71,-99,-99,17,67,61,6,54,-99,-99,62,-99,48,50,-99,46,,,,,,,
09/01/2017,17,38,34,59,51,29,56,-99,-99,28,82,60,5,-99,-99,-99,48,-99,47,20,-99,35,,,,,,,
09/01/2017,18,10,10,30,44,9,21,-99,-99,28,36,52,7,-99,-99,-99,38,-99,44,17,-99,21,,,,,,,
09/01/2017,19,8,20,8,14,4,6,-99,-99,10,26,15,5,-99,-99,-99,51,-99,31,18,-99,21,,,,,,,
09/01/2017,20,8,15,13,19,9,16,-99,-99,23,10,35,4,12,-99,-99,43,-99,24,12,-99,16,,,,,,,
09/01/2017,21,9,8,21,34,20,23,-99,-99,25,16,50,3,11,-99,-99,43,-99,21,23,-99,21,,,,,,,
