FECHA,HORA,AJM,AJU,BJU,CAM,CCA,COY,GAM,HGM,INN,MER,MGH,MPA,NEZ,PED,SAG,SFE,SJA,TLA,UAX,UIZ,XAL,,,,,,,
28/03/2016,24,5,6,9,8,7,13,-99,15,-99,27,7,13,16,-99,16,-99,-99,18,17,15,24,,,,,,,
29/03/2016,1,8,20,12,25,19,14,-99,15,-99,22,7,8,21,-99,24,-99,-99,23,16,22,19,,,,,,,
29/03/2016,2,6,28,11,37,13,20,-99,14,-99,20,13,5,17,-99,22,-99,-99,24,23,23,30,,,,,,,
29/03/2016,3,4,44,15,36,6,19,-99,12,-99,19,9,3,34,-99,25,-99,-99,16,23,22,29,,,,,,,
29/03/2016,4,6,18,11,26,9,19,-99,15,-99,-99,14,6,27,-99,30,-99,-99,18,22,22,25,,,,,,,
29/03/2016,5,7,7,16,33,10,18,-99,23,-99,29,18,6,21,-99,28,-99,-99,20,18,23,28,,,,,,,
29/03/2016,6,6,7,15,41,14,18,-99,16,-99,26,17,4,19,-99,37,-99,-99,16,15,19,40,,,,,,,
29/03/2016,7,6,5,23,53,14,20,-99,19,-99,36,21,6,29,-99,45,-99,-99,18,23,25,42,,,,,,,
29/03/2016,8,8,8,20,53,11,23,-99,20,-99,40,20,6,21,-99,31,-99,-99,45,19,30,46,,,,,,,
29/03/2016,9,11,-99,18,40,14,29,-99,37,-99,58,29,10,27,-99,29,-99,-99,63,24,26,35,,,,,,,
29/03/2016,10,14,6,22,36,12,26,-99,40,-99,53,28,12,18,-99,32,-99,-99,46,23,31,29,,,,,,,
29/03/2016,11,19,19,35,30,19,40,-99,29,-99,36,24,13,13,-99,16,-99,-99,-99,19,20,25,,,,,,,
29/03/2016,12,6,21,12,22,16,19,-99,10,-99,1,8,8,11,-99,23,-99,-99,-99,19,15,27,,,,,,,
29/03/2016,13,4,20,15,7,6,16,-99,10,-99,17,7,9,8,-99,17,-99,-99,-99,6,10,9,,,,,,,
29/03/2016,14,12,24,8,8,14,26,-99,8,-99,1,9,17,8,-99,10,-99,-99,8,10,12,9,,,,,,,
29/03/2016,15,10,22,10,-99,6,15,-99,6,-99,16,6,21,7,-99,2,-99,-99,6,4,8,15,,,,,,,
29/03/2016,16,15,21,9,-99,8,22,-99,7,-99,1,5,39,11,-99,9,-99,-99,5,9,8,4,,,,,,,
29/03/2016,17,23,21,12,-99,12,11,-99,6,-99,26,7,31,11,-99,7,-99,-99,9,15,10,6,,,,,,,
29/03/2016,18,20,16,12,-99,16,8,-99,17,-99,9,11,30,10,-99,22,-99,-99,10,15,11,12,,,,,,,
29/03/2016,19,12,14,11,11,16,22,-99,13,-99,20,8,18,19,-99,9,-99,-99,8,18,9,16,,,,,,,
29/03/2016,20,17,15,13,9,12,12,-99,7,-99,17,14,9,17,-99,10,-99,-99,11,12,15,20,,,,,,,
29/03/2016,21,14,7,12,10,16,11,-99,14,-99,15,15,7,15,-99,8,-99,-99,17,14,3,15,,,,,,,
29/03/2016,22,9,6,11,11,10,10,-99,20,-99,16,11,10,24,-99,12,-99,-99,17,25,17,22,,,,,,,
29/03/2016,23,10,5,9,9,13,16,-99,13,-99,2,6,6,25,-99,13,-99,-99,23,17,11,34,,,,,,,
29/03/2016,24,10,8,13,7,13,18,-99,14,-99,12,10,5,19,-99,18,-99,-99,18,18,6,32,,,,,,,
30/03/2016,1,9,12,8,11,14,18,-99,13,-99,-99,7,4,18,-99,-99,-99,-99,17,19,23,21,,,,,,,
30/03/2016,2,9,14,11,13,14,15,-99,11,-99,-99,13,6,12,-99,-99,-99,-99,11,24,18,25,,,,,,,
30/03/2016,3,12,6,15,12,11,18,-99,17,-99,-99,10,10,16,-99,-99,-99,-99,15,16,18,29,,,,,,,
30/03/2016,4,9,12,15,4,14,18,-99,13,-99,-99,13,6,23,-99,-99,-99,-99,21,19,18,29,,,,,,,
30/03/2016,5,9,7,14,15,11,16,-99,15,-99,-99,11,10,17,-99,-99,-99,-99,24,16,21,32,,,,,,,
30/03/2016,6,10,11,14,11,15,17,-99,12,-99,-99,23,5,16,-99,-99,-99,-99,27,13,21,43,,,,,,,
30/03/2016,7,8,10,15,24,17,17,-99,19,-99,-99,20,-99,20,-99,-99,-99,-99,27,20,-99,49,,,,,,,
30/03/2016,8,11,11,17,24,20,19,-99,10,-99,-99,26,-99,20,-99,-99,-99,-99,31,15,-99,87,,,,,,,
30/03/2016,9,16,9,16,29,14,31,-99,16,-99,-99,19,-99,27,-99,-99,-99,-99,45,18,-99,49,,,,,,,
30/03/2016,10,5,17,19,31,15,-99,-99,20,-99,-99,22,15,20,-99,-99,-99,-99,52,20,27,-99,,,,,,,
30/03/2016,11,8,21,13,25,11,-99,-99,14,-99,-99,13,14,21,-99,-99,-99,-99,32,17,15,-99,,,,,,,
30/03/2016,12,10,27,12,22,9,-99,-99,21,-99,-99,17,16,14,-99,-99,-99,-99,36,15,17,-99,,,,,,,
30/03/2016,13,14,19,18,23,4,-99,-99,22,-99,-99,33,11,14,-99,-99,-99,-99,38,7,15,26,,,,,,,
30/03/2016,14,4,18,11,18,5,-99,-99,21,-99,-99,18,48,-99,-99,-99,-99,-99,32,7,18,31,,,,,,,
30/03/2016,15,12,26,16,-99,6,-99,-99,15,-99,-99,8,30,-99,-99,-99,-99,-99,21,5,18,44,,,,,,,
30/03/2016,16,18,27,13,-99,14,17,-99,15,-99,-99,14,27,29,-99,-99,-99,-99,18,12,28,25,,,,,,,
30/03/2016,17,16,27,24,-99,20,19,-99,22,-99,-99,17,16,29,-99,-99,-99,-99,18,18,25,19,,,,,,,
30/03/2016,18,16,20,19,-99,23,21,-99,16,-99,-99,22,28,31,-99,-99,-99,-99,20,26,20,50,,,,,,,
30/03/2016,19,18,20,14,18,20,21,-99,21,-99,-99,19,19,25,-99,-99,-99,-99,20,24,18,15,,,,,,,
30/03/2016,20,12,15,21,20,21,22,-99,17,-99,-99,14,16,19,-99,-99,-99,-99,23,22,18,25,,,,,,,
30/03/2016,21,21,11,20,14,19,20,-99,19,-99,-99,22,11,29,-99,-99,-99,-99,35,18,20,17,,,,,,,
30/03/2016,22,15,22,17,18,26,19,-99,20,-99,-99,13,8,26,-99,-99,-99,-99,32,20,27,30,,,,,,,
30/03/2016,23,9,11,14,13,24,23,-99,23,-99,-99,17,16,25,-99,-99,-99,-99,21,14,22,28,,,,,,,
30/03/2016,24,10,13,15,17,21,28,-99,16,-99,-99,16,12,22,-99,-99,-99,-99,29,16,23,30,,,,,,,
31/03/2016,1,11,17,13,28,10,21,-99,18,-99,-99,21,8,18,-99,-99,-99,-99,-99,18,18,50,,,,,,,
31/03/2016,2,16,13,17,31,25,22,-99,19,-99,-99,23,10,23,-99,-99,-99,-99,-99,20,29,31,,,,,,,
31/03/2016,3,14,9,16,28,16,21,-99,19,-99,-99,23,7,16,-99,-99,-99,-99,-99,25,22,24,,,,,,,
31/03/2016,4,8,10,16,16,11,19,-99,19,-99,-99,14,8,17,-99,-99,-99,-99,-99,19,23,34,,,,,,,
31/03/2016,5,7,15,15,31,12,21,-99,14,-99,-99,15,8,17,-99,-99,-99,-99,-99,17,20,31,,,,,,,
31/03/2016,6,14,9,15,30,14,21,-99,19,-99,-99,15,4,12,-99,-99,-99,-99,-99,25,22,42,,,,,,,
31/03/2016,7,12,11,19,46,15,22,-99,9,-99,-99,23,8,28,-99,-99,-99,-99,-99,20,23,37,,,,,,,
31/03/2016,8,14,12,18,47,19,24,-99,13,-99,-99,27,9,28,-99,-99,-99,-99,-99,23,33,74,,,,,,,
31/03/2016,9,16,16,22,46,16,27,-99,32,-99,-99,33,12,16,-99,-99,-99,-99,-99,18,34,38,,,,,,,
31/03/2016,10,16,19,36,33,21,36,-99,41,-99,-99,31,12,53,-99,-99,-99,-99,-99,18,38,33,,,,,,,
31/03/2016,11,17,23,35,31,26,44,-99,35,-99,-99,25,17,72,-99,-99,-99,-99,-99,28,36,35,,,,,,,
31/03/2016,12,20,22,38,31,21,37,-99,37,-99,-99,21,16,50,-99,-99,-99,-99,-99,28,21,28,,,,,,,
31/03/2016,13,24,21,32,24,27,32,-99,28,-99,-99,22,13,28,-99,-99,-99,-99,-99,15,22,27,,,,,,,
31/03/2016,14,29,33,16,17,20,22,-99,20,-99,-99,26,17,13,-99,-99,-99,-99,-99,17,26,31,,,,,,,
31/03/2016,15,26,39,20,20,19,25,-99,20,-99,-99,25,20,20,-99,-99,-99,-99,-99,25,22,21,,,,,,,
31/03/2016,16,16,26,26,3,23,33,-99,21,-99,-99,21,17,27,-99,-99,-99,-99,-99,26,23,27,,,,,,,
31/03/2016,17,11,11,25,24,18,25,-99,28,-99,-99,22,15,24,-99,-99,-99,-99,-99,18,21,36,,,,,,,
31/03/2016,18,13,22,25,16,18,18,-99,21,-99,-99,16,14,22,-99,-99,-99,-99,-99,12,14,22,,,,,,,
31/03/2016,19,25,26,22,15,25,19,-99,5,-99,-99,8,19,62,-99,-99,-99,-99,-99,25,24,9,,,,,,,
31/03/2016,20,17,33,9,17,25,19,-99,11,-99,-99,10,15,61,-99,-99,-99,-99,-99,30,28,11,,,,,,,
31/03/2016,21,14,22,11,31,15,15,-99,13,-99,-99,12,23,47,-99,-99,-99,-99,-99,31,15,19,,,,,,,
31/03/2016,22,9,14,12,22,20,14,-99,18,-99,-99,14,28,22,-99,-99,-99,-99,-99,20,15,14,,,,,,,
31/03/2016,23,9,12,12,20,18,20,-99,28,-99,-99,12,27,21,-99,-99,-99,-99,-99,19,11,16,,,,,,,
31/03/2016,24,12,8,11,10,16,22,-99,14,-99,10,9,12,11,-99,-99,-99,-99,-99,22,7,20,,,,,,,
01/04/2016,1,11,4,5,9,13,21,-99,9,-99,20,7,10,9,-99,-99,-99,-99,-99,22,8,11,,,,,,,
01/04/2016,2,10,10,13,3,16,16,-99,6,-99,5,3,8,15,-99,-99,-99,-99,-99,22,15,12,,,,,,,
01/04/2016,3,9,6,12,1,8,17,-99,13,-99,13,4,17,18,-99,-99,-99,-99,-99,22,19,7,,,,,,,
01/04/2016,4,7,4,12,4,11,15,-99,17,-99,4,2,11,15,-99,-99,-99,-99,-99,22,22,15,,,,,,,
01/04/2016,5,9,8,14,6,10,19,-99,21,-99,13,9,7,15,-99,-99,-99,-99,-99,17,20,22,,,,,,,
01/04/2016,6,6,5,20,11,10,20,-99,8,-99,19,8,6,11,-99,-99,-99,-99,-99,13,24,32,,,,,,,
01/04/2016,7,9,6,21,25,13,20,-99,14,-99,33,11,6,17,-99,-99,-99,-99,-99,19,25,33,,,,,,,
01/04/2016,8,9,6,15,19,17,20,-99,10,-99,33,13,7,25,-99,-99,-99,-99,-99,21,23,56,,,,,,,
01/04/2016,9,9,1,18,14,14,19,-99,16,-99,14,16,2,20,-99,-99,-99,-99,-99,17,11,32,,,,,,,
01/04/2016,10,13,15,13,12,11,18,-99,17,-99,29,14,9,16,-99,-99,-99,-99,-99,17,14,26,,,,,,,
01/04/2016,11,17,18,15,11,5,14,-99,16,-99,27,12,12,9,-99,-99,-99,-99,-99,19,9,17,,,,,,,
01/04/2016,12,8,19,13,14,9,13,-99,14,-99,6,13,12,9,-99,-99,-99,-99,-99,16,10,13,,,,,,,
01/04/2016,13,11,18,11,12,9,15,-99,13,-99,9,12,10,17,-99,-99,-99,-99,-99,7,18,16,,,,,,,
01/04/2016,14,9,19,17,17,9,19,-99,12,-99,13,10,14,16,-99,-99,-99,-99,-99,6,16,14,,,,,,,
01/04/2016,15,10,17,15,6,10,14,-99,13,-99,22,11,11,22,-99,-99,-99,-99,-99,10,25,16,,,,,,,
01/04/2016,16,4,17,14,4,11,13,-99,11,-99,18,9,14,13,-99,-99,-99,-99,-99,14,17,13,,,,,,,
01/04/2016,17,6,14,6,12,10,10,-99,9,-99,13,11,15,13,-99,-99,-99,-99,-99,6,15,12,,,,,,,
01/04/2016,18,11,13,7,9,16,10,-99,1,-99,10,13,16,12,-99,-99,-99,-99,-99,9,10,13,,,,,,,
01/04/2016,19,4,11,10,10,7,5,-99,1,-99,4,5,12,8,-99,-99,-99,-99,-99,14,10,8,,,,,,,
01/04/2016,20,6,15,6,8,12,8,-99,9,-99,13,5,9,12,-99,-99,-99,-99,-99,10,6,5,,,,,,,
01/04/2016,21,3,17,11,7,9,10,-99,5,-99,13,6,27,7,-99,-99,-99,-99,-99,12,1,29,,,,,,,
01/04/2016,22,4,3,8,8,6,11,-99,7,-99,9,7,48,5,-99,-99,-99,-99,-99,10,-99,21,,,,,,,
01/04/2016,23,5,1,8,14,4,11,-99,15,-99,21,13,34,7,-99,-99,-99,-99,-99,6,4,21,,,,,,,
01/04/2016,24,1,-99,12,10,8,12,-99,16,-99,20,14,18,5,-99,-99,-99,-99,24,15,9,22,,,,,,,
02/04/2016,1,4,7,11,6,2,11,-99,10,-99,-99,7,12,9,-99,-99,-99,-99,32,14,9,38,,,,,,,
02/04/2016,2,2,2,7,7,4,7,-99,12,-99,-99,6,16,17,-99,-99,-99,-99,24,15,21,13,,,,,,,
02/04/2016,3,2,1,11,3,2,12,-99,12,-99,-99,5,18,28,-99,-99,-99,-99,15,27,21,19,,,,,,,
02/04/2016,4,2,4,13,15,7,19,-99,9,-99,15,9,16,21,-99,-99,-99,-99,19,19,19,18,,,,,,,
02/04/2016,5,1,5,11,10,5,15,-99,14,-99,4,12,11,37,-99,-99,-99,-99,21,16,16,23,,,,,,,
02/04/2016,6,2,3,13,10,9,17,-99,12,-99,13,15,9,38,-99,-99,-99,-99,34,17,16,28,,,,,,,
02/04/2016,7,-99,1,12,13,10,16,-99,15,-99,34,11,2,45,-99,-99,-99,-99,25,15,19,40,,,,,,,
02/04/2016,8,8,4,12,25,10,19,-99,23,-99,32,14,9,35,-99,-99,-99,-99,34,7,35,46,,,,,,,
02/04/2016,9,9,1,25,34,7,22,-99,30,-99,38,25,10,33,-99,-99,-99,-99,41,15,30,46,,,,,,,
02/04/2016,10,20,10,46,35,21,37,-99,48,-99,55,32,22,31,-99,-99,-99,-99,63,30,38,42,,,,,,,
02/04/2016,11,31,14,38,37,29,48,-99,35,-99,36,40,23,44,-99,-99,-99,-99,71,35,45,38,,,,,,,
02/04/2016,12,43,13,37,30,30,33,-99,30,-99,45,26,11,67,-99,-99,-99,-99,33,46,33,25,,,,,,,
02/04/2016,13,17,16,21,25,21,27,-99,23,-99,23,24,13,26,-99,-99,-99,-99,29,14,12,23,,,,,,,
02/04/2016,14,10,19,20,9,5,20,-99,19,-99,27,8,25,9,-99,-99,-99,-99,16,3,18,19,,,,,,,
02/04/2016,15,6,21,9,8,-99,11,-99,10,-99,12,10,19,15,-99,-99,-99,-99,13,11,16,17,,,,,,,
02/04/2016,16,2,15,10,5,9,9,-99,14,-99,9,11,26,27,-99,-99,-99,-99,15,10,19,18,,,,,,,
02/04/2016,17,13,18,12,8,6,11,-99,14,-99,10,10,28,35,-99,-99,-99,-99,16,18,15,4,,,,,,,
02/04/2016,18,16,10,7,9,14,12,-99,2,-99,11,11,18,41,-99,-99,-99,-99,18,11,15,11,,,,,,,
02/04/2016,19,16,13,12,5,15,8,-99,8,-99,10,8,13,16,-99,-99,-99,-99,19,24,12,10,,,,,,,
02/04/2016,20,13,19,9,10,11,11,-99,13,-99,7,7,13,16,-99,-99,-99,-99,12,19,11,25,,,,,,,
02/04/2016,21,10,14,9,16,11,11,-99,9,-99,12,10,11,18,-99,-99,-99,-99,34,29,18,30,,,,,,,
02/04/2016,22,7,11,19,19,13,17,-99,13,-99,21,16,3,26,-99,-99,-99,-99,36,22,27,28,,,,,,,
02/04/2016,23,6,8,24,24,10,25,-99,29,-99,32,24,5,28,-99,-99,-99,-99,26,31,21,22,,,,,,,
02/04/2016,24,15,17,28,30,18,33,-99,28,-99,11,28,18,31,-99,-99,-99,-99,33,49,21,31,,,,,,,
03/04/2016,1,18,91,26,37,28,25,-99,31,-99,37,32,24,31,-99,-99,-99,-99,38,33,17,25,,,,,,,
03/04/2016,2,26,146,22,42,21,24,-99,29,-99,43,25,33,28,-99,-99,-99,-99,41,31,23,31,,,,,,,
03/04/2016,3,23,42,22,50,19,21,-99,29,-99,36,28,34,32,-99,-99,-99,-99,47,32,23,36,,,,,,,
03/04/2016,4,21,30,18,36,15,20,-99,31,-99,22,33,35,23,-99,-99,-99,-99,40,21,25,33,,,,,,,
03/04/2016,5,17,15,14,41,17,22,-99,37,-99,35,30,33,34,-99,-99,-99,-99,33,21,33,37,,,,,,,
03/04/2016,6,15,35,19,25,19,29,-99,28,-99,34,39,34,41,-99,-99,-99,-99,35,20,40,42,,,,,,,
03/04/2016,7,26,97,27,41,26,38,-99,34,-99,33,40,29,38,-99,-99,-99,-99,37,29,25,38,,,,,,,
03/04/2016,8,27,99,37,46,24,39,-99,39,-99,41,29,29,35,-99,-99,-99,-99,52,24,41,42,,,,,,,
03/04/2016,9,35,79,37,54,27,45,-99,38,-99,53,41,45,40,-99,-99,-99,-99,53,31,52,48,,,,,,,
03/04/2016,10,42,13,48,54,30,50,-99,47,-99,62,47,42,36,-99,-99,-99,-99,58,31,52,54,,,,,,,
03/04/2016,11,55,1,54,60,34,55,-99,60,-99,62,55,47,40,-99,-99,-99,-99,77,37,61,63,,,,,,,
03/04/2016,12,54,6,56,62,37,64,-99,49,-99,69,58,36,40,-99,-99,-99,-99,63,38,60,51,,,,,,,
03/04/2016,13,52,8,49,49,30,52,-99,35,-99,47,46,8,18,-99,-99,-99,-99,50,26,49,37,,,,,,,
03/04/2016,14,27,12,23,28,14,27,-99,26,-99,31,22,13,2,-99,-99,-99,-99,58,16,29,24,,,,,,,
03/04/2016,15,29,17,24,26,14,25,-99,21,-99,32,25,16,21,-99,-99,-99,-99,71,17,21,26,,,,,,,
03/04/2016,16,11,13,26,45,20,25,-99,26,-99,28,35,13,22,-99,-99,-99,-99,58,16,21,24,,,,,,,
03/04/2016,17,13,16,23,32,14,25,-99,26,-99,25,25,22,24,-99,-99,-99,-99,46,31,20,21,,,,,,,
03/04/2016,18,40,13,15,17,13,15,-99,13,-99,22,11,22,21,-99,-99,-99,-99,20,25,30,29,,,,,,,
03/04/2016,19,23,14,11,15,22,16,-99,11,-99,21,7,16,21,-99,-99,-99,-99,17,26,29,24,,,,,,,
03/04/2016,20,12,14,16,10,13,15,-99,13,-99,10,12,13,17,-99,-99,-99,-99,21,26,19,23,,,,,,,
03/04/2016,21,13,7,30,12,11,38,-99,18,-99,25,10,12,21,-99,-99,-99,-99,13,36,35,20,,,,,,,
03/04/2016,22,10,9,32,17,22,34,-99,18,-99,21,16,14,18,-99,-99,-99,-99,8,30,26,11,,,,,,,
03/04/2016,23,8,17,22,11,24,24,-99,11,-99,35,11,21,18,-99,-99,-99,-99,21,34,26,36,,,,,,,
03/04/2016,24,9,17,16,19,23,21,-99,20,-99,-99,14,12,19,-99,-99,-99,-99,21,26,17,30,,,,,,,
04/04/2016,1,11,16,17,18,28,21,-99,27,-99,22,20,14,20,-99,-99,-99,-99,23,17,18,30,,,,,,,
04/04/2016,2,12,55,23,28,15,19,-99,29,-99,30,20,16,22,-99,-99,-99,-99,31,25,20,21,,,,,,,
04/04/2016,3,16,48,15,28,10,14,-99,33,-99,22,15,16,18,-99,-99,-99,-99,27,26,30,29,,,,,,,
04/04/2016,4,17,20,17,19,15,16,-99,26,-99,57,14,11,23,-99,-99,-99,-99,31,27,23,67,,,,,,,
04/04/2016,5,17,14,25,16,14,27,-99,29,-99,36,14,16,21,-99,-99,-99,-99,28,25,31,56,,,,,,,
04/04/2016,6,22,20,27,20,18,26,-99,34,-99,37,20,19,29,-99,-99,-99,-99,47,27,28,51,,,,,,,
04/04/2016,7,20,21,31,58,21,35,-99,35,-99,37,23,21,26,-99,-99,-99,-99,52,30,33,44,,,,,,,
04/04/2016,8,19,25,29,50,33,36,-99,38,-99,35,26,26,25,-99,-99,-99,-99,45,31,29,49,,,,,,,
04/04/2016,9,26,18,35,39,32,44,-99,47,-99,49,25,24,28,-99,-99,-99,-99,45,30,35,66,,,,,,,
04/04/2016,10,31,12,48,49,32,48,-99,45,-99,45,45,23,36,-99,-99,-99,-99,55,35,37,66,,,,,,,
04/04/2016,11,21,19,48,43,31,43,-99,69,-99,81,48,36,38,-99,-99,-99,-99,58,24,34,52,,,,,,,
04/04/2016,12,20,33,35,28,25,40,-99,54,-99,59,41,20,46,-99,-99,-99,-99,44,24,53,34,,,,,,,
04/04/2016,13,12,25,34,25,23,32,-99,29,-99,46,28,11,11,-99,-99,-99,-99,43,20,18,36,,,,,,,
04/04/2016,14,21,14,33,28,28,31,-99,27,-99,32,29,12,8,-99,-99,-99,-99,36,10,19,35,,,,,,,
04/04/2016,15,25,29,33,32,19,33,-99,38,-99,49,33,20,23,-99,-99,-99,-99,33,17,36,29,,,,,,,
04/04/2016,16,22,21,40,37,20,39,-99,42,-99,34,35,25,30,-99,-99,-99,-99,32,19,39,31,,,,,,,
04/04/2016,17,30,30,43,31,29,43,-99,35,-99,36,38,30,30,-99,-99,-99,-99,29,25,40,28,,,,,,,
04/04/2016,18,16,26,36,30,35,42,-99,38,-99,34,36,35,28,-99,-99,-99,-99,33,29,39,33,,,,,,,
04/04/2016,19,20,20,31,31,21,25,-99,34,-99,27,32,28,28,-99,-99,-99,-99,32,27,38,34,,,,,,,
04/04/2016,20,24,21,26,25,18,26,-99,32,-99,27,32,20,21,-99,-99,-99,-99,25,23,20,30,,,,,,,
04/04/2016,21,28,28,27,29,28,31,-99,28,-99,22,29,21,25,-99,-99,-99,-99,23,24,26,34,,,,,,,
04/04/2016,22,21,23,23,16,29,25,-99,23,-99,29,24,20,21,-99,-99,-99,-99,29,27,17,23,,,,,,,
04/04/2016,23,22,18,18,22,25,26,-99,18,-99,27,27,22,28,-99,-99,-99,-99,22,21,25,20,,,,,,,
04/04/2016,24,21,19,20,22,22,30,-99,24,-99,18,25,26,16,-99,-99,-99,-99,30,25,19,13,,,,,,,
05/04/2016,1,15,21,23,21,30,36,-99,28,-99,26,25,25,22,-99,-99,-99,-99,23,25,30,15,,,,,,,
05/04/2016,2,16,13,20,23,26,25,-99,22,-99,16,27,24,32,-99,-99,-99,-99,31,23,30,25,,,,,,,
05/04/2016,3,14,15,20,26,18,25,-99,22,-99,36,22,21,30,-99,-99,-99,-99,34,26,27,29,,,,,,,
05/04/2016,4,14,13,20,27,24,21,-99,30,-99,38,22,21,28,-99,-99,-99,-99,32,25,26,31,,,,,,,
05/04/2016,5,16,13,21,25,19,23,-99,29,-99,27,22,14,30,-99,-99,-99,-99,23,24,25,59,,,,,,,
05/04/2016,6,22,15,29,24,18,31,-99,37,-99,54,29,11,25,-99,-99,-99,-99,31,27,28,47,,,,,,,
05/04/2016,7,20,17,28,40,24,31,-99,36,-99,61,32,15,33,-99,-99,-99,-99,50,32,23,89,,,,,,,
05/04/2016,8,23,16,30,51,26,37,-99,35,-99,49,27,15,39,-99,-99,-99,-99,46,33,-99,86,,,,,,,
05/04/2016,9,26,11,42,49,25,48,-99,41,-99,51,44,26,37,-99,-99,-99,-99,49,26,-99,91,,,,,,,
05/04/2016,10,38,20,57,36,38,54,-99,55,-99,49,48,29,50,-99,-99,-99,-99,48,39,-99,70,,,,,,,
05/04/2016,11,36,33,67,29,41,68,-99,64,-99,98,45,42,42,-99,-99,-99,-99,43,53,-99,73,,,,,,,
05/04/2016,12,34,32,64,32,47,68,-99,51,-99,96,48,42,45,-99,-99,-99,-99,31,53,-99,56,,,,,,,
05/04/2016,13,25,20,49,25,22,40,-99,41,-99,48,31,26,28,-99,-99,-99,-99,53,32,-99,31,,,,,,,
05/04/2016,14,26,25,44,43,20,45,-99,35,-99,29,33,30,27,-99,-99,-99,-99,65,27,-99,27,,,,,,,
05/04/2016,15,34,26,37,46,27,43,-99,33,-99,28,35,36,25,-99,-99,-99,-99,39,21,-99,27,,,,,,,
05/04/2016,16,45,33,37,40,29,39,-99,27,-99,34,39,38,27,-99,-99,-99,-99,33,26,-99,28,,,,,,,
05/04/2016,17,39,39,38,32,25,35,-99,38,-99,31,41,38,23,-99,-99,-99,-99,28,23,-99,27,,,,,,,
05/04/2016,18,38,32,36,18,34,36,-99,31,-99,28,38,31,24,-99,-99,-99,-99,25,26,-99,24,,,,,,,
05/04/2016,19,35,21,24,23,33,36,-99,20,-99,22,28,28,29,-99,-99,-99,-99,23,30,-99,22,,,,,,,
05/04/2016,20,22,23,26,28,25,25,-99,23,-99,33,25,26,23,-99,-99,-99,-99,27,27,-99,21,,,,,,,
05/04/2016,21,24,27,25,16,26,28,-99,20,-99,18,23,20,27,-99,-99,-99,-99,15,28,-99,18,,,,,,,
05/04/2016,22,17,23,18,18,20,20,-99,23,-99,23,19,25,26,-99,-99,-99,-99,15,27,-99,18,,,,,,,
05/04/2016,23,19,19,12,19,14,17,-99,4,-99,26,11,26,21,-99,-99,-99,-99,14,20,-99,27,,,,,,,
05/04/2016,24,19,-99,14,10,-99,16,-99,17,-99,19,20,21,-99,-99,-99,-99,-99,17,-99,-99,26,,,,,,,
06/04/2016,1,17,21,21,18,19,24,-99,22,-99,18,28,18,26,-99,-99,-99,-99,23,16,-99,20,,,,,,,
06/04/2016,2,18,14,21,27,23,26,-99,27,-99,33,26,14,19,-99,-99,-99,-99,28,40,-99,18,,,,,,,
06/04/2016,3,19,16,25,30,21,23,-99,34,-99,33,30,16,22,-99,-99,-99,-99,35,40,-99,23,,,,,,,
06/04/2016,4,20,8,26,38,26,28,-99,35,-99,14,26,17,16,-99,-99,-99,-99,31,35,-99,36,,,,,,,
06/04/2016,5,20,10,26,27,21,32,-99,28,-99,16,22,12,25,-99,-99,-99,-99,36,35,-99,45,,,,,,,
06/04/2016,6,19,13,27,44,23,28,-99,24,-99,33,29,14,37,-99,-99,-99,-99,48,35,-99,40,,,,,,,
06/04/2016,7,22,13,28,50,24,32,-99,27,-99,38,37,18,42,-99,-99,-99,-99,38,33,-99,81,,,,,,,
06/04/2016,8,22,15,33,58,32,39,-99,30,-99,45,35,20,45,-99,-99,-99,-99,38,36,-99,62,,,,,,,
06/04/2016,9,25,13,38,60,36,43,-99,55,-99,61,39,20,41,-99,-99,-99,-99,59,23,-99,60,,,,,,,
06/04/2016,10,27,23,58,60,36,67,-99,52,-99,35,50,22,30,-99,-99,-99,-99,66,28,-99,70,,,,,,,
06/04/2016,11,39,26,50,45,46,56,-99,42,-99,34,46,31,70,-99,-99,-99,-99,47,50,-99,59,,,,,,,
06/04/2016,12,46,36,44,33,36,50,-99,42,-99,27,45,31,47,-99,-99,-99,-99,36,43,-99,48,,,,,,,
06/04/2016,13,39,39,29,25,28,37,-99,24,-99,32,30,39,39,-99,-99,-99,-99,34,33,-99,31,,,,,,,
06/04/2016,14,27,39,28,18,19,82,-99,23,-99,22,23,42,25,-99,-99,-99,-99,28,28,-99,33,,,,,,,
06/04/2016,15,25,31,29,24,19,39,-99,18,-99,32,25,35,20,-99,-99,-99,-99,35,23,-99,33,,,,,,,
06/04/2016,16,22,31,30,31,22,30,-99,31,-99,28,31,31,25,-99,-99,-99,-99,31,25,-99,29,,,,,,,
06/04/2016,17,35,26,34,40,27,33,-99,28,-99,38,29,31,30,-99,-99,-99,-99,35,24,-99,30,,,,,,,
06/04/2016,18,39,34,34,24,30,33,-99,29,-99,27,33,29,30,-99,-99,-99,-99,29,28,-99,28,,,,,,,
06/04/2016,19,33,36,26,18,33,29,-99,27,-99,17,25,25,27,-99,-99,-99,-99,24,30,-99,29,,,,,,,
06/04/2016,20,23,62,16,23,28,24,-99,17,-99,19,18,25,35,-99,-99,-99,-99,21,27,-99,25,,,,,,,
06/04/2016,21,14,21,15,19,23,25,-99,15,-99,18,15,21,32,-99,-99,-99,-99,21,32,-99,18,,,,,,,
