FECHA,HORA,LAG,TAC,FAC,TLA,XAL,MER,PED,CES,PLA,HAN,UIZ,ARA,IMP,TAX,MIN,TLI,ATI,VIF,SAG,VAL,AZC,SUR
14/04/2006,7,0.1,1.0,0.7,0.7,1.4,1.3,1.1,-99,1.3,0.3,1.1,0.0,1.1,2.5,1.6,0.6,0.9,0.3,0.7,1.1,0.8,1.4
14/04/2006,8,0.3,1.1,0.7,1.2,1.7,1.0,1.1,-99,1.4,0.3,1.0,0.0,1.2,2.4,1.9,0.7,1.0,0.4,0.9,1.2,0.7,1.5
14/04/2006,9,0.1,0.7,0.7,0.9,1.0,0.7,1.1,-99,2.3,0.4,0.9,0.0,1.1,2.1,1.7,0.6,0.6,0.2,0.5,1.1,0.9,1.5
14/04/2006,10,0.1,0.7,0.5,0.6,0.9,0.5,1.3,-99,2.0,0.5,0.7,0.0,1.0,1.8,1.5,0.4,0.6,0.2,0.3,0.6,0.6,1.7
14/04/2006,11,0.2,0.5,0.2,0.7,0.9,0.7,1.4,-99,1.6,0.4,0.6,0.0,0.9,1.8,1.5,0.3,0.5,0.1,0.1,0.5,0.5,1.6
14/04/2006,12,0.0,0.5,0.1,0.3,0.7,0.6,0.9,-99,1.0,0.5,0.5,0.0,0.7,1.7,1.1,0.3,0.3,0.1,0.0,0.2,0.4,1.4
14/04/2006,13,0.0,0.4,0.1,0.3,0.8,0.4,0.6,-99,0.9,0.1,0.3,0.0,0.6,1.6,1.0,0.2,0.3,0.1,0.0,0.2,0.3,1.3
14/04/2006,14,0.0,0.3,0.1,0.2,0.8,0.3,0.5,-99,0.7,0.0,0.2,0.0,0.5,1.4,0.9,0.2,0.3,0.0,0.0,0.1,0.2,1.1
14/04/2006,15,0.0,0.3,0.0,0.1,0.7,0.2,0.4,-99,0.7,0.1,0.2,0.0,0.5,1.3,0.8,0.1,0.3,0.0,0.0,0.1,0.2,1.1
14/04/2006,16,0.0,0.3,0.0,0.1,0.8,0.3,0.4,-99,0.6,0.1,0.2,0.0,0.5,1.3,0.9,0.1,0.3,0.0,0.0,0.2,0.2,1.1
14/04/2006,17,0.0,0.3,0.0,0.1,0.9,0.3,0.4,-99,0.6,0.1,0.1,0.0,0.5,1.3,0.9,0.1,0.3,0.0,0.0,0.2,0.2,1.2
14/04/2006,18,0.0,0.2,0.0,0.2,0.9,0.3,0.4,-99,0.7,0.1,0.2,0.0,0.6,1.3,0.9,0.1,0.3,0.1,0.1,0.2,0.2,1.2
14/04/2006,19,0.0,0.3,0.1,0.1,0.9,0.3,0.5,-99,0.8,0.2,0.4,0.0,0.5,1.5,1.0,0.1,0.4,0.1,0.2,0.1,0.2,1.1
14/04/2006,20,0.0,0.4,0.1,0.3,1.0,0.4,0.6,-99,1.0,0.1,0.5,0.0,0.6,1.7,1.0,0.2,0.4,0.1,0.5,0.2,0.3,1.2
14/04/2006,21,0.0,0.5,0.2,0.5,1.1,0.4,0.5,-99,1.1,0.2,0.6,0.0,0.7,1.8,1.2,0.3,0.5,0.2,0.6,0.3,0.3,1.3
14/04/2006,22,0.1,1.6,0.2,0.5,1.3,0.5,0.7,-99,1.4,0.5,0.6,0.0,0.7,2.2,1.2,0.3,0.5,0.3,0.6,0.4,0.4,1.4
14/04/2006,23,0.0,0.7,0.2,0.5,1.0,0.5,1.0,-99,1.1,0.5,0.9,0.0,0.8,2.1,1.3,0.5,0.7,0.3,0.7,0.6,0.5,1.6
14/04/2006,24,0.0,0.5,0.2,0.4,1.4,0.6,0.8,-99,0.9,0.5,1.1,0.0,0.9,2.1,1.3,0.5,0.5,0.3,0.8,0.5,0.5,1.4
15/04/2006,1,0.0,0.5,0.3,0.4,1.8,0.5,0.7,-99,0.8,0.5,1.0,0.0,0.9,2.2,1.2,0.4,0.4,0.4,0.6,0.4,0.4,1.2
15/04/2006,2,0.0,0.4,0.2,-99,1.1,0.4,0.6,-99,0.7,0.4,0.7,0.0,0.8,1.9,1.1,0.4,0.3,0.4,0.5,0.4,0.3,1.3
15/04/2006,3,0.0,0.3,0.3,0.4,1.2,0.5,0.6,-99,0.6,0.4,0.7,0.0,0.8,1.6,1.2,0.5,0.3,0.3,0.3,0.5,0.3,1.2
15/04/2006,4,0.0,0.3,0.4,0.2,0.9,0.4,0.6,-99,0.6,0.5,0.7,0.0,0.9,1.5,1.4,0.4,0.3,0.3,0.4,0.4,0.3,1.3
15/04/2006,5,0.1,0.5,0.5,0.5,2.0,0.7,0.7,-99,0.8,0.5,0.8,0.0,1.1,1.7,1.3,0.6,0.5,0.4,0.6,0.7,0.3,1.3
15/04/2006,6,0.2,1.2,0.8,0.9,2.6,1.6,0.8,-99,1.5,0.6,0.9,0.0,1.9,2.1,1.7,1.0,0.9,0.6,0.8,1.3,0.8,1.7
15/04/2006,7,1.3,2.2,1.6,1.2,2.0,2.4,1.2,-99,2.1,0.9,1.4,0.0,2.3,2.7,2.7,1.5,1.6,0.5,1.1,2.3,1.6,2.5
15/04/2006,8,1.2,1.7,2.2,1.7,2.3,2.0,1.6,-99,2.1,0.7,2.1,0.2,2.8,2.0,3.4,1.4,1.6,0.8,1.6,2.6,1.6,2.1
15/04/2006,9,1.5,1.9,1.7,1.8,1.4,1.7,1.3,-99,2.0,1.5,1.5,0.4,2.3,2.1,2.9,1.9,1.4,0.6,1.3,2.0,1.9,2.0
15/04/2006,10,1.2,2.2,1.6,1.5,1.2,1.6,1.3,-99,1.6,2.0,1.1,0.5,1.8,1.9,2.6,1.6,0.9,0.3,1.0,1.4,2.1,1.6
15/04/2006,11,0.8,1.3,0.9,1.1,1.3,1.3,1.0,-99,1.5,1.4,1.1,0.5,1.2,1.8,2.1,1.1,0.7,0.3,0.8,0.8,1.1,1.5
15/04/2006,12,0.4,0.7,0.4,0.9,1.0,0.8,0.6,-99,1.1,0.7,0.8,0.4,0.7,1.7,1.4,0.6,0.6,0.2,0.1,0.7,0.6,1.2
15/04/2006,13,0.1,0.4,0.3,0.5,0.7,0.6,0.5,-99,0.8,0.3,0.5,0.3,0.6,1.5,1.0,0.4,0.5,0.1,0.0,0.4,0.3,1.1
15/04/2006,14,0.1,0.4,0.3,0.3,0.7,0.4,0.5,-99,0.7,0.3,0.3,0.1,0.6,1.5,1.1,0.4,0.4,0.1,0.0,0.3,0.3,1.2
15/04/2006,15,0.1,0.4,0.3,0.3,0.8,0.3,0.5,-99,0.8,0.4,0.3,0.0,0.6,1.3,1.2,0.3,0.4,0.1,0.0,0.4,0.3,1.3
15/04/2006,16,0.1,0.4,0.4,0.4,0.8,0.6,0.5,-99,0.8,0.3,0.4,0.0,0.6,1.4,1.1,0.3,0.3,0.1,0.0,0.4,0.4,1.3
15/04/2006,17,0.1,0.4,0.4,0.3,0.7,0.3,0.5,-99,0.9,0.3,0.4,0.0,0.6,1.6,1.2,0.3,0.4,0.1,0.0,0.3,0.4,1.3
15/04/2006,18,0.2,0.4,0.5,0.6,0.8,0.3,0.5,-99,0.8,0.8,0.3,0.0,0.7,1.1,1.1,0.3,0.4,0.1,0.0,0.3,0.4,1.3
15/04/2006,19,0.4,0.4,0.4,0.4,0.9,0.4,0.5,-99,0.8,0.9,0.4,0.0,0.8,1.1,1.5,0.4,0.4,0.2,0.3,0.6,0.5,1.3
15/04/2006,20,0.4,0.5,0.4,0.5,1.0,0.5,0.5,-99,1.1,1.1,0.6,0.0,0.8,1.2,1.9,0.4,0.4,0.4,0.7,0.8,0.5,1.3
15/04/2006,21,0.5,0.6,0.6,0.5,1.1,0.7,0.5,-99,0.9,1.4,0.7,0.0,0.9,1.5,1.6,0.5,0.6,0.5,0.9,0.8,0.6,1.4
15/04/2006,22,0.4,1.1,1.1,0.7,1.2,0.7,0.8,-99,1.3,2.0,1.0,0.0,1.4,1.5,1.7,0.7,0.7,0.7,0.8,1.0,1.1,1.4
15/04/2006,23,0.7,0.9,1.0,1.5,1.6,1.1,0.9,-99,1.3,1.7,1.2,0.0,1.8,1.9,1.8,0.7,0.7,0.7,0.7,1.3,1.5,1.4
15/04/2006,24,0.8,0.7,0.8,1.4,1.8,1.4,0.8,-99,1.2,2.1,1.0,0.3,2.0,1.8,1.7,0.7,0.5,0.6,0.8,1.2,1.7,1.8
16/04/2006,1,0.7,0.5,0.4,0.8,1.5,1.3,0.7,-99,1.0,1.4,0.9,0.5,1.3,2.0,2.3,0.5,0.4,0.3,0.7,1.4,1.0,1.8
16/04/2006,2,0.5,0.6,0.7,-99,1.5,1.2,0.8,-99,0.9,0.6,0.7,0.5,1.2,1.5,2.0,0.4,0.5,0.3,0.5,0.9,0.8,1.5
16/04/2006,3,0.5,0.7,1.0,0.6,1.8,1.0,0.7,-99,1.0,0.9,0.7,0.4,1.3,1.4,1.8,0.6,0.5,0.5,0.7,0.8,0.8,1.3
16/04/2006,4,0.1,0.9,0.6,0.6,2.0,0.8,0.6,-99,0.9,1.2,0.7,0.3,1.4,1.4,1.6,0.8,0.5,0.5,0.3,1.0,0.7,1.4
16/04/2006,5,0.4,0.7,0.7,0.7,2.1,0.8,0.6,-99,0.8,1.5,1.2,0.2,1.4,1.6,1.5,0.8,0.6,0.4,0.9,1.0,0.8,1.3
16/04/2006,6,0.9,1.1,0.9,0.8,2.5,1.6,0.7,-99,1.1,2.7,1.1,0.2,2.1,2.2,2.0,1.0,0.9,0.5,1.2,1.6,0.9,1.7
16/04/2006,7,1.6,1.9,1.5,1.0,2.6,2.1,1.2,-99,1.8,1.8,1.3,0.2,2.3,2.8,2.2,1.3,1.2,0.7,1.1,1.7,1.5,2.5
16/04/2006,8,0.7,2.2,1.5,2.4,2.4,1.4,1.3,-99,2.0,0.6,1.5,0.3,2.8,2.0,2.6,1.2,1.4,1.1,1.3,2.5,2.0,2.0
16/04/2006,9,0.5,1.8,1.1,1.8,1.2,1.1,1.5,-99,2.0,1.0,1.7,0.5,1.5,2.2,2.5,0.9,1.1,0.6,0.6,1.8,2.1,1.4
16/04/2006,10,0.5,1.3,1.0,1.3,1.4,1.1,1.0,-99,1.9,0.7,1.4,0.5,1.3,2.5,2.1,0.8,1.1,0.4,0.5,1.3,1.8,1.6
16/04/2006,11,0.2,1.1,0.6,1.0,1.3,0.8,1.4,-99,1.8,0.7,0.9,0.4,1.1,2.3,1.6,0.4,0.7,0.3,0.4,0.5,0.7,2.0
16/04/2006,12,0.1,0.6,0.4,0.5,0.9,0.7,1.0,-99,1.3,0.6,0.7,0.3,0.6,1.6,1.2,0.3,0.4,0.1,0.1,0.4,0.5,1.4
16/04/2006,13,0.0,0.5,0.2,0.3,0.9,0.4,0.6,-99,0.8,0.3,0.5,0.2,0.6,1.6,1.0,0.2,0.3,0.1,0.0,0.3,0.3,1.3
16/04/2006,14,0.0,0.5,0.3,0.4,0.7,0.4,0.6,-99,0.8,0.4,0.4,0.0,0.7,1.7,1.1,0.2,0.4,0.1,0.1,0.3,0.4,1.2
16/04/2006,15,0.0,0.5,0.6,0.3,0.6,0.2,0.5,-99,0.8,0.5,0.4,0.0,0.6,1.8,1.0,0.3,0.4,0.1,0.2,0.2,0.5,1.2
16/04/2006,16,0.0,0.5,0.4,0.3,0.6,0.2,0.4,-99,0.6,0.5,0.3,0.0,0.6,1.5,0.9,0.3,0.4,0.1,0.1,0.2,0.4,1.0
16/04/2006,17,0.0,0.5,0.4,0.2,0.6,0.2,0.4,-99,0.6,0.7,0.4,0.0,0.6,1.1,1.0,0.2,0.4,0.1,0.1,0.3,0.3,1.1
16/04/2006,18,0.0,0.4,0.4,0.3,0.7,0.4,0.5,-99,0.7,0.9,0.4,0.0,0.7,1.0,1.3,0.2,0.4,0.1,0.2,0.6,0.4,1.2
16/04/2006,19,0.0,0.4,0.3,0.4,1.2,0.7,0.5,-99,0.8,1.1,0.5,0.0,0.7,0.9,1.3,0.4,0.4,0.3,0.3,0.9,0.5,1.2
16/04/2006,20,0.2,0.4,0.4,0.3,0.9,0.7,0.5,-99,1.0,1.0,0.5,0.0,0.6,1.0,1.2,0.4,0.5,0.2,0.3,0.6,0.4,1.2
16/04/2006,21,0.0,0.5,0.4,0.2,1.2,-99,0.5,-99,0.7,0.7,0.4,0.0,0.7,1.1,1.0,0.4,0.4,0.2,0.5,0.6,0.3,1.0
16/04/2006,22,0.0,0.6,0.4,0.3,1.0,-99,0.4,-99,0.7,1.0,0.4,0.0,0.9,1.3,1.3,0.3,0.4,0.2,0.6,0.6,0.4,1.1
16/04/2006,23,0.0,0.5,0.2,0.3,0.8,-99,0.5,-99,0.7,0.7,0.4,0.0,0.8,1.1,1.4,0.3,0.3,0.1,0.6,0.4,0.4,1.0
16/04/2006,24,0.0,0.6,0.3,0.4,0.9,-99,0.4,-99,0.6,0.4,0.3,0.0,0.9,1.1,1.2,0.3,0.3,0.1,0.5,0.5,0.5,0.9
17/04/2006,1,0.0,0.5,0.4,0.5,1.3,-99,0.5,-99,0.6,0.5,0.3,0.0,1.3,1.2,1.3,0.3,0.5,0.1,0.5,0.7,0.5,0.9
17/04/2006,2,0.0,0.5,0.3,0.5,1.1,-99,0.5,-99,0.6,0.4,0.1,0.0,1.4,1.1,1.2,0.4,0.4,0.2,0.3,0.4,0.4,0.9
17/04/2006,3,0.0,0.5,0.3,0.5,1.3,-99,0.4,-99,0.6,0.6,0.2,0.0,1.4,1.4,1.2,0.3,0.4,0.2,0.4,0.4,0.5,1.0
17/04/2006,4,0.0,0.6,0.3,0.5,1.2,-99,0.5,-99,0.6,0.9,0.3,0.0,1.8,1.7,1.2,0.5,0.4,0.4,0.4,0.7,0.6,1.1
17/04/2006,5,0.1,1.1,0.5,1.0,3.0,-99,0.6,-99,1.1,0.6,0.6,0.0,1.6,2.3,1.7,0.9,0.6,0.6,0.8,1.2,0.9,1.4
17/04/2006,6,0.7,2.6,2.0,1.6,5.8,-99,1.3,-99,2.4,2.1,1.2,0.0,2.9,2.1,3.4,1.5,1.6,0.8,3.1,2.9,1.8,1.9
17/04/2006,7,3.0,4.5,4.8,3.4,6.3,-99,3.2,-99,3.9,4.7,1.8,0.3,5.2,2.7,3.5,2.5,1.7,0.7,3.6,3.5,3.2,2.4
17/04/2006,8,2.7,2.9,2.5,3.5,4.0,-99,3.9,-99,4.1,2.8,2.4,1.2,3.8,3.1,4.4,1.9,1.2,0.9,2.4,3.0,3.2,3.1
17/04/2006,9,2.3,1.6,1.6,2.7,2.5,-99,2.2,-99,3.0,2.3,1.8,2.1,2.4,3.6,3.7,1.7,1.0,0.8,1.3,2.1,1.8,3.2
17/04/2006,10,2.2,1.6,1.1,2.3,1.4,-99,2.3,-99,2.4,1.5,1.7,2.3,2.1,2.9,3.6,0.7,0.9,0.5,0.6,-99,2.1,2.7
17/04/2006,11,0.9,2.1,1.4,1.9,1.5,1.2,2.3,-99,2.9,0.6,0.8,1.9,1.5,3.0,3.2,0.4,0.8,0.3,0.2,-99,1.9,2.2
17/04/2006,12,0.5,1.0,-99,1.2,-99,0.7,1.8,0.6,2.6,0.5,0.5,1.5,1.2,2.2,1.9,0.3,0.7,0.1,0.4,-99,0.9,1.9
17/04/2006,13,0.2,-99,-99,0.6,-99,0.6,1.3,0.4,1.6,0.5,0.2,-99,1.0,1.7,1.7,0.4,0.6,0.1,0.2,0.7,0.7,1.4
17/04/2006,14,0.2,1.0,1.3,0.7,0.5,0.9,1.0,0.5,1.3,0.9,0.2,-99,1.0,1.2,1.7,0.5,0.6,0.2,0.1,0.6,1.0,1.2
17/04/2006,15,0.3,0.9,1.0,0.9,0.6,1.4,0.8,0.4,1.0,1.3,0.2,0.6,1.1,1.3,2.3,0.6,0.6,0.2,0.2,1.3,1.0,1.2
17/04/2006,16,0.3,0.7,0.5,0.8,0.9,1.3,0.6,0.4,1.0,1.9,0.2,0.8,1.1,1.4,2.1,0.5,0.6,0.3,0.3,1.3,0.7,1.1
17/04/2006,17,0.4,0.8,0.7,0.9,0.7,0.6,0.7,0.3,1.0,1.7,0.2,0.7,1.2,1.3,2.1,0.4,0.5,0.3,0.6,1.3,0.8,1.2
17/04/2006,18,0.4,0.6,0.7,0.6,0.9,0.7,0.8,0.3,1.1,1.9,0.3,0.8,1.1,1.3,2.1,0.4,0.5,0.6,0.4,1.4,0.7,1.2
17/04/2006,19,0.4,0.7,0.9,0.7,1.0,1.6,0.7,0.5,1.0,2.3,0.4,0.9,1.0,1.5,2.4,0.4,0.4,0.4,0.4,1.6,0.7,1.4
17/04/2006,20,0.5,0.6,1.3,1.1,1.3,1.6,0.9,0.5,1.2,2.9,0.5,1.1,1.2,2.1,2.2,0.9,0.7,0.7,0.8,1.9,1.0,1.8
17/04/2006,21,0.7,0.7,1.4,1.3,1.5,1.7,1.1,0.7,1.4,2.2,0.9,1.8,1.3,4.0,2.3,1.3,0.9,1.1,1.4,1.5,1.1,2.3
17/04/2006,22,0.5,0.7,1.8,2.5,1.8,1.5,1.2,1.2,1.5,2.4,0.9,2.6,1.7,2.8,2.2,1.3,2.0,1.3,1.5,2.2,1.3,2.7
17/04/2006,23,0.8,1.0,1.7,1.5,3.4,1.9,1.2,1.2,1.8,1.7,1.3,2.3,2.8,1.9,2.8,1.4,0.7,1.0,1.2,2.1,1.2,1.7
17/04/2006,24,1.3,0.9,1.2,1.6,2.1,1.7,1.0,0.6,1.3,2.1,0.8,1.9,2.6,2.3,3.6,1.3,1.1,0.7,1.1,2.2,1.3,1.6
18/04/2006,1,1.3,0.4,0.9,1.0,1.2,1.4,0.9,0.4,0.8,1.6,0.7,2.1,1.5,1.7,2.3,1.2,0.8,0.7,0.7,2.0,0.8,1.6
18/04/2006,2,0.7,0.5,0.7,1.0,1.7,0.9,0.8,0.3,1.0,1.1,0.9,1.8,1.1,1.6,2.1,0.9,0.9,0.7,0.8,1.4,0.8,1.4
18/04/2006,3,0.4,0.5,0.7,0.8,1.5,1.0,0.6,0.3,0.9,1.2,0.7,1.7,1.4,1.4,1.8,1.3,0.8,0.7,0.5,0.9,0.5,1.5
18/04/2006,4,0.3,0.5,0.8,1.0,1.5,0.8,0.7,0.3,0.8,1.1,0.6,1.6,1.2,1.3,1.8,1.0,0.6,0.5,0.7,1.0,0.6,1.4
18/04/2006,5,0.4,1.1,1.0,1.4,2.9,1.0,0.7,0.4,1.1,1.5,1.4,1.6,1.7,2.2,1.7,1.3,0.6,0.8,1.4,2.0,0.8,1.8
18/04/2006,6,1.5,2.5,3.1,2.2,4.5,2.7,1.2,1.4,1.6,1.3,2.4,2.3,3.1,2.3,3.0,2.7,1.3,1.5,2.1,2.6,1.9,2.2
18/04/2006,7,2.7,3.8,5.9,3.3,3.6,2.5,2.1,2.5,3.3,1.0,2.5,2.8,5.3,4.2,4.3,3.7,2.4,-99,2.2,5.1,4.8,3.1
18/04/2006,8,2.9,4.3,4.3,5.4,4.3,2.5,2.4,2.0,4.1,1.6,3.4,3.1,5.1,3.8,4.0,3.9,2.4,-99,3.0,4.8,5.7,3.8
18/04/2006,9,1.9,3.6,2.8,3.0,3.7,2.0,1.5,1.7,2.9,2.3,3.6,1.9,3.6,3.3,3.9,3.7,2.0,-99,1.1,4.4,3.4,2.0
18/04/2006,10,-99,2.7,2.3,2.2,2.1,1.7,1.2,1.4,2.1,1.8,2.1,1.7,2.8,2.2,2.8,2.4,1.5,-99,0.6,3.7,2.5,2.1
18/04/2006,11,-99,1.8,1.4,2.2,1.9,1.3,-99,1.1,1.8,1.4,1.3,1.3,1.9,2.3,2.5,1.0,1.1,-99,0.7,2.3,1.9,1.5
18/04/2006,12,-99,1.0,1.2,-99,1.4,1.0,-99,1.0,1.1,0.9,0.7,1.1,1.2,1.8,2.1,0.6,0.5,-99,0.6,0.9,1.0,1.4
18/04/2006,13,-99,0.8,1.0,-99,1.0,0.9,-99,0.6,1.2,0.7,0.5,0.8,1.1,1.6,1.9,0.5,0.4,-99,0.1,0.8,0.8,1.3
18/04/2006,14,-99,0.8,0.7,1.2,0.8,0.9,0.8,0.5,1.3,0.4,0.7,0.7,1.1,2.0,1.7,0.2,0.4,-99,0.1,0.7,0.8,1.3
18/04/2006,15,0.4,0.7,0.9,0.9,0.7,0.8,0.7,0.8,1.0,0.3,0.5,0.6,0.9,1.9,1.9,0.2,0.4,-99,0.2,0.6,0.7,1.4
18/04/2006,16,0.3,0.7,0.8,0.9,0.7,1.1,0.8,0.9,1.0,0.3,0.5,0.6,0.8,2.2,1.6,0.2,0.3,-99,0.3,0.4,0.6,1.5
18/04/2006,17,0.3,0.6,0.7,0.9,0.5,0.4,0.9,0.9,1.1,0.3,0.3,0.5,0.7,1.7,1.6,0.2,0.4,-99,0.3,0.4,0.4,1.5
18/04/2006,18,0.3,0.6,0.7,0.9,0.9,0.5,0.8,0.9,1.2,0.5,0.2,0.5,0.8,1.6,1.5,0.2,0.5,-99,0.5,1.0,0.4,1.5
18/04/2006,19,0.8,0.8,0.7,1.3,0.8,0.6,0.9,0.5,1.2,1.7,0.5,0.8,1.0,1.5,2.1,0.3,0.7,-99,1.1,0.7,0.7,1.4
18/04/2006,20,1.0,0.8,1.2,2.0,0.9,0.9,1.1,0.5,1.2,1.7,0.6,1.1,1.5,1.5,2.2,0.6,0.9,-99,1.4,1.1,1.1,1.4
18/04/2006,21,0.9,0.9,1.4,1.5,0.8,0.9,1.1,0.5,3.7,1.5,0.7,1.0,1.6,1.5,2.1,0.6,0.9,-99,1.2,1.2,1.0,1.3
18/04/2006,22,0.7,0.7,1.2,1.5,1.0,0.8,0.8,0.4,1.7,1.4,0.6,1.4,1.7,1.6,2.0,0.5,1.0,-99,1.5,1.3,0.9,1.5
18/04/2006,23,0.3,0.6,0.7,1.1,1.5,0.8,1.2,0.7,1.2,1.7,0.6,1.7,1.3,1.7,1.6,0.7,1.1,-99,1.5,1.2,0.9,1.5
18/04/2006,24,0.1,0.6,0.4,1.0,1.4,0.7,1.0,0.6,1.2,1.2,0.7,2.0,1.0,2.1,1.6,0.5,0.5,-99,1.4,0.9,0.6,1.3
19/04/2006,1,0.1,0.7,0.4,0.5,0.9,0.5,1.0,0.3,0.9,0.6,0.6,1.3,1.0,2.1,1.5,0.3,0.3,-99,1.4,0.8,0.4,1.3
19/04/2006,2,0.0,0.5,0.4,0.4,0.4,0.5,0.6,0.2,1.1,0.5,0.5,0.5,1.1,1.8,1.4,0.3,0.4,-99,1.3,0.4,0.3,1.3
19/04/2006,3,0.0,0.4,0.5,0.4,0.4,0.4,0.5,0.2,1.1,0.7,0.4,0.6,1.0,1.2,1.4,0.4,0.4,-99,1.3,0.4,0.4,1.1
19/04/2006,4,0.0,0.4,0.6,0.6,1.0,0.5,0.7,0.1,0.9,0.8,0.4,0.6,0.9,1.2,1.3,0.5,0.5,-99,1.1,0.5,0.5,1.0
19/04/2006,5,0.1,0.8,0.8,1.0,2.1,0.8,0.7,0.3,1.2,0.6,0.7,0.9,1.2,1.4,1.5,0.6,0.6,-99,0.8,0.8,0.6,1.1
19/04/2006,6,0.6,2.0,2.8,2.1,4.6,2.2,1.1,0.8,1.4,1.2,1.5,1.5,3.0,1.7,2.6,1.0,1.2,-99,1.4,2.5,1.6,1.6
19/04/2006,7,1.7,2.1,4.9,3.7,4.9,3.1,2.1,1.7,3.2,3.6,1.9,3.6,4.4,2.5,3.6,0.8,1.2,-99,2.4,2.8,3.0,2.3
19/04/2006,8,3.2,2.9,3.2,3.6,1.9,3.2,2.4,2.0,5.3,4.3,2.2,1.5,4.5,2.6,4.1,1.9,1.7,-99,1.2,3.3,2.8,2.4
19/04/2006,9,3.4,1.8,2.8,3.7,1.8,3.1,2.4,1.7,4.3,3.1,1.6,2.2,3.1,2.5,4.2,1.5,1.9,-99,0.3,3.1,3.2,1.7
19/04/2006,10,2.2,2.0,2.3,3.5,1.2,2.0,1.5,1.2,2.2,0.7,0.9,1.4,1.7,2.4,3.9,0.6,1.1,-99,0.1,1.8,2.6,1.5
19/04/2006,11,0.9,1.5,1.7,1.3,1.1,1.0,1.6,0.9,2.6,0.3,0.6,0.9,1.4,2.6,2.4,0.4,0.6,-99,0.1,0.5,1.1,1.8
19/04/2006,12,0.8,1.0,1.1,0.9,0.7,1.0,2.2,0.7,2.5,0.6,0.4,0.9,1.1,2.3,2.1,0.3,0.5,-99,0.0,0.5,0.6,1.8
19/04/2006,13,0.4,0.6,0.9,0.9,1.0,0.9,1.4,0.4,1.5,-99,0.4,0.8,0.8,1.9,2.2,0.3,0.4,-99,0.1,0.4,0.4,1.6
19/04/2006,14,0.2,0.6,0.9,1.1,0.7,0.6,1.0,0.5,1.5,-99,0.2,0.5,0.9,1.7,1.7,0.2,0.3,-99,0.0,0.6,0.4,1.4
19/04/2006,15,0.5,0.6,0.8,1.2,0.9,0.5,1.0,0.7,1.2,0.7,0.3,0.6,0.9,1.5,1.7,0.2,0.4,-99,0.1,0.4,0.6,1.6
19/04/2006,16,0.6,0.6,0.9,1.2,0.8,0.9,1.0,0.5,1.3,0.7,0.3,0.6,0.9,1.9,1.9,0.2,0.4,-99,0.3,0.4,0.6,1.3
19/04/2006,17,0.5,1.0,0.8,1.1,1.2,1.3,0.9,0.4,1.2,1.5,0.3,0.6,1.1,1.5,2.4,0.3,0.4,-99,0.7,0.5,0.7,1.3
19/04/2006,18,0.7,1.3,1.4,1.3,1.1,2.0,1.1,0.3,1.8,2.6,0.5,0.9,1.8,1.5,3.4,0.3,0.5,-99,0.8,2.0,1.5,1.4
19/04/2006,19,0.6,1.5,0.5,0.9,1.3,1.8,1.2,-99,1.4,1.9,0.3,1.4,1.3,1.7,2.4,0.5,0.4,-99,0.7,1.3,0.9,1.6
19/04/2006,20,0.5,1.0,0.5,0.9,1.1,1.3,0.9,-99,1.0,2.5,0.5,1.0,1.2,1.8,2.2,0.7,0.5,-99,0.5,1.1,0.7,1.5
19/04/2006,21,0.7,1.1,0.7,1.2,1.1,1.7,1.2,-99,1.5,2.7,0.8,1.3,1.4,2.1,2.3,1.2,0.7,-99,0.7,1.3,1.1,1.8
19/04/2006,22,0.8,1.2,1.4,1.4,1.2,1.3,1.1,0.6,1.6,1.5,1.1,1.4,1.6,3.5,2.3,0.8,0.7,-99,0.4,1.2,1.1,1.9
19/04/2006,23,0.7,1.1,0.9,0.8,1.0,1.1,1.4,0.2,1.8,1.0,0.9,0.9,1.3,2.5,1.9,0.4,0.5,-99,0.2,0.9,0.8,2.4
19/04/2006,24,0.1,0.7,0.3,0.6,0.8,0.6,0.8,0.4,0.8,1.1,0.7,0.7,0.8,1.9,1.5,0.2,0.4,-99,0.1,0.3,0.5,1.4
20/04/2006,1,0.0,0.8,0.3,0.5,0.8,0.4,0.7,0.1,0.7,0.8,0.4,0.6,0.9,1.6,1.5,0.3,0.3,-99,0.1,0.4,0.4,1.1
20/04/2006,2,0.0,0.7,0.4,0.5,0.5,0.3,0.6,0.1,0.9,0.8,0.4,0.6,0.9,1.5,1.4,0.3,0.3,-99,0.0,0.3,0.4,1.2
20/04/2006,3,0.0,0.5,0.4,0.7,0.5,0.4,0.6,0.2,0.8,0.9,0.5,0.6,1.1,1.5,1.6,0.4,0.4,-99,0.1,0.3,0.4,1.2
20/04/2006,4,0.0,0.5,0.4,0.6,0.6,0.5,0.5,0.3,1.0,0.9,0.6,0.7,1.1,1.5,1.6,0.4,0.3,-99,0.2,0.6,0.5,1.2
20/04/2006,5,0.1,0.6,0.7,0.7,1.0,0.9,0.6,0.4,1.3,0.7,0.8,0.7,1.2,1.5,2.2,0.6,0.7,-99,0.4,1.1,0.6,1.3
20/04/2006,6,0.8,1.1,2.5,1.4,2.9,1.7,1.1,1.2,1.6,0.8,1.5,1.7,1.9,1.9,2.3,1.1,1.8,-99,1.4,1.8,1.3,1.6
20/04/2006,7,2.5,2.8,3.9,2.9,2.9,3.0,1.8,1.6,3.4,1.5,1.6,3.8,3.1,2.8,2.7,1.6,2.0,-99,1.7,3.3,2.4,3.2
