FECHA,HORA,ACO,ATI,CAM,CHO,COY,CUA,CUT,FAC,HGM,IZT,LLA,LPR,MER,MON,NEZ,PED,SAG,SFE,SJA,SUR,TAH,TLA,TLI,TPN,UAX,UIZ,VIF,XAL
20/01/2013,14,5,16,32,19,19,10,18,24,36,37,15,32,42,9,28,20,-99,13,26,20,35,25,14,25,26,42,9,22
20/01/2013,15,4,11,33,24,28,13,15,26,34,38,14,29,28,8,21,21,-99,18,17,28,41,36,12,21,30,25,8,16
20/01/2013,16,7,18,30,21,30,17,10,30,28,24,16,29,25,8,15,28,-99,23,18,35,34,30,14,30,28,21,11,19
20/01/2013,17,11,20,29,22,29,23,12,33,29,25,25,37,36,9,20,33,-99,25,21,36,27,36,19,35,25,25,11,24
20/01/2013,18,10,24,32,26,29,28,13,40,31,34,36,26,30,9,24,33,-99,33,24,33,24,33,21,48,32,23,12,28
20/01/2013,19,9,21,30,19,57,39,13,29,39,54,40,21,42,9,38,46,-99,48,32,52,28,32,22,31,64,40,14,24
20/01/2013,20,15,29,34,23,36,29,27,20,36,39,36,27,41,13,38,40,-99,31,32,52,32,35,26,37,45,39,15,24
20/01/2013,21,12,33,37,29,31,36,12,23,41,38,32,31,37,19,33,36,-99,40,34,38,37,35,31,31,43,40,17,21
20/01/2013,22,12,34,34,29,32,42,32,20,32,36,36,23,35,14,35,39,-99,46,39,38,43,32,31,21,39,41,20,25
20/01/2013,23,11,43,38,38,31,48,39,30,37,35,29,17,41,19,37,44,-99,48,39,37,43,38,39,17,37,42,25,30
20/01/2013,24,12,33,41,38,31,23,41,35,43,39,40,19,41,16,33,38,-99,48,39,38,39,-99,40,14,37,43,33,25
21/01/2013,1,29,20,40,25,37,23,25,29,43,40,41,27,41,19,38,33,-99,33,42,-99,35,-99,40,13,40,41,39,34
21/01/2013,2,31,14,40,25,35,23,27,21,41,37,41,40,42,23,40,38,-99,29,39,41,28,-99,35,14,37,41,28,40
21/01/2013,3,16,14,40,22,34,29,37,13,37,37,26,40,42,10,33,36,-99,31,39,39,24,-99,39,19,41,43,21,42
21/01/2013,4,27,12,34,24,36,33,32,11,37,36,38,38,40,9,22,36,-99,37,34,43,25,-99,39,23,38,34,34,41
21/01/2013,5,27,17,32,24,34,34,35,16,36,30,41,41,35,22,20,37,-99,36,32,40,28,-99,33,22,35,28,30,39
21/01/2013,6,31,29,38,25,32,32,35,24,36,33,41,39,38,25,29,36,-99,38,34,38,25,36,38,21,31,36,33,38
21/01/2013,7,30,31,40,27,33,33,34,29,40,35,43,40,38,28,34,35,-99,36,34,37,31,42,42,22,34,39,32,41
21/01/2013,8,32,34,42,29,35,33,39,35,42,35,44,42,40,26,38,35,-99,39,36,-99,31,46,41,25,36,40,39,43
21/01/2013,9,32,31,42,28,37,33,38,33,45,39,44,43,43,25,40,37,-99,40,40,-99,-99,40,40,25,39,42,38,45
21/01/2013,10,30,28,44,31,41,31,29,32,46,44,44,32,50,30,39,42,-99,36,44,47,38,45,41,34,41,45,37,53
21/01/2013,11,27,14,41,33,43,22,12,25,40,50,44,30,47,31,44,41,-99,24,52,55,40,28,41,38,53,52,32,58
21/01/2013,12,-99,12,36,25,28,15,12,15,42,30,29,25,41,21,58,27,-99,18,36,44,52,22,22,31,45,57,16,54
21/01/2013,13,-99,15,29,29,30,10,13,16,37,38,22,16,46,16,28,21,-99,14,42,33,48,-99,17,32,39,49,16,22
21/01/2013,14,12,21,43,18,42,19,19,27,45,34,22,11,32,9,17,40,-99,24,22,50,21,25,22,44,40,23,17,33
21/01/2013,15,10,30,34,16,32,34,19,31,36,26,24,20,28,11,26,48,-99,46,23,38,21,33,24,57,25,24,19,29
21/01/2013,16,8,27,33,24,32,37,18,31,41,32,32,21,33,10,26,43,-99,43,29,35,24,33,22,47,25,38,19,31
21/01/2013,17,8,29,32,19,36,42,15,39,39,41,34,18,39,9,24,43,-99,45,31,40,-99,32,26,50,31,31,18,30
21/01/2013,18,14,38,40,19,45,48,15,46,44,41,43,23,41,7,22,48,-99,50,35,48,28,37,29,52,36,32,18,33
21/01/2013,19,15,28,45,37,45,47,23,44,44,44,41,38,46,11,35,55,-99,52,43,54,37,46,34,48,44,35,22,33
21/01/2013,20,17,36,47,25,47,41,21,27,44,48,42,33,51,17,43,55,-99,45,44,56,40,34,43,43,48,49,28,33
21/01/2013,21,18,45,49,21,45,28,20,30,50,-99,39,32,48,15,44,45,-99,32,40,50,35,42,33,46,44,47,26,30
21/01/2013,22,18,31,43,27,43,23,25,26,45,43,35,28,40,18,42,35,-99,29,32,50,42,41,29,41,50,45,25,21
21/01/2013,23,12,33,41,32,42,17,36,18,44,39,33,29,40,14,39,35,-99,22,33,47,40,31,39,33,45,39,25,26
21/01/2013,24,10,32,37,28,29,-99,35,18,36,40,26,23,-99,23,36,26,-99,18,30,34,42,33,41,26,46,49,33,22
22/01/2013,1,12,20,37,20,24,-99,37,20,34,34,24,25,-99,26,24,19,-99,22,38,24,46,27,40,24,34,47,28,24
22/01/2013,2,20,28,34,21,23,-99,35,19,38,32,27,30,-99,27,24,22,-99,25,41,28,42,27,23,25,38,40,18,24
22/01/2013,3,18,24,33,20,28,-99,33,18,39,33,34,31,-99,26,23,32,-99,27,33,41,40,28,25,17,39,38,25,31
22/01/2013,4,11,13,32,18,32,-99,31,13,31,33,27,25,-99,22,24,31,-99,34,35,41,38,25,25,21,39,37,15,34
22/01/2013,5,13,16,36,24,23,-99,30,16,40,30,36,35,-99,19,31,31,-99,28,34,37,37,20,31,17,38,38,20,34
22/01/2013,6,18,24,36,25,29,19,31,19,36,34,35,39,35,20,32,29,-99,24,30,38,37,32,31,17,37,36,24,39
22/01/2013,7,25,31,37,24,33,29,31,25,35,34,35,36,33,19,35,32,-99,36,32,38,35,35,36,21,37,37,27,41
22/01/2013,8,27,33,37,26,33,32,33,32,38,36,35,37,34,19,35,37,-99,37,33,41,36,37,37,24,37,41,28,42
22/01/2013,9,25,33,38,28,35,35,34,30,39,36,36,40,40,22,38,38,-99,35,38,43,35,39,37,24,39,48,28,44
22/01/2013,10,27,33,37,33,33,31,29,28,36,37,37,39,42,26,38,37,-99,36,44,38,40,31,35,37,41,52,24,44
22/01/2013,11,14,25,39,-99,30,26,16,31,44,36,34,38,43,16,43,30,-99,29,45,38,49,38,31,40,41,-99,17,40
22/01/2013,12,13,27,40,-99,33,29,16,25,40,45,32,43,46,16,42,29,-99,29,46,41,57,31,24,38,45,-99,19,48
22/01/2013,13,14,25,41,-99,38,35,22,26,53,54,40,54,57,15,56,31,-99,36,53,-99,71,34,30,39,51,-99,22,65
22/01/2013,14,14,23,64,-99,35,40,38,38,57,52,46,52,66,13,49,34,-99,37,65,51,69,36,43,45,61,65,22,77
22/01/2013,15,9,24,68,-99,48,43,40,44,49,55,39,57,45,8,31,46,-99,42,64,59,59,29,33,45,62,38,28,66
22/01/2013,16,9,22,71,-99,55,39,30,47,56,57,36,30,60,6,30,47,-99,43,45,55,35,27,27,38,52,44,29,54
22/01/2013,17,10,27,67,-99,63,44,29,67,69,60,24,51,63,8,27,47,-99,48,40,60,27,40,30,37,40,37,22,48
22/01/2013,18,15,34,72,-99,58,43,34,86,79,58,24,46,63,10,32,53,-99,47,40,56,23,54,39,43,36,45,23,32
22/01/2013,19,28,61,88,55,57,44,34,98,76,57,45,44,77,13,49,57,-99,53,58,65,37,85,53,37,54,49,46,36
22/01/2013,20,25,46,78,46,66,55,28,84,67,59,63,66,69,44,55,63,-99,58,65,74,27,97,51,30,63,49,28,65
22/01/2013,21,18,32,63,53,56,52,15,53,68,54,44,61,67,47,65,52,-99,58,65,52,22,57,32,9,46,48,16,65
22/01/2013,22,16,36,59,42,54,35,17,53,64,56,33,38,63,43,65,51,-99,50,55,58,39,51,30,14,48,54,14,38
22/01/2013,23,12,34,41,34,55,32,35,39,50,49,25,24,45,28,51,58,-99,45,40,64,50,29,18,19,61,53,11,30
22/01/2013,24,10,34,21,24,37,30,30,26,-99,31,19,20,29,13,25,-99,-99,41,30,-99,50,25,20,32,46,40,12,19
23/01/2013,1,5,33,31,28,31,19,18,36,-99,31,16,14,32,10,16,-99,-99,30,22,-99,45,28,18,27,36,30,9,16
23/01/2013,2,5,30,30,25,26,19,21,30,-99,28,13,10,31,8,22,-99,-99,26,32,27,38,27,13,22,34,34,8,28
23/01/2013,3,7,29,22,14,20,21,29,28,-99,25,11,9,29,7,32,-99,-99,24,23,20,34,21,19,22,26,31,11,32
23/01/2013,4,7,28,25,16,18,25,28,21,-99,22,10,13,29,8,33,-99,-99,24,23,18,27,25,23,21,22,29,17,24
23/01/2013,5,13,21,29,16,17,26,28,20,-99,26,18,26,32,16,29,-99,-99,25,28,17,24,25,22,19,24,31,20,25
23/01/2013,6,21,23,30,20,21,23,26,22,35,29,29,31,33,20,17,23,-99,25,30,25,23,28,29,21,29,32,18,29
23/01/2013,7,18,22,31,22,26,24,27,27,36,29,30,31,33,17,24,27,-99,27,29,30,28,32,29,19,32,30,24,32
23/01/2013,8,22,24,31,19,26,24,26,28,33,28,31,31,33,18,29,29,-99,25,29,32,31,34,29,15,31,29,25,33
23/01/2013,9,21,26,33,21,29,25,30,30,35,31,31,33,32,18,24,27,-99,27,28,31,26,31,30,19,30,28,25,32
23/01/2013,10,16,25,40,20,30,26,24,32,38,37,35,43,34,11,22,27,-99,24,30,35,27,33,29,17,30,33,25,45
23/01/2013,11,14,27,52,15,35,23,-99,40,47,40,35,-99,39,-99,21,31,-99,26,36,-99,23,41,32,16,35,35,18,49
23/01/2013,12,12,24,41,17,39,-99,-99,35,44,37,34,-99,51,-99,24,37,-99,24,37,-99,16,34,38,22,37,44,16,57
23/01/2013,13,9,16,38,15,33,20,-99,39,41,36,28,-99,47,-99,33,41,-99,26,41,-99,28,38,20,26,36,42,8,51
23/01/2013,14,7,19,34,-99,34,26,-99,39,42,-99,14,-99,54,-99,35,39,-99,31,42,36,33,24,14,37,30,40,7,29
23/01/2013,15,7,20,27,12,37,22,-99,33,32,36,18,-99,41,-99,27,43,-99,28,22,46,31,27,15,40,38,36,9,19
23/01/2013,16,9,22,27,10,24,21,-99,28,23,22,22,-99,33,-99,20,33,-99,23,17,32,22,-99,19,36,29,28,11,20
23/01/2013,17,9,23,29,-99,28,19,-99,28,31,22,28,17,36,-99,25,33,-99,26,21,32,19,28,19,30,26,31,7,23
23/01/2013,18,8,29,34,-99,31,23,-99,33,36,26,32,20,39,-99,30,35,-99,30,22,32,20,31,27,31,25,37,9,23
23/01/2013,19,12,27,45,13,36,20,15,30,45,33,18,18,43,-99,28,35,-99,28,25,35,26,39,29,30,33,36,13,28
23/01/2013,20,16,31,32,10,31,23,20,31,33,33,22,13,37,11,23,33,-99,30,24,32,20,32,26,25,23,22,21,28
23/01/2013,21,14,34,31,10,27,20,18,29,27,32,37,15,30,14,28,31,-99,30,30,30,20,33,37,29,19,25,25,28
23/01/2013,22,18,34,27,18,28,13,28,18,28,28,31,18,29,13,26,30,-99,18,23,31,22,35,35,32,29,33,22,17
23/01/2013,23,12,28,30,20,32,14,23,21,31,31,29,16,36,11,32,36,-99,17,19,35,27,32,30,32,29,33,24,20
23/01/2013,24,-99,15,24,17,26,13,17,17,24,24,24,14,29,14,20,30,-99,19,18,30,33,22,20,30,29,21,11,-99
24/01/2013,1,-99,8,23,10,19,10,18,9,24,19,17,8,19,12,11,21,-99,14,11,21,14,15,19,20,20,17,10,-99
24/01/2013,2,-99,6,21,7,14,7,16,6,18,12,17,7,13,13,9,14,-99,9,11,10,8,13,20,12,17,10,8,-99
24/01/2013,3,-99,13,26,9,15,7,20,8,26,16,19,9,23,16,9,14,-99,9,13,12,7,14,13,13,12,11,8,-99
24/01/2013,4,-99,17,27,17,13,9,19,11,29,24,24,12,31,21,10,12,-99,13,22,6,8,17,13,11,19,22,16,-99
24/01/2013,5,-99,19,32,20,15,21,20,14,20,28,26,16,32,17,17,16,-99,17,27,10,12,24,21,9,25,27,18,-99
24/01/2013,6,17,19,35,20,28,26,19,17,31,30,26,30,30,17,23,24,-99,24,26,30,15,23,24,8,32,30,21,26
24/01/2013,7,18,21,26,24,29,20,19,19,29,31,28,30,30,13,25,31,-99,23,27,31,16,23,26,13,28,30,23,33
24/01/2013,8,18,23,28,32,30,31,21,22,31,29,31,32,32,21,26,30,-99,32,28,32,29,24,24,9,31,28,21,39
24/01/2013,9,18,27,38,26,31,26,32,27,36,32,31,37,39,23,31,30,-99,28,35,35,26,30,33,17,32,33,24,45
24/01/2013,10,17,28,44,26,41,19,29,40,52,48,33,42,49,17,21,41,-99,33,47,45,30,47,39,28,41,35,26,52
24/01/2013,11,7,45,46,18,50,32,-99,49,67,57,37,62,58,8,20,48,-99,47,41,51,26,44,37,35,48,33,19,64
24/01/2013,12,6,37,56,18,52,38,-99,44,52,36,22,22,41,11,21,-99,-99,52,34,52,23,35,21,35,35,25,9,33
24/01/2013,13,4,18,23,6,40,31,-99,27,41,31,13,21,34,4,16,42,-99,30,21,41,17,21,10,48,27,31,8,19
24/01/2013,14,4,11,16,6,23,17,6,19,21,29,11,15,29,4,13,19,-99,15,14,32,17,17,9,29,28,22,6,20
24/01/2013,15,5,11,15,5,19,11,6,18,18,17,12,14,25,3,12,19,-99,13,13,21,12,17,10,17,18,19,7,17
24/01/2013,16,4,10,14,6,13,10,5,18,19,14,15,13,25,4,13,19,-99,15,10,15,11,21,9,17,16,15,7,21
24/01/2013,17,4,9,18,6,14,11,7,18,20,16,22,17,33,4,15,17,-99,17,12,13,11,17,10,19,16,26,7,21
24/01/2013,18,7,13,30,-99,22,14,6,21,30,21,29,-99,37,6,19,21,-99,19,19,19,18,24,18,20,19,36,9,22
24/01/2013,19,12,23,39,-99,33,27,8,27,36,35,41,-99,58,9,38,37,-99,36,31,32,29,35,29,16,35,50,16,23
24/01/2013,20,15,27,42,-99,40,36,23,41,44,39,33,19,44,16,39,56,-99,54,30,42,45,46,34,17,49,49,19,31
24/01/2013,21,15,28,30,-99,31,33,17,34,32,33,36,14,33,15,-99,56,-99,47,33,31,32,29,19,20,31,36,18,30
24/01/2013,22,-99,29,35,-99,32,22,21,29,36,36,37,21,36,11,27,47,-99,35,36,38,33,32,26,24,38,33,19,25
24/01/2013,23,-99,32,36,-99,30,23,17,23,33,34,28,24,41,9,30,37,-99,30,40,34,33,32,29,18,38,39,19,34
24/01/2013,24,10,29,35,-99,26,25,15,20,33,34,23,16,39,9,35,27,-99,28,38,27,36,30,29,15,-99,42,15,15
25/01/2013,1,11,28,33,-99,22,29,26,29,30,30,20,10,36,16,27,29,-99,28,36,19,35,28,23,14,-99,39,11,31
25/01/2013,2,11,21,33,-99,28,30,25,28,36,32,22,22,34,19,19,26,-99,22,32,26,34,29,21,10,-99,35,21,28
25/01/2013,3,8,13,32,-99,29,21,25,23,35,26,29,32,30,20,17,31,-99,25,23,27,29,26,23,8,-99,25,24,31
25/01/2013,4,10,15,30,-99,27,21,27,22,32,22,27,31,27,20,18,26,-99,22,26,22,17,26,24,10,-99,23,23,31
