FECHA,HORA,ACO,ATI,CAM,CHO,COY,CUA,CUT,FAC,HGM,IZT,LLA,LPR,MER,MON,NEZ,PED,SAG,SFE,SJA,SUR,TAH,TLA,TLI,TPN,UAX,UIZ,VIF,XAL
02/01/2013,10,25,37,31,3,31,25,-99,38,36,35,26,27,37,8,19,33,-99,38,27,34,4,41,38,28,19,17,22,25
02/01/2013,11,13,46,37,2,20,18,-99,52,38,27,24,30,36,9,19,44,-99,38,30,25,3,40,34,3,10,11,27,27
02/01/2013,12,7,38,37,3,4,33,-99,39,20,11,15,28,17,9,9,39,-99,34,22,8,3,36,26,2,5,-99,21,27
02/01/2013,13,6,29,13,3,4,21,-99,33,11,9,11,15,12,5,9,11,-99,22,13,8,3,31,18,3,7,-99,14,16
02/01/2013,14,4,20,11,2,4,10,-99,23,11,9,9,15,12,6,9,5,-99,6,15,9,5,12,8,2,7,-99,10,15
02/01/2013,15,6,12,12,3,5,8,-99,17,13,11,10,20,15,6,7,5,-99,7,14,8,4,9,9,1,7,9,11,15
02/01/2013,16,6,16,14,4,5,11,-99,25,15,13,12,20,16,7,12,5,-99,8,20,9,6,14,14,2,10,11,15,18
02/01/2013,17,8,23,16,6,6,10,-99,26,14,13,16,24,18,9,20,6,-99,9,23,11,6,22,16,2,11,16,18,22
02/01/2013,18,10,27,20,10,8,12,-99,28,21,20,17,27,24,10,23,8,-99,8,31,14,10,22,18,2,14,18,19,27
02/01/2013,19,11,24,23,10,7,17,-99,26,23,28,17,33,33,11,18,11,-99,9,31,11,20,25,26,2,15,19,18,25
02/01/2013,20,11,30,26,7,9,11,-99,31,24,21,26,34,30,11,20,10,-99,18,33,10,7,25,31,1,19,23,20,27
02/01/2013,21,17,23,25,5,14,11,-99,31,27,15,33,36,31,14,27,8,-99,23,32,14,18,35,34,1,13,24,28,33
02/01/2013,22,23,17,23,9,21,10,-99,19,29,19,31,32,30,18,28,6,-99,26,29,11,4,30,33,1,10,14,30,29
02/01/2013,23,15,25,28,7,16,12,-99,28,31,23,27,30,33,9,24,22,-99,25,33,10,13,30,30,0,13,18,29,30
02/01/2013,24,15,27,27,5,11,7,-99,25,29,14,25,32,29,9,29,26,-99,21,29,6,20,30,33,1,7,16,26,-99
03/01/2013,1,13,27,26,5,2,4,-99,24,17,17,26,31,24,8,24,22,-99,13,33,4,17,25,29,2,6,24,24,-99
03/01/2013,2,7,25,24,3,22,3,-99,28,14,7,12,29,15,6,16,21,-99,17,30,5,11,29,30,2,4,9,20,-99
03/01/2013,3,15,20,29,4,22,3,-99,25,20,7,19,19,14,6,13,19,-99,15,24,16,9,28,27,6,7,10,16,-99
03/01/2013,4,21,16,25,5,23,3,-99,19,29,15,23,17,-99,9,14,19,-99,12,26,25,7,21,24,4,11,10,23,-99
03/01/2013,5,13,15,23,9,21,5,-99,17,27,23,26,18,-99,10,20,14,-99,18,29,25,9,24,26,4,14,18,23,-99
03/01/2013,6,17,20,25,8,21,11,-99,21,26,24,26,22,-99,16,24,17,-99,19,25,26,12,27,27,8,21,26,23,24
03/01/2013,7,21,22,26,14,23,21,-99,23,29,25,25,25,-99,23,25,19,-99,25,25,26,11,34,24,12,25,31,21,28
03/01/2013,8,19,22,29,19,24,23,-99,25,34,28,25,29,-99,24,27,20,-99,31,25,29,16,31,22,11,27,30,21,39
03/01/2013,9,18,24,29,20,29,24,-99,29,34,34,27,48,-99,21,26,24,-99,28,29,34,24,30,27,16,30,33,21,34
03/01/2013,10,19,26,40,36,43,22,-99,27,62,49,33,70,-99,30,26,30,-99,25,38,42,32,37,28,24,46,41,21,58
03/01/2013,11,17,33,60,19,68,25,-99,-99,74,56,39,52,62,27,26,37,-99,24,45,53,23,51,32,28,60,39,22,52
03/01/2013,12,9,34,64,3,68,30,-99,-99,59,38,35,47,42,16,26,55,-99,37,27,65,11,66,34,42,53,39,25,30
03/01/2013,13,7,46,44,0,49,48,-99,-99,42,31,22,28,36,5,11,58,-99,56,28,44,4,64,40,25,18,23,32,24
03/01/2013,14,5,49,25,2,6,46,-99,-99,15,9,19,31,17,5,7,31,-99,50,19,9,3,39,36,5,5,7,24,29
