FECHA,HORA,ACO,AJM,ATI,BJU,CAM,CCA,CHO,COY,CUA,CUT,FAC,HGM,INN,IZT,LLA,LPR,MER,MGH,MON,MPA,NEZ,PED,SAG,SFE,SJA,TAH,TLA,TLI,UAX,UIZ,VIF,XAL
02/01/2018,15,12,14,-99,-99,-99,16,-99,-99,17,7,20,19,-99,-99,11,-99,14,15,6,-99,10,15,6,14,-99,8,21,15,-99,11,8,17
02/01/2018,16,15,13,-99,-99,-99,14,-99,-99,19,7,18,15,-99,-99,12,-99,18,14,7,-99,10,13,9,14,-99,12,-99,14,-99,12,8,19
02/01/2018,17,16,18,-99,-99,-99,13,-99,-99,21,9,22,20,-99,-99,14,-99,18,16,12,-99,15,15,14,16,-99,8,-99,17,-99,14,8,22
02/01/2018,18,15,25,-99,-99,-99,14,-99,-99,25,12,38,29,-99,-99,27,-99,22,29,19,-99,24,20,21,27,-99,9,-99,23,-99,13,13,27
02/01/2018,19,25,20,-99,-99,-99,27,-99,-99,67,24,77,29,-99,-99,43,-99,32,77,23,-99,29,32,40,54,-99,12,88,57,-99,20,43,39
02/01/2018,20,25,16,-99,-99,-99,35,-99,-99,47,45,79,43,-99,-99,39,-99,47,65,24,-99,36,31,45,42,-99,16,91,61,-99,27,45,36
02/01/2018,21,36,29,-99,-99,-99,32,-99,-99,24,46,78,51,-99,-99,43,-99,59,57,28,-99,42,34,37,55,-99,24,73,61,-99,40,47,52
02/01/2018,22,33,23,-99,-99,-99,37,-99,-99,23,32,50,61,-99,-99,53,-99,61,31,13,-99,42,34,51,44,-99,53,63,55,-99,45,52,51
02/01/2018,23,40,17,-99,-99,-99,38,-99,-99,20,42,37,67,-99,-99,57,-99,64,28,37,-99,55,35,54,37,-99,41,59,50,-99,58,41,60
02/01/2018,24,32,12,-99,-99,-99,35,-99,-99,15,38,32,59,-99,-99,55,-99,63,28,30,-99,55,36,51,39,-99,29,54,46,-99,53,41,57
03/01/2018,1,35,9,-99,-99,-99,33,-99,-99,22,38,43,56,-99,-99,52,-99,61,28,30,-99,42,30,55,38,-99,35,53,44,-99,52,45,50
03/01/2018,2,27,9,-99,-99,-99,30,-99,-99,25,36,33,46,-99,-99,49,-99,58,35,38,-99,47,21,53,30,-99,31,50,44,-99,44,43,54
03/01/2018,3,25,9,-99,-99,-99,35,-99,-99,27,38,26,41,-99,-99,45,-99,57,32,30,-99,47,19,49,32,-99,27,50,30,-99,42,39,49
03/01/2018,4,23,8,-99,-99,-99,30,-99,-99,39,34,28,51,-99,-99,39,-99,51,45,21,-99,42,16,39,27,-99,26,43,44,-99,38,37,45
03/01/2018,5,21,7,-99,-99,-99,29,-99,-99,49,28,25,48,-99,-99,33,-99,47,49,27,-99,37,18,32,27,-99,22,44,42,-99,41,32,39
03/01/2018,6,21,13,-99,-99,-99,29,-99,-99,47,27,28,45,-99,-99,34,-99,47,52,28,-99,36,17,28,36,-99,28,37,39,-99,42,31,38
03/01/2018,7,20,13,-99,-99,-99,27,-99,-99,49,25,39,46,-99,-99,29,-99,53,54,31,-99,33,24,27,42,-99,27,39,41,-99,43,32,40
03/01/2018,8,20,14,-99,-99,-99,27,-99,-99,52,28,37,52,-99,-99,36,-99,57,51,30,-99,32,33,27,44,-99,23,40,41,-99,45,-99,47
03/01/2018,9,21,19,-99,-99,-99,41,-99,-99,48,39,41,69,-99,-99,39,-99,55,55,37,-99,42,38,29,30,-99,30,48,39,-99,45,38,44
03/01/2018,10,20,30,-99,-99,-99,56,-99,-99,32,37,60,77,-99,-99,45,-99,55,59,33,-99,62,43,41,27,-99,30,51,43,-99,53,53,66
03/01/2018,11,21,25,-99,-99,-99,38,-99,-99,20,41,82,66,-99,-99,42,-99,56,56,25,-99,63,45,40,25,-99,27,51,54,-99,40,64,57
03/01/2018,12,18,17,-99,-99,-99,22,-99,-99,15,28,41,45,-99,-99,37,-99,-99,34,19,-99,42,25,29,17,-99,13,47,28,-99,36,32,55
03/01/2018,13,14,13,-99,-99,-99,14,-99,-99,16,13,27,33,-99,-99,25,-99,-99,21,11,-99,19,23,19,17,-99,14,29,17,-99,26,14,39
03/01/2018,14,12,18,-99,-99,-99,20,-99,-99,17,13,25,24,-99,-99,16,-99,-99,19,8,-99,16,21,12,15,-99,14,28,13,-99,19,7,27
03/01/2018,15,14,18,-99,-99,-99,23,-99,-99,20,13,22,31,-99,-99,13,-99,31,20,9,-99,22,22,11,16,-99,15,29,12,-99,28,13,23
03/01/2018,16,11,22,-99,-99,-99,27,-99,-99,22,11,25,24,-99,-99,15,-99,24,26,7,-99,17,24,11,20,-99,18,28,14,-99,28,9,23
03/01/2018,17,13,26,-99,-99,-99,25,-99,-99,25,12,27,24,-99,-99,22,-99,28,28,8,-99,19,29,15,19,-99,20,30,15,-99,23,9,35
03/01/2018,18,16,37,-99,-99,-99,28,-99,-99,27,16,30,25,-99,-99,28,-99,34,43,11,-99,28,42,21,25,-99,16,36,18,-99,30,12,34
03/01/2018,19,19,43,-99,-99,-99,30,-99,-99,36,21,28,28,-99,-99,42,-99,48,36,20,-99,32,43,28,29,-99,25,39,31,-99,43,15,28
03/01/2018,20,25,30,-99,-99,-99,36,-99,-99,25,22,20,28,-99,-99,43,-99,38,34,18,-99,30,29,36,23,-99,42,40,26,-99,35,20,29
03/01/2018,21,26,24,-99,-99,-99,35,-99,-99,30,27,27,39,-99,-99,43,-99,47,31,27,-99,41,28,41,24,-99,42,40,34,-99,45,27,31
03/01/2018,22,26,31,-99,-99,-99,27,-99,-99,32,32,28,39,-99,-99,37,-99,50,34,24,-99,48,31,33,29,-99,44,40,43,-99,50,29,23
03/01/2018,23,20,17,-99,-99,-99,38,-99,-99,36,39,27,37,-99,-99,36,-99,56,37,25,-99,54,44,31,40,-99,41,34,49,-99,57,32,29
03/01/2018,24,21,11,-99,-99,-99,33,-99,-99,34,43,33,40,-99,-99,40,-99,50,40,22,-99,53,26,39,34,-99,34,35,47,-99,55,27,54
04/01/2018,1,28,7,-99,-99,-99,35,-99,-99,34,38,33,45,-99,-99,40,-99,52,44,38,-99,42,18,38,28,-99,36,33,47,-99,50,36,50
04/01/2018,2,37,20,-99,-99,-99,35,-99,-99,44,34,36,48,-99,-99,41,-99,50,40,35,-99,29,20,41,16,-99,34,33,44,-99,41,38,47
04/01/2018,3,35,25,-99,-99,-99,33,-99,-99,33,30,30,44,-99,-99,38,-99,46,42,29,-99,29,24,38,20,-99,27,46,41,-99,37,31,41
04/01/2018,4,36,31,-99,-99,-99,37,-99,-99,40,25,32,43,-99,-99,37,-99,45,41,26,-99,32,31,37,21,-99,27,44,38,-99,35,32,37
04/01/2018,5,33,30,-99,-99,-99,33,-99,-99,47,20,31,42,-99,-99,35,-99,43,39,29,-99,38,38,37,29,-99,28,41,38,-99,39,32,36
04/01/2018,6,31,24,-99,-99,-99,30,-99,-99,43,22,30,41,-99,-99,35,-99,45,41,26,-99,41,33,35,38,-99,29,42,38,-99,41,29,38
04/01/2018,7,31,17,-99,-99,-99,28,-99,-99,52,19,36,42,-99,-99,35,-99,49,41,24,-99,40,32,35,39,-99,28,39,35,-99,42,30,35
04/01/2018,8,27,29,-99,-99,-99,25,-99,-99,57,23,36,43,-99,-99,35,-99,54,43,29,-99,38,34,37,42,-99,26,37,38,-99,40,26,38
04/01/2018,9,24,36,-99,-99,-99,35,-99,-99,56,28,39,-99,-99,-99,39,-99,54,51,30,-99,36,39,37,27,-99,26,41,41,-99,42,27,47
04/01/2018,10,25,28,-99,-99,-99,49,-99,-99,46,37,66,-99,-99,-99,41,-99,61,60,41,-99,39,40,41,28,-99,26,67,54,-99,45,33,58
04/01/2018,11,26,-99,-99,-99,-99,44,-99,-99,38,40,90,55,-99,-99,51,-99,60,61,36,-99,47,-99,50,33,-99,21,88,60,-99,43,29,60
04/01/2018,12,25,-99,-99,-99,-99,33,-99,-99,37,31,64,47,-99,-99,40,-99,49,54,21,-99,46,-99,37,36,-99,18,71,58,-99,45,30,40
04/01/2018,13,22,-99,-99,-99,-99,31,-99,-99,39,15,46,34,-99,-99,30,-99,33,33,14,-99,26,-99,24,32,-99,11,59,20,-99,32,18,36
04/01/2018,14,22,-99,-99,-99,-99,24,-99,-99,37,12,48,31,-99,-99,18,-99,30,31,11,-99,15,-99,20,31,-99,15,39,16,-99,18,9,42
04/01/2018,15,17,24,-99,-99,-99,25,-99,-99,35,12,45,33,-99,-99,15,-99,39,36,10,-99,19,28,15,29,-99,16,39,20,-99,25,11,39
04/01/2018,16,14,29,-99,-99,-99,28,-99,-99,38,19,37,40,-99,-99,18,-99,46,40,12,-99,21,29,15,33,-99,16,40,19,-99,28,11,36
04/01/2018,17,15,30,-99,-99,-99,35,-99,-99,46,23,34,44,-99,-99,23,-99,44,43,11,-99,27,34,20,38,-99,15,44,19,-99,30,13,40
04/01/2018,18,20,42,-99,-99,-99,55,-99,-99,50,28,41,44,-99,-99,41,-99,44,54,14,-99,27,45,30,44,-99,16,51,25,-99,34,21,41
04/01/2018,19,37,52,-99,-99,-99,41,-99,-99,74,31,43,41,-99,-99,64,-99,51,72,27,-99,28,41,46,48,-99,17,66,45,-99,24,39,42
04/01/2018,20,32,56,-99,-99,-99,36,-99,-99,46,38,35,47,-99,-99,55,-99,40,58,31,-99,33,39,45,41,-99,34,50,55,-99,34,42,56
04/01/2018,21,27,54,-99,-99,-99,50,-99,-99,32,35,33,63,-99,-99,44,-99,75,53,19,-99,30,54,46,38,-99,35,52,48,-99,60,38,47
04/01/2018,22,31,42,-99,-99,-99,47,-99,-99,28,42,44,60,-99,-99,39,-99,63,49,24,-99,24,51,52,43,-99,26,61,52,-99,52,49,67
04/01/2018,23,31,35,-99,-99,-99,42,-99,-99,32,45,40,60,-99,-99,52,-99,72,48,43,-99,40,47,61,53,-99,36,61,55,-99,62,56,57
04/01/2018,24,26,30,-99,-99,-99,37,-99,-99,36,50,41,73,-99,-99,62,-99,78,40,45,-99,48,54,58,51,-99,46,53,52,-99,57,49,56
05/01/2018,1,30,22,-99,-99,-99,40,-99,-99,34,40,43,64,-99,-99,43,-99,78,43,45,-99,39,37,51,38,-99,32,52,55,-99,54,41,59
05/01/2018,2,22,17,-99,-99,-99,35,-99,-99,38,42,38,54,-99,-99,48,-99,79,40,44,-99,34,24,50,31,-99,28,47,53,-99,44,36,54
05/01/2018,3,23,13,-99,-99,-99,37,-99,-99,34,39,28,39,-99,-99,46,-99,48,49,42,-99,50,16,52,24,-99,22,41,42,-99,32,39,51
05/01/2018,4,23,11,-99,-99,-99,23,-99,-99,15,35,21,45,-99,-99,45,-99,47,48,41,-99,46,15,51,27,-99,20,38,23,-99,33,39,45
05/01/2018,5,23,15,-99,-99,-99,37,-99,-99,16,32,22,48,-99,-99,45,-99,52,48,37,-99,46,20,56,27,-99,25,34,40,-99,31,35,52
05/01/2018,6,21,18,-99,-99,-99,40,-99,-99,18,34,32,44,-99,-99,41,-99,52,45,37,-99,44,43,52,36,-99,31,38,45,-99,40,41,54
05/01/2018,7,25,13,-99,-99,-99,38,-99,-99,35,36,40,46,-99,-99,41,-99,49,44,36,-99,49,42,51,38,-99,32,46,47,-99,50,43,55
05/01/2018,8,25,15,-99,-99,-99,34,-99,-99,45,37,38,45,-99,-99,46,-99,52,48,33,-99,48,33,54,41,-99,33,45,47,-99,48,42,60
05/01/2018,9,24,14,-99,-99,-99,30,-99,-99,31,43,44,50,-99,-99,47,-99,50,52,39,-99,53,33,-99,32,-99,44,48,53,-99,46,44,60
05/01/2018,10,27,25,-99,-99,-99,49,-99,-99,16,50,50,56,-99,-99,54,-99,57,66,36,-99,38,51,46,36,-99,33,61,75,-99,53,44,68
05/01/2018,11,27,26,-99,-99,-99,39,-99,-99,13,38,41,40,-99,-99,51,-99,61,54,29,-99,42,35,55,17,-99,26,34,52,-99,40,49,66
05/01/2018,12,23,26,-99,-99,-99,23,-99,-99,18,23,17,32,-99,-99,27,-99,43,29,9,-99,23,30,42,28,-99,13,21,15,-99,21,20,54
05/01/2018,13,20,25,-99,-99,-99,29,-99,-99,24,14,15,26,-99,-99,22,-99,34,21,10,-99,34,34,27,23,-99,15,15,14,-99,35,14,49
05/01/2018,14,15,29,-99,-99,-99,30,-99,-99,24,9,16,23,-99,-99,18,-99,27,17,12,-99,33,30,21,22,-99,18,18,16,-99,36,11,37
05/01/2018,15,15,30,-99,-99,-99,28,-99,-99,22,11,14,22,-99,-99,15,-99,27,17,12,-99,29,27,18,19,-99,22,29,14,-99,33,6,28
05/01/2018,16,15,30,-99,-99,-99,25,-99,-99,21,11,27,35,-99,-99,16,-99,33,23,11,-99,24,26,13,18,-99,24,25,10,-99,28,9,24
05/01/2018,17,15,31,-99,-99,-99,37,-99,-99,30,14,30,31,-99,-99,19,-99,29,34,9,-99,20,33,16,29,-99,21,37,17,-99,27,11,26
05/01/2018,18,17,42,-99,-99,-99,36,-99,-99,43,20,49,32,-99,-99,38,-99,32,36,11,-99,22,37,20,42,-99,17,42,24,-99,25,17,30
05/01/2018,19,-99,67,-99,-99,-99,35,-99,-99,54,26,40,36,-99,-99,52,-99,49,53,24,-99,32,59,35,55,-99,21,45,30,-99,28,20,24
05/01/2018,20,22,52,-99,-99,-99,50,-99,-99,47,16,44,56,-99,-99,34,-99,77,45,26,-99,37,55,38,46,-99,32,44,31,-99,51,22,32
05/01/2018,21,21,67,-99,-99,-99,41,-99,-99,30,31,35,38,-99,-99,24,-99,53,32,28,-99,41,47,-99,31,-99,32,43,37,-99,60,28,38
05/01/2018,22,25,46,-99,-99,-99,36,-99,-99,28,34,28,31,-99,-99,31,-99,37,37,42,-99,35,37,-99,26,-99,28,43,39,-99,39,39,43
05/01/2018,23,25,37,-99,-99,-99,35,-99,-99,27,32,20,48,-99,-99,51,-99,48,30,39,-99,39,36,-99,22,-99,32,41,47,-99,40,40,31
05/01/2018,24,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
06/01/2018,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
06/01/2018,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
06/01/2018,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
06/01/2018,4,26,31,-99,-99,-99,38,-99,-99,46,26,23,41,-99,-99,45,-99,52,46,39,-99,43,21,47,22,-99,37,41,45,-99,48,-99,44
06/01/2018,5,25,14,-99,-99,-99,34,-99,-99,41,24,26,41,-99,-99,42,-99,49,41,34,-99,36,17,44,25,-99,40,34,42,-99,46,-99,44
06/01/2018,6,29,20,-99,-99,-99,30,-99,-99,49,22,29,45,-99,-99,42,-99,52,44,30,-99,37,17,43,34,-99,36,39,41,-99,46,-99,44
06/01/2018,7,26,30,-99,-99,-99,26,-99,-99,53,22,34,45,-99,-99,39,-99,62,44,31,-99,39,27,41,39,-99,34,41,39,-99,45,-99,42
06/01/2018,8,27,32,-99,-99,-99,27,-99,-99,50,23,37,45,-99,-99,39,-99,60,46,31,-99,38,31,39,45,-99,34,47,39,-99,43,-99,46
06/01/2018,9,26,30,-99,-99,-99,35,-99,-99,45,43,39,53,-99,-99,45,-99,73,46,35,-99,37,38,44,39,-99,35,53,42,-99,43,-99,54
06/01/2018,10,23,34,-99,-99,-99,48,-99,-99,40,40,36,58,-99,-99,52,-99,75,32,31,-99,49,44,54,41,-99,38,46,39,-99,49,-99,61
06/01/2018,11,26,39,-99,-99,-99,44,-99,-99,24,27,42,56,-99,-99,39,-99,78,28,16,-99,44,51,51,30,-99,36,48,36,-99,53,-99,65
06/01/2018,12,19,34,-99,-99,-99,47,-99,-99,12,14,37,54,-99,-99,23,-99,54,28,13,-99,28,35,30,13,-99,30,38,23,-99,32,-99,50
06/01/2018,13,16,23,-99,-99,-99,22,-99,-99,15,9,19,31,-99,-99,11,-99,28,27,7,-99,15,22,11,14,-99,17,17,10,-99,14,-99,17
06/01/2018,14,14,24,-99,-99,-99,28,-99,-99,22,11,17,38,-99,-99,12,-99,33,28,4,-99,12,30,10,21,-99,15,16,9,-99,18,-99,14
06/01/2018,15,11,30,-99,-99,-99,29,-99,-99,14,14,15,18,-99,-99,13,-99,26,16,3,-99,12,28,9,13,-99,14,19,10,-99,13,-99,16
06/01/2018,16,9,20,-99,-99,-99,17,-99,-99,13,8,19,16,-99,-99,15,-99,23,14,4,-99,11,17,11,11,-99,13,22,14,-99,13,-99,15
06/01/2018,17,11,19,-99,-99,-99,15,-99,-99,17,6,23,15,-99,-99,19,-99,23,19,5,-99,16,16,14,14,-99,17,25,11,-99,18,6,18
06/01/2018,18,11,23,-99,-99,-99,20,-99,-99,25,8,25,21,-99,-99,27,-99,33,28,5,-99,22,24,18,22,-99,22,22,12,-99,24,9,15
06/01/2018,19,19,32,-99,-99,-99,28,-99,-99,32,15,34,25,-99,-99,38,-99,49,35,6,-99,30,34,28,32,-99,41,32,24,-99,33,21,18
06/01/2018,20,19,27,-99,-99,-99,38,-99,-99,35,16,36,37,-99,-99,38,-99,43,39,13,-99,37,3,30,58,-99,45,38,26,-99,34,20,24
06/01/2018,21,19,27,-99,-99,-99,34,-99,-99,28,15,25,19,-99,-99,34,-99,22,32,12,-99,22,46,30,34,-99,31,25,20,-99,23,19,19
06/01/2018,22,18,29,-99,-99,-99,24,-99,-99,22,18,17,22,-99,-99,28,-99,27,25,12,-99,23,34,30,20,-99,23,31,22,-99,19,24,19
06/01/2018,23,18,18,-99,-99,-99,25,-99,-99,23,28,25,26,-99,-99,28,-99,33,25,18,-99,30,35,34,31,-99,21,35,25,-99,31,27,31
06/01/2018,24,22,13,-99,-99,-99,28,-99,-99,29,30,33,30,-99,-99,30,-99,33,34,24,-99,42,22,35,21,-99,29,37,34,-99,42,28,40
07/01/2018,1,19,8,-99,-99,-99,17,-99,-99,-99,28,34,33,-99,-99,23,-99,34,34,29,-99,42,15,35,24,-99,31,39,40,-99,41,37,37
07/01/2018,2,21,9,-99,-99,-99,21,-99,-99,35,24,26,35,-99,-99,35,-99,39,36,25,-99,38,14,32,17,-99,27,37,39,-99,39,36,36
07/01/2018,3,26,10,-99,-99,-99,21,-99,-99,21,26,18,35,-99,-99,33,-99,42,29,23,-99,35,11,28,20,-99,19,28,35,-99,37,33,32
07/01/2018,4,20,11,-99,-99,-99,16,-99,-99,22,22,19,40,-99,-99,30,-99,41,32,24,-99,34,11,31,16,-99,18,26,34,-99,36,30,33
07/01/2018,5,18,10,-99,-99,-99,22,-99,-99,31,20,19,37,-99,-99,29,-99,37,31,22,-99,28,13,29,16,-99,20,24,30,-99,35,26,32
07/01/2018,6,18,12,-99,-99,-99,19,-99,-99,29,20,21,36,-99,-99,27,-99,39,30,21,-99,26,14,27,19,-99,19,26,33,-99,32,27,32
07/01/2018,7,19,13,-99,-99,-99,20,-99,-99,23,15,27,37,-99,-99,28,-99,51,36,21,-99,27,14,26,32,-99,19,30,32,-99,35,26,30
07/01/2018,8,20,10,-99,-99,-99,28,-99,-99,36,15,30,40,-99,-99,27,-99,52,39,23,-99,26,19,29,33,-99,18,31,31,-99,33,25,28
07/01/2018,9,20,27,-99,-99,-99,33,-99,-99,39,32,31,48,-99,-99,32,-99,44,40,26,-99,28,28,29,20,-99,25,31,33,-99,37,26,35
07/01/2018,10,17,28,-99,-99,-99,30,-99,-99,33,29,46,51,-99,-99,36,-99,59,42,25,-99,31,32,28,16,-99,19,36,48,-99,40,35,40
07/01/2018,11,15,27,-99,-99,-99,25,-99,-99,26,36,61,49,-99,-99,35,-99,46,42,28,-99,44,30,26,25,-99,16,40,49,-99,49,37,38
07/01/2018,12,18,20,-99,-99,-99,20,-99,-99,30,39,43,38,-99,-99,20,-99,41,45,17,-99,33,21,19,24,-99,13,40,46,-99,33,40,30
07/01/2018,13,14,16,-99,-99,-99,21,-99,-99,27,19,28,29,-99,-99,22,-99,25,34,6,-99,16,20,22,23,-99,10,31,25,-99,21,18,31
07/01/2018,14,16,16,-99,-99,-99,18,-99,-99,27,11,22,20,-99,-99,18,-99,22,26,5,-99,14,19,14,25,-99,13,33,16,-99,17,9,31
07/01/2018,15,14,17,-99,-99,-99,15,-99,-99,26,9,23,15,-99,-99,17,-99,19,21,6,-99,14,16,17,23,-99,13,29,15,-99,16,8,28
07/01/2018,16,13,20,-99,-99,-99,17,-99,-99,23,9,31,19,-99,-99,18,-99,22,19,6,-99,16,18,17,21,-99,13,33,17,-99,17,9,22
07/01/2018,17,18,22,-99,-99,-99,20,-99,-99,25,9,36,23,-99,-99,18,-99,26,23,8,-99,18,19,15,22,-99,12,37,19,-99,18,11,20
